"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"47","2020-02-08 10:16:09-03","NBC","NL-BOTANY","WAG.1814749","PreservedSpecimen","Plantae","Gramineae","Aristida","leptochaeta","Aristida leptochaeta","Hack.",NA,NA,NA,NA,"Pedersen TM","1965","12","23","Paraguay",NA,NA,"Estancia,,La Soledad', Santiago, Dep. Misiones.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1814749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1814749","NL-WAG1814749",NA,"Poales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2019-02-15 11:47:23-02","IPA","IPA","18312","S","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman",NA,NA,NA,NA,"Rosengurtt","1949","01","18","Paraguay",NA,NA,"Asunción. Jardim Botánico.",NA,NA,NA,NA,NA,NA,"Entre árboles.","IPA0018312",NA,"Plantae",NA,"5454","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-22 13:44:11-03","IAP","PACA-AGP","30191","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","B. Rosengurtt",NA,NA,NA,"B. Rosengurtt","1945","01","03","Uruguai",NA,NA,"Atlantica, Canelones",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis alte gram. Fenofase: fruto","PACA030191",NA,"Magnoliophyta","Cyperales","B-4374",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"50","2019-08-27 13:25:44-03","IAP","PACA-AGP","44468","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1949","11","19","Brasil","RS","Itapoã","Granja Neugebauer",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis alte gram. Fenofase: fruto","PACA044468",NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"51","2019-08-27 13:25:44-03","IAP","PACA-AGP","41457","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","Emrich-Rambo",NA,NA,NA,"Rambo, B.","1949","05","06","Brasil","RS","Montenegro","Est. Azevedo","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"SEM MATERIAL Habitat: in campestribus siccis alte gram. Fenofase: fruto","PACA041457",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"21601","auto",NA,"Liliatae",NA,NA,NA
"52","2019-08-27 13:25:44-03","IAP","PACA-AGP","1001","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","B. Severo","1979","01",NA,"C. Orth SJ","1934","05","05","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in arenosis siccis alte graminosis Fenofase: fruto","PACA001001",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA
"53","2019-08-27 13:25:44-03","IAP","PACA-AGP","33363","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","B. Severo","1978","09","26","H. Simas","1946","09","15","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"sin. A. laevis (Nees) Kunth Habitat: in campestribus siccis gramin. alte Fenofase: flor","PACA033363",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA
"54","2019-08-27 13:25:44-03","IAP","PACA-AGP","44396","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","A. A. Beetle",NA,NA,NA,"Rambo, B.","1949","11","14","Brasil","RS","São Leopoldo","Fião","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in campestribus siccis alte gram. Fenofase: flor","PACA044396",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA
"55","2019-08-27 13:25:44-03","IAP","PACA-AGP","43591","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","A. A. Beetle",NA,NA,NA,"Rambo, B.","1949","09","23","Brasil","RS","São Leopoldo","Portão","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in campestribus siccis alte gram. Fenofase: fruto","PACA043591",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA
"56","2019-08-27 13:25:44-03","IAP","PACA-AGP","38666","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","J. R. Swallen",NA,NA,NA,"Rambo, B.","1948","12","10","Brasil","RS","São Leopoldo","Rio dos Sinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"SEM MATERIAL Habitat: in campestribus siccis alte gram. Fenofase: fruto","PACA038666",NA,"Magnoliophyta","Cyperales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA
"57","2019-08-27 13:25:44-03","IAP","PACA-AGP","104356","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","De Marchi, T. C.",NA,NA,NA,"De Marchi, T.C.","2007","10","25","Brasil","RS","Sapucaia do Sul","Morro Sapucaia.","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Habitat: No campo.","PACA104356",NA,"Magnoliophyta","Cyperales","237",NA,NA,"7291","auto",NA,"Liliatae",NA,NA,NA
"58","2019-08-27 13:25:44-03","IAP","PACA-AGP","71581","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","L. B. Smith","1980",NA,NA,"Klein","1966","01","17","Brasil","SC","Florianópolis","Jurere","-48.5491981506348","-27.596700668335",NA,NA,"2","2","Habitat: em campo seco","PACA071581",NA,"Magnoliophyta","Cyperales","6562",NA,NA,"27000","auto",NA,"Liliatae",NA,NA,NA
"59","2019-08-27 13:25:44-03","IAP","PACA-AGP","71582","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","L. B. Smith","1980",NA,NA,"Klein","1966","01","18","Brasil","SC","Florianópolis","Pantano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Habitat: em restinga","PACA071582",NA,"Magnoliophyta","Cyperales","6567",NA,NA,"27000","auto",NA,"Liliatae",NA,NA,NA
"60","2019-08-27 13:25:44-03","IAP","PACA-AGP","55384","PreservedSpecimen","Plantae","Gramineae","Aristida","circinalis","Aristida circinalis","Lindm.","B. Severo","1979","01",NA,"Reitz, R.","1952","12","19","Brasil","SC","Palhoça","Campo Massiambu","-48.6678009033203","-27.645299911499",NA,NA,"5","5","HBR 7134 Habitat: in arenosis","PACA055384",NA,"Magnoliophyta","Cyperales","4905",NA,NA,"31105","auto",NA,"Liliatae",NA,NA,NA
"61","2021-04-07 11:47:12-03","UFMS","CGMS","62049","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"A. Pott; V.J. Pott","2011","05","29","Brasil","Mato Grosso do Sul","Ponta Porã","Fazenda São Pedro.","-55.6083333","-22.0127778","-55,6083333","-22,0127778","620","620",NA,"CGMS1095045",NA,NA,NA,"16079",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:47:12-03","UFMS","CGMS","20284","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","H.M. Longhi-Wagner","2009","09","24","A. Guglieri; F.J.M. Caporal; L.F. Lima; N.I. Matzenbacher","2006","03","12","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,"CGMS1049681",NA,NA,NA,"1023",NA,NA,"28343","auto",NA,NA,NA,NA,NA
"63","2021-04-07 11:47:12-03","UFMS","CGMS","23305","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","H.M. Longhi-Wagner","2009","09","17","F.J.M. Caporal","2008","11","08","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,"CGMS1052712",NA,NA,NA,"680",NA,NA,"28343","auto",NA,NA,NA,NA,NA
"64","2019-01-17 11:23:18-02","PUCRS","MPUC","14433","S","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","P.J.S. Silva Filho","2010","01","01","P.J.S. Silva-Filho","2010","10","20","Brasil","RS","Porto Alegre","Bairro Lami, Reserva Biológica","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Em solo arenoso",NA,NA,NA,"Poales",NA,"South America",NA,NA,NA,NA,"Liliopsida",NA,"837","2"
"65","2019-01-17 11:23:18-02","PUCRS","MPUC","22154","S","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","C. Vogel Ely","2017","01","01",NA,"2017","02","09","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Fitosociologia",NA,NA,NA,"Poales",NA,"South America",NA,"29946","auto",NA,"Liliopsida",NA,NA,"1"
"66","2020-10-14 10:04:54-03","FURB","FURB","46045","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Funez, L.A.","2016","11","25","Funez, L.A.","2014","11","27","Brasil","Santa Catarina","Florianópolis","joaquina.","-48.4483333","-27.6252778","-48.4483333","-27.6252778","33","33",NA,"FURB38775","FURB38775",NA,NA,"3421",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:54:27-03","UCS","HUCS","6238","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Rosengurtt, B.",NA,NA,NA,"Bertels, A.","1952","12","23","Brasil","Rio Grande do Sul","Pelotas","Inst. Agronômico do Sul","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Herbário PEL 858",NA,NA,"Angiospermae","Poales","s.n.",NA,NA,"51462","auto",NA,NA,NA,NA,NA
"68","2021-03-16 17:54:27-03","UCS","HUCS","35252","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Setubal, R.",NA,NA,NA,"Setubal, R.","2006","01","02","Brasil","Rio Grande do Sul","Porto Alegre","Morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"em campo seco",NA,NA,"Angiospermae","Poales","903",NA,NA,"29946","auto",NA,NA,NA,NA,NA
"69","2021-03-16 17:54:27-03","UCS","HUCS","8797","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Smith, L.B.","1980",NA,NA,"Klein","1966","10","18","Brasil","Santa Catarina","Florianópolis","Pântano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"em restinga",NA,NA,"Angiospermae","Poales","6567",NA,NA,"27000","auto",NA,NA,NA,NA,NA
"70","2021-03-16 17:54:27-03","UCS","HUCS","9073","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Smith, S.F.","1993","06",NA,"Rui, A.M.","1992","09",NA,"Brasil","Rio Grande do Sul","Torres","Praia do Paraíso","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"junto ao solo",NA,NA,"Angiospermae","Poales","s.n.",NA,NA,"20837","auto",NA,NA,NA,NA,NA
"71","2020-11-20 18:12:47-03","UFSM","SMDB","17079","S","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Scherer, HJ","2016","04","27","Scherer, HJ","2014","08","26","Brasil","Rio Grande do Sul","Santa Maria","Morro Pedra do Lagarto, Distrito de Santo Antão","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Nativa. Material testemunho de trabalho de Conclusão do Curso de Ciências Biológicas / Bacharelado - UFSM. Aluna: Hulia J. Scherer. Orientadora: Profa. Dra. Liliana Essi","SMDB017079",NA,NA,NA,"86",NA,NA,"37819","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:40:01-03","MBM","MBM","148859","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman",NA,NA,NA,NA,"Pedersen, T.M.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM148859","MBM148859",NA,NA,"15601","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:40:01-03","MBM","MBM","163993","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM163993","MBM163993",NA,NA,"7494","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:40:01-03","MBM","MBM","22738","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Rosengurtt, B.",NA,NA,NA,"Krapovickas, A.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM022738","MBM022738",NA,NA,"19838","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:40:01-03","MBM","MBM","24238","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman",NA,NA,NA,NA,"Krapovickas, A.",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM024238","MBM024238",NA,NA,"29477","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:40:01-03","MBM","MBM","262168","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Ferrucci, M.S.",NA,NA,NA,"Arbo, M.M.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM262168","MBM262168",NA,NA,"8647","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:40:01-03","MBM","MBM","415558","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Marchi, M.M.","2011","03","24","Marchi, M.M.; Barbieri, R.L.; Sosinski, E.; Mujica, J.; VilelLa, J.; Barbieri, R.L.; Sosinski, E.; Mujica, J.; VilelLa, J.","2011","03","24","Brazil","Rio Grande do Sul","Tapes","Fazenda São Miguel, área de conservação do banco de germoplasma in situ de Butia odorata, área 1 de monitoramento","-51.359786","-30.522872","-51.359786","-30.522872","40","40","Campo nativo, ecossistema de butiazal.","MBM415558",NA,NA,NA,"2854","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:40:01-03","MBM","MBM","45357","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Rosengurtt, B.",NA,NA,NA,"Pedersen, T.M.",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM045357","MBM045357",NA,NA,"9464","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:40:01-03","MBM","MBM","48367","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Quarín, C.",NA,NA,NA,"Crovetto, R.M.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM048367","MBM048367",NA,NA,"10213","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:40:01-03","MBM","MBM","77524","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman",NA,NA,NA,NA,"Schinini, A.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM077524","MBM077524",NA,NA,"15855","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:40:01-03","MBM","MBM","119953","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman",NA,NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","São Gabriel","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,"MBM119953","MBM119953",NA,NA,"11996","Southern America",NA,"56206","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:40:01-03","MBM","MBM","99823","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Longhi-Wagner, H.M.",NA,NA,NA,"Sobral, M.",NA,NA,NA,"Brazil","Rio Grande do Sul","Uruguaiana","Espinilho, Barra do Quaraí","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,"MBM099823","MBM099823",NA,NA,"3404","Southern America",NA,"93142","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:40:01-03","MBM","MBM","139874","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Smith, L.B.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Jurerê","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM139874","MBM139874",NA,NA,"6562","Southern America",NA,"27000","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:40:01-03","MBM","MBM","139876","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Smith, L.B.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Pântano do Sul","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM139876","MBM139876",NA,NA,"6567","Southern America",NA,"27000","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:40:01-03","MBM","MBM","202951","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Praia da Joaquina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM202951","MBM202951",NA,NA,"5960","Southern America",NA,"27000","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:40:01-03","MBM","MBM","202952","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM202952","MBM202952",NA,NA,"6647","Southern America",NA,"27000","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:40:01-03","MBM","MBM","139857","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Smith, L.B.",NA,NA,NA,"Bresolin, A.",NA,NA,NA,"Brazil","Santa Catarina","Garopaba","Siriú","-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,NA,"MBM139857","MBM139857",NA,NA,"146","Southern America",NA,"11115","auto",NA,NA,NA,NA,NA
"88","2020-12-21 16:40:01-03","MBM","MBM","188125","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindeman","Longhi-Wagner, H.M.",NA,NA,NA,"Reitz, R.",NA,NA,NA,"Brazil","Santa Catarina","Palhoça","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM188125",NA,NA,NA,"4905","Southern America",NA,"31105","auto",NA,NA,NA,NA,NA
"89","2021-03-17 18:56:36-03","MNHN","RECOLNAT_MNHN_P","P00642162","PreservedSpecimen",NA,"Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Lindman, C.A.M.","1893","5","10","Brésil",NA,NA,"Brasilia, Rio Grande do Sul, Cachoeria in campis apricis",NA,NA,NA,NA,NA,NA,"Reçu le 25-02-1937 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642162' target='other'> <mi>dwc_moreinfo</mi></a>","P00642162","P00642162_01",NA,NA,NA,NA,"hb",NA,NA,"isotype",NA,NA,"1527 A",NA
"90","2021-02-11 17:21:16-03","UFPR","UPCB","61925","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","Kozera, C.","2007","03",NA,"Kozera, C.","2005","11","21","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Herbácea em campo seco com afloramentos de arenito..","UPCB0038118",NA,NA,NA,"3169",NA,NA,"27346","auto",NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","212203","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","G. Davidse",NA,NA,NA,"Pedro Jörgensen","1929","2","19","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jörgensen 3556","South America",NA,NA,NA,NA,NA,NA,NA,NA
"92","2012-01-24 04:59:00-02","MO","MOBOT","100346613","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","J.R.I. Wood (OXF)",NA,NA,NA,"J.R.I. Wood|Colin E. Hughes|D. Soto","2009","12","9","Bolivia","Santa Cruz","Sara","Entre 7 a 8 Kms de La Belgica hacia Caranda.","-63.1857","-17.3338",NA,NA,"407.00000000",NA,NA,NA,NA,NA,NA,"Wood 26646","South America",NA,NA,NA,NA,NA,NA,NA,"1"
"93","2014-09-30 14:03:00-03","MO","MOBOT","100745856","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Elisa G. Nicora|Roberto Kiesling","1992","12","16","Argentina","Corrientes",NA,"Tres Cerros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicora 9972","South America",NA,NA,NA,NA,NA,NA,NA,"1"
"94","2014-10-09 12:23:00-03","MO","MOBOT","100747734","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","L. R. Parodi",NA,NA,NA,"Arturo E. Burkart","1954","10","8","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa.","-58.1827778","-27.9908333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burkart 19373","South America",NA,NA,NA,NA,NA,NA,NA,"1"
"95","2011-12-22 05:01:00-02","MO","MOBOT","1115826","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Teodoro Rojas","1946","6","5","Paraguay","Cordillera",NA,"Pedro P. Caballero, Dpto. Piribebuy.","-57.01666","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 13400","South America",NA,NA,NA,NA,NA,NA,NA,"1"
"96","2008-08-07 03:32:00-03","MO","MOBOT","1195437","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","A. Rodriguez (USZ)",NA,NA,NA,"A. Rodríguez O.","1993","3","30","Bolivia","Santa Cruz","Andrés Ibáñez","Parque Regional Lomas de Arena, 12 Km al Sur de la ciudad de Santa Cruz.","-63.085","-17.89333",NA,NA,"410.00000000",NA,NA,NA,NA,NA,NA,"Rodríguez Olmos 164","South America",NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-10-17 18:06:00-02","MO","MOBOT","1581050","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"Zulma E. Rúgolo de Agrasar|Hilda M. Longhi-Wagner|S. Boechat|Ana María Molina","1992","12","7","Brazil","Santa Catarina",NA,"Mun. Lauro Muller, a 18 km subiendo la Serra do Rio do Rastro, Ruta BR-438. Barranca pedregosa y húmeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 1464","South America",NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","1582896","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","G. Davidse, 1997 (MO)",NA,NA,NA,"M. Menacho|J. Balcázar","1995","9","14","Bolivia","Santa Cruz","Warnes","Pampa abierta Sabana con islas de bosques; restos de bosque, suelos arenosos","-63.15666","-17.66277",NA,NA,"370.00000000",NA,NA,NA,NA,NA,NA,"Menacho Viruez 317","South America",NA,NA,NA,NA,NA,NA,NA,NA
"99","2015-08-23 05:45:00-03","MO","MOBOT","1765356","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.",NA,NA,NA,NA,"S.A. Renvoize|C.M. Wilmot-Dear|Fernando O. Zuloaga","1978","10","5","Argentina","Entre Ríos",NA,"Federacion Santa Ana. Sand bank beside R. Uruguay",NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,"Renvoize 2941","South America",NA,NA,NA,NA,NA,NA,NA,"1"
"100","2009-07-02 11:46:00-03","MO","MOBOT","1765357","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","S. Renvoize, 1991 (K)",NA,NA,NA,"Clark P. Cowan","1983","12","4","Argentina","Corrientes",NA,"Mburucuyá; Estancia Sta. Teresa, campo de aterrizaje con Pastizal virgen; a 12 km de Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowan 4113","South America",NA,NA,NA,NA,NA,NA,NA,NA
"101","2008-05-27 22:02:00-03","MO","MOBOT","1765358","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","T. Killeen",NA,NA,NA,"Timothy J. Killeen","1985","10","10","Bolivia","Santa Cruz","Warnes","Pampa Viru Viru. Sandy plain with active and relict dunes; open savanna and savanna wetland, scrub usually restricted to relict dunes","-63.16666","-17.66666",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"Killeen 1243","South America",NA,NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","1768265","PreservedSpecimen","Plantae","Poaceae","Aristida","circinalis","Aristida circinalis","Lindm.","S. Renvoize",NA,NA,NA,"Timothy J. Killeen","1987","6","5","Bolivia","Santa Cruz",NA,"Caballero, Comunidad de Tunal, 20 km NE of Evangelical School El Tambo","-64.41666","-17.91666",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,"Killeen 2499","South America",NA,NA,NA,NA,NA,NA,NA,NA
