"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount"
"49","2019-08-27 13:33:09-03","IAP","PACA-AGP","586","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1932","11","13","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA000586",NA,"Magnoliophyta","Scrophulariales",NA,"Vila Manresa",NA,"Habitat: In campestribus graminosis. Fenofase: flor e fruto",NA,NA,"1994","29946","auto","01","25","Magnoliatae",NA,NA
"50","2019-08-27 13:33:09-03","IAP","PACA-AGP","26010","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Rambo, B.",NA,"1945","01",NA,"Brasil","RS","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"PACA026010",NA,"Magnoliophyta","Scrophulariales",NA,"Faz. do Jarau",NA,"Habitat: In campestribus dumetosis. Fenofase: fruto maturo",NA,NA,"1994","74636","auto","01","25","Magnoliatae",NA,NA
"51","2019-08-27 13:33:09-03","IAP","PACA-AGP","33491","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V. C. Souza","Henz, E.",NA,"1946","07","17","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA033491",NA,"Magnoliophyta","Scrophulariales",NA,NA,NA,"Habitat: In campestribus graminosis. Fenofase: flor",NA,NA,"1994","10287","auto","01","25","Magnoliatae",NA,NA
"52","2019-11-21 14:41:12-03","UFJF","CESJ","1720","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","L. Krieger","L. Krieger","CESJ1720","1950","01","09","Brasil","Minas Gerais","Bonsucesso",NA,NA,NA,NA,"CESJ001720",NA,"Angiosperma",NA,"América do Sul",NA,NA,"Em brejo, flores roxas. Georginia.",NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:37:26-03","UNICAMP","UEC","14561","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","5416","1997","07","23","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"UEC081835","UEC081835","Magnoliopsida",NA,NA,"Serra da Bodoquena, ca. 150km W de Aquidauana.",NA,"Flor azul-violeta.; Fissuras de rochas calcareas. Mata derrubada para pasto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-10 17:56:30-03","UNICAMP","UEC","14561","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","8416","1977","07","23","Brazil","Maranhão",NA,NA,NA,NA,NA,"UEC081835","UEC081835","Magnoliopsida",NA,NA,"Serra da Bodoquena, Cerca de 150 km de Aquidauana.",NA,"flor, Flor azul-violeta. Fissuras de rochas calcáreas. Mata derrubada para pasto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:22:20-03","UNICAMP","UEC","203463","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, AV","Souza, JP; Souza, VC; Elias, SI; Duarte, AR","530","1996","04","27","Brazil","São Paulo","Angatuba","-48.557222","-23.157222","-48.557222","-23.157222","UEC081775","UEC081775","Magnoliopsida",NA,NA,"Estrada para Itatinga, Cerca de 30 km de Angatuba. Bairro Santo Inácio.",NA,"flor, Erva, corola lilás-clara. Brejo.",NA,NA,"2014",NA,NA,"05","07",NA,NA,NA
"56","2021-03-01 16:37:26-03","UNICAMP","UEC","201596","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Scatigna, AV","Santos, ABS","936","2017","10","08","Brazil","Goiás","Quirinópolis","-50.774697","-18.756972","-50.774697","-18.756972","UEC170734","UEC170734","Magnoliopsida",NA,NA,"Córrego Formiga",NA,"Erva com 50cm, flores lilás 0,5cm C; 0,5cm L.; Borda mata galeria","562","562","2018",NA,NA,"10","25",NA,NA,NA
"57","2021-03-01 16:37:26-03","UNICAMP","UEC","37972","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, VC","Tamashiro, JY; et al.","16305","1984","09","06","Brazil","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404",NA,NA,"UEC081838","UEC081838","Magnoliopsida",NA,NA,"Faz. Najib.",NA,"Flores com cálice vinoso e corola arroxeada.; Cerrado perturbado, em brejo.",NA,NA,"1994","74358","auto","04","04",NA,NA,NA
"58","2021-03-01 16:37:26-03","UNICAMP","UEC","194630","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Ahn, YJ","Y7","2000","03","03","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC132987","UEC132987","Magnoliopsida",NA,NA,"Unicamp",NA,"Brejo",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"59","2021-03-01 16:37:26-03","UNICAMP","UEC","106538","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, VC","Aona, LYS; Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","97102","1997","01","24","Brazil","São Paulo","Casa Branca","-47.0800018310547","-21.7700004577637",NA,NA,"UEC024774","UEC024774","Magnoliopsida",NA,NA,"Brejo localizado do lado esquerdo da pista em direção à Casa Branca",NA,"Pétalas lilases.",NA,NA,"2000","27086","auto","03","11",NA,NA,NA
"60","2019-01-17 11:25:58-02","PUCRS","MPUC","22212","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","L. Eggers",NA,NA,"1988","10","26","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,"Lamiales","South America","Fazenda São Maximiano, BR 116, KM 307",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","148","1"
"61","2019-08-16 08:40:26-03","UTFPR","HCF","8323","S","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","J. Cordeiro & E. Barboza","M.G. Caxambu","2793","2009","10","17","Brasil","PR","Palmeira","-49.892","-25.474639","49°53'31,2 W","25°28'28,7 S",NA,NA,NA,NA,NA,"Rod. BR-277, Km 156, próximo ao Pedágio",NA,"erva heliófita, ereta. Flores roxas.","903","903","2010",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:38:55-03","MBM","MBM","22985","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Hatschbach, G.","Hatschbach, G.","28459",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM022985","MBM022985",NA,NA,"Southern America","Vila Nova",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"63","2020-12-21 16:38:55-03","MBM","MBM","244470","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Dombrowski, L.T.; et al.; et al.","2957",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM244470","MBM244470",NA,NA,"Southern America","Rio das Pombas",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:38:55-03","MBM","MBM","218174","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.","3236",NA,NA,NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM218174","MBM218174",NA,NA,"Southern America","Rod. BR-3236",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:38:55-03","MBM","MBM","16861","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hatschbach, G.","25090",NA,NA,NA,"Brazil","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,"MBM016861","MBM016861",NA,NA,"Southern America","Rod. BR-267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:55-03","MBM","MBM","31836","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Marchsi","2350",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"MBM031836","MBM031836",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:38:55-03","MBM","MBM","244469","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Dombrowski, L.T.; et al.; et al.","2596",NA,NA,NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM244469","MBM244469",NA,NA,"Southern America","Capão da Imbuia",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:38:55-03","MBM","MBM","16860","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hatschbach, G.","25832",NA,NA,NA,"Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"MBM016860","MBM016860",NA,NA,"Southern America","Rio Capivari",NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:38:55-03","MBM","MBM","44005","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Hatschbach, G.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","7734",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,"MBM044005","MBM044005",NA,NA,"Southern America","Laranjeiras do Sul",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:38:55-03","MBM","MBM","44006","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Barroso, G.M.","Hatschbach, G.","2712",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM044006","MBM044006",NA,NA,"Southern America","Colônia Quero-Quero",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:38:55-03","MBM","MBM","44024","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hatschbach, G.","4261",NA,NA,NA,"Brazil","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"MBM044024","MBM044024",NA,NA,"Southern America","Rio Capivari, estrada par Irati",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:38:55-03","MBM","MBM","16865","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25402",NA,NA,NA,"Brazil","Paraná","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,"MBM016865","MBM016865",NA,NA,"Southern America","Tijuco Preto",NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:38:55-03","MBM","MBM","244468","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Moreira, E.","206",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"MBM244468","MBM244468",NA,NA,"Southern America","Vila Velha",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:38:55-03","MBM","MBM","44008","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hatschbach, G.","3637",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,"MBM044008","MBM044008",NA,NA,"Southern America","Rio Potinga",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:38:55-03","MBM","MBM","113256","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hagelund, K.","14626",NA,NA,NA,"Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"MBM113256","MBM113256",NA,NA,"Southern America","Fazenda Faxinal",NA,NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:38:55-03","MBM","MBM","113258","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Hagelund, K.","14626",NA,NA,NA,"Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"MBM113258","MBM113258",NA,NA,"Southern America","Fazenda FAxinal",NA,NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:38:55-03","MBM","MBM","227029","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3621",NA,NA,NA,"Brazil","Rio Grande do Sul","Candiota","-53.6725006103516","-31.5580997467041",NA,NA,"MBM227029","MBM227029",NA,NA,"Southern America","Rod. BR-293",NA,NA,NA,NA,NA,"28623","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:38:55-03","MBM","MBM","183389","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Jarenkow, J.A.","1472",NA,NA,NA,"Brazil","Rio Grande do Sul","Morro Redondo","-52.6319007873535","-31.5883007049561",NA,NA,"MBM183389","MBM183389",NA,NA,"Southern America","Santo Amor",NA,NA,NA,NA,NA,"19299","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:38:55-03","MBM","MBM","196389","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Jarenkow, J.A.; et al.; et al.","1434",NA,NA,NA,"Brazil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"MBM196389","MBM196389",NA,NA,"Southern America","Serra das Asperezas, Rod. BR-293",NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:38:55-03","MBM","MBM","227030","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3628",NA,NA,NA,"Brazil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"MBM227030","MBM227030",NA,NA,"Southern America","Estrada para Bom Jesus",NA,NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:38:55-03","MBM","MBM","91407","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Sobral, M.","1428",NA,NA,NA,"Brazil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"MBM091407","MBM091407",NA,NA,"Southern America","Itapuã",NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA
"82","2015-09-04 08:39:44-03","MNHN","RECOLNAT_MNHN_P","P02965727","PreservedSpecimen",NA,"Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Saint-Hilaire",NA,"1816","1","1","Uruguai",NA,NA,NA,NA,NA,NA,"P02965727","P02965727_01",NA,NA,NA,"Banda Oriental Del Uruguay .","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965727' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"C2 2276",NA
"83","2015-09-04 08:39:44-03","MNHN","RECOLNAT_MNHN_P","P02965728","PreservedSpecimen",NA,"Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"P02965728","P02965728_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965728' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"B1 1777",NA
"84","2015-09-04 08:39:44-03","MNHN","RECOLNAT_MNHN_P","P02965731","PreservedSpecimen",NA,"Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Reineck|Czermak",NA,"1897","1","1","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"P02965731","P02965731_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965731' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA
"85","2015-09-04 08:39:44-03","MNHN","RECOLNAT_MNHN_P","P02965738","PreservedSpecimen",NA,"Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,NA,NA,NA,NA,NA,"[Paraguay]",NA,NA,NA,NA,NA,NA,"P02965738","P02965738_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965738' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-09-04 08:39:44-03","MNHN","RECOLNAT_MNHN_P","P02965726","PreservedSpecimen",NA,"Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Smith, L.B.|Klein, R.M.",NA,"1964","11","15","Brasil","Santa Catarina","Abelardo Luz","-52.3283004760742","-26.5646991729736",NA,NA,"P02965726","P02965726_01",NA,NA,NA,"8-12 km north of Abelardo Luz.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02965726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"35836","auto",NA,NA,NA,"13304",NA
"87","2021-02-11 17:21:44-03","UFPR","UPCB","60997","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Kozera, C.","Kozera, C.","2429","2005","10","13","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"Ponte dos Arcos.",NA,"Herbácea, ereta, flores lilases, campo semi-hidromórfico..",NA,NA,"2006","27346","auto","01","01",NA,NA,NA
"88","2021-02-11 17:21:44-03","UFPR","UPCB","7319","PreservedSpecimen","Plantae","Scrophulariaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Souza, V.C.","Mattos, J.","1320","1954","02","09","Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,NA,"Postinho, campo sujo com vegetação baixa",NA,"Herbácea, 30cm, fruto maduro..",NA,NA,"1995","48290","auto","11","06",NA,NA,NA
"89","2014-04-04 14:34:00-03","MO","MOBOT","1088581","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V.C. Souza","Teodoro Rojas","Rojas 9986","1942","8","29","Paraguay","Central",NA,"-57.6666667","-25.2666667",NA,NA,NA,NA,NA,NA,"South America","Jardin Botánico (Asunción).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2008-05-27 22:02:00-03","MO","MOBOT","473194","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","N.H. Holmgren (NY)","William J. Hahn","Hahn 667","1982","9","9","Paraguay","Presidente Hayes",NA,"-57.66666","-25.91666",NA,NA,NA,NA,NA,NA,"South America","Villa Hayes. Estancia La Golondrina. Palm savanna. Grey clay soil. Little relief. Copernicia only tree present. Grasses and small herbs common.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-1","3"
"91","2014-04-08 08:38:00-03","MO","MOBOT","100185234","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","V.C. Souza","Troels M. Pedersen","Pedersen 11597","1977","1","21","Uruguay","Colonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Estancia Cerros de San Juan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2009-05-06 09:34:00-03","MO","MOBOT","100185240","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","M.M. Sosa","Troels M. Pedersen","Pedersen 16201","1995","1","18","Uruguay","Salto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Cuchilla de Arerunguá, ROU-31, almost where the road to Paso de las Piedras turns off.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2014-04-15 05:43:00-03","MO","MOBOT","100252604","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"E. Bastian","Bastian 107","1985","12","17","Bolivia","Tarija","Mendez",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Tucumillas",NA,NA,"2560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2014-01-30 10:05:00-02","MO","MOBOT","100668782","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","K. Barringer","Nélida Soria","Soria Rey 5272","1992","11",NA,"Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Estancia del Sr. Serrati, a 1000 m del casco de la Estancia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2014-04-28 09:58:00-03","MO","MOBOT","100703797","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","K. Barringer","Nélida Soria","Soria Rey 5307","1992","11",NA,"Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Estancia Santa Ana, Propiedad del Sr. Hugo Mezquita. Potrero Depósito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"96","2014-04-28 10:13:00-03","MO","MOBOT","100703805","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","K. Barringer","Nélida Soria","Soria Rey 4891","1991","10","24","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Estancia Santa Teresa. Potrero Nagoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"97","2014-09-12 11:06:00-03","MO","MOBOT","100742365","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","M.M. Sosa","Troels M. Pedersen","Pedersen 9498","1969","12","7","Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Near Villeta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"98","2008-05-27 22:02:00-03","MO","MOBOT","1946548","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Rosa Degen","Degen 1930","1991","7","10","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Concepción, Rancho Z, Potrero Plantel, bosque secundario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2011-03-26 12:55:00-03","MO","MOBOT","2440821","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Sosa, M. M., //","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|J. Sottile","Arbo 8206","1998","12","2","Argentina","Corrientes","Mercedes","-58.05","-28.75",NA,NA,NA,NA,NA,NA,"South America","Estancia Yacare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2018-02-24 05:31:00-03","MO","MOBOT","2514358","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","Sosa, M. M., //","G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","Seijo 2578","2001","11","29","Uruguay","Lavalleja",NA,"-54.71888","-33.58083",NA,NA,NA,NA,NA,NA,"South America","Ruta 14 km, camino desde J.P. Varela a J. Batlle y Ordoñez, a aprox. 25 km de ruta 8",NA,NA,"186.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2013-08-23 04:12:00-03","MO","MOBOT","3012522","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","D. Philcox 4/v/","W.G. Herter","Herter 760a","1933","12","2","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2012-04-09 12:51:00-03","MO","MOBOT","3012672","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","D. Philcox 4/v/","Santiago Venturi","Venturi 8827","1929","4","14","Argentina","Tucumán",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"103","2009-08-07 05:34:00-03","MO","MOBOT","3012775","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga",NA,"Thomas Morong","Morong 324","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2009-07-17 07:39:00-03","MO","MOBOT","3012993","PreservedSpecimen","Plantae","Orobanchaceae","Buchnera","integrifolia","Buchnera integrifolia","Larrañaga","D. Mileax 4/","Émile Hassler","Hassler 2322","1903","10",NA,"Paraguay","Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Ad. ripam occidentalem flum. S. 23:20'-23:30'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
