"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"114","2019-11-21 14:44:28-03","UFJF","CESJ","10905","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","J. Jardim","2004","03",NA,"L. Krieger; U.C. Câmara","CESJ10905","1971","10","01","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,"CESJ010905",NA,"Angiosperma",NA,"América do Sul","Fazenda da Pedra",NA,NA,NA,"Árvore regular, na mata, frutos verdes.","20620","auto",NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:44:28-03","UFJF","CESJ","23476","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","J.A. Oliveira","2010","04",NA,"R.C. Oliveira","s.n.","1988","10","23","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ023476",NA,"Angiosperma",NA,"América do Sul","Serra Negra, Gruta do Funil",NA,NA,NA,"Na margem do rio, flores azul escuro com pedúnculo branco.","20815","auto",NA,NA,NA,NA,NA,NA
"116","2019-11-21 14:44:28-03","UFJF","CESJ","40042","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","P.P. de Oliveira; J. Jardim","2005","06",NA,"F.M. Ferreira; M.O.D. Pivari","368","2002","11","16","Brasil","Minas Gerais","Sao Tome das Letras","-44.9852981567383","-21.7222003936768",NA,NA,"CESJ040042",NA,"Angiosperma",NA,"América do Sul","Fazenda dos Correia, Paredão",NA,NA,NA,"Arvoreta ca. 3,5m em campo rupestre. Folhas levemente discolores. Flores alvas.","16076","auto",NA,NA,NA,NA,NA,NA
"117","2019-11-21 14:44:28-03","UFJF","CESJ","33706A","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","J. Jardim","2004","03",NA,"F.S. Araújo; V.R. Scalon","116","2001","07","27","Brasil","Minas Gerais","Lima Duarte","-43.932111","-21.638889","-43.932111","-21.638889","CESJ33706A",NA,"Angiosperma",NA,"América do Sul","arredores do Parque Estadual de Ibitipoca, próximo ao distrito de Moreiras.",NA,NA,NA,"Árvore ca. 6m, frutos verdes a vermelhos. Coleta em borda de mata com característica bastante seca e com muitas bromélias e líquens.",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 14:44:28-03","UFJF","CESJ","35171","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","J. Jardim","2004","03",NA,"L.C.S. Assis; M.K. Ladeira","387","2001","11","25","Brasil","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,NA,"CESJ035171",NA,"Angiosperma",NA,"América do Sul","Mata do Baú",NA,NA,NA,"Árvore ca. 7m, borda da mata, tronco acinzentado, CAP 65cm. Flores brancas e roxeadas. Pouco frequente.","7934","auto",NA,NA,NA,NA,NA,NA
"119","2019-11-21 14:44:28-03","UFJF","CESJ","1704","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","D. Zappi","2003","11","17","L. Roth","CESJ1704","1956","10",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"CESJ001704",NA,"Angiosperma",NA,"América do Sul","Serra do Curral",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"120","2019-11-21 14:44:28-03","UFJF","CESJ","52336","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","D.Zappi","2009","05",NA,"J.A. Oliveira; D. Monteiro; F.S. Souza; A.C. Mezzonato; J.H.C. Ribeiro","18","2008","10","26","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"CESJ052336",NA,"Angiosperma",NA,"América do Sul","Serra Negra, RPPN Serra Negra",NA,NA,NA,"Arbusto, 1,5 m, interior de mata, próximo a curso ded água, inflorescência branca, lobos da corola azulados. Flores perfumadas.","30417","auto",NA,NA,NA,NA,NA,NA
"121","2019-11-21 14:44:28-03","UFJF","CESJ","52193","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","J.A. Oliveira","2008","12","11","N.L. Abreu; C.N. Matozinhos","289","2008","10","14","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ052193",NA,"Angiosperma",NA,"América do Sul","Serra Negra, Cachoeira da Agua Amarela.",NA,NA,NA,"Arvoreta ca. 3 m beira de curso d'agua. Flores roxas e brancas. Folhas verdes discolores. Inflorescência alva.","20815","auto",NA,NA,NA,NA,NA,NA
"122","2020-02-10 17:56:48-03","UNICAMP","UEC","117157","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Martins, AB; et al.","35671","1997","10","09","Brazil","Minas Gerais","Carrancas","-44.659167","-21.576667","-44.659167","-21.576667","UEC073738","UEC073738","Magnoliopsida",NA,NA,"estrada de acesso a serra do moleque","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-02-10 17:56:48-03","UNICAMP","UEC","152331","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Caselli, CB; Peixoto, PEC","s.n.","2007","10","22","Brazil","São Paulo","Jundiaí","-46.866667","-23.183333","-46.866667","-23.183333","UEC073744","UEC073744","Magnoliopsida",NA,NA,"serra do japi","920","1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:39:25-03","UNICAMP","UEC","204942","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Jardim, J",NA,NA,NA,"Oliveira, JA; Berbel, RR","721","2017","01","23","Brazil","Minas Gerais","Diamantina","-43.786667","-18.274722","-43.786667","-18.274722","UEC166317","UEC166317","Magnoliopsida",NA,NA,"Brasil, Minas Gerais, Diamantina.Comunidade de Galheiros, Caminho para área de pesquisa de sempre-vivas e pinturas rupestres.","1267","1267",NA,"Árvore ca, 2,5m alt.Folhas discolores, inflorescência verde, frutos imaturos verdes a nigrescentes.Amostra coletada em sílica.Material prensado em álcool.; Mata na beira de córrego.",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:39:25-03","UNICAMP","UEC","41348","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"DAC; et al.","6999","1987","04","24","Brazil","Minas Gerais","Serra Da Bocaina",NA,NA,NA,NA,"UEC073739","UEC073739","Magnoliopsida",NA,NA,"morro da janela","1100","1100",NA,"árvore 5 m, fruto preto; campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:39:25-03","UNICAMP","UEC","43632","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Silva, MA","2015","11","25","Silva, MA; Alvarenga, D; Silva, GD","8454","2015","10","08","Brazil","Distrito Federal","Brasília","-48.100556","-15.605278","-48.100556","-15.605278","UEC079765","UEC079765","Magnoliopsida",NA,NA,"Brasília.Brazlândia.Fazenda do Sr. Pereira.Córrego Rodeador, próximo à sede.","1200","1200",NA,"Folha SD-22-Z-D.Arbusto escandente, ciófilo ca. 1,50 m altura.Flor com cálice roxo-escuro, corola tubular roxa, fauce roxo-claro, quatro pétalas, estames amarelos.Botões florais roxos.; Solo arenoso.Floresta de galeria.",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:39:25-03","UNICAMP","UEC","102145","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Kinoshita, LS; Forster, W; Simões, AO","340","1998","10","07","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC073933","UEC073933","Magnoliopsida",NA,NA,"cachoeira da fumaça",NA,NA,NA,"árvore 2,5 m, botões florais lilases, em rocha, próximo a campo sujo; campo sujo","21143","auto",NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:39:25-03","UNICAMP","UEC","130435","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Kinoshita, LS; Kozera, C; Filliettaz, AM","377","1998","10","07","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC132886","UEC132886","Magnoliopsida",NA,NA,"vargem grande",NA,NA,NA,"árvore 5m, flores brancas","21143","auto",NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:39:25-03","UNICAMP","UEC","102222","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Kinoshita, LS; Kozera, C; Filliettaz, AM","377","1998","10","07","Brazil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"UEC073932","UEC073932","Magnoliopsida",NA,NA,"vargem grande",NA,NA,NA,"árvore 5m, flores brancas","21143","auto",NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:39:25-03","UNICAMP","UEC","14105","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Silvestre, MSF","9064","1978","11","02","Brazil","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"UEC111771","UEC111771","Magnoliopsida",NA,NA,"serra do cipó, km 117",NA,NA,NA,"flor lilás, beira dágua, entre pedras","31264","auto",NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:39:25-03","UNICAMP","UEC","34255","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Leitão Filho, HF; et al.","15336","1983","12","07","Brazil","Minas Gerais","Lavras","-44.999698638916","-21.2453002929688",NA,NA,"UEC073741","UEC073741","Magnoliopsida",NA,NA,"serrinha. estrada de acesso a retransmissora da CEMIG",NA,NA,NA,"árvore 3m, flores lilás-brancacentas em mata","20044","auto",NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:39:25-03","UNICAMP","UEC","157225","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Tamashiro, JY; Martins, FR","1633","1981","10","29","Brazil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"UEC012560","UEC012560","Magnoliopsida",NA,NA,"fonte dos amores",NA,NA,NA,"arvore 5m, cálice verde, corola branca no ápice e roxa na base","23696","auto",NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:39:25-03","UNICAMP","UEC","26199","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Tamashiro, JY; Martins, FR","1633","1981","10","29","Brazil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,"UEC073743","UEC073743","Magnoliopsida",NA,NA,"fonte dos amores",NA,NA,NA,"arvore 5m, cálice verde, corola branca no ápice e roxa na base","23696","auto",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:39:25-03","UNICAMP","UEC","62028","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Tombolato, AFC; Torres, RB; Azevedo, C","23392","1990","04","10","Brazil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,"UEC073742","UEC073742","Magnoliopsida",NA,NA,"serra do caraça, trilha para a cascatona",NA,NA,NA,"árvore 2,5 m, entre pedras, na cachoeira. frutos bordô e negros","33136","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:39:25-03","UNICAMP","UEC","114388","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Oliveira, JA","2012","09",NA,"Vitta, FA","636","1999","02","12","Brazil","Minas Gerais","Santana Do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"UEC001329","UEC001329","Magnoliopsida",NA,NA,"serra do cipó, afloramento rochoso na margem do rio braúna, na regiao do aqueduto",NA,NA,NA,"arvoreta entre rochas, frutos maduros castanho-vináceos","26557","auto",NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:39:25-03","UNICAMP","UEC","59757","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Araújo, GM","799","1991","05","19","Brazil","Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,"UEC073740","UEC073740","Magnoliopsida",NA,NA,"estação ecológica do panga",NA,NA,NA,"árvore 4,5 m","73879","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:39:25-03","UNICAMP","UEC","151857","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.",NA,NA,NA,NA,"Araújo, FP","55882","2008","10","20","Brazil","Minas Gerais","Uberlandia","-48.2771987915039","-18.9186000823975",NA,NA,"UEC073736","UEC073736","Magnoliopsida",NA,NA,"estação ecológica do panga",NA,NA,NA,"árvore 2-4 metros, flores alvas; mata de galeria, mata mesófila","58223","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:39:25-03","UNICAMP","UEC","59493","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Zappi, DC","2012","10",NA,"Schiavini","222","1989","10","18","Brazil","Minas Gerais","Uberlandia","-48.2771987915039","-18.9186000823975",NA,NA,"UEC073737","UEC073737","Magnoliopsida",NA,NA,"estação ecológica do panga",NA,NA,NA,"árvore, 7m, 30 cm de circunferencia, flores com corola branca, levemente arroxeadas; mata de galeria, mata mesófila","58223","auto",NA,NA,NA,NA,NA,NA
"139","2020-11-23 12:17:42-03","UFOP","OUPR","35117","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Pedrosa, L.G.","2020","02",NA,"Pedrosa, L.G.","2569","2020","02","04","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Itacolomi",NA,NA,NA,"Árvore, ca. 4m, com frutos. Campo rupestre","44599","auto",NA,NA,NA,NA,NA,NA
"140","2020-11-23 12:17:42-03","UFOP","OUPR","35234","PreservedSpecimen","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Pedrosa, L.G.","2020","02","17","Pedrosa, L.G.","2652","2020","02","17","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Itacolomi",NA,NA,NA,"Árvore. Frutos imaturos. Campo rupestre.","44599","auto",NA,NA,NA,NA,NA,NA
"141","2019-01-17 11:25:40-02","PUCRS","MPUC","17181","S","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","C.A. Mondin","2004","01","01",NA,NA,"2003","11","08","Brasil","RS","Pelotas","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,NA,"Gentianales","South America",".",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"142","2019-01-17 11:25:40-02","PUCRS","MPUC","15173","S","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","M. Sobral","2006","01","01",NA,NA,"2000","05","19","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Gentianales","South America","Pró-Mata",NA,NA,NA,"Margem da floresta Ombrófila Mista (F: 85)",NA,NA,"Magnoliopsida",NA,"2",NA,NA,NA
"143","2019-01-17 11:25:40-02","PUCRS","MPUC","19071","S","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","C.A. Mondin","2005","01","01",NA,NA,"2005","01","16","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,NA,"Gentianales","South America","BR 389, Km 69,5",NA,NA,NA,NA,"15157","auto","Magnoliopsida",NA,"2","3040",NA,NA
"144","2019-01-17 11:25:40-02","PUCRS","MPUC","338","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","Ir. Augusto","1943","01","01",NA,NA,"1943","10","17","Brasil","RS","Canoas","-51.1836111","-29.9180556","-51.1836111000","-29.9180556000",NA,NA,NA,"Gentianales","South America",".",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"145","2021-03-16 17:52:32-03","UCS","HUCS","5463","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, S.F.","1989","06",NA,"Wasum, R.A.","s.n.","1989","04","04","Brasil","Rio Grande do Sul","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"Bairro São José",NA,NA,NA,"Arbusto com frutos; Interior da mata, beira de banhado","10287","auto",NA,NA,NA,NA,NA,NA
"146","2021-03-16 17:52:32-03","UCS","HUCS","6648","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Sobral, M.","1987","01",NA,"Jarenkow, J.A.","676","1987","01","22","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"Horto Botânico Irmão Teodoro Luís",NA,NA,NA,"Herbario PEL 9788; Arbusto em interior de mata arenosa","28605","auto",NA,NA,NA,NA,NA,NA
"147","2021-03-16 17:52:32-03","UCS","HUCS","13186","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Sobral, M.","1987","01",NA,"Jarenkow, J.A.","676","1987","01","22","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"Horto Botânico Irmão Teodoro Luís",NA,NA,NA,"Herbario PEL 9788; Arbusto em interior de mata arenosa","28605","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-16 17:52:32-03","UCS","HUCS","820","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L.B.","1968",NA,NA,"Klein, R.M.","7048","1967","02","16","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,"Morro do Ribeirão",NA,NA,NA,"Mata","27000","auto",NA,NA,NA,NA,NA,NA
"149","2019-08-16 08:40:53-03","UTFPR","HCF","21159","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","D.C. Zappi","2007",NA,NA,"R.M. Harley","25721","1988","10","28","Brasil","BA","Rio de Contas","-41.9","-13.533333","41°54'00 W","13°32'00 S",NA,NA,NA,NA,NA,"Pico das Almas, vertente leste. 13-14 km",NA,NA,NA,"Cerrado de altitude, entre pedras. Elev. 1180-1200 m. Arbusto. Cálice com base creme com anel roxo acima e os dentes creme-amarelados. Botões rosa. Flor aberta branca. Flores perfumadas.",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-06-29 09:31:57-03","UFRRJ","RBR","43931","S","Plantae","Rubiaceae","Faramea","nigrescens","Faramea nigrescens","Mart.","G.P.R. Gonçalves",NA,NA,NA,"T.P.P. Alverga",NA,"2013","11","21","Brasil","Rio de Janeiro","Rio de Janeiro","-43.243611","-22.975833","43º14'37''W","22º58'33''S","RBR00043931",NA,NA,NA,NA,"Vila Parque da Cidade. F26-66.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-25 12:12:39-03","UFSM","SMDB","2313","S","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L B",NA,NA,NA,"Klein, RM","s.n.","1967","02","16","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"SMDB002313","SMDB002313",NA,NA,NA,"Morro do Ribeiro",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:43:17-03","MBM","MBM","252391","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L.B.",NA,NA,NA,"Reitz, R.; et al.; et al.","2435",NA,NA,NA,"Brazil","Santa Catarina","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"MBM252391",NA,NA,NA,"Southern America","Pilões",NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:43:17-03","MBM","MBM","257991","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Deprete, P.",NA,NA,NA,"Gottsberg, I.; et al.; et al.","45-121",NA,NA,NA,"Brazil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"MBM257991","MBM257991",NA,NA,"Southern America","Fazenda Butignolli",NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:43:17-03","MBM","MBM","172255","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Andrade, P.M.; et al.; et al.","262",NA,NA,NA,"Brazil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"MBM172255","MBM172255",NA,NA,"Southern America","Fazenda Montes Claros",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:43:17-03","MBM","MBM","252388","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Motta, J.T.",NA,NA,NA,"Motta, J.T.","819",NA,NA,NA,"Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM252388",NA,NA,NA,"Southern America","Taquari",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:43:17-03","MBM","MBM","31969","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","34358",NA,NA,NA,"Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM031969","MBM031969",NA,NA,"Southern America","São João",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:43:17-03","MBM","MBM","51816","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","10812",NA,NA,NA,"Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"MBM051816","MBM051816",NA,NA,"Southern America","Boa Vista",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:43:17-03","MBM","MBM","252386","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Souza, W.S.","s.n.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM252386",NA,NA,NA,"Southern America","Morro Bento Alves",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:43:17-03","MBM","MBM","252392","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.",NA,NA,NA,NA,"Britez, R.M.","s.n.",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM252392",NA,NA,NA,"Southern America","Morro do Meio, Ilha do Mel",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:43:17-03","MBM","MBM","252393","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Silva, S.M.",NA,NA,NA,"Britez, R.M.; et al.; et al.","1845",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM252393",NA,NA,NA,"Southern America","Reserva Ecológica, Ilha do Mel",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:43:17-03","MBM","MBM","51813","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","9863",NA,NA,NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM051813","MBM051813",NA,NA,"Southern America","Sertão do Indaial",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:43:17-03","MBM","MBM","126406","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","6445",NA,NA,NA,"Brazil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,"MBM126406","MBM126406",NA,NA,"Southern America","Horto Florestal da UFPel",NA,NA,NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:43:17-03","MBM","MBM","91761","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Sobral, M.",NA,NA,NA,"Sobral, M.","1331",NA,NA,NA,"Brazil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"MBM091761","MBM091761",NA,NA,"Southern America","Itapuã",NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:43:17-03","MBM","MBM","252390","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L.B.",NA,NA,NA,"Klein, R.","1100",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,"MBM252390",NA,NA,NA,"Southern America","Mata da Companhia Hering",NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:43:17-03","MBM","MBM","139785","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","4355",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"MBM139785","MBM139785",NA,NA,"Southern America","Morro Costa da Lagoa",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:43:17-03","MBM","MBM","252387","PreservedSpecimen","Plantae","Rubiaceae","Faramea","marginata","Faramea marginata","Cham.","Smith, L.B.",NA,NA,NA,"Klein, R.","1744",NA,NA,NA,"Brazil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"MBM252387",NA,NA,NA,"Southern America","Morro da Fazenda",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA
