"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","previousCatalogNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","00933453","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","calodendron","leprosa","Mimosa calodendron leprosa","Bong. ex Benth.","syntype","J. E. B. Warming","s.n.","1864","South America","Brazil","Minas Gerais","Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933453","NY00933453_01 NY00933453_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","2714","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","calodendron","leprosa","Mimosa calodendron leprosa","Bong. ex Benth.","isolectotype","L. Riedel","2909","1834","South America","Brazil",NA,"Serra da Piedades",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002714","NY00002714_01","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00933478","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"C. Koczicki","290","1973","South America","Brazil","Minas Gerais","Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933478","NY00933478_01","10","20","R. C. Barneby","Caeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00933450","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"H. S. Irwin","30204","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933450","NY00933450_01","01","13","V. F. Dutra",NA,"1800","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00933451","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"H. S. Irwin","30260","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933451","NY00933451_01","01","13","V. F. Dutra",NA,"1800","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00933456","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.","paratype","P. Clausen","120",NA,"South America","Brazil","Minas Gerais","Brésil- Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933456","NY00933456_01",NA,NA,"V. F. Dutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00933479","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby",NA,"I. Andrade","40","1986","South America","Brazil","Minas Gerais","Caraca- caminho p/ Cach. Belchior",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933479","NY00933479_01","12","12","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00933477","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"J. P. Lanna Sobrinho","1931/1472","1971","South America","Brazil","Minas Gerais","Caeté, Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933477","NY00933477_01","10","29","V. F. Dutra","Caeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00933452","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"H. S. Irwin","30640","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço, summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.7263889","-19.83305","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933452","NY00933452_01","01","18","V. F. Dutra",NA,"2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00933476","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"P. I. S. Braga","s.n.","1985","South America","Brazil","Minas Gerais","Serra da Piedade- Caeté","-43.67","-19.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933476","NY00933476_01","11","04","R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00957836","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"S. M. de Faria","SMF1782","1999","South America","Brazil","Minas Gerais","Mariana- Retorno da viagem, beira da estrada lado direito",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957836","NY00957836_01","08","26","J. Santos Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00933480","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby",NA,"L. Emygdio de Mello Filho","3544","1972","South America","Brazil","Minas Gerais","Caraça","-43.4881089","-20.0987894","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933480","NY00933480_01","07","21","R. C. Barneby",NA,"2020","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00933454","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"P. Clausen","120",NA,"South America","Brazil","Minas Gerais","Brésil- Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933454","NY00933454_01",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00933455","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"P. Clausen","120",NA,"South America","Brazil","Minas Gerais","Brésil- Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933455","NY00933455_01",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00933457","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"P. Clausen","502","1840","South America","Brazil","Minas Gerais","Minas Geraes, Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933457","NY00933457_01",NA,NA,"R. C. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2884","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby","isotype","H. S. Irwin","29136","1971","South America","Brazil","Minas Gerais","Serra do Espinhaço. Summit of Serra da Caraça. Aly. 175-1950 m.","-43.508849","-20.130068","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002884","NY00002884_01","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-22 10:34:28-03","EPAMIG","PAMG","32117","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F. Macbr.",NA,"M. Brandão","19872","1991",NA,"Brasil","Minas Gerais","Serra da Gandarela","-43.846389","-19.9875",NA,"Unicata",NA,NA,"11","05","V.F. Dutra","Nova Lima","742","742","2007","07","17","43° 50' 47W","19° 59' 15S",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-06 15:26:57-03","EPAMIG","PAMG","5761","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","leprosa","var. leprosa","Mimosa leprosa var. leprosa","(Benth.) J.F. Macbr.",NA,"M. Brandão","7285","1978",NA,"Brasil","Minas Gerais","Serra da Piedade, alto da Serra","-43.669722","-19.880833",NA,"Campo rupestre. Flores amarelas. Três duplicatas",NA,NA,"09","08","V.F. Dutra","Caeté","907","907","2006","10","17","43° 40' 11W","19° 52' 51S",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:10:00-03","ESALQ","ESA","113848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa",NA,NA,"Savassi-Coutinho, A.P.","1055.0","2006",NA,"Brasil","Minas Gerais",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"ESA113848","ESA113848","01","13","Savassi-Coutinho, A.P.","Caeté",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"20","2021-01-14 15:29:57-03","MN","R","170930","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Mello Filho, L.E.; Duarte, L.; Becker, H. & Santos, R.S.","3544","1972",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"07","21",NA,NA,"2020","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:29:57-03","MN","R","169785","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","var.leprosa","Mimosa leprosa var.leprosa","(Benth.) J.F.Macbr.",NA,"Irwin, H.S.; Harley, R.M. & Onishi, E.","s.n.","1971",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"01","18","Barneby, R.C.",NA,"2000","2000","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:29:57-03","MN","R","169858","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","var.leprosa","Mimosa leprosa var.leprosa","(Benth.) J.F.Macbr.",NA,"Irwin, H.S.; Harley, R.M. & Onishi, E.","s.n.","1971",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"01","13","Barneby, R.C.",NA,"2000","2000","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:29:57-03","MN","R","169903","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","var.leprosa","Mimosa leprosa var.leprosa","(Benth.) J.F.Macbr.",NA,"Irwin, H.S.; Harley, R.M. & Onishi, E.","s.n.","1971",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"01","13","Barneby, R.C.",NA,"2000","2000","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-07-26 11:40:21-03","IPA","IPA","39580","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","calodendron","leprosa","Mimosa calodendron leprosa","Paes, L.E.",NA,"Warming","39580",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IPA0039580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:17:36-03","UFV","VIC","30656","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Bong. ex Benth.) J.F. Macbr.",NA,"Silva, S.M.; Silva, W.G. da","s.n.","2000",NA,"Brasil","Minas Gerais","Campo rupestre.","-43.4160995483398","-20.377799987793",NA,"Arbusto com frutos jovens com c.a. de 2,0 metros de altura. Não observada a nodulação.","VIC030656","VIC030656","02","17","Dutra, V.F.","Mariana",NA,NA,"2007","07","17",NA,NA,"33524","auto",NA,NA,NA,NA,NA
"26","2020-12-20 21:17:36-03","UFV","VIC","35305","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Bong. ex Benth.) J.F. Macbr.",NA,"Messias, M.C.T.B.; Scalon, V.R.","1325","2007",NA,"Brasil","Minas Gerais","Serra da Piedade, Campo rupestre sobre itabirito.","-43.6697006225586","-19.8799991607666",NA,"Subarbusto, c.a. de 1,10 metros de altura; em frutos castanhos.","VIC035305","VIC035305","05","17","Dutra, V.F.","Caeté",NA,NA,"2008","06","11",NA,NA,"22051","auto",NA,NA,NA,NA,NA
"27","2020-12-20 21:17:36-03","UFV","VIC","35030","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Bong. ex Benth.) J.F. Macbr.",NA,"Dutra, V.F.; Luz, W.V.","358","2007",NA,"Brasil","Minas Gerais","R.P.P.N. Santuário do Caraça, Próximo ao Banho do Imperador, mata ciliar.","-43.489639","-20.098444",NA,"Árvore, c.a. de 6,0 metros de altura. Corola amarela, filetes amarelos. Frutos maduros castanhos.","VIC035030","VIC035030","04","09","Dutra, V.F.","Catas Altas",NA,NA,"2007","05","03","-43.489639","-20.098444",NA,NA,NA,NA,NA,NA,NA
