"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","previousCatalogNumber","sex"
"28","2020-12-20 21:17:36-03","UFV","VIC","35300","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby",NA,"Roschel, M.B.","129","1996",NA,"Brasil","Minas Gerais","Antônio Pereira - SAMARCO Mineração, Estrada da torre. Campo ferruginoso.","-43.5080986022949","-20.2875003814697",NA,"Arbusto ramoso, c.a. de 1,50 metros de altura; folíolos oblongas, face adaxial marrom-escuro, face abaxial alvo-tomentoso, inflorescência espiciforme, flores amarelas.","VIC035300","VIC035300","12","13","Dutra, V.F.","Ouro Preto",NA,NA,"2007","06","26",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"29","2019-11-21 14:36:55-03","UFJF","CESJ","61496","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) Macbr.",NA,"A.P.Savassi-Coutinho; V.C. Souza; J.G. Rando","1055","2006","América do Sul","Brasil","Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Campo rupestre. Arbusto, ca. 1,5m alt; cálice e corola creme, anteras amarelas. Folhas verde-escuras na face superior e creme na face inferior.","CESJ061496",NA,"01","13","A.P.Savassi-Coutinho","Caeté",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:30:58-03","UNICAMP","UEC","161481","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Bong. ex Benth.) J.F.Macbr.",NA,"Coutinho, APS; Souza, VC; Rando, JG","1055","2006",NA,"Brazil","Minas Gerais","Serra da Piedade, Campo rupestre.","-43.6697006225586","-19.8799991607666",NA,"Arbusto, ca. 1,5 m; cálice e corola creme, anteras amarelas. Folhas verde-escuras na face superior e creme na face inferior.","UEC024928","UEC024928","01","13",NA,"Caeté",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"31","2019-11-06 09:55:35-03","UFOP","OUPR","20441","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Messias, M.C.T.B.; Scalon, V.R.","1344","2007",NA,"Brasil","Minas Gerais",NA,"-43.6697006225586","-19.8799991607666",NA,"Campo rupestre. Subarbusto. Frutos castanhos",NA,NA,"05","17","Dutra, V.F.","Caeté",NA,NA,"2008","04","16",NA,NA,"22051","auto",NA,NA,NA,NA,NA
"32","2019-11-06 09:55:35-03","UFOP","OUPR","20422","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Messias, M.C.T.B.; Scalon, V.R.","1325","2007",NA,"Brasil","Minas Gerais",NA,"-43.6697006225586","-19.8799991607666",NA,"Campo rupestre. Subarbusto. Frutos castanhos",NA,NA,"05","17","Dutra, V.F.","Caeté",NA,NA,"2008","04","16",NA,NA,"22051","auto",NA,NA,NA,NA,NA
"33","2019-11-06 09:55:35-03","UFOP","OUPR","8823","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Roschel, M.B.","570","1999",NA,"Brasil","Minas Gerais","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,"Campo ferruginoso. Arbusto.",NA,NA,"05","20","Dutra, V.F.","Ouro Preto",NA,NA,"2007","07","17",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"34","2019-11-06 09:55:35-03","UFOP","OUPR","20002","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"s.col.","s.n.",NA,NA,"Brasil","Minas Gerais","Serra de Capanema","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Dutra, V.F.","Ouro Preto",NA,NA,"2006","10","27",NA,NA,"44599","auto",NA,NA,NA,NA,NA
"35","2020-04-27 16:09:59-03","UFES","VIES","10466","S","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa",NA,NA,"Dutra, V.F.; Luz, W.V.","358","2007",NA,"Brasil","Minas Gerais","R.P.P.N. Santuário do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"VIES010466","VIES010466","04","09","Dutra, V.F.","Catas Altas",NA,NA,"2007","05","03",NA,NA,"11966","auto",NA,NA,NA,NA,NA
"36","2020-12-21 16:27:22-03","MBM","MBM","100455","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) Macbride",NA,"Irwin, H.S.; et al.; et al.","20640",NA,"Southern America","Brazil","Minas Gerais","Serra da Piedade - Belo Horizonte, 35km E",NA,NA,NA,NA,"MBM100455","MBM100455",NA,NA,"Barneby, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:27:22-03","MBM","MBM","100456","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) Macbride",NA,"Irwin, H.S.; et al.; et al.","30204",NA,"Southern America","Brazil","Minas Gerais","Serra da Piedade, ca. 35km E de Belo Horizonte",NA,NA,NA,NA,"MBM100456","MBM100456",NA,NA,"Barneby, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:27:22-03","MBM","MBM","27435","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) Macbride",NA,"Koczicki, C.","290",NA,"Southern America","Brazil","Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"MBM027435","MBM027435",NA,NA,"Barneby, R.","Caeté",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"39","2015-10-03 13:59:53-03","MNHN","RECOLNAT_MNHN_P","P00756074","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby","isotype","Irwin, H.S.|Harley, R.M.|Onishi, E.",NA,"1971",NA,"Brésil",NA,"Summit of Serra da Caraça",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756074' target='other'> <mi>dwc_moreinfo</mi></a>","P00756074","P00756074_01","1","25","Barneby",NA,"1750","1950",NA,NA,NA,NA,NA,NA,NA,"29136",NA,NA,NA,NA
"40","2020-12-11 11:36:15-03","UFMG","BHCB","183893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Sousa, NL; Souza, JAM; Avelar, R","405","2016","Southern America","Brasil","Minas Gerais","RPPN Córrego Seco","-43.840556","-20.265",NA,"Escandente, 2,4m alt. Epifítico. Flor amarela. Folha papirácea.; Floresta Estacional Semidecidual. Borda de mata, próximo a pastagem.",NA,NA,"11","23",NA,"Itabirito","1112","1112",NA,NA,NA,"-43.840556","-20.265",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:36:15-03","UFMG","BHCB","184125","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Paiva, JAM; Souza, LS; Silva, E","1238","2016","Southern America","Brasil","Minas Gerais","RPPN Capivari I","-43.630278","-20.143889",NA,"Arbóreo, 3m alt. Terrestre. Inflorescência amarela. Frutos imaturos verdes.; Floresta Ciliar. Área pós queimada.",NA,NA,"12","01",NA,"Santa Bárbara","1291","1291","2016","12","15","-43.630278","-20.143889",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:36:15-03","UFMG","BHCB","7072","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","leprosa",NA,"Mimosa leprosa","(Benth.) J.F.Macbr.",NA,"Grandi, TSM; et al.","s.n.","1986","Southern America","Brasil","Minas Gerais","Serra da Piedade","-43.666667","-19.816667",NA,"Campo rupestre;",NA,NA,"12","04",NA,"Caeté",NA,NA,NA,NA,NA,"-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:36:15-03","UFMG","BHCB","160065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa","(Benth.) J.F.Macbr.",NA,"Savassi-Coutinho, AP; Souza, VC de; Rando, JG","1055","2006","Southern America","Brasil","Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Arbusto, ca. 1,5 m; cálice e corola creme, anteras amarelas. Folhas verde-escuras na face superior e creme na face inferior.; Campo rupestre.","BHCB011921",NA,"01","13",NA,"Caeté",NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"44","2020-04-13 10:26:00-03","MO","MOBOT","101190526","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","leprosa","Mimosa leprosa leprosa",NA,"Lectotype","Ludwig Riedel","Riedel 2909","1834","South America","Brazil",NA,"Serra da Piedade",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-04-13 10:32:00-03","MO","MOBOT","101190527","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","leprosa","parviceps","Mimosa leprosa parviceps","Barneby","Holotype","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 29136","1971","South America","Brazil","Minas Gerais","Serra do Espinhaco. Sandstone summit of Serra da Caraca, with soil-filled cracks and depressions, and adjacent precipices and steep valleys.",NA,NA,NA,NA,NA,NA,"1","25",NA,NA,"1750.00000000","1950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","273370","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","calodendron","leprosa","Mimosa calodendron leprosa","Bong. ex Benth. in Mart.","Possible Isosyntype","L. Riedel","549","1824","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US00997060","US00997060_01","9","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
