"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","eventTime","fieldNumber"
"241","2021-03-30 12:49:27-03","EAO","IAN","80461","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Pennington, TD","1994","06",NA,"Fróes, RL","30304","1953","09","21","Brasil","Pará","Monte Alegre","Colônia Japonêsa; terra firme, alta; mata virgem do Açaizal.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Árvore de 18m de altura; flor branco-verde.","IAN080461",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA
"242","2021-04-08 17:44:12-03","EAO","IAN","FLOR314","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Ribeiro, JS; Lima, APR de; Silva, SS da; Silva, FCMA; Hopkins, MJG; Nascimento, MP do","40","2003","11","27","Brasil","Pará","Novo Repartimento","Fazenda Arataú UT- 05.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Árvore de 45m alt. X 350cm DAP; base com sapopemas de 6m alt.; tronco acanalado; ritidoma marrom escuro, com fissuras superficiais, com deprendimento de placas lenhosas; casca morta marrom escuro, 1mm espess.; casca viva chocolate,","IANFLOR314",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA,NA
"243","2021-03-30 12:49:27-03","EAO","IAN","179358","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Ribeiro, JS; Lima, APR de; Silva, SS da; Silva, FCMA; Hopkins, MJG; Nascimento, MP do","40","2003","11","27","Brasil","Pará","Novo Repartimento","Fazenda Arataú UT- 05.","-49.7963981628418","-4.33056020736694",NA,NA,NA,NA,"Árvore de 45m alt. X 350cm DAP; base com sapopemas de 6m alt.; tronco acanalado; ritidoma marrom escuro, com fissuras superficiais, com deprendimento de placas lenhosas; casca morta marrom escuro, 1mm espess.; casca viva chocolate, 3","IAN179358",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"155142","auto",NA,NA,NA,NA,NA,NA
"244","2021-03-30 12:49:27-03","EAO","IAN","169927","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Cordeiro, MR; Baider, C","3106","1999","02",NA,"Brasil","Pará","Ourilândia do Norte","Projeto Pinkaiti. Aldeia Aúkre.","-51.0839004516602","-6.75472021102905",NA,NA,NA,NA,"C 182. Árvore de 8m, 12 DAP estéril.","IAN169927",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"209767","auto",NA,NA,NA,NA,NA,NA
"245","2021-03-30 12:49:27-03","EAO","IAN","163592","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Marinho, LR","1174","1982","09","25","Brasil","Pará","Santarém","Estrada Santarém-Cuiabá. Mata de terra firme. Flona do Tapajós, Parc. 11 Q. 04. Árv. 01.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"Árvore de 9m de altura; botões verdes.","IAN163592",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"246","2021-03-30 12:49:27-03","EAO","IAN","199055","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Sablayrolles, MGP","218","2002","05","23","Brasil","Pará","Santarém","Solo arenoso.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"Flor pequena branca e fruto imaturo verde.","IAN199055",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"247","2021-03-30 12:49:27-03","EAO","IAN","199079","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Sablayrolles, MGP","415","2007","06","25","Brasil","Pará","Santarém","Solo arenoso.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"Fruto imaturo verde.","IAN199079",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"248","2021-03-30 12:49:27-03","EAO","IAN","42107","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Fróes, RL","23431","1948","09","11","Brasil","Pará","São Miguel do Guamá","Rio Tocantins. High forest. T.f. high land, along the creek central forest west side Tocantins river.","-47.4832992553711","-1.62667000293732",NA,NA,NA,NA,"Shrub, 4 meters. Latex.","IAN042107",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"53234","auto",NA,NA,NA,NA,NA,NA
"249","2021-03-30 12:49:27-03","EAO","IAN","165428","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Nitta, A","17065","1996","08","07","Brasil","Pará","Tomé-Açu",NA,"-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,NA,"IAN165428",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA
"250","2021-03-30 12:49:27-03","EAO","IAN","165429","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Nitta, A","17099","1996","08","09","Brasil","Pará","Tomé-Açu","INATAM.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,"Inflorescência.","IAN165429",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA
"251","2021-03-30 12:49:27-03","EAO","IAN","165477","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Nitta, A","17141","1996","09","04","Brasil","Pará","Tomé-Açu","Jardim do Sr. Sakaguchi.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,"Inflorscência.","IAN165477",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA
"252","2021-03-30 12:49:27-03","EAO","IAN","75890","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Pennington, TD","1990",NA,NA,"Ducke, A; Andrade-Lima, D de","97","1952","04","30","Brasil","Pernambuco","Recife","Margem da estrada da Aldeia; mata da Uzina Mussurepe.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"Árvore alta; flor creme; frutos com pêlos paleacos.","IAN075890",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"253","2021-03-30 12:49:27-03","EAO","IAN","110298","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Kuhlmann, JG",NA,NA,NA,"Kuhlmann, JG","491","1921","09","07","Brasil","Rio de Janeiro","Rio de Janeiro","Mundo Novo, Botafogo.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 8m de altura.","IAN110298",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"254","2021-03-30 12:49:27-03","EAO","IAN","160547","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Silva, MG da; Rosário, CS","346","1983","01","28","Brasil","Rondônia","Porto Velho","Guajará-Mirim, estrada do Palheta, km 17, pé da Serra dos Parecis. terra firme, solo argiloso.","-63.9039001464844","-8.76194000244141",NA,NA,NA,NA,"Árvore de 17m de altura; frutos globosos, maduros de cor amarela isolados ou reunidos em cauliflora.","IAN160547",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"333357","auto",NA,NA,NA,NA,NA,NA
"255","2021-03-30 12:49:27-03","EAO","IAN","49132","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Capucho, P","564","1933","03","16","Brasil","Roraima","Boa Vista","Terra firme.","-60.6733016967773","2.81972002983093",NA,NA,NA,NA,NA,"IAN049132",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA
"256","2021-04-08 17:44:12-03","EAO","IAN","XILO5077X","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito laurifolia","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Krukoff, BA","6377",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5077X",NA,"Dicotiledônea",NA,"Southern America",NA,"laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-04-08 17:44:12-03","EAO","IAN","XILO5077X","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito laurifolia","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Krukoff, BA","6377",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO5077X",NA,"Dicotiledônea",NA,"Southern America",NA,"laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-30 12:49:31-03","EAO","IAN","193512","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Rosa, NA","1992","05",NA,"Shanley, P; Rosa, NA; Rosa, M","204",NA,NA,NA,"Brasil","Pará","Paragominas","Mata de mangueira, Anani, 4 km da margem esquerda do rio Capim. Inventário de 1 ha","-47.946667","-2.6825","-47.946667","-2.6825",NA,NA,NA,"IAN193512",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-30 12:49:31-03","EAO","IAN","176455","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Cordeiro, MR","2002",NA,NA,"Cordeiro, MR","MC-18-03100455","2002","01","13","Brasil","Pará","Concórdia do Pará","São Francisco, Solo argiloso, mata primária de terra firme, luminosidade intensa, freqüência comum.","-48.078611","-1.969167","-48.078611","-1.969167",NA,NA,"Árvore aprox. 28 m de altura por 116 cm de CAP. Flor amarela. Frutos marrons.","IAN176455",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-30 12:49:31-03","EAO","IAN","106011","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.",NA,NA,NA,NA,"Pires, JM","s.n.",NA,NA,NA,"Brasil","Pará","Belém","I.A.N. Floresta (Reserva) do Mocambo.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore nº 17-182.","IAN106011",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"261","2021-03-30 12:49:31-03","EAO","IAN","122480","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Teixeira, LOA","1980",NA,NA,"Pires, JM; Silva, NT da","11561","1964","02","02","Brasil","Pará","Belém","IPEAN; Reserva Aurá. L. 105-80 s/n.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore de 18m de altura; flor branca.","IAN122480",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"262","2021-03-30 12:49:31-03","EAO","IAN","122360","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Teixeira, LOA","1980","12",NA,"Pires, JM; Silva, NT da","11441","1968","03","18","Brasil","Pará","Belém","IPEAN; Reserva Mocambo. L. 16-10.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore nº 152. Tronco com 30cm de circunferência; altura total de 15,60m.","IAN122360",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"263","2021-03-30 12:49:31-03","EAO","IAN","121566","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Teixeira, LOA","1980","12",NA,"Pires, JM; Silva, NT da","10855","1967","09","08","Brasil","Pará","Belém","IPEAN; terra firme.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore de 12m de altura; flor branca.","IAN121566",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"264","2021-03-30 12:49:31-03","EAO","IAN","198995","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.",NA,NA,NA,NA,"Sablayrolles, MGP","162","2001","04","02","Brasil","Pará","Santarém","Terra firme solo arenoso.","-54.7083015441895","-2.44305992126465",NA,NA,NA,NA,"Flores pequenas esverdeadas.","IAN198995",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA
"265","2021-03-30 12:49:31-03","EAO","IAN","160135","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","laurifolia","Pouteria laurifolia","(Gomes) Radlk.","Pires, JM","1985","02",NA,"Ducke, A; Andrade-Lima, D de","97","1952","05","30","Brasil","Pernambuco",NA,"Margem da estrada Aldeia. Matam, Usina Mussurepe.",NA,NA,NA,NA,NA,NA,"Árvore alta; flor creme; fruto com pêlos paleáceos.","IAN160135",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-30 12:49:31-03","EAO","IAN","174245","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","laurifolia","Pouteria laurifolia","(Gomes) Radlk.",NA,NA,NA,NA,"sc","s.n.",NA,NA,NA,"Brasil",NA,NA,"Q. 1-3-10-4-43.&nf;Q. 2-3-8.&nf;Q.2-4-11-9-6-9-61.&nf;Q. 3-3-10.",NA,NA,NA,NA,NA,NA,NA,"IAN174245",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-30 12:49:31-03","EAO","IAN","163640","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","laurifolia","Pouteria laurifolia","(Gomes) Radlk.","Cordeiro, MR",NA,NA,NA,"Cordeiro, MR","2039","1986","11","10","Brasil","Pará","Belém","Embrapa; Reserva Mocambo. Mata de terra firme. Linha 06-17.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Árvore de 13m de altura, estéril.","IAN163640",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"268","2013-11-22 14:37:48-02","EBDA","BAH","1639","S","Plantae","Sapotaceae","Lucuma","caimito","Lucuma caimito","(Ruiz & Pav.) Roem. & Schult.","Clotildes Florença da Costa","1972","12",NA,"Elmezio M. Paula",NA,"1972","12","19","Brasil","Bahia","Salvador",NA,"-38.5108","-12.9711",NA,NA,NA,NA,"Árvore frondosa frutífera e ornamental.",NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"269","2019-02-20 13:41:41-03","INPA","INPA-CARPOTECA","37738","Carpo","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Loureiro, AA","INPA37738","1973","04","26","Brasil","Amazonas","Manaus","Rio Araras - Siderama","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"INPA0037738","INPA0037738 INPA0037738_e","Dicotyledon Asterids","Ericales","Southern America",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"270","2019-12-04 15:25:50-03","PUCPR","HUCP","16649","S","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Hatschbach, GG",NA,NA,NA,"Cordeiro, J","1452","2003","04","12","Brasil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"HUCP00018404","HUCP00018404","Eudicotiledonea",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA
"271","2019-12-04 15:25:50-03","PUCPR","HUCP","16177","S","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Hatschbach, GG",NA,NA,NA,"Carneiro, J","1452","2003","04","12","Brasil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA
"272","2019-12-04 15:25:50-03","PUCPR","HUCP","17923","S","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Bonaldi, R",NA,NA,NA,"Bonaldi, R","203","2007","05","26","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00018300","HUCP00018300","Eudicotiledonea",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"273","2019-12-04 15:25:50-03","PUCPR","HUCP","3619","S","Plantae","Sapotaceae","Pouteria","lasiocarpa","Pouteria lasiocarpa","(Mart.) Radlk.","Silva, SM","1986","02","12","Silva, SM","s.n.",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Praia da Fortaleza.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00018247","HUCP00018247","Eudicotiledonea",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"274","2021-02-08 21:33:09-03","UFBA","ALCB","03239","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(A.Ruiz & Pavón) Radlk.","Carneiro, CA","2002","04",NA,"Costa, AL","s/n","1974","12","01","Brasil","Bahia",NA,"Av. Cardeal da Silva - Federação.","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"Cultivado em Chácara.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-10-09 11:24:58-03","UFBA","ALCB","043938","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(A.Ruiz & Pavón) Radlkofer","Guedes, ML; Passos Júnior, LA","1999","06",NA,"Passos Júnior, LA; Nogueira, ALR; et al.","274","1999","03","11","Brasil","Bahia","Ibicoara","Chapada Diamantina, Fazenda Ribeirão da Serra, margem do Rio Sincor , ca. de 2 Km a Nordeste da sede","-41.283333","-13.4","-41.283333","-13.4","900","900","10 m, CAP 16 e 32 cm. Folhas cart ceas discolores. Marterial estéril. Ocasional. Indiv¡duos n§ 79, 84, 88, 96, 98, 132, 133.; com porte arbustivo-arb¢reo médio de 7,50 m. Solo areno-argiloso.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-10-09 11:24:58-03","UFBA","ALCB","06867","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Schrank) Pilger","Pires, JM",NA,NA,NA,"Pinto, GCP","50-33","1950","05",NA,"Brasil","Bahia","Muritiba","Recôncavo Sul","-38.983333","-12.616667","-38.983333","-12.616667",NA,NA,"de pequeno porte. Folhas muito novas.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-02-08 21:33:09-03","UFBA","ALCB","110907","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(A.Ruiz & Pavón) Radlk.","Mariano-Neto, E","2011","12",NA,"Rigueira, D","s/n","2011","10",NA,"Brasil","Bahia","Camamu","Litoral Sul","-39.166944","-14.001667","-39.166944","-14.001667",NA,NA,"Indivíduo nº 5189, de ca 2m de altura, DAP 14,5 cm de diâmetro. Látex branco. Material estéril.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-10-09 11:24:58-03","UFBA","ALCB","58093","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(A.Ruiz & Pavón) Radlk.","Guedes, ML","2002","03",NA,"Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","400","2001","06","25","Brasil","Bahia","Una","Litoral Sul, Assentamento Vitorópolis","-39.066667","-15.283333","-39.066667","-15.283333",NA,NA,"8m, látex alvo. Folhas cartáceas, discolores. Frutos imaturos verdes e maduros amarelos. Cultivada.; Estádio avançado de regeneração.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-02-08 09:04:22-03","NBC","NL-BOTANY","U.1593515","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Krukoff BA",NA,"1939","10","08","Bolivia",NA,NA,"South Aemrica, department of la paz: provicne of Larecaja: Copacabana ( about 10 km south of Mapiri).",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593515","NL-U1593515",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"280","2020-02-08 09:04:28-03","NBC","NL-BOTANY","U.1730562","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.","Pennington TD","1998","03","01","Brito JM de",NA,"1997","11","25","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1730562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1730562","NL-U1730562",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0020816",NA,NA,NA,NA
"281","2020-02-08 09:04:22-03","NBC","NL-BOTANY","U 0222326","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,NA,NA,"1922","03","15","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200222326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0222326",NA,NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"282","2020-02-08 09:04:22-03","NBC","NL-BOTANY","L.2653250","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,"in Brasiliac prov. Pará.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2653250 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2653250","NL-L2653250",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"283","2020-02-08 09:04:22-03","NBC","NL-BOTANY","L.2653251","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Croat TB",NA,"1972","09","01","Peru",NA,NA,"Department of Loreto, Rio Mamón near Rio Nanay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2653251 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2653251","NL-L2653251",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"284","2020-02-08 09:04:22-03","NBC","NL-BOTANY","L.4161014","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Killeen TJ; et al.",NA,"1993","10","21","Bolivia",NA,NA,"Santa Cruz: Velasco. Parque National Noel Kempff M. Campamentos Los Fierros. Bosque humedo.","-60.82","-14.558333","-60.82","-14.558333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4161014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4161014","NL-L4161014",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"285","2020-02-08 09:04:22-03","NBC","NL-BOTANY","L.4222044","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Toro AP; Román O",NA,"1987","11","01","Colombia",NA,NA,"Amz, araracuara, rio caquetá, colina rastrojo 9-2 monochoa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222044","NL-L4222044",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"286","2020-02-08 09:04:22-03","NBC","NL-BOTANY","L.4222045","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Toro AP; Román O",NA,"1987","11","01","Colombia",NA,NA,"Amz, araracuara, rio caquetá, colina rastrojo 9-2 monochoa.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222045","NL-L4222045",NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"287","2020-02-08 09:04:22-03","NBC","NL-BOTANY","U 0026886","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","caimito","Pouteria caimito","(Ruiz & Pav.) Radlk.",NA,NA,NA,NA,"Ratter JA; Sette Silva E; Lima J",NA,NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200026886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0026886",NA,NA,"Ericales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
