"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"92","2021-03-22 17:45:06-03","UFPI","TEPB","20664","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A.S.F. Castro","2002","07","20",NA,"Brasil",NA,NA,"Árvore Ambiente: Complexo vegetacional",NA,NA,NA,"(Mart. ex. Hayne) Benth.",NA,"1323","Piauí","Campo Alegre, estrada para Barras","-42.263056","-4.744722","100","100",NA,"Campo Maior",NA,NA,NA,"42°15'47W","04°44'41S",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-26 00:04:15-03","UFPI","TEPB","18190","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","FARIAS, R. R. S. de e col.","2002","08","18",NA,"Brasil",NA,NA,"Planta fanerófta (arvoreta); fruto marrom; pouco frequênte; solo pedregoso Ambiente: Complexo de Campo Maior <ll>dwc_commonname:</ll> Miolo-de-negro",NA,NA,NA,"(Hayne) Benth.",NA,"568","Piauí","Porteira para o baixãom da Cobra","-42.067222","-4.854444","95","95",NA,"Campo Maior",NA,NA,NA,"42°04'02W","04°51'16S",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-22 17:45:06-03","UFPI","TEPB","17502","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","B.M.T.Walter","1996","02","08",NA,"Brasil",NA,NA,"árvore, ca. 6m, cascaescura, muito fissurada, flor creme-alva, frutos imaturos verde-vináceo, filetes alvos Ambiente: Cerrado",NA,NA,NA,"Benth.",NA,"3120","Goiás","Estrada de terra que sai da GO - 342 para a barra dos rios Maranhão e Almas, rumo a Fazenda Pontal","-48.95","-14.7",NA,NA,NA,"Barro Alto",NA,NA,NA,"48°57'W","14°42'S",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-22 17:45:06-03","UFPI","TEPB","20672","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A.S.F. Castro","2002","07","18",NA,"Brasil",NA,NA,"Árvore, substrato arenoso Ambiente: Carrasco <ll>dwc_commonname:</ll> Miolo-roxo",NA,NA,NA,"(Hayne) Benth.",NA,"1296","Piauí","Jacaré","-41.438056","-3.507778","50","50",NA,"Cocal",NA,NA,NA,"41°26'17W","03°30'28S",NA,NA,NA,NA,NA,NA,NA
"96","2021-04-02 02:00:19-03","UFPI","TEPB","1859","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. J. CASTRO","1981","06","18",NA,"Brasil",NA,NA,"Árvore de 6 a 8m Ambiente: Tabuleiro Litorâneo",NA,NA,NA,"Benth.","A. S. Lopes",NA,"Maranhão","Ilha do Caju","-41.9030990600586","-2.89000010490417",NA,NA,NA,"Araioses",NA,"49613","auto",NA,NA,"1988","10","21",NA,NA,NA,NA
"97","2021-03-11 02:22:40-03","UFPI","TEPB","18557","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A.Carvalho","2003","04","25",NA,"Brasil",NA,NA,"árvore, botões brancos Ambiente: Cerradão",NA,NA,NA,"(hayne) Benth.","M. F. A. Lucena","CN.MA 635","Maranhão","propriedade Simplícia","-43.3560981750488","-4.85889005661011","340","340",NA,"Caxias",NA,"72086","auto",NA,NA,"2013","10","09",NA,NA,NA,NA
"98","2021-03-11 02:22:40-03","UFPI","TEPB","12971","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","M. R. A. Mendes","2000","05","19",NA,"Brasil",NA,NA,"Árvore, muito frequente, flores brancas, frutos imaturos, substrato argilo pedregoso Ambiente: Caatinga <ll>dwc_commonname:</ll> Jatobazinho-beirabú",NA,NA,NA,NA,NA,"413","Piauí","Estrada para Malhada","-41.3224983215332","-6.94250011444092",NA,NA,NA,"Bocaína",NA,"16504","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-20 01:41:47-03","UFPI","TEPB","30628","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","G. Martinelli",NA,NA,NA,NA,"Brasil",NA,NA,"Arvoreta 6m; heliófila; folhas verdes; flores em botões de cor creme Ambiente: Caatinga com afloramentos rochosos",NA,NA,NA,"(Hayne) Benth.","H. C. de Lima","18100","Piauí","Parque Nacional da Serra das Confusões. Estrada Caracol - Jacapenga","-43.3300018310547","-9.27861022949219",NA,NA,NA,"Caracol",NA,"21070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-04-02 11:39:54-03","UFPI","TEPB","5457","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. J. CASTRO","1987","05","01",NA,"Brasil",NA,NA,"Árvore Ambiente: Cerrado <ll>dwc_commonname:</ll> Jatobá roxo",NA,NA,NA,"Benth.","FERNANDES, A.","108","Piauí","Fazenda Piloto,Chapada Grande.Missão Alemã(DNOCS),PI-230, Km67/68","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Oeiras",NA,"54774","auto",NA,NA,"1987","06","01",NA,NA,NA,NA
"101","2021-04-02 11:39:54-03","UFPI","TEPB","5459","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. J. CASTRO","1987","05","01",NA,"Brasil",NA,NA,"Árvore Ambiente: Cerrado <ll>dwc_commonname:</ll> Jatobá-roxo",NA,NA,NA,"Benth.","FERNANDES, A.","107","Piauí","Fazenda Piloto,Chapada Grande.Missão Alemã(DNOCS),PI-230, Km67/68","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Oeiras",NA,"54774","auto",NA,NA,"1987","07","01",NA,NA,NA,NA
"102","2021-04-02 02:00:19-03","UFPI","TEPB","5564","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. J. CASTRO","1987","06","01",NA,"Brasil",NA,NA,"Arvoreta Ambiente: Cerrado",NA,NA,NA,"(Mart. ex. Hayne) Benth.","M. F. A. Lucena","128","Piauí","Fazenda Piloto,Chapada Grande.Missão Alemã(DNOCS),PI-230, Km67/68","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Oeiras",NA,"54774","auto",NA,NA,"2007","05","01",NA,NA,NA,NA
"103","2021-04-02 02:00:19-03","UFPI","TEPB","2975","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. J. CASTRO","1983","06","01",NA,"Brasil",NA,NA,"Árvore, flor branca Ambiente: Cerradão <ll>dwc_commonname:</ll> Macambira-de-flecha",NA,NA,NA,"(Mart. ex. Hayne) Benth.","SÉRVIO JÚNIOR, E. M.",NA,"Piauí","Sede do Projeto Chapada Grande","-42.1310997009277","-7.0252799987793",NA,NA,NA,"Oeiras",NA,"54774","auto",NA,NA,"2004","05","04",NA,NA,NA,NA
"104","2021-04-06 14:38:33-03","UFPI","TEPB","1566","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","DEL' ARCO, M. R.","1981","04","15",NA,"Brasil",NA,NA,"Subarbusto,flor branca Ambiente: Cerrado",NA,NA,NA,"Benth.","A. S. Lopes",NA,"Piauí","Estação Ecológica - Uruçuí-UNA","-45.2421989440918","-7.55833005905151",NA,NA,NA,"Ribeiro Gonçalves",NA,"121004","auto",NA,NA,"1988","10","21",NA,NA,NA,NA
"105","2021-03-11 02:22:40-03","UFPI","TEPB","18276","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","M. R. A. Mendes","2000","06","14",NA,"Brasil",NA,NA,"Visitado por abelhas Ambiente: Caatinga <ll>dwc_commonname:</ll> Jatobazinho",NA,NA,NA,"(Hayne) Benth.",NA,"238","Piauí","EEntrada São José/Inhuma","-42.2467002868652","-8.35805988311768",NA,NA,NA,"São João do Piauí",NA,"40155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-11 02:22:40-03","UFPI","TEPB","18276","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","M. R. A. Mendes","2000","05","14",NA,"Brasil",NA,NA,"Visitado por abelhas Ambiente: Caatinga",NA,NA,NA,"(Hayne) Benth.",NA,"438","Piauí","Entrada São José/Inhuma","-42.2467002868652","-8.35805988311768",NA,NA,NA,"São João do Piauí",NA,"40155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-04-02 02:00:19-03","UFPI","TEPB","6650","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","EMPERAIRE, L.","1984","01","31",NA,"Brasil",NA,NA,"DOAÇÃO: Missão Franco-Brasileira no Piauí Nº 2266 Ambiente: Caatinga arbórea",NA,NA,NA,"Benth.","Lopes, A.S",NA,"Piauí","Boqueirão Grande","-42.6994018554688","-9.01527976989746",NA,NA,NA,"São Raimundo Nonato",NA,"45407","auto",NA,NA,"1988","10","21",NA,NA,NA,NA
"108","2021-03-22 17:45:06-03","UFPI","TEPB","6098","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora",NA,"1984","01","31",NA,"Brasil",NA,NA,"Árvore Ambiente: Caatinga arbórea <ll>dwc_commonname:</ll> Jatobá",NA,NA,NA,"Benth.",NA,NA,"Piauí","Boqueirão Grande","-42.6994018554688","-9.01527976989746",NA,NA,NA,"São Raimundo Nonato",NA,"45407","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-04-02 02:00:19-03","UFPI","TEPB","6142","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","EMPERAIRE, L.","1984","07","12",NA,"Brasil",NA,NA,"DOAÇÃO: Missão Franco-Brasileira no Piauí Nº 2593 Ambiente: Caatinga arbórea",NA,NA,NA,"Mart.","Marcus Alves",NA,"Piauí","Serra da Capivara","-42.6994018554688","-9.01527976989746",NA,NA,NA,"São Raimundo Nonato",NA,"45407","auto",NA,NA,"2008","07",NA,NA,NA,NA,NA
"110","2021-04-02 02:00:19-03","UFPI","TEPB","5433","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","EMPERAIRE, L.","1985","11","01",NA,"Brasil",NA,NA,"Altura 4m Ambiente: Caatinga",NA,NA,NA,"Benth.","M. F. A. Lucena",NA,"Piauí","Sítio do Reio","-42.6994018554688","-9.01527976989746",NA,NA,NA,"São Raimundo Nonato",NA,"45407","auto",NA,NA,"2007","04","30",NA,NA,NA,NA
"111","2021-04-02 11:39:54-03","UFPI","TEPB","8196","PreservedSpecimen","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Luciane","1995","06","07",NA,"Brasil",NA,NA,"Árvore, flor alvas Ambiente: Mata secundaria",NA,NA,NA,"(Mart. Ex Hayne ) Benth.","F. J. Kochanovski",NA,"Piauí","Parque Zoobotânico","-42.8018989562988","-5.08916997909546",NA,NA,NA,"Teresina",NA,"56344","auto",NA,NA,"2019","01","01",NA,NA,NA,NA
"112","2020-11-19 10:23:50-03","CPAP","CPAP","14697","PreserverdSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Pott, A.","1996","02","25",NA,"Brasil",NA,NA,"Árvore ereta 9-12m de altura, 40cm diâmetro. Casca corticosa com fendas longitudinais e menores transversais. FLOR: branca. FRUTO: imaturo. INTERESSE: Florestal. FREQUÊNCIA: Frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"(Mart. ex Hayne) Benth.","A. Pott","7661","MS","Fazenda São Luis, 53Km W de Coxim, próximo ao rio Taquari; Sub-região do Paiaguás; Pantanal","-55.044167","-18.282778","180","180",NA,"Coxim",NA,NA,NA,"55°02'39'' W","18°16'58'' S","2000","09",NA,NA,NA,NA,NA
"113","2020-11-19 10:23:50-03","CPAP","CPAP","15930","PreserverdSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Oliveira Filho","1985","04","21",NA,"Brasil",NA,NA,"Árvore, 5m de altura. FRUTO: verde. AMBIENTE: Cerrado.",NA,NA,NA,"(Mart. ex Hayne) Benth.",NA,"308","MT","Chapada dos Guimarães; Salgadeira",NA,NA,NA,NA,NA,"Chapa dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-11-19 10:23:50-03","CPAP","CPAP","16590","PreserverdSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Salis, S. M.","1995","05","13",NA,"Brasil",NA,NA,"Árvore, 20m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Mata estacional semidecidual. SUBSTRATO: podzólico vermelho-escuro. RELEVO: ondulado.",NA,NA,NA,"(Mart. ex Hayne) Benth.","J. Tamashiro; S. M. Salis","944","MT","Remanescente num morro a 15km de Jauru direção Indiavaí","-58.798333","-15.444167",NA,NA,NA,"Jauru",NA,NA,NA,"58°47'54'' W","15°26'39'' S","1996","09",NA,NA,NA,NA,NA
"115","2014-09-04 12:55:53-03","UNICAP","HUCPE","339","S","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Ramalho, F. .B.","1974","06","11",NA,"Brasil",NA,NA,"Árvore com mais ou menos 20 m de altura, flores alvas, perfume agradável.",NA,NA,NA,"(Hayne) Benth.","E. Tavares","339","Piauí","Fazenda Baixa Verde.","-42.901111","-7.516667",NA,NA,NA,"Canto do Buriti",NA,NA,NA,"-42.901111","-7.516667","1974","01","01",NA,NA,NA,NA
"116","2014-09-04 12:55:53-03","UNICAP","HUCPE","818","S","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Ramalho, F. .B.","1975","02","10",NA,"Brasil",NA,NA,"Árvore com mais ou menos 4 m de altura, flores esbranquiçadas, perfume agradável.",NA,NA,NA,"(Hayne) Benth.","E. Tavares","374","Piauí","Fazenda S. Gregório.","-44.560985","-7.251364",NA,NA,NA,"Uruçuí",NA,NA,NA,"-44.560985","-7.251364","1975","03","13",NA,NA,NA,NA
"117","2014-09-04 12:55:53-03","UNICAP","HUCPE","969","S","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Silva, A. .E. da","1976","04","15",NA,"Brasil",NA,NA,"Árvore com mais ou menos 10 m de altura, flores roxas de cheiro desagradável. Madeira dura.",NA,NA,NA,"(Hayne) Benth.","E. Tavares","76","Maranhão","Colônia do INCRA.","-45.231171","-5.49825",NA,NA,NA,"Barra do Corda",NA,NA,NA,"-45.231171","-5.49825","1976","05","25",NA,NA,NA,NA
"118","2014-09-25 20:09:57-03","UNICAP","HUCPE","440","S","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Lima, D. .P.","1975","03","19",NA,"Brasil",NA,NA,"Árvore cerca de 8m de altura por 25cm de diâmetro. Flores cor de gelo com pouco perfume.",NA,NA,NA,"(Hayne) Benth.","E. Tavares","13335","Maranhão","Fazenda Lameirão.","-43.7022","-6.495",NA,NA,NA,"São Jõao dos Patos",NA,"47367","auto",NA,NA,"1975","01","01",NA,NA,NA,NA
"119","2014-09-04 12:55:53-03","UNICAP","HUCPE","298","S","Plantae","Caesalpiniaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Silva, J A S da","1975","06","16",NA,"Brasil",NA,NA,"Árvore com mais ou menos 18 m de altura. Flores esbranquiçadas com perfume agradável.",NA,NA,NA,"(Hayne) Benth.","E. Tavares","35","Maranhão","Fazenda Morada Nova.","-43.595278","-5.548139",NA,NA,NA,"Fortuna",NA,NA,NA,"-43.595278","-5.548139","1975","08","05",NA,NA,NA,NA
"120","2019-02-22 11:44:38-03","IPA","IPA","76284","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Paiva, F.","1975","04","08","Southern America","Brasil",NA,NA,"Árvore ca. 7m de altura. Flores esbranquiçadas.","IPA0076284","Plantae",NA,"(Mart. ex Hayne) Benth.","Haluli, M.","5","Maranhão","Fazenda Tigre","-44.1916999816895","-6.4769401550293",NA,NA,NA,"Sucupira do Norte",NA,"46007","auto",NA,NA,"1675","06","19",NA,NA,NA,NA
"121","2019-02-22 11:44:38-03","IPA","IPA","24349","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Andrade-Lima","1970","12","10","Southern America","Brasil",NA,NA,"Árvore, flor alvo-creme","IPA0024349","Plantae",NA,"(Mart. ex Hayne) Benth.","Costa e Silva, M.B.","706241","Pernambuco","Cupe, praia do Muro Alto","-35.0638999938965","-8.39888954162598",NA,NA,NA,"Ipojuca",NA,"22847","auto",NA,NA,"2003","09","01",NA,NA,NA,NA
"122","2019-02-22 11:44:38-03","IPA","IPA","28921","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Andrade-Lima","1972","05","23","Southern America","Brasil",NA,NA,NA,"IPA0028921","Plantae",NA,"(Mart. ex Hayne) Benth.","Souza, I.M.","6880","Rio Grande do Norte","Serra de Mossoró, e arredores","-37.3442001342773","-5.1875",NA,NA,NA,"Mossoró",NA,"38979","auto",NA,NA,"2013","04","18",NA,NA,NA,NA
"123","2019-02-22 11:44:38-03","IPA","IPA","40156","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Gardner, G.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0040156","Plantae",NA,"(Mart. ex Hayne) Benth.",NA,"2465","Piauí","Near Oeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-02-22 11:44:38-03","IPA","IPA","51272","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Orlandi, R.P.","1984","03","30","Southern America","Brasil",NA,NA,"Árvore com 8 - 9m de altura, DAP 10cm, diâmetro da copa 5m (fanerófita); caule amarronzado, flor branca-amarronzada. Frequência mediana","IPA0051272","Plantae",NA,"(Mart. ex Hayne) Benth.","Córdula, E.","611","Maranhão","Solo arenoso, relevo plano","-44.666667","-6.966667",NA,NA,NA,"Benedito Leite",NA,NA,NA,"-44.666667","-6.966667","2013","09","25",NA,NA,NA,NA
"125","2019-02-22 11:44:38-03","IPA","IPA","7387","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Andrade-Lima","1954","07","14","Southern America","Brasil",NA,NA,"Árvore média, flor creme; frutos imaturos","IPA0007387","Plantae",NA,"(Mart. ex Hayne) Benth.","Andrade-Lima","1866","Piauí","A margem da estrada Parnaíba - Teresina, km-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-02-22 11:44:38-03","IPA","IPA","75646","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Ramalho, F.B.","1975","02","10","Southern America","Brasil",NA,NA,"Árvore com mais ou menos 4m de altura, flores esbranquiçadas com perfume agradável. Madeira dura de âmao roxo.","IPA0075646","Plantae",NA,"(Mart. ex Hayne) Benth.","Tavares, S.","374","Piauí","Fazenda Gregório",NA,NA,NA,NA,NA,"Uruçú",NA,NA,NA,NA,NA,"1975","03","13",NA,NA,NA,NA
"127","2019-07-26 11:40:11-03","IPA","IPA","53422","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Araújo, F.S. de",NA,NA,NA,"Southern America","Brasil",NA,NA,"Árvore, flor branca","IPA0053422","Plantae",NA,"(Mart. ex Hayne) Benth.","Fernández, A.","420","Ceará","Planalto do Ibiapaba, Estrondo","-40.7742004394531","-5.53444004058838",NA,NA,NA,"Novo Oriente",NA,"28544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-22 11:44:38-03","IPA","IPA","76510","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Lima, D.P.","1975","03","19","Southern America","Brasil",NA,NA,"Árvore ca. 8 m de altura por 25 cm de diâmetro; flores cor de gelo com pouco perfume.","IPA0076510","Plantae",NA,"(Mart. ex Hayne) Benth.","Tavares, E.","13335","Maranhão","Fazenda Lameirão.","-43.7022018432617","-6.49499988555908",NA,NA,NA,"São João dos Patos",NA,"47367","auto",NA,NA,"1975","05",NA,NA,NA,NA,NA
"129","2019-02-22 11:44:38-03","IPA","IPA","76454","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Paiva, F.","1975","04","08","Southern America","Brasil",NA,NA,"Árvore ca. 7m de altura, flores esbranquiçadas.","IPA0076454","Plantae",NA,"(Mart. ex Hayne) Benth.","Haluli, M.","5","Maranhão","Fazenda Tigre.","-44.1916999816895","-6.4769401550293",NA,NA,NA,"Sucupira do Norte",NA,"46007","auto",NA,NA,"1975","06","19",NA,NA,NA,NA
"130","2019-02-22 11:44:38-03","IPA","IPA","76005","S","Plantae","Leguminosae-Caes.","Peltogyne","confertiflora","Peltogyne confertiflora","Ramalho, F.B.","1974","06","11","Southern America","Brasil",NA,NA,"Árvore com mais ou menos 20m alt., sem látex. Flores alvas com perfume agradável.","IPA0076005","Plantae",NA,"(Mart. ex Hayne) Benth.","Tavares, E.J.","339","Piauí","Fazenda Baixa Verde","-42.9444007873535","-8.10999965667725",NA,NA,NA,"Canto do Buriti",NA,"120640","auto",NA,NA,"1974","08",NA,NA,NA,NA,NA
"131","2021-03-24 17:09:10-03","UFES","SAMES","7590","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Saporetti,A.M.J.","2016","09","21",NA,"Brasil",NA,NA,"CAP 55,9 cm. Botão floral creme, sépalas avermelhadas. Habito: Árvore","SAMES07590",NA,NA,"(Mart. ex Hayne) Benth.",NA,"45","Espírito Santo","Fazenda do cedro, propriedade da FIBRIA.","-40.076099395752","-18.9055995941162",NA,NA,NA,"Jaguaré",NA,"43085","auto","-398766667.0","-188861111.0",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-24 17:09:10-03","UFES","SAMES","2393","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Ribeiro,M.; Lobão,A.Q.;Giaretta,A.O.;Gusson,M.F.F.;Lopes,L.C.M..;Cruz,F.M.","2010","01","19",NA,"Brasil",NA,NA,"Árvore de 20 metros de altura com botões verdes e flor branca.","SAMES02393",NA,NA,"(Mart. ex Hayne) Benth.","H.C.Lima.","73","Espírito Santo","Reserva Biológica de Sooretama. Porção oeste, trilha do rio sul. Floresta de Tabuleiro.","-40.0978012084961","-19.1968994140625",NA,NA,NA,"Sooretama",NA,"33715","auto","-400066667.0","-190038889.0",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 14:36:55-03","UFJF","CESJ","X-017","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","?",NA,NA,NA,NA,"?",NA,NA,"Nome vulgar: Roxinho,pau-roxo.Árvore de porte médio ou grande,do Amazonas.Madeira pesada,cerne castanho escuro ao cortar,passando a roxo com o tempo.","CESJ00X017","Angiosperma",NA,"(Mart. ex Hayne)",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-07 11:44:34-03","UFMS","CGMS","54812","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","S.R.S. Ferreira; E. Ragalzi; G.P. Luz; L.R. Rege; R.S.M. Souza.","2016","03","20",NA,"Brasil",NA,NA,"Caesalpinioideae. Fruto verde (imaturo) alado. Coordenadas originais:19°57#?#91,80' S 54°89#?#16,40' W Habitat: Cerrado. Nos arredores da cachoeira. Habito: Árvore. 7,00 m de altura.","CGMS1084777",NA,NA,"(Mart. ex Hayne) Benth.","L. Rege","2","Mato Grosso do Sul","Sítio da Cachoeira.","-55.4877777","-19.95",NA,NA,NA,"Rio Negro",NA,NA,NA,"-55,4877777","-19,95","2016","04","18",NA,NA,NA,NA
"135","2021-04-07 11:44:34-03","UFMS","CGMS","78559","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","A. Pott; V.J. Pott, A. Arantes & N.C. Bueno","1996","02","25",NA,"Brasil",NA,NA,"Caesalpiniaceae. Flor rosa. Casca corticosa com fendas longitudinais e menores transversais. CPAP - 14697. Habitat: Cerradão. Solo arenoso. Relevo plano. Habito: Árvore. Ereta 9-12 m de altura, 40cm diametro. Frequente.","CGMS1111570",NA,NA,"(Mart. ex Hayne) Benth.","A. Pott","7661","Mato Grosso do Sul","Fazenda São Luis, 53Km W de Coxim, próximo ao Rio Taquari, sub-região de Paiaguas, Pantanal.","-55.0441666","-18.2827778","180","180",NA,"Coxim",NA,NA,NA,"-55,0441666","-18,2827778",NA,NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:44:34-03","UFMS","CGMS","22635","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","W.M. Ramos; F.M. Alves; H.C. Vinci-Carlos","2008","07","14",NA,"Brasil",NA,NA,"Caesalpinioideae. Habitat: Encrave entre cerrado e floresta estacional semidecidual. Morro Coração de Mãe. Habito: Árvore.","CGMS1052050",NA,NA,"(Mart. ex Hayne) Benth.","W.M. Ramos","455","Mato Grosso do Sul","Distrito de Piraputanga. Fazenda Santa Ana.","-55.4902777","-20.4608333",NA,NA,NA,"Aquidauana",NA,NA,NA,"-55,4902777","-20,4608333","2008","07","17",NA,NA,NA,NA
"137","2021-04-07 11:44:34-03","UFMS","CGMS","4123","PreservedSpecimen","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","D.S. Pinto; M. Sugiyama","1987","07","09",NA,"Brasil",NA,NA,"Caesalpinioideae.","CGMS1016814",NA,NA,"(Mart. ex Hayne) Benth.","A.L.B. Sartori",NA,"Mato Grosso do Sul","Vila Trindade.","-55.7872222","-20.4711111","147","147",NA,"Aquidauana",NA,NA,NA,"-55,7872222","-20,4711111",NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:14:34-03","UNICAMP","UEC","107245","S","Plantae","Fabaceae","Peltogyne","confertiflora","Peltogyne confertiflora","Ratter, JA; Bridgewater, S; Batista dos Santos, J","1998","08","05",NA,"Brazil",NA,NA,"Slender, arching, little-branched shrub, 2,5m tall, 1.2 cm dbh. Grows to a tree up to c. 12m tall more. The 'rôxa' (=purple) of the vernacular name refers to the colour of the wood.","UEC147628","Magnoliopsida",NA,"(Mart. ex Hayne) Benth.",NA,"s.n.","Minas Gerais","In cerrado sensu stricto.","-45.783333","-15.466667",NA,NA,NA,NA,NA,NA,NA,"-45.783333","-15.466667",NA,NA,NA,NA,NA,NA,NA
