"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"48","2020-12-11 11:45:04-03","UFMG","BHCB","36178","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:45:04-03","UFMG","BHCB","693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Schwacke, CAW","s.n.","1904",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Diamantina",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:45:04-03","UFMG","BHCB","4714","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Grandi, TSM; et al.","1398","1983","05","18","Southern America","Brasil","Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,"Cerrado;herbáceo;",NA,NA,"Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:45:04-03","UFMG","BHCB","36185","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Teixeira, EM; Brina, AE","s.n.","1990",NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-44.4956016540527","-20.6506004333496",NA,"Erva; Campo sujo","BHCB005982",NA,"Passa Tempo",NA,NA,NA,"2013","04","22",NA,"15761","auto",NA,"cirrosum",NA,NA,NA,NA
"52","2020-12-11 11:45:04-03","UFMG","BHCB","97664","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Tameirão Neto, E","3961","2005","07","14","Southern America","Brasil","Minas Gerais","Saint Gobain.","-44.1911010742188","-21.9472007751465",NA,"Erva; Campo limpo","BHCB005978",NA,"Bom Jardim de Minas",NA,NA,NA,"2013","04","22",NA,"20996","auto",NA,"cirrosum",NA,NA,NA,NA
"53","2020-12-11 11:45:04-03","UFMG","BHCB","84952","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum cirrosum",NA,NA,"Viana, PL","998","2003","08","15","Southern America","Brasil","Minas Gerais","Serra da Calçada, Retiro das Pedras","-44.1996994018555","-20.1432991027832",NA,"Em campo rupestre quartzítico.","BHCB005983",NA,"Brumadinho","1400","1400",NA,"2013","04","22",NA,"26639","auto",NA,"cirrosum",NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1544030","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Agnes Chase","Chase 8919","1925","3","19","South America","Brazil","Minas Gerais","Serra do Curral, SE of Bello Horizonte. Brushy campo, lower slope",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1544031","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10656","1976","2","26","South America","Brazil","Minas Gerais","18 km SW of the intersection of Highways 381 and 267 near (7 km W of Campanha). Grassland cerrado.",NA,NA,NA,NA,NA,NA,NA,"910.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1114",NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","1544033","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Agnes Chase","Chase 8832","1925","3","11","South America","Brazil","Minas Gerais","Lavras; gravelly ground, open campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2014-08-15 13:15:00-03","MO","MOBOT","1544035","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10689","1976","2","27","South America","Brazil","Minas Gerais","13 km E of Lavras along Highway 265 to Barbacena.",NA,NA,NA,NA,NA,NA,NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1117","1"
"58","2013-08-23 04:12:00-03","MO","MOBOT","1544040","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Robert R. Brooks|et al.","Brooks 87","1988","4","13","South America","Brazil","Goiás","Crominia-Mairipotaba, Site 1. Campo-cerrado, above workings of chromite mine. Serpentinitic","-49.41666","-17.31666",NA,NA,NA,NA,NA,"775.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","1544043","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. Bruner","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 12183","1976","4","9","South America","Brazil","Goiás","18 km SW of Abadiânia along Highway BR-060. Cerrado grassland.",NA,NA,NA,NA,NA,NA,NA,"940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1238",NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1544047","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. Bruner","Howard S. Irwin|et al.","Irwin 31956","1971","3","16","South America","Brazil","Goiás","Serra Geral do Paraná. Campo. Cerrada and campo on slopes, ca. 1 km S of São João da Aliança",NA,NA,NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","1544051","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Howard S. Irwin|et al.","Irwin 24632","1969","3",NA,"South America","Brazil","Goiás","Chapada dos Veadeiros. Wooded creek margin and campo, ca. 65 km N of Veadeiros",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","1544058","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Agnes Chase","Chase 12029","1930","4","15","South America","Brazil","Goiás","Santa Rita do Araguaya on Rio Araguaya. Campo margin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","1544062","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","William R. Anderson","Anderson 6524","1973","3","7","South America","Brazil","Goiás","Chapada dos Veadeiros; 6-7 km E of Alto Paraíso on road to Nova Roma; region of cerrado with sandstone outcrops, giving way above to grassy campo and below to mesophytic forest",NA,NA,NA,NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","231517","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10624","1976","2","25","South America","Brazil","Minas Gerais","Ca. 30 km SW of Campanha along Highways 267 and 381 to São Paulo. Cerrado.",NA,NA,NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1112",NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","231527","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","William R. Anderson","Anderson 10130","1973","5","11","South America","Brazil","Goiás","Serra Dourada, ca. 16 km (straight line) S Goias Velho. Cerrado on SE slopes",NA,NA,NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","231537","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","H. Longhi-Wagner, 2002 (ICN)","Per Dusén","Dusén 320A","1914","5","12","South America","Brazil","Paraná","Jaguariaiva. In campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","231547","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 12170C","1976","4","9","South America","Brazil","Distrito Federal","3 km W of the Goias-Distrito Federal border along Highway BR-020-030.",NA,NA,NA,NA,NA,NA,NA,"870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1235",NA
"68","2020-08-31 09:21:10-03","INPA","INPA","81171","S","Plantae","Monocotyledon","Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Gibertoni, TB; Gomes-Silva, AC","Pires, JM","3079","1951","01",NA,"Southern America","Brasil","Minas Gerais","-",NA,NA,NA,NA,"INPA0081171","INPA0081171 INPA0081171_e INPA0081171_e1",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-06-10 10:11:27-03","FZB-BH","BHZB","7936","S","Plantae",NA,NA,"Poaceae","Ctenium","cf. cirrosum","Ctenium cf. cirrosum",NA,NA,"Rezende, S.G. & Werneck, M.","12","2003","12","01",NA,"Brasil","MG","Vale dos Cristais","-43.8466987609863","-19.9855995178223",NA,"Doação Sete Soluções.",NA,NA,"Nova Lima",NA,NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA
"70","2019-06-10 10:11:27-03","FZB-BH","BHZB","323","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum",NA,NA,"Grandi, T.S.M. et al.",NA,"1990","03","28",NA,"Brasil","MG","Serra da Moeda, à 1350m de altitude","-44.0527992248535","-20.3330993652344",NA,"Outros coletores: Grandi, T.S.M.Grupo Caraça da formação moeda Quartzito. Solos pouco evoluidos.",NA,NA,"Moeda","1350","1350",NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA
"71","2020-11-18 11:50:01-03","UERJ","HRJ","12179","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. Swallen","E. Santos; J. Sacco","s.n.","1963","04","13",NA,"Brasil","Distrito Federal","Parque Nacional.","-47.9296989440918","-15.7797002792358",NA,NA,"HRJ00012798",NA,"Brasília",NA,NA,NA,"1965",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"72","2020-09-02 16:36:23-03","Cenargen","CEN","5383","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Kikyo Yamamoto","1110","1981","07","17",NA,"Brasil","MG","Morro do Ferro.","-46.564722","-21.838888","Exsicatas","(Grafia correta do epíteto específico). Doação da Unicamp.","CEN00005383","CEN00005383","POCOS DE CALDAS",NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,"-46.564722","-21.838888",NA,"2"
"73","2020-09-02 16:36:23-03","Cenargen","CEN","37407","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Lídio Coradin","4263","1981","07","03",NA,"Brasil","DF","Cerrado próximo ao CPAC, sentido Sobradinho - Planaltina - DF.","-47.9296989440918","-15.7797002792358","Exsicatas","(Grafia correta do epíteto específico)","CEN00037407","CEN00037407","BRASILIA",NA,NA,NA,"2016","06",NA,NA,"70570","auto",NA,NA,"0.0","0.0",NA,"3"
"74","2020-09-02 16:36:23-03","Cenargen","CEN","100427","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls & G. Pereira-Silva","Glocimar Pereira-Silva","16789","2016","04","16",NA,"Brasil","MG","MG 2625 Brasília/Cabeceira Grande, cerca de 115 km. Cerca de 2 km a nordeste da ponte sobre o lago da UHE Queimados.","-47.284722","-16.051111","Exsicatas","Área de campo limpo.","CEN00100427","CEN00100427","CABECEIRA GRANDE","990","990",NA,"2016","05",NA,NA,NA,NA,NA,NA,"-47.284722","-16.051111",NA,"4"
"75","2020-09-02 16:36:23-03","Cenargen","CEN","100585","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Terezinha Aparecida Borges Dias","567","1993","05","19",NA,"Brasil","DF","Parque Nacional de Basília, área em volta da cascalheira do exército.","-47.933333","-15.733333","Exsicatas","Nativa. Material coletado para tese de revegetação - UnB.","CEN00100585","CEN00100585","BRASILIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.933333","-15.733333",NA,"1"
"76","2020-09-02 16:36:23-03","Cenargen","CEN","19486","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Taciana Barbosa Cavalcanti","1281","1995","03","13",NA,"Brasil","GO","Estrada de terra para Nova Roma, à cerca de 6 km leste de Alto Paraiso de Goiás.","47.4333333","-14.116666","Exsicatas","(Grafia correta do epíteto específico). Inflorescência amarelada. No Campo Limpo.","CEN00019486","CEN00019486","ALTO PARAISO DE GOIAS","1200","1200",NA,"2016","06",NA,NA,NA,NA,NA,NA,"47.4333333","-14.116666",NA,"3"
"77","2020-09-02 16:36:23-03","Cenargen","CEN","108504","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","M. Simon","Marcelo Fragomeni Simon","3241","2018","04","30",NA,"Brasil","GO","Caminho para estrada da SANEAGO, 2 km W da cidade.","-47.539166","-14.136388","Exsicatas","Erva cespitosa 40 cm.","CEN00108504","CEN00108504","ALTO PARAISO DE GOIAS","1260","1260",NA,"2018","05",NA,NA,NA,NA,NA,NA,"-47.539166","-14.136388",NA,"2"
"78","2020-09-02 16:36:23-03","Cenargen","CEN","36972","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Luiz Roth",NA,"1956","04","15",NA,"Brasil",NA,"BR-3, km 15, Gorduras, Serra do Curral.",NA,NA,"Exsicatas","(Grafia correta do epíteto específico). Não forma touceira, 2 metros. Doação do Herbário do Centro de Ensino Superior - Juiz de Fora.","CEN00036972","CEN00036972",NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2020-09-02 16:36:23-03","Cenargen","CEN","75113","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Eduarda Barreto Andrade Dias","603","2007","04","26",NA,"Brasil","DF","Parque Nacional de Brasília. Próximo a Barragem de Santa Maria.","-47.968055","-15.661111","Exsicatas","(Grafia correta do epíteto específico)","CEN00075113","CEN00075113","BRASILIA",NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,"-47.968055","-15.661111",NA,"1"
"80","2020-09-02 16:36:26-03","Cenargen","CEN","93822","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Carlos Romero Martins","2197","2016","05","29",NA,"Brasil","DF","Parque Nacional de Brasília - Cascalheira do entroncamento.","-47.934444","-15.736111","Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00093822","CEN00093822","BRASILIA",NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,"-47.934444","-15.736111",NA,"1"
"81","2020-09-02 16:36:26-03","Cenargen","CEN","93825","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Carlos Romero Martins","2202","2016","06","05",NA,"Brasil","DF","Parque Nacional de Brasília - Borda da estrada de acesso a Cascalheira do Exército","-47.936944","-15.736944","Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00093825","CEN00093825","BRASILIA",NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,"-47.936944","-15.736944",NA,"2"
"82","2020-09-02 16:36:23-03","Cenargen","CEN","102161","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","D. M. Ramos","Desirée Marques Ramos","137","2013","03","28",NA,"Brasil","DF","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00102161","CEN00102161","BRASILIA","1078","1078",NA,"2013","03",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"2"
"83","2020-09-02 16:36:26-03","Cenargen","CEN","86042","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Hermógenes de Freitas Leitão Fillho","21626","1989","07","01",NA,"Brasil","MG","Estado de Minas Gerais - Represa Hidroeletrica de Furnas","-46.0499992370605","-20.6152992248535","Exsicatas","(Grafia correta do epíteto específico). Doação da Universidade Estadual de Campinas - UNICAMP - Planta do Brasil","CEN00086042","CEN00086042","CAPITOLIO",NA,NA,NA,"2016","06",NA,NA,"29474","auto",NA,NA,NA,NA,NA,"1"
"84","2020-09-02 16:36:23-03","Cenargen","CEN","44260","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Glocimar Pereira-Silva","6159","2002","03","08",NA,"Brasil","MG","Área de Cerrado a Oeste do escritório da obra.","-46.9061012268066","-16.3575000762939","Exsicatas","(Grafia correta do epíteto específico). Área de Influência da UHE Queimado; influência direta (lago).","CEN00044260","CEN00044260","UNAI","820","820",NA,"2016","06",NA,NA,"97926","auto",NA,NA,"-4732500.0","-1621278.0",NA,"4"
"85","2020-09-02 16:36:26-03","Cenargen","CEN","85376","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Gabriel Damasco do Vale","439","2007","04","18",NA,"Brasil","DF","Fazenda Sucupira. Campo sujo ao lado da estrada de entrada.","-47.9296989440918","-15.7797002792358","Exsicatas","(Grafia correta do epíteto específico)","CEN00085376","CEN00085376 CEN00085376_1","BRASILIA",NA,NA,NA,"2016","06",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"2"
"86","2020-09-02 16:36:26-03","Cenargen","CEN","76813","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","João Bernardo de Azevedo Bringel Jr.","618","2010","03","11",NA,"Brasil","DF","Lago Sul - DF , EEJBB - Poção - Jardim Botânico de Brasilia -","-47.9296989440918","-15.7797002792358","Exsicatas","(Grafia correta do epíteto específico) Espiguetas verde-amarelada. Doação do Herbário Ezechias Paulo Heringer 26503","CEN00076813","CEN00076813","BRASILIA",NA,NA,NA,"2013","06",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"2"
"87","2020-09-02 16:36:23-03","Cenargen","CEN","22029","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Terezinha Aparecida Borges Dias","57","1992","05","05",NA,"Brasil","DF","Na DF - 100 a 99,7 km do CENARGEN/EMBRAPA à esquerda da estrada.","-47.9296989440918","-15.7797002792358","Exsicatas","(Grafia correta do epíteto específico). Aristas creme-avermelhadas, raquis verde.","CEN00022029","CEN00022029","BRASILIA","1085","1085",NA,"2016","06",NA,NA,"70570","auto",NA,NA,"-4738333.0","-1588333.0",NA,"3"
"88","2020-09-02 16:36:23-03","Cenargen","CEN","75086","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Eduarda Barreto Andrade Dias","575","2007","04","19",NA,"Brasil","DF","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358","Exsicatas","(Grafia correta do epíteto específico)","CEN00075086","CEN00075086","BRASILIA",NA,NA,NA,"2016","06",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"1"
"89","2020-09-02 16:36:23-03","Cenargen","CEN","50011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Glocimar Pereira-Silva","7492","2003","04","09",NA,"Brasil","GO","Faz. do Sr. José Rodrigues, próximo à Sede.","-47.9502983093262","-16.2525005340576","Exsicatas","(Grafia correta do epíteto específico). Área de Influência Indireta.","CEN00050011","CEN00050011","LUZIANIA","920","920",NA,"2016","06",NA,NA,"83221","auto",NA,NA,"-4821361.0","-1633028.0",NA,"2"
"90","2020-09-02 16:36:23-03","Cenargen","CEN","16950","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","Bruno Machado Teles Walter","1127","1992","04","12",NA,"Brasil","GO","Ponte sobre o Rio Bagagem, distante 32.5 km da cidade de Niquelândia, estrada Niquelândia/Colinas do Sul.","-48.4597015380859","-14.4738998413086","Exsicatas","(Grafia correta do epíteto específico). Iinflorescência verde-amarelada. Raquis verde. Bacia de Inundação da UHE Serra da Mesa.","CEN00016950","CEN00016950","NIQUELANDIA","440","440",NA,"2016","06",NA,NA,"74171","auto",NA,NA,"-4820000.0","-1436667.0",NA,"2"
"91","2020-09-02 16:36:23-03","Cenargen","CEN","26417","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","J. F. M. Valls","UFJF & EMBRAPA","22070","1988","04","18",NA,"Brasil","MG","S. Sebastião da Vitória.","-44.2616996765137","-21.1355991363525","Exsicatas","Doação Herbário UFJF.","CEN00026417","CEN00026417","SAO JOAO DEL REI",NA,NA,NA,"2016","06",NA,NA,"39093","auto",NA,NA,NA,NA,NA,"1"
"92","2020-09-02 16:36:26-03","Cenargen","CEN","101978","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum var. cirrosum","(Nees) Kunth","H. M. Longhi-Wagner","Desirée Marques Ramos","21","2009","04","20",NA,"Brasil","DF","Reserva do CPAC.","-47.728333","-15.666111","Exsicatas",NA,"CEN00101978","CEN00101978","BRASILIA",NA,NA,NA,"2015","03",NA,NA,NA,NA,NA,"var. cirrosum","-47.728333","-15.666111",NA,"2"
"93","2019-07-16 10:36:14-03","UFSJ","HUFSJ","9953","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Viana, PL","Costa, MTR; Sobral, M; Alves, LL","1454","2018","04","26",NA,"Brasil","Minas Gerais","Serra do Lenheiro, campo rupestre, acesso pela estrada para Cunha","-44.289622","-21.119614",NA,"Erva 0,7 m de altura","HUFSJ009953",NA,"São João del-Rei","104","104",NA,"2018","08",NA,NA,NA,NA,NA,NA,"-44.289622","-21.119614",NA,NA
"94","2019-11-01 15:16:03-03","UnB","UB","104083","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum ondulatum","Longhi-Wagner","Longhi-Wagner, HM","Heringer, EP","5558","1958","04","12","Southern America","Brasil","Minas Gerais","Serra da Lontria","-44.4042015075684","-19.2744007110596",NA,"Cerrado.","UB0037056","UB0037056","Paraopeba",NA,NA,NA,NA,NA,NA,NA,"26090","auto","holotype","ondulatum",NA,NA,NA,NA
"95","2020-08-20 20:41:26-03","UFSC","FLOR","67980","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Oliveira, R.C.","Proença, C.E.B.; Munhoz, C.B.R.; Chaves, D.A.; Turma de Vegetação do Cerrado","5020","2013","06","08",NA,"Brasil","Distrito Federal","Região do Catingueiro; RPPN (Reserva Praticular do Patrimônio Natural) Flor das Águas.","-47.976667","-15.5375",NA,"Erva 1,3m. Inflorescência castanha; Campo sujo de encosta","FLOR0067980",NA,"Brasília",NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,"47º58'36''W","15º32'15''S",NA,NA
"96","2020-08-20 20:41:26-03","UFSC","FLOR","36377","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Ferreira, F.M.","Ferreira, F.M.; Pivari, M.O.D.","447","2003","06","13",NA,"Brasil","Minas Gerais","Toca dos Urubus.","-44.8899993896484","-21.9589004516602",NA,"erva, flor inflorescência dourada, 0,8m altura. Poucos indivíduos.","FLOR0036377",NA,"Baependi",NA,NA,NA,"2003",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:15:10-03","IBt","SP","17542","S","Plantae",NA,NA,"Poaceae","Ctenium","cirrosum","Ctenium cirrosum","(Nees) Kunth","Longhi Wagner, H","Hoehne, FC; Gehrt, A","s.n.","1926","04","24",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Turvo",NA,NA,NA,"2013","06","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
