"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"91","2019-09-27 18:06:27-03","UFES","VIES","22185","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Fabirs, L.C.",NA,"Leoni, L.S.; Silva, A.E.","5156","2002","09",NA,"Brasil","Minas Gerais","Fazenda Santa Rita.","-42.0297012329102","-20.8083000183105",NA,NA,"VIES022185","VIES022185","26","Faria Lemos","600","600",NA,NA,"14353","auto","2008","12",NA,NA,"15",NA,NA
"92","2019-08-16 08:41:07-03","UTFPR","HCF","27564","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","R.R. Völtz",NA,"R.R. Völtz","1464","2017","12",NA,"Brasil","PR","Parque Nacional Saint-Hilaire/Lange","-48.703333","-25.615278",NA,"árvore 14 m alt. Látex no tronco, ramos e folhas. frutos imaturos verdes. Interior de floresta de encosta.",NA,NA,"11","Morretes","675","675","48°42'12 W","25°36'55 S",NA,NA,"2017","12",NA,NA,"11",NA,NA
"93","2019-08-16 08:41:07-03","UTFPR","HCF","27957","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","R.R. Völtz",NA,"R.R. Völtz","1302","2017","08",NA,"Brasil","PR","RPPN Salto Morato","-48.305","-25.178611",NA,"árvore 18 m alt. latescente, látex alvo. Ramos ao destacar soltam-se em tiras (tipo Annonaceae). Botões florais esverdeados, dossel de floresta a meia encosta em fundo de vale.",NA,NA,"04","Guaraqueçaba","75","75","48°18'18 W","25°10'43 S",NA,NA,"2017","08",NA,NA,"04",NA,NA
"94","2019-08-16 08:41:07-03","UTFPR","HCF","14435","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","R.R. Völtz",NA,"M.E. Engels","1667","2013","09",NA,"Brasil","SC","Resgate FLORA Linha de transmissão","-48.8456001281738","-26.3043994903564",NA,"arbórea. Caule castanho. Folhas verdes discolores. Flores alvas com centro róseo, anteras amareladas alvacentas. Floresta Ombrófila Densa.",NA,NA,"27","Joinville",NA,NA,NA,NA,"37150","auto","2017","07",NA,NA,"28",NA,NA
"95","2013-04-01 09:16:11-03","IPT","BCTW","4431","S","Plantae","Magnoliophyta",NA,NA,"Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"96","2013-04-01 09:16:11-03","IPT","BCTW","1283","S","Plantae","Magnoliophyta",NA,NA,"Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"97","2013-04-01 09:16:45-03","IPT","BCTW","17628","S","Plantae","Magnoliophyta",NA,NA,"Diploon","venezuelanum","Diploon venezuelanum","Aubrév.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Pará","Reserva Florestal do Rio Curuá-Una","-54.7083","-2.44306",NA,NA,NA,NA,NA,"Santarém",NA,NA,NA,NA,"205258","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"98","2020-12-21 16:44:48-03","MBM","MBM","224058","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, T.D.",NA,"Thomas, W.W.; et al.; et al.","10127",NA,NA,"Southern America","Brazil","Bahia","Reserva Florestal da Brasil de Holanda Indústrias","-39.2207984924316","-17.341100692749",NA,NA,"MBM224058","MBM224058",NA,"Prado",NA,NA,NA,NA,"53161","auto",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:44:48-03","MBM","MBM","409871","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1302","2017","08",NA,"Brasil","Paraná","RPPN Salto Morato","-48.305","-25.178611",NA,"Árvore 18 m alt., latescente, látex alvo; ramos ao destacar soltam-se em tiras (tipo Annonaceae); botões florais esverdeados; dossel de Floresta Ombrófila Densa Submontana, a meia encosta em fundo de vale.; Floresta Ombrófila Densa S","MBM409871","MBM409871","04","Guaraqueçaba","75","75","-48.305","-25.178611",NA,NA,"2017","08",NA,NA,"04",NA,NA
"100","2020-12-21 16:44:48-03","MBM","MBM","412753","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1367","2017","09","Southern America","Brazil","Paraná","RPPN Salto Morato","-48.3025","-25.177778",NA,"Árvore 20 m alt.; látex alvo, abundante; inflorescência axilar, 2-7 flores; botões florais alvo-esverdeados; flores com pétalas alvo-esverdeadas e filetes alvos; dossel de Floresta Ombrófila Densa Submontana.; Floresta Ombrófila Dens","MBM412753","MBM412753","01","Guaraqueçaba","80","80","-48.3025","-25.177778",NA,NA,"2017","09",NA,NA,"01",NA,NA
"101","2020-12-21 16:44:48-03","MBM","MBM","412800","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.; Lozano, E.; Canestraro, B.K.; Lozano, E.; Canestraro, B.K.","1464","2017","12","Southern America","Brazil","Paraná","PARNA Saint-Hilaire/Lange","-48.703333","-25.615278",NA,"Árvore 14 m alt.; látex no tronco, ramos e folhas; frutos imaturos verdes; interior de Floresta Ombrófila Densa Submontana de encosta.; Floresta Ombrófila Densa Submontana.","MBM412800","MBM412800","11","Morretes","675","675","-48.703333","-25.615278",NA,NA,"2017","12",NA,NA,"11",NA,NA
"102","2020-12-21 16:44:48-03","MBM","MBM","412801","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1465","2018","01","Southern America","Brazil","Paraná","RPPN Salto Morato","-48.300556","-25.320556",NA,"Árvore 21 m alt.; tronco com base digitada, ritidoma amarronzado, escamoso a finamente fissurado-escamoso, casca interna amarelo-alaranjado claro, aspecto trançado, látex alvo, abundante; frutos roxos, polpa alvo-esverdeada, adocicad","MBM412801","MBM412801","09","Guaraqueçaba","100","100","-48.300556","-25.320556",NA,NA,"2018","01",NA,NA,"09",NA,NA
"103","2020-12-21 16:44:48-03","MBM","MBM","430208","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.; Monastier, S.H.; Monastier, S.H.","2217","2020","09","Southern America","Brazil","Paraná","Parque Nacional Saint-Hilaire/Lange","-48.711111","-25.601667",NA,"Árvore 14 m alt.; estrato médio da floresta; frutos imaturos verdes.; Floresta Ombrófila Densa Submontana.","MBM430208",NA,"15","Morretes","430","430","-48.711111","-25.601667",NA,NA,"2020","09",NA,NA,"16",NA,NA
"104","2020-12-21 16:44:48-03","MBM","MBM","11469","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, M.M.F.",NA,"Hatschbach, G.; et al.; et al.","20921",NA,NA,"Southern America","Brazil","Paraná","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"MBM011469","MBM011469",NA,"Morretes",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:44:48-03","MBM","MBM","9767","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, M.M.F.",NA,"Hatschbach, G.","19595",NA,NA,"Southern America","Brazil","Paraná","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"MBM009767","MBM009767",NA,"Morretes",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:44:48-03","MBM","MBM","41839","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Handro, O.",NA,"Handro, O.","56677",NA,NA,"Southern America","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM041839","MBM041839",NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-01 15:28:41-03","PUC-RIO","FCAB","6275","PreservedSpecimen","Plantae",NA,"Angiospermae","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A.L. Peixoto",NA,"R.R. Oliveira","s.n.","1999","12",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca. Floresta do Camorim","-43.2075004577637","-22.9027996063232",NA,"Próximo a cachoeira Veu da Noiva. Em floresta de encosta em avançado estágio sucessional. Árvore de aproximadamente 28m de altura, com diâmetro a altura do peito de 0,48m. Látex branco- amarelado. Éspecie extremamente rara na formação lev","006275",NA,"07","Rio de Janeiro",NA,NA,NA,NA,"57442","auto","2000","03",NA,NA,NA,NA,NA
"108","2015-09-05 07:45:11-03","MNHN","RECOLNAT_MNHN_P","P00649315","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne","Hoehne","isotype","Hoehne, F.C.",NA,"1931","10",NA,"Brésil",NA,"Estado de Sao Paulo : Sao Paulo (Capital), X/1931 (fl.); II/1932 (fr.). Nativa na mata do Parque do Estado e Jardim Botanico. Arvore com flores alvas e frutos roxo-negros",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649315' target='other'> <mi>dwc_moreinfo</mi></a>","P00649315","P00649315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28358",NA
"109","2015-09-27 13:31:46-03","MNHN","RECOLNAT_MNHN_P","P00640514","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Wurdack, J.J.|Monachino, J.V.",NA,"1955","11",NA,"Venezuela",NA,"Serrania Imataca, Territorio delta Amacuro. El Palmar-Raudal trail, upper Rio Toro drainage",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640514' target='other'> <mi>dwc_moreinfo</mi></a>","P00640514","P00640514_01","6",NA,"270","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39595",NA
"110","2020-10-01 14:16:28-03","JBB","HEPH","5666","S","Plantae","Dicotyledon","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Mello, F",NA,"Hatschbach, G","19595","1968","08","Southern America","Brasil","Paraná","Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"12","Morretes","100","100",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-12-11 11:41:27-03","UFMG","BHCB","27303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-11 11:41:27-03","UFMG","BHCB","27303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Hatschbach, G","19595","1968","08","Southern America","Brasil","Paraná","Col. floresta","-48.834400177002","-25.476900100708",NA,"Árvore 10m, lacticífera, flor creme, mata pluvial, encosta de morro.","BHCB004645",NA,"12","Morretes","50","100",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"113","2020-12-11 11:41:27-03","UFMG","BHCB","70327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Farah, FT; Nave, AG; Bufo, LV; Benini, RM; Freitas, CA","609","1998","12","Southern America","Brasil","Minas Gerais","Fazendas DATERRA: Cachoeira Dourada","-46.9925003051758","-18.9438991546631",NA,"Floresta de galeria, árvore de 5m de alt., com casca do caule escamosa. fruto amarelo. bapeba-preta","BHCB004646",NA,"15","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-02-11 17:21:42-03","UFPR","UPCB","93689","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R.","1367","2017","09",NA,"Brasil","Paraná","RPPN Salto Morato.","-48.3288993835449","-25.3066997528076",NA,"Árvore 20m alt.; látex alvo, abundante; inflorescência axilar, 2-7 flores; botões florais alvo-esverdeados; flores com pétalas alvo-esverdeadas e filetes alvos, dossel de Floresta Ombrófila Densa Submontana.","UPCB0035656",NA,"01","Guaraqueçaba","80","80",NA,NA,"37295","auto","2017","09",NA,NA,NA,NA,NA
"115","2021-02-11 17:21:42-03","UFPR","UPCB","25511","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Athayde, S.F.","200","1994","11",NA,"Brasil","Paraná","Morro do Quitumbê ou do Costão","-48.333333","-25.283333",NA,"Árvore, 22m x 74cm, látex branco, estéril. Dossel da floresta secundária..","UPCB0036023","UPCB0036023","13","Guaraqueçaba",NA,NA,"-48.333333","-25.283333",NA,NA,"2017","07",NA,NA,NA,NA,NA
"116","2021-02-11 17:21:42-03","UFPR","UPCB","92092","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Völtz, R.R. | Lozano, E. | Canestraro, B.K.","1464","2017","12",NA,"Brasil","Paraná","PARNA Saint-Hilaire/Lange","-48.703333","-25.615278",NA,"Floresta Ombófila Densa Submontana de encosta. Árvore 14m alt, látex no tronco, ramos e folhas; frutos imaturos verdes.","UPCB0038224","UPCB0038224","11","Morretes","675","675","-48.703333","-25.615278",NA,NA,"2017","12",NA,NA,NA,NA,NA
"117","2021-02-11 17:21:42-03","UFPR","UPCB","16393","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Völtz, R.R.",NA,"Hatschbach, G.","19595","1968","08",NA,"Brasil","Paraná","Colônia Floresta","-48.834400177002","-25.476900100708",NA,"Árvore, 10m, laticifera, flor creme. Mata pluvial, encosta de morro..","UPCB0036022","UPCB0036022","12","Morretes","50","100",NA,NA,"30514","auto","2017","07",NA,NA,NA,NA,NA
"118","2014-04-04 05:45:00-03","MO","MOBOT","406251","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne","C.M. Taylor (MO)",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 18044","1992","3","South America","Peru","Loreto","Dtto. Iquitos, Allpahuayo: (IIAP) Inventario Permanente. Levantamiento de individuos >|_ 2.5 cm de diámetro, 2 x 500 m en la linea T de la parcela de 25 has, subparcela 2 x 50 m subparcela 4.","-73.5","-4.16666",NA,NA,NA,NA,"23","Maynas","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"490","4"
"119","2008-05-27 22:02:00-03","MO","MOBOT","406941","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne",NA,NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4527","1987","2","South America","Brazil","São Paulo","Boraceia, between Moji das Cruzes and Biritiba-Mirim crest of Serra do Mar. Transect 1","-46","-23.58333",NA,NA,NA,NA,"3",NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-1","1"
"120","2008-07-21 09:38:00-03","MO","MOBOT","100141209","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","J.C. Lindeman",NA,"Jan C. Lindeman|Richard S. Cowan","Lindeman 6948","1954","12","South America","Suriname",NA,"Nassau Mts. slope between line 14 and 16 in base A.",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"121","2019-01-25 04:36:00-02","MO","MOBOT","100800077","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","L. Valenzuela (HOXA)",NA,"Luis Valenzuela G.|Jaime Flores|Espiritu Ballesteros|Roy Zhender","Valenzuela Gamarra 28358","2014","8","South America","Peru","Pasco","Distrito Palcazú. Parque Nacional Yanachaga Chemillén. Parcela permanente VGYAN03 cerca a cavernas.","-75.2977777","-10.3508333",NA,NA,NA,NA,"12","Oxapampa","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125","3"
"122","2008-05-27 22:02:00-03","MO","MOBOT","1439894","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","fide T. J. Killeen",NA,"Boris A. Krukoff","Krukoff 10829",NA,NA,"South America","Bolivia","La Paz","Tuiri cerca de Mapiri",NA,NA,NA,NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2016-06-06 14:09:00-03","MO","MOBOT","1749940","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Fuentes (USZ)",NA,"D. De la Quintana|Alfredo F. Fuentes|Vicente Lipa","De la Quintana 173","2002","1","South America","Bolivia","La Paz","Región Madidi, río Quendeque, detrás del campamento Retamas.","-67.7888889","-14.9877777",NA,NA,NA,NA,"28","Franz Tamayo","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-03","5"
"124","2020-07-08 18:39:00-03","MO","MOBOT","1762697","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Fuentes (USZ)",NA,"Renate Seidel|et al.","Seidel 8730","2002","2","South America","Bolivia","La Paz","Parque Madidi, orilla izquierda del Río Quendeque, al frente de la embocadura del Río Pascual, terraza aluvial, plana. bosque ribereño en teraza aluvial, con muchos bejucos","-67.8269445","-14.9705556",NA,NA,NA,NA,"4","Franz Tamayo","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"125","2020-07-14 10:05:00-03","MO","MOBOT","1762759","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Fuentes (USZ)",NA,"Renate Seidel|et al.","Seidel 8747","2002","2","South America","Bolivia","La Paz","Parque Madidi, orilla derecha del Río Quendeque, terraza aluvial, plana. Bosque bajo con abundancia de palmeras","-67.7927777","-14.99",NA,NA,NA,NA,"6","Franz Tamayo","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"126","2017-04-11 08:03:00-03","MO","MOBOT","1764064","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Fuentes (USZ)",NA,"Carla Maldonado|Narel Paniagua Zambrana|Juan Cerda","Maldonado Goyzueta 1713","2002","2","South America","Bolivia","La Paz","Parque Nacional Madidi, río Quendeque, al sur de la desembocadura del arroyo Retama.","-67.7888889","-14.9888889",NA,NA,NA,NA,"2","Franz Tamayo","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-08","4"
"127","2020-07-15 16:32:00-03","MO","MOBOT","1865610","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Renate Seidel|et al.","Seidel 7859","1996","6","South America","Bolivia","La Paz","Alto Beni, Concesión de la Cooperativa San Luis; Inventario Forestal. Monte alto","-67.6","-15.0333333",NA,NA,NA,NA,"9","Larecaja","440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"128","2020-07-15 17:05:00-03","MO","MOBOT","1866060","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","R. Seidel",NA,"Renate Seidel|et al.","Seidel 8541","2002","1","South America","Bolivia","La Paz","Parque Madidi, orilla derecha de Río Quendeque, detras del campamento Retamas; terraza alta. monte alto en terraza, sotobosque con Calathea, abundantes bejucos. Parcela Temporal de Muestreo (0.1 ha) 4.","-67.7888889","-14.9877777",NA,NA,NA,NA,"28","Franz Tamayo","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-06","1"
"129","2008-05-27 22:02:00-03","MO","MOBOT","1869033","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"W. Steiner|et al.","Steiner 1109","1997","1","South America","Bolivia","La Paz","Alto Beni, Concesión de San Luis, río Chamaleo. Inventario Forestal. Monte alto","-67.56666","-15.4",NA,NA,NA,NA,"20","Larecaja","430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2009-07-06 15:25:00-03","MO","MOBOT","1968996","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Arthur Cronquist","Isotype","F.C. Hoehne","Hoehne SP 28358","1933","10","South America","Brazil","São Paulo","Jardim Botanico.",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"131","2010-01-01 17:30:00-02","MO","MOBOT","1971326","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","T.D. Pennington","Isotype","John J. Wurdack|Joseph V. Monachino","Wurdack 39595","1955","11","South America","Venezuela","Delta Amacuro","Serrania Imataca. Individuals and timber volume per sq. km. for trees over 30 cm. DBH. 16 and 11 cu. meters. El Palmar-Raudal Trail, Upper Rio Toro Drainage.",NA,NA,NA,NA,NA,NA,"6",NA,"270.00000000","470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2010-12-11 22:41:00-02","MO","MOBOT","3053055","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","S. Altamirona",NA,"Saúl Altamirano|Juan P. Altamirano","Altamirano Azurduy 2492","2004","6","South America","Bolivia","Cochabamba","Santa Anita. Selvas amazónicas de tierra firme. Serie de Swietenia macrophylla - Tetragastiris altissima.","-65.7975","-16.65777",NA,NA,NA,NA,"14","Chapare","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2008-05-27 22:02:00-03","MO","MOBOT","3306553","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","T.D. Pennington",NA,"W. Wayt Thomas","Thomas 10127","1993","10","South America","Brazil","Bahia","Mun. Prado. Reserva Florestal da Brasil de Holanda Industrias S.A.; the entrance at Km 18 east of Itamaraju on road to Prado, 8 km from entrance. Southern Bahian moist forest. ''Tabuleiro''.","-39.33333","-17.18333",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","3318251","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","P. Fiaschi",NA,"FIASCHI","FIASCHI 2592","2004","10","South America","Brazil","Bahia","Valença: RPPN Fazenda Água Branca. Distrito de Jequiriça. Estrada de Valença para Guaibim, ca. 2 km entrada à esq., 8 km, rumo à sede da reserve.","-39.09027","-13.32888",NA,NA,NA,NA,"30",NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","3453534","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","M.M.F. Melo",NA,"Gert G. Hatschbach|C. Koczicki","Hatschbach 20921","1969","1","South America","Brazil","Paraná","Col. Floresta (mun. Morretes). Mata pluvial da encosta de morro.",NA,NA,NA,NA,NA,NA,"24",NA,"50.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2016-10-13 05:57:00-03","MO","MOBOT","404881","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","T. Pennington",NA,"David A. Neill|Fernando Hurtado","Neill 8862","1989","1","South America","Ecuador","Pastaza","Via Auca, 115 km S of Coca, 10 km S of Napo-Pastaza border; near Río Tiguino. Tropical Moist Forest on low hills. Primary forest; trees felled for road construction. Entrance road to PETROCANADA oil well site.","-76.91666","-1.25",NA,NA,NA,NA,"26",NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-5","7"
"137","2008-10-14 09:22:00-03","MO","MOBOT","407159","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","T. D. Pennington (K)",NA,"K. Izawa","Izawa 31","1979","6","South America","Bolivia","Pando","Mukden. Voucher for study of food plants of Saddle Backed Tamarin (Saguinus fuscicollis).","-69.0333333","-11.1833333",NA,NA,NA,NA,NA,"Nicolas Suarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1"
"138","2015-09-29 15:03:00-03","MO","MOBOT","407424","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","A. Alves-Araújo",NA,"Ariane L. Peixoto|Alwyn H. Gentry|Elsa M. Zardini|Carolyn Proença|O.L. Peixoto","Peixoto 3077","1985","2","South America","Brazil","Espírito Santo","Linhares, Reserva Florestal de CVRD. Transect 1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-5","3"
