"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"52","2020-12-20 21:17:04-03","UFV","VIC","12496","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Heringer, E.P.","225","1941","04","08",NA,"Brasil","Minas Gerais",NA,"Estação Experimental Coronel Pacheco",NA,NA,NA,"Planta herbácea, de lugares úmidos, flores amarelas.","VIC012496","VIC012496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:17:04-03","UFV","VIC","23629","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Bicudo, L.R.H.; et al.","233","1998","10","16",NA,"Brasil","São Paulo","Rosana","Porto Primavera, Margem do Rio Paraná, a jusante da Barragem.","-53.0499992370605","-22.5799999237061",NA,"Mata de galeria, 2m de altura, cálice verde, corola amarela, estandarte com estrias escuras, quilha verde.","VIC023629","VIC023629",NA,NA,"49200","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:35:54-03","UFJF","CESJ","34544","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","M. Pivari","M.O.D. Pivari","006","2001","08","25","América do Sul","Brasil","Minas Gerais","Caratinga","Lagoa Silvana","-42.1391983032227","-19.7896995544434",NA,"Subarbusto com aproximadamente 50cm. Vegetação aquática flutuante com muita luminosidade há 5m da lagoa.","CESJ034544",NA,NA,NA,"49886","auto",NA,NA,"2003","11",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:35:54-03","UFJF","CESJ","40397","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","R.M. Castro","R.M. Castro; A.S.M. Valente; D.S. Pifano; R.O. Garcia; K. Antunes","847","2003","02","19","América do Sul","Brasil","Minas Gerais","São João Nepomuceno","Serra dos Núcleos","-43.0106010437012","-21.5400009155273",NA,"Escandente no pasto. Flores amarelas.","CESJ040397",NA,NA,NA,"20981","auto",NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:43:36-03","UFMS","CGMS","7453","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Ma.C. Souza","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","233",NA,NA,NA,NA,"Brasil","São Paulo","Rosana","Porto Primavera. margem do rio paraná, ajusante da barragem.","-53.0499992370605","-22.5799999237061",NA,"Papilionoideae.","CGMS1014892",NA,NA,NA,"49200","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-06 18:30:29-03","UFPB","JPB","6768","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Sehnem, A","JPB6768","1951","01","19","Southern America","Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,"; DESC: Arbusto",NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-02-10 08:20:57-03","UTFPR","HCF","30326","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","J.M.A. Jesus","V. Ariati","1725","2019","07","10",NA,"Brasil","PR","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"subarbustiva, flor amarela, em área aberta. Área antropizada.",NA,NA,NA,NA,"56988","auto",NA,NA,"2019","10",NA,NA,"01",NA,NA,NA,NA,NA
"59","2020-06-29 09:30:16-03","UFRRJ","RBR","15887","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","E.A. Ferreira","E.A. Ferreira","125","1940","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Faz. Exp. Criação de Pinheiral.","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00015887",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-06-18 10:56:46-03","UFRRJ","RBR","15886","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,NA,"s.n.","1940",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Faz. Exp. de Criação de Pinheiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00015886",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-06-29 09:30:16-03","UFRRJ","RBR","15884","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","G.F. Laun",NA,"92","1940","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pinheiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00015884",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-06-29 09:30:16-03","UFRRJ","RBR","15880","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","E. Faria","E. Faria","s.n.","1940","02",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pinheiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00015880",NA,NA,NA,"57442","auto",NA,NA,"1940","02",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-06-29 09:30:16-03","UFRRJ","RBR","15883","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","C.R. Campêlo","P. Motta","851","1979","10","22",NA,"Brasil","Rio de Janeiro","Itaguaí","UFRRJ, Km 47.","-43.7752990722656","-22.8521995544434",NA,NA,"RBR00015883",NA,NA,NA,"17747","auto",NA,NA,"1979","10",NA,NA,"22",NA,NA,NA,NA,NA
"64","2020-06-29 09:30:16-03","UFRRJ","RBR","15885","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","C.R. Campêlo","C.R. Campêlo; F.P. Motta","872","1979","10","29",NA,"Brasil","Rio de Janeiro","Itaguaí","UFRRJ, Km 47.","-43.7752990722656","-22.8521995544434",NA,NA,"RBR00015885",NA,NA,NA,"17747","auto",NA,NA,"1979","10",NA,NA,"29",NA,NA,NA,NA,NA
"65","2021-03-21 19:34:36-03","UFC","EAC","25176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Duré, R.","Grotta, A.S.","s.n.","1956","11","01","Southern America","Brasil","São Paulo","Paulinia","margens do Rio Ataiba","-47.1500015258789","-22.7600002288818",NA,"Flor Amarela.; Terreno brejoso.","EAC0025176","EAC0025176",NA,NA,"11851","auto",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:25:13-03","MBM","MBM","215668","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd, V.E.","Hatschbach, G.","4064",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Barra do Prova","-49.1150016784668","-25.2061004638672",NA,"=52872","MBM215668",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:25:13-03","MBM","MBM","52872","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rudd, V.E.","Hatschbach, G.","4064",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Barra do Prova","-49.1150016784668","-25.2061004638672",NA,"=215668","MBM052872","MBM052872",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:25:13-03","MBM","MBM","424187","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Jesus, J.M.A.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1725","2019","07","10","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"Subarbustiva, flor amarela, em área aberta.; Área antropizada.","MBM424187",NA,NA,NA,"56988","auto",NA,NA,"2019","10",NA,NA,"01",NA,NA,NA,NA,NA
"69","2020-12-21 16:25:13-03","MBM","MBM","108100","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Rambo, B.","Sehnem, A.","5587",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Osório","Lagoa dos Quadros","-50.2696990966797","-29.8866996765137",NA,NA,"MBM108100","MBM108100",NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-04 02:16:44-03","MNHN","RECOLNAT_MNHN_P","P00758211","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758211' target='other'> <mi>dwc_moreinfo</mi></a>","P00758211","P00758211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 649",NA,NA
"71","2015-09-04 02:16:44-03","MNHN","RECOLNAT_MNHN_P","P00758212","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758212' target='other'> <mi>dwc_moreinfo</mi></a>","P00758212","P00758212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 649",NA,NA
"72","2016-12-22 14:00:48-02","MNHN","RECOLNAT_MNHN_P","P02912449","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912449' target='other'> <mi>dwc_moreinfo</mi></a>","P02912449","P02912449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12572",NA,NA
"73","2016-12-22 14:32:03-02","MNHN","RECOLNAT_MNHN_P","P02912450","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912450' target='other'> <mi>dwc_moreinfo</mi></a>","P02912450","P02912450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12572",NA,NA
"74","2016-12-22 14:25:30-02","MNHN","RECOLNAT_MNHN_P","P02912451","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.|Netto|Swake",NA,"1876","10","12",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro, dans les marais de Belem",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912451' target='other'> <mi>dwc_moreinfo</mi></a>","P02912451","P02912451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8633",NA,NA
"75","2016-12-22 14:30:13-02","MNHN","RECOLNAT_MNHN_P","P02912452","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.",NA,"1876","8","26",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro, Sao Gonçalo",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912452' target='other'> <mi>dwc_moreinfo</mi></a>","P02912452","P02912452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8632",NA,NA
"76","2015-09-04 02:14:13-03","MNHN","RECOLNAT_MNHN_P","P02912453","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.|Netto|Swake",NA,"1876","10","12",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro, dans les marais de Belem",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912453' target='other'> <mi>dwc_moreinfo</mi></a>","P02912453","P02912453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8633",NA,NA
"77","2016-12-22 14:39:15-02","MNHN","RECOLNAT_MNHN_P","P02912455","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, A.",NA,"1876","8","26",NA,"Brésil","Rio de Janeiro",NA,"Rio Janeiro, Sao Gonçalo",NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912455' target='other'> <mi>dwc_moreinfo</mi></a>","P02912455","P02912455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8632",NA,NA
"78","2015-09-04 02:14:13-03","MNHN","RECOLNAT_MNHN_P","P02912456","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brésil",NA,NA,"Province de San Paolo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912456' target='other'> <mi>dwc_moreinfo</mi></a>","P02912456","P02912456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"873",NA,NA
"79","2015-09-04 02:14:13-03","MNHN","RECOLNAT_MNHN_P","P02912460","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Pickel, B.",NA,"1933","1","1",NA,"Brazil","Pernambuco",NA,"Pombos, Pernambuco",NA,NA,"hb","Donné en 1941 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912460' target='other'> <mi>dwc_moreinfo</mi></a>","P02912460","P02912460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,NA
"80","2015-09-04 02:14:13-03","MNHN","RECOLNAT_MNHN_P","P02912468","PreservedSpecimen",NA,NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Hassler, E.",NA,"1900","12",NA,NA,"Paraguay",NA,NA,"Florula cordillerae centralis. In regione cursus superioris fluminis Y-Acá. In palude cordillera de Piribebuy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912468' target='other'> <mi>dwc_moreinfo</mi></a>","P02912468","P02912468_01 P02912468_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6694",NA,NA
"81","2021-02-11 17:18:55-03","UFPR","UPCB","2216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vog.","Rudd, V.E.","Hatschbach, G.","4064","1957","08","20",NA,"Brasil","Paraná","Bocaiúva do Sul","Barra da Prova","-49.1150016784668","-25.2061004638672",NA,"Arbusto, 2m, flor amarela, rajada de castanho. Locais brejosos..","UPCB0038082",NA,NA,NA,"61623","auto",NA,NA,"1959","01",NA,NA,"01",NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1917215","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Dure (PY)","PIN","PIN 342","1992","10","7","South America","Paraguay","Itapúa",NA,"Isla Yacyreta. Matorral dunar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","2829344","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Velva E. Rudd","Gert G. Hatschbach","Hatschbach 4064","1957","8","20","South America","Brazil","Paraná",NA,"Bocaiuva do sul. Barra do Prova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA
"84","2015-05-20 10:35:30-03","UFERSA","MOSS","7777","S","Plantae",NA,NA,"Leguminosae-Pap.","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Oliveira, O.F. de","Oliveira, O.F. de","945","1980","04","30","América do Sul","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado.","-37.589722","-5.905556",NA,"subarbusto; coletado em baixio; solo areno-argiloso; independente; abundante; flor amarela/esverdeada.",NA,NA,NA,NA,NA,NA,"37W35'23","5S54'20","1980","05","100","100","30",NA,NA,NA,NA,NA
"85","2015-05-20 10:35:30-03","UFERSA","MOSS","7778","S","Plantae",NA,NA,"Leguminosae-Pap.","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Oliveira, O.F. de","Oliveira, O.F. de","946","1980","04","30","América do Sul","Brasil","Rio Grande do Norte","Caraúbas","Fazenda Salgado.","-37.588889","-5.905556",NA,"subarbusto; coletado em baixio; solo areno-argiloso; independente; abundante; flor amarela/esverdeada.",NA,NA,NA,NA,NA,NA,"37W35'20","5S54'20","1980","05","100","100","30",NA,NA,NA,NA,NA
"86","2020-06-15 15:30:32-03","UNESP-RC","HRCB","17829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Tiritan, O.","Tiritan, O.","594","1991","04","05",NA,"Brasil","Mato Grosso do Sul","Selvíria","FEP UNESP Ilha Solteira","-51.4188995361328","-20.3672008514404",NA,"Arbusto delgado, flores amarelas e frutos",NA,NA,NA,NA,"74358","auto",NA,NA,"1991","06",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2279947","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"G. Hatschbach","4064","1957","8","20","South America","Brazil","Paraná",NA,"Mun. Bocaiuva do Sul, Barra da Prova",NA,NA,NA,NA,"US02045967","US02045967_01",NA,NA,NA,NA,NA,NA,NA,NA,"150",NA,NA,"Dicotyledonae",NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","2120951","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Glaziou, --","8632","1876","8","26","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Sao Goncala",NA,NA,NA,NA,"US02045970","US02045970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","2120957","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"A. Sampaio","8535","1939","9",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Campos, Faz. Cocomanga",NA,NA,NA,NA,"US02045968","US02045968_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","2370162","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"G. Hatschbach","7777","1961","2","4","South America","Brazil","Paraná",NA,"Cerro Azul",NA,NA,NA,NA,"US02045966","US02045966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","388565","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"C. Novaes","247","1900","12",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Jose de Campos Novaes, Campinas",NA,NA,NA,NA,"US02045969","US02045969_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"92","2019-11-13 11:21:25-03","USP","SPF","202008","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Anônimo","Brandão, M","3850","1975","03","05",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,"SPF00202008",NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-01-22 15:34:19-02","F","FMNH-SEEDPLANTS","V0058820F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi",NA,NA,"F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0058820F","V0058820F_01",NA,"Possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"94","2020-07-23 12:06:59-03","CEPLAC","CEPEC","41165","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi",NA,"E. L. P. G. de Oliveira","E. L. P. G. de Oliveira","774","1984","07","18",NA,"Brasil","Bahia","IPIRÁ","Marg. da estr., prox. ao riacho.","-39.7372016906738","-12.1583003997803",NA,"<ll>dwc_commonname:</ll> Parica, Rolha-de-garrafa",NA,NA,NA,NA,"44834","auto",NA,NA,NA,NA,NA,NA,NA,NA,"13/01/1985",NA,NA,NA
"95","2020-11-04 17:29:18-03","UEM","HUEM","23363","Extra","Plantae",NA,NA,"Leguminosae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Ma.C.Souza","L.R.H.Bicudo; C.J.Campos; S.B.Barbosa","233",NA,NA,NA,NA,"Brasil","São Paulo","Rosana","rio Paraná, Porto Primavera, ajusante da barragem","-53.0499992370605","-22.5799999237061",NA,NA,"HUEM000025759",NA,NA,NA,"49200","auto",NA,NA,"2012","05",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-12 15:02:05-03","UFSCar","SPSC","1005","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"J.J. Soares;M.H. Sousa",NA,"1981","01","29",NA,"Brasil","São Paulo","São Carlos","Fazenda Canchim.",NA,NA,NA,"Flor amarela avermelhada;",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-12 15:02:05-03","UFSCar","SPSC","1006","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"J.J. Soares;M.H. Sousa",NA,"1982","04","15",NA,"Brasil","São Paulo","São Carlos","Fazenda Canchim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-12 15:02:05-03","UFSCar","SPSC","1004","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"M.A.H.O. Souza",NA,"1978","02","13",NA,"Brasil","São Paulo","São Carlos","Fazenda Canchim.",NA,NA,NA,"Flor amarela avermelhada; <ll>dwc_commonname:</ll> Sensitiva&nf;Rolha de garrafa",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-02-12 15:02:05-03","UFSCar","SPSC","6486","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"C. Urbanetz",NA,"2000","03","16",NA,"Brasil","São Paulo","São Carlos","Cerrado UFSCar. Cerrado",NA,NA,NA,"Flor amarela;Cerrado <ll>dwc_commonname:</ll> Rolha de &nf;garrafa",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-08-20 14:55:55-03","UFSC","FLOR","16145","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Antunes, L.L.C.","Sehnem, A.","5587","1951","01","19",NA,"Brasil","Rio Grande do Sul","Osório","Lagoa dos Quadros.","-50.2696990966797","-29.8866996765137",NA,"arbustivo Habitat: lago","FLOR0016145","FLOR0016145",NA,NA,"27350","auto",NA,NA,"2018","12","5","5","18",NA,NA,NA,NA,NA
"101","2017-09-11 17:09:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Sellow, F","s.n",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Brasilia orientali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:09:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Vellozo, JMC","s.n",NA,NA,NA,"Southern America","Brazil",NA,NA,"In silvis maritimis Sebastianopolitanis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 16:27:23-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"In silvis ad Maribi prov. do Alto Amazonas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:41:24-03","UFRGS","ICN","195396","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","selloi","Aeschynomene selloi","Vogel","Antunes, LLC","Hagelund, K","14404","1983","01","09","América do Sul","Brasil","SC","Passo de Torres",NA,"-49.7228012084961","-29.3349990844727",NA,NA,"ICN00031023",NA,NA,NA,"14251","auto",NA,NA,"2017","11",NA,NA,"09",NA,NA,NA,NA,NA
