"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"43","2015-09-05 11:55:43-03","MNHN","RECOLNAT_MNHN_P","P06881137","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Hassler, E.",NA,NA,"Paraguai",NA,NA,"hb",NA,"Plantae Paraguarienses. Aug. 1901/2. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06881137' target='other'> <mi>dwc_moreinfo</mi></a>","P06881137",NA,NA,NA,NA,"(J.Poiss.) Taub.","1901","1","1","Prope Concepcion. Paraguai",NA,NA,"P06881137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7280",NA
"44","2015-09-05 11:55:43-03","MNHN","RECOLNAT_MNHN_P","P06881139","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Meyer, T.",NA,NA,"Argentina",NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06881139' target='other'> <mi>dwc_moreinfo</mi></a>","P06881139","430",NA,NA,NA,"(J.Poiss.) Taub.","1941","10","1","Argentina. Tucuman, Province Tucuman. Argentina, América do Sul",NA,NA,"P06881139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3924",NA
"45","2015-09-05 12:13:00-03","MNHN","RECOLNAT_MNHN_P","P06883160","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Hassler, E.",NA,NA,"Paraguai",NA,NA,"hb",NA,"Plantae Paraguarienses. Aug. 1901/2. Reçu le 8 Janvier 1808 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883160' target='other'> <mi>dwc_moreinfo</mi></a>","P06883160",NA,NA,NA,NA,"(J.Poiss.) Taub.","1901","1","1","Prope Concepcion. Paraguai",NA,NA,"P06883160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7280",NA
"46","2015-09-05 12:13:00-03","MNHN","RECOLNAT_MNHN_P","P06883161","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Pedersen, T.M.",NA,NA,"Argentina",NA,NA,"hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883161' target='other'> <mi>dwc_moreinfo</mi></a>","P06883161",NA,NA,NA,NA,"(J.Poiss.) Taub.","1954","11","2","Same locality as no. 2793. Argentina, América do Sul",NA,NA,"P06883161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2793 A",NA
"47","2015-09-05 12:13:00-03","MNHN","RECOLNAT_MNHN_P","P06883165","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Hassler, E.",NA,NA,"Paraguai",NA,NA,"hb",NA,"Plantae Paraguarienses. Oct. 1901/2. Reçu le 8 Janvier 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883165' target='other'> <mi>dwc_moreinfo</mi></a>","P06883165",NA,NA,NA,NA,"(J.Poiss.) Taub.","1901","1","1","Prope Concepcion. Paraguai",NA,NA,"P06883165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7280",NA
"48","2016-12-21 15:51:08-02","MNHN","RECOLNAT_MNHN_P","P06883167","PreservedSpecimen",NA,"Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Pedersen, T.M.",NA,NA,"Argentina",NA,NA,"hb",NA,"Plants of Argentina. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06883167' target='other'> <mi>dwc_moreinfo</mi></a>","P06883167",NA,NA,NA,NA,"(J.Poiss.) Taub.","1954","8","30","Estancia La Yela. Dep. Empedrado. Prov. Corrientes. Argentina, América do Sul",NA,NA,"P06883167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2793",NA
"49","2021-02-11 17:21:57-03","UFPR","UPCB","49235","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Secorun, A.C.",NA,NA,"Brasil","Mato Grosso","Barão de Melgaço",NA,NA,"Árvore, frutos verdes..",NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","2002","09","18","RPPN SESC Pantanal","-55.9674987792969","-16.1944007873535",NA,"Zaniolo, S.R.","145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","978550","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Antony Jardim|A. Cadden","Jardim 2166","South America","Bolivia","Santa Cruz","Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1995","7","4","Bocamina, Serranía de Sunsas, Tucavaca, cerca al campamento de Emicruz?/RTZ. Bosque seco chiquitano de Anadenanthera con influencia chaqueño. Suelos lateríticos con piedra caliza.","-64.662222","-17.828611",NA,"C.C. Berg (BG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"51","2010-04-23 20:37:00-03","MO","MOBOT","100163634","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Angel L. Cabrera|Silvia M. Botta|Ana M. Cialdella|A.D. Rotman","Cabrera 32253","South America","Argentina","Jujuy","Ledesma",NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1980","11","23","Camino a Higueritas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2009-01-06 10:47:00-02","MO","MOBOT","100163635","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Aurelio Schinini|G. Cuadrado","Schinini Cacace 25012","South America","Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1984","10","11","Camino a Perichón.",NA,NA,NA,"A. Schinini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2009-01-06 10:50:00-02","MO","MOBOT","100163636","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Aurelio Schinini|Sara G. Tressens","Schinini Cacace 17728","South America","Argentina","Corrientes","Capital",NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1979","8","16","Corrientes.",NA,NA,NA,"R. Liesner (MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2015-09-16 06:16:00-03","MO","MOBOT","100464204","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Benedict (Benjamin) Balansa","Balansa 2054","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(J. Poiss.) Taub.","1875","10",NA,"Ascunción.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"1"
"55","2017-05-18 09:56:00-03","MO","MOBOT","100476924","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","E. Mosqueira|I. Loza|E. Renjifo|R. Villanueva|Lander Cuevas","Mosqueira 11","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"984.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","4","24","Area Natural de Manejo Integrado Madidi, comunidad Virgen del Rosario, arroyo Yarimita.","-68.6901389","-14.5414444",NA,"L. Cayola (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-02","2"
"56","2016-05-11 05:35:00-03","MO","MOBOT","100480636","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","Quispe Paucara 121","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"902.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","4","24","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-05","1"
"57","2012-09-06 11:18:00-03","MO","MOBOT","100516664","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","E. Cervantes|E. Portal|Jeaneth Villalobos","Cervantes 227","South America","Bolivia","Chuquisaca","Sud Cinti",NA,NA,NA,NA,"851.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2006","1","11","Municipio Culpina, Trayecto desde La Escuelita de Cañón Verde.","-64.2291667","-21.145",NA,"E. Cervantes (HSB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2012-09-10 16:27:00-03","MO","MOBOT","100520184","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","E. Cervantes|E. Portal|J. Alberto Peñaranda","Cervantes 161","South America","Bolivia","Chuquisaca","Belisario Boeto",NA,NA,NA,NA,NA,"1250.00000000",NA,NA,"(J. Poiss.) Taub.","2007","10","12","Trayecto Villa Serrano hacia la comunidad de Tampa Mayu y Nuevo Mundo hacia el Cuenca del Río Grande.","-64.3152778","-19.0011111",NA,"E. Cervantes (HSB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2012-11-01 09:55:00-02","MO","MOBOT","100538090","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","M. Lazarte|Carla Maldonado|et al.","Lazarte 31","South America","Bolivia","Santa Cruz","Nuflo de Chavez",NA,NA,NA,NA,"265.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2007","10","26","Municipio de Cuatro Cañadas: ubicado a 100 km de la ciudad de Santa Cruz. La Empresa Desarrollos Agricolas S.A.-DESA, Propiedad San Rafael se encuentra distante a unos 35 km al sur de la carretera hacia el Dpto. de Bení. Campamento San Rafaeli, cortina 121","-62.3212223","-17.2886389",NA,"M. Lazarte (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2011-06-15 10:46:00-03","MO","MOBOT","3079691","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Hermes Cuadros V.|Alwyn H. Gentry","Cuadros Villalobos 3452","South America","Colombia","Cesar",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,"(J. Poiss.) Taub.","1987","4","25","Via La Paz a Manure. Primer registro para colombia.",NA,NA,NA,"R. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2016-05-11 05:35:00-03","MO","MOBOT","100549589","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","Quispe Paucara 398","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"914.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","5","6","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6933333","-14.5469444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1"
"62","2016-05-11 05:35:00-03","MO","MOBOT","100549609","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","Quispe Paucara 173","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"902.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","4","24","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-05","1"
"63","2016-05-11 05:35:00-03","MO","MOBOT","100549613","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|V. Apaza|M. Tintaya|M. Cuevas","Quispe Paucara 176","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"902.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","4","24","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6902777","-14.5408333",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-05","1"
"64","2016-05-11 05:35:00-03","MO","MOBOT","100549642","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","Quispe Paucara 414","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"914.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","5","6","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6933333","-14.5469444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1"
"65","2016-05-11 05:35:00-03","MO","MOBOT","100549677","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","Quispe Paucara 432","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"914.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","5","6","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6933333","-14.5469444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1"
"66","2016-05-11 05:35:00-03","MO","MOBOT","100550211","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","Quispe Paucara 441","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"914.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","5","6","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6933333","-14.5469444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1"
"67","2016-05-11 05:35:00-03","MO","MOBOT","100550715","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","Quispe Paucara 468","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"914.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2012","5","6","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.","-68.6933333","-14.5469444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1"
"68","2013-01-07 14:49:00-02","MO","MOBOT","100555747","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Ariel Lliully|J. Alberto Peñaranda|et al.","Lliully 1190A","South America","Bolivia","Chuquisaca","Luis Calvo",NA,NA,NA,NA,"617.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2008","7","10","Municipio de Villa Vaca Guzman, P.N. y Área de Manejo Integrado de la Serranía del Iñao. Por el camino entre el río Grande, aprox. a 5 km de la comunidad de Montegrande.","-63.9202778","-19.1780556",NA,"A. Lliully (HSB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2016-04-27 05:36:00-03","MO","MOBOT","100594749","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17804","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","2"
"70","2016-04-27 05:36:00-03","MO","MOBOT","100594796","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17821","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","1"
"71","2016-04-27 05:36:00-03","MO","MOBOT","100595498","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17843","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","2"
"72","2016-04-27 05:36:00-03","MO","MOBOT","100595509","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17854","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","2"
"73","2016-04-27 05:36:00-03","MO","MOBOT","100595530","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17862","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","2"
"74","2016-04-27 05:36:00-03","MO","MOBOT","100595574","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","Fuentes Claros 17889","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"951.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2013","4","18","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).","-68.5425277","-14.4654444",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","3"
"75","2014-05-29 09:52:00-03","MO","MOBOT","100708146","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18610","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"76","2014-05-29 07:54:00-03","MO","MOBOT","100708348","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18578","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"77","2014-05-28 08:53:00-03","MO","MOBOT","100708408","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18539","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"78","2014-05-28 10:28:00-03","MO","MOBOT","100708430","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18560","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"79","2014-05-28 10:38:00-03","MO","MOBOT","100708431","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18561","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"80","2014-05-28 14:25:00-03","MO","MOBOT","100708443","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani|Remberto Jove","Fuentes Claros 18570","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"662.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","1","Parque Nacional Madidi, Azariamas, cerca de unión de río Resina y Tuichi.","-68.5658333","-14.325",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3"
"81","2014-05-26 10:47:00-03","MO","MOBOT","100708488","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18663","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","8","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
"82","2014-05-28 10:15:00-03","MO","MOBOT","100708650","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18699","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","8","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
"83","2014-05-29 13:47:00-03","MO","MOBOT","100708882","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18760","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","8","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
"84","2014-05-29 13:54:00-03","MO","MOBOT","100708886","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","Fuentes Claros 18762","South America","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,"(J. Poiss.) Taub.","2014","4","8","Parque Nacional Madidi, Azariamas, ladera alta.","-68.5723889","-14.3334722",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3"
