"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","previousCatalogNumber"
"11","2015-02-10 11:46:21-02","BM","SOLANACEAE_SOURCE_BR","39373","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Knapp, S.","Herb. Ledebour","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"E Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","2009","10","14",NA,NA,NA,NA,NA
"12","2015-02-10 11:46:21-02","BM","SOLANACEAE_SOURCE_BR","63601","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Knapp, S.","Barboza, G.E.; Filippa, E.M.; Gutiérrez, M.A.","1631","2006","02","24","Southern America","Brazil","Paraná","Morretes","por el camino de la Graciosa viniendo desde Quatro Barras rumbo a Morretes, just en una bajada al lado del cartel que indica Camino de Graciosa Pr no. 410 (a 50 m abajo del Recanto Eugenheiro Lacerda y a 6 km de la Entrada a la Graciosa)","-48.900556","-25.499167","860","860",NA,"arbusto 3 m","BM001120476",NA,NA,"Dicotyledoneae","2012","02",NA,NA,NA,"-48.900556","-25.499167",NA
"13","2015-02-10 11:46:21-02","BM","SOLANACEAE_SOURCE_BR","63601","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Knapp, S.","Barboza, G.E.; Filippa, E.M.; Gutiérrez, M.A.","1631","2006","02","24","Southern America","Brazil","Paraná","Morretes","por el camino de la Graciosa viniendo desde Quatro Barras rumbo a Morretes, just en una bajada al lado del cartel que indica Camino de Graciosa Pr no. 410 (a 50 m abajo del Recanto Eugenheiro Lacerda y a 6 km de la Entrada a la Graciosa)","-48.900556","-25.499167","860","860",NA,"arbusto 3 m","CORD00013297",NA,NA,"Dicotyledoneae","2012","02",NA,NA,NA,"-48.900556","-25.499167",NA
"14","2015-02-10 11:46:21-02","BM","SOLANACEAE_SOURCE_BR","26021","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Knapp, S.","Ribas, O.S.; Cordeiro, J.","252","1990","02","08","Southern America","Brazil","Paraná","Morretes","Estação Marumbi.","-48.8344","-25.4769",NA,NA,NA,"Arbusto 2 m, pétalas alvas anteras amarelas.; Orla de rio encachoeirado.","BM000935401",NA,NA,"Dicotyledoneae","1993","01","01","30514","auto",NA,NA,NA
"15","2020-02-08 10:36:11-03","NBC","NL-BOTANY","U.1750270","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp",NA,"Lindeman JC; Haas JH de",NA,"1966","04","27","Southern America","Brazil",NA,NA,"Brasiliae Australis. Est. Parana. Near sawmill Brandalize, N. of Rio Chopim, ca. 20 km N of Clevelandia, in Araucaria forest.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1750270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1750270","NL-U1750270",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-24 17:10:04-03","UFES","SAMES","7462","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehman,J.R.","Korte,A.; Kniess,A.","1739","2010","02","05",NA,"Brasil","Santa Catarina","Santa Terezinha","Nova Esperança; interior do fragmento","-50.0080986022949","-26.778600692749","535","535",NA,"Flor branca Habitat: Floresta Ombrófila Mista/Floresta Ombrófila Densa Habito: Arbusto","SAMES07462",NA,NA,NA,NA,NA,NA,"30684","auto","-499505556.0","-267302778.0",NA
"17","2021-03-24 17:10:04-03","UFES","SAMES","7512","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehman,J.R.","Verdi,M.; Klettenberg,D.H.;Klemz,G.","3527","2010","01","30",NA,"Brasil","Santa Catarina","Treviso","Nova Brasília","-49.4575004577637","-28.5156002044678","555","555",NA,"Flor branca Habito: Arbusto","SAMES07512",NA,NA,NA,"2011","07","07","11745","auto","-494986111.0","-284436111.0",NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051213","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","L. A. Mentz","O. S. Ribas; L. B. S. Pereira","1355","1996","3","10",NA,"Brazil","Parana",NA,"Alto da serra, rio Itararé (Mun. Guaratuba).","-48.5667","-25.9",NA,NA,NA,"Arbusto, 2 m, flor alvacenta, fruto imaturo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051214","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","G. Hatschbach","O. S. Ribas; J. Cordeiro, E. Barbosa","763","1995","1","19",NA,"Brazil","Parana",NA,"Serra Marumbi, picada ao Olimpo (Mun. Morretes).","-48.8167","-25.4667",NA,NA,NA,"Arbusto, 1.50 m, flores alvas, estames amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:06:42-03","FURB","FURB","13185","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Giacomin, LL; Stehmann, JR","Dreveck, S.; Carneiro, F.E.","877","2009","05","07",NA,"Brasil","Santa Catarina","Alfredo Wagner","Pedra Branca.","-49.3222223","-27.8116667","1120","1120",NA,"Florística IFFSC 249(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: arbustiva; Fruto verde;","FURB44130","FURB44130",NA,NA,"2009","08","03",NA,NA,"-49.3222223","-27.8116667",NA
"21","2020-10-14 10:06:42-03","FURB","FURB","26969","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehmann, JR","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1624","2010","03","16",NA,"Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","533","533",NA,"Florística IFFSC e518b (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta; flor branca","FURB44131","FURB44131",NA,NA,"2011","07","07",NA,NA,"-49.2313889","-27.1813889",NA
"22","2020-10-14 10:06:42-03","FURB","FURB","26978","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehmann, JR","Korte, A.; Kniess, A.","1801","2010","02","18",NA,"Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","802","802",NA,"Florística IFFSC 625 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca com estames amarelos","FURB44128","FURB44128",NA,NA,"2011","07","07",NA,NA,"-50.1305556","-27.0002778",NA
"23","2020-10-14 10:06:42-03","FURB","FURB","26990","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehmann, JR","Korte, A.; Kniess, A.","1739","2010","02","05",NA,"Brasil","Santa Catarina","Santa Terezinha","Nova Esperança.","-49.9505556","-26.7302778","535","535",NA,"Florística IFFSC 797 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor branca","FURB03591","FURB03591",NA,NA,"2011","07",NA,NA,NA,"-49.9505556","-26.7302778",NA
"24","2020-10-14 10:06:42-03","FURB","FURB","26995","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehmann, JR","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3527","2010","01","30",NA,"Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","555","555",NA,"Florística IFFSC 74 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB44129","FURB44129",NA,NA,"2011","07","07",NA,NA,"-49.4986111","-28.4436111",NA
"25","2020-10-14 10:06:42-03","FURB","FURB","34982","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Stehmann, JR","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","3217","2010","01","28",NA,"Brasil","Santa Catarina","Siderópolis","Belvedere Baixo.","-49.4130556","-28.5263889","453","453",NA,"Voucher estéril IFFSC 59 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB44126","FURB44126",NA,NA,"2010",NA,NA,NA,NA,"-49.4130556","-28.5263889",NA
"26","2019-08-16 08:41:14-03","UTFPR","HCF","22756","S","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","J.R. Stehmann","A. Korte","1801","2010","02","18",NA,"Brasil","SC","Taió","Fazenda Tarumã","-50.130556","-27.000278","802","802",NA,"arbusto. Flor branca com estames amarelos. Floresta Ombrófila Densa em estágio avançado. Interior do fragmento. Florística IFFSC 625.",NA,NA,NA,NA,"2011","07","07",NA,NA,"50°07'50 W","27°00'01 S",NA
"27","2020-12-21 16:45:45-03","MBM","MBM","64245","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Mentz, L.A.","Oliveira, P.I.","210",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM064245","MBM064245",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"28","2020-12-21 16:45:45-03","MBM","MBM","192214","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Mentz, L.A.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1355",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Rio Itacaré, alto da serra","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM192214","MBM192214",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA
"29","2020-12-21 16:45:45-03","MBM","MBM","171539","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Hatschbach, G.","Ribas, O.S.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","763","1995","01","19","Southern America","Brazil","Paraná","Morretes","Serra Marumbi, picada ao Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM171539","MBM171539",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"30","2020-12-21 16:45:45-03","MBM","MBM","68792","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Knapp, S.","Oliveira, P.I.","285","1981","02","11","Southern America","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Arbusto 2m, flor alvecente, frutos verdes.; Mata secundária.","MBM068792","MBM068792","HOLOTYPE",NA,"1991",NA,NA,"30514","auto",NA,NA,NA
"31","2020-12-21 16:45:45-03","MBM","MBM","134098","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Mentz, L.A.","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","252",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM134098","MBM134098",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"32","2020-12-21 16:45:45-03","MBM","MBM","14796","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Knapp, S.","Hatschbach, G.","23909","1970","02","25","Southern America","Brazil","Paraná","Morretes","Serra Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM014796","MBM014796",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"33","2020-12-21 16:45:45-03","MBM","MBM","400041","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Lozano, E.D.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2937","2015","02","23","Southern America","Brazil","Paraná","Quatro Barras","Anhangava, próximo à base do morro","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Arbusto, 1 m, flores amarelas.; Floresta Ombrófila Densa Montana, margem de riacho, interior da mata.","MBM400041","MBM400041",NA,NA,"2015",NA,NA,"17116","auto",NA,NA,NA
"34","2020-12-11 11:42:06-03","UFMG","BHCB","133642","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cf. gertii","Solanum cf. gertii","S. Knapp",NA,"Dreveck, S; Carneiro, FE","877","2009","05","07","Southern America","Brasil","Santa Catarina","Alfredo Wagner","Pedra Branca.","-49.322222","-27.811667","1120","1120",NA,"Arbustiva 3m; Interior do fragmento. Floresta Ombrófila Mista.","BHCB017143",NA,NA,NA,NA,NA,NA,NA,NA,"-49.322222","-27.811667",NA
"35","2020-12-11 11:42:10-03","UFMG","BHCB","143705","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Schmitt, JL; Caglioni, E; Andrade, S; Cristofolini, C","1624","2010","03","16","Southern America","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá","-49.231406","-27.181397","533","533",NA,"Florística IFFSC e518b. Arvoreta. Floresta Ombrófila Densa. Estádio de sucessão avançado. No entorno de fragmento. Flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.231406","-27.181397",NA
"36","2020-12-11 11:42:10-03","UFMG","BHCB","143711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Korte, A; Kniess, A","1801","2010","02","18","Southern America","Brasil","Santa Catarina","Taió","Fazenda Tarumã","-50.130556","-27.000278","802","802",NA,"Florística IFFSC 625. Arbusto, 1,8m. Floresta Ombrófila Densa. Estádio de sucessão avançado. Interior do fragmento. Flor branca com estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.130556","-27.000278",NA
"37","2020-12-11 11:42:10-03","UFMG","BHCB","143723","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Korte, A; Kniess, A","1739","2010","02","05",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Florística IFFSC 797. Arbusto, 2m. Ecótono Floresta Ombrófila Densa e Floresta Ombrófila Mista. Estádio de sucessão médio. Interior do fragmento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:42:10-03","UFMG","BHCB","143728","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Verdi, M; Klettenberg, DH; Klemz, G","3527","2010","01","30","Southern America","Brasil","Santa Catarina","Treviso","Nova Brasília","-49.498611","-28.443611","555","555",NA,"Florística IFFSC 74. Arbusto, 2,5m. Floresta Ombrófila Densa. Estádio de sucessão avançado. Interior de fragmento. Flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.498611","-28.443611",NA
"39","2020-12-11 11:42:10-03","UFMG","BHCB","151122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Meyer, FS","672","2008","04","04","Southern America","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal. Coletado na Mata Cilar.","-49.378611","-26.250556",NA,NA,NA,"Arbusto coletado na mata cilar, em região de Floresta Ombrófila Densa Montana. Frutos de coloração branca.; Arbusto. Frutos de coloração branca; Floresta Ombrófila Densa Montana.","BHCB002574","BHCB002574",NA,NA,"2013",NA,NA,NA,NA,"-49.378611","-26.250556",NA
"40","2020-12-11 11:42:10-03","UFMG","BHCB","50516","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Perri, CG","s.n.","1987","04","26","Southern America","Brasil","Paraná","Londrina","Parque Estadual Mata do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Arbusto 1,5m; flores brancas.; Arbusto 1,5 m; flores brancas.","BHCB017194",NA,NA,NA,"2013",NA,NA,"63728","auto",NA,NA,NA
"41","2020-12-11 11:42:10-03","UFMG","BHCB","50517","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp",NA,"Soares, LHS","10","1985","05","26","Southern America","Brasil","Paraná","Londrina","Vivendas do Arvoredo","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Arbusto 1,4m; flores brancas, frutos maduros escuros; frequente na área.; Arbusto 1,4 m.","BHCB017193",NA,NA,NA,"2013",NA,NA,"63728","auto",NA,NA,NA
"42","2012-05-15 15:41:00-03","MO","MOBOT","2969399","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Sandra Knapp, (BM)","Jim Conrad|Werner Dietrich","Conrad 2040","1974","1","5","South America","Brazil","Paraná",NA,"Banks of the Rio do Santa near the bridge of Highway 101, between Curitiba and Joinville, at km 70.","-48.9391666","-25.8591667","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","2970347","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","G. Hatschbach","O.S. Ribas","Ribas 763","1995",NA,NA,"South America","Brazil","Paraná",NA,"Morretes. Serra Marumbi, picada ao Olimpo. Orla de rio encachoeirado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","2970477","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","L.A. Mentz","O.S. Ribas","Ribas 1355","1996",NA,NA,"South America","Brazil","Paraná",NA,"Guaratuba. Alto da serra, rio Itararé. Clareiras da mata às margens do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2973518","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","Sandra Knapp, (BM)","P.I. Oliveira","Oliveira 210","1980","2","12","South America","Brazil","Paraná",NA,"Guaratuba. Alto da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","3075151","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S. Knapp","S. Knapp 9NY)","Jomar G. Jardim","Jardim 3165","2000","11","3","South America","Brazil","Bahia",NA,"Ribeirão do Largo: Rod. Itambé/Encruzihada, entrada para fazendas de cafe 22.3 km. Região do Tomba.","-40.75111","-15.32833","880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:32:13-03","USP","SPF","141261","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","Mentz, LA","Ribas, OS","1355","1996","03","10",NA,"Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"SPF00141261","SPF00141261",NA,NA,"1998",NA,NA,"41937","auto",NA,NA,NA
"48","2021-03-25 13:53:40-03","UNIVILLE","JOI","15198","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp","J.R. Stehmamn","M. Bolson","433",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"JOI015198",NA,NA,NA,"2011","06","28",NA,NA,NA,NA,NA
"49","2019-10-07 09:18:15-03","UEFS","HUEFS","21639","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","gertii","Solanum gertii","S.Knapp",NA,"Ribas, O.S.","763","1995","01","19",NA,"Brasil","Paraná","Morretes","Serra Marumbi, picada ao Olimpo.","-48.834400177002","-25.476900100708",NA,NA,NA,"Encachoeirado.","HUEFS0021639","HUEFS0021639",NA,"Asteranae",NA,NA,NA,"30514","auto",NA,NA,NA
