"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"656","2021-03-01 16:33:27-03","UNICAMP","UEC","175487","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Kuntz-Galvão, J; Barros, TC; Cabral, F","2012","02","02",NA,"Brazil",NA,NA,"Arvoreta ca. 2,5m alt.; flores amarelas e frutos imaturos verdes.","UEC030121","Magnoliopsida",NA,"(L.) A.DC.","Kuntz-Galvão, J","660","Mato Grosso do Sul","Rio Verde","Serra da Alegria, beira da estrada.",NA,NA,"UEC030121",NA,NA,NA,NA,NA,NA,NA,NA,"2012","11",NA,NA,NA,NA,NA,NA
"657","2021-03-01 16:33:27-03","UNICAMP","UEC","193273","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Azevedo, DT; et al.","2012","11","04",NA,"Brazil",NA,NA,"árvore 3,00m de altura. Flor amarela. Fruto ausente.","UEC131966","Magnoliopsida",NA,"(L.) A.DC.",NA,"75","Mato Grosso do Sul","Rio Verde de Mato Grosso","Estância Paraíso, margem de rio.","-54.585278","-18.862694","UEC131966","300","300",NA,NA,NA,NA,"-54.585278","-18.862694",NA,NA,NA,NA,NA,NA,NA,NA
"658","2021-03-01 16:33:27-03","UNICAMP","UEC","197993","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Pires, TP; Silva, BG","2017","05","10",NA,"Brazil",NA,NA,"Indivíduo de hábito arbustivo com 60 cm de altura, em ambiente pouco sombreado e solo pedregoso, flores alaranjadas.; Stricto sensu","UEC154341","Magnoliopsida",NA,"(L.) A.DC.","Silva, BG","83","São Paulo","Jundiaí","Cerrado da UNIDAM","-46.895556","-23.163889","UEC154341 UEC154341_v01 UEC154341_v02","758","758",NA,NA,NA,NA,"-46.895556","-23.163889","2017","06","23",NA,NA,NA,NA,NA
"659","2020-02-10 17:53:35-03","UNICAMP","UEC","32183","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Oliveira, PEAM","1982","12","15",NA,"Brazil",NA,NA,"fruto, Arvoreta ca. 2 m com frutos verdes.. N. V. murici.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Oliveira, PEAM","164","Distrito Federal","Brasília","Reserva Biológica de Águas Emendadas. Ca","-47.55","-15.583333",NA,NA,NA,NA,NA,NA,NA,"-47.55","-15.583333","1982","12",NA,NA,NA,NA,NA,NA
"660","2020-02-10 17:53:35-03","UNICAMP","UEC","43064","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Ratter, JA; Argent, GCG","1983","11","21",NA,"Brazil",NA,NA,"flor, In cerrado. 1 ,5 tall. Flowers yellow, fading to orange. Glands on calyx green.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"4938","São Paulo","Angatuba","Instituto Florestal.","-48.416667","-23.45",NA,NA,NA,NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA,NA,NA
"661","2020-02-10 17:53:35-03","UNICAMP","UEC","43113","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Ratter, JA; Shepherd, GJ; Rocha, DMS; Argent, GCG; Gibbs, PE","1983","11","11",NA,"Brazil",NA,NA,"flor, Small tree, 4 m tall. 4 cm dbh. Flowers yellow. In cerradão.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"4846","São Paulo","Angatuba","Instituto Florestal.","-48.416667","-23.45",NA,NA,NA,NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA,NA,NA
"662","2020-02-10 17:53:35-03","UNICAMP","UEC","44853","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Bicudo, LRH; Campos, CJ; Amaral Jr, A","1986","03","18",NA,"Brazil",NA,NA,"fruto, Árvore com 8 m de altura. Tronco com 20 cm de circunferência a 30 cm. Solo de frutos verdes.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Bicudo, LRH; Campos, CJ","770","São Paulo","Botucatu","À Margem da Rodovia Municipal (Estrada d","-48.297222","-22.766667",NA,NA,NA,NA,NA,NA,NA,"-48.297222","-22.766667",NA,NA,NA,NA,NA,NA,NA,NA
"663","2020-02-10 17:53:35-03","UNICAMP","UEC","45350","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Pereira, SC","1983","11","24",NA,"Brazil",NA,NA,"flor, Cerrado. Arbusto de 1,5m.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Carvalho, DA","s.n.","Minas Gerais","Campo do Meio",NA,"-45.833333","-21.116667",NA,NA,NA,NA,NA,NA,NA,"-45.833333","-21.116667","1984","04",NA,NA,NA,NA,NA,NA
"664","2020-02-10 17:53:35-03","UNICAMP","UEC","45351","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Pereira, SC","1984","03","15",NA,"Brazil",NA,NA,"flor, Cerrado. Árvore ca. 3,50 m.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Carvalho, DA","s.n.","Minas Gerais","Campo do Meio",NA,"-45.833333","-21.116667",NA,NA,NA,NA,NA,NA,NA,"-45.833333","-21.116667","1984","07",NA,NA,NA,NA,NA,NA
"665","2020-02-10 17:53:35-03","UNICAMP","UEC","9749","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Ratter, JA; Fonseca, SG; Fonsêca Filho, J","1972","09","20",NA,"Brazil",NA,NA,"flor, Tree 5 m tall with very wide crown. Trunk 14 cm in diameter at at breast light: cortex red-pink with paler vertical stripes; wood strow colour. Petals yellow, becoming orange in the center of limb on aging.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"2429","Goiás","Padre Bernado","Region of Fazenda Lagoa Santa. Nr São Be","-48.583333","-15.5",NA,NA,NA,NA,NA,NA,NA,"-48.583333","-15.5",NA,NA,NA,NA,NA,NA,NA,NA
"666","2020-02-10 17:53:35-03","UNICAMP","UEC","73866","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Marimon, BS","1994","10","19",NA,"Brazil",NA,NA,"flor, Casaca cinza, rugosa com algumas placas que se soltam. Cerrado pedregoso (laterita). Arbusto (2,8 m x 20 cm) corola amarela. Relevo plano. Murici (goma arábica).",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"168-C","Mato Grosso","Nova Xavantina","Margem da direita de acesso ao transecto","-52.348611","-14.690278",NA,NA,NA,NA,NA,NA,NA,"-52.348611","-14.690278",NA,NA,NA,NA,NA,NA,NA,NA
"667","2020-02-10 17:53:35-03","UNICAMP","UEC","75723","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Schiavini, I","1986","10","24",NA,"Brazil",NA,NA,"flor, Cerrado. Árvore, ca. 4 m. corola amarela.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Schiavini, I","29","São Paulo","Uberlândia","Estação Ecológica do Panga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","10",NA,NA,NA,NA,NA,NA
"668","2020-02-10 17:53:35-03","UNICAMP","UEC","9758","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Duarte, MM; Assumpção, A","1977","09","30",NA,"Brazil",NA,NA,"flor, Árvore. Flor amarela. Cerrado. Solo argiloso aremoso seco. Terrestre. Pouco freqüente.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Monteiro, JRB; Prado, AL","985","Mato Grosso","Cuiabá","Estrada do Barro Duro, fundos da UFMT.","-57.016667","-15.598889",NA,"165","165",NA,NA,NA,NA,"-57.016667","-15.598889","1987","09",NA,NA,NA,NA,NA,NA
"669","2020-02-10 17:53:35-03","UNICAMP","UEC","9761","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","?","1979","08","21",NA,"Brazil",NA,NA,"flor, Árvore ca. 3,5 m de altura.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","s.n.","Mato Grosso do Sul","Águas Fundas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982","05",NA,NA,NA,NA,NA,NA
"670","2020-02-10 17:53:35-03","UNICAMP","UEC","9768","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Filho, AS","1976","07","15",NA,"Brazil",NA,NA,"flor, Cerrado.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"4233","Goiás","Brejinho de Nazaré","Fazenda Buriti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2020-02-10 17:53:35-03","UNICAMP","UEC","9769","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Gibbs, PE; Leitão Filho, HF","1996","11","16",NA,"Brazil",NA,NA,"flor, Árvore até 3 m. folhas verde-brancacentas. Flores com pétalas amarelo-avermelhado.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"1546","São Paulo",NA,"25 km NW de Mogi Guaçu. Estação Experime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2020-02-10 17:53:35-03","UNICAMP","UEC","42155","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","1981","03","30",NA,"Brazil",NA,NA,"flor, Arvoreta ca. 3 m de altura; folhas pilosas. Flores amarelas, botôes verde amarelados. Cerrado.","UEC037342","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","6640","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu, adjacências","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"673","2020-02-10 17:53:35-03","UNICAMP","UEC","38803","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Heringer, EP","1978","09","23",NA,"Brazil",NA,NA,"flor, Planta acaule com flores amarelas de Campo Limpo e cerrado.","UEC037323","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","16151","Distrito Federal","Brasília","Próximo a Reserva Ecológico do IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"674","2020-02-10 17:53:35-03","UNICAMP","UEC","30336","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Hutchison, PC","1983","11",NA,NA,"Brazil",NA,NA,"flor, Folhas eretas.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"8519","Goiás","Caiapônia","50 km ao sul de Caiapônia. BR-158, Serra","-51.8102989196777","-16.9566993713379",NA,NA,NA,"77016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2020-02-10 17:53:35-03","UNICAMP","UEC","117652","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Batalha, MA","1999","01","04",NA,"Brazil",NA,NA,"fruto, Arbusto de 3,5 m. frutos verdes. Em campo cerrado.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Batalha, MA","2643","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próxima ao mir","-52.548900604248","-18.4074993133545",NA,NA,NA,"44163","auto",NA,NA,NA,NA,"2000","02",NA,NA,NA,NA,NA,NA
"676","2020-02-10 17:53:35-03","UNICAMP","UEC","44426","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Oliveira Filho, AT","1985","04","07",NA,"Brazil",NA,NA,"fruto, Arvoreta ca. 3 m de altura. Frutos verdes.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"301","Mato Grosso","Chapada dos Guimarães","Salgadeira.","-55.749698638916","-15.460599899292",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2020-02-10 17:53:35-03","UNICAMP","UEC","37250","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Tamashiro, JY; Silva, JE","1985","09","18",NA,"Brazil",NA,NA,"flor, Arvoreta de até 3 m. flores amarelas.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"17867","Mato Grosso do Sul","Selvíria","Faz. Cacildo Arantes.","-51.4188995361328","-20.3672008514404",NA,NA,NA,"74358","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2020-02-10 17:53:35-03","UNICAMP","UEC","48301","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Martins, AB","1985","11","06",NA,"Brazil",NA,NA,"flor, Árvore 4 m.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"s.n.","Mato Grosso do Sul","Selvíria","Fazenda Santa Maria.","-51.4188995361328","-20.3672008514404",NA,NA,NA,"74358","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2020-02-10 17:53:35-03","UNICAMP","UEC","38335","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Martins, FR; Webster, GL; Tamashiro, JY; Yamamoto, K","1984","09","06",NA,"Brazil",NA,NA,"flor, Árvore ca. 6,0 m. glândulas do cálice amarelas tendendo a vermelho, estiletes amarelos. Anteras e linha de deiscência branca e dorso marrom.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"16329","Mato Grosso do Sul","Selvíria","Faz. Exper. UNESP Ilha Solteira.","-51.4188995361328","-20.3672008514404",NA,NA,NA,"74358","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2020-02-10 17:53:35-03","UNICAMP","UEC","25296","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Leitão Filho, HF","1981","09","10",NA,"Brazil",NA,NA,"flor, Arvoreta até 4 m. flores amarelo-alaranjado.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"12978","Mato Grosso do Sul","Três Lagoas","Em cerrado próximo de Ilha Solteira.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"150618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2020-02-10 17:53:35-03","UNICAMP","UEC","9800","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Leitão Filho, HF; Martins, FR","1977","09","18",NA,"Brazil",NA,NA,"flor, Arbusto de 1,5 m . Flores amarelo-alaranjadas.","UEC037685","Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","5961","Minas Gerais","Alpinópolis","Campo rupestre próximo a barragem de Fur","-46.3880996704102","-20.8635997772217",NA,NA,NA,"22010","auto",NA,NA,NA,NA,"1982","08",NA,NA,NA,NA,NA,NA
"682","2020-02-10 17:53:35-03","UNICAMP","UEC","56102","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Andrade, PM","1989","11","18",NA,"Brazil",NA,NA,"flor, Campo. Arbusto de 1,5 m. flor amarela, glândulas no cálice.","UEC037346","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","25622","Minas Gerais","Belo Horizonte","Serra do Curral.","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"683","2020-11-11 16:43:52-03","UNICAMP","UEC","176516","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Monge, M; Aranha, JLM; Shimizu, GH; Caselli, CB; Firens, M; Morokawa, R;","2008","11",NA,NA,"Brazil",NA,NA,NA,"UEC072355","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","870","Minas Gerais","Capitólio","Serra da Canastra","-46.0499992370605","-20.6152992248535","UEC072355",NA,NA,"29474","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"684","2020-02-10 17:53:35-03","UNICAMP","UEC","206441","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Lombello, RA","1998","01","30",NA,"Brazil",NA,NA,NA,"UEC173645","Magnoliopsida",NA,"(L.) A.DC.",NA,"L46","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605","UEC173645",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2020-02-10 17:53:35-03","UNICAMP","UEC","46887","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Semir, J; Martins, AB; Dutilh, JHA; Benacci, JL","1987","07","02",NA,"Brazil",NA,NA,"fruto, Arbusto de 60 cm. Flores amarelas. Cálice ferrugíneo. Glândulas vináceas. Frutos imaturo verdes..",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"19571","Minas Gerais","Carrancas","Cachoeira da fumaça.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-03-01 16:33:27-03","UNICAMP","UEC","135853","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Simões, AO; Jannini, AW","1998","08","17",NA,"Brazil",NA,NA,"Subarbusto, cerca de 30cm, flores amarelas. Em campo.","UEC037328","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","222","Minas Gerais","Carrancas","CAminho para cachoeira da Fumaça","-44.6425018310547","-21.4874992370605",NA,NA,NA,"21143","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"687","2021-03-01 16:33:27-03","UNICAMP","UEC","206444","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Lombello, RA","1997","11","11",NA,"Brazil",NA,NA,"Arbusto, ca. 50cm., frutos verdes redondos.","UEC173647","Magnoliopsida",NA,"(L.) A.DC.",NA,"L42","Minas Gerais","Carrancas","Fazenda do Gaudêncio","-44.6425018310547","-21.4874992370605","UEC173647",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2021-03-01 16:33:27-03","UNICAMP","UEC","206451","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Lombello, RA","1997","11","10",NA,"Brazil",NA,NA,"Arbustivo/ arbóreo, flores amarelas.","UEC173651","Magnoliopsida",NA,"(L.) A.DC.",NA,"L35","Minas Gerais","Carrancas","Gruta da Ponte","-44.6425018310547","-21.4874992370605","UEC173651",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2020-02-10 17:53:35-03","UNICAMP","UEC","102221","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Kinoshita, LS; Kozera, C; Filliettaz, AM","1998","10","07",NA,"Brazil",NA,NA,"flor, Árvore ca. 2 m, flores amarelas.","UEC037345","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","98385","Minas Gerais","Carrancas","Vargem Grande.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"21143","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"690","2020-02-10 17:53:35-03","UNICAMP","UEC","162226","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Shepherd, GJ; Kinoshita, LS; Miotto, STS; Sales, MF; Torres, RB; Miranda, AMCG","1987","06","29",NA,"Brazil",NA,NA,"flor, Arbusto 70-80 cm. Flores amarelas.","UEC024457","Magnoliopsida",NA,"(L.) A.DC.",NA,"19015","Minas Gerais","Itumirim","Serra da Bocaina.","-44.8711013793945","-21.3169002532959","UEC024457",NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2020-02-10 17:53:35-03","UNICAMP","UEC","47230","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Shepherd, GJ; Kinoshita, LS; Miotto, STS; Sales, MF; Torres, RB; Miranda, AMCG","1987","06","29",NA,"Brazil",NA,NA,"flor, Arbusto 70-80 cm. Flores amarelas.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"19015","Minas Gerais","Itumirim","Serra da Bocaina.","-44.8711013793945","-21.3169002532959",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2020-02-10 17:53:35-03","UNICAMP","UEC","9770","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Joly, AM; Müller, C","1972","09","09",NA,"Brazil",NA,NA,"flor, Altura de 2 m. flores amarelas.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"3457","Minas Gerais","Jaboticatubas","Estrada da Usina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2020-02-10 17:53:35-03","UNICAMP","UEC","9772","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Joly, AB; Giulietti, AM; Semir, J; Gemtchujnicov, I; Joly, AM; Martins, F","1972","03","05",NA,"Brazil",NA,NA,"flor, Árvore 4 a 5 m de altura. Flor amarela.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","1231","Minas Gerais","Jaboticatubas","Estrada da Usina km 2.","-43.7449989318848","-19.513599395752",NA,NA,NA,"31264","auto",NA,NA,NA,NA,"1978","12",NA,NA,NA,NA,NA,NA
"694","2021-03-01 16:33:27-03","UNICAMP","UEC","200909","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Morandi, MEF; Futemma, NY; Oliveira, DC; Pereira, JM; Savietto, VF","2017","04","30",NA,"Brazil",NA,NA,"Árvore, tricomas nas folhas, na borda, 4,5 metros de altura, sem látex e sem cheiro, pétalas amarelas; Campo rupestre","UEC183867","Magnoliopsida",NA,"(L.) A.DC.",NA,"20","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, trilha da cachoeira do capão dos palmitos","-43.7449989318848","-19.513599395752","UEC183867",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2021-03-01 16:33:27-03","UNICAMP","UEC","204200","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","2019","05","19",NA,"Brazil",NA,NA,"Cerrado","UEC162374","Magnoliopsida",NA,"(L.) A.DC.","Silva, IDS","31","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, Trilha do Capão","-43.7449989318848","-19.513599395752","UEC162374",NA,NA,"31264","auto",NA,NA,NA,NA,"2019","05","28",NA,NA,NA,NA,NA
"696","2020-02-10 17:53:35-03","UNICAMP","UEC","22779","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Leitão Filho, HF; Martins, FR; Shepherd, GJ","1990","12","09",NA,"Brazil",NA,NA,"flor",NA,"Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","11785","Minas Gerais","Lavras","Em cerrado, próximo a cidade.","-44.999698638916","-21.2453002929688",NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2020-02-10 17:53:35-03","UNICAMP","UEC","22644","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Leitão Filho, HF; Martins, FR; Shepherd, GJ","1980","12","11",NA,"Brazil",NA,NA,"flor, Arvoreta até c. 2 m. flores amarelas, em campo rupestre.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"12063","Minas Gerais","Lavras","Reserva de Poço Bonito.","-44.999698638916","-21.2453002929688",NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2020-02-18 09:34:45-03","UNICAMP","UEC","47529","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Leitão Filho, HF; Santin, DA; Franco, ADC; Francini, R; Grombone-Guaratini, MT; Meira Neto, JAA","1987","06","29",NA,"Brazil",NA,NA,"flor, Cerrado. Arbusto de 1m de alt. Flores amarelas.","UEC037344","Magnoliopsida",NA,"(L.) A.DC.","Francener, A","19301","Minas Gerais","Lavras","Serra da Bocaina.","-44.999698638916","-21.2453002929688",NA,NA,NA,"20044","auto",NA,NA,NA,NA,"2013","09","24",NA,NA,NA,NA,NA
"699","2020-02-10 17:53:35-03","UNICAMP","UEC","9748","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Davis, PH; Shepherd, GJ","1976","07","31",NA,"Brazil",NA,NA,"flor, Norherly campo rupestre. 3 m tree",NA,"Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","59687","Minas Gerais","Ouro Preto","Between Itabirita and junction with Belo","-43.5080986022949","-20.2875003814697",NA,"1200","1200","44599","auto",NA,NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,NA
"700","2020-02-10 17:53:35-03","UNICAMP","UEC","42797","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Brites, VLO","1982","10","11",NA,"Brazil",NA,NA,"flor, Arbusto. Cerrado. 2,00 m de altura.",NA,"Magnoliopsida",NA,"(L.) A.DC.","Carvalho, DA","s.n.","Minas Gerais","Pimenta",NA,"-45.798900604248","-20.4839000701904",NA,NA,NA,"21095","auto",NA,NA,NA,NA,"1985","03",NA,NA,NA,NA,NA,NA
"701","2020-02-10 17:53:35-03","UNICAMP","UEC","45347","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Carvalho, DA","1983","11","17",NA,"Brazil",NA,NA,"Arbusto",NA,"Magnoliopsida",NA,"(L.) A.DC.","Mamede, MCH","2596","Minas Gerais","Pimenta","cerrado","-45.798900604248","-20.4839000701904",NA,NA,NA,"21095","auto",NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA
"702","2020-02-18 09:34:45-03","UNICAMP","UEC","56636","S","Plantae","Malpighiaceae","Byrsonima","verbascifolia","Byrsonima verbascifolia","Tozzi, AMGA; Tozzi, CL","1989","08","04",NA,"Brazil",NA,NA,"flor, Arbusto de flores amarelo-alaranjadas. Campo cerrado.",NA,"Magnoliopsida",NA,"(L.) A.DC.",NA,"23093","Minas Gerais","São Sebastião do Paraíso","Serra do Chapadão.","-46.9914016723633","-20.9169006347656",NA,"1167","1167","24792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
