"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"47","2015-09-04 16:23:58-03","MNHN","RECOLNAT_MNHN_P","P04018651","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04018651' target='other'> <mi>dwc_moreinfo</mi></a>","P04018651","P04018651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 333",NA,NA,NA
"48","2015-10-02 12:04:14-03","MNHN","RECOLNAT_MNHN_P","P00837035","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00837035' target='other'> <mi>dwc_moreinfo</mi></a>","P00837035","P00837035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1428","type",NA,NA
"49","2015-11-06 14:20:48-02","MNHN","RECOLNAT_MNHN_P","P00837036","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00837036' target='other'> <mi>dwc_moreinfo</mi></a>","P00837036","P00837036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1428","type",NA,NA
"50","2015-11-06 14:20:50-02","MNHN","RECOLNAT_MNHN_P","P00837037","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00837037' target='other'> <mi>dwc_moreinfo</mi></a>","P00837037","P00837037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1428","type",NA,NA
"51","2015-09-04 14:50:43-03","MNHN","RECOLNAT_MNHN_P","P03942780","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03942780' target='other'> <mi>dwc_moreinfo</mi></a>","P03942780","P03942780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 333",NA,NA,NA
"52","2015-09-04 14:50:44-03","MNHN","RECOLNAT_MNHN_P","P03942781","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03942781' target='other'> <mi>dwc_moreinfo</mi></a>","P03942781","P03942781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 333",NA,NA,NA
"53","2021-02-11 17:21:34-03","UFPR","UPCB","66195","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.-Arg.) Standl.","Manão, C.Y.G.","Forzza, R.C.","5365","2008","10","19",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Arbusto, próximo de curso d'água. Flores com cálice vermelho e corola alaranjada..",NA,NA,NA,NA,NA,"2014","07","03","9999","9999",NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:21:34-03","UFPR","UPCB","77789","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.-Arg.) Standl.","Zappi, D.","Goldenberg, R. | Fraga, C.N. | Labiak, P.H. | Forzza, R.C. | Fontana, A.P. | Schwartsburd, P.B.","1239","2009","01","17",NA,"Brasil","Espírito Santo","Viana","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, propriedade do Valtinho. Floresta Ombrófila com inselbergues.","-40.541667","-20.306389",NA,"Arbusto, 2m. Botões com corola cor de laranja vivo.",NA,NA,NA,NA,NA,"2011",NA,NA,"-40.541667","-20.306389",NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:21:34-03","UFPR","UPCB","94186","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"Forzza R.C. | Fraga, C.N. | Kollmann, L. | Labiak, P.H. | Amorim, A.M. | Paixão, J.L.","5057","2008","02","16",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Floresta na beira da estrada para a localidade de Alegre.","-40.481944","-20.3025",NA,"Floresta Ombrófila Densa Montana.. Arbusto 1-1,5 m alt. Folhas discolores; raque e ovário vermelhos, corola alaranjada. Frutos vináceos.","UPCB0042244","UPCB0042244","500","500",NA,NA,NA,NA,"-40.481944","-20.302500",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:35-03","UFPR","UPCB","16553","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","Kirkibride Jr., J.H.","Hatschbach, G.","48704","1984","12","07",NA,"Brasil","Espírito Santo","Linhares","BLOQUEADO",NA,NA,NA,"Arbusto, 2m, flor e botão vermelho-abóbora. Mata pluvial..",NA,NA,NA,NA,NA,"1986","01","01","9999","9999",NA,NA,NA,NA,NA,NA
"57","2013-11-26 10:10:00-02","MO","MOBOT","3165902","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C. M. Taylor (MO)","D.A. Folli","Folli 3398","1999","4","19","South America","Brazil","Espírito Santo","Linhares","Linhares; Res. Natural da CVRD; km 6.6;","-40.05","-10.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2013-11-26 10:02:00-02","MO","MOBOT","3165476","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","J.H. Kirkbride, Jr","Gert G. Hatschbach|J.M. Silva","Hatschbach 4804","1984","12","7","South America","Brazil","Espírito Santo","Linhares","Rancho Alto; Linhares.","-40.0666667","-19.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2012-12-05 15:11:00-02","MO","MOBOT","3165561","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C.M. Taylor","W. Wayt Thomas","Thomas 12023","1999","2","6","South America","Brazil","Bahia",NA,"Porto Seguro. Parq. Nac. Monte Pascoal, 3km S of entrance along raod on N side of park. Southern Bahian wet forest, some areas distrubed by selective logging.","-39.4","-16.85",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2013-11-26 10:06:00-02","MO","MOBOT","3165788","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C. M. Taylor (MO)","D.A. Folli","Folli 619","1986","12","10","South America","Brazil","Espírito Santo","Linhares","Res. Natural da CVRD-LINHARES-ES. BRASIL;","-40","-19.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2013-11-26 10:11:00-02","MO","MOBOT","3166020","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C. M. Taylor (MO)","Marcos Sobral","Sobral 4709","1986","3","23","South America","Brazil","Espírito Santo","Linhares","Linhares; Res. Florestal de Linhares;","-40.0333333","-19.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2015-06-11 10:35:00-03","MO","MOBOT","3166133","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C.M. Taylor","José R. Pirani","Pirani 3041","1994","2","19","South America","Brazil","São Paulo",NA,"Conceicao da Barra, Res. Biol do Corrego Grande (IBAMA), a 31km de Pedro Canario e 6km da Base do IBAMA. Floresta de Tabuleiro, muito perturbada.","-48.5102778","-27.5958333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2013-11-26 10:16:00-02","MO","MOBOT","3166093","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","C. M. Taylor (MO)","José R. Pirani","Pirani 1095","1985","1","12","South America","Brazil","Espírito Santo","Aracruz","Aracruz, Ibiracu, margem de BR 101.","-40.3666667","-19.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","11459",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","D. Zappi/19-08-2011","V. Demuner; et al","429","1999","12","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 2,5m, botões florais cor laranja, flores amarelas. Local sombreado úmido.","MBML011459",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","20237",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Carla Y' Gubáu Manão/10-XII-2012","H. Q. Boudet Fernandes; et al","3284","2003","02","25",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru, Sítio Jetibá","-40.676944","-20.096389",NA,"Arbusto, 4m de altura. Folha discolor, frutos alaranjados.","MBML020237",NA,NA,NA,NA,NA,NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","20683",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Daniela Zappi/Set.-2009","L. Kollmann; et al","6146","2003","04","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389",NA,"Arvoreto 2m, na sombra. Frutos maduros pretos.","MBML020683",NA,NA,NA,NA,NA,NA,NA,"40W40'37","20S5'47",NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","26827",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","M.A. Pinho-Ferreira/30-VII-2007","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1862","2006","02","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete, Fazenda Caioaba, Prop.: Cláudio Virloni, trilha da divisa, lado esquerdo","-40.470639","-20.058611",NA,"Arvoreta 4m, flores laranja. Interior de mata em regeneração.","MBML026827",NA,"250","250",NA,NA,NA,NA,"40W28'14,3","20S3'31",NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","26832",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","M.A. Pinho-Ferreira/30-VII-2007","V. Demuner; T. Cruz, M. Belizário, Elias Bausen, Jaqueline","2168","2006","03","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio","-40.546389","-20.123056",NA,"Arvoreta 4m, frutos amarelos. Interior de mata.","MBML026832",NA,"280","280",NA,NA,NA,NA,"40W32'47","20S7'23",NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","27748",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","M.A. Pinho-Ferreira/30-VII-2007","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","809","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.","-40.558611","-19.348056",NA,"Arbusto de 2,5m de alt. Frutos pretos e amarelos.Mata.","MBML027748",NA,"150","150",NA,NA,NA,NA,"40W33'31","19S20'53",NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","28564",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","M.A. Pinho-Ferreira/30-VII-2007","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","705","2006","02","21",NA,"Brasil","Espírito Santo","Governador Lindenberg","Alto Moacir, propr.: Vitório Salomão.","-40.541944","-19.311667",NA,"Arbusto 3,5m de alt. Flores amarelas. Mata em estágio de regeneração.","MBML028564",NA,"350","350",NA,NA,NA,NA,"40W32'31","19S18'42",NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","32957",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Daniela Zappi/Out.-2009","V. Demuner; T. A. Cruz, M. Belisario.","4925","2008","01","29",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.: Claúdio Villoni.","-40.473056","-20.059444",NA,"Arbusto 2m botões florais e flores laranja, frutos verdes. Interior de mata.","MBML032957",NA,"100","100",NA,NA,NA,NA,"40W28'23","20S3'34",NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","33685",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.","D. Zappi/Out.2009","L. Kollmann; et al","10624","2008","02","15",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.519444","-20.291389",NA,"Arbusto 2m na sombra, frutos amarelos. Material prensado em álcool.","MBML033685",NA,NA,NA,NA,NA,NA,NA,"40W31'10","20S17'29",NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","36797",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Carla Y' Gubáu Manão/10-XII-2012","R. C. Forzza; et al","5057","2008","02","16",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.481944","-20.3025",NA,NA,"MBML036797",NA,NA,NA,NA,NA,NA,NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","39387",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","J.A Oliveira/21-06-2012","R. C. Forzza; P.H.Labiak & C.N.Fraga.","5365","2008","10","19",NA,"Brasil","Espírito Santo","Cariacica","Floresta na beira de Estrada para a localidade de Alegre. Floresta Ombrófila Densa Montana.","-40.481944","-20.3025",NA,"Liana. Flores verdes.","MBML039387",NA,NA,NA,NA,NA,NA,NA,"40W28'55","20S18'9",NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","40214",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","J.A Oliveira/21-06-2012","A. P. Fontana; K.A. Brahim","2736","2007","01","27",NA,"Brasil","Espírito Santo","Santa Leopoldina","Rio Bonito, propriedade do Sr. Valdomiro Plaster. Floresta Ombrófila Aberta, mata de encosta.","-40.612222","-20.060583",NA,"Arbusto ca 1,2m. Flores laranjas. Frutos avermelhados","MBML040214",NA,"615","615",NA,NA,NA,NA,"40W36'44","20S3'38,1",NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","40269",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","J.A Oliveira/21-06-2012","A. P. Fontana; K.A. Brahim","2977","2007","02","23",NA,"Brasil","Espírito Santo","Santa Teresa","Julião, prop. do Sr. João Luiz Rodrigues de Souza. Floresta Ombrófila Aberta, mata de encosta","-40.539972","-19.741861",NA,"Arbusto ca 1m., na sombra. Flores laranjas, frutos vermelhos","MBML040269",NA,"643","643",NA,NA,NA,NA,"40W32'23,9","19S44'30,7",NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","40278",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","J.A Oliveira/21-06-2012","A. P. Fontana; K.A. Brahim, L. Kollmann & R. Perdiz","3044","2007","03","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","California, prop. do Sr. Albertino Kriger. Floresta Ombrófila Aberta, mata de encosta","-40.592417","-20.212889",NA,"Arbusto ca 1,5m., frutos laranjas. Na sombra","MBML040278",NA,"565","565",NA,NA,NA,NA,"40W35'32,7","20S12'46,4",NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","45639",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"A. M. Assis; J. Santos & R. Santos","3194","2012","06","29",NA,"Brasil","Espírito Santo","Cariacica","APA Monte Mochuara - divisa com a REBIO Duas Bocas","-40.48725","-20.308778",NA,"Arbusto 3m; botões e flores laranjas. Floresta preservada","MBML045639",NA,"478","478",NA,NA,NA,NA,"40W29'14,1","20S18'31,6",NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","43241",NA,"Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll. Arg.) Standl.",NA,"E.J. de Lírio; L. Marquardt & V.L. Aledi","146","2011","12","20",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Bonito","-40.7461013793945","-20.040599822998",NA,"Floresta Ombrófila Densa. Interior da mata. Arbusto 2m, inflorescência laranja","MBML043241",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA
"80","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","10142",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. C. Zappi/Nov.-1999","W. P. Lopes; E. Bausen & W. Pizziolo","760","1999","05","27",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 1m. Frutos maturos amarelos. Sub-bosque.","MBML010142",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","3286",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","H. Q. Boudet Fernandes","1892","1986","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 1,8m, diâmetro 1cm, ramos da inflorescência rosados, frutos amarelos, ápice rosado, ciófilo, mata.","MBML003286",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","6067",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","W. Pizziolo; et al","344","1990","10","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvoreta +/- 2m, flores cor de abóbora, solo escuro.","MBML006067",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","626",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","H. Q. Boudet Fernandes; W. Boone","2026","1986","10","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva da Fazenda São Joaquim","-39.803889","-18.263889",NA,"Arbusto cerca de 3m, cálice vináceo, corola alaranjada, ciófila, interior de mata.","MBML000626",NA,NA,NA,NA,NA,NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","640",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","H. Q. Boudet Fernandes; W. Boone","2042","1986","10","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva da Fazenda São Joaquim","-39.803889","-18.263889",NA,"Arbusto 1,2m, pêlos bege, inflorescência avermelhada, frutos laranja, ciófila.","MBML000640",NA,NA,NA,NA,NA,NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","642",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","H. Q. Boudet Fernandes; W. Boone","2049","1986","10","16",NA,"Brasil","Espírito Santo","Pedro Canário","Fazenda São Joaquim","-39.803889","-18.263889",NA,"Arbusto 3,5m, caule 2cm de diâmetro, indumento amarelo, inlforescência e cálice vináceos, corola alaranjada, mata em derrubada.","MBML000642",NA,NA,NA,NA,NA,NA,NA,"39W48'14","18S15'50",NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:49:11-03","MBML","MBML-HERBARIO","6347",NA,"Plantae",NA,NA,"Rubiaceae","Psychotria","fulgens","Psychotria fulgens","Müll.Arg.","D. Zappi/Nov.-1999","B. Weinberg",NA,"1984","12","30",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,"Flor laranja, 2,5m de altura, passagem Sr Arthur - Sr Antônio com Dê e Marcos.","MBML006347",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA
"87","2020-11-18 11:50:09-03","UERJ","HRJ","12661","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C.M. Taylor","J.R.Pirani; DC. Zappi 1095","s.n.","1985","01","12",NA,"Brasil","Espírito Santo","Aracruz","Ibiraçu.","-40.2733001708984","-19.8202991485596",NA,NA,"HRJ00012624",NA,NA,NA,NA,"2004",NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA
"88","2020-11-18 11:50:09-03","UERJ","HRJ","12942","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","Manão, C.Y'G.","Manão, C.Y#?#G.; Rosa,L.P.G. da; Molina,L.J.","876","2014","07","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Ecológica Santa Lúcia, final da Trilha do Tarumã, próximo ao riacho.","-40.530278","-19.9725",NA,"Arbusto com 1 m, rara, ciófito, folhas membranácea, material em estado vegetativo.","HRJ00012072",NA,"640","640",NA,"2014","07","12","40º31'49''W","19º58'21''S",NA,NA,NA,NA,NA,NA
"89","2020-11-18 11:50:09-03","UERJ","HRJ","12635","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C.Y.G. Manão","R.C. Forzza; P.H. Labiak; C.N. Fraga","5365","2008","10","19",NA,"Brasil","Espírito Santo","Cariacica","Beira da estrada para Alegre.","-40.4199981689453","-20.2639007568359",NA,NA,"HRJ00012626",NA,NA,NA,NA,"2013","08","12",NA,NA,"18507","auto",NA,NA,NA,NA
"90","2020-11-18 11:50:09-03","UERJ","HRJ","12640","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C.Y.G. Manão","J.R. Pirani,; P. Fiaschi; J.H.L. El Ottra","6169","2011","01","22",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas.","-40.4199981689453","-20.2639007568359",NA,NA,"HRJ00012625",NA,"512","512",NA,"2012","10","02",NA,NA,"18507","auto",NA,NA,NA,NA
"91","2020-11-18 11:50:09-03","UERJ","HRJ","12672","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C.Y.G. Manão","L.F.S. Magnago; V. Demuner, T. Cruz; E. Bausen","809","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedro do Cruzeiro.","-40.6305999755859","-19.539400100708",NA,NA,"HRJ00012622",NA,NA,NA,NA,"2013","08","12",NA,NA,"57036","auto",NA,NA,NA,NA
"92","2020-11-18 11:50:09-03","UERJ","HRJ","12669","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.",NA,"H.Q.B. Fernandes; W. Boone","2042","1986","10","15",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva da Fazenda São Joaquim.","-39.7322006225586","-18.5932998657227",NA,NA,"HRJ00012623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA
"93","2020-11-18 11:50:09-03","UERJ","HRJ","12631","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Palicourea","fulgens","Palicourea fulgens","(Müll.Arg.) Standl.","C.Y.G. Manão","V. Demuner; E. Bausen, W. Pizziolo","429","1999","12","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Teresa.","-40.6002998352051","-19.9356002807617",NA,NA,"HRJ00012627",NA,NA,NA,NA,"2013","08","12",NA,NA,"23813","auto",NA,NA,NA,NA
