"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"47","2020-04-27 16:10:38-03","UFES","VIES","37073","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Carrijo, T.T.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1894","2013","12","03",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"VIES037073","VIES037073",NA,NA,"2014","04","21","23588","auto",NA,NA,NA,NA
"48","2020-04-27 16:10:38-03","UFES","VIES","8347","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Feliz, P.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2837","1992","02","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 126 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008347","VIES008347",NA,NA,"2016","09","27","41644","auto",NA,NA,NA,NA
"49","2020-04-27 16:10:38-03","UFES","VIES","8349","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Feliz, P.","Pereira, O.J.; Gomes, J.M.L.","4370","1992","12","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES008349","VIES008349",NA,NA,"2016","09","27","41644","auto",NA,NA,NA,NA
"50","2020-04-27 16:10:38-03","UFES","VIES","42696","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","B.G. Sossai","Miranda, V.S.; Alves-Araújo, A.; Nepomuceno, A.; Sossai, B. G.; Mendes, B. S.; Drumont, L.; Nichio-Amaral, R.","327","2019","02","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Estrada do Paliteiro. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042696","VIES042696",NA,NA,"2020","03","10","41644","auto",NA,NA,NA,NA
"51","2020-04-27 16:10:38-03","UFES","VIES","42311","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","B.G. Sossai","Sossai, B.G.; Silva, B.N.M.; Alves-Araujo, A.","188","2018","06","17",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042311","VIES042311 VIES042311_1",NA,NA,"2020","03","10","41644","auto",NA,NA,NA,NA
"52","2020-04-27 16:10:38-03","UFES","VIES","42346","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","B.G. Sossai","Mello, B.N.; Sossai, B.G.; Alves-Araújo, A.","48","2018","06","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042346","VIES042346",NA,NA,"2020","03","10","41644","auto",NA,NA,NA,NA
"53","2020-04-27 16:10:38-03","UFES","VIES","42237","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","B.G. Sossai","Souza, T.; Sossai, B.G.; Alves-Araújo, A.","113","2018","04","03",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042237","VIES042237",NA,NA,"2020","03","10","41644","auto",NA,NA,NA,NA
"54","2020-04-27 16:10:38-03","UFES","VIES","27813","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Feliz, P.","Gomes, J.M.L.","4034","2011","05","07",NA,"Brasil","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES027813","VIES027813",NA,NA,"2016","09","27","48094","auto",NA,NA,NA,NA
"55","2020-04-27 16:10:38-03","UFES","VIES","10592","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Feliz, P.","Botelho, R.M.; Assis, A.M.; Cribari, R.S. & Rezende, J.D.","7","2010","04","16",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701","80","80",NA,NA,"VIES010592","VIES010592",NA,NA,"2016","09","27","16451","auto",NA,NA,NA,NA
"56","2020-04-27 16:10:38-03","UFES","VIES","19532","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Feliz, P.","Valadares, R.T.; Sarnaglia Júnior, V.B.","964","2009","11","08",NA,"Brasil","Espírito Santo","Vila Velha","Morro do Moreno.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES019532","VIES019532",NA,NA,"2016","09","27","27156","auto",NA,NA,NA,NA
"57","2020-04-27 16:10:38-03","UFES","VIES","17102","S","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Sousa, J.S.","Pereira, O.J.; Alunos Florística 96/2","5661","1996","11","28",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Biológica de Jacaranema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES017102","VIES017102",NA,NA,"2015","09",NA,"27156","auto",NA,NA,NA,NA
"58","2019-11-01 15:28:26-03","PUC-RIO","FCAB","1963","PreservedSpecimen","Plantae",NA,"Angiospermae","Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"P. Capell S.J.","s.n.","1954","02","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Abuta grande (Vide Pio Corr. I, pg. 15. de hac credo esse e qua aufertur Curare. E silva scandens.","001963",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"59","2015-10-02 19:42:31-03","MNHN","RECOLNAT_MNHN_P","P00748524","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","Musaeo Parisiensi dedit Aug. de St. Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748524' target='other'> <mi>dwc_moreinfo</mi></a>","P00748524","P00748524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-10-01 04:56:27-03","MNHN","RECOLNAT_MNHN_P","P00748525","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Forêt près de Rio de Janeiro",NA,NA,NA,NA,"hb","Musaeo Parisiensi dedit Aug. de St. Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748525' target='other'> <mi>dwc_moreinfo</mi></a>","P00748525","P00748525_01",NA,NA,NA,NA,NA,NA,NA,"956",NA,NA,NA
"61","2015-09-30 21:13:58-03","MNHN","RECOLNAT_MNHN_P","P00748526","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Saint-Hilaire, A. de",NA,"1836","4",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748526' target='other'> <mi>dwc_moreinfo</mi></a>","P00748526","P00748526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-10-02 20:11:00-03","MNHN","RECOLNAT_MNHN_P","P00748527","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Saint-Hilaire, A. de",NA,"1836","4",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00748527' target='other'> <mi>dwc_moreinfo</mi></a>","P00748527","P00748527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374300","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Martius",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374300' target='other'> <mi>dwc_moreinfo</mi></a>","P02374300","P02374300_01",NA,NA,NA,NA,NA,NA,NA,"510",NA,NA,NA
"64","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374301","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Claussen",NA,"1842","1","1",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374301' target='other'> <mi>dwc_moreinfo</mi></a>","P02374301","P02374301_01",NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA
"65","2015-09-04 01:23:02-03","MNHN","RECOLNAT_MNHN_P","P02374303","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Claussen",NA,"1842","1","1",NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374303' target='other'> <mi>dwc_moreinfo</mi></a>","P02374303","P02374303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374289","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Plowman, T.",NA,"1978","3","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374289' target='other'> <mi>dwc_moreinfo</mi></a>","P02374289","P02374289_01",NA,NA,NA,NA,NA,NA,NA,"7327",NA,NA,NA
"67","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374293","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou, A.",NA,"1868","3","13",NA,"Brasil","Rio de Janeiro",NA,"Brésil: Jacarepagua.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374293' target='other'> <mi>dwc_moreinfo</mi></a>","P02374293","P02374293_01",NA,NA,NA,NA,NA,NA,NA,"9348",NA,NA,NA
"68","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374302","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","s.c.",NA,"1867",NA,NA,NA,"Brésil",NA,NA,"Cantagallo",NA,NA,NA,NA,"hb","Comm. Maire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374302' target='other'> <mi>dwc_moreinfo</mi></a>","P02374302","P02374302_01 P02374302_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-04 01:23:02-03","MNHN","RECOLNAT_MNHN_P","P02374304","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Gaudichaud",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374304' target='other'> <mi>dwc_moreinfo</mi></a>","P02374304","P02374304_01",NA,NA,NA,NA,NA,NA,NA,"1071",NA,NA,NA
"70","2015-09-04 01:23:02-03","MNHN","RECOLNAT_MNHN_P","P02374305","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Gaudichaud",NA,"1834","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374305' target='other'> <mi>dwc_moreinfo</mi></a>","P02374305","P02374305_01",NA,NA,NA,NA,NA,NA,NA,"1071",NA,NA,NA
"71","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374299","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou, A.",NA,"1872","5","4",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Gavea, chez Frei Custtódio.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374299' target='other'> <mi>dwc_moreinfo</mi></a>","P02374299","P02374299_01",NA,NA,NA,NA,NA,"57442","auto","5727",NA,NA,NA
"72","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374294","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou",NA,"1868","3","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil: Jacarepagua.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374294' target='other'> <mi>dwc_moreinfo</mi></a>","P02374294","P02374294_01",NA,NA,NA,NA,NA,"57442","auto","9348",NA,NA,NA
"73","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374297","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou, A.",NA,"1878","8","24",NA,"Brasil","Rio de Janeiro","Magé","Brésil, Mandioca.","-43.040599822998","-22.6527996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374297' target='other'> <mi>dwc_moreinfo</mi></a>","P02374297","P02374297_01",NA,NA,NA,NA,NA,"20531","auto","2487",NA,NA,NA
"74","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374298","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou",NA,"1870","1","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Versant de Copacabana.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374298' target='other'> <mi>dwc_moreinfo</mi></a>","P02374298","P02374298_01",NA,NA,NA,NA,NA,"57442","auto","3861",NA,NA,NA
"75","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374292","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Giullemin",NA,"1939","3","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado Painera.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374292' target='other'> <mi>dwc_moreinfo</mi></a>","P02374292","P02374292_01",NA,NA,NA,NA,NA,"57442","auto","729",NA,NA,NA
"76","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374295","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou, A.",NA,"1880","2","1",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra da Estrela.","-43.1786003112793","-22.5049991607666",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374295' target='other'> <mi>dwc_moreinfo</mi></a>","P02374295","P02374295_01",NA,NA,NA,NA,NA,"36524","auto","11786",NA,NA,NA
"77","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374296","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou, A.",NA,"1880","2","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra da EstrellPa.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374296' target='other'> <mi>dwc_moreinfo</mi></a>","P02374296","P02374296_01",NA,NA,NA,NA,NA,"57442","auto","11786",NA,NA,NA
"78","2015-09-04 01:22:50-03","MNHN","RECOLNAT_MNHN_P","P02374291","PreservedSpecimen",NA,NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Gomes-Bezerra","Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Urca.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02374291' target='other'> <mi>dwc_moreinfo</mi></a>","P02374291","P02374291_01",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"79","2020-12-11 11:38:49-03","UFMG","BHCB","45708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:38:49-03","UFMG","BHCB","19325","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","11","02","Southern America","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA
"81","2020-12-11 11:38:49-03","UFMG","BHCB","1196","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.","1942",NA,NA,"Southern America","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309",NA,NA,NA,"mata-margem da lagoa",NA,NA,NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA
"82","2020-12-11 11:38:49-03","UFMG","BHCB","28749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"83","2020-12-11 11:38:49-03","UFMG","BHCB","32680","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"84","2020-12-11 11:38:49-03","UFMG","BHCB","34315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"85","2020-12-11 11:38:49-03","UFMG","BHCB","34330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"86","2020-12-11 11:38:49-03","UFMG","BHCB","69491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers",NA,"Stehmann, JR; Salino, A; Barros, AM; Mota, RC da","3050","2002","03","24","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; caminho para a Lagoa do Meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Trepadeira, no interior da Floresta Estadual Semi-decidual; frutos imaturos verdes. Nome popular: butua, buta",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"87","2021-02-11 17:20:28-03","UFPR","UPCB","81194","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Dinato, D. O.","Dinato, D.O.","27","2012","10","23",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos. Trilha do Poço Verde.","-43.001","-22.296","399","399",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Mata Atlântica. Liana. Folhas papiráceas, discolores. Botões amarelo esverdeados. Sépalas e pétalas amarelo esverdeadas. Anteras amarelas..","UPCB0030034","UPCB0030034","-43.001","-22.296","2012","11",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-11 17:20:28-03","UFPR","UPCB","80506","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A.St.-Hil.) Miers","Araújo, D.","Lombardi, J.A.","8597","2011","07","13",NA,"Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, trilhas a partir da portaria.","-43.003","-22.495","348","348",NA,"Amostra em sílica. Mata atlântica. Liana, plântulas embaixo da planta-mãe, folhas papiráceas, na face abaxial cinza-esverdeadas, infrutescências no caule sem folhas, frutos imaturos negro-esverdeados, polpa mucilaginosa vermelha..",NA,NA,"-43.003","-22.495","2012","02","13",NA,NA,NA,NA,NA,NA
"89","2012-03-30 11:47:00-03","MO","MOBOT","100283432","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","André M. Amorim|et al.","Amorim 6075","2006","6","15","South America","Brazil","Bahia","Arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de Moça. Coletas efetuadas na trilha para a residência do Sr. Mormaço. Floresta Ombrófila Densa Montana.","-39.3416666","-15.1736111","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"90","2010-06-17 15:49:00-03","MO","MOBOT","100283499","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","R.A.X. Borges|et al.","Borges 572","2007","1","16","South America","Brazil","Bahia","Almadina","Serra do Corcovado. 13.8 km ao SW de Coaraci na estrada para almadina. Fazenda São José. Proprietário Senho Francisco. Floresta Ombrófila Densa Montana.","-39.6033333","-14.7058333","650.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"91","2010-06-17 15:55:00-03","MO","MOBOT","100283512","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","Jomar G. Jardim|et al.","Jardim 4363","2005","2","12","South America","Brazil","Bahia","Arataca","Serra das Lontras, ca 7 km no ramal que liga o povoado de Itatinguí à Serra das Lontras. Floresta Ombrófila Densa Montana.","-39.3416666","-15.1736111","600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"92","2013-08-23 04:12:00-03","MO","MOBOT","1490253","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","Dimitri Sucre","Sucre 4223","1968","12","7","South America","Brazil","Rio de Janeiro",NA,"Mata do Judeu. Petropolis.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2013-08-23 04:12:00-03","MO","MOBOT","1490254","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","Dimitri Sucre","Sucre 3997","1968","11","21","South America","Brazil","Rio de Janeiro",NA,"Grota do Jacó. Petrópolis.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","1726570","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Chondrodendron","platiphyllum","Chondrodendron platiphyllum","(A. St.-Hil.) Miers","R. Ortiz (MO)","* CESJ","CESJ 31002","2000","1","16","South America","Brazil","Minas Gerais",NA,"Município de Descoberto. Reserva Biológica da Represa do Grama.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
