"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"48","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1593649","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Krukoff BA",NA,"1936","10","26","Southern America","Brazil","Brazilian Amazonia, basin of rio solimoes, state of Amazonas: municipality Sao Paulo de Olivenca: basin of creek Belem.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593649","NL-U1593649","Baehni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"49","2013-04-01 09:19:22-03","IPT","BCTW","13208","S","Plantae","Magnoliophyta",NA,NA,"Pouteria","virescens","Pouteria virescens",NA,"Silva, N.T.","2998",NA,NA,NA,NA,"Brasil","Jari",NA,NA,NA,NA,NA,NA,"Baehni",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"50","2021-03-24 17:19:23-03","UFMA","MAR","8084","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"L. Coelho",NA,"1968","06","06",NA,"Brasil","Estrada Manaus-Itacoatiara Km 104, lado esquerdo; mata de terra firme; solo argiloso","-63","-5",NA,"Árvore de 20m de altura x 25cm de diâmetro; frutos maduros vermelhos, pilosos",NA,NA,"Baehni","E.B. Almeida Jr.","Amazonas",NA,NA,"Tapauá",NA,NA,"2008","63º00'00W","5º00'00S","06",NA,NA,"15",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3388930","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"A.A. Oliveira","Oliveira 146","1991",NA,NA,"South America","Brazil","Distrito Agropecuario, 90 km NNe Manaus.r eserva 1501 km 41. Projeto Dinamica biologica. Fragmentos FLroestais. Mata de terra firme, entre 50-125 m.","-59.72777","2.40722",NA,NA,NA,NA,"Baehni",NA,"Amazonas","50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-04-05 06:07:00-03","MO","MOBOT","3388390","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Cynthia A. Sothers|P. A. Costa Lima Assunção","Sothers 818","1996","3","7","South America","Brazil","Flroesta de Vertente. Arvore. Solo areno-argiloso, emergente. Sapopemas. Tronco acanalado, ritidoma fissurado longitudinal desprendendo em placas quase retangulares, marrom escuro, 1cm esp. Casca interna em camadas concentricas no corte transversal, amarelo escuro, 1.5 cm. esp. Alburno amarelo ouro. Latex branco aquoso escasso.","-59.96666","2.88333",NA,NA,NA,NA,"Baehni","Pennington","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-04-13 14:26:00-03","MO","MOBOT","100180458","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"D. Sabatier|M. F. Prévost|J.F. Molino","Sabatier 5256","2007","10","9","South America","French Guiana","Savane-roche Virginie. Parcelle SRV3.","-52.15","4.1833333",NA,NA,NA,NA,"Baehni","D. Sabatier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2015-12-27 05:33:00-02","MO","MOBOT","3301815","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ghillean T. Prance|T. D. Pennington|M. Leppard|O.P. Monteiro|José F. Ramos","Prance 22879","1974","10","13","South America","Brazil","BR 319, km 380. Manaus-Porto Velho Road, 2 km south of Rio Jutaí. Forest on terra firme.",NA,NA,NA,NA,NA,NA,"Baehni","T.D. Pennington","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","3388475","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Scott A. Mori","Mori 8813","1976","12","21","South America","French Guiana","Saul; . Near the geographic center of the department of Guyane francaise. Trace La Fumee La Douane.",NA,NA,NA,NA,NA,NA,"Baehni","T.D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","3388562","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Boris A. Krukoff","Krukoff 8863","1936","10","26","South America","Brazil","Municipality Sao paulo de Olivenca; basin of Creek belem. Terra firma; high forest.",NA,NA,NA,NA,NA,NA,"Baehni","T.D. Pennington","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-10 20:43:22-03","INPA","INPA","186898","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sothers, CA","818","1996","03","07","Southern America","Brasil","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0186898","INPA0186898 INPA0186898_e","Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"58","2021-01-10 20:43:22-03","INPA","INPA","186898","Carpo","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sothers, CA","818","1996","03","07","Southern America","Brasil","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0186898","INPA0186898 INPA0186898_e","Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"59","2021-01-10 20:43:22-03","INPA","INPA","191591","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins, LHP","43","1997","09","19","Southern America","Brasil","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0191591","INPA0191591 INPA0191591_e","Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"60","2021-01-10 20:43:22-03","INPA","INPA","191595","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins, LHP","49","1997","09","19","Southern America","Brasil","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0191595","INPA0191595 INPA0191595_e","Baehni","Pennington, TD","Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"61","2021-01-10 20:43:22-03","INPA","INPA","218338","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Azevedo, AB de","41","2006","04","19","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolpho Ducke. Floresta primária de platô. Área do Projeto TEAM. Parcela do Ipiranga, sub-parcela 7, indivíduo n° 158","-59.966667","-2.883333",NA,NA,"INPA0218338","INPA0218338 INPA0218338_e","Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"62","2020-08-31 08:55:00-03","INPA","INPA","220998","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Clarke, HD","11023","2003","07","20","Southern America","Guiana","Potaro - Siparuni Region. Upper Potaro River, 0 - 10 Km S of camp, NE of toe slope of Mt. Wokomung.","-59.778","6.603333",NA,NA,"INPA0220998","INPA0220998 INPA0220998_e","Baehni","Pennington, TD",NA,"620","620",NA,NA,NA,"2005","-59.778","6.603333",NA,NA,NA,NA,NA,NA
"63","2021-01-10 20:43:22-03","INPA","INPA","233029","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Castilho, CV de","780","2002","11","02","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 4.5.","-59.923787","-2.956994",NA,NA,"INPA0233029","INPA0233029 INPA0233029_e","Baehni",NA,"Amazonas","94","94","Manaus",NA,NA,NA,"-59.923787","-2.956994",NA,NA,NA,NA,NA,NA
"64","2021-01-10 20:43:22-03","INPA","INPA","233037","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Castilho, CV de","834","2002","11","06","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 3.5.","-59.932624","-2.958398",NA,NA,"INPA0233037","INPA0233037 INPA0233037_e","Baehni",NA,"Amazonas","103","103","Manaus",NA,NA,NA,"-59.932624","-2.958398",NA,NA,NA,NA,NA,NA
"65","2021-01-10 20:43:22-03","INPA","INPA","233078","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Castilho, CV de","1225","2003","04","10","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O6, km 7.5.","-59.895706","-2.961619",NA,NA,"INPA0233078","INPA0233078 INPA0233078_e","Baehni",NA,"Amazonas","60","60","Manaus",NA,NA,NA,"-59.895706","-2.961619",NA,NA,NA,NA,NA,NA
"66","2020-08-31 08:55:01-03","INPA","INPA","238779","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Prata, EMB","467","2010","09","11","Southern America","Brasil","Floresta Estadual Tapauá.","-62.97931","-6.66741",NA,NA,"INPA0238779","INPA0238779 INPA0238779_e","Baehni","Souza, SS de; Prata, EMB","Amazonas",NA,NA,"Tapauá",NA,NA,"2010","-62.97931","-6.66741","10",NA,NA,NA,NA,NA
"67","2021-01-10 20:43:22-03","INPA","INPA","267825","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Silva, VG da","106","2009","11","30","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Área do Museu da Amazônia - MUSA","-59.9","-2.8",NA,NA,"INPA0267825",NA,"Baehni","Assunção, PACL","Amazonas",NA,NA,"Manaus",NA,NA,"2015","-59.9","-2.8","03",NA,NA,NA,NA,NA
"68","2021-01-10 20:43:22-03","INPA","INPA","267841","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Silva, VG da","130","2010","02","02","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Área do Museu da Amazônia - MUSA","-59.9","-2.8",NA,NA,"INPA0267841",NA,"Baehni","Assunção, PACL","Amazonas",NA,NA,"Manaus",NA,NA,"2015","-59.9","-2.8","03",NA,NA,NA,NA,NA
"69","2021-01-10 20:43:22-03","INPA","INPA","47462","Carpo","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Prance, GT","22879","1974","10","13","Southern America","Brasil","BR 319, km 380, 2 km south of Rio Jutaí, BR 319, km 380, Manaus-Porto Velho road, 2 km south of rio Jutaí","-62.13011","-5.51419",NA,NA,"INPA0047462","INPA0047462 INPA0047462_e INPA0047462_nd","Baehni","Pennington, TD","Amazonas",NA,NA,NA,NA,NA,"2006","-62.13011","-5.51419",NA,NA,NA,NA,NA,NA
"70","2020-08-31 08:55:02-03","INPA","INPA","47462","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Prance, GT","22879","1974","10","13","Southern America","Brasil","BR 319, km 380, 2 km south of Rio Jutaí, BR 319, km 380, Manaus-Porto Velho road, 2 km south of rio Jutaí","-62.13011","-5.51419",NA,NA,"INPA0047462","INPA0047462 INPA0047462_e INPA0047462_nd","Baehni","Pennington, TD","Amazonas",NA,NA,NA,NA,NA,"2006","-62.13011","-5.51419",NA,NA,NA,NA,NA,NA
"71","2021-01-10 20:43:22-03","INPA","INPA","5875","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ferreira, E","57-126","1957","10","02","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Reserva Florestal Adolfo Ducke, picada PE, A 532.","-59.966667","-2.883333",NA,NA,"INPA0005875","INPA0005875 INPA0005875_e","Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"72","2020-08-31 08:55:02-03","INPA","INPA","276657","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Vasconcelos, CC","95","2016","03","14","Southern America","Brasil","Rodovia AM-010, Reserva Florestal Adolpho Ducke, PFRD área 4, marco M511, ângulo 174, distância 6 m, árvore 712","-60.554939","-3.604631",NA,NA,"INPA0276657",NA,"Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-60.554939","-3.604631",NA,NA,NA,NA,NA,NA
"73","2020-08-31 08:55:02-03","INPA","INPA","276658","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Vasconcelos, CC","96","2016","03","14","Southern America","Brasil","Rodovia AM-010, Reserva Florestal Adolpho Ducke, PFRD área 4, marco M511, ângulo 100, distância 21 m, árvore 716","-60.554939","-3.604631",NA,NA,"INPA0276658",NA,"Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-60.554939","-3.604631",NA,NA,NA,NA,NA,NA
"74","2020-08-31 08:55:00-03","INPA","INPA","21209","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Coêlho, LF","INPA21209","1968","05","06","Southern America","Brasil","AM 010, km 104, Estrada Manaus-Itacoatiara, km 104, lado esquerdo","-59.4626","-2.806185",NA,NA,"INPA0021209","INPA0021209 INPA0021209_e INPA0021209_e1","Baehni",NA,"Amazonas",NA,NA,NA,NA,NA,NA,"-59.4626","-2.806185",NA,NA,NA,NA,NA,NA
"75","2020-08-31 08:55:02-03","INPA","INPA","28241","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Rodrigues, WA","8877","1970","05","26","Southern America","Brasil","AM 010, Km 64., Estrada Manaus-Itacoatiara, km 64, picada de demarcaçao da Reserva Egler, 20 m da estrada.","-59.684039","-2.69289",NA,NA,"INPA0028241","INPA0028241 INPA0028241_e INPA0028241_e1","Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59.684039","-2.69289",NA,NA,NA,NA,NA,NA
"76","2021-01-10 20:43:22-03","INPA","INPA","233007","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pereira, E da C.","248","2002","09","26","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 1.5.","-59.5706","-2.5708",NA,NA,"INPA0233007","INPA0233007 INPA0233007_e","Baehni",NA,"Amazonas","55","55","Manaus",NA,NA,NA,"-59.5706","-2.5708",NA,NA,NA,NA,NA,NA
"77","2021-01-10 20:43:22-03","INPA","INPA","232820","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pereira, E da C.","79","2001","09","07","Southern America","Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O3, km 2.5.","-59.5639","-2.5632",NA,NA,"INPA0232820","INPA0232820 INPA0232820_e","Baehni",NA,"Amazonas","53","53","Manaus",NA,NA,NA,"-59.5639","-2.5632",NA,NA,NA,NA,NA,NA
"78","2020-08-31 08:55:00-03","INPA","INPA","175331","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Silva, AP da","3402.1858.2","1989","10","11","Southern America","Brasil","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, BR-174, km 64, depois 21 km leste na ZF-3, Fazenda Porto Alegre. Reserva nº 3402, arvore nº 1858","-59","-2.416667",NA,NA,"INPA0175331","INPA0175331 INPA0175331_e INPA0175331_e1","Baehni",NA,"Amazonas",NA,NA,"Manaus",NA,NA,NA,"-59","-2.416667",NA,NA,NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","3528854","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"H. D. Clarke, R. Williams, C. Perry, E. Tripp, J. Kelly, D. Gittens & S. R. Stern","11023","2003","7","20","South America - Neotropics","Guyana","Upper Potaro River, 0-10 km S of camp, NE of toe slope of Mt. Wokomung","-59.778","5.16589",NA,NA,"US00964085",NA,"Baehni","Pennington, T. D., (K)","Potaro-Siparuni","620",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","1743458","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"T. G. Tutin","210","1933","6","21","South America - Neotropics","Guyana","Bartica-Potaro road, mile 83","-58.66","5.66",NA,NA,NA,NA,"Baehni","Pennington, T. D., (K)","Potaro-Siparuni","122",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","3308944","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"A. P. Silva","INPA/WWF 3402.1858.2","1989","8","11","South America - Neotropics","Brazil","Mun. de Manaus, ca. 90 km. N. de Manaus, Distrito Agropecuario da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre","-59.9","-2.42",NA,NA,"US02702665","US02702665_01","Baehni",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"82","2018-05-14 16:20:57-03","F","FMNH-SEEDPLANTS","V0325626F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"B. A. Krukoff","8863",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325626F","V0325626F_01 V0325626F_02",NA,"RRC ID Flag","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"8863"
"83","2009-11-26 13:56:34-02","INPA","INPAW","1749","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Pires, J.M.","4105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baehni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-11-26 13:56:34-02","INPA","INPAW","1299","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Rodrigues, W.A.",NA,"1961","07",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Baehni","W.A. Rodrigues","Amap&#225;",NA,NA,NA,NA,NA,"1961",NA,NA,"07",NA,NA,NA,NA,NA
"85","2009-11-26 13:56:34-02","INPA","INPAW","674","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Ferreira, E.",NA,"1957","10","02",NA,"Brasil",NA,"-60.025","-3.10194",NA,NA,NA,NA,"Baehni","M. Pires","Amazonas",NA,NA,"Manaus","138090","auto","1987",NA,NA,"01",NA,NA,"01",NA,NA
"86","2020-01-31 10:39:39-03","IFAM","EAFM","14836","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Marra, D.M.; Neves, A.F. & Souza, I.G.","453","2011","05","26",NA,"Brasil","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.298272","-2.424903",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 22 cm",NA,NA,"Baehni","Marra, D.M.","Amazonas",NA,NA,"Manaus, Presidente Figueiredo",NA,NA,"2011","-60.298272","-2.424903","05",NA,NA,"26",NA,NA
"87","2020-01-31 10:39:39-03","IFAM","EAFM","3966","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Rodrigues, W.A.; Coêlho, D.F. & Monteiro, O.P.","9094","1973","06","06",NA,"Brasil","AM10, km 145., Estrada Manaus-Itacoatiara, km 145",NA,NA,NA,"; DESC: Árvore de 20 m de altura x 25 cm de DAP. Frutos vermelhos apanhados do chão. Ocasional na mata de terra firme.",NA,NA,"Baehni",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-01-31 10:39:39-03","IFAM","EAFM","12744","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Castilho, C.V.; Pereira, E da C; Souza, S.S. de & Mello, A.","780","2002","11","02",NA,"Brasil","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 4.5. Solo muito argiloso.","-59.923787","-2.956994",NA,"; DESC: Árvore de dossel. Base com sapopemas pequenas. Ritidoma avermelhado com fissuras superficiais. DAP:22.7 cm. Flor verde-claro com cheiro de mel.",NA,NA,"Baehni",NA,"Amazonas","94","94","Manaus",NA,NA,NA,"-59.923787","-2.956994",NA,NA,NA,NA,NA,NA
"89","2020-09-24 08:25:36-03","IBt","SP","332259","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Sothers, CA","818","1996","03","07",NA,"Brasil","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Baehni",NA,"Amazonas",NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-15 10:09:38-03","IBt","SP","341751","S","Plantae",NA,NA,"Sapotaceae","Pouteria","virescens","Pouteria virescens",NA,"Martins, LHP","43","1997","09","19",NA,"Brasil","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Baehni",NA,"Amazonas",NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
