"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1039329","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","ardisiaefolia","Maytenus ardisiaefolia","Reissek","M. A. Nadruz Coelho","M. A. Nadruz Coelho","2296","2009","04","28","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos.","-42.9656","-22.4122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485505' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039329","NY01039329_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2017-05-17 10:21:00-03","NY","NYBG","02681754","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","ardisiaefolia","Maytenus ardisiaefolia",NA,NA,"J. M. A. Braga","4040","1997","05","06","South America","Brazil","Rio de Janeiro","Duque de Caxias","Rio Pedra Branca. Reserva da Petrobras","-43.266667","-22.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943072' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681754","NY02681754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","2063220","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","ardisiaefolia","Maytenus ardisiaefolia","Reissek",NA,"R. R. Guedes-Bruni","2501","1995","03","13","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Lote 22, casa.","-44.65833","-22.35833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364810' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063220","NY02063220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1018104","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek",NA,"S. J. da Silva Neto","1635","2002","01","17","South America","Brazil","Rio de Janeiro","Nova Iguaçú","Margem do rio São Pedro.","-43.4508","-22.7594","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248706' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018104","NY01018104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1182144","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","L. Biral","L. Sylvestre","623","1991","11","20","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Trilha para Mariquitas. Partindo do Rio Paraíso, próximo a represa. Área FP08.","-42.883","-22.483","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182144","NY01182144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-13 09:19:19-03","UFRJ","RFA","25081","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A.J. Coutinho","A. Quinet","22/28","2000","08","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","5º distrito.","-43.45","-22.3675",NA,"Árvore, 7m de altura, 32cm de DAP, folha verde discolor, comum no local.","RFA35489",NA,"2001","06","18","43º26'60''W","22º22'3''S","600","600",NA,NA,NA,NA,NA
"7","2020-06-29 11:29:47-03","UFRJ","RFA","36584","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","C.M. Rizzini; M.T.M. Széchy 56","226","1982","10","16",NA,"Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","Fazenda São Jorge","-41.6796989440918","-21.1338996887207",NA,"Arbusto com caulifloria","RFA36976",NA,NA,NA,NA,NA,NA,NA,NA,"30210","auto",NA,NA,NA
"8","2020-06-29 11:29:47-03","UFRJ","RFA","29588","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","A. Jaffily; J.M.A. Braga","24","2001","02","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Caminho para a Cachoeira das Almas.","-43.2075004577637","-22.9027996063232",NA,"Fruto do mesmo indivíduo","RFA20149",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"9","2020-06-29 11:29:47-03","UFRJ","RFA","5667","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek",NA,"P. Occhioni","667","1946","09","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pico da Tijuca","-43.2075004577637","-22.9027996063232",NA,"Arvore pequena, flores alvas.","RFA25839",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"10","2020-06-29 11:29:47-03","UFRJ","RFA","17915","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","7876","1976","01","00",NA,"Brasil","Rio de Janeiro","Teresópolis","Limoeiro, próximo a Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,"Arvoreta 6-7 m de altura, fruto maduro . Habitat: Floresta","RFA15185",NA,"2000","01","19",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"11","2020-06-29 11:29:47-03","UFRJ","RFA","15526","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","6319","1974","10","05",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Dedo de Deus, próximo ao rio","-42.9655990600586","-22.4122009277344",NA,"Arvoreta, flor creme esverdeada","RFA36944",NA,"2000","01","19",NA,NA,"800","800","38539","auto",NA,NA,NA
"12","2020-06-29 11:29:47-03","UFRJ","RFA","15104","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","P. Occhioni","P. Occhioni","5908","1974","04","00",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Loc. Limoeiro","-42.9655990600586","-22.4122009277344",NA,"Árvore pequena com fruto Habitat: Mata primária","RFA13215",NA,"2000","01","19",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"13","2020-06-29 11:29:47-03","UFRJ","RFA","15274","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","6089","1974","09",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Próximo Morro Garrafão","-42.9655990600586","-22.4122009277344",NA,"Arvoreta; fruto maduro","RFA36945",NA,"2000","01","19",NA,NA,"600","600","38539","auto",NA,NA,NA
"14","2020-06-29 11:29:47-03","UFRJ","RFA","16670","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","6606","1974","12","00",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Próximo a Guapimirim.","-43.2075004577637","-22.9027996063232",NA,"Arbusto, fruto imaturo. Habitat: Mata Sombria","RFA14149",NA,"2000","01","19",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"15","2020-06-29 11:29:47-03","UFRJ","RFA","15867","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","6667","1974","12","00",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Loc. Limoeiro .","-42.9655990600586","-22.4122009277344",NA,"Arvoreta de 6 a 7 m de altura , fruto verde . Habitat: Mata primária","RFA13680",NA,"2000","01","19",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"16","2020-06-29 11:29:47-03","UFRJ","RFA","12800","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","5216","1972","10","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232",NA,"Arbusto 5m de altura, flor esverdeada.","RFA11858",NA,"2000","02","19",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"17","2020-06-29 11:29:47-03","UFRJ","RFA","29587","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A . Joffily","A. Joffily; J.M.A. Braga","19","2000","10","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Caminho para a Cachoeira das almas .","-43.2075004577637","-22.9027996063232",NA,"Arbusto , 3m de altura com poucas flores brancas.","RFA20148",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"18","2020-11-13 09:19:19-03","UFRJ","RFA","15683","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek","A. Joffily","P. Occhioni","6356","1974","10","20",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos. Loc. Limoeiro.","-42.9655990600586","-22.4122009277344",NA,"Arbusto 4 à 5 m de altura, flor creme .","RFA13573",NA,"2000","01","19",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"19","2020-11-24 17:10:36-03","UTFPR","DVPR","3605","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Monteverdia","ardisiifolia","Monteverdia ardisiifolia","(Reissek) Biral","Biral, L.","Caxambu, MG; et al.","6105","2015","03","28",NA,"Brasil","São Paulo","Eldorado","Fazenda Itaipava/ Catre","-48.06247","-24.33443",NA,"Arvoreta ca. 2,2m, semi - ciófila. Frutos imaturos amarronzados.; Relevo: ondulado - vegetação: Floresta Ombrófila Densa Submontana","DVPR003605",NA,NA,NA,NA,"-48.06247","-24.33443","71","71",NA,NA,NA,NA,NA
"20","2020-02-08 08:57:24-03","NBC","NL-BOTANY","U.1194898","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek",NA,"Martins HF",NA,"1963","08","01","Southern America","Brazil",NA,NA,"Guanabara, Floresta da Tijuca, próximo ao Barracão.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194898","NL-U1194898",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"21","2020-02-08 08:57:24-03","NBC","NL-BOTANY","U.1194899","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Maytenus","ardisiifolia","Maytenus ardisiifolia","Reissek",NA,"Martins HF",NA,"1967","10","17","Southern America","Brazil",NA,NA,"Guanabara, Caminho do Sertão, vertente da Tijuca.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1194899","NL-U1194899",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
