"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount"
"46","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678230","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Herbar. Florac. ?",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678230","NL-L1678230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"47","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678233","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Herbar. Florac. ?",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678233 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678233","NL-L1678233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"48","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678234","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Herbar. Florac. ?",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678234","NL-L1678234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"49","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678235","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Ule EHG",NA,"1901","05","01","Southern America","Brazil",NA,"Am Ufer, Bl. weiss, Juruá Miry. Roi Juruá.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678235","NL-L1678235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"50","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678236","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Fiebrig K",NA,"1908","02","13","Southern America","Paraguay",NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678236 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678236","NL-L1678236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"51","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.1678237","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Samuels JA",NA,"1916","04","12","Southern America","Surinam",NA,"Dutch Guiana. Forest behind Gongrypstreet, Paramaribo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1678237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1678237","NL-L1678237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"52","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.4169433","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Abbott JR",NA,"1995","03","06","Southern America","Bolivia",NA,"santa Cruz: Nuflo de Chavez. Lomerio; ca 63 km south of Concepcion to Las Trancas Community, then ca 5 km to north on acces 'road'.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4169433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4169433","NL-L4169433",NA,"-61.883333","-16.5",NA,NA,NA,NA,NA,"-61.883333","-16.5","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"53","2020-02-08 08:55:54-03","NBC","NL-BOTANY","L.4170515","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Caballero JM",NA,"1986","10","19","Southern America","Paraguay",NA,"Rough grassland with scattered shrubs, on high ground, soil red loam.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4170515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4170515","NL-L4170515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"54","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473419","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Sukhorukov AP","Prance AE; et al.",NA,"1971","10","14","Southern America","Brazil","Amazonas","between Ilha Uabetuba & Ilha da Silva.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473419","NL-U1473419",NA,NA,NA,NA,NA,"2017","08","01",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"55","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473428","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Harley RM; et al.",NA,"1974","03","23","Southern America","Brazil",NA,"Estado de Bahia, Coastal Zone, ca. 4 km S.W. of Belmonte, on road to Itapebi. Restinga, with grassland and damp sandy areas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473428","NL-U1473428",NA,"-38.916667","-15.916667",NA,NA,NA,NA,NA,"-38.916667","-15.916667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"56","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473429","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Harley RM; et al.",NA,"1977","02","13","Southern America","Brazil",NA,"Estado Da Bahia, Serra do Sincora, 15-20 km from Andarai, along the road to Itaete.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473429","NL-U1473429",NA,"-41.2","-12.85",NA,NA,NA,NA,NA,"-41.2","-12.85","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"57","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473430","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Davidse G; Ramamoorthy TP; Vital DM",NA,"1976","04","02","Southern America","Brazil",NA,"Sergipe: Municipio Cristinapolis. Banks of the Rio Real at the state border of Sergipe and Bahia along Highway Br-101.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473430","NL-U1473430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"58","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473432","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","DeFilipps RA","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473432","NL-U1473432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0102307",NA,NA,NA
"59","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473433","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","DeFilipps RA","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473433","NL-U1473433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0086723",NA,NA,NA
"60","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473434","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","DeFilipps RA","Schomburgk RH",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473434","NL-U1473434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0086724",NA,NA,NA
"61","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473435","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","DeFilipps RA","Hall CJJ van",NA,"1904","02","12","Southern America","Surinam","Paramaribo","Omstrek Paramaribo, Suriname.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473435","NL-U1473435",NA,"-55.159049","5.846517",NA,NA,NA,NA,NA,"-55.159049","5.846517","Magnoliopsidae",NA,NA,"U 0086721",NA,NA,NA
"62","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473436","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","DeFilipps RA","Stockdale FA",NA,"1910","06","01","Southern America","Surinam","Paramaribo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473436","NL-U1473436",NA,"-55.159049","5.846517",NA,NA,NA,NA,NA,"-55.159049","5.846517","Magnoliopsidae",NA,NA,"U 0086722",NA,NA,NA
"63","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473437","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Castellanos A",NA,"1966","03","19","Southern America","Brazil",NA,"Rio de Janeiro, Bahia, Mina Caraiba, Riacho da Solapa.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473437","NL-U1473437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"64","2020-02-08 08:55:54-03","NBC","NL-BOTANY","U.1473438","PreservedSpecimen","Plantae",NA,"Caryophyllales","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Horreüs de Haas R",NA,"1909","09","04","Southern America","Brazil",NA,"Bahia prov. San Beutos do Lagos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1473438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1473438","NL-U1473438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"65","2020-11-19 10:24:43-03","CPAP","CPAP","13765","PreserverdSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","A. Schinini","Hatschbach, G.","58937","1993","02","12",NA,"Brasil","MS","Serra de Maracaju, estação repetidora de Paxixi",NA,"Erva. FLOR: verde. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo rochoso do alto do morro. RELEVO: .",NA,NA,"Aquidauana","-55.7872009277344","-20.4710998535156","700","700","1993",NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"66","2019-02-15 11:47:10-02","IPA","IPA","22953","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Grey-Wilson, C.","Harley, R.M.","17305","1974","03","23","Southern America","Brasil","Bahia","coastal zone, ca. 4 km SW of Belmonte, on road to Itapebi.",NA,"Slender herb to ca. 20cm with spreading stems. Leaves mid-green. Flowers white.; Restinga, with grassland and damp sandy areas. Sea Level.","IPA0022953",NA,NA,"-38.916667","-15.916667",NA,NA,"1976",NA,NA,"-38.916667","-15.916667",NA,NA,NA,NA,NA,NA,NA
"67","2019-02-15 11:47:10-02","IPA","IPA","51159","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Harley, R.M.","Harley, R.M.","18632","1977","02","13","Southern America","Brasil","Bahia","Serra do Sincorá, 15 Km from Andaraí, along the road to Itaeté which branches East off the road to by small stream, on lateritic soils.",NA,"Slender spreading herb to ca. 30cm with many stems from same rootstock, flowers white.","IPA0051159",NA,NA,"-41.2","-12.85","500","600",NA,NA,NA,"-41.2","-12.85",NA,NA,NA,NA,NA,NA,NA
"68","2019-02-15 11:47:10-02","IPA","IPA","55276","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Wurdack, J.J.","Arbo, M.M.; Mello-Silva, R.; Vicente, J.; Mello-Silva, R.; Vicente, J.","5450","1992","11","30","Southern America","Brasil","Bahia","calles de la ciudad.",NA,"Subarbusto ramoso; flores blancas.","IPA0055276",NA,"Jacobina","-40.5","-11.216667",NA,NA,"1993",NA,NA,"-40.5","-11.216667",NA,NA,NA,NA,NA,NA,NA
"69","2019-02-15 11:47:10-02","IPA","IPA","27719","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Noblick, L.R.","1642","1980","01","30","Southern America","Brasil","Bahia","Km 33, BR 116.",NA,"Subarbusto de 40cm de altura; flores alvas, pequenas. Fruto muricado.","IPA0027719",NA,"Santa Bárbara","-38.9749984741211","-11.9582996368408",NA,NA,NA,NA,NA,NA,NA,NA,"18037","auto",NA,NA,NA,NA
"70","2019-02-15 11:47:10-02","IPA","IPA","44319","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Furlan, A.","Hage, J.L.; Brito, H.S.; Brito, H.S.","684","1981","05","13","Southern America","Brasil","Bahia","CEPEC, Centro de Pesquisas do Cacau, quadra C, Km 22 da rodovia Ilhéus/Itabuna, BR 415.",NA,"Planta herbácea de 40cm de altura. Flores brancas e flores em botões.; Região da Mata Higrófila Sul Baiana.","IPA0044319",NA,"Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"1984","05","03",NA,NA,NA,"61245","auto",NA,NA,NA,NA
"71","2019-02-15 11:47:10-02","IPA","IPA","62504","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Queiroz, L.P. de; Correia, C.; Oliveira, R.P.; Silva, M.M. da; Correia, C.; Oliveira, R.P.; Silva, M.M. da","5559","1999","04","15","Southern America","Brasil","Bahia","ca. 12 Km S do entroncamento da BR 324, na estrada para Mundo Novo.",NA,"Erva ereta de até 20cm de altura. Folhas papiráceas, semi-suculentas; flores com perianto branco.; Caatinga arbóreo-arbustiva.","IPA0062504",NA,"Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"72","2019-02-15 11:47:10-02","IPA","IPA","3767","S","Plantae","Plantae",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Pickel, B.","725","1924","06",NA,"Southern America","Brasil","Pernambuco","Tapera, São Bento, lugares paludosos no inverno.",NA,NA,"IPA0003767",NA,"São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA
"73","2019-08-27 13:28:43-03","IAP","PACA-AGP","76271","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Microteaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","M. S. Marchioretto","A. M. de Carvalho","2679","1989","12","28",NA,"Brasil","BA","CA. 52 km na rodovia de Brumado para Livramento de Brumado, Fazendinha",NA,"Habitat: Caatinga","PACA076271",NA,"Don Basilio",NA,NA,NA,NA,"1995","09","04",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:28:43-03","IAP","PACA-AGP","76289","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Microteaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","M. S. Marchioretto","R. M. Harley","25232","1988","10","20",NA,"Brasil","MG","6Km ao Sul da cidade na estrada para Jequitinhonha",NA,"Erva ramificada, flores alvas, sobre pedras&nf;SPF Habitat: Encosta rochosa de afloramento","PACA076289",NA,"Pedra Azul","-41.233333","-16.05","800","800","1995","09","09","41°14'W","16°03'S","Magnoliatae",NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:28:43-03","IAP","PACA-AGP","76853","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Microteaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","M. S. Marchioretto","L. R. Noblick","2407","1984","09","25",NA,"Brasil","BA",NA,NA,"Erva de 20-30cm com caules de folhas lanceoladas e streitas, corolas alvas Habitat: Lugares úmidos na caatinga","PACA076853",NA,"Lageado Alto",NA,NA,NA,NA,"1996","05","07",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"76","2020-10-20 14:17:57-03","UFOPA","HSTM","4366","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Silva, C.A.; Silva, I.C.","65","2004","10","08",NA,"Brasil","Pará","Parque Nacional da Amazônia, próximo do Km 80 da rodovia Transamazônica, trilha da capelinha. Solo arenoso com relevo ondulado.",NA,NA,"HSTM004366","HSTM004366","Itaituba","-56.284444","-4.470556",NA,NA,"1905","06","26","56º17'4''W","4º28'14''S",NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:47:01-03","UFMS","CGMS","70140","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"A. Pott; V.J. Pott","11067","2003","05","09",NA,"Brasil","Mato Grosso do Sul","Reserva Acurizal, Serra do Amolar, borda oeste do Pantanal.",NA,NA,"CGMS1069525",NA,"Corumbá","-57.5505556","-17.8816667","100","100",NA,NA,NA,"-57,5505556","-17,8816667",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:37:44-03","UNICAMP","UEC","42544","S","Plantae","Magnoliopsida",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Harley, RM","Harley, RM","18632","1977","02","13",NA,"Brazil","Bahia","Serra do Sincorá, 15-20Km. from Andaraí.",NA,"Slender spreading herb to ca. 30 cm with many stems from same rootsstock, flowes white.","UEC146143","UEC146143","Andaraí","-41.2","-12.85","500","600",NA,NA,NA,"-41.2","-12.85",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:22:42-03","UNICAMP","UEC","59676","S","Plantae","Magnoliopsida",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Pickel","Glassauer, F","03557",NA,NA,NA,NA,"Brazil","Bahia","Faz. Sta.Luiza Velha, Beira de um tanque.",NA,NA,"UEC146145","UEC146145","Macajuba","-40.3600006103516","-12.1360998153687",NA,NA,"1995","09","13",NA,NA,NA,"35109","auto",NA,NA,NA,NA
"80","2021-03-01 16:37:44-03","UNICAMP","UEC","187040","S","Plantae","Magnoliopsida",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Conceição, SF; Oliveira, W; Marques, L","837","2013","03",NA,NA,"Brazil","Bahia","Brasil, Bahia, Maragogipe, lado direito da pista, no sentido São Félix/Maragogipe.",NA,"Erva, inflorescência verde a branco. Solo encharcado.","UEC115229","UEC115229","Maragogipe","-38.9193992614746","-12.7777996063232",NA,NA,NA,NA,NA,NA,NA,NA,"21355","auto",NA,NA,NA,NA
"81","2021-03-01 16:37:44-03","UNICAMP","UEC","101798","S","Plantae","Magnoliopsida",NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Filliettaz, AM","Kinoshita, LS; Crespo, S; Feres, FR","98613","1998","10","07",NA,"Brazil","Minas Gerais","Vargem Grande",NA,"Subarbusto ca. 30cm, flores brancas.","UEC146144","UEC146144","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,"1998","11","04",NA,NA,NA,"21143","auto",NA,NA,NA,NA
"82","2020-04-22 16:22:56-03","UFPB","JPB","38837","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth.) G. Don","Bautista, HP","Jusus, NG; Ribeiro, T; Bautista, HP; Tourinho, R","1313","2001","04","07","Southern America","Brasil","Bahia","Serra do Cruzeiro, Vegetação Arbustiva-herbácea com elementos arbóreos.",NA,"; DESC: Erva com ca. de 1m de altura, muito ramificado. Folhas membranáceas, concolores. Flores brancas-esverdeadas Frutos imaturos de cor verde. Substrato pedregoso-arenoso.",NA,NA,"Jacobina","-40.481944","-11.206667","1040","1040","2001","04",NA,"-40.481944","-11.206667",NA,NA,NA,NA,NA,NA,NA
"83","2019-06-27 10:26:15-03","UFES","VIES","1169","S","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don",NA,"Hage, J.L.; Brito, H.S.","1996","1986","04","10",NA,"Brasil","Bahia","Área do CEPEC.",NA,NA,"VIES001169","VIES001169","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA
"84","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020088",NA,NA,NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis",NA,"Andrade-Lima, D.","MarcGrave, G.","88","1638 - 1644",NA,NA,NA,"BRAZIL",NA,"NE Brazil",NA,NA,"C10020088","C10020088",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020169",NA,NA,NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Andrade-Lima, D.","MarcGrave, G.","169","1638 - 1644",NA,NA,NA,"BRAZIL",NA,"NE Brazil",NA,NA,"C10020169","C10020169",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-21 19:37:27-03","UFC","EAC","14379","PreservedSpecimen","Plantae","Dicotyledon",NA,"Microteaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G.Don","Scardino; et al.","Grupo Pedra do Cavalo","s.n.","1980","05",NA,"Southern America","Brasil","Bahia","Vale dos rios Paraguaçu e Jacuípe, margem do rio Jacuípe",NA,"Planta herbácea com flores pequenas e alvas, crescendo à margem direita do rio em solo pedregoso.","EAC0014379",NA,"Cachoeira","-39.083333","-12.533333","40","120","1980","05",NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:39:23-03","MBM","MBM","126659","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Santos, T.S. dos","Santos, T.S. dos","4425",NA,NA,NA,"Southern America","Brazil","Bahia","Área do CEPEC",NA,NA,"MBM126659","MBM126659","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA
"88","2020-12-21 16:39:23-03","MBM","MBM","122832","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Pinto, G.C.P.","Bautista, H.P.; et al.; et al.","749",NA,NA,NA,"Southern America","Brazil","Bahia","Fazenda Experimental da EPABA",NA,NA,"MBM122832","MBM122832","Itiúba","-39.8535995483398","-10.6916999816895",NA,NA,NA,NA,NA,NA,NA,NA,"37230","auto",NA,NA,NA,NA
"89","2020-12-21 16:39:24-03","MBM","MBM","175503","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Sena, T.S.N.","Carvalho, A.M.; et al.; et al.","4209",NA,NA,NA,"Southern America","Brazil","Bahia","Monte Tabor,Hotel Serra do Ouro",NA,NA,"MBM175503","MBM175503","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA,NA
"90","2020-12-21 16:39:23-03","MBM","MBM","160981","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Schinini, A.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58937",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Estação Repetidora de Paxixi, Serra de Maracaju",NA,NA,"MBM160981","MBM160981","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA
"91","2020-12-21 16:39:23-03","MBM","MBM","13240","PreservedSpecimen","Plantae",NA,NA,"Phytolaccaceae","Microtea","maypurensis","Microtea maypurensis","(Kunth) G. Don","Smith, L.B.","Hatschbach, G.","22898",NA,NA,NA,"Southern America","Brazil","Paraná","Leroville, Campo das Pedras",NA,NA,"MBM013240","MBM013240","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
