"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"103","2020-12-22 16:06:12-03","UFES","VIES","48201","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","03","20","Brasil","Espírito Santo","Colatina","-40.8125","-19.5275","40º48'45''W","19º31'39''S",NA,"VIES048201",NA,NA,NA,"669",NA,"Itapina - Ponto 0 MN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-22 16:06:12-03","UFES","VIES","48245","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","2019","04","10","Brasil","Espírito Santo","Colatina","-40.8125","-19.5275","40º48'45''W","19º31'39''S",NA,"VIES048245",NA,NA,NA,"414",NA,"Itapina, ponto 0.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-22 16:06:12-03","UFES","VIES","48246","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","2019","04","11","Brasil","Espírito Santo","Linhares","-40.073889","-19.410833","40º4'26''W","19º24'39''S",NA,"VIES048246",NA,NA,NA,"415",NA,"Porto de Linhares, ponto 21.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-22 16:06:12-03","UFES","VIES","48270","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","04","09","Brasil","Espírito Santo","Linhares","-39.819444","-19.639167","39º49'10''W","19º38'21''S",NA,"VIES048270",NA,NA,NA,"712",NA,"Porto de Regência - Ponto 26.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-22 16:06:12-03","UFES","VIES","48386","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","2019","06","10","Brasil","Espírito Santo","Linhares","-39.828056","-19.585833","39º49'41''W","19º35'9''S",NA,"VIES048386",NA,NA,NA,"875",NA,"Lagoa do Areal - Ponto 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-16 08:40:36-03","UTFPR","HCF","4710","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","M.G. Caxambu","M.G. Caxambu","2007","02","02","Brasil","PR","Campo Mourão","-52.312389","-24.107694","52°18'44,6 W","24°06'27,7 S","herbácea, ereta, heliófita ca. 0,8m de altura, em beira de lago.",NA,NA,NA,NA,"1334",NA,"Parque Estadual Lago Azul (PELA)","585","585",NA,"2007","02",NA,NA,"26",NA,NA,NA,NA,NA
"109","2019-08-16 08:40:36-03","UTFPR","HCF","11726","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","E. Barboza","M.G. Caxambu","2013","03","01","Brasil","PR","Fênix","-52.071139","-23.965472","52°04'16,1 W","23°57'55,7 S","erva ereta, semi-ciófila, ca. 1,20 m. Sementes verdes.",NA,NA,NA,NA,"4580",NA,"Estação Ecológica Municipal de Fênix","372","372",NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:40:36-03","UTFPR","HCF","22579","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","M.G. Caxambu","M.G. Caxambu","2017","03","23","Brasil","PR","Foz do Iguaçu","-54.470167","-25.620667","54°28'12,6 W","25°37'14,4 S","erva ca. 1,60 m, palustre, heliófita, sementes verdes. Forma densas populações.",NA,NA,NA,NA,"7783",NA,"Parque Nacional do Iguaçu - Trilha da","170","170",NA,"2017","03",NA,NA,"30",NA,NA,NA,NA,NA
"111","2019-08-16 08:40:36-03","UTFPR","HCF","1018","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","G. Hatschbach","E. Ferreira","2004","03","27","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"Planta herbácea, ereta, rizomatosa, com cerca de 1m de altura. Em solos inundáveis.",NA,NA,NA,NA,NA,NA,"rio do Campo",NA,NA,NA,"2004","06","28572","auto","27",NA,NA,NA,NA,NA
"112","2020-12-21 16:40:28-03","MBM","MBM","418978","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Marinero, F.; Barboza, E.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2019","02","23","Brazil","Minas Gerais","Linhares","-39.827778","-19.644167","-39.827778","-19.644167","Herbácea 1 m; espiguetas verde-amareladas.; Várzea","MBM418978",NA,NA,NA,"1238","Southern America","Regência","2","2",NA,"2019","03",NA,NA,"27",NA,NA,NA,NA,NA
"113","2020-12-21 16:40:28-03","MBM","MBM","322455","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Zuloaga, F.O.","Schinini, A.; Vanni, R.; Cáceres, S.; Vanni, R.; Cáceres, S.","1993","03","26","Paraguay","Guairá","Col. Independencia","-56.2","-25.666667","-56.2","-25.666667","Crece engrupos semi-erectos. 1.50-2 m alt.; En capuera.","MBM322455","MBM322455",NA,NA,"27981","Southern America","Ayo. Guazú, camino a San Gervasio",NA,NA,NA,"1993","08",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:40:28-03","MBM","MBM","418752","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","2018","11","16","Brazil","Minas Gerais","Rio Casca","-42.742778","-20.026944","-42.742778","-20.026944","Herbácea cespitosa 1 m; espiguetas verde-arroxeadas.; Várzea","MBM418752",NA,NA,NA,"1012","Southern America","Rodovia BR-262, Rio Doce","279","279",NA,"2018","12",NA,NA,"10",NA,NA,NA,NA,NA
"115","2020-12-21 16:40:28-03","MBM","MBM","426210","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Cordeiro, J.","Roderjan, C.V.","1990","02","15","Brazil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Capinzal.; Formação Pioneira com Influência Fluvial.","MBM426210",NA,NA,NA,"846","Southern America","Lagoa do Parado, Nas margens da lagoa do Parado",NA,NA,NA,"2019",NA,"41937","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:40:28-03","MBM","MBM","224684","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Longhi-Wagner, H.","Dombrowski, L.T.","1978","09","23","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Em banhado. Forma touceiras. Frequente.","MBM224684","MBM224684",NA,NA,"9743","Southern America","Banhado",NA,NA,NA,"2008","10","12577","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:40:28-03","MBM","MBM","149490","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Longhi-Wagner, H.","Cervi, A.C.; et al.; et al.","1991","10","19","Brazil","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"MBM149490","MBM149490",NA,NA,"3445","Southern America","Represa do Rio São João, Parque do Iguaçu.",NA,NA,NA,"2008","10","39570","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:40:28-03","MBM","MBM","290954","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Takeda, I.J.M.","1994","03","02","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Coletado na margem da lagoa, local úmido enxarcado","MBM290954","MBM290954",NA,NA,"s.n.","Southern America","Lagoa Dourada",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:40:28-03","MBM","MBM","426165","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Cordeiro, J.","Hauer, L.; Roderjan, C.V.; Roderjan, C.V.","1992","04","24","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Dominante em ambiente aluvial.","MBM426165",NA,NA,NA,"7","Southern America","Parque Estadual de Vila Velha, Rio Barrozinho","850","850",NA,"2019",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:40:28-03","MBM","MBM","25492","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Longhi-Wagner, H.","Hatschbach, G.; Clayton, W.D.; Clayton, W.D.","1965","01","24","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Do brejo, em formações densas.","MBM025492","MBM025492",NA,NA,"12371","Southern America","Rio Taquary",NA,NA,NA,"2009","11","17116","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:40:28-03","MBM","MBM","321153","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Longhi-Wagner, H.","Kozera, C.; et al.; et al.","2005","11","21","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Herbácea cespitosa em várzea.","MBM321153","MBM321153",NA,NA,"2657","Southern America","Ponte dos Arcos",NA,NA,NA,"2009","11","27346","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:40:42-03","MBM","MBM","96285","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Espírito Santo","Cariacica","-40.4199981689453","-20.2639007568359",NA,NA,NA,"MBM096285","MBM096285",NA,NA,"48776","Southern America","Rod. BR-101, Rio Santa Maria",NA,NA,NA,NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:40:42-03","MBM","MBM","206144","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Clayton, W.D.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM206144",NA,NA,NA,"4282","Southern America","Bocaiúva do Sul",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:40:42-03","MBM","MBM","206148","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM206148",NA,NA,NA,"7085","Southern America","Lagoa Dourada",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:40:42-03","MBM","MBM","223632","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Hoehne, W.",NA,NA,NA,"Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM223632","MBM223632",NA,NA,"s.n.","Southern America","Parque Estadual de São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:40:42-03","MBM","MBM","206146","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM206146",NA,NA,NA,"5601","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:40:42-03","MBM","MBM","58036","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Davidse, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Mato Grosso","Iguatemi",NA,NA,NA,NA,NA,"MBM058036","MBM058036",NA,NA,"40611","Southern America","Porto Frangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:40:42-03","MBM","MBM","71592","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Davidse, G.","Davidse, G.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"MBM071592","MBM071592",NA,NA,"11435","Southern America","Ca. 19km S of the intersection of Rod. BR-116 and Rod. BR-262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:40:42-03","MBM","MBM","206147","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,NA,"MBM206147",NA,NA,NA,"2119","Southern America","Capocu",NA,NA,NA,NA,NA,"20385","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:40:42-03","MBM","MBM","97615","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Eldorado","-54.2835998535156","-23.7868995666504",NA,NA,NA,"MBM097615","MBM097615",NA,NA,"49013","Southern America","Rio Iguatemi",NA,NA,NA,NA,NA,"27119","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:40:42-03","MBM","MBM","206145","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Clayton, W.D.",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,"MBM206145",NA,NA,NA,"4287","Southern America","Bocaiúva do Sul",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:40:42-03","MBM","MBM","10553","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Lindeman, J.","Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Paraná","Cianorte","-52.6049995422363","-23.6632995605469",NA,NA,NA,"MBM010553","MBM010553",NA,NA,"869","Southern America","Fazenda Lagoa",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:40:42-03","MBM","MBM","206143","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Clayton, W.D.","Saito, Y.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM206143",NA,NA,NA,"450","Southern America","São Roque",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:40:42-03","MBM","MBM","97596","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM097596","MBM097596",NA,NA,"48858","Southern America","Lagoa Dourada",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:40:42-03","MBM","MBM","206142","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Clayton, W.D.",NA,NA,NA,"Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM206142",NA,NA,NA,"4319","Southern America","Rio Taquari",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:40:42-03","MBM","MBM","118719","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Renvoize, S.A.","Hatschbach, G.; Manosso, A.; Manosso, A.",NA,NA,NA,"Brazil","Paraná","Santo Inácio","-51.7938995361328","-22.6977996826172",NA,NA,NA,"MBM118719","MBM118719",NA,NA,"51689","Southern America","Rio Paranapanema",NA,NA,NA,NA,NA,"16493","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:40:42-03","MBM","MBM","24984","PreservedSpecimen","Plantae","Poaceae","Panicum","rivulare","Panicum rivulare","Trin.","Swallen, J.R.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,"MBM024984","MBM024984",NA,NA,"4951","Southern America","Fazenda Monte Alegre, Salto Conceição",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"138","2015-09-03 23:16:09-03","MNHN","RECOLNAT_MNHN_P","P01906967","PreservedSpecimen",NA,"Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","São Paulo",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01906967' target='other'> <mi>dwc_moreinfo</mi></a>","P01906967","P01906967_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"C2 1540",NA,NA
"139","2015-09-03 23:16:09-03","MNHN","RECOLNAT_MNHN_P","P01906969","PreservedSpecimen",NA,"Poaceae","Panicum","rivulare","Panicum rivulare","Trin.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01906969' target='other'> <mi>dwc_moreinfo</mi></a>","P01906969","P01906969_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"B1 388",NA,NA
"140","2020-12-11 11:45:08-03","UFMG","BHCB","147283","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Tameirão Neto, E","2009","11","26","Brasil","Minas Gerais","Santa Cruz do Escalvado","-43.426944","-20.346389","-43.426944","-20.346389","Herbáceo emergente.","BHCB035448",NA,"Monocotyledon",NA,"s.n.","Southern America","UHE Candonga, Rio Doce.",NA,NA,NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-11 11:45:08-03","UFMG","BHCB","709","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Rennó, LR","1953",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","Southern America","Represa da Pampulha.",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-11 11:45:08-03","UFMG","BHCB","3045","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Teixeira, EM; et al.","1990",NA,NA,"Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"Mataciliar;herbáceo",NA,NA,"Monocotyledon",NA,"s.n.","Southern America","Senador Mourão.",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-11 11:45:08-03","UFMG","BHCB","45817","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"Costa, LVC","1999","02",NA,"Brasil","Minas Gerais","Carlos Chagas","-40.7663993835449","-17.7031002044678",NA,NA,"erva",NA,NA,"Monocotyledon",NA,"s.n.","Southern America","UHE Mucuri.",NA,NA,NA,NA,NA,"46387","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-24 17:18:20-03","UFMA","MAR","10122","S","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga",NA,"SERRA, F.C.V","2012","12","08","Brasil","Maranhão","São José de Ribamar","-44.138722","-2.559389","44º8'19.4W","2º33'33.8S","Erva, brácteas brancas",NA,NA,NA,NA,"218",NA,"Sitio Aguahy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-02-11 17:21:18-03","UFPR","UPCB","40768","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Viana, P.L.","Borgo, M.","1999","01","06","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Herbácea aquática com caules estoloníferos, espiguetas verdes, muito frequente na margem da lagoa..","UPCB0038664","UPCB0038664",NA,NA,"363",NA,"Lagoa do Parado",NA,NA,NA,"2008","12","41937","auto",NA,NA,NA,NA,NA,NA
"146","2021-02-11 17:21:18-03","UFPR","UPCB","42551","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Viana, P.L.","Borgo, M.","1998","12","16","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Planta herbácea, rizomatosa aquática. Abundante no interior e margens da lagoa..","UPCB0038660","UPCB0038660",NA,NA,"271",NA,"Lagoa do Parado",NA,NA,NA,"2008","12","41937","auto",NA,NA,NA,NA,NA,NA
"147","2021-02-11 17:21:18-03","UFPR","UPCB","61908","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Guglieri, A.","Kozera, C.","2006","05","10","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Herbácea dentro de dreno em área de planície..","UPCB0038666","UPCB0038666",NA,NA,"3187",NA,"Ponte dos Arcos",NA,NA,NA,"2006","01","27346","auto","01",NA,NA,NA,NA,NA
"148","2021-02-11 17:21:18-03","UFPR","UPCB","60844","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Guglieri, A.","Kozera, C.","2006","01","12","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Herbácea, ca. 2m, em dreno, várzea..","UPCB0038668","UPCB0038668",NA,NA,"2896",NA,"Ponte dos Arcos.",NA,NA,NA,"2006","01","27346","auto","01",NA,NA,NA,NA,NA
"149","2021-02-11 17:21:18-03","UFPR","UPCB","42540","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Viana, P.L.","Borgo, M.","2000","02","09","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"Planta herbácea, rizomatosa, inflorescências verdes. Frequente em brejo às margens do rio..","UPCB0038663","UPCB0038663",NA,NA,"619",NA,"Rio Brejaituva",NA,NA,NA,"2008","12","55628","auto",NA,NA,NA,NA,NA,NA
"150","2021-02-11 17:21:18-03","UFPR","UPCB","42252","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Viana, P.L.","Costa, J.R.","1998","11","06","Brasil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"Planta herbácea, 1,5m..","UPCB0038661","UPCB0038661",NA,NA,"13",NA,"Várzea do Rio Iraí",NA,NA,NA,"2008","12","10418","auto",NA,NA,NA,NA,NA,NA
"151","2021-02-11 17:21:18-03","UFPR","UPCB","42542","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Viana, P.L.","Borgo, M.","2000","01","30","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Planta herbácea, inflorescências verdes. Frequente em brejo sujeito a inundações periódicas..","UPCB0038662","UPCB0038662",NA,NA,"577",NA,"Ponte Rio São João",NA,NA,NA,"2008","12","41937","auto",NA,NA,NA,NA,NA,NA
"152","2021-02-11 17:21:19-03","UFPR","UPCB","14753","PreservedSpecimen","Plantae","Poaceae","Panicum","pernambucense","Panicum pernambucense","(Spreng.) Mez ex Pilger","Renvoize, S.A.","Hatschbach, G.","1985","01","28","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"Toiceiras densas a beira da lagoa..","UPCB0038667","UPCB0038667",NA,NA,"48858",NA,"Lagoa Dourada",NA,NA,NA,"1987","01","46557","auto","01",NA,NA,NA,NA,NA
"153","2021-02-11 17:21:19-03","UFPR","UPCB","17491","PreservedSpecimen","Plantae","Poaceae","Panicum","pernambucense","Panicum pernambucense","(Spreng.) Mez ex Pilger","Valls, J.F.M.","Train, S.","1989","01","30","Brasil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"Várzea próximo ao banco de macrófitas..","UPCB0038665","UPCB0038665",NA,NA,NA,NA,"Lagoa Guaraná",NA,NA,NA,"1989","04","19250","auto","19",NA,NA,NA,NA,NA
"154","2021-02-11 17:21:19-03","UFPR","UPCB","33055","PreservedSpecimen","Plantae","Poaceae","Panicum","pernambucense","Panicum pernambucense","(Spreng.) Mez ex Pilger","Kozera, C. & Silva, S.M.","Silva, S.M.","1997","02","02","Brasil","Paraná","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592",NA,NA,"Planta herbácea rizomatosa, frequente às margens do rio..","UPCB0039038","UPCB0039038",NA,NA,NA,NA,"Rio Andrada",NA,NA,NA,"1997","07","14258","auto",NA,NA,NA,NA,NA,NA
"155","2014-07-31 12:46:00-03","MO","MOBOT","1808181","PreservedSpecimen","Plantae","Poaceae","Hymenachne","pernambucensis","Hymenachne pernambucensis","(Spreng.) Zuloaga","Gerrit Davidse, 2003 (MO)","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","14","Brazil","Paraná","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,NA,NA,NA,"Davidse 11275","South America","9 km E of Guaraniaçu along Highway BR-277 to Curitiba.","950.00000000",NA,NA,NA,NA,"38806","auto",NA,NA,"1","1169",NA,NA
