"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"47","2015-07-02 14:03:07-03","JBP","HPL","8922","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata",NA,"R. Tsuji","R. Tsuji","1991","2007","05","09",NA,"Brasil","SP","Jacupiranga","Coletado na estada de Jacupiranga para Cananeia.","-48","-24.69",NA,NA,NA,NA,NA,NA,NA,"35797","auto","2007","05","09",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:20:54-03","UNICAMP","UEC","136176","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Urbanetz, C","Kinoshita, LS; Galvão, JC; Antunes, RM; Seco, RC; Arzolla, FARDP","236",NA,NA,NA,NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.","-48","-24.552778",NA,"Arvoreta 4m. frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48","-24.552778",NA,NA,NA,NA
"49","2021-03-01 16:36:02-03","UNICAMP","UEC","107853","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Batista, ER; Penha, AS; Monico, IM; Matsukuma, CK; Oki, VK","133","1999","01","12",NA,"Brazil","São Paulo","Sete Barras","Fazenda Intervales, Núcleo SAibadela, na trilha da encosta, atrás da casa de pesquisa.","-48.214167","-24.225278",NA,"2,5m alt., botões creme; Floresta Ombrófila Densa . Terras baixas e baixo montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.214167","-24.225278",NA,NA,NA,NA
"50","2021-03-01 16:36:02-03","UNICAMP","UEC","112427","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, NM","Ivanauskas, NM; Gomes, A; Dias Filho, S","968","1995",NA,NA,NA,"Brazil","São Paulo","Pariquera-Açu","Estação do IAC","-47.866667","-24.6",NA,"Arvoreta, 2m. Tronco liso. Frutos.; Floresta Ombrófila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.866667","-24.6",NA,NA,NA,NA
"51","2021-03-01 16:36:06-03","UNICAMP","UEC","122027","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Mazine, FF; Souza, VC","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","218","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar","-46.824417","-24.041222",NA,"Árvore, ca. 10m alt. Flores creme.; Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.",NA,NA,NA,"30","180",NA,NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA
"52","2021-03-01 16:36:06-03","UNICAMP","UEC","143868","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Rodrigues, RR; Souza, VC","Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; et al.","92","2005","03","26",NA,"Brazil","São Paulo","Cananéia","Distrito de Itapitangui, Parque Estadual de Jacupiranga, Núcleo do Cedro. Trilha do Rio das Minas, Sítio Paraíso de Minas.","-48.127222","-24.991944",NA,"Árvore.; Floresta Ombrófila Densa Baixo Montana muito Degradada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.127222","-24.991944",NA,NA,NA,NA
"53","2021-03-01 16:36:06-03","UNICAMP","UEC","173720","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1298","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Morro do Corisco., altitude 600m.","-44.816944","-23.3025",NA,"Árvore sem número com 1,5m de altura, com frutos.; Mata Atlantica de Encosta.","UEC089577","UEC089577",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA
"54","2021-03-01 16:36:06-03","UNICAMP","UEC","188990","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Mazine, FF","Silva, BG; Castello, ACD","310","2015","03","26",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.985278","-24.071944",NA,"Árvore, 7 m de altura e 6,7 cm de DAP; Floresta Ombrófila Densa","UEC119531","UEC119531",NA,"800","800",NA,NA,"2015",NA,NA,NA,"-47.985278","-24.071944",NA,NA,NA,NA
"55","2021-03-01 16:36:06-03","UNICAMP","UEC","72568","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Sakai, L; et al.","33359","1995","02","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação do IAC","-47.885","-24.608333",NA,"Árvore 5m, frutos jovens amarronsados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.885","-24.608333",NA,NA,NA,NA
"56","2021-03-01 16:36:06-03","UNICAMP","UEC","72767","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Mazine, FF","Bernacci, LC; Andrade, PR; Belinello, R; et al.","1039","1995","01","10",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333",NA,"Árvore ca. 6m alt., botões esbranquiçados.","UEC021882",NA,NA,NA,NA,NA,NA,"2013","04","16",NA,"-47.885","-24.608333",NA,NA,NA,NA
"57","2021-03-01 16:36:06-03","UNICAMP","UEC","92077","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, NM","Ivanauskas, NM","381","1995","09","27",NA,"Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,"Árvore de 3m. Casca externa creme. Frutos imaturos verdes, pendentes.; Floresta Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA
"58","2021-03-01 16:36:06-03","UNICAMP","UEC","92078","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Ivanauskas, NM","Ivanauskas, NM","182","1995","05","25",NA,"Brazil","São Paulo","Pariquera-Açu","Estação do IAC","-47.876944","-24.608333",NA,"Arvoreta, 2m. Tronco liso. Inflorescência pendente, flores brancas.; Floresta Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA
"59","2021-03-01 16:36:06-03","UNICAMP","UEC","21253","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","D.Legrand","Legrand, D","Hatschbach, G","17891","1986","11","20",NA,"Brazil","Paraná","Guaratuba","Praia do Medanha","-48.5746994018555","-25.8827991485596",NA,"Arvoreta 4m, fruto bordeaux carregado.",NA,NA,"catharinensis",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:36:06-03","UNICAMP","UEC","61158","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Souza, WS; Britez, RM","24579","1987","05","30",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,"Arvoreta de 2,5m.; flores brancas, frquente em sub-bosque de floresta de encosta.",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:36:06-03","UNICAMP","UEC","61160","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Souza, WS; Britez, RM","24581","1986","07","12",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,"Arvoreta de 3m., flores brancas, em sub-bosque de floresta de encosta.",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:36:06-03","UNICAMP","UEC","61159","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Britez, RM; Souza, WS","24580","1987","03","14",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro do Meio","-48.5092010498047","-25.5200004577637",NA,"Arvoreta de 5m, com botões, em floresta de encosta.",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:36:06-03","UNICAMP","UEC","11962","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","Jorquera J.; C.B.","Benson, WW","10884","1979","12","22",NA,"Brazil","São Paulo","Sete Barras","Reserva de Sete Barras","-47.9199981689453","-24.3799991607666",NA,"Arbusto 3,5m alt., área aberta de clareira.",NA,NA,NA,"50","50","34059","auto","1987","10","15",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:06-03","UNICAMP","UEC","21253","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata catharinensis","D.Legrand","Legrand, D","Hatschbach, G","17891","1986","11","20",NA,"Brazil","Paraná","Guaratuba","Praia do Medanha","-48.5746994018555","-25.8827991485596",NA,"Arvoreta 4m, fruto bordeaux carregado.",NA,NA,"catharinensis",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:20:55-03","UNICAMP","UEC","148811","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle","Sobral, M","Aranha, BA","377","2006","08","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J, 380-msm","-45.084167","-23.366389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,"-45.084167","-23.366389",NA,NA,NA,NA
"66","2021-03-01 16:36:06-03","UNICAMP","UEC","160921","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle","Cavalin, PO","Cavalin, PO","33","2009","11","12",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.092778","-23.396667",NA,"Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039360","UEC039360",NA,"348","395",NA,NA,"2010","06",NA,NA,"-45.092778","-23.396667",NA,NA,NA,NA
"67","2021-03-26 10:43:28-03","UDESC","LUSC","7128","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Duarte, A.R.","502",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho. Floresta Ombrófila Densa Submontana.","-47.9199981689453","-24.3799991607666",NA,NA,"LUSC007032","LUSC007032",NA,NA,NA,"34059","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-09 14:47:02-03","FURB","FURB","49287","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Oliveira, AA de","Oliveira, A.A. de","2905","2016","01","20",NA,"Brasil","Santa Catarina","Garuva","Estrada do Palmital.","-48.7802778","-26.1002778",NA,NA,"FURB49287","FURB49287",NA,"114","114",NA,NA,"2016","01","20",NA,"-48.7802778","-26.1002778",NA,NA,NA,NA
"69","2020-06-29 09:31:24-03","UFRRJ","RBR","43771","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","T.P.P. Alverga","T.P.P. Alverga",NA,"2013","11","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vila Parque da Cidade. Inventário complementar F26/07.","-43.243611","-22.975833",NA,NA,"RBR00043771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º14'37''W","22º58'33''S",NA,NA,NA,NA
"70","2020-06-29 09:31:24-03","UFRRJ","RBR","43772","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg","T.P.P. Alverga","L.H. Soares",NA,"2014","02","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha cachoeira do Mendanha (APA de Gericinó/Mendanha). Inventário complementar F04/54.","-43.544722","-22.827778",NA,NA,"RBR00043772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º32'41''W","22º49'40''S",NA,NA,NA,NA
"71","2020-06-29 09:31:25-03","UFRRJ","RBR","27126","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle","T.A. Amorim","D. Hottz","82","2006","12","18",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Area da Gruta da Santa.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00027126","RBR00027126",NA,NA,NA,"17272","auto","2007","01","17",NA,NA,NA,NA,NA,NA,NA
"72","2020-06-29 09:31:25-03","UFRRJ","RBR","10975","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle",NA,NA,"s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"RBR00010975","RBR00010975",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-06-29 09:31:25-03","UFRRJ","RBR","39067","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle","A.C.S. Chagas","V.L. Gomes-Klein","5443","2007","10","27",NA,"Brasil","Rio de Janeiro","Mangaratiba","Brasil. Estado do Rio de Janeiro. Município de Mangaratiba, Reserva Biológica da Marambaia, Floresta Ombrófila densa submontana, estrada voltando da Gruta Santa. 23°03#?#727#?##?# S e 43°58#?# 580#?##?# O.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00039067","RBR00039067",NA,NA,NA,"17272","auto","2016","08","18",NA,NA,NA,NA,NA,NA,NA
"74","2020-06-29 09:31:25-03","UFRRJ","RBR","11379","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle",NA,"A.L. Melo","68","2002","08","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Acima da gruta,, seguindo pelo rio seco, próximo a uma rocha.","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00011379","RBR00011379",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:31:25-03","UFRRJ","RBR","7266","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle",NA,"L.F.T. Menezes","s.n.","2002","07","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","'Ilha da Marambaia, Caminho da gruta santa.'","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00007266",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:31:25-03","UFRRJ","RBR","34314","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle",NA,"G.A. Rodrigues","37","2006","08","19",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 100 m, parcela 04, planta 26; Vertente Baía de Sepetiba, próximo à água","-44.040599822998","-22.9596996307373",NA,NA,"RBR00034314","RBR00034314",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-29 09:31:25-03","UFRRJ","RBR","16590","S","Plantae",NA,NA,"Myrtaceae","Calyptranthes","ubatubana","Calyptranthes ubatubana","Sobral & Rochelle",NA,"F.C. Nettesheim","5","2004","01","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Topo da estrada da senzala. Linha 2 - 17 A","-44.040599822998","-22.9596996307373",NA,NA,"RBR00016590","RBR00016590 RBR00016590_2",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:37:16-03","MBM","MBM","32336","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Hatschbach, G.","Hatschbach, G.","33647","1974","01","10","Southern America","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,"MBM032336","MBM032336",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:37:16-03","MBM","MBM","6393","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Legrand, D.","Hatschbach, G.","17891","1967","11","20","Southern America","Brazil","Paraná","Guaratuba","Praia do Mendanha","-48.5746994018555","-25.8827991485596",NA,NA,"MBM006393","MBM006393",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:37:16-03","MBM","MBM","3814","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Legrand, D.","Hatschbach, G.","16739","1967","07","23","Southern America","Brazil","Paraná","Guaratuba","Rio São João, Porto Miranda","-48.5746994018555","-25.8827991485596",NA,NA,"MBM003814","MBM003814",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:37:16-03","MBM","MBM","116618","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas",NA,"Souza, W.S.; et al.; et al.","219","1986","07","12","Southern America","Brazil","Paraná","Paranaguá","Morro Bento Alves, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"Arvoreta de 3m de flores brancas, frequente no sub bosque.","MBM116618","MBM116618",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:37:16-03","MBM","MBM","116617","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas",NA,"Britez, R.M.","413","1986","03","08","Southern America","Brazil","Paraná","Paranaguá","Morro Bento Alves, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"Arvoreta com 2,5m de altura, com flores fechadas (marrons)","MBM116617","MBM116617",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:37:16-03","MBM","MBM","6592","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Legrand, D.","Hatschbach, G.","19272","1968","05","29","Southern America","Brazil","Paraná","Paranaguá","Praia do Mendanha","-48.5092010498047","-25.5200004577637",NA,NA,"MBM006592","MBM006592",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:37:16-03","MBM","MBM","269227","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Mazine, F.F.","Souza, F.M.; et al.; et al.","218","2001","04","17","Southern America","Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar","-46.7799987792969","-24.1800003051758",NA,NA,"MBM269227","MBM269227",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:37:16-03","MBM","MBM","222066","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Kawasaki, M.L.","Bernacci, L.C.; et al.; et al.","213","1994","05","17","Southern America","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.8800010681152","-24.7099990844727",NA,NA,"MBM222066","MBM222066",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:37:16-03","MBM","MBM","235389","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Ivanauskas, N.M.","Ivanauskas, N.M.; et al.; et al.","970","1996","04","24","Southern America","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico","-47.8800010681152","-24.7099990844727",NA,NA,"MBM235389","MBM235389",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:37:16-03","MBM","MBM","64897","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Hatschbach, G.","Hatschbach, G.","41778","1978","12","14","Southern America","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,"MBM064897","MBM064897",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:37:16-03","MBM","MBM","239616","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Hatschbach, G.","Jaster, C.; et al.; et al.","26","1996","05","08","Southern America","Brazil","Paraná","Guaratuba","Próximo ao rio Descobrerto","-48.5746994018555","-25.8827991485596",NA,NA,"MBM239616","MBM239616",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:37:17-03","MBM","MBM","9219","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Hatschbach, G.","Hatschbach, G.","20144","1968","10","25","Southern America","Brazil","Paraná","Paranaguá","Colônia Maria Luiza","-48.5092010498047","-25.5200004577637",NA,NA,"MBM009219","MBM009219",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:37:16-03","MBM","MBM","116621","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas",NA,"Souza, W.S.; et al.; et al.","675","1987","03","14","Southern America","Brazil","Paraná","Paranaguá","Morro do Meio, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"Arbusto com 5m, com botões, na floresta","MBM116621","MBM116621",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:37:16-03","MBM","MBM","2475","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lonchophylla","Myrcia lonchophylla","A.R.Lourenço & E.Lucas","Legrand, D.","Hatschbach, G.","16357","1967","04","22","Southern America","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637",NA,NA,"MBM002475","MBM002475",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232225","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232225' target='other'> <mi>dwc_moreinfo</mi></a>","P05232225","P05232225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"899",NA,NA,NA
"93","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232227","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232227' target='other'> <mi>dwc_moreinfo</mi></a>","P05232227","P05232227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"868",NA,NA,NA
"94","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232229","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232229' target='other'> <mi>dwc_moreinfo</mi></a>","P05232229","P05232229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"899",NA,NA,NA
"95","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232230","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Langsdorff",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Corcovado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232230' target='other'> <mi>dwc_moreinfo</mi></a>","P05232230","P05232230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232232","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","lanceolata","Calyptranthes lanceolata","O.Berg",NA,"Lalande",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232232' target='other'> <mi>dwc_moreinfo</mi></a>","P05232232","P05232232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
