"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","00809488","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","H. E. Robinson","S. A. Mori","10466","1979","09","13","South America","Brazil","Bahia","Mucuri","4 km a W de Mucuri Restinga. Folha SE-24 (18-40d)","-39.5829889","-18.0789887","sheet","Duplicates de plantas A & B. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=642612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809488","NY00809488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","809496","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.",NA,"P. K. H. Dusén","14379","1914","01","30","South America","Brazil","Paraná",NA,"Banhado",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809496","NY00809496_01","860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","809495","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.",NA,"P. K. H. Dusén","7419","1908","12","30","South America","Brazil","Paraná",NA,"Serra do Mar, inter Roça Nova et Banhado",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801867' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809495","NY00809495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00809490","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","N. Roque","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809490","NY00809490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00809491","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","N. Roque","W. Hoehne","5778","1964","07","14","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Prox. Recreio dos Bandeirantes","-43.482796","-23.016442","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809491","NY00809491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","809497","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.",NA,"A. C. Brade","16424","1940","07","19","South America","Brazil",NA,NA,"Flora da Serra dos Órgãos. Pedra do Frede","-44.493733","-22.950259","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809497","NY00809497_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","809494","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.",NA,"G. Gardner","771","1837","02",NA,"South America","Brazil",NA,NA,"Serra dos Argãos",NA,NA,"sheet","Comm. am. Shuttleworth 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809494","NY00809494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","809500","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.",NA,"G. G. Hatschbach","23901","1970","02","25","South America","Brazil","Paraná","Morretes","Serra Marumbi","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809500","NY00809500_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","00809492","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","N. Roque","I. Mimura","138","1961","11","28","South America","Brazil","São Paulo","Sao José dos Campos","Ca. 9.7 km SSE em linha reta da praça principal de São José dos Campos","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809492","NY00809492_01","590","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00809489","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trichogoniopsis","adenantha","Trichogoniopsis adenantha","(DC.) R.M.King & H.Rob.","C. Jeffrey","R. M. Harley","22425","1980","05","23","South America","Brazil","Bahia","Lençóis","Serras dos Lençois. ca. 7 km. N.E. of Lençois, and 3 km. S. of the main Seabra-Itaberaba road.","-41.37","-12.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809489","NY00809489_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
