"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-04-07 11:42:03-03","UFMS","CGMS","39062","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C.Weber) N.P.Taylor","G.A. Damasceno-Junior","G.A. Damasceno-Junior; C.A. Carollo; P.R. Souza; D.T. Azevedo; L. Marques; E Anjos dos Santos; F.J. Kochanovisk; V. Goes.","5244","2012","07","27",NA,"Brasil","Mato Grosso do Sul","Morro do Azeite.","-57","-19.6711111",NA,NA,NA,"Análise fitoquímica. Habitat: Floresta decidual. Habito: Arbusto. 1,80m de altura.","CGMS1068450",NA,"Corumbá","-57","-19,6711111",NA,NA,NA,NA,"2012","07","27",NA,NA,NA
"12","2021-04-07 11:42:03-03","UFMS","CGMS","15692","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C.Weber) N.P.Taylor","Vanessa Gomes; Zappi 2017","G.P. Nunes; L.E.A.M. Lescano; F.H. Oda","293","2004","12","19",NA,"Brasil","Mato Grosso do Sul","Fazenda Anahí.","-57.7458333","-21.6908333",NA,NA,NA,"Flor vermelha, comprida e com estames alvos. Fruto ausente. Habitat: Interior da mata. Chaco. Habito: Erva.","CGMS1045183",NA,"Porto Murtinho","-57,7458333","-21,6908333",NA,NA,NA,NA,"2017","04","19",NA,NA,NA
"13","2021-04-07 11:42:03-03","UFMS","CGMS","45403","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C.Weber) N.P.Taylor","Zappi","A.L.B. Sartori; A. Pott; C.N. Cunha; E.A. Silveira; L. Amorim; V.J. Pott","345","2001","03","21",NA,"Brasil","Mato Grosso","PARNA, face oeste da Serra do Caracará.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"Flor ausente. Secção transversal 7 costas.","CGMS1075368",NA,"Poconé",NA,NA,"200792","auto",NA,NA,"2017",NA,NA,NA,NA,NA
"14","2021-04-07 11:42:03-03","UFMS","CGMS","25767","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C.Weber) N.P.Taylor","Zappi","U.M. Resende","2141","1998","10","28",NA,"Brasil","Mato Grosso do Sul","Usina de Jupiá.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Cactoideae Habitat: Região semellhante a caatinga Habito: Herbáceo.","CGMS1055197",NA,"Três Lagoas",NA,NA,"150618","auto",NA,NA,"2017",NA,NA,NA,NA,NA
"15","2021-03-01 16:27:17-03","UNICAMP","UEC","137414","S","Plantae","Magnoliopsida",NA,"Cactaceae","Praecereus","euchlorus","euchlorus","Praecereus euchlorus euchlorus","(F.A.C.Weber) N.P.Taylor","Taylor, NP","Damasceno Junior, GA; Resende, EK; Moreira, MMM; Assis, E","1689","1999","02","22",NA,"Brazil","Mato Grosso do Sul","Mina Lajinha, Propriedade da Cimento Itaú.","-57.644417","-19.119889","600","600",NA,"Arbusto de 4m; flor creme; fruto.; Mata semidecídua descaracterizada; Solo - rico em calcário; Relevo - Plano.","UEC041042","UEC041042","Ladário","-57.644417","-19.119889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:27:17-03","UNICAMP","UEC","128938","S","Plantae","Magnoliopsida",NA,"Cactaceae","Praecereus","euchlorus","euchlorus","Praecereus euchlorus euchlorus","(F.A.C.Weber) N.P.Taylor","Aona, LYS","Válio, IFM","s.n.","2002","11","24",NA,"Brazil","São Paulo","Fazenda Limoeiro, na altura do Km 154, mata seca.","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Ocorre em touceiras.","UEC041043","UEC041043","Brotas",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:27:17-03","UNICAMP","UEC","166851","S","Plantae","Magnoliopsida",NA,"Cactaceae","Praecereus","euchlorus","euchlorus","Praecereus euchlorus euchlorus","(F.A.C.Weber) N.P.Taylor","Zappi, DC","Bernacci, LC; Moreira, JLA; Belinello, R; Camargo, O; Andrade, PRP","2082","1995","09","07",NA,"Brazil","São Paulo","Margem do Rio do Peixe, floresta ripária.","-51.5299987792969","-21.4799995422363",NA,NA,NA,"Arbusto ca. 4m de altura, flores brancas com bordo das sépalas avermelhado, odoríferas, visitadas por abelhas arapuá.","UEC041041","UEC041041","Dracena",NA,NA,"23670","auto",NA,NA,"1999","12",NA,NA,NA,NA
"18","2019-08-20 10:08:43-03","UNICAMP","UEC","109393","S","Plantae","Magnoliopsida",NA,"Cactaceae","Praecereus","euchlorus","euchlorus","Praecereus euchlorus euchlorus","(F.A.C.Weber) N.P.Taylor",NA,"Pansarin, ER","429","1999","03","27",NA,"Brazil","São Paulo","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC041039","UEC041039","Jundiaí",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:08:43-03","UNICAMP","UEC","132274","S","Plantae","Magnoliopsida",NA,"Cactaceae","Praecereus","euchlorus","euchlorus","Praecereus euchlorus euchlorus","(F.A.C.Weber) N.P.Taylor","Aona, LYS","Galvão, JC","s.n.","2002","02",NA,NA,"Brazil","São Paulo",NA,"-46.9000015258789","-22.7399997711182",NA,NA,NA,NA,"UEC041044","UEC041044","Pedreira",NA,NA,"12927","auto",NA,NA,"2003","11",NA,NA,NA,NA
"20","2019-08-16 08:38:53-03","UTFPR","HCF","15104","S","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C.Weber) N.P.Taylor","M.G. Caxambu","M.G. Caxambu","5569","2014","10","03",NA,"Brasil","PR","PARNA - Parque Nacional de Ilha Grande","-53.758806","-23.342806","232","232",NA,"arbusto ca. 2 m, heliófito. Flores alvas com Scarabaeideae visitando as flores. Frutos imaturos verdes e maduros arroxeados, com o interior branco e sementes negras.",NA,NA,"Porto Camargo","53°45'31,7 W","23°20'34,1 S",NA,NA,NA,NA,"2018","02","10",NA,NA,NA
"21","2020-12-21 16:19:46-03","MBM","MBM","6449","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F.A.C. Weber) N.P. Taylor","Taylor, N.P.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19098","1968","04","22","Southern America","Brazil","Paraná","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"MBM006449","MBM006449","Guaíra",NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:18:26-03","UFPR","UPCB","88733","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F. A. C. Webber ex K. Schum.) N.P. Taylor","Fantinati, M.R.","Fantinati, M.R.","135","2016","07","29",NA,"Brasil","Paraná","Jardim Didático da UEM, Centro de Ciências Biológicas, Câmpus da UEM, próximo ao bloco G80","-51.938056","-23.403056","515","515",NA,"Cacto columnar ca. 3 m alt. Ramos verde escuros a acizentados, 10-11 costelas (jovens 4-6 costelas).","UPCB0034154","UPCB0034154","Maringá","-51.938056","-23.403056",NA,NA,NA,NA,"2016","08","02",NA,NA,NA
"23","2021-02-11 17:18:26-03","UFPR","UPCB","92540","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Praecereus","euchlorus",NA,"Praecereus euchlorus","(F. A. C. Webber ex K. Schum.) N.P. Taylor","Fantinati, M.R.","Fantinati, M.R.","135","2016","07","29",NA,"Brasil","Paraná","Jardim Didático da UEM, Centro de Ciências Biológicas, Câmpus da UEM, próximo ao bloco G80","-51.938056","-23.403056","515","515",NA,"Cacto columnar ca. 3 m alt. Ramos verde escuros a acizentados, 10-11 costelas (jovens 4-6 costelas).","UPCB0034154","UPCB0034154","Maringá","-51.938056","-23.403056",NA,NA,NA,NA,"2016","08","02",NA,NA,NA
"24","2013-12-10 05:33:00-02","MO","MOBOT","2488086","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.",NA,"Roberto Kiesling|Emilio A. Ulibarri|Marizza Quintana","Kiesling 9821","2000","10","24","South America","Paraguay","Paraguarí","Camino de Paraguarí a Piribebuy","-57.25","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2013-10-09 05:40:00-03","MO","MOBOT","295782","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","D. Wasshausen (US)","Elsa M. Zardini|Ramón Velásquez","Zardini 9896","1989","1","26","South America","Paraguay","Paraguarí","Cerro Mbatoví. Forest along northern slope, in regeneration.","-57.11666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","3",NA
"26","2014-08-29 18:40:00-03","MO","MOBOT","100376826","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.",NA,"M. Betancur|G.A. Parada|V.D. Rojas|M. Huanca","Betancur 24","2011","1","22","South America","Bolivia","Santa Cruz","Camino de Tipal a San Lorenzo (sobre el Río Grande).","-64.1252778","-18.9594444","1100.00000000",NA,NA,NA,NA,NA,"Vallegrande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-5","1",NA
"27","2018-11-13 10:08:00-02","MO","MOBOT","1524567","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","Michael H. Nee","Nee 51396",NA,NA,NA,"South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-11-13 10:08:00-02","MO","MOBOT","1531269","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","Michael H. Nee","Nee 50452",NA,NA,NA,"South America","Bolivia","Santa Cruz","Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833","1280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1752078","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","J.Caballero(USZ)","J. Caballero|et al.","Caballero 195","1999","12","8","South America","Bolivia","Chuquisaca","Puesto Yerbabuenal, a 7 km. de la Hacienda Sipoperenda. Parcela permanente 500m.x 20 m. Bosque subhumano semideciduo, en piso inferior de la selva Tucumano Boliviano, Suelos franco arenoso, con pisonia ambigua, Chrysophyllum gonocarpum, Myrcianthes pungens, Capparis flexuosa, Ocotea puberula.","-63.92972","-20.40027","1300.00000000",NA,NA,NA,NA,NA,"Hernando Siles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-08-19 19:10:00-03","MO","MOBOT","1853629","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","F. Canqui|Alejandro Araujo M.|Héctor Cabrera|M.H. Calzadilla|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Remberto Alvarez|A. Alvarez|Mario Álvarez","Canqui Magne 90","2003","2","19","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en dirección SE, aproximadamente 20 minutos saliendo del camino.","-68.5388055","-14.4684723","1011.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-01","2",NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","295753","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","R. Kiesling (SI)","Elsa M. Zardini|M. Velázquez","Zardini 18165","1990","1","13","South America","Paraguay","Central","Central y Tororo. Gallery forest along tributary of Paraguay River.","-57.5","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258","3",NA
"32","2020-08-21 14:53:00-03","MO","MOBOT","1857969","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","L. Cayola|et al.","Cayola Pérez 55","2003","2","20","South America","Bolivia","La Paz","Parque Nacional Madidi, camino Apolo-Azariamas, arroyo Pintata. A 314 m del campamento en direccion SE, aproximadamente a 15 minutos saliendo del camino. Bosque seco achaparrado de ladera con dominancia de bromeliaceas en sotobosque. Parcela temporal de Muestreo 75 (0.1 ha).","-68.5386111","-14.4683334","940.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","2",NA
"33","2018-11-13 09:52:00-02","MO","MOBOT","1863422","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","Narel Paniagua Zambrana|He. Cabrera|F. Canqui|Mario Álvarez|A. Alvarez","Paniagua Zambrana 5640","2003","3","4","South America","Bolivia","La Paz","Parque Nacional Madidi, camino Apolo-Azariamas, arroyo Pintata. A 1,42 km al S del campamento principal. Bosque seco en ladera. Parcela Temporal de Muestreo 85 (0.1 ha).","-68.5369444","-14.4780556","923.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-05","2",NA
"34","2020-08-22 22:55:00-03","MO","MOBOT","1960357","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","L. Cayola|Narel Paniagua Zambrana|Susan Whitehead|Ramiro Cuevas|C. Cuevas|Lander Cuevas","Cayola Pérez 463A","2003","11","8","South America","Bolivia","La Paz","Parque Nacional Madidi, senda Virgen del Rosario-Moxos. Terraza antigua alta. Bosque seco con Cactaceae, Myrtaceae.","-68.698","-14.543","923.00000000","975.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-18","1",NA
"35","2020-08-23 20:03:00-03","MO","MOBOT","2158301","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","L. Cayola|et al.","Cayola Pérez 823","2004","9","2","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Madidi, Unapa, 21 km en linea recta al N de Apolo. Bosque yungueño subandino xerico con Anadenanthera colubrina.","-68.495","-14.5422222","970.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-01","1",NA
"36","2010-04-23 21:34:00-03","MO","MOBOT","2196486","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","Kiesling, R., /07/","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","Morrone 1613","1996","10","19","South America","Argentina","Misiones","6 km de S. Ignacio camino al paraje Payal","-55.55","-27.26666","90.00000000",NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-05-17 05:28:00-03","MO","MOBOT","2196506","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","Kiesling, R., 03/07/","María E. Múlgura|F. Biganzoli|H. Illarraga|H. Sotelo","Múlgura 1712","1997","12","10","South America","Argentina","Misiones","Parque Provincial Teyucuaré, subida al peñón","-55.58333","-27.28333",NA,NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-05-17 05:28:00-03","MO","MOBOT","2251159","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","Kiesling, R., 12/","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2083","2000","9","19","South America","Argentina","Misiones","Teyucuaré. Campos","-55.55","-27.26666","150.00000000",NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-11-13 10:06:00-02","MO","MOBOT","2598705","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","D. Choque A.|L. Cayola|E. Ticona|Noel Cuevas|Evert Cuevas","Choque Ajata 164","2005","3","15","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi. NW de Apolo.","-68.6859166","-14.5603056","996.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-10","2",NA
"40","2020-08-29 16:46:00-03","MO","MOBOT","2696804","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","L. Cayola","Cayola Pérez 1567","2005","3","11","South America","Bolivia","La Paz","Parque Nacional Madidi, Noroeste de Apolo. Bosque andino semideciduo del sector de Yarimita, con Anadenanthera colubrina, Capparis petiolaris, Oxandra espintana, fondo de valle con exposición SW, pendiente 10 %. Plantas secadas en campo.","-68.6936111","-14.5330556","916.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","1",NA
"41","2018-11-13 10:06:00-02","MO","MOBOT","2703535","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","Fernández Choque 19","2005","5","21","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, Azariamas al Norte de Apolo.","-68.5558056","-14.3313611","796.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","3",NA
"42","2020-07-22 15:52:00-03","MO","MOBOT","2836293","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Monvillea","euchlora",NA,"Monvillea euchlora","(F.A.C. Weber ex K. Schum.) Backeb.","A. Fuentes (LPB)","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","Torrez Flores 201","2005","10","11","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; cima. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.6677778","-14.2033333","881.00000000",NA,NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-07","4",NA
