"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"317","2012-06-28 13:13:00-03","MO","MOBOT","100440979","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G. A. Parada (USZ) 2012",NA,NA,NA,"Luzmila Arroyo P.|Y. Inturias|M. Betancur|M.T. Martinez|G. Toledo","Arroyo Padilla 5932","2011","9","26","Bolivia","Santa Cruz","Vallegrande","Camino de Vallegrande a Postrervalle.","-63.9819445","-18.5544444",NA,NA,"1887.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11-31",NA
"318","2014-02-26 16:05:00-03","MO","MOBOT","100676009","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G. Torrico",NA,NA,NA,"Gualberto Torrico|C. Peca","Torrico Pardo 409","1993","4","16","Bolivia","Potosí","Nor Chichas","Ribera del rio Tumusla, sobre el camino troncal Potosi-tupiza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"319","2014-02-26 16:08:00-03","MO","MOBOT","100676010","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","R. Seidel",NA,NA,NA,"M. Schulte","Schulte 6","1987","9","29","Bolivia","Potosí","Nor Chichas","Cantón Calcha, orilla del Río Vitichi en Panica.",NA,NA,NA,NA,"2800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"320","2014-02-27 11:10:00-03","MO","MOBOT","100676115","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Stephan G. Beck|Máximo Liberman","Beck 9609","1983","10","20","Bolivia","Tarija","Arce","Bermejo 109 kms hacia Tarija. Borde del camino a Padcaya, 51 kms. hacia Bermejo.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"321","2014-02-27 13:24:00-03","MO","MOBOT","100676173","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Stephan G. Beck","Beck 8137","1982","3","5","Bolivia","La Paz","Sud Yungas","Beni, Prov. Sud Yungas; rio Quiquibey. Zonacion en la orilla del Rio Quiquibey.",NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"322","2014-02-27 15:24:00-03","MO","MOBOT","100676233","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Stephan G. Beck|D. Barrientos","Beck 31484","2005","10","13","Bolivia","Tarija","O'Connor","Ladera sobre el río con restos de bosque caducifolio. Bosque Tucumano Boliviano. Bosque caducifolio con Cebil, parte alta con restos de matorral.","-64.2666667","-21.4166667",NA,NA,"1750.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"323","2015-04-07 17:04:00-03","MO","MOBOT","100801435","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"M. Monigatti|F. Díaz Vega","Monigatti 318","2010","10","4","Peru","La Libertad","Bolivar","Distrito Uchumarca. Pusac, Barriocucho.","-77.92065","-6.99025",NA,NA,"1437.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"324","2016-03-28 11:05:00-03","MO","MOBOT","100902915","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","N. Ritter (NHA)",NA,NA,NA,"Nur Ritter","Ritter 4018","1996","12","9","Bolivia","Tarija","Cercado","City of Tarija. Marshy area along the edges of the Río Guadalquivir.","-64.7430555","-21.5327778",NA,NA,"1800.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"325","2019-03-14 09:41:00-03","MO","MOBOT","101060639","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Kriste Ericsson|Shirley Keele|Jennifer Fox","Ericsson 454","1988","1","10","Paraguay","Presidente Hayes",NA,"Northwest side of Puente Remanzo, just northeast of the Trans Chaco Highway, along Rio Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","42",NA
"326","2020-11-04 14:53:00-03","MO","MOBOT","101232055","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Michael H. Nee","Nee 58746","2011","12","22","Bolivia","Santa Cruz","Vallegrande","1.9 km from turnoff from the Trigal-Moro Moro road, on gravel road to Ariruma.","-64.2275","-18.3322223",NA,NA,"1830.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"327","2020-11-18 07:04:00-03","MO","MOBOT","101234473","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Andrés Arévalo","Arévalo 5","2010","9","23","Ecuador","Pichincha","Quito","Quito. Parroquia Pambachupa. Calle Domingo Espinar. Parque Pambachupa","-78.5069444","-0.3255556",NA,NA,"3900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"328","2008-05-27 22:02:00-03","MO","MOBOT","1084501","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G.W. Argus",NA,NA,NA,"Dennis H. Knight","Knight 739","1965","4","30","Ecuador","Loja",NA,NA,NA,NA,NA,NA,"2032.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2008-05-27 22:02:00-03","MO","MOBOT","1099162","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G.W. Argus",NA,NA,NA,"Dennis H. Knight","Knight 1057","1966","7","24","Ecuador","Loja",NA,"Banks of Río Malacatos near Loja",NA,NA,NA,NA,"2100.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2008-05-27 22:02:00-03","MO","MOBOT","1526005","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31743",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2014-04-04 05:49:00-03","MO","MOBOT","1159508","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","R. Vasquez (MO)",NA,NA,NA,"Rodolfo Vásquez","Vásquez Martínez 21070","1996","6","8","Peru","Amazonas","Bagua","Distrito Imaza, Yamayakat. Bosque inundable estacional, rivera del Rí0 Mara¤|6on.","-78.33972","-5.05555",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA
"332","2008-05-27 22:02:00-03","MO","MOBOT","1195833","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","J.R. Abbott (MO)",NA,NA,NA,"J. Richard Abbott","Abbott 16764","1995","5","10","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz Botanica Garden; 12 km east of town center, on road to Cotoca.","-63.06666","-17.76666",NA,NA,"400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2016-09-01 05:26:00-03","MO","MOBOT","1210712","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","G.W. Argus (CAN)",NA,NA,NA,"R. McK. Bird","Bird 1438","1965",NA,NA,"Peru","Huánuco",NA,"Province of Huánuco or Pachitea. Vicinity of Huánuco. [Fieldbook information missing].","-76.23333","-9.91666",NA,NA,"1900.00000000","3700.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"334","2008-05-27 22:02:00-03","MO","MOBOT","1273632","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","Jon Ricketson (MO)",NA,NA,NA,"José Mostacero L.|et al.","Mostacero L. 1103","1986","6","26","Peru","La Libertad","Trujillo","Alredeores de Simbal.",NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"335","2008-05-27 22:02:00-03","MO","MOBOT","1287888","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","A.H. Gentry",NA,NA,NA,"Alwyn H. Gentry|et al.","Gentry 21717","1978","5","11","Peru","Loreto","Maynas","Río Amasonas near mouth of Río Nanay below Iquitos, inundated tahuampa forest.",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1403",NA
"336","2013-03-12 05:31:00-03","MO","MOBOT","1395490","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","N. De la Barra",NA,NA,NA,"N. de la Barra","De la Barra 700","1996","2","18","Bolivia","Cochabamba","Cercado","Río Rocha, este de la ciudad. Se desarrolla sobre suelos profundos, poco evolucionados, compuestos por areniscas y arcillas recientemente depositadas. Especie caracteristica de los restos de bosques ribereños en el fondo del valle de Cochabamba. Se distribuye desde mexico hasta la Patagonia en Argentina. En Bolivia por to do el piso mesotropical inferior, seco semiarido, de los bosques secos inter andinos, asi como en todas las riberas de rios de los bosques amazonicos.",NA,NA,NA,NA,"2580.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2008-05-27 22:02:00-03","MO","MOBOT","1521892","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31500",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2008-05-27 22:02:00-03","MO","MOBOT","1521954","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35419",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2008-05-27 22:02:00-03","MO","MOBOT","1522719","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35464",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"375.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2008-05-27 22:02:00-03","MO","MOBOT","1522753","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35466",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"340.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2008-05-27 22:02:00-03","MO","MOBOT","1522820","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 46384",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"260.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2008-05-27 22:02:00-03","MO","MOBOT","1523317","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 51322",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2008-05-27 22:02:00-03","MO","MOBOT","1523421","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35505",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333",NA,NA,"375.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2008-05-27 22:02:00-03","MO","MOBOT","1523628","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 41785",NA,NA,NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2008-05-27 22:02:00-03","MO","MOBOT","1524069","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 43064",NA,NA,NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"1810.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2008-05-27 22:02:00-03","MO","MOBOT","1525066","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 48022",NA,NA,NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"1350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2008-05-27 22:02:00-03","MO","MOBOT","1525596","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31719",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"135.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2008-05-27 22:02:00-03","MO","MOBOT","1525610","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31720",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"135.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2008-05-27 22:02:00-03","MO","MOBOT","1525921","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31738",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2008-05-27 22:02:00-03","MO","MOBOT","1525942","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31739",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2014-04-10 05:40:00-03","MO","MOBOT","1967345","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.",NA,NA,NA,NA,"Ramón Ferreyra","Ferreyra 2504","1947","11","2","Peru","Ica","Pisco","Pisco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2008-05-27 22:02:00-03","MO","MOBOT","1526615","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35695",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2008-05-27 22:02:00-03","MO","MOBOT","1526629","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35696",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2008-05-27 22:02:00-03","MO","MOBOT","1526641","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35697",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2008-05-27 22:02:00-03","MO","MOBOT","1526658","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35698",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2008-05-27 22:02:00-03","MO","MOBOT","1526676","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35699",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2008-05-27 22:02:00-03","MO","MOBOT","1526691","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35700",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2008-05-27 22:02:00-03","MO","MOBOT","1526706","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35701",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"295.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2008-05-27 22:02:00-03","MO","MOBOT","1526753","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35704",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2008-05-27 22:02:00-03","MO","MOBOT","1526769","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35705",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2008-05-27 22:02:00-03","MO","MOBOT","1526785","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35706",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2008-05-27 22:02:00-03","MO","MOBOT","1526800","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35707",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2008-05-27 22:02:00-03","MO","MOBOT","1526817","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35708",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2008-05-27 22:02:00-03","MO","MOBOT","1526831","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35709",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2008-05-27 22:02:00-03","MO","MOBOT","1526845","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31796",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2008-05-27 22:02:00-03","MO","MOBOT","1526910","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 31800",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"125.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2008-05-27 22:02:00-03","MO","MOBOT","1528189","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35797",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2008-05-27 22:02:00-03","MO","MOBOT","1528220","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35799",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2008-05-27 22:02:00-03","MO","MOBOT","1528235","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35800",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2008-05-27 22:02:00-03","MO","MOBOT","1528251","PreservedSpecimen","Plantae","Salicaceae","Salix","humboldtiana","Salix humboldtiana","Willd.","M. Nee",NA,NA,NA,"Michael H. Nee","Nee 35801",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"350.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
