"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","occurrenceRemarks","continentOcean","typeStatus","class","order","individualCount","phylum","fieldNumber","sex","preparationType"
"11","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13148",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/20-06-2000",NA,NA,NA,"L. Kollmann; et al","3013","2000","06","20","Brasil","Espírito Santo","Santa Teresa","Pedra Alegre","-40.824722","-19.888889",NA,NA,NA,"MBML013148","MBML013148",NA,"40W49'29","19S53'20","Rupícola, arbusto 3m no sol. Folhas, face abaxial amarelas, verde, acinzentado lado adaxial, pedúnculo amarronzado. Botões amarronzados. Tépalas brancas amareladas. Estames e estigma amarelos. Caule amarronzado 3cm.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","13903",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/24-02-2001",NA,NA,NA,"L. Kollmann","3607","2001","02","24","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,NA,"MBML013903","MBML013903_1 MBML013903_2",NA,"40W40'53","19S48'20","Planta 1m na meia sombra. Frutos secos.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","22679",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/23-09-2004",NA,NA,NA,"A. P. Fontana; et al","651","2003","12","20","Brasil","Espírito Santo","São Roque do Canaã","Misterioso","-40.739444","-19.760833",NA,NA,NA,"MBML022679","MBML022679",NA,"40W44'22","19S45'39","Arbusto, heliófila, folhas discolor c/ parte adaxial verde, abaxial aveludada. Flores femeas brancas com estames amarelos. Flores macho brancas com margem do ovário verde, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","23062",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"L. Kollmann; et al","7110","2004","10","24","Brasil","Espírito Santo","São Roque do Canaã","Misterioso, Pedra dos 3 Carneiros","-40.739444","-19.760833",NA,NA,NA,"MBML023062","MBML023062",NA,"40W44'22","19S45'39","Erva 2m, meia sombra. Flores amareladas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","25723",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/23-01-2006",NA,NA,NA,"L. Kollmann; et al","8657","2006","02","23","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,NA,NA,"MBML025723","MBML025723",NA,"40W40'53","19S48'20","Erva 1,5m na meia sombra. Flores marrons.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29776",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/14-04-2007",NA,NA,NA,"L. Kollmann","9608","2007","04","14","Brasil","Espírito Santo","Santa Teresa","Alto Perdido, fazenda Montanhosa, terreno dos Bride","-40.741944","-19.828056",NA,NA,NA,"MBML029776","MBML029776",NA,"40W44'31","19S49'41","Arbusto 2m no sol, rupícola, frutos verdes e secos.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","32655",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/07-11-2007",NA,NA,NA,"L. Kollmann; A. P. Fontana & Kaio A. Brahim","10159","2007","11","07","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"MBML032655","MBML032655",NA,"40W46'31","19S47'49","Rupestre no sol, flores amarelas, indumento cinza ferrugíneo.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","33539",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. J. C. KOLLMANN, 09/01/2008",NA,NA,NA,"M. Simonelli; R. Brito, L. F. Magnago","1313","2007","11","24","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro","-40.826111","-19.874444",NA,"868","868","MBML033539","MBML033539",NA,"40W49'34","19S52'28","Face abaxial ferruginea, flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","34515",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/25-09-2008",NA,NA,NA,"A. P. Fontana ; C. Esgario, R. P. Fontana & D. Pereira","1687","2005","09","11","Brasil","Espírito Santo","Santa Teresa","Toma Vento, Santa Luzia, afloramento com vegetação rupestre","-40.806944","-19.910833",NA,NA,NA,"MBML034515","MBML034515",NA,"40W48'25","19S54'39","Arbustiva 1m, flores brancas, folhas verdes glabras na parte adaxial e branca aveludada na abaxial",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","38944",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L.Kollmann",NA,NA,NA,"L. Kollmann; A.P.Fontana, R.Goldenberg, C.N.Fraga, A.M.Amorim, L.Daneu & J.Meirelles","11534","2009","04","11","Brasil","Espírito Santo","Viana","São Paulo de Viana. Estrada próximo ao Pesque e Pague do Nenem. Floresta Ombrófila Densa Montana.","-40.55","-20.316667",NA,NA,NA,"MBML038944","MBML038944",NA,"40W32'60","20S19'0","Subarbusto 1,5m rupícola ao sol, folhas verde brilhosa na face adaxial, frutos verdes, flores brancas, folhas ferrugíneas na face abaxial.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","42422",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L.Kollmann/19-8-2010",NA,NA,NA,"L. Kollmann; & R.M.Pizziolo","12001","2010","08","19","Brasil","Espírito Santo","Santa Teresa","Alto Rio Perdido","-40.739722","-19.826944",NA,"800","800","MBML042422","MBML042422",NA,"40W44'23","19S49'37","Arbusto 2m rupícola ao sol, caule, estípulas e inflorescência ferrigineo, frutos secos, folha face adaxial verde, abaxial ferruginea.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","42424",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L.Kollmann/1-11-2010",NA,NA,NA,"L. Kollmann; & R.L.Kollmann","12074","2010","11","01","Brasil","Espírito Santo","Santa Teresa","Alto Rio Perdido","-40.739722","-19.826944",NA,"800","800","MBML042424","MBML042424",NA,"40W44'23","19S49'37","Arbusto 3 m rupicola ao sol, caule, peciolo, inflorescencia, bracteas e flores ferrugineas, tepalas branco-amarelados na face externa.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","45355",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/25-08-2015",NA,NA,NA,"A. P. Fontana; L. Kollmann & C.Esgario","1725","2005","09","23","Brasil","Espírito Santo","Santa Teresa","Cachoeira do Strutz, propriedade Marcos Strutz","-40.728889","-19.835",NA,NA,NA,"MBML045355","MBML045355",NA,"40W43'44","19S50'6","rochoso, Arbusto 2m, botões ocre, frutos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","45361",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/14-05-2013",NA,NA,NA,"A. P. Fontana; L. Kollmann & R.C. de Britto","1707","2005","09","16","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso, trilha grutas, mata de fundo de vale.","-40.770472","-19.803278",NA,"1050","1050","MBML045361","MBML045361",NA,"40W46'13,7","19S48'11,8","Rupestre, umbrófila, botões ocres, folhas com parte abaxial aveludadas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","45537",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"A. M. Assis; A. M. Vago; J. Santos","3264","2012","07","04","Brasil","Espírito Santo","Cariacica","PNM Monte Mochuara - trilha para o topo do Morro - afloramento rochoso","-40.441056","-20.293444",NA,"340","340","MBML045537","MBML045537",NA,"40W26'27,8","20S17'36,4","Erva rupicola de 1m; frutos secos. Afloramento rochoso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","49180",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann",NA,NA,NA,"L. Kollmann; A.P. Fontana","12479","2012","09","05","Brasil","Espírito Santo","Itarana","São Sebastião","-40.859722","-19.992778",NA,"1130","1130","MBML049180","MBML049180",NA,"40W51'35","19S59'34","Arbusto 2m rupicola ao sol, flores amareladas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","4992",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/25-07-1988",NA,NA,NA,"L. Kollmann","24","1988","07","24","Brasil","Espírito Santo","Itarana","Pedra do Cruzeiro","-40.826111","-19.874444",NA,NA,NA,"MBML004992","MBML004992",NA,"40W49'34","19S52'28","Rupícola; Heliófila. Associada com Vellosiaceae. Planta de 1m de altura. Inteiramente coberta de pêlo ferrugíneo. Flor branca. Ovário com o mesmo revestimento e as tépalas do lado externo.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","50705",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L.Kollmann/19-8-2010",NA,NA,NA,"L. Kollmann; R.M. Pizziolo","12002","2010","08","19","Brasil","Espírito Santo","Santa Teresa","Alto Rio Perdido","-40.739722","-19.826944",NA,"800","800","MBML050705","MBML050705",NA,"40W44'23","19S49'37","Arbusto 2m rupícola ao sol, caule, estípulas e inflorescência ferrigineo, flores ferrugineas, folha face adaxial verde, abaxial ferruginea.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","50719",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"L. Kollmann","12444","2012","09","04","Brasil","Espírito Santo","Santa Teresa","Alto Rio Perdido","-40.739722","-19.826944",NA,"700","700","MBML050719","MBML050719",NA,"40W44'23","19S49'37","Arbusto 2 m, sépalas verdes, pétalas vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","5566",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/1988",NA,NA,NA,"H. Q. Boudet Fernandes","2300","1988","02","17","Brasil","Espírito Santo","Santa Teresa","Divisa com Itarana, Pedra Alegre","-40.824722","-19.888889",NA,NA,NA,"MBML005566","MBML005566",NA,"40W49'29","19S53'20","Folhas brancacentas inferiormente. Inflorescência vermeha com indumento brancacento. Folha e haste com indumento castanho, passando a brancacento na maturidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-17 15:32:39-03","MBML","MBML-HERBARIO","6996",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","E. L. Jacques/10-11-1998",NA,NA,NA,"H. Q. Boudet Fernandes; Stefan Porembski e Devanir G. Loss","3165","1996","04","13","Brasil","Espírito Santo","Santa Teresa","Pedra Alegre, ca. 850 m/s.m.","-40.824722","-19.888889",NA,NA,NA,"MBML006996","MBML006996",NA,"40W49'29","19S53'20","Arbusto até 1m de altura. Folhas jovens com indumentos castanhos e esbranquiçado abaxialmente. Inflorescência avermelhada. Flores masculinas amareladas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","8053",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/10-11-1998",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","936","1998","11","10","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro","-40.826111","-19.874444",NA,NA,NA,"MBML008053","MBML008053",NA,"40W49'34","19S52'28","Rupícola. Planta 2m. Flores ferrugíneas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","8832",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann 10/11/98",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","945","1998","11","10","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro, divisa com Itarana","-40.826111","-19.874444",NA,NA,NA,"MBML008832","MBML008832",NA,"40W49'34","19S52'28","Rupícola. Planta 1m. Flores e frutos ferrugíneos.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","38975",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"J. G. Kuhlmann","6644","1943","12","08","Brasil","Espírito Santo","Colatina","Rio Pancas.","-40.6305999755859","-19.539400100708","57036",NA,NA,"MBML038975","MBML038975","auto",NA,NA,NA,NA,"ISOTIPO",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","29129",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/12-03-2007",NA,NA,NA,"J. Rossini","610","2007","02","13","Brasil","Espírito Santo","Itarana","Limoeiro do Caravagio, propriedade do Sr. Zilote Fardin","-40.875301361084","-19.8738994598389","23320",NA,NA,"MBML029129","MBML029129","auto",NA,NA,"Subarbusto de 1,8m, rupícola, folha discolor, face abaxial com lanugem marrom, flores femininas brancas, estigma amarelo. Local semi-sombreado, dossel 3,5m. Descida do afloramento.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","39497",NA,"Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","L. Kollmann/19-01-2009",NA,NA,NA,"L. Kollmann","11475","2009","01","19","Brasil","Espírito Santo","Viana",NA,"-40.4961013793945","-20.3903007507324","15195",NA,NA,"MBML039497","MBML039497","auto",NA,NA,"VIDE ÁLCOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","1952224","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"J. G. Kuhlmann","6644","1943","12","8","Brazil","Espírito Santo",NA,"Rio pancas, colatina",NA,NA,NA,NA,NA,"US00314299","US00314299_01",NA,NA,NA,NA,"South America - Neotropics",NA,"Dicotyledonae","Violales","1",NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","1985389","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"J. G. Kuhlmann","6644","1943","12","8","Brazil","Espírito Santo",NA,"Rio Pancas, Colatina.",NA,NA,NA,NA,NA,"US00314298","US00314298_01",NA,NA,NA,NA,"South America - Neotropics","Isotype","Dicotyledonae","Violales","1",NA,NA,NA,NA
"39","2019-10-07 09:24:03-03","UEFS","HUEFS","175804","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"Souza, M.C.","586","2008","01","15","Brasil","Espírito Santo","São Roque do Canaã","Distrito Alto Santa Julia. Misterioso, Pedra dos Três Carneiros, afloramento rochoso.","-40.7575","-19.770833",NA,"632","632","HUEFS0175804","HUEFS0175804",NA,"40W45'27''","19S46'15''",NA,NA,NA,"Rosanae","Cucurbitales",NA,"Angiospermae",NA,NA,NA
"40","2020-02-20 13:52:45-03","UEFS","HUEFS","198828","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","P.W.Moonlight","2020","02",NA,"Barros, P.H.D.","151","2012","03","10","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451",NA,NA,"HUEFS0198828","HUEFS0198828 HUEFS0198828_e1","auto",NA,NA,NA,NA,NA,"Rosanae","Cucurbitales",NA,"Angiospermae",NA,NA,NA
"41","2019-10-07 09:24:04-03","UEFS","HUEFS","190637","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","B.S.Gregório","2013","04",NA,"Rossini, J.","610","2007","02","13","Brasil","Espírito Santo","Itarana","Limoeiro do Caravagio, propriedade do Sr. Zilote Fardin, antes da Praça Oito.","-40.875301361084","-19.8738994598389","23320",NA,NA,"HUEFS0190637","HUEFS0190637","auto",NA,NA,NA,NA,NA,"Rosanae","Cucurbitales",NA,"Angiospermae",NA,NA,NA
"42","2020-08-11 15:54:03-03","CEPLAC","CEPEC","131700","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii",NA,"L. Kollmann",NA,NA,NA,"L. Kollmann","11534","2009","04","11","Brasil","Espírito Santo","viana","São Paulo de Viana. Estrada próximo ao Pesque e pague do Nenem.","-40.533333","-20.316667",NA,NA,NA,NA,NA,NA,"40W32'0","20S19'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-11 15:54:03-03","CEPLAC","CEPEC","130089","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii",NA,"L. Kollmann",NA,NA,NA,"L. Kollmann","11475",NA,NA,NA,"Brasil","Espírito Santo","viana",NA,"-40.4961013793945","-20.3903007507324","15195",NA,NA,NA,NA,"auto",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-23 13:21:57-03","MN","R-TIPOS","42068","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","Brade, A.C.","1944",NA,NA,"Kuhlmann, J.G.","6644","1943","12","08","Brasil","Espírito Santo","Colatina","Rio Pancas","-40.6305999755859","-19.539400100708","57036",NA,NA,"R000042068","R000042068_001","auto",NA,NA,NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:01:49-03","IBt","SP","359208","S","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade","Jacques, EL","1998","11",NA,"Jacques, EL; Kollmann, L","808","1998","11","11","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro. Divisa com o município de Itarana, próximo da pedra Alegre. Campo Rupestre","-40.6002998352051","-19.9356002807617","23813","900","900",NA,NA,"auto",NA,NA,"Erva sobre afloramento rochoso, ca 2m de alt. Caule carnoso, com indumento verde-acinzentado. Estípulas marrons. Folha verde-lustrosa na face adaxial a alvos ou alvo-esverdeados, nervuras na face abaxial ligeiramente ferrugíneas. Ráqui da inflorescên",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2010-08-16 16:41:22-03","GH","HU-HERB","GH 00068243","PreservedSpecimen","Plantae","Begoniaceae","Begonia","kuhlmannii","Begonia kuhlmannii","Brade",NA,NA,NA,NA,"J. G. Kuhlmann","48883","1943","12","8","Brazil","Espirito Santo",NA,"Rio Pancas Colatina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Type",NA,NA,NA,NA,"48883","undetermined","Sheet"
