"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","individualCount","verbatimLongitude","verbatimLatitude","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","00940174","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","T. B. Cavalcanti; S. A. T. Graham","W. R. Anderson","35889","1972","02","12","South America","Brazil","Minas Gerais","Serra do Espinhaço, eastern slopes of Pico do Itambé","-43.392","-18.43185","1550","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940174","NY00940174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-12-11 11:37:17-03","UFMG","BHCB","20298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.",NA,"Pereira, M; Lucca, M","s.n.","1992",NA,NA,"Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA
"3","2009-06-29 10:57:00-03","MO","MOBOT","3156187","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B. Cavalc.","T.B. Cavalcanti","Louis O. Williams|Vicente Assis","Williams 7923","1945","10","6","South America","Brazil","Minas Gerais","In forest. Boca da Mata, Municipio of Sêrro.",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-09-02 16:30:51-03","Cenargen","CEN","75309","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","T. B. Cavalcanti","Pedro L. Viana","2862","2006","11","15",NA,"Brasil","MG","Cachoeira do sumidouro.","-43.246898651123","-18.0771999359131","1200","1200","Exsicatas","Doação do Herbário do departamento de botânica -IEC- UFMG.BHCB 108189","CEN00075309","CEN00075309","FELICIO DOS SANTOS","21878","auto","2014","10","1",NA,NA,NA
"5","2021-03-15 18:28:05-03","USP","SPF","218584","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","Pena, MA","Pena, MA","352","2007","07","07",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Acesso pelo km 123 da rodovia MG 010, afloramento das velózias gigantes.","-43.510556","-19.246944","1265","1265",NA,"Arbusto. Sépala tubulosa vinácea. Pétalas rosas.","SPF00218584",NA,"Morro do Pilar",NA,NA,"2009",NA,NA,"-43.510556","-19.246944",NA
"6","2019-11-13 11:23:52-03","USP","SPF","35039","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","Cavalcanti, TB","Esteves, GL","CFCR5979","1984","11","14",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00035039",NA,"Santana do Riacho","26557","auto","1990",NA,NA,NA,NA,NA
"7","2019-11-13 11:23:52-03","USP","SPF","44886","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.","Cavalcanti, TB","Cavalcanti, TB","CFSC9907","1986","10","11",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00044886",NA,"Santana do Riacho","26557","auto","1990",NA,NA,NA,NA,NA
"8","2019-11-21 10:07:42-03","IBt","SP","143448","S","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.",NA,"Semir, J; Lima, DA","CFSC4866","1973","12","10",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 142 da rod. Lagoa Santa - Conceição do Mato Dentro","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SP003212","SP003212","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,"Paratype"
"9","2019-11-21 10:07:42-03","IBt","SP","144108","S","Plantae",NA,NA,"Lythraceae","Cuphea","cipoensis","Cuphea cipoensis","T.B.Cavalc.",NA,"Semir, J; Lima, DA","CFSC4866","1973","12","10",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 142 da rod. Lagoa Santa - Conceição do Mato Dentro","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SP003211","SP003211","Jaboticatubas","31264","auto",NA,NA,NA,NA,NA,"Paratype"
