"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","778355","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","L. Rossi","2144","2000","09","19","South America","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha dos Tropeiros","-45.4097","-23.6203","60","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778355","NY00778355_01",NA,NA,"C. B. Costa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","569547","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","L. D. Thomas","1796","1994","03","22","South America","Brazil","Espírito Santo","Santa Teresa","Estaçao Biológica de Santa Lucia","-40.6003","-19.9358","650","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569547","NY00569547_01",NA,NA,"D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-05-17 10:20:00-03","NY","NYBG","02680585","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"J. M. A. Braga","3688","1997","03","17","South America","Brazil","Rio de Janeiro","Mangaratiba","Reserva Ecológica Rio das Pedras (RPPN-IBAMA), trilha da Borboleta.","-44.040599822998","-22.9596996307373",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948944' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680585","NY02680585_01","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:18-03","UFRJ","RFA","6097","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","P. Occhioni","1641","1959","04","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Nova Estrada Rio-Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore pequena.","RFA26191",NA,"57442","auto","J.H. Kirkbride Jr.","1978","02","10",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:18-03","UFRJ","RFA","5717","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","E. Pereira","4523","1959","02","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estr. Sumaré p/ o Silvestre","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA25872",NA,"57442","auto","J.H. Kirkbride","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:47-03","UFRJ","RFA","27800","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","Flávio Britto Pereira","16/90","2001","04","27",NA,"Brasil","Rio de Janeiro","Silva Jardim","Fazenda Novo Horizonte","-42.3917007446289","-22.6508007049561","40","40",NA,"Árvore, 8m de altura, 11cm de DAP, folhas e flores verdes, rara no local","RFA29310",NA,"29995","auto","M. Gomes","2006","01","19","47º28'91''W","22º31'65''S",NA,NA,NA,NA,NA
"17","2020-06-29 11:32:18-03","UFRJ","RFA","15520","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","P. Occhioni","6327","1974","10","05",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Dedo de Deus","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Arbusto, flor esverdeada","RFA13472",NA,"38539","auto","M. Gomes","2014","08","27",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:18-03","UFRJ","RFA","25166","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cachoeira de Macacú, Fazendas consorciadas Sertão.","-42.816667","-22.451111",NA,NA,NA,"Flores verdes, caule branco esverdeado Habitat: Mata Atlântica Habito: Árvore","RFA29033",NA,NA,NA,"M.Gomes","2000","11","06","42º48'60''W","22º27'4''S",NA,NA,NA,NA,NA
"19","2020-11-13 09:20:47-03","UFRJ","RFA","25074","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","A. Quinet","jul-28","2000","08","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","5º distrito","-42.284167","-22.39","600","600",NA,"Árvore, 6,5m de altura, 12cm de DAP, folha verde discolor, comum no local","RFA29032",NA,NA,NA,"M.Gomes","2000","10","15","42º17'3''W","22º23'24''S",NA,NA,NA,NA,NA
"20","2020-11-13 09:20:47-03","UFRJ","RFA","26184","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","A. Quinet","45","2001","01","15",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão","-43.121667","-22.568889","280","280",NA,"Árvore, 5m de altura, 13cm de DAP, folha discolor verde, flor com botões verdes, comum no local","RFA29030",NA,NA,NA,"M.Gomes","2001","03","23","43º7'18''W","22º34'8''S",NA,NA,NA,NA,NA
"21","2020-11-13 09:20:47-03","UFRJ","RFA","27446","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","A. Quinet","abr-85","2001","04","06",NA,"Brasil","Rio de Janeiro","Lumiar","Lumiar/ Macaé de Cima",NA,NA,"700","700",NA,"Árvore, 7m de altura, 48cm de DAP, folha concolor verde, fruto imaturo verde, comum no local","RFA29031",NA,NA,NA,"M.Gomes","2001","05","04","42º18'64''W","22º21'73''S",NA,NA,NA,NA,NA
"22","2020-11-13 09:20:47-03","UFRJ","RFA","27784","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","F.B.Pereira","63/92","2001","05","15",NA,"Brasil","Rio de Janeiro","Silva Jardim","Distrito de Gaviões. Fazenda Novo Horizonte e Águas Claras","-42.503889","-22.554722","115","115",NA,"Árvore, 6m de altura, 11cm de DAP, folha e flor verdes, comum no local.","RFA29321",NA,NA,NA,"Mario Gomes","2006","01","19","42º30'14''W","22º33'17''S",NA,NA,NA,NA,NA
"23","2020-06-29 11:32:18-03","UFRJ","RFA","39509","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","Finotti R.; Caruzo J.","33",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333","50","50",NA,"PAP de 74 cm. Habito: Arvore","RFA24467",NA,NA,NA,"Sebastião Neto",NA,NA,NA,"42º54'19''W","22º29'36''S",NA,NA,NA,NA,NA
"24","2020-06-29 11:32:18-03","UFRJ","RFA","4980","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","Pereira; P. Occhioni (1897)","4221","1958","12","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore pequena, fl. creme.","RFA25395",NA,"57442","auto","J.H. Kirkbride Jr.","1978","02","10",NA,NA,NA,NA,NA,NA,NA
"25","2019-12-12 15:31:49-03","UFABC","HUFABC","000592","PreservedSpecimen","Plantae","Angiospermas",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C. Presl.","Bruniera, C P; Dutra, L L","931","2017","09","14",NA,"Brasil","São Paulo","Santo André","Parque Natural Municipal Nascentes de Paranapiacab, Estrada Fford, próximo à Trilha da Água Fria. Borda de Floresta Ombrófila Densa. Vegetação secundária.","-46.291667","-23.770833",NA,NA,NA,"Árvore 6-7m alt. Folhas cartáceas, discolores. Estípulas persistentes. Frutos secos.","HUFABC000592","HUFABC000592",NA,NA,"Bruniera C. P.","2017","09",NA,"-46.291667","-23.770833",NA,NA,NA,NA,NA
"26","2019-12-12 15:31:49-03","UFABC","HUFABC","001074","PreservedSpecimen","Plantae","Angiospermas",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C. Presl.","Lemos, C","s.n.","1931","09","11",NA,"Brasil","São Paulo","Alto da Serra","Estação Biológica do Alto da Serra.",NA,NA,NA,NA,NA,"Flores esverdeadas com anteras amarelas.","HUFABC001074","HUFABC001074",NA,NA,"Standley, P C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-12 15:31:49-03","UFABC","HUFABC","001075","PreservedSpecimen","Plantae","Angiospermas",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C. Presl.","Sugiyama, M","684","1986","10","07",NA,"Brasil","São Paulo","Paranapiacaba","Estação Biológica. picada 19 com a 04, perto do ca","-46.316667","-23.783333","750","900",NA,"Árvore 6m alt.","HUFABC001075","HUFABC001075",NA,NA,"Kirizawa, M",NA,NA,NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA
"28","2020-11-04 11:18:06-03","ESALQ","ESA","68963","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) Presl.","Franco, G.A.D.C.; Scalon, V.R.; Souza, S.C.; Siqueira, L.P.; Atanasio, C.; Sorreano, M.C.; Buchineri, V.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","2998.0","2000","04","24",NA,"Brasil","São Paulo","Mogi das Cruzes","Entorno da Represa Casa Grande (Sabesp) , ao longo da Estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar (com perturbação). Borda de mata","-45.95","-23.65",NA,NA,NA,"Árvore, 7m alt.; inflorescência seca","ESA068963","ESA068963",NA,NA,"Franco, G.A.D.C.","2000","04","25","-45.95","-23.65",NA,NA,NA,NA,NA
"29","2020-11-04 11:18:06-03","ESALQ","ESA","69743","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) Presl.","Franco, G.A.D.C.; Scalon, V.R.; Souza, S.C.; Siqueira, L.P.; Atanasio, C.; Sorreano, M.C.; Buchineri, V.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","2998.0","2000","04","24",NA,"Brasil","São Paulo","Mogi das Cruzes","Entorno da Represa Casa Grande (Sabesp) , ao longo da Estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar (com perturbação). Borda de mata","-45.95","-23.65",NA,NA,NA,"Árvore, 7m alt.; inflorescência seca","ESA069743","ESA069743",NA,NA,"Franco, G.A.D.C.","2000","04","25","-45.95","-23.65",NA,NA,NA,NA,NA
"30","2020-11-04 11:18:06-03","ESALQ","ESA","71066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2960.0","2000","04","21",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata","-45.7","-23.7","130","130",NA,"Árvore ca. 7m, fruto imaturo verde","ESA071066","ESA071066",NA,NA,"Souza, V.C.","2010","08","26","-45.7","-23.7",NA,NA,NA,NA,NA
"31","2020-11-04 11:18:06-03","ESALQ","ESA","122832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Neto, S.J.S.","1204.0","1997","05","07",NA,"Brasil","Rio de Janeiro","Saracuruna","Reserva da Petrobrás, trilha ao redor do lago da barragem.",NA,NA,"50","50",NA,NA,"ESA122832",NA,NA,NA,"Neto, S.J.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:18:06-03","ESALQ","ESA","118602","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Thomaz, L.D.","1767.0","1994","01","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118602",NA,"23813","auto","Gomes, M.","1995",NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"33","2020-11-04 11:18:06-03","ESALQ","ESA","118614","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Thomaz, L.D.","978.0","1995","01","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118614",NA,"23813","auto","Gomes, M.","1995",NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"34","2020-11-04 11:18:06-03","ESALQ","ESA","118607","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Thomaz, L.D.","1768.0","1994","04","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118607",NA,"23813","auto","Gomes, M.","1995",NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"35","2020-11-04 11:18:06-03","ESALQ","ESA","121214","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Bovini, M.G. ; Braga, J.M.A.","1694.0","1999","08","01",NA,"Brasil","Rio de Janeiro","Xerém","Barragem de Saracuruna, orla da represa.",NA,NA,NA,NA,NA,NA,"ESA121214",NA,NA,NA,"Gomes, M.","2006","01","17",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:18:06-03","ESALQ","ESA","131700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36905.0","2013","02","27",NA,"Brasil","Rio de Janeiro","Pinheiral","Fragmento 55 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5679","-44.0349","455","455",NA,"Árvore","ESA131700",NA,NA,NA,"Souza, V.C.","2013",NA,NA,"-22.5679","-44.0349",NA,NA,NA,NA,NA
"37","2020-11-04 11:18:06-03","ESALQ","ESA","75492","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","K.Schum.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Souza, V.C.; Gandolfi, S.","263.0","2001","04","19",NA,"Brasil","São Paulo","Itanhaém","Fazenda São Camilo. Floresta Ombrófila Densa Baixomontana.",NA,"-241.433","5","5",NA,"Árvore, 6m alt. Frutos verdes.","ESA075492","ESA075492",NA,NA,"Souza, V.C.",NA,NA,NA,"-46,760,944","-241,433",NA,NA,NA,NA,NA
"38","2020-11-04 11:18:06-03","ESALQ","ESA","131699","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","(Vell.) C.Presl","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36904.0","2013","02","26",NA,"Brasil","Rio de Janeiro","Barra Mansa","Fragmento 50 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5262","-44.2232","464","464",NA,"Árvore. Frutos imaturos verdes.","ESA131699",NA,NA,NA,"Souza, V.C.","2013",NA,NA,"-22.5262","-44.2232",NA,NA,NA,NA,NA
"39","2020-11-04 11:18:06-03","ESALQ","ESA","68296","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Franco, G.A.D.C.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2943.0","2000","04","20",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar - Trilha das cachoeiras do Ribeirão Itú. Floresta ombrófila densa aluvial, com perturbação.","-45.6","-23.75","190","190",NA,"Árvore com 4 metros de altura, frutos imaturos","ESA068296","ESA068296",NA,NA,"Souza, V.C.","2010",NA,NA,"-45.6","-23.75",NA,NA,NA,NA,NA
"40","2020-11-04 11:18:06-03","ESALQ","ESA","124699","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Bovini, M.G.","830.0","1905","06","17",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA124699",NA,"34470","auto","Gomes, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:18:06-03","ESALQ","ESA","17869","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Kiyama, C.Y. et al.","30.0","1994","09","03",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"ESA017869","ESA017869","18032","auto","Germano, F.","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:18:06-03","ESALQ","ESA","73228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","Aubl.","Ivanauskas, N.M. et al.","4538.0","2001","09","19",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA073228","ESA073228","41977","auto","Souza, V.C.","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:18:06-03","ESALQ","ESA","18333","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Furlan, A. et al.","1373.0","1994","04","14",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA018333","ESA018333","34265","auto","Germano, F.","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:18:06-03","ESALQ","ESA","118610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata",NA,"Thomaz, L.D.","1766.0","1994","03","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118610",NA,"23813","auto","Gomes, M.","1995",NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"45","2020-11-04 11:18:06-03","ESALQ","ESA","75350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","stipulata","Bathysa stipulata","K.Schum.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2300.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","-46.7799987792969","-24.1800003051758","30","30",NA,"Arbusto, 3m alt.","ESA075350","ESA075350","26998","auto","Souza, V.C.","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
