"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"430","2020-10-01 14:20:42-03","JBB","HEPH","9281","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ramos, AE","661","1994","04","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Mart.",NA,"Tocantins",NA,"Ramos, AE","Palmas","Serra do Lajeado","-48.216667","-10.283333",NA,NA,"-48.216667","-10.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-10-01 14:20:42-03","JBB","HEPH","9282","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ramos, AE","662","1994","04","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Mart.",NA,"Tocantins",NA,"Ramos, AE","Palmas","Serra do Lajeado","-48.216667","-10.283333",NA,NA,"-48.216667","-10.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-10-01 14:20:42-03","JBB","HEPH","9409","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Lima, IV","140","1994","03","17","Southern America","Brasil",NA,NA,"Com 10,5 cm de circunf. a 30 cm do solo.D-1-2.",NA,"Dicotyledon","Gentianales","Mart.",NA,"Tocantins",NA,"Castello, ACD","Palmas","Serra do Lajeado","-48.095833","-10.304722",NA,NA,"-48.095833","-10.304722","2016","11","25",NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-10-01 14:20:42-03","JBB","HEPH","586","Extra","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ferreira, MB","559","1971","08","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Mart.",NA,"Distrito Federal",NA,"Castello, ACD","Planaltina","Estação Ecológica de Águas Emendadas","-47.5625","-15.604167","1000","1000","-47.5625","-15.604167","2016","11","25",NA,NA,NA,NA,NA,NA,NA,NA
"434","2020-10-01 14:20:42-03","JBB","HEPH","2251","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, QJ da","44","1972","09","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Mart.",NA,"Distrito Federal",NA,"Gomes, SM","Brasília","Cemitério Campo da Esperança Asa Sul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"435","2020-10-01 14:20:42-03","JBB","HEPH","2248","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, QJ da","41","1972","09","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Gentianales","Mart.",NA,"Distrito Federal",NA,"Silva, QJ da","Brasília","Cemitério Campo da Esperança Asa Sul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"436","2020-10-01 14:20:42-03","JBB","HEPH","830","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ferreira, MB","788","1971","07","15","Southern America","Brasil",NA,NA,"Folhas pilosas .",NA,"Dicotyledon","Gentianales","Mart.",NA,"Distrito Federal",NA,"Gomes, SM","Brasília","Granja do Torto DF","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"437","2020-10-01 14:20:42-03","JBB","HEPH","10319","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Nóbrega, MGG","68","1994","05","25","Southern America","Brasil",NA,NA,"Cap.11cm a 30cm do solo. Esteril.2-12-B=7-1-2.",NA,"Dicotyledon","Gentianales","Mart.",NA,"Tocantins",NA,"Nóbrega, MGG","Palmas","Serra do Lajeado Fazenda do Sr. Lourival; Córrego Muntum.","-48.3602981567383","-10.2128000259399",NA,NA,NA,NA,NA,NA,NA,NA,"62375","auto",NA,NA,NA,NA,NA
"438","2020-12-11 11:31:41-03","UFMG","BHCB","49318","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2021-03-19 17:58:27-03","UFMG","BHCB","24637","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Tameirão Neto, E; Werneck, MS","1170","1994","05","26","Southern America","Brasil",NA,NA,"Arbóreo. Frutos imaturos ca. 15 cm de comprimento.; Cerrado.","BHCB001047","Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Perdizes","Unidade de Conservação de Galheiro., CEMIG. Cerrado Céu do Cavalo.","-47.25","-19.75",NA,NA,"-47.25","-19.75","1995","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2020-12-11 11:31:41-03","UFMG","BHCB","179037","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2581","2015","09","18","Southern America","Brasil",NA,NA,"Prensado em álcool; Arvoreta; ca. 3,5m alt; latex branco; frutos imaturos cobertos por indumento creme.; Cerrado",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,"-43.605","-20.197222","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2020-12-11 11:31:41-03","UFMG","BHCB","184470","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Mota, RC da; Vasconcelos, MF de","3854","2016","08","26","Southern America","Brasil",NA,NA,"Projeto desenvolvido pelo Instituto Prístino!; Arbusto; cálice acastanhado, corola branco-esverdeada.; Coletada em Cerrado Rupestre Ferruginoso","BHCB039899","Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Riacho dos Machados","Morro Grande","-42.782222","-16.117222","1010","1010","-42.782222","-16.117222","2016","08","26",NA,NA,NA,NA,NA,NA,NA,NA
"442","2020-12-11 11:31:41-03","UFMG","BHCB","26722","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Carvalho, MG; Silva, ST","133","1991","04","24","Southern America","Brasil",NA,NA,"Arbóreo.; Cerrado (sensu strictu).",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Cristália","Fazenda Curral Velho","-42.75","-16.75","600","600","-42.75","-16.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","2021-03-19 17:58:27-03","UFMG","BHCB","26742","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Silva, ST","3","1991","10","01","Southern America","Brasil",NA,NA,"Arbóreo, ca. 4m. Latescente.; Cerrado.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Botumirim",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"1999","09",NA,NA,"39434","auto",NA,NA,NA,NA,NA
"444","2020-12-11 11:31:41-03","UFMG","BHCB","6887","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Martinelli, G; et al.","11310","1985","07","28","Southern America","Brasil",NA,NA,"Cerrado transição c/ caatinga;árvore;frutos imaturos cinzas;c/látex alvo;",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Brasília de Minas",NA,"-44.4333000183105","-16.2063999176025",NA,NA,NA,NA,NA,NA,NA,NA,"36261","auto",NA,NA,NA,NA,NA
"445","2020-12-11 11:31:41-03","UFMG","BHCB","24223","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"João Pinheiro",NA,"-46.1725006103516","-17.7425003051758",NA,NA,NA,NA,NA,NA,NA,NA,"102029","auto",NA,NA,NA,NA,NA
"446","2020-12-11 11:31:41-03","UFMG","BHCB","25362","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA
"447","2021-03-19 17:58:27-03","UFMG","BHCB","26743","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Carvalho, MG; Silva, ST","341","1991","07","17","Southern America","Brasil",NA,NA,"Arbustivo.; Cerrado.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Cristália","Fazenda Cabral","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"2012","03",NA,NA,"30029","auto",NA,NA,NA,NA,NA
"448","2020-12-11 11:31:41-03","UFMG","BHCB","98889","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Tameirão Neto, E","4095","2005","09","10","Southern America","Brasil",NA,NA,"Arbóreo.; Cerrado.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Grão Mogol","Fazenda Tamanduá, Plantar MG 15.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA
"449","2021-03-19 17:58:27-03","UFMG","BHCB","26725","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Carvalho, MG; Silva, ST","579","1991","09","14","Southern America","Brasil",NA,NA,"Arbóreo.; Campo quartzítico.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Cristália","Serra do Batieiro","-42.8622016906738","-16.8003005981445","1000","1000",NA,NA,"2012","03",NA,NA,"30029","auto",NA,NA,NA,NA,NA
"450","2020-12-11 11:31:41-03","UFMG","BHCB","69641","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Tameirão Neto, E","3195","2001","02","13","Southern America","Brasil",NA,NA,"CARPOTECA; Arbóreo.; Cerrado.","BHCB053140","Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Berilo","UHE Irapé.","-42.4655990600586","-16.9517002105713",NA,NA,NA,NA,"2019","11",NA,NA,"31142","auto",NA,NA,NA,NA,NA
"451","2021-03-19 17:58:27-03","UFMG","BHCB","26468","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Cordeiro, I; Mello-Silva, R de","CFCR10098","1986","09","04","Southern America","Brasil",NA,NA,"Arvoreta de 4m alt. Sépalas e botões ocre. Pétalas odoríferas. Látex branco.; Entre rochas, no carrascal.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais",NA,NA,"Grão Mogol","Vale do Ribeirão das Mortes, Acima da cidade.","-42.8897018432617","-16.5594005584717","920","970",NA,NA,"1990",NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA
"452","2021-02-12 12:24:30-03","UFMA","MAR","6854","S","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Figueiredo, N.",NA,"2001","06","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Maranhão",NA,NA,"Balsas",NA,"-46.035556","-7.5325",NA,NA,"46º02'08W","07º31'57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2021-02-11 17:17:51-03","UFPR","UPCB","87096","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Forzza, R.C. et al.","8733","2015","03","10",NA,"Brasil",NA,NA,"Arbusto, 1,7 m alt. Frutos ócres..","UPCB0033493",NA,NA,"Mart. & Zucc.",NA,"Tocantins","UPCB0033493","Castello, A.C.D.","Taguatinga","Fazenda Figueiredo, contrafortes da Serra Geral, Cerrado com afloramentos de arenito e solo areno-argiloso.","-46.348333","-12.305556","900","900","-46.348333","-12.305556","2017","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2013-12-23 16:52:00-02","MO","MOBOT","3231497","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","gardneri","Aspidosperma gardneri","Edna L.P.G. de Oliveira","Oliveira 652","1985",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Müll. Arg.",NA,NA,NA,"Enda L.P.G de Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2014-09-18 14:37:00-03","MO","MOBOT","2794759","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Feep|G.M. Araujo|J.N. Nakajima|P.E.A.M. Oliveira|P.R. Pereira|M.A. Ranal|I. Schiavini","Feep 393","1992","11","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"Kurt Potgieter, 4/","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,"1",NA,NA
"456","2015-12-19 22:19:00-02","MO","MOBOT","1001183","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","B.A.S. Pereira","Pereira 32","1981","9","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Distrito Federal",NA,"Kurt Potgieter (ILL)",NA,"Trevo da Estrada Planaltina/Pipiripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2008-05-27 22:02:00-03","MO","MOBOT","1194435","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Aurelio Schinini|Eugenia Bordas","Schinini Cacace 20199","1980","8","21","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Amambay",NA,NA,NA,"Cerro Corá. Campo en naciente de arroyo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","1001167","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Howard S. Irwin|et al.","Irwin 7973","1965","9","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Distrito Federal",NA,"Kurt Potgieter (ILL)",NA,"Chapada da Contagem, cerrado (not burned).",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2008-05-27 22:02:00-03","MO","MOBOT","1001173","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 36669","1972","3","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Bahia",NA,"Kurt Potgieter (ILL)",NA,"Espigão Mestre, ca 100 km WSW of Barreiras, sandy campo with scattered trees and shrubs.",NA,NA,"760.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2015-08-10 05:49:00-03","MO","MOBOT","1001175","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Amaro Macedo","Macedo 3839","1955","7","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"Kurt Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2008-05-27 22:02:00-03","MO","MOBOT","1001178","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Stephan G. Beck","Beck 12639","1986","5","30","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"La Paz",NA,"Kurt Potgieter (ILL)","Sud Yungas","Chulumani, 73 kms - hacia La Asunta. Restos del monte submontano.",NA,NA,"985.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2011-02-16 13:31:00-02","MO","MOBOT","1001182","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Boris A. Krukoff","Krukoff 10108a","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"La Paz",NA,"Kurt Potgieter (ILL)","Sud Yungas","Basin of Río Bopi, San Bartolome (near Calisaya)","-67.25","-15.6833333","750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"463","2008-05-27 22:02:00-03","MO","MOBOT","1001184","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Gert G. Hatschbach|R. Kummrow","Hatschbach 37209","1975","9","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"K. Potgeiter (ILL)",NA,"Rod. Go-12, 15 km N de São João da Alianca, Goiás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2011-02-16 13:31:00-02","MO","MOBOT","1001185","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Boris A. Krukoff","Krukoff 10108","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"La Paz",NA,"Kurt Potgieter (ILL)","Sud Yungas","Basin of Río Bopi, San Bartolome (near Calisaya)","-67.25","-15.6833333","750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"465","2016-06-28 13:41:00-03","MO","MOBOT","1001187","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Pereira","Pereira 2938","1950","8","23","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Rio de Janeiro",NA,"K. Potgieter (ILL)",NA,"Serra de [C]atiara, Minas Gerais.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"466","2019-02-09 04:34:00-02","MO","MOBOT","100205712","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Milward de Azevedo, Michaele Alvim|R.D. Lopes","Milward de Azevedo 791","1990","8","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Distrito Federal",NA,"J.F. Morales",NA,"Reserva Ecológica do IBGE. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"467","2008-05-27 22:02:00-03","MO","MOBOT","1001114","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Michael H. Nee","Nee 31881","1985","9","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Beni",NA,NA,"Vaca Diez","Outskirts of Cachuela Esperanza on road to Guayaramerin. Disturbed forest on gneiss and granite, western-most extension of the Precambrian Brazilian Shield.","-65.58333","-10.53333","125.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2016-11-30 13:40:00-02","MO","MOBOT","1002280","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Stephen F. Smith|Brian Kahn|A.M. Shuhler","Smith 620A","1985","10","7","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Madre de Dios",NA,"Kurt Potgieter (ILL)",NA,"Lowland Terre Firme Forest Plot. 300-400 m down the Swamp Trail, Explorer's Inn, near the confluence of Rio Tambopata and Rio La Torre, 39 km SW of Puerto Moldonado.","-69.33333","-12.83333","300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2016-07-09 07:41:00-03","MO","MOBOT","1002407","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Ludwig Riedel","Riedel 2770",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","Syntype",NA,NA,"K. Potgieter (ILL)",NA,"also from Goyag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"470","2016-11-30 13:40:00-02","MO","MOBOT","1003120","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Alwyn H. Gentry|et al.","Gentry 25538","1979","3","11","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"San Martín",NA,"Kurt Potgieter (ILL)",NA,"Tocache Nuevo, trail up Río Huallaga Valley towary Limón. Mature and disturbed forest edge.","-76.53333","-8.16666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1778","6",NA,NA
"471","2008-05-27 22:02:00-03","MO","MOBOT","1003121","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","George A. Black","Black 1022","1947","7","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Pará",NA,"!K. Potgieter (ILL)",NA,"Belterra",NA,NA,"171.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2016-07-05 09:32:00-03","MO","MOBOT","1003122","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","RIEDEL","RIEDEL 21741",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"K. Potgieter (ILL)",NA,"also from Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"473","2008-05-27 22:02:00-03","MO","MOBOT","1003123","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Oliveira","Oliveira 1339","1947","7","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"Kurt Potgieter (ILL)",NA,"Cerrado, estrada de rodagem para Patos de Minas, Mpio. Carmo de Paranaiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2015-08-10 05:49:00-03","MO","MOBOT","1003397","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Amaro Macedo","Macedo 542","1949","11","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"W. Marcondes-Ferreira (UEC)",NA,"Ituiutaba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2008-05-27 22:02:00-03","MO","MOBOT","1003398","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","J. Evangelista Oliveira","Oliveira 1339","1947","7","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"W. Marcondes-Ferreira (UEC)",NA,"Cerrado. Estrada de rodagem para Patos de Minas. Mpio. Carmo do Paranaiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2008-05-27 22:02:00-03","MO","MOBOT","1003411","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","D. Kiyoko|Shunsuke Tsugaru","Kiyoko B-1555","1987","9","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"K. Potgeiter (ILL)",NA,"Babilõnia, Uberlandia. On shrubby area.",NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2015-08-10 05:49:00-03","MO","MOBOT","1003420","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Amaro Macedo","Macedo 542","1944","9","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Minas Gerais",NA,"Kurt Potgieter (ILL)",NA,"Minas. Ituiutoba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2008-05-27 22:02:00-03","MO","MOBOT","1003421","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","George A. Black","Black 1022","1947","7","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Pará",NA,"W. Marcondes-Ferreira (UEC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-03-02 04:36:00-03","MO","MOBOT","100362802","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","Stevens 31132","2011","3","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Amambay",NA,NA,NA,"Parque Nacional Cerro Corá, park entrance; forest and cerrado","-56.0261111","-22.6583333","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1408","1",NA,NA
"480","2019-01-25 04:36:00-02","MO","MOBOT","100643772","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Luis Valenzuela G.|J.L. Mateo|R. Rivera|C. Mateo|Edison Ballesteros","Valenzuela Gamarra 20352","2011","10","18","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Pasco",NA,NA,"Oxapampa","Dist. Palcazú. Izcozacín. Parque Nacional Yanachaga Chemillén. Parcela permanente TEAM 06 (VGYANCh 06).","-75.3155556","-10.4219445","1188.00000000","1207.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","1",NA,NA
"481","2014-02-24 11:25:00-03","MO","MOBOT","100675285","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","macrocarpon","Aspidosperma macrocarpon","Elias Meneces|R. Dominguez","Meneces 770","1978","7","22","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Pando",NA,"W. Marcondes-Ferreira","Nicolas Suarez","Arroyo Paniagua, carretera a Extrema.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
