"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","individualCount","class","relatedCatalogItem"
"11","2019-11-21 14:31:14-03","UFJF","CESJ","36061","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","A.S.M. Valente; et al.","130","América do Sul","Brasil","Minas Gerais","Conceição do Ibitipoca, Mata a 1 Km antes da portaria do Parque Estadual do ibitipoca.",NA,"Árvore ca. 6 m no interior da mata.","CESJ036061","CESJ036061","R.L.Esteves","2002","01","12","LIma Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2004","06",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"12","2019-11-21 14:31:14-03","UFJF","CESJ","31508","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","L.D. Meireles; P.Siranka; L.F.Fazza; L. Fernandes","s.n.","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"Árvore de borda de mata com flores brancas.","CESJ031508","CESJ031508","R.C. Forzza","2000","11","19","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"13","2019-11-21 14:31:14-03","UFJF","CESJ","35721","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","D.S. Pifano; R.M. Castro","218","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"Árvore ca. 7 m, no interior da mata. Planta heliófila. Botões verdes com brácteas verdes e estigma branco.","CESJ035721","CESJ035721","R.L.Esteves","2001","12","02","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"14","2019-11-21 14:31:14-03","UFJF","CESJ","35132","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","D.S. Pifano; et al.","s.n.","América do Sul","Brasil","Minas Gerais","Morro do Imperador",NA,"Arvoreta ca. 3m, na borda da mata em local de clareira. Brácteas involucrais verde e estigma e estilete brancos.","CESJ035132","CESJ035132","A.C. Fernandes","2001","11","28","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"2011","10",NA,NA,"36144","auto",NA,NA,NA,NA,NA
"15","2019-11-21 14:31:14-03","UFJF","CESJ","36409","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","L. Meireles; et al.","s.n.","América do Sul","Brasil","Minas Gerais","Santa Cândida",NA,NA,"CESJ036409","CESJ036409","R.L.Esteves","2000","12","07","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"16","2019-11-21 14:31:14-03","UFJF","CESJ","26490","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","D. Stte de Almeida","s.n.","América do Sul","Brasil","Minas Gerais","UFJF- Trilha Dom Orione",NA,NA,"CESJ026490",NA,"R.L.Esteves","1993","02","05","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"17","2020-06-30 18:31:58-03","UFJF","CESJ","53679","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","M.M. Saavedra; et al.","344","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata estacional ao lado da guarita de entrada do Parque, seguindo o aceiro. Elev.: 1100-1700m.",NA,"Arbusto, ca. 2m alt. Brácteas involucrais verdes com ápice mais escuro, papus alvo, corola alva, ramos do estilete alvos a castanhos.","CESJ053679","CESJ053679","R.Borges","2007","01","23","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2007","07",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"18","2018-04-24 14:12:27-03","MNHN","RECOLNAT_MNHN_P","P00148852","PreservedSpecimen",NA,NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Claussen, P.",NA,NA,"Brésil",NA,"Minas Gerais, Montiqueria","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148852' target='other'> <mi>dwc_moreinfo</mi></a>","P00148852","P00148852_01","Esteves","1843","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"294",NA,NA,NA,NA
"19","2020-12-11 11:32:18-03","UFMG","BHCB","164351","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Vidal, CV; Paula, RL de","1163","Southern America","Brasil","Minas Gerais","Serra do Gandarela",NA,"Floresta semidecidual; Herbáceo",NA,NA,NA,"2011","12","12","Rio Acima","-43.686667","-20.094722",NA,NA,"2013","05","-43.686667","-20.094722",NA,NA,NA,"14",NA,NA,NA
"20","2020-12-11 11:32:18-03","UFMG","BHCB","186729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Castro, R; Gomes, P","2709","Southern America","Brasil","Minas Gerais",NA,NA,"Arbusto, ca. 1,9 metros. Botões florais esverdeados; Floresta Semidecidual","BHCB186729",NA,NA,"2016","08","23","Mariana","-43.4275","-20.174167","926","926","2017","03","-43.4275","-20.174167",NA,NA,NA,"16",NA,NA,NA
"21","2020-12-11 11:32:18-03","UFMG","BHCB","196885","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Rezende, SG; Justo, AG","6582","Southern America","Brasil","Minas Gerais","Serra do Gandarela",NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196885",NA,NA,"2018","01","26","Rio Acima","-43.694167","-20.090833","1378","1378",NA,NA,"-43.694167","-20.090833",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:32:18-03","UFMG","BHCB","11942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Costa, LVC","s.n.","Southern America","Brasil","Minas Gerais","Mineração de Alumínio - CBA., Entre Itamarati de Minas e São João Nepomuceno.",NA,"Plantas do Brasil. Floresta estacional semidecidual. Árvore, 3,5m.",NA,NA,NA,"1998","01",NA,"Itamarati de Minas","-42.817798614502","-21.4158000946045",NA,NA,NA,NA,NA,NA,"10054","auto",NA,NA,NA,NA,NA
"23","2020-12-11 11:32:18-03","UFMG","BHCB","129995","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Pifano, DS; Castro, RM","218","Southern America","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama.",NA,"Interior de mata. Arbóreo, ca. 7m. Planta heliófila. Botões verdes com brácteas verdes e estigma branco. Duplicatas: CESJ, HUFU, HB, RB, SPF, ESA, BHCB, UB, MBM.",NA,NA,NA,"2001","12","02","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"24","2015-01-26 11:10:00-02","MO","MOBOT","3275129","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","H.Q. Boudet Fernandes","Boudet Fernandes 1687","South America","Brazil","Espírito Santo","Santa Teresa.",NA,NA,NA,NA,"E.K.O. Hattori","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2015-01-26 11:11:00-02","MO","MOBOT","3275535","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","PIZIOLO","PIZIOLO 197","South America","Brazil","Espírito Santo","Santa Teresa, Morro da estacao rederidora.",NA,NA,NA,NA,"E.K.O. Hattori","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2015-08-10 05:49:00-03","MO","MOBOT","3282323","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","Amaro Macedo","Macedo 2830","South America","Brazil",NA,"Localidade: Itacoloui. Municipio: O. Preto. Estado Mj.",NA,NA,NA,NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:10:11-03","FZB-BH","BHZB","11463","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis",NA,"Rezende, S.G.","5212",NA,"Brasil","MG","Região do distrito de Camargos",NA,"unicataData correta 23 /10 /2015",NA,NA,NA,"2015","07","29","Mariana","-43.4160995483398","-20.377799987793","770","770",NA,NA,"43°22' 58''","20° 15' 55''","33524","auto",NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2963480","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","E. P. Heringer & G. Eiten","15085","South America - Neotropics","Brazil","Minas Gerais","State of Minas Gerais, Municipio de Marlieria: Parque Estadual So Rio Doce, On peninsula at Lake Helvecio near Ccasa de Tabua guest house",NA,NA,"US01664364","US01664364_01",NA,"1975","9","18",NA,"-42.6","-19.77","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"29","2020-09-12 05:00:02-03","US","US","3709525","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","J. Calvo","7379","South America - Neotropics","Brazil","Bahia","Palmeiras, Vale do Capão",NA,NA,"US01926152","US01926152_01","Calvo, Joel","2016","12","24",NA,"-41.4922","-12.6394","900",NA,NA,NA,"41 29 32 W","12 38 22 S",NA,NA,NA,NA,"1","Dicotyledonae",NA
"30","2020-09-12 05:00:02-03","US","US","1690487","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","L. Riedel","700","South America","Brazil",NA,"In montesis apricis pr. Corrego",NA,NA,"US01664365","US01664365_01",NA,"1823","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"31","2020-09-12 05:00:02-03","US","US","3372226","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","L. Costa","s.n.","South America","Brazil",NA,"Itamrati de Minas/ Sao Joao Nepomuceno-MG, Mineracao de Aluminio-CBA",NA,NA,"US01664366","US01664366_01",NA,"1998","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"32","2020-04-29 16:29:30-03","UFVJM","HDJF","5299","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch. Bip. ex Baker) R.M. King & H. Rob.","Moreira, SN; Pereira, E","1805","Southern America","Brasil","Minas Gerais","Cava Sul - Anglo American",NA,NA,"HDJF005299","HDJF005299_01","Hattori, EK","2016","01","11","Conceição do Mato Dentro","-43.41972","-18.912284","713","713","2016","01","-43.41972","-18.912284",NA,NA,NA,NA,NA,NA,NA
"33","2020-07-23 11:58:43-03","CEPLAC","CEPEC","84221","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis",NA,"J. G. Jardim","2527",NA,"Brasil","Bahia","Chapada Diamantina. Vertente a E do Morro do Pai Inácio. Mata entre o vale.",NA,NA,NA,NA,"D. J. N. Hind","2000","01","26","LENÇÓIS","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA,"30/10/2002"
"34","2020-07-23 11:58:43-03","CEPLAC","CEPEC","28567","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis",NA,"A. M. de Carvalho","981",NA,"Brasil","Bahia","Km 232 da BR 242 p/ Ibotirama. Pai Inacio.",NA,NA,NA,NA,"H. Robinson","1981","12","18","palmeiras","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"0W0'0","0S0'0","20767","auto",NA,NA,NA,NA,"30/12/1982"
"35","2019-11-01 14:53:14-03","UnB","UB","118179","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Pifano, DS","218","Southern America","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"Árvore 7m. Botões verdes com brácteas verdes e estigma branco; Interior da mata",NA,NA,"Esteves, RL","2001","12","02","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2003",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"36","2019-11-01 14:53:14-03","UnB","UB","122376","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Heringer, EP","15085","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce",NA,"Tree 4m. Branches with herbaceous ends",NA,NA,"Robinson, H","1975","09","18","Marliéria","-42.6","-19.766667","400","400","1983",NA,"-42.6","-19.766667",NA,NA,NA,NA,NA,NA,NA
"37","2019-05-06 11:52:31-03","UFU","HUFU","55233","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Pifano, D.S.; Castro, R.M.","218",NA,"Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"Árvore, ca. 7 m. Botões verdes com brácteas verdes e estigma branco.","HUFU00042786","HUFU00042786","Nakajima, J.N.","2001","12","02","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2009","12",NA,NA,"11991","auto",NA,NA,NA,NA,NA
"38","2020-11-27 11:33:11-03","UFU","HUFU","55694","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Valente, A.; Menini-Neto, L.; Garcia, P.O.; Santiago, A.L.; Matta, L.B.V. & Feliciano, E.A.","437",NA,"Brasil","Minas Gerais","Mata do Krambeck",NA,"Borda de mata de encosta.","HUFU00070809","HUFU00070809","Nakajima, J.N.","2006","11","25","Juíz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"2016","08",NA,NA,"36144","auto",NA,NA,NA,NA,NA
"39","2019-05-06 11:52:31-03","UFU","HUFU","55209","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Saavedra, M.G.; Forzza, R.C.; Ferreira, F.M.; Ribeiro, R.D. & Avelar, M.","344",NA,"Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Mata estacional ao lado da guarita de entrada do parque, seguindo o aceiro.",NA,"Arbusto, ca. 2 m. Brácteas involucrais verdes com ápice mais escuro, pápus alvo, corola alva, ramos do estilete alvos a castanhos.; Mata estacional.","HUFU00042785","HUFU00042785","Borges, R.","2007","01","23","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2007","07",NA,NA,"30417","auto",NA,NA,NA,NA,NA
"40","2019-05-06 11:52:31-03","UFU","HUFU","53452","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Sch.Bip. ex Baker) R.M.King & H.Rob.","Meireles, L.D.; Nunes, J.A.","2336",NA,"Brasil","Minas Gerais","Serra Fina, Capim Amarelo.",NA,"Arvoreta, ca. de 4 m. Capítulos alvos.; Mata nebular.","HUFU00070810","HUFU00070810","Nakajima, J.N.","2006","05","05","Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,"2016","08",NA,NA,"17293","auto",NA,NA,NA,NA,NA
"41","2019-11-21 09:59:50-03","IBt","SP","294057","S","Plantae",NA,NA,"Asteraceae","Austrocritonia","angulicaulis","Austrocritonia angulicaulis","(Baker) R.M.King & H.Rob.","Nicolau, SA; Kakuta, FY; Guedes Souza, H","686",NA,"Brasil","São Paulo","Fazenda São Sebastião do Ribeirão Grande, talhão 4, topo do morro.",NA,NA,"SP031154","SP031154","Esteves, RL","1993","07","01","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"2001",NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA
