"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus"
"181","2020-10-14 10:05:25-03","FURB","FURB","18508","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","01",NA,"Dreveck, S.; Carneiro, F.E.","1324","2009","12","15","Brasil","Santa Catarina","Joinville","Serra Dona Francisca - SC-301.","-49.0477777","-26.1925","-49.0477777","-26.1925000","27","27","Florística IFFSC 1048 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB10025","FURB10025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-10-14 10:05:25-03","FURB","FURB","18588","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2009","12",NA,"Korte, A.; Kniess, A.","1304","2009","12","03","Brasil","Santa Catarina","Ituporanga","Alto Rio Bonito.","-49.4105556","-27.54","-49.4105556","-27.5400000","676","676","Florística IFFSC 344 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB10024","FURB10024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-10-14 10:05:25-03","FURB","FURB","18835","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2009","11","19","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","621","2009","11","19","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Epífita IFFSC e47a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita de Cyathea;","FURB10023","FURB10023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-08 08:55:26-03","FURB","FURB","18920","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","01","25","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","902","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB10022","FURB10022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-10-14 10:05:25-03","FURB","FURB","18993","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","01","25","Korte, A.; Kniess, A.","1455","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","Florística IFFSC 513 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita;","FURB10021","FURB10021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-14 10:05:25-03","FURB","FURB","19997","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","10","Korte, A.; Kniess, A.","1586","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","400","400","Florística IFFSC 568 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB10020","FURB10020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-14 10:05:25-03","FURB","FURB","20479","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","04","13","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3536","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","555","555","Florística IFFSC 74 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de xaxim;","FURB10019","FURB10019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-14 10:05:25-03","FURB","FURB","20939","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","15","Korte, A.; Kniess, A.","1678","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Florística IFFSC 899 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB10018","FURB10018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-10-14 10:05:25-03","FURB","FURB","21068","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","22","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","769","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10017","FURB10017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-10-14 10:05:25-03","FURB","FURB","21069","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1094","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10016","FURB10016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-14 10:05:25-03","FURB","FURB","21072","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","22","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1017","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Epífita IFFSC e801a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10015","FURB10015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-14 10:05:25-03","FURB","FURB","21073","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1049","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de Cyathea;","FURB00233","FURB00233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-14 10:05:25-03","FURB","FURB","21340","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1211","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10014","FURB10014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-10-14 10:05:25-03","FURB","FURB","21451","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1265","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10013","FURB10013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-10-14 10:05:25-03","FURB","FURB","21563","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1386","2010","02","17","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","Epífita IFFSC e573a (Abaixo de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: epífita de Cyathea;","FURB10012","FURB10012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-10-14 10:05:25-03","FURB","FURB","21656","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","23","Korte, A.; Kniess, A.","1810","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","802","802","Florística IFFSC 625 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB10011","FURB10011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-14 10:05:25-03","FURB","FURB","21834","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","23","Stival-Santos, A.; Legal, E. & Silveira, S.","1812","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","Florística IFFSC 316 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de xaxim;","FURB10010","FURB10010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-14 10:05:25-03","FURB","FURB","21960","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","29","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1378","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","Epífita IFFSC e8004a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB10009","FURB10009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-10-14 10:05:25-03","FURB","FURB","22354","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","31","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4003","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","Florística IFFSC 118 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita de Cyathea;","FURB10008","FURB10008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-10-14 10:05:25-03","FURB","FURB","22448","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","03","30","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1473","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de Cyathea;","FURB10007","FURB10007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-10-14 10:05:25-03","FURB","FURB","23478","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","04","22","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","1756","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB10006","FURB10006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-10-14 10:05:25-03","FURB","FURB","23517","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Korte, A","2010","03","15","Korte, A.; Kniess, A.","2817","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281","Florística IFFSC 633 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB10005","FURB10005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-14 10:05:25-03","FURB","FURB","23821","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","04","26","Stival-Santos, A.; Legal, E. & Silveira, S.","2415","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718","Florística IFFSC 349 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no interior do fragmento Habito: epífita de xaxim;","FURB10004","FURB10004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-10-14 10:05:25-03","FURB","FURB","24074","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","04","26","Korte, A.; Kniess, A.","2478","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita;","FURB10003","FURB10003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-10-14 10:05:25-03","FURB","FURB","24464","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","07","Korte, A.; Kniess, A.","2627","2010","04","09","Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","516","516","Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB10002","FURB10002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-10-14 10:05:25-03","FURB","FURB","24580","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","10","Korte, A.; Kniess, A.","2873","2010","01","27","Brasil","Santa Catarina","Mirim Doce",NA,"-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB10001","FURB10001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-10-14 10:05:25-03","FURB","FURB","24604","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","10","Korte, A.; Kniess, A.","2680","2010","04","13","Brasil","Santa Catarina","Witmarsum","Krauer Central.","-49.7705556","-26.9102778","-49.7705556","-26.9102778","439","439","Florística IFFSC 686 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB10000","FURB10000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-08 08:55:26-03","FURB","FURB","24782","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","10","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","1958","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB09999","FURB09999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-10-14 10:05:25-03","FURB","FURB","24880","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Stival-Santos, A","2010","04","20","Stival-Santos, A.; Meyer, D. & Silveira, S.","2611","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","-49.1400000","-27.4497222","708","708","Florística IFFSC 385 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita de Cyathea;","FURB09998","FURB09998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-10-14 10:05:25-03","FURB","FURB","24895","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","20","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4669","2010","05","05","Brasil","Santa Catarina","Santa Rosa de Lima","Nova Fátima.","-49.1369444","-28.0805556","-49.1369444","-28.0805556","276","276","Florística IFFSC 170 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita de Cyathea;","FURB09997","FURB09997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-11-08 08:55:26-03","FURB","FURB","24912","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Beckhauser, TA","2010","05","20","Beckhauser, T.A.","117","2010","04","21","Brasil","Santa Catarina","Blumenau","A.D. Hering.","-49.1191667","-26.9030556","-49.1191667","-26.9030556","135","135",NA,"FURB09996","FURB09996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-10-14 10:05:25-03","FURB","FURB","25169","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2011","01","26","Korte, A.; Kniess, A.","2542","2010","04","07","Brasil","Santa Catarina","Ibirama","Caminho Moema.","-49.5894444","-26.9980555","-49.5894444","-26.9980555","503","503","Florística IFFSC 631 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita;","FURB09995","FURB09995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-10-14 10:05:25-03","FURB","FURB","62933","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gonzatti, F.","2018","05",NA,"Gonzatti, F.; Varduga, E. Kulkamp, J.","3244","2017","01","14","Brasil","Rio Grande do Sul","Morrinhos do Sul","Vale do Paraíso-Serra da Tajuva.","-50.0055556","-29.395","-50.0055556","-29.3950000","900","900",NA,"FURB62933","FURB62933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-10-14 10:05:25-03","FURB","FURB","25197","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","24","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1133","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de Cyathea;","FURB09994","FURB09994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-10-14 10:05:25-03","FURB","FURB","25424","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","27","Korte, A.; Kniess, A.","3066","2010","05","05","Brasil","Santa Catarina","Agronômica",NA,"-49.7708334","-27.2702778","-49.7708334","-27.2702778","458","458","Florística IFFSC 460 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB09993","FURB09993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-10-14 10:05:25-03","FURB","FURB","25562","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","31","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2205","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de Cyathea;","FURB09992","FURB09992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-10-14 10:05:25-03","FURB","FURB","25582","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","05","31","Dreveck, S.","2146","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","Florística IFFSC 802 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;","FURB09991","FURB09991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-10-14 10:05:25-03","FURB","FURB","25626","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","06","07","Korte, A.; Kniess, A.","3204","2010","05","14","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2308334","-27","-49.2308334","-27.0000000","357","357","Florística IFFSC 635 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB09990","FURB09990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-10-14 10:05:25-03","FURB","FURB","25752","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","06","08","Korte, A.; Kniess, A.","3130","2010","01","27","Brasil","Santa Catarina","Mirim Doce","Pinhalzinho.","-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB09989","FURB09989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-14 10:05:25-03","FURB","FURB","26127","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","06","17","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2325","2010","05","25","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.585","-26.7275","-49.5850000","-26.7275000","785","785","Epífita IFFSC e801b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado Habito: epífita de Cyathea;","FURB10177","FURB10177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-10-14 10:05:25-03","FURB","FURB","26210","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Silveira, S","2010","05","31","Stival-Santos, A.; Legal, E. & Silveira, S.","2920","2010","05","31","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Cova da Onça.","-48.7808334","-27.6288889","-48.7808334","-27.6288889","236","236","Florística IFFSC 317 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; beira de estrada Habito: epífita de Alsophila;","FURB10176","FURB10176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-10-14 10:05:25-03","FURB","FURB","26286","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","06","18","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2273","2010","05","15","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de tronco caído;","FURB10175","FURB10175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-10-14 10:05:25-03","FURB","FURB","26679","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Korte, A","2010","06","24","Korte, A.; Kniess, A.","3530","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","587","587","Florística IFFSC 685 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB10174","FURB10174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-10-14 10:05:25-03","FURB","FURB","26786","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Gasper, AL de","2010","06","29","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2443","2010","05","29","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","Epífita IFFSC e1025b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de Cyathea;","FURB10173","FURB10173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-10-14 10:05:25-03","FURB","FURB","26855","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","Silveira, S","2010","06","30","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2790","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB10172","FURB10172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
