"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","order","dayIdentified","fieldNumber","imagecode","coordinatePrecision","geoFlag","class"
"15","2019-08-20 09:58:41-03","UNICAMP","UEC","191159","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1363","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P05, Núcleo Santa Virgínia, PE Serra do Ma, P05.14 Arbusto 2cm DAP px P72","-45.183889","-23.601944","800","800",NA,"p.p. Porella brasiliensis; Bryopterys filicina; Pilotrichella flexilis",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 09:58:41-03","UNICAMP","UEC","191160","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1612","2010","03","28",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela N11, Núcleo Santa Virgínia PE Serra do MarN11.26. Liana escandente 5cm diâmetro próximo N150","-45.171667","-23.553611","950","950",NA,"pp. Porotrichum longirostre, Thamniopsis langsdorfii, Plagiochila patentissima, Lepidopilum caudicaule, Lepidopilidium brevisetum",NA,"-45.171667","-23.553611","2011","03",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-20 09:58:41-03","UNICAMP","UEC","191163","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2157","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B10, Núcleo Picinguaba, PE Serra do Mar, B10.37 Ramo de arbusto","-44.835556","-23.336944","50","50",NA,NA,NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-20 09:58:41-03","UNICAMP","UEC","191164","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2158","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B10, Núcleo Picinguaba, PE Serra do Mar, B10.38 Tronco de B128","-44.835556","-23.336944","50","50",NA,NA,NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 09:58:41-03","UNICAMP","UEC","191165","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2159","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B10, Núcleo Picinguaba, PE Serra do Mar, B10.39 Tronco de arbusto","-44.835556","-23.336944","50","50",NA,NA,NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 09:58:41-03","UNICAMP","UEC","191166","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2108","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B02, Núcleo Picinguaba, PE Serra do Mar, B2.18 Tronco de arbusto px B29","-44.835556","-23.336944","50","50",NA,NA,NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 09:58:41-03","UNICAMP","UEC","191167","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2311","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B58, Núcleo Picinguaba, PE Serra do Mar, B58.29 Liana 5,0cm","-44.835556","-23.336944","50","50",NA,"p.p. Neckeropsis disticha",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 09:58:41-03","UNICAMP","UEC","191168","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2209","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B22, Núcleo Picinguaba, PE Serra do Mar, B22.8 Tronco de B249","-44.835556","-23.336944","50","50",NA,"p.p. Porothichum substriatum; Crossomitrium patrisiae",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 09:58:41-03","UNICAMP","UEC","191169","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2213","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B22, Núcleo Picinguaba, PE Serra do Mar, B22.12 Base de tronco de B246","-44.835556","-23.336944","50","50",NA,"p.p. Calymperes erosum; Neckeropsis disticha; Plagiochila patentissima; Lejeunea controversa",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 09:58:41-03","UNICAMP","UEC","191170","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2218","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B22, Núcleo Picinguaba, PE Serra do Mar, B22.17 Liana 50cm diam. no solo próximo B249","-44.835556","-23.336944","50","50",NA,NA,NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 09:58:41-03","UNICAMP","UEC","191171","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2222","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B22, Núcleo Picinguaba, PE Serra do Mar, B22.21 Raiz tabular de B246","-44.835556","-23.336944","50","50",NA,"p.p. Pinnatella minuta; Lejeunea; Porotrichum substriatum; Zelometeorium patulum",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"26","2019-08-20 09:58:41-03","UNICAMP","UEC","191172","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2227","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B22, Núcleo Picinguaba, PE Serra do Mar, B22.26 Tronco de palmeira próximo a B246","-44.835556","-23.336944","50","50",NA,"p.p. Crossomitrium patrisiae",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-20 09:58:41-03","UNICAMP","UEC","191173","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2010","2011","02","23",NA,"Brazil","São Paulo","Ubatuba","Parcela J72, Núcleo Picinguaba, PE Serra do MarJ72.3 Tronco de J1375","-45.144722","-23.618333","350","400",NA,"p.p. Leucoloma serrulatum; Microlejeunea bullata; Symbiezidium barbiflorum&nf;Syrrhopodon prolifer; Ceratolejeunea cornuta; Radula ligula",NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 09:58:41-03","UNICAMP","UEC","191174","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2347","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B82, Núcleo Picinguaba, PE Serra do Mar, B82.17 Rocha px a B957","-44.835556","-23.336944","50","50",NA,"p.p. Radula recubans; Cyclodictyon limbatum;Taxithelium planum; Vesicularia vesicularis&nf;Chyloscyphus martianus",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 09:58:41-03","UNICAMP","UEC","191175","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2240","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B34, Núcleo Picinguaba, PE Serra do Mar, B34.11 Tronco de B378","-44.835556","-23.336944","50","50",NA,"p.p. Lejeunea controversa; Neckeropsis disticha; Fissidens",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 09:58:41-03","UNICAMP","UEC","191176","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1543","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P44, Núcleo Santa Virgínia, PE Serra do Ma, P44.6 Tronco P754","-45.198889","-23.616944","800","800",NA,"p.p. Radula nudicaulis; Porotrichum longirsotre; Lepidopilidium brevisetum; Bryopterys filicina",NA,"-45.198889","-23.616944","2011","04",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 09:58:41-03","UNICAMP","UEC","191177","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2248","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B34, Núcleo Picinguaba, PE Serra do Mar, B34.19 Tronco de B381","-44.835556","-23.336944","50","50",NA,"p.p. Porotrichum, substriatum; Lejeunea controversa; Plagiochila rutilans; Plagiochila corrugata",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 09:58:41-03","UNICAMP","UEC","191179","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1365","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P05, Núcleo Santa Virgínia, PE Serra do Ma, P05.16 Tronco P76","-45.183889","-23.601944","800","800",NA,"p.p. Lepidopilum caudicaule; Porotrichum longirostre",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:58:41-03","UNICAMP","UEC","191180","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2089","2011","02","23",NA,"Brazil","São Paulo","Ubatuba","Parcela J92, Núcleo Picinguaba, PE Serra do MarJ92.30 Tronco de J1762","-45.144722","-23.618333","350","400",NA,NA,NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 09:58:41-03","UNICAMP","UEC","191181","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1458","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P28, Núcleo Santa Virgínia, PE Serra do Ma, P28.3 Arbusto px P455","-45.183889","-23.601944","800","800",NA,"p.p. Porotrichum longirostre; Pilotrichella flexilis; Plagiochila patula",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 09:58:41-03","UNICAMP","UEC","191182","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1324","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P01, Núcleo Santa Virgínia, PE Serra do Ma, P01.2 Arbusto px P19","-45.183889","-23.601944","800","800",NA,"p.p. Porotrichum longirostre; Pilotrichella flexilis; Plagiochila patula",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 09:58:41-03","UNICAMP","UEC","191183","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1422","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P14, Núcleo Santa Virgínia, PE Serra do Ma, P14.15 Tronco P231","-45.183889","-23.601944","800","800",NA,"p.p. Porotrichum longirostre; Homalia glabella; Plagiochila patula; Radula nudicaulis",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 09:58:41-03","UNICAMP","UEC","191184","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1402","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P12, Núcleo Santa Virgínia, PE Serra do Ma, P12.21 Árvore 8cm DAP px P194","-45.183889","-23.601944","800","800",NA,"p.p. Racopilum tomentosum; Porotrichum longirostre; Microlejeunea bullata; Ceratolejeunea cubensis",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 09:58:41-03","UNICAMP","UEC","191185","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1557","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P44, Núcleo Santa Virgínia, PE Serra do Ma, P44.20 Tronco P756","-45.202778","-23.620833","800","800",NA,"p.p. Porotrichum longirsotre; Lepidopilidium brevisetum",NA,"-45.202778","-23.620833","2011","04",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 09:58:41-03","UNICAMP","UEC","191186","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1446","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P22, Núcleo Santa Virgínia, PE Serra do Ma, P22.15 Tronco P374","-45.183889","-23.601944","800","800",NA,"p.p. Plagiochila patula; Porotrichum longirostre; Lejeunea controversa; Leucoloma serrulatum; Radula lígula; Lepidopilum caudicaule; Lepidopilum subsubulatum",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 09:58:41-03","UNICAMP","UEC","191187","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1561","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P44, Núcleo Santa Virgínia, PE Serra do Ma, P44.24 Tronco P740","-45.203889","-23.621944","800","800",NA,"p.p. Porotrichum longirsotre; Leucoloma serrulatum; Bryopterys filicina",NA,"-45.203889","-23.621944","2011","04",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 09:58:41-03","UNICAMP","UEC","191188","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1332","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P01, Núcleo Santa Virgínia, PE Serra do Ma, P01.10 Tronco P18","-45.183889","-23.601944","800","800",NA,"p.p. Homalia glabella; Porella brasiliensis",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 09:58:41-03","UNICAMP","UEC","191189","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1388","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P12, Núcleo Santa Virgínia, PE Serra do Ma, P12.7 Tronco P190","-45.183889","-23.601944","800","800",NA,"p.p. Racopilum tomentosum; Plagiochila patula; Neckeropsis disticha; Porotrichum substriatum; Lejeunea controversa",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 09:58:41-03","UNICAMP","UEC","191190","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1468","2011","02","23",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parcela P28, Núcleo Santa Virgínia, PE Serra do Ma, P28.13 Tronco P462","-45.183889","-23.601944","800","800",NA,"p.p. Radula nudicaulis; Phyllogonium viride; Porotrichum longirostre; Lejeunea controversa",NA,"-45.183889","-23.601944","2011","04",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 09:58:41-03","UNICAMP","UEC","191191","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2315","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B74, Núcleo Picinguaba, PE Serra do Mar, B74.3 Rocha px B851","-44.835556","-23.336944","50","50",NA,"p.p. Octoblepharum albidum; Radula lígula; Chyloscyphus martianus; Vesicularia vesicularis; Taxithelium planum; Isopterygium tenerum; Crossomitrium patrisiae; Leskeodon aristatus",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 09:58:41-03","UNICAMP","UEC","191193","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1862","2009","08","24",NA,"Brazil","São Paulo","Ubatuba","Parcela J12, Núcleo Picinguaba, PE Serra do MarJ12.17 Raiz de palmeira próximo J238","-45.144722","-23.618333","350","400",NA,"p.p. Plagiochila patula",NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 09:58:41-03","UNICAMP","UEC","191194","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","1839","2009","08","24",NA,"Brazil","São Paulo","Ubatuba","Parcela J04, Núcleo Picinguaba, PE Serra do MarJ4.22. Caule de pteridofita","-45.144722","-23.618333","350","400",NA,"p.p. Fissidens, Lepidopilidium brevisetum",NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 09:58:41-03","UNICAMP","UEC","191195","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2361","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B90, Núcleo Picinguaba, PE Serra do Mar, B90.4 Tronco de B1059","-44.835556","-23.336944","50","50",NA,"p.p. Ochrobryum gardnerii; Porotrichum substriatum; Neckeropsis disticha; Ceratolejeunea cornuta",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 09:58:41-03","UNICAMP","UEC","191196","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2378","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B90, Núcleo Picinguaba, PE Serra do Mar, B90.21 Tronco de B1065","-44.835556","-23.336944","50","50",NA,"p.p. Porotrichum substriatum",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
