"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"1","2016-09-30 01:00:00-03","NY","NYBG","1018983","PreservedSpecimen","Plantae","Magnoliophyta","Ranunculales","Menispermaceae","Disciphania","hernandia","Disciphania hernandia","J. M. A. Braga","J. M. A. Braga","7434","2004","08","06","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes, Prainha, Parque Ecológico Municipal da Prainha, trilha para o Mirante.","-43.2075","-22.9031","80","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018983","NY01018983_01",NA,NA,NA,NA,NA,NA
"2","2021-03-03 13:56:20-03","UFF","NIT","NIT209","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia",NA,"A. Lobão; C. P. Bruniera, M. P. Santos","1713",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, trilha proxima a cascatinha.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Habito: Trepadeira","NIT00000209",NA,"(Vell.) Barneby","57442","auto",NA,NA,NA
"3","2020-07-23 12:13:59-03","CEPLAC","CEPEC","116112","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia","Sem Informação","Borges, R.A.X.","582","2007","01","21",NA,"Brasil","Bahia","arataca","Serra das Lontras. Ca. 7 km no ramal que liga o distrito de Itatinguí à Serra, ramal de acesso à Fazenda Véu de Noiva, de propriedade de José Marques.","-39.408056","-15.202778",NA,NA,NA,"UNICATA.",NA,NA,NA,NA,NA,"39W24'29","15S12'10",NA
"4","2020-07-23 12:13:59-03","CEPLAC","CEPEC","123177","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia","Sem Informação","Amorim, A. M.","7467","2008","06","24",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, 9,7 Km W de Camacã na estrada para Jacarecí, daí 6 Km SW na estrada para RPPN Serra Bonita e torre.","-39.565278","-15.391667","835","835",NA,"UNICATA.",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA
"5","2020-07-23 12:13:59-03","CEPLAC","CEPEC","135593","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia","Sem Informação","M.M. Coelho","874","2012","06","08",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela vertente oposta à de Seu Francisco. Área denominada de Corcovado São Domingos, acesso pela Fazenda Aleluia, proprietário Sérgio Brito, Contato seu China.","-39.603333","-14.701667",NA,NA,NA,"(Unicata). Material prensado com álcool.",NA,NA,NA,NA,NA,"39W36'12","14S42'6",NA
"6","2020-07-23 12:13:59-03","CEPLAC","CEPEC","72558","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia","M. Del Rei","J. G. Jardim","1000","1997","02","27",NA,"Brasil","Bahia","ALMADINA","Rod. Almadina/Ibitupã, entrada a 7Km. Serra dos Sete Paus, Ca. 12Km da entrada. Faz. Cruzeiro do Sul.","-39.696111","-14.735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W41'46","14S44'6","01/06/2010"
"7","2020-07-23 12:13:59-03","CEPLAC","CEPEC","6019","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia","R. C. Barneby","T. S. dos Santos","1039","1970","08","31",NA,"Brasil","Bahia","ubaitaba","Rod. p/ Ibirapitanga.","-39.323299407959","-14.3125",NA,NA,NA,NA,NA,NA,NA,"27575","auto",NA,NA,"30/12/1973"
"8","2020-07-23 12:13:59-03","CEPLAC","CEPEC","137988","PreservedSpecimen","Plantae",NA,NA,"Menispermaceae","Disciphania","hernandia","Disciphania hernandia",NA,"J.M.A.Braga","3312",NA,NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"57442","auto",NA,NA,NA
