"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","infraspecificEpithet","scientificNameAuthorship","country","stateProvince","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber"
"57","2021-03-21 19:40:17-03","UFC","EAC","50568","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, L.W.","2003","05","25",NA,"Herbáceo, epífito.; Mata úmida - mata seca","Monocotyledon",NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, L.W.; et al.","2502","2003","05","25","Southern America","Maranguape","Trilha da Cachoeira, Barlavento Sa. Maranguape.","-38.725222","-3.913333",NA,"EAC0050568","EAC0050568","780","780",NA,NA,"-38.725222","-3.913333",NA
"58","2021-03-21 19:40:17-03","UFC","EAC","15334","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, L.W.",NA,NA,NA,NA,"Epífita, flor lilás, frutos verdes ornamental, substrato casca de árvore.; Mata higrófila","Monocotyledon",NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, L.W.","1","1975",NA,NA,"Southern America","Itapipoca",NA,"-39.8316993713379","-3.36167001724243",NA,"EAC0015334","EAC0015334","550","550","44579","auto",NA,NA,NA
"59","2021-03-21 19:40:17-03","UFC","EAC","50558","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, L.W.","2003","01","13",NA,"Herbáceo, epífito.; Mata úmida - mata seca","Monocotyledon",NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, L.W.; et al.","2406","2003","01","13","Southern America","Maranguape","Síio Cortina da Boa Vista, Barlavento da Sa. Maranguape.","-38.6856002807617","-3.89083003997803",NA,"EAC0050558","EAC0050558","750","750","40608","auto",NA,NA,NA
"60","2021-03-21 19:40:17-03","UFC","EAC","34657","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, L.W.","2003","01","13",NA,"Cálice e corola lilás, brácteas verde-parda.","Monocotyledon",NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, L.W.","2405","2003","01","13","Southern America","Maranguape","Sítio Cortina da Boa Vista","-38.6856002807617","-3.89083003997803",NA,"EAC0034657","EAC0034657",NA,NA,"40608","auto",NA,NA,NA
"61","2021-03-21 19:40:17-03","UFC","EAC","15338","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, L.W.",NA,NA,NA,NA,"Epífita, flor lilás, fruto verde, ornamental.; Mata higrófila","Monocotyledon",NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, L.W.; Leite, W.L.","s.n.","1987","04",NA,"Southern America","Uruburetama",NA,"-39.50830078125","-3.625",NA,"EAC0015338","EAC0015338","550","550","10183","auto",NA,NA,NA
"62","2021-03-21 19:40:19-03","UFC","EAC","60962","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus","Lima-Verde, L.W.","2008","10","21",NA,"Erva epífita; flor amarela com castanho; fruto verde; espécimes epifitando Acnistus arborescens (solanaceae).; Mata ombrófila.","Monocotyledon",NA,NA,NA,"(Sw.) Kuntze","Brasil","Ceará","Lima-Verde, L.W.","3508","2008","09","27","Southern America","Guaramiranga","Pico Alto","-38.970583","-4.20675",NA,"EAC0060962",NA,NA,NA,NA,NA,"-38.970583","-4.20675",NA
"63","2015-09-03 19:56:52-03","MNHN","RECOLNAT_MNHN_P","P00405488","PreservedSpecimen",NA,"Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405488' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Funck, N.",NA,"1843",NA,NA,NA,NA,"Caracas",NA,NA,"hb","P00405488","P00405488_01",NA,NA,NA,NA,NA,NA,"450"
"64","2015-09-15 22:41:03-03","MNHN","RECOLNAT_MNHN_P","P00405489","PreservedSpecimen",NA,"Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Cultivé. Rapporter de Caracas en 1843 par Mr Hardy <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405489' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Rivière, A.",NA,"1847","6","26",NA,NA,"Caracas",NA,NA,"hb","P00405489","P00405489_01",NA,NA,NA,NA,NA,NA,NA
"65","2015-09-03 19:56:52-03","MNHN","RECOLNAT_MNHN_P","P00405490","PreservedSpecimen",NA,"Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405490' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Lindl.","Colombie",NA,NA,NA,"1934",NA,NA,NA,NA,"Rio San Jupe ?",NA,NA,"hb","P00405490","P00405490_01",NA,NA,NA,NA,NA,NA,NA
"66","2015-09-15 23:51:21-03","MNHN","RECOLNAT_MNHN_P","P00405491","PreservedSpecimen",NA,"Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405491' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Lindl.","Colombie",NA,"Rivière, A.",NA,"1853","6",NA,NA,NA,NA,NA,NA,"hb","P00405491","P00405491_01",NA,NA,NA,NA,NA,NA,NA
"67","2015-09-04 11:29:59-03","MNHN","RECOLNAT_MNHN_P","P00405492","PreservedSpecimen",NA,"Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Lindl.","Colombie",NA,"Rivière, A.",NA,"1853","6",NA,NA,NA,NA,NA,NA,"hb","P00405492","P00405492_01",NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2825294","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador",NA,"* ICONES","ICONES 124",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-06-09 17:10:00-03","MO","MOBOT","653976","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador","El Oro","Calaway H. Dodson|et al.","Dodson 8635","1979","8","6","South America",NA,NA,NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA
"70","2011-06-09 17:11:00-03","MO","MOBOT","670368","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador","Los Ríos","Calaway H. Dodson|et al.","Dodson 5641","1974","8","23","South America",NA,"Río Palenque Biological Station.","-79.36666","-0.58333",NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA
"71","2011-06-09 16:43:00-03","MO","MOBOT","672150","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador","Pichincha","Carl A. Luer|et al.","Luer 545","1975","8","16","South America",NA,"Sto. Domingo-Quito.","-78.727","-0.437",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","678084","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Kuntze","Ecuador","Los Ríos","Calaway H. Dodson","Dodson 17281","1987","8","9","South America",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA
"73","2020-08-31 09:19:28-03","INPA","INPA","113683","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Cardoso, A","2000","03",NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Santos, JL dos","655","1983","11","20","Southern America","Presidente Figueiredo","Balbina, Estrada acesso a estação de desmatamento, Estrada que da acesso a estação de desmatamento, a 2,500 m acima da barragem, margem direita do rio Uatumã","-59.5","-1.833333",NA,"INPA0113683","INPA0113683 INPA0113683_e INPA0113683_e1",NA,NA,NA,NA,"-59.5","-1.833333",NA
"74","2021-01-10 20:51:54-03","INPA","INPA","28545","Dupli","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Cardoso, A","2000","03",NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Albuquerque, BWP de","395","1971","04","22","Southern America",NA,"BR 174, km 45, Reserva Campina, Estrada Manaus-Caracaraí km 45","-60.250556","-2.595",NA,"INPA0028545","INPA0028545 INPA0028545_1 INPA0028545_1e INPA0028545_1e1 INPA0028545_e",NA,NA,NA,NA,"-60.250556","-2.595",NA
"75","2020-08-31 09:19:28-03","INPA","INPA","28545","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Cardoso, A","2000","03",NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Albuquerque, BWP de","395","1971","04","22","Southern America",NA,"BR 174, km 45, Reserva Campina, Estrada Manaus-Caracaraí km 45","-60.250556","-2.595",NA,"INPA0028545","INPA0028545 INPA0028545_1 INPA0028545_1e INPA0028545_1e1 INPA0028545_e",NA,NA,NA,NA,"-60.250556","-2.595",NA
"76","2020-08-31 09:19:28-03","INPA","INPA","31705","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Pabst, GFJ","1973",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Prance, GT","13341","1971","06","10","Southern America","Manaus","BR 174, KM 45, Estrada Manaus-Caracaraí road, Km 45. Caatinga on white sand.","-60.031582","-2.584451",NA,"INPA0031705","INPA0031705 INPA0031705_e",NA,NA,NA,NA,"-60.031582","-2.584451",NA
"77","2020-08-31 09:19:28-03","INPA","INPA","44015","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Steward, WC","P20091","1973","12","10","Southern America",NA,"BR 174, km 130, Manaus-Caracaraí road, Km 130. Forest on large rocks on east side of rapids.","-60.1","-1.83",NA,"INPA0044015","INPA0044015 INPA0044015_e INPA0044015_e1",NA,NA,NA,NA,"-60.1","-1.83",NA
"78","2020-08-31 09:19:28-03","INPA","INPA","49736","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Braga, PIS","1975",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Braga, PIS","2803","1975","02",NA,"Southern America","Manaus","BR174, Km 44. EEST, Estrada Manaus-Caracaraí, Km 61, Reserva Biológica de Campina do INPA.","-60.038889","-2.597222",NA,"INPA0049736",NA,NA,NA,NA,NA,"-60.038889","-2.597222",NA
"79","2020-08-31 09:19:28-03","INPA","INPA","75318","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Braga, PIS","1980",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Braga, PIS","3493","1978","02","24","Southern America",NA,"Rio Uatumã, Rio Uatumã, lado esquerdo do rio.",NA,NA,NA,"INPA0075318","INPA0075318 INPA0075318_e INPA0075318_e1",NA,NA,NA,NA,NA,NA,NA
"80","2020-08-31 09:19:28-03","INPA","INPA","84243","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Braga, PIS","1979",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Coêlho, LF","939","1979","02","20","Southern America",NA,"BR 174, km 125, Levantamento Florístico na campina da estrada Manaus-Caracaraí Km 125.","-60.065174","-1.899085",NA,"INPA0084243","INPA0084243 INPA0084243_e INPA0084243_e1",NA,NA,NA,NA,"-60.065174","-1.899085",NA
"81","2020-08-31 09:19:28-03","INPA","INPA","4489","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Pabst, GFJ","1957",NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Coêlho, LF","INPA4489","1957","02","22","Southern America","Manaus","AM 010, km 139, Material sem local exato de coleta.","-59.417042","-3.573922",NA,"INPA0004489","INPA0004489 INPA0004489_e",NA,NA,NA,NA,"-59.417042","-3.573922",NA
"82","2020-08-31 09:19:28-03","INPA","INPA","6982","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Rodrigues, WA","786","1959","01","28","Southern America","Manaus","BR174, Estrada Manaus-Caracaraí. Carrasco na beira da estrada.","-60.0250015258789","-3.10193991661072",NA,"INPA0006982","INPA0006982 INPA0006982_e",NA,NA,"138090","auto",NA,NA,NA
"83","2020-08-31 09:19:28-03","INPA","INPA","168075","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata eldorado","Cardoso, A","2000","03",NA,NA,NA,"Monocotyledon",NA,"Asparagales","eldorado","(Linden) H.J.Veitch","Brasil","Amazonas","Croat, TB","62208A","1986","08","16","Southern America","Manaus","Along highway from Manaus to Caracaraí. Campina Preserve, at km 45.","-60.083333","-1.666667",NA,"INPA0168075","INPA0168075 INPA0168075_e INPA0168075_e1",NA,NA,NA,NA,"-60.083333","-1.666667",NA
"84","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","18313",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Fraga/02-11-2004",NA,NA,NA,NA,"Epífita, em copa de árvore a 22m, flores de cor lilás, labelo com centro branco, formando grande touceira, coletada em 1994. Em cultivo, flor em 18/10/2002.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","R.R. Vervloet","1259","2002","10","18",NA,"Santa Maria de Jetibá","(Santa Teresa, erro de município) Recreio","-40.7461013793945","-20.040599822998",NA,"MBML018313","MBML018313",NA,NA,"31867","auto",NA,NA,NA
"85","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","18040",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Fraga/2002",NA,NA,NA,NA,"Epífita, flores lilás.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","C. N. de Fraga","948","2002","10","19",NA,"Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"MBML018040","MBML018040_1 MBML018040_2",NA,NA,NA,NA,"40W31'49","19S58'17",NA
"86","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","39685",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","A. P. Fontana","2006","10","18",NA,"Epífita, caída na mata, flores lilás. Em cultivo na Casa das Epífitas.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","A. P. Fontana","2476","2006","10","18",NA,"Santa Teresa","Rio saltinho, propriedade do Tragnhago.","-40.493889","-19.932778",NA,"MBML039685","MBML039685_1 MBML039685_2",NA,NA,NA,NA,"40W29'38","19S55'58",NA
"87","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","12798",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Mata Atlântica de encosta em área com pedras mais no interior da mata. Epífita e sobre rocha, folhas verdes, flores lilás, labelo com tubo amarelo e centro lilás escuro.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","C. N. de Fraga","512","1999","10","13",NA,"Cariacica","Divisa com Reserva de Duas Bocas","-40.4199981689453","-20.2639007568359",NA,"MBML012798",NA,NA,NA,"18507","auto",NA,NA,NA
"88","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","12799",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Mata Atlântica de encosta em área com pedras mais no interior de mata. Epífita, folhas verdes, flores toda branca, labelo com tubo amarelo (apenas dois individuos florais na população).",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","C. N. de Fraga","513","1999","10","13",NA,"Cariacica","Divisa com Reserva de Duas Bocas","-40.4199981689453","-20.2639007568359",NA,"MBML012799","MBML012799",NA,NA,"18507","auto",NA,NA,NA
"89","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","38531",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","D. R. Couto - 25/10/04","2004","10","25",NA,"Holoepífita característica. Vegetando em Floresta Ombrófila Densa. Flores rosas, grandes. Mata do Massini.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","D.R. Couto","197","2004","10","25",NA,"Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,"MBML038531","MBML038531","800","800","29430","auto",NA,NA,NA
"90","2020-07-10 09:48:12-03","MBML","MBML-HERBARIO","38437",NA,"Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","D. R. Couto - 13/10/04","2004","10","13",NA,"Holoepífita característica. Floresta Ombrófila Densa Montana, árvore alta (29 metros), vegetando nos ramos primários. Mata da Chorona.",NA,NA,NA,NA,"Lindl.","Brasil","Espírito Santo","D.R. Couto","194","2004","10","13",NA,"Mimoso do Sul","São Rafael- Conceição de Muqui","-41.3664016723633","-21.0641994476318",NA,"MBML038437","MBML038437","820","820","29430","auto",NA,NA,NA
"91","2019-08-20 12:04:51-03","UFLA","ESAL","31866","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Mansanares, M E",NA,NA,NA,NA,"Epífita 25 cm altura com flores lilases; Mata de galeria",NA,NA,NA,NA,"Lindl.","Brasil","Minas Gerais","Espíndola, J; Martins, P","s.n.","2019","06","18",NA,"Luminárias","Próximo ao rio Ingaí","-44.9033012390137","-21.511100769043",NA,NA,NA,"1140","1140","19291","auto",NA,NA,NA
"92","2021-01-26 13:56:58-03","IMA","MAC","55475","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Epífita. Flores róseas.; Caatinga.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","A.Costa","366","2010","07","08",NA,"Traipu","Serra-da-Mão.","-36.949997","-9.733333",NA,"MAC0055475",NA,NA,NA,NA,NA,"-36.949997","-9.733333",NA
"93","2021-01-28 11:37:22-03","IMA","MAC","10342","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","R.P. de Lyra-Lemos","2000",NA,NA,NA,"Epífita Em floração, planta apreendida, flores roxas, frutos ausentes; Cultivada",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","s/ coletor","s.n.","1999","04","13",NA,"Maceió",NA,"-35.708947","-9.649847",NA,"MAC0010342",NA,NA,NA,NA,NA,"-35.708947","-9.649847",NA
"94","2021-01-28 11:37:22-03","IMA","MAC","24438","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2008","03","18",NA,"Epifita. Flores roxas.; Mata Serrana de Brejo de Altitude.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","R.P.Lyra-Lemos; G.B.Araujo; L.Palmeira","9479","2006","03","24",NA,"Maravilha","Topo da serra da Caiçara.","-37.361111","-9.223889",NA,"MAC0024438",NA,NA,NA,NA,NA,"-37.361111","-9.223889",NA
"95","2021-01-28 11:37:22-03","IMA","MAC","25985","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Epífita. Flores liláscom listas no centro arroxeadas.; Mata Atlântica",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","R.P.Lyra-Lemos","10044","2006","10","31",NA,"Maceió","Farol.","-35.708889","-9.649722",NA,"MAC0025985",NA,NA,NA,NA,NA,"-35.708889","-9.649722",NA
"96","2021-01-28 11:37:22-03","IMA","MAC","30026","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2008","12","04",NA,"Epifita. Flores lilás.; Mata Serrana de Brejo de altitude.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","R.P.Lyra-Lemos; F.Cavalcante; M.N.Rodrigues","10143","2007","04","13",NA,"Mar Vermelho","Pedra Branca","-36.382222","-9.480278",NA,"MAC0030026",NA,NA,NA,NA,NA,"-36.382222","-9.480278",NA
"97","2021-01-28 11:37:22-03","IMA","MAC","32574","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas",NA,NA,NA,NA,"Epífita. Flores lilases.; Mata Serrana de Brejo de Altitude.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","R.P.Lyra-Lemos","11342B","2008","05","09",NA,NA,NA,NA,NA,NA,"MAC0032574",NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-01-26 13:56:58-03","IMA","MAC","37617","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2009","03","27",NA,"Epífita. Espata floral verde.; Brejo de Altitude.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota; S.P.Gomes","2332","2009","03","27",NA,"Palmeira dos Índios","Serra das Pias, Fazenda Fortaleza.","-36.633142","-9.406106",NA,"MAC0037617",NA,NA,NA,NA,NA,"-36.633142","-9.406106",NA
"99","2021-01-26 13:56:58-03","IMA","MAC","41026","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2009","04","29",NA,"Epífita. Fruto verde.; Mata Pluvial Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota","3285","2009","04","29",NA,"Chã Preta","Serra Lisa.","-36.284775","-9.241017",NA,"MAC0041026",NA,NA,NA,NA,NA,"-36.284775","-9.241017",NA
"100","2021-01-26 13:56:58-03","IMA","MAC","41473","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2009","05","08",NA,"Epífita. Fruto verde.; Mata Pluvial Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota; A.I.L.Pinheiro; S.Cavalcanti","3599","2009","05","08",NA,"Mar Vermelho","Fazenda Canadá.","-36.382306","-9.480367",NA,"MAC0041473",NA,NA,NA,NA,NA,"-36.382306","-9.480367",NA
"101","2021-01-26 13:56:58-03","IMA","MAC","41626","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2009","05","08",NA,"Epífita. Flor rósea.; Mata Pluvial Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota; A.I.L.Pinheiro; S.Cavalcanti","3752","2009","05","08",NA,"Mar Vermelho","Fazenda Canadá.","-36.382306","-9.480367",NA,"MAC0041626",NA,NA,NA,NA,NA,"-36.382306","-9.480367",NA
"102","2021-01-26 13:56:58-03","IMA","MAC","42585","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2009","06","25",NA,"Epífita. Estéril.; Mata Pluvial Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota","4105","2009","06","25",NA,"Quebrangulo","Serra das Guaribas.","-36.458075","-9.294925",NA,"MAC0042585",NA,NA,NA,NA,NA,"-36.458075","-9.294925",NA
"103","2021-01-26 13:56:58-03","IMA","MAC","49954","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.O.Chagas","2010","10","07",NA,"Epífita. Frutos verdes.; Mata Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Chagas-Mota","8993","2010","10","07",NA,"Quebrangulo","Reserva Biológica Pedra Talhada, Pedra D'Água.","-36.427672","-9.228003",NA,"MAC0049954",NA,NA,NA,NA,NA,"-36.427672","-9.228003",NA
"104","2021-01-26 13:56:59-03","IMA","MAC","56687","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Erva ca. 30 cm. Fruto verde.; Mata Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","R.P.Lyra-Lemos; J.S.Correia; A.Santos","13770","2013","10","05",NA,"Quebrangulo","Reserva Biológica de Pedra Talhada, Trilha.","-36.428056","-9.256153",NA,"MAC0056687",NA,NA,NA,NA,NA,"-36.428056","-9.256153",NA
"105","2021-01-26 13:56:59-03","IMA","MAC","56988","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Erva ca. 25 cm. Flores róseas.; Mata Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","J.S.Correia; A.Santos; R.L.Silva","52","2014","02","20",NA,"Quebrangulo","Reserva Biológica de Pedra Talhada, Lajedo dos Bois.","-36.42","-9.241667",NA,"MAC0056988",NA,NA,NA,NA,NA,"-36.42","-9.241667",NA
"106","2021-01-26 13:56:59-03","IMA","MAC","57057","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Epífita ca. 80 cm. Flores róseas com labelo esbranquiçado.; Mata Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","J.S.Correia; A.Santos; M.W.Tavares-Silva; E.L.Silva","118","2014","04","14",NA,"Quebrangulo","Reserva Biológica de Pedra Talhada, Pedra Talhada.","-36.428056","-9.256153",NA,"MAC0057057",NA,NA,NA,NA,NA,"-36.428056","-9.256153",NA
"107","2021-01-26 13:56:59-03","IMA","MAC","62027","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","M.C.S.Mota","2012","03","04",NA,"Epífita. Flores róseas.; Mata Atlântica.",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","M.C.S.Mota; E.C.O.Chagas","11434","2012","03","04",NA,"Quebrangulo","Reserva Biológica de Pedra Talhada.","-36.4710998535156","-9.31888961791992",NA,"MAC0062027",NA,NA,NA,"16583","auto",NA,NA,NA
