"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount"
"50","2020-12-21 16:32:22-03","MBM","MBM","82528","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Graham, S.A.","Graham, S.A.","912",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM082528","MBM082528",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:32:22-03","MBM","MBM","228555","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Uhlmann, A.","Kozera, C.","616",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,"MBM228555","MBM228555",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:32:22-03","MBM","MBM","33901","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Kummrow, R.","818",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,"MBM033901","MBM033901",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:32:22-03","MBM","MBM","343410","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Baitello, J.B.","Cielo Filho, R.; et al.; et al.","653","2008","02","26","Southern America","Brazil","São Paulo","Itapeva","Estação Ecológica, trilha da Vila","-48.8699989318848","-23.9799995422363",NA,"Arbusto 1,5 m, fruto verde","MBM343410","MBM343410","750","750","2008","42926","auto","03",NA,NA,NA,"03",NA,NA,NA
"54","2020-12-21 16:32:22-03","MBM","MBM","192694","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Dombrowski, L.T.","11973",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM192694",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:32:22-03","MBM","MBM","25212","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","3111",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Córrego Três Bocas","-49.7057991027832","-24.2511005401611",NA,NA,"MBM025212","MBM025212",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:32:22-03","MBM","MBM","218643","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Barboza, E.; Deodato, F.; Barboza, E.; Deodato, F.","67103",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM218643","MBM218643",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:32:22-03","MBM","MBM","132235","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Cervi, A.C.; et al.; et al.","2952",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva, arredores","-49.7057991027832","-24.2511005401611",NA,NA,"MBM132235","MBM132235",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:32:22-03","MBM","MBM","271755","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Linsingen, L. von","Linsingen, L. von","68","2000","03","06","Southern America","Brazil","Paraná","Jaguariaíva","Lago Azul","-49.7057991027832","-24.2511005401611",NA,NA,"MBM271755","MBM271755",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:32:22-03","MBM","MBM","199894","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","52825",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Morro Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM199894","MBM199894",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:32:22-03","MBM","MBM","5767","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Graham, S.A.","Lindeman, J.; Haas, H.; Haas, H.","3082",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Rio Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,"MBM005767","MBM005767",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:32:22-03","MBM","MBM","262958","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Fiaschi, P.","Fiaschi, P.; et al.; et al.","806","2001","05","07","Southern America","Brazil","Paraná","Jaguariaíva","Rio Samambaia","-49.7057991027832","-24.2511005401611",NA,NA,"MBM262958","MBM262958",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:32:22-03","MBM","MBM","165418","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","1109",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Cânion de Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM165418","MBM165418",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:32:22-03","MBM","MBM","56913","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Leitão Filho, H.F.; et al.; et al.","4692",NA,NA,NA,"Southern America","Brazil","São Paulo","Itapeva","Rodovia Itapeva - Itararé","-48.8699989318848","-23.9799995422363",NA,NA,"MBM056913","MBM056913",NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-02-24 11:05:16-03","MNHN","RECOLNAT_MNHN_P","P01901989","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Paturages près la fazenda de Pentusa à l'entrée du campos Geraes. Province de Saint.-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901989' target='other'> <mi>dwc_moreinfo</mi></a>","P01901989","P01901989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 1366",NA
"65","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092258","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","Reçu le 16 avril 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092258' target='other'> <mi>dwc_moreinfo</mi></a>","P05092258","P05092258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092259","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092259' target='other'> <mi>dwc_moreinfo</mi></a>","P05092259","P05092259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-05 04:08:50-03","MNHN","RECOLNAT_MNHN_P","P05092264","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092264' target='other'> <mi>dwc_moreinfo</mi></a>","P05092264","P05092264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-11-07 05:14:27-02","MNHN","RECOLNAT_MNHN_P","P01901987","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Paturages près la fazenda de Pentusa à l'entrée du campos Geraes. Province de Saint.-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901987' target='other'> <mi>dwc_moreinfo</mi></a>","P01901987","P01901987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","C2 1366",NA
"69","2015-11-07 05:14:34-02","MNHN","RECOLNAT_MNHN_P","P01901988","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Paturages près la fazenda de Pentusa à l'entrée du campos Geraes. Province de Saint.-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901988' target='other'> <mi>dwc_moreinfo</mi></a>","P01901988","P01901988_01 P01901988_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","C2 1366",NA
"70","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092262","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","17",NA,"Brasil","Paraná","Arapoti","By Jaguariaiva boundary","-49.35","-24.11667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092262' target='other'> <mi>dwc_moreinfo</mi></a>","P05092262","P05092262_01","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14720",NA
"71","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092261","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Smith, L.B.|Hatschbach, G.",NA,"1965","1","17",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.28333","-24.28333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092261' target='other'> <mi>dwc_moreinfo</mi></a>","P05092261","P05092261_01","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14630",NA
"72","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092260","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","17",NA,"Brasil","Paraná","Jaguariaíva","pasture, outsskirts of Jaguariaiva on road to Arapoti","-49.28333","-24.28333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092260' target='other'> <mi>dwc_moreinfo</mi></a>","P05092260","P05092260_01","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14630",NA
"73","2015-09-05 04:08:50-03","MNHN","RECOLNAT_MNHN_P","P05092265","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Dusén, P.",NA,"1909","2","4",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092265' target='other'> <mi>dwc_moreinfo</mi></a>","P05092265","P05092265_01",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,"9216",NA
"74","2015-09-05 04:08:50-03","MNHN","RECOLNAT_MNHN_P","P05092266","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach, G.|Haas, H.",NA,"1966","3","3",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092266' target='other'> <mi>dwc_moreinfo</mi></a>","P05092266","P05092266_01","840",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,"13947",NA
"75","2015-09-05 04:08:49-03","MNHN","RECOLNAT_MNHN_P","P05092257","PreservedSpecimen",NA,NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach, G.",NA,"1968","10","11",NA,"Brasil","Paraná","Jaguariaíva","Chapadão S. Antonio","-49.7057991027832","-24.2511005401611","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05092257' target='other'> <mi>dwc_moreinfo</mi></a>","P05092257","P05092257_01",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,"19987",NA
"76","2020-12-11 11:37:23-03","UFMG","BHCB","38439","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:37:23-03","UFMG","BHCB","3922","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Souza, VC de; et al.","7072","1994","11","12","Southern America","Brasil","São Paulo","Itapeva","Est.Ecológica","-49","-24",NA,"Cerrado;arbusto-2m;flores alvas;frutos castanhos;",NA,NA,NA,NA,NA,NA,NA,NA,"-49","-24",NA,NA,NA,NA,NA
"78","2020-12-11 11:37:23-03","UFMG","BHCB","25558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:37:23-03","UFMG","BHCB","31314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:19:27-03","UFPR","UPCB","17258","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Cervi, A.C.","2952","1989","11","01",NA,"Brasil","Paraná","Jaguariaíva","Arredores","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 1,5m, flor branca, estames amarelos (anteras). Campo cerrado..",NA,NA,NA,NA,"1989","44368","auto","11",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-11 17:19:27-03","UFPR","UPCB","60633","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Almeida, F.F.","Muelbert, A.E.","27","2008","09","25",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado.","-48.986667","-24.321667",NA,"Arbustiva. Cerrado..",NA,NA,NA,NA,"2008",NA,NA,"01","-48.986667","-24.321667",NA,"01",NA,NA,NA
"82","2021-02-11 17:19:27-03","UFPR","UPCB","80220","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St-Hill.","Domahovski & Wunsche","Dal Prá, B.V. | Gambetta, E.","22","2014","10","01",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7226","-24.2379",NA,"Terrestre, arbusto, 1,7m, flores brancas com pétalas uncinadas..",NA,NA,NA,NA,"2014",NA,NA,"11","-49.7226","-24.2379",NA,"14",NA,NA,NA
"83","2021-02-11 17:19:24-03","UFPR","UPCB","94317","PreservedSpecimen","Plantae",NA,NA,"Litraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.ST.-Hil.","Duran, A.","Bobato, R. | Duran, A | Felippe, C.","20","2013","10","24",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.661111","-24.176944",NA,NA,"UPCB0042463","UPCB0042463","870","870",NA,NA,NA,NA,"-49.661111","-24.176944",NA,NA,NA,NA,NA
"84","2021-02-11 17:19:27-03","UFPR","UPCB","95533","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","Bisewski, G. C. A.","Bisewski, G. C. A. | Zanella, A. | Maccori, G. F.","39","2018","10","16",NA,"Brasil","Paraná","Jaguaraíva","Parque Estadual do Cerrado.",NA,NA,NA,"Arbusto, ca. 1,5 alt. Flores brancas, estames amarelos. Pétalas com aspecto amassado, mais estreitas na base.","UPCB0040640","UPCB0040640",NA,NA,"2018",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:19:27-03","UFPR","UPCB","5240","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Hatschbach, G.","13947","1966","03","03",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,"Arbusto, flor alva, de campo..",NA,NA,NA,NA,"1966","44368","auto","04",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:19:27-03","UFPR","UPCB","25595","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Cervi, A.C.","Cervi, A.C.","3611","1991","12","17",NA,"Brasil","Paraná","Jaguariaíva","Campo próximo à ponte do Rio das Mortes (PR-151)","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 1 a 1,5m, flor alva..",NA,NA,NA,NA,"1991","44368","auto","12",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-11 17:19:27-03","UFPR","UPCB","9884","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Hatschbach, G.","31111","1973","01","10",NA,"Brasil","Paraná","Jaguariaíva","Córrego Três Bocas","-49.7057991027832","-24.2511005401611",NA,"Arbusto de 2m, flor alva. Orla de cerrado..",NA,NA,NA,NA,"1973","44368","auto","01",NA,NA,NA,"01",NA,NA,NA
"88","2021-02-11 17:19:27-03","UFPR","UPCB","94783","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Bisewski, G.C.A.","Bisewski, G.C.A. | Zanella, A. | Maccori, G.F.","39","2018","10","16",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Arbusto, ca. 1,5m alt. Flores brancas, estames amarelos. Pétalas com aspecto amassado, mais estreita na base","UPCB0043254","UPCB0043254",NA,NA,"2018","44368","auto","11",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-11 17:19:27-03","UFPR","UPCB","94940","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Bisewski, G.C.A.","Bisewski, G.C.A. | Zanella, A. | Maccori, G.F.","39","2018","10","16",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Árbusto, ca. 1,5m alt. Flores brancas, estames amarelos. Pétalas com aspecto amassado, mais estreitas na base","UPCB0043700","UPCB0043700",NA,NA,"2018","44368","auto","11",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:19:27-03","UFPR","UPCB","78760","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Lima, D. F.","Lima, D.F.","91","2010","09","24",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado. Trilha principal.","-49.7057991027832","-24.2511005401611",NA,"Arbusto. 2,5m. Flor branca. Anteras amarelas..",NA,NA,NA,NA,"2010","44368","auto","10",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:19:27-03","UFPR","UPCB","29267","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Cervi, A.C.","Santos, E.P.","176","1996","11","06",NA,"Brasil","Paraná","Jaguariaíva","Parque Nacional do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Arbusto, ca. 1,5m, flor alva. Cerrado..",NA,NA,NA,NA,"1996","44368","auto","11",NA,NA,NA,"06",NA,NA,NA
"92","2021-02-11 17:19:27-03","UFPR","UPCB","28128","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Cervi, A.C.","Cervi, A.C.","3791","1992","09","29",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,"Arbusto ereto, flor alva. Campo..",NA,NA,NA,NA,"1992","44368","auto","09",NA,NA,NA,NA,NA,NA,NA
"93","2021-02-11 17:19:27-03","UFPR","UPCB","33769","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Uhlmann, A.","Kozera, C.","616","1997","10","31",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,"Arbusto com cerca de 1,5m. Flores brancas. Campo..",NA,NA,NA,NA,"1997","44368","auto","10",NA,NA,NA,NA,NA,NA,NA
"94","2018-05-17 05:28:00-03","MO","MOBOT","2289861","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A. St.-Hil.","Belgrano, M. J.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3173","2002","3","9","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá, en la costa rocosa del río Uruguay","-53.88333","-27.15",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-04-30 04:37:00-03","MO","MOBOT","2229097","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A. St.-Hil.",NA,"RODRÍGUEZ","RODRÍGUEZ 1003",NA,NA,NA,"South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá","-53.88333","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-08-21 04:37:00-03","MO","MOBOT","2229118","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A. St.-Hil.","Deginani, N. B.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1171","1999","5","8","South America","Argentina","Misiones","San Pedro","Saltos del Moconá, orillas del río Uruguay","-53.88333","-27.13333",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2014-11-26 21:39:00-02","MO","MOBOT","2455175","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A. St.-Hil.","Lourteig, A.","Lyman B. Smith|Roberto M. Klein|Gert G. Hatschbach","Smith 14630","1965","1","17","South America","Brazil","Paraná",NA,"Arapoti. on road to Arapoti",NA,NA,NA,NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-07-17 17:34:00-03","MO","MOBOT","3155089","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummulariifolia","Lafoensia nummulariifolia","A. St.-Hil.",NA,"Per Dusén","Dusén s.n.","1910",NA,NA,"South America","Brazil","Paraná",NA,"Jaguariahyva , in campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-06-22 14:18:46-03","UNESP-IBILCE","SJRP","17490","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","G. Hatschbach","O.S. Ribas",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Jaguariaíva","fazenda barros","-49.7057991027832","-24.2511005401611",NA,"Arbusto 1,50 m, flor alva, cerrado;",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"100","2015-10-22 10:02:58-02","UNIOESTE","UNOP","1593","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","Lima, D.F.","Lima, D.F.; Gerlach, A.; Bolson, M.; Gerlach, A.; Bolson, M.","91","2010","09","24",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"DESINFETADA COM QUEROSENE E NAFTALINA. Cerrado. Trilha principal. Arbusto 2,5m. Flor branca. Anteras amarelas.",NA,NA,NA,NA,"2010","44368","auto","10",NA,NA,NA,NA,NA,NA,NA
