"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","year","month","locality","minimumElevationInMeters","day","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"47","2020-12-21 16:13:31-03","MBM","MBM","295146","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Rossato, M.","Rossato, M.","206","Southern America","Brazil","Rio Grande do Sul",NA,NA,"MBM295146","MBM295146 MBM295146_1",NA,"2004","04","Barra do Ribeiro",NA,"01","Barra do Ribeiro","-51.3011016845703","-30.2910995483398",NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:13:31-03","MBM","MBM","231401","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Krapovickas, A.","Krapovickas, A.","47511","Southern America","Brazil","Rio Grande do Sul",NA,NA,"MBM231401","MBM231401 MBM231401_1",NA,"1998","02","s",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:13:31-03","MBM","MBM","295144","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Rossato, M.","Rossato, M.","16","Southern America","Brazil","Rio Grande do Sul",NA,NA,"MBM295144","MBM295144 MBM295144_1",NA,"2000","07","Herval do Sul",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:13:31-03","MBM","MBM","295145","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Rossato, M.","Rossato, M.","7","Southern America","Brazil","Rio Grande do Sul",NA,NA,"MBM295145","MBM295145 MBM295145_1",NA,"1999","11","Morro Alto",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:13:34-03","MBM","MBM","172647","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61235","Southern America","Brazil","Santa Catarina",NA,NA,"MBM172647","MBM172647 MBM172647_1 MBM172647_2","odorata","1994","11","Praia de Imbituba",NA,"22","Imbituba","-48.6702995300293","-28.2399997711182",NA,"18719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:13:34-03","MBM","MBM","77418","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.",NA,"?","s.n.","Southern America","Brazil","Santa Catarina",NA,NA,"MBM077418","MBM077418 MBM077418_1","odorata","1982","01","Laguna",NA,"24","Laguna","-48.7807998657227","-28.4825000762939",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:13:34-03","MBM","MBM","21194","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.","Hatschbach, G.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","27515","Southern America","Brazil","Santa Catarina",NA,NA,"MBM021194","MBM021194 MBM021194_1","odorata","1971","10","Laguna",NA,"16","Laguna","-48.7807998657227","-28.4825000762939",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:13:34-03","MBM","MBM","150257","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.","Noblick, L.R.","Noblick, L.R.","4884","Southern America","Brazil","Santa Catarina",NA,NA,"MBM150257","MBM150257 MBM150257_1","odorata","1992","05","Laguna",NA,"20","Laguna","-48.7807998657227","-28.4825000762939",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:13:31-03","MBM","MBM","150256","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.","Noblick, L.R.","Noblick, L.R.","4883","Southern America","Brazil","Santa Catarina",NA,NA,"MBM150256","MBM150256 MBM150256_1 MBM150256_2","odorata","1992","05","Laguna",NA,"20","Laguna","-48.7807998657227","-28.4825000762939",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:13:34-03","MBM","MBM","254748","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71870","Southern America","Brazil","Santa Catarina",NA,NA,"MBM254748","MBM254748 MBM254748_1","odorata","2000","12","Praia do Sol",NA,"13","Laguna","-48.7807998657227","-28.4825000762939",NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797521","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil",NA,"hb","Reçu le 3 novemdre 1887 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797521' target='other'> <mi>dwc_moreinfo</mi></a>","P01797521","P01797521_01",NA,NA,NA,"Cultivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16481",NA,NA
"58","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797523","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Saint-Hilaire, A. de",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797523' target='other'> <mi>dwc_moreinfo</mi></a>","P01797523","P01797523_01",NA,"1816","1","Brésil. Province de Minas Geraes",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1794",NA,NA
"59","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797524","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Saint-Hilaire, A.",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797524' target='other'> <mi>dwc_moreinfo</mi></a>","P01797524","P01797524_01",NA,"1816","1","Brésil. Province de Minas Geraes",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1794",NA,NA
"60","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797525","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Saint-Hilaire, A.",NA,NA,"Brasil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797525' target='other'> <mi>dwc_moreinfo</mi></a>","P01797525","P01797525_01",NA,"1816","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1794",NA,NA
"61","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797551","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil","Santa Catarina","hb","Reçu le 4 Octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797551' target='other'> <mi>dwc_moreinfo</mi></a>","P01797551","P01797551_01",NA,NA,NA,"Brésil. Province de Sta. Catheria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8047",NA,NA
"62","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797554","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil",NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797554' target='other'> <mi>dwc_moreinfo</mi></a>","P01797554","P01797554_01",NA,NA,NA,"Brésil. Cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8052",NA,NA
"63","2015-09-05 09:23:01-03","MNHN","RECOLNAT_MNHN_P","P00725988","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Martius, C.F. von",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00725988' target='other'> <mi>dwc_moreinfo</mi></a>","P00725988","P00725988_01",NA,NA,NA,"Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA
"64","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797555","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797555' target='other'> <mi>dwc_moreinfo</mi></a>","P01797555","P01797555_01",NA,NA,NA,"Cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9334",NA,NA
"65","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797556","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil",NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797556' target='other'> <mi>dwc_moreinfo</mi></a>","P01797556","P01797556_01",NA,NA,NA,"Cultivada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9334",NA,NA
"66","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797557","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou",NA,NA,"Brasil","Santa Catarina","hb","Reçu le 28 Avril 1879 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797557' target='other'> <mi>dwc_moreinfo</mi></a>","P01797557","P01797557_01",NA,NA,NA,"Cult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9334",NA,NA
"67","2015-09-03 20:43:30-03","MNHN","RECOLNAT_MNHN_P","P01797561","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Burchell, W.J.",NA,NA,"Brasil",NA,"hb","Donné par la Direction du Jardin Royal de Kew. 1870. 24 juillet <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797561' target='other'> <mi>dwc_moreinfo</mi></a>","P01797561","P01797561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5318",NA,NA
"68","2015-09-03 20:43:30-03","MNHN","RECOLNAT_MNHN_P","P01797562","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Burchell, W.J.",NA,NA,"Brasil",NA,"hb","Donné par la Direction du Jardin Royal de Kew, 1870. 24 juillet <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797562' target='other'> <mi>dwc_moreinfo</mi></a>","P01797562","P01797562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5799",NA,NA
"69","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797520","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","Nome vulgar: Butiá da Serra (à Sta. Catharina). Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797520' target='other'> <mi>dwc_moreinfo</mi></a>","P01797520","P01797520_01",NA,"1892","11","Brésil. RJ. Cult. Quinta",NA,"10","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"20535",NA,NA
"70","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797553","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797553' target='other'> <mi>dwc_moreinfo</mi></a>","P01797553","P01797553_01",NA,"1878","7","Cult. Passeio Publico",NA,"18","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"8047",NA,NA
"71","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797518","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","Nome vulgar: Butia da Serra. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797518' target='other'> <mi>dwc_moreinfo</mi></a>","P01797518","P01797518_01",NA,"1892","11","Cult. Quinta",NA,"10","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"20835",NA,NA
"72","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797522","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797522' target='other'> <mi>dwc_moreinfo</mi></a>","P01797522","P01797522_01",NA,"1884","8","Lagoa de Freitas. Jardim Botanique",NA,"30","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"16481",NA,NA
"73","2015-09-03 20:43:29-03","MNHN","RECOLNAT_MNHN_P","P01797552","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797552' target='other'> <mi>dwc_moreinfo</mi></a>","P01797552","P01797552_01",NA,"1875","7","Passeio Público",NA,"18","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"8047",NA,NA
"74","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797519","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart. ex Drude) Becc.",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","Donné par Mme Simard, sa fille, en 1907.Nome vulgar: Butia da Serra <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797519' target='other'> <mi>dwc_moreinfo</mi></a>","P01797519","P01797519_01",NA,"1892","11","Quinta. Cult.",NA,"10","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"20835",NA,NA
"75","2020-10-01 14:25:45-03","JBB","HEPH","24715","S","Plantae","Monocotyledon","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Ellert-Pereira, PE; Eslabão, MP","Martins, RC","985","Southern America","Brasil","Minas Gerais",NA,"Coordenadas em UTM: 23 L 0368879 / 8236343",NA,NA,NA,"2008","12","Faz.Zumbi, proprietário:Edson Gualberto Vasconcelos.","515","10","Arinos","-46.105598449707","-15.9168996810913","515","73882","auto",NA,NA,NA,NA,"2015","08","12",NA,NA,NA
"76","2020-12-11 11:43:25-03","UFMG","BHCB","144649","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Amaral, VB; Oliveira, MPP","s.n.","Southern America","Brasil","Minas Gerais",NA,"Esta palmeira ocorre preferencialmente em áreas com solos de maior fertilidade. Inflorescências paniculadas com flores amarelas protegidas por brácteas. Flores unissexuadas na mesma ráquila, apresentando flores femininas no terço inic","BHCB050221","BHCB050221 BHCB050221_1",NA,"2010","08","Fazenda Barra da Lagoinha, Norte de Minas",NA,"15","Japonvar","-44.287778","-16.041944",NA,NA,NA,"-44.287778","-16.041944",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:43:25-03","UFMG","BHCB","48022","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Azevedo, AA","s.n.","Southern America","Brasil","Minas Gerais",NA,"Mannesmann Florestal # 97; Arbóreo.; Cerrado","BHCB050153","BHCB050153 BHCB050153_1",NA,"1999","06","Fazenda Corredor.",NA,"15","Bocaiúva","-43.814998626709","-17.1077995300293",NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:43:25-03","UFMG","BHCB","48024","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Azevedo, AA","s.n.","Southern America","Brasil","Minas Gerais",NA,"Mannesmann Florestal #99; Arbóreo.; Cerrado","BHCB050219","BHCB050219 BHCB050219_1",NA,"1999","06","Fazenda Corredor.",NA,"15","Bocaiúva","-43.814998626709","-17.1077995300293",NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:43:25-03","UFMG","BHCB","48720","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Azevedo, AA","s.n.","Southern America","Brasil","Minas Gerais",NA,"Frutos na carpoteca.; Arbóreo; Cerrado","BHCB050142","BHCB050142 BHCB050142_1",NA,"1999","07","Fazenda Corredor., Mannesmann Florestal #97a",NA,"12","Bocaiúva","-43.814998626709","-17.1077995300293",NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:43:25-03","UFMG","BHCB","48721","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Azevedo, AA","s.n.","Southern America","Brasil","Minas Gerais",NA,"Arbóreo; Cerrado","BHCB050143","BHCB050143 BHCB050143_1",NA,"1999","07","Fazenda Corredor., Mannesmann Florestal #99a",NA,"12","Bocaiúva","-43.814998626709","-17.1077995300293",NA,"90741","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:43:25-03","UFMG","BHCB","143445","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Mercadante-Simões, MO","1","Southern America","Brasil","Minas Gerais",NA,"Endêmica do Brasil, ocorrente em região de cerrado; Arbustiva","BHCB050220","BHCB050220 BHCB050220_1 BHCB050220_2 BHCB050220_3 BHCB050220_4 BHCB050220_5",NA,"2010",NA,"Sítio do Sr. Ildeci Fonseca, BR 365, km 16",NA,NA,"Montes Claros","-43.8616981506348","-16.7350006103516",NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:43:25-03","UFMG","BHCB","37821","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Butia","capitata","Butia capitata","Becc.",NA,"Salino, A; Stehmann, JR","3354","Southern America","Brasil","Minas Gerais",NA,"Frutos na carpoteca.; Planta com 3m de altura, com flores amareladas.; Cerrado.","BHCB050218","BHCB050218 BHCB050218_1 BHCB050218_2",NA,"1997","07","Vale do Rio Peruaçu., A caminho das Veredas",NA,"22","Januária","-44.3616981506348","-15.4881000518799",NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:17:55-03","UFPR","UPCB","84208","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Martins, R.C.","Sant'Anna-Santos, B.F | Martins, R.C.","37",NA,"Brasil","Minas Gerais",NA,"Palmeira inerme, solitária, acaulescente; folha ca.1,79 m compr.; pinas 100, discolores regularmente arranjadas em um mesmo plano, base: 69,5 x 1,6 cm , meio 60 x 2,2 cm e ápice 38,5 x 0,8 cm; raque arqueada ca. 1,30 m; profilo 1,8 m x 12 cm; pecíolo",NA,NA,NA,"2015","12","BR 365, Km. Fazenda na beira da estrada, área de pastagem com solo arenoso.","981","02","Montes Claros","-43.966958","-16.847858","981",NA,NA,"-43.966958","-16.847858",NA,NA,"2015","12",NA,NA,NA,NA
"84","2016-11-15 05:15:00-02","MO","MOBOT","2456873","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Krapovickas, A., //","Antonio C. Krapovickas","Krapovickas 47511","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"1998","2","Ijui",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-08-06 08:59:00-03","MO","MOBOT","2518410","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"W.G. Herter","Herter 346a","South America","Uruguay","Montevideo",NA,NA,NA,NA,NA,"1927","3","Migueletes",NA,NA,NA,"-56.22","-34.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"86","2018-06-22 05:25:00-03","MO","MOBOT","2456889","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata odorata","(Barb. Rodr.) Becc.",NA,"Pe. Raulino Reitz","Reitz 4425","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"odorata","1952","2","Araquari. Campo Bonito,perto de Torres",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-01-09 21:48:20-03","UNICENTRO","HUCO","0708","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Inoue, M.T.","Inoue, M.T.; et al.; et al.","112",NA,"Brasil","Paraná",NA,NA,"HUCO000708",NA,NA,"2003","05","Hotel 100 árvores",NA,"24","Castro","-50.0119018554688","-24.7910995483398",NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-01-09 21:48:20-03","UNICENTRO","HUCO","0671","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Inoue, M.T.","Inoue, M.T.; et al.; et al.","112",NA,"Brasil","Paraná",NA,NA,"HUCO000671",NA,NA,"2003","05","Hotel 100 árvores",NA,"24","Castro","-50.0119018554688","-24.7910995483398",NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-12-11 13:21:31-03","ICAUFMG","MCCA","10083","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,"MCCA02655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-28 10:31:20-03","ICAUFMG","MCCA","1138","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","MENEZES, G.L.P.","MENEZES, G.L.P.",NA,NA,"Brasil","Minas Gerais",NA,NA,"MCCA02550","MCCA02550",NA,"2018","11","ICA UFMG",NA,"09","Montes Claros","-43.8616981506348","-16.7350006103516",NA,"72568","auto","-438419444.0","-166836111.0",NA,NA,"2018","11","12",NA,NA,NA
"91","2019-05-23 11:07:39-03","UFLA","ESAL","30299","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Santana, BID","Breno Ítalo Durães Santana","s.n.",NA,"Brasil","Minas Gerais",NA,"Objeto de estu; Flores creme, cerca de 3m de altura; Cerrado",NA,NA,NA,"2018","07","Distrito de Várzea Bonita, Em Vereda, na borda de mata",NA,"20","Januária","-45.161389","-15.239444",NA,NA,NA,"-45.161389","-15.239444",NA,NA,"2018","07","20",NA,NA,NA
"92","2019-12-19 11:17:11-03","UFG","UFG","12395","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Noblick, L.R.","Alvarenga, D.","120",NA,"Brasil","Minas Gerais",NA,"Coqueiro ca. 4m de altura, folhas acinzentadas.",NA,NA,NA,"1988","10","Fazenda Matinha. Cerrado sobre areia quartzosa.","760","10","Formoso","-46.2318992614746","-14.9467000961304","760","79140","auto",NA,NA,NA,NA,"1992","05","06",NA,NA,NA
"93","2019-12-19 11:17:11-03","UFG","UFG","26122","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Rizzo, J.A.","Cunha, N.R.; et al.","199",NA,"Brasil","Goiás",NA,"Cerca de 1,5m de altura, frutos verdes.",NA,NA,NA,"2002","01","Rio Vermelho.","730","25","Mambaí","-46.116389","-36.9675","730",NA,NA,"-46.116389","-36.9675",NA,NA,"2002","03","13",NA,NA,NA
"94","2021-03-01 11:53:08-03","UFPE","UFP","8312","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Leite, IRM","Alvarenga, D","120",NA,"Brasil","Minas Gerais",NA,"Coqueiro ca. 4m de altura, folhas acinzentadas,. Cerrado sobre areia quartzosa.; Coqueiro ca. 4m de altura, folhas acinzentadas,. Cerrado sobre areia quartzosa.","UFP008312",NA,NA,"1988","10",NA,"760","10","Formoso","-46.2318992614746","-14.9467000961304","760","79140","auto",NA,NA,NA,NA,"1998","10","05",NA,NA,NA
"95","2021-03-01 11:53:08-03","UFPE","UFP","08312","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Leite, IRM","Alvarenga, D","120",NA,"Brasil","Minas Gerais",NA,"Cerrado sobre areia quartzosa.; Coqueiro ca. 4 metros de altura, folhas acizentadas.","UFP008312",NA,NA,"1988","10",NA,"4","10","Formoso","-46.2318992614746","-14.9467000961304","4","79140","auto",NA,NA,NA,NA,"1998","10","05",NA,NA,NA
