"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"114","2020-11-04 11:14:41-03","ESALQ","ESA","85595","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","2003","11","03","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"ESA085595","ESA085595",NA,NA,NA,NA,"980.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:14:41-03","ESALQ","ESA","34701","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Hatschbach, G. ; Ribas, O.S.","1994","11","24","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"ESA034701","ESA034701",NA,NA,NA,NA,"61325.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:14:41-03","ESALQ","ESA","34965","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Jarenkow, J.A.","1992","11","17","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ESA034965","ESA034965",NA,NA,NA,NA,"2197.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:14:41-03","ESALQ","ESA","110082","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"Toniato, M.T.Z. ; Barreto, T.E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA110082","ESA110082",NA,NA,NA,NA,"78.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:14:41-03","ESALQ","ESA","103574","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Durigan, G. et al.","Gorenstein, M.R.","2005","06","15","Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA103574","ESA103574",NA,NA,NA,NA,"16610.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:14:41-03","ESALQ","ESA","110055","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA110055","ESA110055",NA,NA,NA,NA,"4620.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"120","2020-11-04 11:14:41-03","ESALQ","ESA","117788","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A.","Lima, C.R.","2008","11","01","Brasil","São Paulo","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,"ESA117788",NA,NA,NA,NA,NA,"215.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2015","05","01","42926","auto",NA,NA,NA,NA,NA,NA,NA
"121","2020-11-04 11:14:41-03","ESALQ","ESA","6967","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A.","Patrícia","1987","10","08","Brasil","São Paulo","Marília","-49.939998626709","-22.2099990844727",NA,NA,"ESA006967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA,NA
"122","2020-11-04 11:14:41-03","ESALQ","ESA","14651","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Pereira, D.L.","1986","09","17","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA014651","ESA014651",NA,NA,NA,NA,"15.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-11-04 11:14:41-03","ESALQ","ESA","15013","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Ivanauskas, N.M.","1993","10","14","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA015013","ESA015013",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-11-04 11:14:41-03","ESALQ","ESA","14653","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Pereira, D.L.","1986","10","07","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA014653","ESA014653",NA,NA,NA,NA,"17.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-11-04 11:14:41-03","ESALQ","ESA","14652","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Pereira, D.L.","1986","10","07","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA014652",NA,NA,NA,NA,NA,"16.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-11-04 11:14:41-03","ESALQ","ESA","16450","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Tamashiro, J.Y. et al.","1986","12","04","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"ESA016450","ESA016450",NA,NA,NA,NA,"18855.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-11-04 11:14:41-03","ESALQ","ESA","16467","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Gissi, D.S.","Tamashiro, J.Y. et al.","1986","12","02","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"ESA016467","ESA016467",NA,NA,NA,NA,"18803.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:03:17-03","JBP","HPL","12943","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","H. Lorenzi","2006","08","29","Brasil","MG","Patos de Minas","-46.5181","-18.5789",NA,NA,NA,NA,"Coletado nas proximidades da cidade (1 km), em cultivo na propriedade do Sr. Adelício da Silva (Dedé). Material anterior e erroneamente tombado como HPL-6630.",NA,NA,NA,"6113",NA,NA,NA,NA,NA,NA,"2012","02","27","69541","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:46:19-02","IPA","IPA","62975","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M.","Pietrobom-Silva, M.R.","1996","09","24","Brasil","Mato Grosso do Sul","Brasilândia","-52.131667","-21.730833","-52.131667","-21.730833","IPA0062975",NA,"Lagoa Machado, ca. 7 km da Sede pela trilha turística. Margem/interior da mata. Área dentro de cota de inundação do lago a ser represado pela construção da barragem da Usina Hidroelétrica (CESP) de Porto Primavera, no Rio Paraná.",NA,NA,"Arbórea ca. 3,5m de altura; flor branca; Capões de mata seca semidecídua, cerrado fechado e baixadas sujeito a inundações (varjões). Solo arenoso com grande quantidade de mandacarús (Cactaceae), coqueiro bacurí (Arecaceae) e ciperácea","3508","Southern America",NA,NA,"Plantae",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-10-18 16:50:12-03","IAP","PACA-AGP","104573","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M.","Jagmin, N.","1995","09","27","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA104573",NA,"Itá",NA,NA,"Xiloteca nº 686&nf;Altura: 10m; Circunferência: 60cm; Fuste: 2,50m.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:31:15-03","IAP","PACA-AGP","104578","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral",NA,"Jagmin, N.","1995","10","09","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA104578",NA,"Flona",NA,NA,"Xiloteca nº 692&nf;Altura: 8,2m; Circunferência: 65cm; Fuste: 1,6m.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:31:15-03","IAP","PACA-AGP","94435","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","M. Sobral","J. A. Jarenkow","1992","11","17","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"PACA094435",NA,"Perdida",NA,NA,"HASU 5961.&nf;Herbário PEL n° 13.945. Árvore com cerca de 12m de altura, CAP de 67cm. Flores aromáticas. Habitat: Em Mata Atlântica de Encosta. Fenofase: flor branca Hábito: árvore","2197",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1992","12",NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:31:15-03","IAP","PACA-AGP","56418","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. riedelianus","(Berg) Mattos","J. Mattos","Rambo, B.","1955","01","02","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA056418",NA,"Fazenda Englert",NA,NA,"Habitat: in araucarieto Fenofase: flor",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"76715","auto","Magnoliatae",NA,"var. riedelianus",NA,NA,NA,NA
"134","2019-08-27 13:31:15-03","IAP","PACA-AGP","56297","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. riedelianus","(Berg) Mattos","J. Mattos","Rambo, B.","1955","01","02","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA056297",NA,"Faz. Englert",NA,NA,"Habitat: in araucarieto Fenofase: flor deciso",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"76715","auto","Magnoliatae",NA,"var. riedelianus",NA,NA,NA,NA
"135","2019-08-27 13:31:15-03","IAP","PACA-AGP","58545","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. riedelianus","(Berg) Mattos","J. Mattos","Rambo, B.","1956","02","12","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA058545",NA,"Taimbezinho",NA,NA,"Habitat: in araucarieto Fenofase: flor",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"76715","auto","Magnoliatae",NA,"var. riedelianus",NA,NA,NA,NA
"136","2019-08-27 13:31:15-03","IAP","PACA-AGP","53982","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. riedelianus","(Berg) Mattos","J. Mattos","Rambo, B.","1953","02","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA053982",NA,"Taimbezinho",NA,NA,"Habitat: in araucarieto Fenofase: fruto maturo",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"76715","auto","Magnoliatae",NA,"var. riedelianus",NA,NA,NA,NA
"137","2019-08-27 13:31:15-03","IAP","PACA-AGP","67497","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. schultzianus","(Mattos) Mattos","J. Mattos","Bresolin, A.","1973","02","21","Brasil","SC","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"PACA067497",NA,"Paulo Lopez","300","300","flores brancas. Habitat: mata Hábito: árvore","981",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"35974","auto","Magnoliatae",NA,"var. schultzianus",NA,NA,NA,NA
"138","2019-08-27 13:31:15-03","IAP","PACA-AGP","67497","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus var. schultzianus","(Mattos) Mattos","J. Mattos","Bresolin, A.","1973","02","21","Brasil","SC","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"PACA067497",NA,"Paulo Lopez","300","300","flores brancas. Habitat: mata Hábito: árvore","981",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1998",NA,NA,"35974","auto","Magnoliatae",NA,"var. schultzianus",NA,NA,NA,NA
"139","2019-08-27 13:31:15-03","IAP","PACA-AGP","71026","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O. Berg","J. Mattos","Sehnem, A.","1972","01","05","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,"PACA071026",NA,"Pouso Novo - Reserva Florestal do Turvo",NA,NA,"Habitat: in silva Hábito: árvore","12698",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1973",NA,NA,"14404","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:31:15-03","IAP","PACA-AGP","58003","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O. Berg","Legrand-Rambo",NA,"1953","08","12","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"PACA058003","PACA058003_1","Mata da Azambuja",NA,NA,"Sem coletor. HBR 9315.&nf;SEM MATERIAL. Habitat: in silva Fenofase: flor",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1957","09","13","19684","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"141","2019-08-27 13:31:22-03","IAP","PACA-AGP","69280","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","Sehnem, A.","1972","01","06","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,"PACA069280",NA,"Reserva do Turvo",NA,NA,"Habitat: in silva Hábito: árvore","12716",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"2002","07",NA,"14404","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"142","2019-08-27 13:31:22-03","IAP","PACA-AGP","1299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","Rambo, B.","1934","02","15","Brasil","SC","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,"PACA001299",NA,"P. Novo, ad flumen Uruguay, Alto Uruguai",NA,NA,"Habitat: in silva primaeva Fenofase: fruto novo",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"2002","07",NA,"18767","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"143","2019-08-27 13:31:22-03","IAP","PACA-AGP","97552","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","Paise, G. & Sobral, M.","Paise, G.","2000","04","25","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"PACA097552",NA,"PNAS",NA,NA,"Sem n° de HASU Habitat: Mata com araucária",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"144","2019-08-27 13:31:22-03","IAP","PACA-AGP","109767","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","F. Chagas e Silva","1995","12","14","Brasil","PR","Jataizinho","-50.9799995422363","-23.2541999816895",NA,NA,"PACA109767",NA,NA,NA,NA,"árvore 4 m; início formação de frutos&nf;FUEL 17.038 Habitat: margem do rio","1898",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"2009","07","31","16845","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"145","2019-08-27 13:31:22-03","IAP","PACA-AGP","109766","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","L.H. Soares-Silva","1996","10","04","Brasil","PR","Uraí","-50.7963981628418","-23.1975002288818",NA,NA,"PACA109766",NA,"Arredores da cidade.",NA,NA,"árvore 4 m; botões e flores brancas&nf;FUEL 18.766","640",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"2009","07","31","13486","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"146","2019-08-27 13:31:22-03","IAP","PACA-AGP","106587","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","A.L. de Gasper & E. Brogni","2007","04","08","Brasil","SC","Canoinhas","-50.580303","-26.381312","-50,580303","-26,381312","PACA106587",NA,"Rio dos Pardos/Serra da Morte","1226","1226","IFFSC 978/L/22.FOM [Coord.Orig.UTM: 541866 S, 7082019] Fenofase: flor branca Hábito: arbórea","917",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"2008","04","27",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"147","2020-12-20 21:18:38-03","UFV","VIC","23851","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC",NA,"Mota, A.L.P.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC023851","VIC023851","Flora do Vale do Rio Araguari",NA,NA,"Arbusto de ate 2 m, flores brancas, casca lisa, casca interna vermelha,alburno branco com muitas abelhas","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-12-20 21:18:38-03","UFV","VIC","14819","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC",NA,"Mota, A.L.P.; et al.","1983","09","01","Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC014819","VIC014819","Flora do Vale do Rio Araguari",NA,NA,"Mata de galeria Corrego das posses","1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"149","2020-12-20 21:18:38-03","UFV","VIC","23852","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC",NA,"Mota, A.L.P.","1993","08","16","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"VIC023852","VIC023852","Área 5",NA,NA,"Arvoreta de 2 m de altura.","1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"150","2020-12-20 21:18:38-03","UFV","VIC","31739","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC",NA,"Soares, L.H.; et al.","1996","10","04","Brasil","Paraná","Jataizinho","-50.9799995422363","-23.2541999816895",NA,NA,"VIC031739","VIC031739","Arredores de Jataizinho",NA,NA,"Árvore de 5 m, botões florais e flores brancas, ododriferas frutas verdes, freguente.","647",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA
"151","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018872","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","M. Sobral","N. Soria; E. Zardini","1984",NA,"26","Paraguay","Paraguari",NA,"-57.1","-25.566667",NA,NA,NA,NA,"Cerro Mbatovi.",NA,NA,"Arbusto 2-3 m.","1856",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018856","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","L. R. Landrum","N. Soria; E. Zardini","1987",NA,"26","Paraguay","Paraguari",NA,"-57.1","-25.566667",NA,NA,NA,NA,"Cerro Mbatovi.",NA,NA,NA,"1856",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018869","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","L. R. Landrum","G. Selvmeda","1985",NA,"24","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati.",NA,NA,"Arbusto de 2-3 m. Fructifero.","685",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057171","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","L. R. Landrum","R. Degen; C. Zardini","1988",NA,"27","Paraguay","Cordillera",NA,"-57.116667","-25.2",NA,NA,NA,NA,"Tobati, Cerro Ybytu silla, a 2 km al sur d ela ciudad.",NA,NA,"Arbol de 3 m. Fructifero.","769",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018862","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","E. Zardini&R. Degen","1987","10","23","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati.",NA,NA,"Arbol.","3616",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034612","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral, 1993.","G. Hatschbach","1977","12","9","Brazil","Parana",NA,"-54.330197","-24.864074",NA,NA,NA,NA,"Sao Clemente (Mun. Santa Helena).",NA,NA,"5 anthers seen, each anther had 1 gland.; Pequena arvore de 4m, flor alva.","40564",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018863","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","E. Zardini; R. Degen","1987","10","23","Paraguay","Cordillera",NA,"-57.083661","-25.263352",NA,NA,NA,NA,"Cerro Tobati. En la parte superior del Cerro.",NA,NA,NA,"3632",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018861","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","E. Zardini; R. Degen","1987","12","4","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati.",NA,NA,"Arbolito 2 m.","3857",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034617","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg",NA,"L. R. Landrum; S.S. Landrum","1995","12","10","Argentina","Misiones","Iguazu","-54.5667","-25.5667",NA,NA,NA,NA,"Misiones. Parque Nacional Iguazu, near Puerto Canoas. Mainly evergreen, humid forest.",NA,NA,"Coor.from www.fallingrain.com/world; Tree ca. 6m tall; bark greenish to gray-brown.","8875",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018865","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","B. K. Holst","E. Zardini; R. Degen","1987","11","18","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati.",NA,NA,"Arbol 2-3 m.","3774",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034611","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","S.G. Tressens, 1996.","S. G. Tressens; V. Marunak, G. Pellegrini, G. Pieszko.","1996","3","25","Argentina","Misiones","San Ignacio","-55.5333","-27.2667",NA,NA,NA,NA,"No specific.",NA,NA,"Coor from www.fallingrain.com/world; Arbol 4-5m alto; frutos rojos, dulces.","5553",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018860","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","B.K. Holst (MO),","E. Zardini","1988","9","22","Paraguay","Cordillera",NA,"-57.12","-25.2",NA,NA,NA,NA,"Meseta Ybytú Silla, Serranía Tobatí. On forest.","250",NA,"Tree 6 m. Flower white.","7417",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
