"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"1064","2021-03-04 15:45:26-03","IF","SPSF","10717","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","O.T. Aguiar","O.T. Aguiar","1986","10","29","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"P.E.Morro do Diabo",NA,NA,"COLETA: Arvoreta com aprox. 4m de altura; frutos maduros de cor vermelho escuro.; GEOGRAFIA: Próximo a hospedaria.;","194","América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"2014","09","09","54606","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1065","2021-03-04 15:45:26-03","IF","SPSF","08789","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","O.T. Aguiar","O.T. Aguiar & J.A.Pastore","1984","11","28","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"P.E.Morro do Diabo",NA,NA,"COLETA: Frutos maduros,coloração vermelho- vinho.; GEOGRAFIA: Árvore nº 647, piquete 2066, Picada maior.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"2014","09","10","54606","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1066","2021-03-04 15:45:26-03","IF","SPSF","08671","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","O.T. Aguiar","O.T. Aguiar & J.A.Pastore","1984","09","17","Brasil","SP","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"P.E.Morro do Diabo",NA,NA,"GEOGRAFIA: Próximo a entrada para a região do caldeirão.;",NA,"América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"2014","09","05","54606","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"1067","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Riedel, L",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"ad ripam fluvii Itahypa prope Almada",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Blanchet, JS",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE","2340","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg",NA,"Silva Manso, ALP",NA,NA,NA,"Brazil","São Paulo","São Carlos","-47.89","-22.01",NA,NA,NA,NA,"ad S. Carlos",NA,NA,"W (defloratum, intermixtum); Oreas; HABITAT: Oreas","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA,NA
"1070","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"Martius, C",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"ad flumen Ilheos",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","2021-02-08 12:43:45-03","UFRGS","ICN","120810","S","Plantae","Myrtaceae","Calycorectes","aff. psidiiflorus","Calycorectes aff. psidiiflorus","(O. Berg) Sobral","Sobral, M","Tameirão Neto, E; França, GS","1993","10","09","Brasil","MG","Braúnas","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"Mata ciliar; arvoreta; Rio Santo Antônio, UHE Porto Estrela.","969","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA,NA,NA,NA,NA
"1072","2021-02-08 12:43:45-03","UFRGS","ICN","166851","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Romagnolo, MB","Previdello, ME","1994","10","16","Brasil","MS","Jateí","-53.6","-22.85","-53.6","-22.85",NA,NA,"Rio Ivinhema montante do campinho","236","236","Doação HUEM 9465; Arvoreta, flor coloração branca, frequente.; Solo sujeito a alagamento.","80","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","2021-02-08 12:43:45-03","UFRGS","ICN","066160","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Hatschbach, G; Kummrow, R","1984","10","15","Brasil","MS","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,NA,NA,"Rio Amambai",NA,NA,"Doação do Herbário do Museu Botânico Municipal de Curitiba; Arvoreta 5m, flores alvas; Mata de galeria","48490","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1985","07",NA,"73676","auto",NA,NA,NA,NA,NA,NA,NA
"1074","2021-02-08 12:43:45-03","UFRGS","ICN","166849","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Romagnolo, MB","Romagnolo, MB","2000","09","25","Brasil","MS","Batayporã","-53.2710990905762","-22.2952995300293",NA,NA,NA,NA,"Remanescente florestal próx. à estrada de Batayporã",NA,NA,"Doação HUEM 9587; Arvoreta, aprox. 6m de altura, flor coloração branca, botões brancos, fruto imaturo verde, frequente na área.","589","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"52218","auto",NA,NA,NA,NA,NA,NA,NA
"1075","2021-02-08 12:43:45-03","UFRGS","ICN","166848","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Romagnolo, MB","Souza, MC; Almeida, CG; Kawakita, K; Rodrigues, S; Rosa, GS","2009","12","10","Brasil","MS","Jateí","-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,"Rio Guirai",NA,NA,"Doação HUEM 16889; Arvoreta, frutos de coloração vermelha.; Leito de rio","2254","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"85335","auto",NA,NA,NA,NA,NA,NA,NA
"1076","2021-02-08 12:43:45-03","UFRGS","ICN","085959","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Sobral, M","1982","11",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Itaimbezinho",NA,NA,NA,"1257","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"1077","2021-02-08 12:43:45-03","UFRGS","ICN","050989","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P; et al.","1981","07",NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,"Arvore, relativamente comum, casca lisa alt 5 m; beira de mato","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1988",NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1078","2021-02-08 12:43:45-03","UFRGS","ICN","066329","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Hahn, W","1984","02","05","Paraguai","Paraguarí",NA,"-26.05","-56.833333","-26.05","-56.833333",NA,NA,"Parque Nacional Ybycui",NA,NA,"Doação do Missouri Botanical Garden Herbarium; Common tree growing in sandy areas just above stream; petals and filaments white, sweet perfume fragrance; Semideciduous forest to 25 m tall. Soil sandy. Tabebuia, Cedrela, Astronium dominants","1961","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","2021-02-08 12:43:45-03","UFRGS","ICN","066339","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Hahn, W; Casas, JF; Schinini, A","1982","12","16","Paraguai","Canindeyú","Puerto Adela","-54.533333","-24.5","-54.533333","-24.5",NA,NA,"Guazui, road to Puerto Adela","36","36","Doação do Missouri Botanical Garden Herbarium; Small tree to 6 m tall. Fruits purple; Tall forest to 25m. Epiphytes found at all levels. Dense understory. Tabebuia, Balfourodendron, Parapiptadenia, Cedrela dominants. Soil red clay","957","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","2021-02-08 12:43:45-03","UFRGS","ICN","166852","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Romagnolo, MB","Romagnolo, MB","1999","07","22","Brasil","PR","Porto Rico","-53.1","-22.683333","-53.1","-22.683333",NA,NA,"Rio Paraná margem esquerda barranco",NA,NA,"Doação HUEM 9458; Flores coloração creme, prefumadas, frutos imaturos e maduros, frequente na margem.","328","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","2021-02-08 12:43:45-03","UFRGS","ICN","166850","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Romagnolo, MB","Romagnolo, MB","2000","09","27","Brasil","MS","Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"Rio Ivinhema mata em frente à lagoa do finado Raimundo",NA,NA,"Doação HUM 9558; Arvoreta, fruto imatura de col. verde, moderada na área.","629","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"63482","auto",NA,NA,NA,NA,NA,NA,NA
"1082","2021-02-08 12:43:45-03","UFRGS","ICN","121726","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Silva, JM; et al.","1996","12","13","Brasil","PR","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Canyon Guartelá",NA,NA,"Arbusto, 3m; fruto amarelo. Capão.","1846","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1083","2021-02-08 12:43:45-03","UFRGS","ICN","121124","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Hatschbach, G; Cordeiro, J","1993","10","21","Brasil","PR","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Canyon Rio Iapó Guartelá",NA,NA,"Árvore 6m; flor alva. Interior do capão com Araucaria.","59690","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1084","2021-02-08 12:43:45-03","UFRGS","ICN","120764","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Ziller, SR","1995","12","15","Brasil","PR","Vila Alta","-53.7277984619141","-23.50830078125",NA,NA,NA,NA,NA,"350","350","Floresta Estacional Semidecidual. Coletada na APA da Ilha Grande, Rio Paraná, em faixa de floresta acima de um paredão de arenito. Sub-bosque. Árvore 6m. Casca branca, lisa, com protuberâncias aculeadas. Frutos maduros vermelhos.","1143","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"31931","auto",NA,NA,NA,NA,NA,NA,NA
"1085","2021-02-08 12:43:45-03","UFRGS","ICN","186286","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Ziller, SR","1995","12","15","Brasil","PR","Vila Alta","-53.7277984619141","-23.50830078125",NA,NA,NA,NA,"APA da Ilha Grande, Rio Paraná",NA,NA,"Doação do Herbário Fernando Cardoso da Silva; Casca branca, fina, mais ou menos lisa, com descamação em placas grandes e fissuras verticais finas. Frutos imaturos verdes. Comum; Floresta Estacional Semidecidual. Floresta alterada acima de um paredão","1124","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1996",NA,NA,"31931","auto",NA,NA,NA,NA,NA,NA,NA
"1086","2021-02-08 12:43:45-03","UFRGS","ICN","119392","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral",NA,"Sobral, M; et al.",NA,NA,NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Fortaleza dos Aparados",NA,NA,"Região de mata nebular-mata ombrófila mista, ca. 900m.s.m.; arbusto 2m, em beira de capão; casca lisa; estéril.","8350","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"1087","2021-02-08 12:43:45-03","UFRGS","ICN","085958","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral",NA,"Sobral, M","1982","11",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Itaimbezinho",NA,NA,NA,"1268","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"1088","2021-02-08 12:43:45-03","UFRGS","ICN","051632","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Mattos, J","Sobral, M; Brack, P","1980","10","22","Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"Morro Itacolomi",NA,NA,"Arvore; Interior de mata","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1992",NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA
"1089","2021-02-08 12:43:45-03","UFRGS","ICN","113095","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Senna, RM","1992","12","12","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Floresta com Araucaria","33","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1090","2021-02-08 12:43:45-03","UFRGS","ICN","085954","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Albuquerque, F","1982","10",NA,"Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Morro do Falcãozinho",NA,NA,NA,"s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1091","2021-02-08 12:43:45-03","UFRGS","ICN","050990","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P; et al.","1981","07",NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,"Arvore com casca lisa; Beira do mato","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1988",NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1092","2021-02-08 12:43:45-03","UFRGS","ICN","051004","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P; et al.","1981","10","15","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,"Árvore com casca lisa e ca. 6 m alt, flores fecundadas, planta relativamente comum","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1988",NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1093","2021-02-08 12:43:45-03","UFRGS","ICN","051005","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P; et al.","1981","10","15","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,"Árvore ca. 10m de altura. Casca lisa, flores brancas e frutos maduros vermelhos. Sementes com testa mais ou menos ossea e cotiledones separados incompletamente, desiguais; Beira de curso d'água","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1094","2021-02-08 12:43:45-03","UFRGS","ICN","085952","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, ME","Brack, P; et al.",NA,NA,NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,NA,"897","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1996","01",NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1095","2021-02-08 12:43:45-03","UFRGS","ICN","085953","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P","1981","10",NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,NA,"s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1096","2021-02-08 12:43:45-03","UFRGS","ICN","085955","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral",NA,"Brack, P",NA,NA,NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,NA,"436","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1097","2021-02-08 12:43:45-03","UFRGS","ICN","085957","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P",NA,NA,NA,"Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo",NA,NA,NA,"483","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1098","2021-02-08 12:43:45-03","UFRGS","ICN","085956","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Brack, P","1982","01","11","Brasil","RS","Tenente Portela","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"Parque Estadual do Turvo - Caminho para o saltinho ( rio Turvo)",NA,NA,NA,"481","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"1099","2021-02-08 12:43:45-03","UFRGS","ICN","111800","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O. Berg) Sobral","Sobral, M","Jarenkow, JA","1992","11","17","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Perdida",NA,NA,"Doação do Herbário da UFPEL; Arvore ca. 12 m alt., CAP de 67 cm. Flores brancas, aromáticas.; em Mata Atlântica de encosta","2197","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1992","12",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"1100","2021-02-08 12:43:45-03","UFRGS","ICN","087156","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus triflorus","Mattos","Mattos, J","Hatschabch, G","1982","08","18","Brasil","PR","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"Sete Quedas",NA,NA,"Doação do Herbário do Museu Botânico Municipal de Curitiba; Pequena arvore 5m, flor alva; Mata junto ao Canion","45214","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1993",NA,NA,"33984","auto",NA,NA,"triflorus",NA,NA,NA,NA
"1101","2021-02-08 12:43:45-03","UFRGS","ICN","087156","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus triflorus","Mattos","Mattos, J","Hatschabch, G","1982","08","18","Brasil","PR","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"Sete Quedas",NA,NA,"Doação do Herbário do Museu Botânico Municipal de Curitiba; Pequena arvore 5m, flor alva; Mata junto ao Canion","45214","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1993",NA,NA,"33984","auto",NA,NA,"triflorus",NA,NA,NA,NA
"1102","2021-02-08 12:43:45-03","UFRGS","ICN","045130a","S","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg","Sobral, M","Pedralli, G","1979","07","12","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Arbusto.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1103","2021-02-08 12:43:45-03","UFRGS","ICN","051731","S","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg","Sobral, M","Sobral, M","1980","02","21","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Josefá",NA,NA,"Arbusto; Beira de mata","241","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1983","02",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1104","2021-02-08 12:43:45-03","UFRGS","ICN","061508","S","Plantae","Myrtaceae","Calycorectes","schultzianus","Calycorectes schultzianus","Mattos","Mattos, J","Bresolin, A","1973","11","21","Brasil","SC","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"Bom Retiro",NA,NA,"Doação do Herbário da Universidade Federal de Santa Catarina; Arvore com flor branca; Mata","981","América do Sul",NA,NA,"Dicotyledon",NA,NA,"1993",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA,NA
"1105","2021-02-08 12:43:57-03","UFRGS","ICN","124080","S","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","Sobral, M","Durijan, G","1999","10","14","Brasil","SP",NA,NA,NA,NA,NA,NA,NA,"P.E. Morro do Diabo, Fl. Est. Semidecidual",NA,NA,"Árvore, casca lisa; sub-bosque.","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2021-02-08 12:43:58-03","UFRGS","ICN","176837","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Molz, M","Molz, M","2009","04","21","Brasil","RS","Maquiné","-50.1375","-29.640278","-50.1375","-29.640278",NA,NA,"Costa dos Quadros, na divisa com Terra de Areia","687","687","Material do doutorado de Martin Molz; 8m de altura, tronco retorcido e acavalado, córtex liso, exfoliado, CAP=74cm","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","2021-02-08 12:43:58-03","UFRGS","ICN","165632","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Ribeiro, CL","Toderke, ML; et al.","2009","10","11","Brasil","PR","São Pedro do Iguaçu","-53.8553009033203","-24.9356002807617",NA,NA,NA,NA,"PE Cabeça do Cachorro",NA,NA,"doação MBM; árvore, 10m, frutos imamturos; floresta estocional semidecídual","4","América do Sul",NA,NA,"Dicotyledon",NA,NA,"2019","06","04","24343","auto",NA,NA,NA,NA,NA,NA,NA
"1108","2021-02-08 12:43:58-03","UFRGS","ICN","177336","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","Soares-Silva, LH","1994","11","04","Brasil","PR","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Canion Guartelá",NA,NA,"Doação FUEL 12295; Arborea, 3,5m; frutos imaturos.","354","América do Sul",NA,NA,"Dicotyledon",NA,NA,"2009","07","31","56988","auto",NA,NA,NA,NA,NA,NA,NA
"1109","2021-02-08 12:43:58-03","UFRGS","ICN","183718","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Castro, JHW","Matzenbacher, NI","2010","10","24","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Fazenda São Maximiano BR-118 Km 308",NA,NA,NA,"s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"1110","2021-02-08 12:43:58-03","UFRGS","ICN","167430","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Nilson, AD","Nilson, AD","2010","12","09","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Jardim Botânico",NA,NA,"Obs: Planta procedente do Estado do Rio Grande do Sul, coletada nos Aparados da Serra/Itaimbezinho. Plantada no Jardim Botânico de Porto Alegre em 1995.","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,"2010","12","09","29946","auto",NA,NA,NA,NA,NA,NA,NA
"1111","2021-02-08 12:43:58-03","UFRGS","ICN","045130b","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Baraldo Mello, JP","Pedralli, G","1979","07","12","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Arbusto.",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,"2018","05","17","76715","auto",NA,NA,NA,NA,NA,NA,NA
"1112","2021-02-08 12:43:58-03","UFRGS","ICN","163483","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Grings, M; Seger, GDS","Seger, GDS","2007","12","16","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Floresta Nacional","923","923","Flor, só haviam duas. 8m; Interior de mata nativa morro dos cavalos","557","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
