"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","day","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"18","2015-09-04 08:23:33-03","MNHN","RECOLNAT_MNHN_P","P03001007","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03001007' target='other'> <mi>dwc_moreinfo</mi></a>","P03001007","P03001007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7783",NA,NA
"19","2015-09-04 08:23:33-03","MNHN","RECOLNAT_MNHN_P","P03001009","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Glaziou, A.",NA,"1874","5",NA,"Brasil","Rio de Janeiro","Villa Nova.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03001009' target='other'> <mi>dwc_moreinfo</mi></a>","P03001009","P03001009_01",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,"7783",NA,NA
"20","2015-09-04 08:23:34-03","MNHN","RECOLNAT_MNHN_P","P03001010","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Glaziou, A.",NA,"1880","7",NA,"Brasil","Rio de Janeiro","Vila Nova.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03001010' target='other'> <mi>dwc_moreinfo</mi></a>","P03001010","P03001010_01",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,"12089",NA,NA
"21","2015-09-04 08:23:34-03","MNHN","RECOLNAT_MNHN_P","P03001011","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Glaziou, A.",NA,"1880","7",NA,"Brasil","Rio de Janeiro","Vila Nova.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03001011' target='other'> <mi>dwc_moreinfo</mi></a>","P03001011","P03001011_01",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,"12089",NA,NA
"22","2015-09-04 08:23:34-03","MNHN","RECOLNAT_MNHN_P","P03001012","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brasil",NA,"Province de Mato Grosso.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03001012' target='other'> <mi>dwc_moreinfo</mi></a>","P03001012","P03001012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA
"23","2020-10-01 14:21:49-03","JBB","HEPH","12999","S","Plantae","Dicotyledon","Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","Calago, K","Oliveira, RC","441","1996","11","Southern America","Brasil","Maranhão","Projeto Geral de Balsas Lote 16",NA,"Local recem queimado.",NA,NA,"Balsas","-46.083333","-7.583333",NA,NA,"1997",NA,NA,"12",NA,"-46.083333","-7.583333","300","300",NA,NA,NA,NA
"24","2009-10-24 06:14:00-02","MO","MOBOT","2908568","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.","Ronald Liesner","Ezechias P. Heringer|George Eiten","Heringer 15139","1975","9","South America","Brazil","Minas Gerais","Mun. de Marlieria: Parque Estadual Do Rio Doce. Native evergreen broadleaf forest area. Shore of Lake Helvécio,",NA,NA,NA,NA,NA,"-42.6","-19.76666",NA,NA,NA,NA,NA,"22",NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA
"25","2011-03-22 12:00:00-03","MO","MOBOT","2905313","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.","R.M. Harley 18.4.","Ludwig Riedel","Riedel 1339","1821",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2009-12-04 16:24:00-02","MO","MOBOT","2908616","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.","R.m. Harley","Gert G. Hatschbach|J.M. Silva","Hatschbach 50764","1986","11","South America","Brazil","Bahia","Alcobaca, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-10-24 06:14:00-02","MO","MOBOT","2908745","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"Ezechias P. Heringer|George Eiten","Heringer 15029","1975","9","South America","Brazil","Minas Gerais","Mun. de Marliéria: Parque Estadual Do Rio Doce. Several hundred meters NE of park entrance at western end of northern part of Lake Helvécio. On bank of lake. This n herb.",NA,NA,NA,NA,NA,"-42.6","-19.73333",NA,NA,NA,NA,NA,"18",NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA
"28","2020-06-17 15:25:12-03","UNESP-RC","HRCB","8589","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.","N. M. Cunha","Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-25 10:12:35-03","CVRD","CVRD","5029","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hill ex Benth.","Raymond M. Harley","Folli, D.A.","2392","1994","10","América do Sul","BRASIL","ES","Erva aguática crescendo à beira do Rio Barra Seca no final da estrada.",NA,"<ll>dwc_commonname:</ll> Quaró","CVRD005029","CVRD005029","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","1999","03","20","17","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2341175","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"I. Restinga","1021","1953","9","South America - Neotropics","Brazil","Rio de Janeiro","São João da Barra Co., 9 km of São João da Barra town. Along the road.",NA,NA,"US02885988","US02885988_01",NA,NA,NA,NA,NA,NA,NA,NA,"9","Docotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","1440364","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"Riedel, -- & Luschnath","1339","1833","5","South America","Brazil",NA,"Inter St. João de Jabooraty [interpreted] at Rio Alcantara.",NA,NA,"US02885991","US02885991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2859287","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"E. P. Heringer & G. Eiten","15139","1975","9","South America - Neotropics","Brazil","Minas Gerais","Município da Marliéra: Parque Estadual do Rio Doce. Shore of Lake Helvécio.",NA,NA,"US02885986","US02885986_01",NA,"-42.6","-19.77",NA,NA,NA,NA,NA,"22","Docotyledonae",NA,NA,"400",NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","1573825","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"L. Riedel & Luschnath","1339","1833","5","South America","Brazil",NA,"(inter St. Juao de Jaboaraby [interpreted] et rio Alcantara).",NA,NA,"US02885989","US02885989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Docotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","2977473","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"E. P. Heringer & G. Eiten","15029","1975","9","South America - Neotropics","Brazil","Minas Gerais","Município da Marliéra: Parque Estadual do Rio Doce. Several hundred meters NE of park entrance at western end of northern part of Lake Helvécio.",NA,NA,"US02885987","US02885987_01",NA,"-42.6","-19.73",NA,NA,NA,NA,NA,"18","Docotyledonae",NA,NA,"400",NA,NA,NA,"1",NA
"35","2020-09-12 05:00:02-03","US","US","1123421","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A. St.-Hil. ex Benth.",NA,"ex herb. de A. Glaziou","1289","1880","7","South America - Neotropics","Brazil","Rio de Janeiro","Brésil (Rio Janeiro) Villa Nora.",NA,NA,"US02885990","US02885990_01",NA,NA,NA,NA,NA,NA,NA,NA,"20","Docotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"36","2019-11-13 11:20:47-03","USP","SPF","229440","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","Antar, GM","Cordeiro, J","2808","2008","05",NA,"Brasil","Tocantins","Jalapão",NA,NA,"SPF00229440",NA,"Mateiros","-46.4211006164551","-10.5474996566772","87923","auto","2015","04",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:16:18-03","UEFS","HUEFS","93941","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Furlan, A.","472","1988","04",NA,"Brasil","São Paulo","Picinguaba. Estrada da Cancela, Restinga de Praia, próximo do alojamento da Gema.",NA,NA,"HUEFS0093941","HUEFS0093941","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,"10","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-22 16:07:27-03","UEFS","HUEFS","35938","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","R.M.Harley",NA,"2392","1994","10",NA,"Brasil","Espírito Santo","Reserva Florestal de Linhares. Estrada Jueirana vermelha, Km 0.",NA,"Erva aquática crescendo à beira do Rio Barra Seca no final da Várzea Sempre Inudável.","HUEFS0035938","HUEFS0035938","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","1999","03",NA,"17","Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-03-07 08:48:06-03","F","FMNH-SEEDPLANTS","V0144927F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa",NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,NA,"V0144927F","V0144927F_01",NA,"-58.7017","4.7364",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-04 19:18:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa",NA,NA,"A. Saint-Hilaire",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"41","2015-03-07 08:48:12-03","F","FMNH-SEEDPLANTS","V0145824F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0145824F","V0145824F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-23 12:09:13-03","CEPLAC","CEPEC","60423","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","paludosa","Hyptis paludosa",NA,"R. M. Harley","G. Hatschbach","50764","1986","11",NA,"Brasil","Bahia","Arredores da cidade. Depressoes umidas.",NA,NA,NA,NA,"ALCOBAÇA","-39.1955986022949","-17.5193996429443","50074","auto",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
"43","2020-07-23 12:09:13-03","CEPLAC","CEPEC","20285","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","paludosa","Hyptis paludosa",NA,"R. M. Harley","R. M. Harley","18015","1988","07",NA,"Brasil","Bahia","6Km ao N da Rod. entre Alcobaca/Prado, BR-255.",NA,"<ll>dwc_commonname:</ll> Hortela-do-mato",NA,NA,"ALCOBAÇA","-39.233333","-17.516667",NA,NA,NA,NA,NA,"20",NA,"39W14'0","17S31'0",NA,NA,NA,NA,NA,"30/12/1984"
"44","2019-11-01 15:01:45-03","UnB","UB","151895","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","Smith","Heringer, EP; Eiten, G","15029","1975","09","Southern America","Brasil","Minas Gerais","Parque estadual do Rio Doce. Several hundred meters NE of park entrance at western end of northern part of lake helvecio",NA,"herb",NA,NA,"Marliéria","-42.73","-19.71",NA,NA,"1983",NA,NA,"18",NA,"-42.73","-19.71","400","400",NA,NA,NA,NA
"45","2019-11-01 15:01:45-03","UnB","UB","187746","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","Harley, RM","Heringer, EP; Eiten, G","15139","1975","09","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce. Native evergreen broadleaf forest area. Shore of Lake Helvécio.",NA,"Frequented by native water mammals.; Open grass-herb strip a few meters wide between lake edge and low secondary forest.",NA,NA,"Marliéria","-42.6","-19.766667",NA,NA,"1977",NA,NA,"22",NA,"-42.6","-19.766667","400","400",NA,NA,NA,NA
"46","2019-05-06 11:58:19-03","UFU","HUFU","21275","S","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Araújo, G.M.","2752","1999","09",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga, Fundo esquerdo.Vereda 4.",NA,"Flor verde.; Vereda.","HUFU00011575","HUFU00011575","Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-05-06 11:58:19-03","UFU","HUFU","23451","S","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.","Rosa, P.O.","Barbosa, A.A.A.","s.n.","2000","06",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga, Meio e borda da vereda, lado esquerdo.",NA,"Subarbusto com flor.; Vereda.","HUFU00011574","HUFU00011574","Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto","2004","12",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-06 11:58:19-03","UFU","HUFU","22989","S","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Araújo, G.M.; Coelho, C.","3227","2000","05",NA,"Brasil","Minas Gerais","Estrada para Campo Florido, Vereda situada próximo a estrada para Campo Florido a 20Km do centro de Uberlândia. Meio da vereda, lado direito.",NA,"Flor branca.; Vereda.","HUFU00011573","HUFU00011573","Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-05-06 11:58:19-03","UFU","HUFU","28341","S","Plantae",NA,NA,"Lamiaceae","Hyptis","paludosa","Hyptis paludosa","A.St.-Hil. ex Benth.",NA,"Amorim, E.H.; Mendes, S. & Marçal, O.","191","2002","09",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Mata próxima a casa do Hélio.",NA,"Herbácea, ca. 1 m. Frutos verdes.","HUFU00011570","HUFU00011570","Perdizes","-47.2928009033203","-19.3528003692627","45889","auto",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
