"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"50","2015-09-08 09:59:00-03","MO","MOBOT","1541151","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra (SI)","Elsa M. Zardini|Leongino Guerrero","Zardini 55249","2000","11","30","South America","Paraguay","Misiones",NA,"Around San Miguel.","-57.0694445","-26.4830556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1219",NA,NA,"4",NA
"51","2015-09-08 09:56:00-03","MO","MOBOT","1708720","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Elsa M. Zardini|Leongino Guerrero","Zardini 57252","2001","11","3","South America","Paraguay","Concepción",NA,"Estancia Primavera-Vallemi.","-57.6258334","-22.4019444",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"1241",NA,NA,"2",NA
"52","2014-04-18 14:27:00-03","MO","MOBOT","1778529","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Elsa M. Zardini|Robert Gómez","Zardini 58715","2002","6","25","South America","Paraguay","Concepción",NA,"Around Horqueta. Cerrado scrub on red sandy soil.","-57.3472222","-23.2391666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1260",NA,NA,"2",NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1958618","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rosa Degen","Degen 2313","1991","10","23","South America","Paraguay","Concepción",NA,"Concepción, Rancho Z, Potrero Plantel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2011-03-02 00:02:00-03","MO","MOBOT","2188770","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Wasshausen, D. C., 18/06/","Dieter C. Wasshausen|Carmen L. Cristóbal|Victor Maruñak","Wasshausen 1994","1993","9","24","South America","Argentina","Misiones","Candelaria","1 km from Ruta nº 12 on road to Loreto Campos",NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2011-02-22 06:39:00-03","MO","MOBOT","2188781","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Ezcurra, C.","F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1741","2004","1","29","South America","Argentina","Misiones","Concepción","Estancia de Elsa Prates sobre el río Uruguay. Campo pastoreado con afloramientos rocosos","-55.53611","-28.09916",NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2011-03-26 10:28:00-03","MO","MOBOT","2406171","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Peichoto, M. C.","Maria M. Arbo|et al.","Arbo 5970","1993","9","8","South America","Argentina","Misiones","Candelaria","Ruta 204, camino a Profundidad, 5-10 km S de Ruta 12. Campos. Borde del camino. Suelo lateríticos rojo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-07-09 17:05:00-03","MO","MOBOT","2456678","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Gert G. Hatschbach","Hatschbach 1000",NA,NA,NA,"South America","Brazil","Paraná",NA,"Lapa. Engenheiro Bley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-01-01 09:56:00-02","MO","MOBOT","2488155","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Peichoto, M. C., //","Maria M. Arbo|Joel S. Shore|Aurelio Schinini","Arbo 8879","2001","8","31","South America","Paraguay","Concepción",NA,"Entrada a la ruta 3, a Bella Vista, desde ruta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2010-11-13 05:21:00-02","MO","MOBOT","2488167","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Degen, R.","Fátima Mereles","Mereles H. 4126","1991","10","10","South America","Paraguay","Boquerón",NA,"km 431 ruta Transchaco. est. La Paloma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-25 11:35:00-03","MO","MOBOT","2488191","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Émile Hassler","Hassler 7383a","1901","9",NA,"South America","Paraguay","Concepción",NA,"Prope Concepción","-57.43333","-23.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-07-25 11:35:00-03","MO","MOBOT","2488193","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Émile Hassler","Hassler 4240","1898","8",NA,"South America","Paraguay","San Pedro",NA,"In regione vicine San Estanislao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2012-04-19 15:10:00-03","MO","MOBOT","3076489","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C.Ezcurra /90","José E. Montes","Montes 27667","1958","4","1","South America","Argentina","Misiones","Cainguás","Mineral",NA,NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","3076719","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C.Ezcurra/90","Per Dusén","Dusén 10635","1910",NA,NA,"South America","Brazil","Paraná",NA,"(Jagasiahoya), in campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-05-15 13:24:00-03","MO","MOBOT","3076887","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra/ 90","Pedro Jörgensen","Jörgensen 4126",NA,NA,NA,"South America","Paraguay",NA,NA,"dry campo Villavina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-04-18 14:05:00-03","MO","MOBOT","3079182","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Troels M. Pedersen","Pedersen 5466","1960",NA,NA,"South America","Argentina","Corrientes","Santo Tomé","Dry grasslands on red soil, recently burnt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","3320267","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","J. Wood","Jeaneth Villalobos","Villalobos 364","2005","11","28","South America","Bolivia","Chuquisaca","Belisario Boeto","Comunidad Nuevo Mundo. Trayecto al Puente del Diabo. Piso Superior Tucumano Boliviano. Cima de serranía con Podocarpus parlatorei, Prunus tucumanensis, Clethra scabra.","-64.28944","-19.00416",NA,NA,NA,NA,"2298.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","3320276","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","J. Wood","Jeaneth Villalobos","Villalobos 476","2005","11","30","South America","Bolivia","Chuquisaca","Belisario Boeto","Comunidad Nuevo Mundo. Cerro Pan de Azúcar, frente a la posta. Bosque húmedo. Piso superior Tucumano-Boliviano. Bosque en laderas con pendientes pronunciadas con especies arbóreas de Myrtaceas y Podocarpus parltorei de porte mediano.","-64.29361","-18.98916",NA,NA,NA,NA,"2298.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2014-04-11 16:27:00-03","MO","MOBOT","3429424","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Cecilia Ezcurra|Isabel Basualdo|Nélida Soria","Ezcurra 1876","1995","5","17","South America","Paraguay","Amambay",NA,"Parque Nac. Cerro Cora, cerrado frente al cerro Muralla. Campo arenoso con arbustos y algunos arboles. En suelo arenoso. Vegetacion abierta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","500428","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Elsa M. Zardini|P. Aquino","Zardini 33598","1992","11","18","South America","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 8 km S of Villeta. Inundated savanna with patches of forest.","-57.55","-25.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"781",NA,NA,"4",NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","500472","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Elsa M. Zardini|Leongino Guerrero","Zardini 33829","1992","11","27","South America","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 7.5 km S of Villeta. Gallery Forest and inundated savanna along creek, on clay.","-57.55","-25.56666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"784",NA,NA,"4",NA
"71","2014-04-18 14:27:00-03","MO","MOBOT","500499","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Elsa M. Zardini|Tulio Tillería","Zardini 34055","1992","12","2","South America","Paraguay","Central",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 2.5 km S of Villeta. Savanna and patches of Cerrado Forest.","-57.5333333","-25.5333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"788",NA,NA,"2",NA
"72","2015-05-05 08:58:00-03","MO","MOBOT","500775","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","D.Wasshausen (US)","Elsa M. Zardini|Tulio Tillería","Zardini 36090","1993","6","10","South America","Paraguay","Central",NA,"Border Tavarory-Acosta Ñu. Paraguay River. On top of plain near cliff.","-57.55","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"825",NA,NA,"4",NA
"73","2016-06-16 08:25:00-03","MO","MOBOT","501079","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Elsa M. Zardini|A. Salina","Zardini 24993","1990","12","7","South America","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500",NA,NA,"2",NA
"74","2009-08-18 14:39:00-03","MO","MOBOT","503706","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","E. Tripp","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 6819","1982","2","8","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Open sandy campo with low shrubs and palms, NE of park headquarters.","-56.05","-22.65",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"261",NA,NA,"3",NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","813027","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","D.Wasshausen (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 38633","1994","2","24","South America","Paraguay","Paraguarí",NA,"Road to Yeré, near Río Tebicuary. On serpentine rocks.","-57.15","-26.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"885",NA,NA,"4",NA
"76","2016-06-16 08:28:00-03","MO","MOBOT","506396","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Escurra (SI)","Elsa M. Zardini|P. Aquino","Zardini 29621","1991","12","16","South America","Paraguay","Central",NA,"Between Ytororo and Tavarory, 2 km from Tavarory.","-57.5833333","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"636",NA,NA,"4",NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","3080210","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","loefgrenii","Ruellia loefgrenii","Lindau","G. lindau","Per Dusén","Dusén 16935","1915",NA,NA,"South America","Brazil","Paraná",NA,"Capão Bonito, in campo",NA,NA,NA,NA,NA,NA,"790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-13 08:11:23-03","ICAUFMG","MCCA","2111","S","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","XAVIER, M.V.B.","XAVIER, M.V.B.","31","2017","06","09",NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,"Local aberto","MCCA02195","MCCA02195 MCCA02195_v01 MCCA02195_v02 MCCA02195_v03 MCCA02195_v04 MCCA02195_v05",NA,NA,NA,"72568","auto","2018","04","30",NA,NA,NA,NA,NA
"79","2020-06-15 15:28:10-03","UNESP-RC","HRCB","19878","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Kameyama, C.","Marcondes-Ferreira, W.","960","1994","11","12",NA,"Brasil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,"Subarbusto ca. 10cm, flores lilás claro a arroxeado",NA,NA,NA,NA,NA,"27552","auto","1999",NA,NA,NA,NA,NA,NA,NA
"80","2020-06-15 15:28:10-03","UNESP-RC","HRCB","29384","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindl.","Fernandes, U.G.","Tannus, J.L.S.","177","1998","10","07",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"Erva rasteira, flores lilás",NA,NA,NA,NA,NA,"22843","auto","2017","05","06",NA,NA,NA,NA,NA
"81","2020-06-25 16:06:02-03","FUVATES","HVAT","5073","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","E. Freitas","E. Freitas","1103","2016","10","27",NA,"Brasil","Rio Grande do Sul","Manoel Viana","perto do areal do trevo.","-55.375","-29.593056",NA,"Subarbusto com xilopódio (observado em campo), flores brancas.; Área de campo sem pastejo com solo arenoso, abaixo da rodovia.","HVAT00005073",NA,NA,NA,NA,NA,NA,"2017","03","04",NA,"-55º22'30''W","-29º35'35''S",NA,NA
"82","2020-06-25 16:06:02-03","FUVATES","HVAT","5040","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","E. Freitas; C. R. Orlandi","E. Freitas","1053","2015","03","05",NA,"Brasil","Rio Grande do Sul","São Francisco de Assis","Jacaquá.","-55.161667","-29.615556",NA,"Subarbusto, flores brancas.; Campo de solo arenoso.","HVAT00005040",NA,NA,NA,NA,NA,NA,"2016","08","24",NA,"-55º9'42''W","-29º36'56''S",NA,NA
"83","2019-11-07 11:43:51-03","FUVATES","HVAT","1566","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","E. Freitas","E. Freitas","s.n.","2004","09","19",NA,"Brasil","Rio Grande do Sul","São Francisco de Assis","Fazenda Joaquim Paz.","-55.131111","-29.550278",NA,"planta herbácea, com cerca de 5 cm de altura, decumbente, flores brancas.","HVAT00001566",NA,NA,NA,NA,NA,NA,"2005","04","30",NA,"-55º7'52''W","-29º33'1''S",NA,NA
"84","2019-06-10 10:10:01-03","FZB-BH","BHZB","11726","S","Plantae",NA,NA,"Acanthaceae","Ruelllia Cf.","bulbifera","Ruelllia Cf. bulbifera",NA,NA,"Linhares,L.","53","2016","08","28",NA,"Brasil","MG","Belo Horizonte","FZBBH- Reserva , barranco estrada entre o JB e o setor extra","-43.937801361084","-19.9207992553711",NA,"unicata",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2553739","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J. E. Montes","27667",NA,NA,NA,"South America","Argentina","Misiones",NA,"Dep. Cainguás. Mineral.",NA,NA,NA,NA,"US02859602",NA,"270",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2983919","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"S. G. Beck & M. Liberman","9851","1983","10","28","South America - Neotropics","Bolivia","Chuquisaca",NA,"Dpto. Chuquisaca, Prov. H. Siles. Monteagudo 9 kms. hacia el NW, pasando la estación de bonbeo No 2. Cañadillas.",NA,NA,NA,NA,"US02859616","US02859616_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","2782932","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. Krapovickas, C. L. Cristóbal, S. Tressens, A. Schinini & C. Quarin","24886","1974","4","11","South America","Argentina","Corrientes",NA,"Dep. Ituzaingó. 9Km de Ruta 12, camino a San Carlos.",NA,NA,NA,NA,"US02859600",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","2456230","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"L. Smith & R. M. Klein","13295","1964","11","15","South America","Brazil","Santa Catarina",NA,"Mun. Abelardo Luz: Campo, 8-12 km north of Abelardo Luz.","-52.33","-26.53",NA,NA,"US02859610","US02859610_01","900","1000","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","3036882","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J. C. Solomon, M. Vavrek, L. Pérez, E. González & R. Duré","6819","1982","2","8","South America","Paraguay","Amambay",NA,"Departamento of Amambay. Paraque Nacional Cerro Corá. Open sandy campo with low shrubs and palms, NE of park headquarters.","-56.05","-22.65",NA,NA,"US02859630",NA,"300",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","2650147","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"G. Hatschbach","12998","1965","10","14","South America","Brazil","Paraná",NA,"Mun. Campo Mourão. Campo Mourão.",NA,NA,NA,NA,"US02859613","US02859613_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","3381884","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"E. M. Zardini & L. Guerrero","41272","1994","9","16","South America","Paraguay","Concepcion",NA,"Estancia Bello Horizonte.","-57.4247","-22.7972",NA,NA,"US02859621",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","2757708","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"G. Hatschbach, W. Anderson, R. Barneby & B. Gates","36306","1975","2","18","South America - Neotropics","Brazil","Goiás",NA,"20 Km S, Alto Paraiso.",NA,NA,NA,NA,"US02859607","US02859607_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2770190","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. G. Schulz","18682","1973","11","5","South America","Argentina","Corrientes",NA,"Dep. Mercedes. 40 Km SW de C.Pellegrini (Ruta 14, a 3 Km de empalme ruta 119).",NA,NA,NA,NA,"US02859603","US02859603_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","3382166","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"E. M. Zardini & T. Telleria","36091","1993","6","10","South America","Paraguay","Central",NA,"Border Tavarory-Acosta ñu. Paraguay River.","-57.55","25.45",NA,NA,"US02859623",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2222118","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J. E. Montes","7125","1999","11","12","South America","Paraguay",NA,NA,"Dep. Encarnación, Colonia Encarnación.",NA,NA,NA,NA,"US02859626",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2826290","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"P. Arenas","1547","1976","2","3","South America","Paraguay","Presidente Hayes",NA,"Depto. Pte. Hayes, Col. Menno, Misión Nueva Vida.",NA,NA,NA,NA,"US02859627",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2266075","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. L. Woolston","888",NA,NA,NA,"South America","Paraguay","Alto Paraguay",NA,"Primavera. Lomas.",NA,NA,NA,NA,"US02859628",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2906618","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. Schinini","16007","1978","11","22","South America","Argentina","Corrientes",NA,"Dep. Capital. Riachuelo.",NA,NA,NA,NA,"US02859599",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","2757827","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. Krapovickas, C. L. Cristóbal, A. Schinini, M. M. Arbo & et al.","26294","1974","9","24","South America","Argentina","Corrientes",NA,"Dep. Ituzaingó. 3 Km de Colonia Liebig, camino a Playadito.",NA,NA,NA,NA,"US02859597",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","3410439","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J. R. I. Wood & D. Goyder","15750","1999","12","31","South America - Neotropics","Bolivia","Santa Cruz",NA,"Sara, c. 5-10 km W of La Belgica on road to Canada.",NA,NA,NA,NA,"US02859615","US02859615_01","250",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","3122902","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"E. Pereira & G. Pabst","8673/7948",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Carazinho.",NA,NA,NA,NA,"US02859608","US02859608_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"102","2020-09-12 05:00:02-03","US","US","2266074","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"A. L. Woolston","888",NA,NA,NA,"South America","Paraguay","Alto Paraguay",NA,"Primavera. Lomas.",NA,NA,NA,NA,"US02859629",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"103","2020-09-12 05:00:02-03","US","US","2343770","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"G. Hatschbach","1000","1948","9","26","South America","Brazil","Paraná",NA,"Mun. Lapa. Engo. Bley.",NA,NA,NA,NA,"US02859609","US02859609_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","2222120","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J. E. Montes","7186","1949","11","18","South America","Paraguay",NA,NA,"Dep. Campichuelo, Capitán Meza.",NA,NA,NA,NA,"US02859631",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","3381902","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"E. M. Zardini & L. Guerrero","38633","1994","2","24","South America","Paraguay","Paraguari",NA,"Road to Yeré, near Río Tebicuary.","-57.15","-26.37",NA,NA,"US02859625",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
