"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","relatedCatalogItem"
"50","2021-03-01 16:30:45-03","UNICAMP","UEC","95361","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Medri, C; Kinupp, VF; Francisco, EM","1997","12","06","Brazil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"UEC051646","UEC051646","Rio Lageado Liso.",NA,NA,"555","Árvore 7m alt.; flores lilases.; Mata ciliar do Passo do Meio.","Magnoliopsida",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA
"51","2019-08-20 10:13:57-03","UNICAMP","UEC","107986","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Kinupp, VF; Dias, MC; Souza, LRM","1998","01","22","Brazil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Salto das Orquídeas - Passo do Meio.",NA,NA,"980","fruto, Árvore 7m alt., frutos imaturos verdes. Bira do Rio Lageado Liso.","Magnoliopsida",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA
"52","2019-08-20 10:13:57-03","UNICAMP","UEC","81662","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Jarenkow, JA","1993",NA,NA,"Jarenkow, JA","1989","12","27","Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"Mata pluvial na beira do Rio Uruguai.",NA,NA,"1566","flor, Arvoreta com ca. 4m de alt., flores com pétalas violáceas.","Magnoliopsida",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA
"53","2019-08-20 10:13:57-03","UNICAMP","UEC","65483","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Tozzi, AMGA","1995",NA,NA,"Hatschbach, G; Hatschbach, M; Barbo, E","1992","02","20","Brazil","Santa Catarina","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"Rio Pipiri-Guaçu, próximo a barra.",NA,NA,"56411","fruto, Árvore 6m, margens do rio.","Magnoliopsida",NA,NA,NA,"18767","auto",NA,NA,NA,NA,NA
"54","2021-03-01 16:30:45-03","UNICAMP","UEC","156625","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Pastore, JFB","2004","03","31","Rocha, FT; Baitello, JB; Aguiar, OT","2000","04","18","Brazil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"UEC008977","UEC008977","Ilhabela, Parque Estadual da Serra do Mar., Trilha da Água Branca, na mata, parcela 11, número 309.",NA,NA,"133","Árvore 31 m altura e 54 cm ao nível do DAP, início de floração.","Magnoliopsida",NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA
"55","2020-12-04 13:19:14-03","UDESC","LUSC","4149","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Souza, L.C.",NA,NA,NA,"Souza, L.C.","2009","04","01","Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"LUSC003499","LUSC003499","CAV-UDESC.",NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"56","2019-01-17 11:25:24-02","PUCRS","MPUC","11515","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","C.A. Mondin",NA,NA,NA,NA,"2006","01","01","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,".",NA,NA,NA,NA,NA,"Fabales","South America",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA
"57","2020-10-14 10:01:39-03","FURB","FURB","49292","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Oliveira, AA de","2016","01","27","Oliveira, A.A. de","2016","01","27","Brasil","Santa Catarina","Ibiam","-51.2994444","-27.1813889","-51.2994444","-27.1813889","FURB49292","FURB49292","Santo Copéruo.","788","788","2912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:52:08-03","UCS","HUCS","14335","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Barneby, R.C.","2000","01",NA,"Kegler, A.","1999","12","17","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Vila Cristina","780","780","372","mata ciliar","Angiospermae","Fabales",NA,NA,"49662","auto",NA,NA,NA,NA,NA
"59","2020-06-29 09:30:26-03","UFRRJ","RBR","17793","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","A. Burkart",NA,NA,NA,"B. Rosengurtt","1942","01",NA,"Uruguai","Paysandu","Paysandu",NA,NA,NA,NA,"RBR00017793",NA,"Isla Queguay, Rio Uruguay",NA,NA,"B-3223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2013-04-01 09:18:09-03","IPT","BCTW","10392","S","Plantae",NA,"Lonchocarpus","nitidus","Lonchocarpus nitidus","(J. Vogel) Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,"área indígena",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"61","2019-11-25 12:11:58-03","UFSM","SMDB","18659","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Figueira, M","2015","12","18","Figueira, M; Schindler, B.","2015","12","18","Brasil","Rio Grande do Sul","Porto Alegre","-51.119444","-30.067778","-51.119444","-30.067778","SMDB018659",NA,"Campus da UFRGS, no estacionamento próximo ao herbário ICN",NA,NA,"388","Árvore, exposta inteiramente ao sol, aprox. 10 m de alt., tronco único, corola rosa a lilás; Ambiente de origem antrópica inserido no Domínio Atlântico, relevo suave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-25 12:11:58-03","UFSM","SMDB","8847","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Eisinger, SM; Gressler, E",NA,NA,NA,"Gressler, E","2001","01","05","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB008847",NA,"Jardim Botânico UFSM",NA,NA,"s.n.","Projeto : Fenologia do JBSM . Planta n° 1421",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"63","2019-11-25 12:11:58-03","UFSM","SMDB","2025","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Alvarez, A.F.",NA,NA,NA,"Alvarez, A.F.","1981","04","08","Brasil","Rio Grande do Sul","Agudo","-53.2400016784668","-29.645299911499",NA,NA,"SMDB002025",NA,"Nova Boemia",NA,NA,"s.n.",NA,NA,NA,NA,NA,"22416","auto",NA,NA,NA,NA,NA
"64","2019-11-25 12:11:58-03","UFSM","SMDB","9461","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Figueira, M","2014","05","14","Dambros, VS","2003","10","31","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB009461",NA,"Camobi - Campus da UFSM/ Jardim Botânico",NA,NA,"s.n.","Projeto: Flora do Campus Urbano da UFSM: Leguminosae. Autor: Vagener S. Dambros / Orientadora: Sônia M. Eisinger",NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:26:54-03","MBM","MBM","165557","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Ribas, O.S.",NA,NA,NA,"Carvalho, P.","1982","04","28","Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"MBM165557","MBM165557","EMBRAPA",NA,NA,"334",NA,NA,NA,"Southern America",NA,"13536","auto",NA,NA,NA,NA,NA
"66","2020-12-21 16:26:54-03","MBM","MBM","79864","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Poppendieck, H.H.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Iretama","-52.1058006286621","-24.423900604248",NA,NA,"MBM079864","MBM079864","Rio Lontras",NA,NA,"45999",NA,NA,NA,"Southern America",NA,"27581","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:26:54-03","MBM","MBM","189926","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"MBM189926","MBM189926","Rio Uruguai",NA,NA,"1566",NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:26:54-03","MBM","MBM","240026","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Oliveira, A.",NA,NA,NA,"Sampaio, D.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"MBM240026","MBM240026","Núcleo Saibadela",NA,NA,"169",NA,NA,NA,"Southern America",NA,"34059","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:26:54-03","MBM","MBM","218268","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Maruñak, V.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"MBM218268",NA,NA,NA,NA,"59",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:26:54-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Motta, J.T.","2013","06","03","Saueressig, D.","2013","04","25","Brazil","Paraná","Candói","-52.02","-25.560003","-52.02","-25.560003","IFN000379",NA,NA,NA,NA,"1929","Árvore.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:26:54-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Brotto, M.L.","2013","05","29","Saueressig, D.","2013","05","03","Brazil","Paraná","Candói","-52.020006","-25.379997","-52.020006","-25.379997","IFN000366",NA,NA,NA,NA,"1974","Árvore.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:26:54-03","MBM","MBM","218070","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"MBM218070","MBM218070","Linha São Caetano",NA,NA,"335",NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:26:54-03","MBM","MBM","40400","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Azevedo-Tozzi, A.M.G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,"MBM040400","MBM040400","Rio Guarani",NA,NA,"37929",NA,NA,NA,"Southern America",NA,"38806","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:26:54-03","MBM","MBM","239634","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Azevedo, A.M.G.",NA,NA,NA,"Medri, C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"MBM239634","MBM239634","Rio Lajeado Liso",NA,NA,"555",NA,NA,NA,"Southern America",NA,"21990","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:26:54-03","MBM","MBM","239633","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Kinupp, V.F.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"MBM239633","MBM239633","Salto das Orquídeas",NA,NA,"980",NA,NA,NA,"Southern America",NA,"21990","auto",NA,NA,NA,NA,NA
"76","2017-02-27 14:51:12-03","MNHN","RECOLNAT_MNHN_P","P02926872","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Fruchard","1877","2","10","Uruguai",NA,NA,NA,NA,NA,NA,"P02926872","P02926872_01","Fray Bentos, bord de l´Uruguay, en las barrancas. Montevideo.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926872' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"77","2015-09-04 02:21:15-03","MNHN","RECOLNAT_MNHN_P","P00757244","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Silva",NA,NA,NA,"Gaudichaud, C.","1833",NA,NA,"brésil",NA,NA,NA,NA,NA,NA,"P00757244","P00757244_01","Province de Rio Grande",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00757244' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"isotype","1398",NA
"78","2015-09-04 02:43:46-03","MNHN","RECOLNAT_MNHN_P","P00759106","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Silva",NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"P00759106","P00759106_01","Banda Oriental del Uruguay",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00759106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"C2 2521",NA
"79","2013-12-17 15:31:45-02","MNHN","RECOLNAT_MNHN_P","P02272967","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Azevedo-Tozzi",NA,NA,NA,"Sellow",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P02272967","P02272967_01","Brasilia",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02272967' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"paratype",NA,NA
"80","2015-09-04 02:41:28-03","MNHN","RECOLNAT_MNHN_P","P02926812","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Bonpland, A.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"P02926812","P02926812_01",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926812' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"4006",NA
"81","2015-09-04 02:41:28-03","MNHN","RECOLNAT_MNHN_P","P02926814","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Pedersen, T.M.","1967","3","26","Argentina",NA,NA,NA,NA,NA,NA,"P02926814","P02926814_01","Prov. Entre Ríos, Dep. Federacíon, Barra dek Mocoretá, on the bank of the R. Uruguay.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926814' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"8144",NA
"82","2015-09-04 02:41:28-03","MNHN","RECOLNAT_MNHN_P","P02926815","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Schinini, A.|Fernadez, A.","1973","1","24","Argentina",NA,NA,NA,NA,NA,NA,"P02926815","P02926815_01","Prov. Missiones, dep. Iguazú, 20 km EW de Wanda a J.J. Lanusse.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926815' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"6048",NA
"83","2015-09-04 02:41:28-03","MNHN","RECOLNAT_MNHN_P","P02926816","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Amidobro, A.M.R.","1947","2","12","Argentina",NA,NA,NA,NA,NA,NA,"P02926816","P02926816_01","Gob. Misiones, Concepción, Concepción de la Sierra.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926816' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"4793",NA
"84","2015-09-04 02:42:59-03","MNHN","RECOLNAT_MNHN_P","P02926871","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Fruchard",NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,"P02926871","P02926871_01","Montevideo.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926871' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"85","2015-09-04 02:42:59-03","MNHN","RECOLNAT_MNHN_P","P02926873","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Fruchard",NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,"P02926873","P02926873_01","Montevideo.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926873' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"86","2015-09-04 02:42:59-03","MNHN","RECOLNAT_MNHN_P","P02926874","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Lorentz, P.","1877","2","1","Argentina",NA,NA,NA,NA,NA,NA,"P02926874","P02926874_01","Entre Rios, Concepcion del Uruguay.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"888",NA
"87","2015-09-04 02:42:59-03","MNHN","RECOLNAT_MNHN_P","P02926875","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Smith, L.B.|Klein, R.M.","1965","1","22","Brasil","Paraná","Irati","-50.86667","-25.53333",NA,NA,"P02926875","P02926875_01","Riozinho da Cima, 9 km south of Irati","800",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926875' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"14945",NA
"88","2017-02-27 14:51:12-03","MNHN","RECOLNAT_MNHN_P","P02926876","PreservedSpecimen",NA,"Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Hatschbach, G.|Lindeman, J.|Haas, H.","1965","12","17","Brasil","Paraná","Nova Laranjeiras","-52.5414009094238","-25.3069000244141",NA,NA,"P02926876","P02926876_01","Laranjeiras do Sul",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02926876' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","38588","auto",NA,NA,NA,"13375",NA
"89","2021-02-11 17:19:02-03","UFPR","UPCB","38637","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Miotto, S.T.S.","1999","10",NA,"Silva, S.M.","1997","02","02","Brasil","Paraná","Capitão Leônidas Marques","-53.614200592041","-25.4792003631592",NA,NA,NA,NA,"Rio Andrada",NA,NA,NA,"Árvore 8m, flores lilases, com frutos imaturos. Beira de rio..",NA,NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA
"90","2020-07-26 12:52:00-03","MO","MOBOT","3198690","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Gert G. Hatschbach","1983","1","13","Brazil","Paraná","Iretama","-52.1058006286621","-24.423900604248",NA,NA,NA,NA,"Rio Lontras.",NA,NA,"Hatschbach 45999",NA,NA,NA,"South America",NA,"27581","auto",NA,"1",NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1107745","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"L. Jímenez","1944","6",NA,"Paraguay","Itapúa",NA,"-55.9","-27.33333",NA,NA,NA,NA,"Encarnación, alto Paraná.",NA,NA,"Jímenez 10899a",NA,NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA,NA
"92","2014-05-09 10:35:00-03","MO","MOBOT","100600765","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","A.M.G.A. Tozzi",NA,NA,NA,"Aurelio Schinini|Elsa L. Cabral|Ricardo O. Vanni","1979","11","6","Argentina","Corrientes","Santo Tomé",NA,NA,NA,NA,NA,NA,"Río Uruguay y Ayo. Cuay Grande.",NA,NA,"Schinini Cacace 16768",NA,NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","1316176","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","H.-H. Poppendieck (HBG)",NA,NA,NA,"Erik L. Ekman","1908","1","22","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"Posadas, Bonpland, ad rivulum in silvula.",NA,NA,"Ekman 1671",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","1580466","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","2001","3","1","Paraguay","Concepción",NA,"-56.35333","-22.79388",NA,NA,NA,NA,"Around Yby-Jaú. Cerrado forest.",NA,NA,"Zardini 56435",NA,NA,NA,"South America",NA,NA,NA,NA,"4",NA,"1231",NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","2182810","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Caballero (Itaipu)",NA,NA,NA,"Caballero","1999","11",NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,"Presidente Franco. Barrio Santa Ines. km 6.5. Relicto de selva.",NA,NA,"Caballero 3567",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"96","2011-02-22 06:39:00-03","MO","MOBOT","2189255","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Ulibarri, E. A.",NA,NA,NA,"F. Biganzoli|Paola Peralta|G. Márquez","2004","1","22","Argentina","Misiones","Cainguás","-54.95305","-27.08666",NA,NA,NA,NA,"Predio UNLP, Reserva Valle del Arroyo Cuña Pirú. Picada grande desde el balneario hacia la ruta","300.00000000",NA,"Biganzoli 1325",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"97","2014-03-29 16:57:00-03","MO","MOBOT","2194982","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"H. Van de Venne","1906",NA,NA,"Argentina","Misiones","Candelaria",NA,NA,NA,NA,NA,NA,"Bonpland",NA,NA,"Van de Venne 133",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-04-30 04:37:00-03","MO","MOBOT","2195005","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"RODRÍGUEZ","1930","4","10","Argentina","Misiones","Capital","-55.9","-27.3833333",NA,NA,NA,NA,"Posadas",NA,NA,"RODRÍGUEZ 163",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"99","2011-10-10 14:09:00-03","MO","MOBOT","2212358","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Jiménez",NA,NA,NA,"Paraguay","Itapúa",NA,"-55.95","-27.3",NA,NA,NA,NA,"Encarnacion.",NA,NA,"Jiménez 11899a",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"100","2012-05-08 09:43:00-03","MO","MOBOT","2249539","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Ulibarri, E. A.",NA,NA,NA,"Massimiliano Dematteis|et al.","1994","1","27","Argentina","Misiones","Leandro N. Alem",NA,NA,NA,NA,NA,NA,"Colonia El Chatón",NA,NA,"Dematteis 276",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"101","2012-05-08 09:43:00-03","MO","MOBOT","2249562","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Ulibarri, E. A.",NA,NA,NA,"Massimiliano Dematteis|et al.","1994","1","21","Argentina","Misiones","San Javier",NA,NA,NA,NA,NA,NA,"San Javier. Balneario",NA,NA,"Dematteis 265",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
