"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"1","2020-09-23 10:41:25-03","E","E","162430","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Reineck, E.M. & Czermak, J.","266","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:170187","<a href=http://data.rbge.org.uk/herb/E00162430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00162430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","407056","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","B. Rambo","44188","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407056","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1949","11","02","Rio Grande do Sul","Viamao","Viamao","-51.0231","-30.0811","NY00407056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","02099846","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","F. Sellow","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2244254' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099846","Magnoliophyta","Malvales","A.St.-Hil. & Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"NY02099846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2016-10-19 09:55:00-02","NY","NYBG","407055","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","A. Krapovickas","21599","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407055","Magnoliophyta","Malvales",NA,"1972","02","11","Corrientes","Santo Tome","Estancia Garruchos, potrero Puente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","407059","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","A. Krapovickas","22938","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407059","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1973","01","25","Rio Grande do Sul","Pelotas","Pelotas. IPEAS, En bañado cerca del Horto Botánico","-52.3422","-31.7719","NY00407059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","407060","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","J. E. Leite","111","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407060","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1940",NA,NA,"Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136","NY00407060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","407061","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","B. Rambo","56748","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407061","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1950","02","07","Rio Grande do Sul","Farroupilha","Santa Rita, prope Farrou-pilha","-51.3478","-29.2253","NY00407061_01","A. Krapovickas; C. L. Cristóbal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","407058","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","A. Krapovickas","22986","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407058","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1973","01","29","Rio Grande do Sul","Novo Hamburgo","4 km N de Novo Hamburgo, BR 116-rio Feitoría","-51.1306","-29.6783","NY00407058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","407057","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","A. Krapovickas","39349","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=284433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00407057","Magnoliophyta","Malvales","A.St.-Hil. & Naudin","1982","12","23","Rio Grande do Sul","Lagoa Vermelha","17 km E de Lagoa Vermelha, BR-285, km 61","-51.5256","-28.2086","NY00407057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-04-08 17:42:27-03","EAO","IAN","26368","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Gaudichaud","s.n.","Southern America","Brasil",NA,NA,NA,"IAN026368","Dicotiledônea",NA,"A.St.-Hil. & Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"IAN026368_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-30 12:43:59-03","EAO","IAN","35561","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Viégas, AP; Kiehl, J","5805","Southern America","Brasil",NA,NA,"Arbusto.","IAN035561","Dicotiledônea",NA,"A.St.-Hil. & Naudin","1940","10","03","São Paulo","Cunha","Brejo, Sertão Cunha.","-44.9599990844727","-23.0699996948242","IAN035561 IAN035561_e","Monteiro, H","1970","06","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:59:33-03","NBC","NL-BOTANY","L.2364113","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Pedersen TM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2364113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2364113",NA,"Malvales","A.St.-Hil. & Naudin","1979","12","02",NA,NA,"Plantae Brasilienses. Rio Grande do Sul, mun. São Lourenco do Sul: BR 116 main road from Pelotas to Porto Alegre between Arroio S. Isabel & R. Carraguá.",NA,NA,"NL-L2364113",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:59:33-03","NBC","NL-BOTANY","U.1376845","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Lindeman JC; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1376845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1376845",NA,"Malvales","A.St.-Hil. & Naudin","1972","12","21",NA,NA,"13 km E. de S. Pedro do Sul, beira de capoeira.",NA,NA,"NL-U1376845",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:59:38-03","NBC","NL-BOTANY","L.2363796","PreservedSpecimen","Plantae","Malvaceae","Pavonia","urbaniana","Pavonia urbaniana tomentosa-velutina","Reineck EM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2363796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2363796",NA,"Malvales","Gürke","1898","12","24",NA,NA,"Flora Brasiliensis. Estado do Rio Grande do Sul. Porto Alegre: feudite Wiesen, Lás Foãs; sehs selleut.",NA,NA,"NL-L2363796",NA,NA,NA,NA,NA,"Magnoliopsidae","tomentosa-velutina",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-18 16:49:48-03","IAP","PACA-AGP","109114","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","M. Grings","944",NA,"Brasil",NA,NA,"ICN 163182 Habitat: em beira de estrada, em vala úmida com capoeira Fenofase: fl. Hábito: subarbusto","PACA109114","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","2010","01","10","RS","Canela","Estrada para Passo do Inferno.","-50.815601348877","-29.3656005859375",NA,"M. Grings",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-18 16:49:48-03","IAP","PACA-AGP","44962","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA044962","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","12","26","RS","Canela","Gramado","-50.815601348877","-29.3656005859375",NA,"M. Grings","2009","10","16452","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-18 16:49:48-03","IAP","PACA-AGP","55015","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA055015","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1954","02","24","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"M. Grings","2009","10","49662","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-18 16:49:48-03","IAP","PACA-AGP","109113","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","M. Grings & R. Paniz","843",NA,"Brasil",NA,NA,"ICN 163021 Habitat: em baixada úmida na margem da rodovia e de lavoura de arroz Fenofase: fl. Hábito: arbusto","PACA109113","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","2009","12","12","RS","Eldorado do Sul","BR 290, Km 129.","-51.6161003112793","-30.0839004516602",NA,"M. Grings",NA,NA,"33687","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-18 16:49:48-03","IAP","PACA-AGP","57102","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: in paludosis dumetosis Fenofase: flor","PACA057102","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1955","11","14","RS","Esteio","P. São Leopoldo.","-51.17919921875","-29.861400604248",NA,"M. Grings","2009","10","7214","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-18 16:49:48-03","IAP","PACA-AGP","40283","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In dumetosis Fenofase: flor","PACA040283","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","11","28","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,"M. Grings","2009","10","19545","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-18 16:49:48-03","IAP","PACA-AGP","84736","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: Herba in dumetis","PACA084736","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1969","10",NA,"RS","Maratá","Montenegro","-51.5539016723633","-29.548900604248",NA,"M. Grings","2009","09","8695","auto","Magnoliatae",NA,"24",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-18 16:49:48-03","IAP","PACA-AGP","41466","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA041466","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","05","06","RS","Montenegro","Est. Azevedo","-51.4611015319824","-29.6886005401611",NA,"M. Grings","2009","10","21601","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-18 16:49:48-03","IAP","PACA-AGP","84732","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: In paludoso","PACA084732","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","12","28","RS","Montenegro","Prope fl. Caí","-51.4611015319824","-29.6886005401611",NA,"M. Grings","2009","10","21601","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-18 16:49:48-03","IAP","PACA-AGP","28586","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In subpaludosis dumetosis Fenofase: flor","PACA028586","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1945","03",NA,"RS","Nonoai","Ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,"M. Grings","2009","10","35080","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-18 16:49:48-03","IAP","PACA-AGP","43857","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.","12101949",NA,"Brasil",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA043857","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","10","12","RS","Porto Alegre","Ad fl. Caí inferius","-51.2299995422363","-30.0331001281738",NA,"M. Grings","2009","10","29946","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-18 16:49:48-03","IAP","PACA-AGP","41241","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In campestribus dumetosis Fenofase: flor","PACA041241","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","04","27","RS","Porto Alegre","Ad fl. Caí inferius","-51.2299995422363","-30.0331001281738",NA,"M. Grings","2009","09","29946","auto","Magnoliatae",NA,"23",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-18 16:49:48-03","IAP","PACA-AGP","44188","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA044188","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","11","02","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"M. Grings","2009","10","29946","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-18 16:49:48-03","IAP","PACA-AGP","104466","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.","1361",NA,"Brasil",NA,NA,"Arbustinho, flor róseo a vermelho escuro.","PACA104466","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1956","02","28","RS",NA,"Vale Vêneto, Vila São José.",NA,NA,NA,"M. Grings","2009","10",NA,NA,"Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-18 16:49:48-03","IAP","PACA-AGP","11121","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","P. Buck SJ",NA,NA,"Brasil",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA011121","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1943","01",NA,"RS","São Luiz","Caaró",NA,NA,NA,"M. Grings","2009","10",NA,NA,"Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
