"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus"
"30","2019-10-18 16:49:48-03","IAP","PACA-AGP","51027","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.","5081",NA,"Brasil",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA051027","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","12","14","RS","Santa Cruz","Sítio",NA,NA,NA,"M. Grings","2009","10",NA,NA,"Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-18 16:49:48-03","IAP","PACA-AGP","84731","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: Loco paludoso","PACA084731","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","03","01","RS","L. Campestre",NA,NA,NA,NA,"M. Grings","2009","10",NA,NA,"Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-18 16:49:48-03","IAP","PACA-AGP","33337.1","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Emrich, K.",NA,NA,"Brasil",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA033337-1","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1946","02","14","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,"M. Grings","2009","10","16452","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-18 16:49:48-03","IAP","PACA-AGP","54968","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In subpaludosis alte dumetosis Fenofase: flor","PACA054968","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1954","02","24","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"M. Grings","2009","10","49662","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-18 16:49:48-03","IAP","PACA-AGP","46603","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor e fruto","PACA046603","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","12","03","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"M. Grings","2009","10","49662","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-18 16:49:48-03","IAP","PACA-AGP","31098","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In campestribus dumetosis Fenofase: flor","PACA031098","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1946","01","07","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"M. Grings","2009","10","49662","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-18 16:49:48-03","IAP","PACA-AGP","59447","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Camargo, O. R.","987",NA,"Brasil",NA,NA,"Habitat: In dumetosis humidis Fenofase: flor","PACA059447","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1956","11","15","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"M. Grings","2009","10","19545","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-18 16:49:48-03","IAP","PACA-AGP","59866","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Camargo, O. R.","1204",NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: fruto","PACA059866","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1957","03","25","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"M. Grings","2009","10","19545","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-18 16:49:48-03","IAP","PACA-AGP","61732","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Camargo, O. R.","2543",NA,"Brasil",NA,NA,"Habitat: In dumetosis Fenofase: flor","PACA061732","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1957","11","18","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"M. Grings","2009","10","19545","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-18 16:49:48-03","IAP","PACA-AGP","35744","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Henz, E.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA035744","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1946","12","27","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,"M. Grings","2009","10","21601","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-18 16:49:48-03","IAP","PACA-AGP","84719","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: In dumeto","PACA084719","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","12","15","RS","Montenegro","Linha Campestre","-51.4611015319824","-29.6886005401611",NA,"M. Grings","2009","10","21601","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-18 16:49:48-03","IAP","PACA-AGP","63999","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sacco","540",NA,"Brasil",NA,NA,"Habitat: In dumetosis Fenofase: flor","PACA063999","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1956","03","08","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"M. Grings","2009","10","51462","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-18 16:49:48-03","IAP","PACA-AGP","49157","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA049157","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","11","20","RS","Porto Alegre","Esteio","-51.2299995422363","-30.0331001281738",NA,"M. Grings","2009","10","29946","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-18 16:49:48-03","IAP","PACA-AGP","84753.1","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"anteriormente junto com 84753 Habitat: in agro","PACA084753-1","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","02","03","RS","Porto Alegre","Glória","-51.2299995422363","-30.0331001281738",NA,"Grings, M.","2019","09","29946","auto","Magnoliatae",NA,"18",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-18 16:49:48-03","IAP","PACA-AGP","84721","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: Herba in campo","PACA084721","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","12","14","RS","Santa Cruz do Sul","Sítio","-52.4258003234863","-29.7175006866455",NA,"M. Grings","2009","09","38612","auto","Magnoliatae",NA,"22",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-18 16:49:48-03","IAP","PACA-AGP","44135","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA044135","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1949","10","24","RS","São Leopoldo","Barreto Vianna","-51.1472015380859","-29.7602996826172",NA,"M. Grings","2009","10","10287","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"46","2019-10-18 16:49:48-03","IAP","PACA-AGP","66499","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Camargo, O. R.","3247",NA,"Brasil",NA,NA,"Habitat: Na margem do mato","PACA066499","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1958","11","08","RS","Taquarí","Est. Exp. Pomicultura","-51.8643989562988","-29.7996997833252",NA,"M. Grings","2009","10","21657","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"47","2019-10-18 16:49:48-03","IAP","PACA-AGP","9404","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA009404","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1942","01","26","RS","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,"M. Grings","2009","10","59498","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
"48","2019-10-18 16:49:48-03","IAP","PACA-AGP","84720","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","Sehnem, A.",NA,NA,"Brasil",NA,NA,"Habitat: In dumeto","PACA084720","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1950","01","26","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"M. Grings","2009","09","10287","auto","Magnoliatae",NA,"22",NA,NA,NA,NA,NA,NA,NA
"49","2019-10-18 16:49:48-03","IAP","PACA-AGP","7615","PreservedSpecimen","Plantae","Malvaceae","Pavonia","distinguenda","Pavonia distinguenda","F. Theissen SJ",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA007615","Magnoliophyta","Malvales","A. St.-Hil. & Naudin","1907",NA,NA,"RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"M. Grings","2009","10","10287","auto","Magnoliatae",NA,"15",NA,NA,NA,NA,NA,NA,NA
