"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","individualCount","class","typeStatus"
"11","2019-11-05 16:43:01-03","UFOP","OUPR","8877","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Rapini, A.","Nogueira, R.E.","182","2000","03","16",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,"Trepadeira, flores amarelas. Campo rupestre.",NA,NA,"2000","11",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"12","2019-11-05 16:43:01-03","UFOP","OUPR","738","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Rapini, A.","Badini, J.","s.n.","1943","04","04",NA,"Brasil","Minas Gerais","Ouro Preto","Manso","-43.5080986022949","-20.2875003814697",NA,"Trepadeira, flores pálidas. Em barrancos.",NA,NA,"1998","03",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"13","2019-11-05 16:43:01-03","UFOP","OUPR","734","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Fontella, J.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Planalto do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Ex Herb. escola de Minas n. 956.",NA,NA,"1988","05",NA,NA,NA,NA,"31","44599","auto",NA,NA,NA
"14","2019-11-05 16:43:01-03","UFOP","OUPR","739","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Rapini, A.","Badini, J.","s.n.","1943","11",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,"Trepadeira, flores pálidas. Campo.",NA,NA,"1998","03",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"15","2020-12-21 16:12:28-03","MBM","MBM","243676","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & Schwarz","Rapini, A.","Rapini, A.; et al.; et al.","614","1998","03","20","Southern America","Brazil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"MBM243676","MBM243676",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"16","2020-12-21 16:12:28-03","MBM","MBM","311486","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & Schwarz","Konno, T.","Souza, V.C.; et al.; et al.","21033","1998","04","07","Southern America","Brazil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé","-43.3067016601562","-18.465799331665",NA,"Escandente; flores creme. Campo rupestre.","MBM311486","MBM311486","2005","10",NA,NA,"1500","1500",NA,"19014","auto",NA,NA,NA
"17","2021-04-01 17:01:19-03","UFMG","BHCB","142090","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Oliveira, CT; Viana, PL","184","2008","10","02","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Inficionado","-43.451389","-20.134722",NA,"Liana latescente, latéx branco, flores verdes, folhas discolores.",NA,NA,NA,NA,"-43.451389","-20.134722","2075","2075",NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:31:45-03","UFMG","BHCB","178940","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","939","2015","09","30","Southern America","Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,"Prensada em álcool; Liana; flores cremes com latex branco.; Campo Rupestre Quartzítico",NA,NA,"2016",NA,"-43.605","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:31:45-03","UFMG","BHCB","180953","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Carmo, FF","4368","2009","02","17","Southern America","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela, C1.","-43.683111","-20.093806",NA,"Borda de capão. Afloramento de canga.","BHCB035695",NA,"2010",NA,"-43.683111","-20.093806","1624","1624",NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:31:45-03","UFMG","BHCB","188479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Pivari, MOD; Dias, SH; Avelar, R; Souza, NL; Vasconcelos, MF de","2872","2017","05","17","Southern America","Brasil","Minas Gerais","Mariana","Fazenda Córrego das Almas","-43.473611","-20.140556",NA,"Liana. Saxícola. Folhas discolores. Pétalas cremes. Látex branco.; Campo Rupestre Quartzítico.","BHCB188479",NA,"2017",NA,"-43.473611","-20.140556","1703","1703",NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:31:45-03","UFMG","BHCB","52314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Rapini, A; Kawasaki, ML","690","1998","12","01","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Trilha do Pico do Carapuça.","-43.5","-20.083333",NA,"Trepadeira. Flores creme. Frutos verdes.",NA,NA,NA,NA,"-43.5","-20.083333","1500","1500",NA,NA,NA,NA,NA,NA
"22","2021-04-01 17:01:19-03","UFMG","BHCB","99961","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Souza, VC de; Souza, JP; Capellari-Júnior, L; Elias, SI; Forster, W","21033","1998","04","07","Southern America","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé","-43.317194","-18.401556",NA,"Escandente, flores creme.; Campo rupestre.",NA,NA,NA,NA,"-43.317194","-18.401556","1500","1500",NA,NA,NA,NA,NA,NA
"23","2021-04-01 17:01:19-03","UFMG","BHCB","26241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Teixeira, WA","s.n.","1994","02","15","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,"Liana, herbácea. Pétalas esbranquiçadas e corona amarelada. Folhas com margem enviesada para o lado abaxial.; Campo rupestre, transição. Vegetação arbustiva, entre afloramento de quartzito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA
"24","2021-04-01 17:01:19-03","UFMG","BHCB","52318","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Rapini, A; Kawasaki, ML","793","1999","03","14","Southern America","Brasil","Minas Gerais","Itacambira","Serra de Itacambira, 9 km de Itacambira em direção à Juramento.","-43.3088989257812","-17.0646991729736",NA,"Arbusto volúvel. Flores creme-esverdeadas.; Entre rochas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48089","auto",NA,NA,NA
"25","2021-01-22 16:34:41-03","UFMG","BHCB","18832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwenz",NA,"Stehmann, JR; Zappi, DC","s.n.","1990","09","11","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Caminho para a Gruta do Padre Caio.","-43.4152984619141","-19.959400177002",NA,"Escandente, contém látex.; Campo rupestre, mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","1247914","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A. Schwarz",NA,"Léonidas Damazio","Damazio 1362","1904","3","28","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2011-02-22 10:23:00-03","MO","MOBOT","2824947","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A. Schwarz","A. Rapini","Alessandro Rapini|Maria L. Kawasaki","Rapini 690","1998","12","1","South America","Brazil","Minas Gerais",NA,"Catas Altas; Serra do Caraça, Trilha do Pico do Carapuça","-43.5","-20.08333",NA,NA,NA,NA,NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA
"28","2011-08-01 13:00:00-03","MO","MOBOT","1275000","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Metastelma","cordatifolium","Metastelma cordatifolium","Silveira",NA,"A.A. da Silveira","Silveira 294","1900","11",NA,"South America","Brazil",NA,NA,"Morro S. Sebastião, prope Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"29","2021-03-15 18:24:36-03","USP","SPF","133825","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Rapini, A","Rapini, A","690","1998","12","01",NA,"Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Trilha do Carapuça.","-43.5","-20.083333",NA,"Trepadeira. Flores creme. Frutos verdes.","SPF00133825",NA,"1999",NA,"-43.5","-20.083333","1500","1500",NA,NA,NA,NA,NA,NA
"30","2021-03-15 18:24:36-03","USP","SPF","176029","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Konno, TUP","Souza, VC","21033","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, Campo rupestres.","-43.317194","-18.401556",NA,"Escandente; flores creme.","SPF00176029",NA,"2005","10","-43.317194","-18.401556","1500","1500",NA,NA,NA,NA,NA,NA
"31","2021-03-15 18:24:36-03","USP","SPF","128266","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Rapini, A","Rapini, A","614","1998","03","20",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,"Trepadeira. Flores creme, com sépalas levemente rosadas.","SPF00128266",NA,"1999",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"32","2019-10-07 09:13:20-03","UEFS","HUEFS","139981","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","A.Rapini","Rapini, A.","1753","2008","04","28",NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito.","-43.8675","-20.240556",NA,"Matinha de grotão.","HUEFS0139981","HUEFS0139981","2009","10","43W52'3''","20S14'26''","1560","1560",NA,NA,NA,NA,"Asteranae",NA
"33","2019-12-04 16:39:39-03","FFCLRP","SPFR","13448","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A. Schwarz","Tonaco, A.C.","Tonaco, A.C.; Roberto, B.G.; Ávila, R.","100","2010","10","15",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi. Lagoa Seca.","-43.488889","-20.431944",NA,"Em uma dolina (20m de profundidade).",NA,NA,"2011","01","43° 29' 20'' W","20° 25' 55''S","1600","1600",NA,NA,NA,NA,NA,NA
"34","2019-09-04 18:36:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Metastelma","cordatifolium","Metastelma cordatifolium",NA,NA,"A. A. da Silveira","294",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]"
"35","2021-02-23 13:21:49-03","MN","R-TIPOS","102125a","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Metastelma","cordatifolium","Metastelma cordatifolium","Silveira",NA,"Silveira, A.A.","HS - 294","1900","11",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro de São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,"R000102125a","R000102125a_001",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,"Isotypus"
"36","2021-02-23 13:21:49-03","MN","R-TIPOS","102125","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Metastelma","cordatifolium","Metastelma cordatifolium","Silveira",NA,"Silveira, A.A.","HS - 294","1900","11",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro de São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,"R000102125","R000102125_001",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,"Holotypus"
"37","2019-12-05 09:46:14-03","IBt","SP","359035","S","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Fontella, J","Valente, MC; Badini, J","s.n.","1980","08","06",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1987","05",NA,NA,NA,NA,"15","44599","auto",NA,NA,NA
"38","2019-12-05 09:46:14-03","IBt","SP","359036","S","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Fontella, J","Fontella, J; Badini, J","1071","1978","05","26",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, a 7 km da Escola de Farmácia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1978","05",NA,NA,NA,NA,"26","44599","auto",NA,NA,NA
"39","2019-12-05 09:46:14-03","IBt","SP","17953","S","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Fontella, J","Novaes, JS","s.n.","1901","02","15",NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"1990","11",NA,NA,NA,NA,"01","44599","auto",NA,NA,NA
"40","2014-09-23 10:56:41-03","G","G","G00177016","S","Plantae",NA,NA,"Apocynaceae","Ditassa","longisepala","Ditassa longisepala","(Hua) Fontella & E. A. Schwarz","Rapini, A.","Damazio, L. B.","1362","1904","03","28","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179110&base=img&lang=en","G00177016","G00177016","2002","01","-53.08972222","-10.77305556",NA,NA,"01",NA,NA,NA,NA,"HOLOTYPUS of Metastelma longisepalum Hua"
