"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"127","2021-03-01 16:36:23-03","UNICAMP","UEC","75632","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Silva, SM","Silva, SM; Britez, RM","1992","12","05","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Arbusto 2,5m; com frutos avermelhados vináceos.; Em floresta de restinga alterada","Magnoliopsida",NA,"s.n.","Ilha do Mel, Reserva Ecológica",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:36:23-03","UNICAMP","UEC","11761","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Legrand, CMDE","Hatschbach, G","1951","11","02","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Árvore da restinga, 5m.","Magnoliopsida",NA,"2548","Matinhos",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:36:23-03","UNICAMP","UEC","87556","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring",NA,"Britez, RM","1986","10","19","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Arbusto com 1,5m; flores brancas; Em restinga","Magnoliopsida",NA,"24800","Praia de Fora (Farol)",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:36:23-03","UNICAMP","UEC","11760","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Legrand, CMDE","Hatschbach, G; Guimarães, O","1966","09","20","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,"Arvoreta 3m, flor alva, matinha nebular.","Magnoliopsida",NA,"14738","Morro Mãe Catira",NA,NA,"1967",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:36:23-03","UNICAMP","UEC","52737","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring",NA,"Salis, SM","1986","09","18","Brazil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,"Resto de flor. 3metros.; Mata Ciliar","Magnoliopsida",NA,"24","Fazenda Santa Elisa",NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:36:23-03","UNICAMP","UEC","52800","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring",NA,"Salis, SM","1989","10","07","Brazil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,"Árvore de 4m com frutos.; Mata Ciliar","Magnoliopsida",NA,"102","Fazenda Santa Elisa",NA,NA,NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:21:14-03","UNICAMP","UEC","71524","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Kawasaki, ML","Santin, DA","1992","10","03","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"31118","UEC, Parque Ecológico - Arboreto Curva 05, Rua 08",NA,NA,"1997",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:36:23-03","UNICAMP","UEC","50003","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Turma de 1992","Leitão Filho, HF; Tamashiro, JY; Rodrigues, RR; et al.","1986","11","05","Brazil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,NA,NA,"Árvore até 5m, flores brancas, frutos maduros cor vinho, muito palatáveis.","Magnoliopsida",NA,"18746","Rodovia Guarujá - Bertioga Km 19, trilha da Prainha Branca, em mata.",NA,NA,"1992","09",NA,"18989","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:36:23-03","UNICAMP","UEC","114768","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Kawasaki, ML","Catharino, ELM","1985","11","01","Brazil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"Árvore ca. 6m alt.; Mata de turfeira","Magnoliopsida",NA,"505",NA,NA,NA,"1994",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:21:14-03","UNICAMP","UEC","148236","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Dinato, DO","Dahlström, L","2008","04","15","Brazil","São Paulo","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"146","Fragmento de floresta",NA,NA,"2008",NA,NA,"26872","auto",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:36:23-03","UNICAMP","UEC","37836","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring","Sobral, M","Figueiredo, N; Rocha, DS; Rodrigues, RR","1983","11","06","Brazil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"Árvore de 6m; frutos vinhos.; Beira Rio Verde","Magnoliopsida",NA,"15649","Reserva Estadual de Juréia",NA,NA,"1991",NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"138","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Magalhães-Gomes, F.P.","1894","07","29","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Copacabana, Restinga de Copacabana",NA,NA,"2014",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:03:26-03","FURB","FURB","34816","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","-48.78","-27.72","-48.7800000","-27.7200000","FURB33163","FURB33163",NA,NA,NA,"Voucher estéril IFFSC 286 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;",NA,NA,"3357","Parque Estadual do Tabuleiro.","612","612","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:03:26-03","FURB","FURB","4730","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Vieira, F.C.S.","2003","12","07","Brasil","Santa Catarina","São Francisco do Sul","-48.6627778","-26.2152778","-48.6627778","-26.2152778","FURB33159","FURB33159",NA,NA,NA,NA,NA,NA,NA,"Vila da Glória, CEPA.","5","5","2004","12","20",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:03:26-03","FURB","FURB","5022","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Gasper, A.L. de","2006","11","02","Brasil","Santa Catarina","São Francisco do Sul","-48.5916666","-26.4080556","-48.5916666","-26.4080556","FURB33161","FURB33161",NA,NA,NA,NA,NA,NA,"430","Caminho da praia do Ervino.",NA,NA,"2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:03:26-03","FURB","FURB","9349","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Souza, N.L. de; Bachmann, V. & Laps, R.R.","2008","11","02","Brasil","Paraná","Pontal do Paraná","-48.3880555","-25.5536111","-48.3880555","-25.5536111","FURB02481","FURB02481",NA,NA,NA,NA,NA,NA,"55","Distrito de Pontal do Sul, Ponta do Poço.","2","2","2009","03","09",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:03:26-03","FURB","FURB","41296","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Rodrigues, A.; et al.","2012","04","03","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"FURB04270","FURB04270",NA,NA,NA,NA,NA,NA,"349","lago sul, EEJBB, Área do Poção.",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:03:26-03","FURB","FURB","41269","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Ribeiro, C.L.","Chacon, R.G.; Dourado, B.","2011","10","18","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"FURB33106","FURB33106",NA,NA,NA,NA,NA,NA,"834","Fazenda do Zé Pereira, borda da estrada a caminho de Guarapari, ca. 3km do trevo Guarapari-Videira.",NA,NA,"2019","12","18","28401","auto",NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:03:26-03","FURB","FURB","3433","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Hatschbach, G.","1968","10","03","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"FURB33157","FURB33157",NA,NA,NA,"Tronco com 35cm de diâmetro. Habitat: mata pluvial da encosta do morro Habito: arbórea; flor alva",NA,NA,NA,"Colônia Floresta.","30","30","1993",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:03:26-03","FURB","FURB","5054","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Gasper, A.L. de","2006","11","02","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"FURB33156","FURB33156",NA,NA,NA,NA,NA,NA,"450",NA,NA,NA,"2009","07","17","23090","auto",NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:03:26-03","FURB","FURB","4645","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Barbosa, E; Costa, EF","Bächtold, A.","2004","11","04","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"FURB33160","FURB33160",NA,NA,NA,"Folha glabra. Habitat: Estágio Secundário; borda da floresta Habito: fanerófita; flor corola amarela",NA,NA,NA,"Mandigituba.","3","3","2005","02","25","23627","auto",NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:03:26-03","FURB","FURB","6164","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Vieira, FCS","Vieira, F.C.S.","2004","11","04","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"FURB33158","FURB33158",NA,NA,NA,"Folha glabra. Habitat: Estágio Secundário; sub-bosque Habito: fanerófita; Fruto indeiscente; flor corola amarela",NA,NA,"492","Mandigituba.",NA,NA,"2004","11","05","23627","auto",NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:03:26-03","FURB","FURB","3209","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M","Sobral, M.","1991","10","01","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,"FURB33162","FURB33162",NA,NA,NA,"Casca rugosa. Habitat: mata ciliar Habito: arvoreta; flor branca",NA,NA,NA,"RE da Juréia.",NA,NA,"1991","10","01","21922","auto",NA,NA,NA,NA,NA,NA
"150","2021-03-16 17:53:53-03","UCS","HUCS","21241","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Silva, J.M.","2001","11","04","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,NA,"Árvore, 5m, flor alvacenta.; Restinga arbórea.","Angiospermae","Myrtales","3499","Balneário Coroado",NA,NA,"2002",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"151","2021-03-16 17:53:53-03","UCS","HUCS","37568","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Souza, W.S.","1987","11","26","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Porte árboreo, CAP 47cm; encosta do morro.","Angiospermae","Myrtales","1226","Ilha do Mel. Caminho do Belo.",NA,NA,"2002",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"152","2014-10-14 15:56:58-03","BS","M","M-0171133","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Riedel, L.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0171133",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"Brasilia. Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"153","2014-10-14 15:56:58-03","BS","M","M-0171134","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0171134",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA
"154","2014-10-14 15:56:58-03","BS","M","M-0171135","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0171135",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"155","2014-10-14 15:56:58-03","BS","M","M-0171136","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0171136",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"156","2014-10-14 15:56:58-03","BS","M","M-0171137","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"M0171137",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"Brasilia Provinc. Bahia, in sylvis caedues et ad margines fluv. St. Francisco",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"157","2019-06-27 10:25:52-03","UFES","VIES","7261","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L. & Pereira, S.","1992","12","02","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007261","VIES007261",NA,NA,NA,NA,NA,NA,"4268",NA,NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"158","2019-06-27 10:25:52-03","UFES","VIES","7262","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","11","05","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007262","VIES007262",NA,NA,NA,NA,NA,NA,"4129",NA,NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"159","2019-06-27 10:25:52-03","UFES","VIES","7281","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","11","05","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007281","VIES007281",NA,NA,NA,NA,NA,NA,"4141",NA,NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"160","2019-06-27 10:25:52-03","UFES","VIES","26738","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Giaretta, A.O.","Giaretta, A.O.","2012","10","16","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES026738","VIES026738",NA,NA,NA,NA,NA,NA,"1343","APA de Conceição da Barra.",NA,NA,"2012",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"161","2019-06-27 10:25:52-03","UFES","VIES","7263","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.","1992","11","04","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007263","VIES007263",NA,NA,NA,NA,NA,NA,"4067","Campinas.",NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"162","2019-06-27 10:25:52-03","UFES","VIES","7264","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","10","14","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007264","VIES007264",NA,NA,NA,NA,NA,NA,"3939","Itaúnas.",NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"163","2019-06-27 10:25:52-03","UFES","VIES","26908","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Giaretta, A.O.","Giaretta, A.O.; Souza, M.C. & Arantes, P.","2011","09","07","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES026908","VIES026908",NA,NA,NA,NA,NA,NA,"1042","Parque Estadual de Itaúnas.",NA,NA,"2011",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"164","2019-06-27 10:25:52-03","UFES","VIES","14159","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Assis, A.M.","1997","10","06","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014159","VIES014159",NA,NA,NA,NA,NA,NA,"257","Setiba.",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"165","2019-06-27 10:25:52-03","UFES","VIES","1816","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Pereira, O.J.; Fabris, L.C. & Gomes, J.M.L.","1987","08","28","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES001816","VIES001816",NA,NA,NA,NA,NA,NA,"1007","Setiba.",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"166","2019-06-27 10:25:52-03","UFES","VIES","15962","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Gomes, J.M.L.","2006","10","07","Brasil","Espírito Santo","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,NA,"VIES015962","VIES015962",NA,NA,NA,NA,NA,NA,"2907","PCH Santa Fé.",NA,NA,NA,NA,NA,"30072","auto",NA,NA,NA,NA,NA,NA
"167","2020-04-27 16:10:45-03","UFES","VIES","39720","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","A. Giantta","Luber, J.; Alves-Araújo, A.; Souza, W.O.; Pena, T.L. & Sossai, B.G.","2015","06","23","Brasil","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"VIES039720","VIES039720",NA,NA,NA,NA,NA,NA,"130","APA da Pedra do Elefante.",NA,NA,"2017","09",NA,"42400","auto",NA,NA,NA,NA,NA,NA
"168","2019-06-27 10:25:52-03","UFES","VIES","26924","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Giaretta, A.O.","Giaretta, A.O.","2011","10","15","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"VIES026924","VIES026924",NA,NA,NA,NA,NA,NA,"1054","Bairro Liberdade.",NA,NA,"2011",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"169","2019-06-27 10:25:52-03","UFES","VIES","14245","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Dutra, R.L.S.","1997","10",NA,"Brasil","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"VIES014245","VIES014245",NA,NA,NA,NA,NA,NA,"298",NA,NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA
"170","2019-12-06 19:29:58-03","UFES","VIES","25839","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Assis, A.M.; Santos, J.","2012","10","07","Brasil","Espírito Santo","Conceição da Barra","-39.795","-18.700833","39º47'42''W","18º42'3''S","VIES025839","VIES025839",NA,NA,NA,NA,NA,NA,"3451","APA de Conceição da Barra - Morcego (Laje).","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-06-27 10:25:52-03","UFES","VIES","7280","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Pereira, O.J.","1992","11","04","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007280","VIES007280",NA,NA,NA,NA,NA,NA,"4081",NA,NA,NA,"1995",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"172","2019-06-27 10:25:52-03","UFES","VIES","7792","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Pereira, O.J.","1993","10","25","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007792","VIES007792",NA,NA,NA,NA,NA,NA,"5168",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"173","2020-04-27 16:10:45-03","UFES","VIES","18672","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Assis, A.M.","Assis, A.M.","1998","05",NA,"Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES018672","VIES018672",NA,NA,NA,NA,NA,NA,"697","Parque Estadual Paulo César Vinha.",NA,NA,"1998","05",NA,"28401","auto",NA,NA,NA,NA,NA,NA
"174","2019-06-27 10:25:52-03","UFES","VIES","14160","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, M.","Assis, A.M.","1998","09","12","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014160","VIES014160",NA,NA,NA,NA,NA,NA,"634","Setiba.",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"175","2019-06-27 10:25:52-03","UFES","VIES","3215","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Pereira, O.J.; Gomes, J.M.L.","1988","10","26","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"VIES003215","VIES003215",NA,NA,NA,NA,NA,NA,"1883","Setiba.",NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"176","2019-06-27 10:25:52-03","UFES","VIES","13450","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Flores, T.B.; Siqueira, G. & Jesus, R.","2010","10","25","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013450","VIES013450",NA,NA,NA,NA,NA,NA,"935","Reserva Natural Vale.",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"177","2019-06-27 10:25:52-03","UFES","VIES","2195","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Gomes, J.M.L.","1987","11","02","Brasil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,"VIES002195","VIES002195",NA,NA,NA,NA,NA,NA,"161",NA,NA,NA,NA,NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"178","2019-06-27 10:25:52-03","UFES","VIES","5219","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Barroso, G.M.","Gomes, J.M.L.","1990","11","03","Brasil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086",NA,NA,"VIES005219","VIES005219",NA,NA,NA,NA,NA,NA,"1377","Praia das Neves.",NA,NA,"1992",NA,NA,"24088","auto",NA,NA,NA,NA,NA,NA
"179","2019-06-27 10:25:52-03","UFES","VIES","26907","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Giaretta, A.O.","Giaretta, A.O.; Souza, M.C.","2011","09","05","Brasil","Espírito Santo","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"VIES026907","VIES026907",NA,NA,NA,NA,NA,NA,"1020","Bairro Liberdade.",NA,NA,"2011",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"180","2019-09-27 18:05:33-03","UFES","VIES","10671","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Gomes, J.M.L.","Gomes, J.M.L.","1996","10","23","Brasil","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010671","VIES010671",NA,NA,NA,NA,NA,NA,"2230",NA,NA,NA,"1996","10","23","27156","auto",NA,NA,NA,NA,NA,NA
"181","2021-02-12 18:12:20-03","UFES","VIES","2687","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Fontenelle, G.B.","1987","09","30","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"VIES002687","VIES002687",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
