"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","00957015","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica glabrifolia","Yunck.","T. G. Yuncker",NA,NA,NA,"E. Pereira","2592","1957","04","22","Brazil","Minas Gerais",NA,"Serra do Caraça.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084693' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet","NY00957015","NY00957015_01","glabrifolia",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00957014","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica glabrifolia","Yunck.","T. G. Yuncker",NA,NA,NA,"E. Pereira","2697","1957","03","27","Brazil","Minas Gerais",NA,"Serra da Piedade.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084687' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1540","1540","South America","sheet","NY00957014","NY00957014_01","glabrifolia",NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:26:07-03","PUCPR","HUCP","24983","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C. DC.","Machado-Silva, T","2017","03","15","Machado-Silva, T","196","2017","03","15","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988","Arenitos da Lapa Floriano. Erva rupícola, com folhas opostas e tricomatosas, caule avermelhado e espigas vermelhas.","auto",NA,NA,NA,NA,NA,NA,"HUCP00024983","HUCP00024983",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 12:18:04-03","ESALQ","ESA","128570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica",NA,"Colletta, G.D.","2013",NA,NA,"Polisel, R.T.","1199.0","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882",NA,"Epífita. Espigas esverdeadas.",NA,"-47.37897","-24.03882","324","324",NA,NA,"ESA128570","ESA128570",NA,NA,NA,NA,NA,NA,NA
"18","2015-07-02 14:03:43-03","JBP","HPL","3309","S","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C. DC.","E.G. Gonçalves","2002","10","10","G.F. Arbocz","1673","1995","08","02","Brasil","MG","Ibitipoca","Coletada no Parque Nacional de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:41:36-03","UFJF","CESJ","9759","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","E.F.Guimarães","1980","01",NA,"L. Krieger","CESJ9759","1970","12",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348","20553","Saxícola, folhas suculentas. Fl. verde. Planta bastante arroxeada.","auto",NA,NA,NA,NA,"América do Sul",NA,"CESJ009759",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:41:36-03","UFJF","CESJ","14691","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","E.F.Guimarães","1980","01",NA,"L. Roth","CESJ14691","1953","01",NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711","17082","Nas pedras, sobre canga, folhas avermelhadas.","auto",NA,NA,NA,NA,"América do Sul",NA,"CESJ014691",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:41:36-03","UFJF","CESJ","9720","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","E.Guimarães","1971",NA,NA,"L. Krieger","CESJ9720","1970","12","19","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348","20553","Saxícola, planta inteira híspida, folhas carnosas.","auto",NA,NA,NA,NA,"América do Sul",NA,"CESJ009720",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:37:49-03","UNICAMP","UEC","117316","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M",NA,NA,NA,"Marcondes-Ferreira, W; et al.","1429","1996","12","12","Brazil","Minas Gerais",NA,"Serra da Canastra, parte de cima da Casca d'Anta, beira do rio S. Francisco.",NA,NA,NA,"Crescendo entre pedras, inflorescência castanha clara.",NA,NA,NA,NA,NA,NA,NA,"UEC149568","UEC149568",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:37:49-03","UNICAMP","UEC","12738","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M","2008","10",NA,"Cruz, ND; et al.","6480","1978","11","18","Brazil","Minas Gerais",NA,"Serra do Caraça, ca 70km a sudeste de Belo Horizonte, em direção a Carapuça.",NA,NA,NA,"Erva de 15cm. Inflorescência vinosa folha discolor. Crescendo entre pedras em locais úmidos.",NA,NA,NA,"1500","1700",NA,NA,"UEC149567","UEC149567",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:37:49-03","UNICAMP","UEC","12730","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M","2007","12",NA,"Semir, J; Joly, AM","3756","1973","01","06","Brazil","Minas Gerais","Jaboticatubas","km 137 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752","31264","Altura 10-15cm, nas pedras. Antigo 138","auto",NA,NA,NA,NA,NA,NA,"UEC149564","UEC149564",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:37:49-03","UNICAMP","UEC","54866","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M","2008","10",NA,"Marcondes-Ferreira, W; et al.","244","1990","03","14","Brazil","Minas Gerais","Santa Bárbara","Colégio do Caraça, caminho da Cascatona.","-43.4152984619141","-19.959400177002","33136","Erva suculenta, crescendo entre fendas de rochas, com folhas e inflorescências castanho avermelhados.","auto",NA,NA,NA,NA,NA,NA,"UEC149565","UEC149565",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:37:49-03","UNICAMP","UEC","12724","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M","2008","10",NA,"Leitão Filho, HF; et al.","9693","1978","12","13","Brazil","Minas Gerais","Santa Bárbara","Nativo em matas e campos da Serra do Caraça.","-43.4152984619141","-19.959400177002","33136","Erva, crescendo entre pedras.","auto",NA,NA,NA,NA,NA,NA,"UEC149566","UEC149566",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:37:49-03","UNICAMP","UEC","34467","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","A.DC.","Carvalho-Silva, M","2007","12",NA,"Leitão Filho, HF; et al.","15158","1983","12","06","Brazil","Minas Gerais","Tiradentes","Campo rupestre próximo a cidade.","-44.1781005859375","-21.1103000640869","10355","Herbácea, crescendo em fendas de rocha, flores esverdeadas.","auto",NA,NA,NA,NA,NA,NA,"UEC149563","UEC149563",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-06 09:57:00-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","Guimarães, E.F.","1979","05",NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:57:00-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,NA,NA,NA,"Nogueira, R.E.","210","2000","03","30","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Pedra do Jacaré.","-43.5080986022949","-20.2875003814697","44599","Erva. Campo rupestre.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:57:00-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","Guimarães, E.F.","1979","05",NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro de São Sebastião","-43.5080986022949","-20.2875003814697","44599","Sobre o rochedo.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-23 12:17:42-03","UFOP","OUPR","35176","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","Pedrosa, L.G.","2020","02",NA,"Pedrosa, L.G.","2606","2020","02","09","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","44599","Erva ca. 15cm, saxícola. Campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-03-12 10:29:28-03","UFOP","OUPR","34766","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","Pedrosa, L.G.","2019","11","30","Pedrosa, L.G.","2235","2019","11","30","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","44599","Erva ca. 20cm, folhas avermelhadas. Campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:40:30-03","UTFPR","HCF","8247","S","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.","T. Machado-Silva","2016","07","25","M.G. Caxambu","2717","2009","10","16","Brasil","PR","Ponta Grossa","Buraco do Padre","-49.967833","-25.174472",NA,"erva heliófita, rupícola.",NA,"49°58'04,2 W","25°10'28,1 S","926","926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:39:34-03","MBM","MBM","65962","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C. DC.","Callejas, R.",NA,NA,NA,"Irwin, H.S.; et al.; et al.","20966",NA,NA,NA,"Brazil","Minas Gerais","Serro","18km N of Serro on Rod. MG-2 to Diamantina","-43.3793983459473","-18.604700088501","37754",NA,"auto",NA,NA,NA,NA,"Southern America",NA,"MBM065962","MBM065962",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:39:34-03","MBM","MBM","81522","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C. DC.","Callejas, R.",NA,NA,NA,"Irwin, H.S.; et al.; et al.","19837",NA,NA,NA,"Brazil","Minas Gerais",NA,"Pico do Itabirito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM081522","MBM081522",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:40:09-03","UFMG","BHCB","100280","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,NA,NA,NA,"Matos, EC; Soares, LA; Vasconcelos, MF de; Oliveira, PG; Rodrigues, SP","s.n.","2006","04","27","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.933333","-20.3",NA,"Campo rupestre, crescendo sobre quartzito.",NA,"-43.933333","-20.3","1431","1431","Southern America",NA,"BHCB052416","BHCB052416",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:40:09-03","UFMG","BHCB","125385","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2008","11","06","Carmo, FF","259","2007","01","10","Brasil","Minas Gerais","Itabirito","Serra de Capanema, C3.","-43.545556","-20.246667",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"-43.545556","-20.246667","1605","1605","Southern America",NA,"BHCB052410","BHCB052410",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:40:09-03","UFMG","BHCB","10490","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2005","06",NA,"Horta, MB","228","1987","05","23","Brasil","Minas Gerais",NA,"Caraça, Caminho para Piscina.",NA,NA,NA,"Sub-arbustivo,; Campo rupestre.",NA,NA,NA,NA,NA,"Southern America",NA,"BHCB052419","BHCB052419",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:40:09-03","UFMG","BHCB","152054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,NA,NA,NA,"Mendes, MS","s.n.","2010","04","15","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região da Mina de Capitão do Mato.","-43.911944","-20.128333",NA,"Herbáceo.; Formação campestre sobre quartzito.",NA,"-43.911944","-20.128333","1430","1430","Southern America",NA,"BHCB052401","BHCB052401",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:40:09-03","UFMG","BHCB","125386","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2008","11","06","Carmo, FF","1310","2007","11","03","Brasil","Minas Gerais","Moeda","Marinho da Serra, C1.","-43.938083","-20.348333",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"-43.938083","-20.348333","1544","1544","Southern America",NA,"BHCB052407","BHCB052407",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:40:09-03","UFMG","BHCB","125387","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2008","11","06","Carmo, FF","1596","2008","01","09","Brasil","Minas Gerais","Igarapé","Pico Itatiaiuçu, C1.","-44.362167","-20.121389",NA,"Borda de afloramento de canga.",NA,"-44.362167","-20.121389","1340","1340","Southern America",NA,"BHCB052411","BHCB052411",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:40:09-03","UFMG","BHCB","125390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2008","11","06","Carmo, FF","1837","2008","01","15","Brasil","Minas Gerais","Igarapé","Pico Itatiaiuçu, C2.","-44.340972","-20.12",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"-44.340972","-20.12","1361","1361","Southern America",NA,"BHCB052417","BHCB052417",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:40:09-03","UFMG","BHCB","127096","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2008","06",NA,"Mota, RC da; Santos, LM; Arruda, LJ","3475","2007","11","09","Brasil","Minas Gerais","Sabará","Mina do Segradão.","-43.766667","-19.833333",NA,"Erva rupícola, inflorescências creme.; Campo rupestre laterítico.",NA,"-43.766667","-19.833333","1200","1200","Southern America",NA,"BHCB052412","BHCB052412",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:40:09-03","UFMG","BHCB","128536","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,NA,NA,NA,"Maielo-Silva, L; Pena, FSR","6","2008","11",NA,"Brasil","Minas Gerais","Nova Lima","Mina de Capão Xavier","-43.978917","-20.045275",NA,"Herbácea.; Campo rupestre.",NA,"-43.978917","-20.045275",NA,NA,"Southern America",NA,"BHCB052409","BHCB052409",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:40:09-03","UFMG","BHCB","140542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2010","09",NA,"Carmo, FF; Viana, PL; Marino, F","3555","2008","06","18","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.867222","-20.240556",NA,"Fendas e depressões na rocha. Afloramento de canga.",NA,"-43.867222","-20.240556","1570","1570","Southern America",NA,"BHCB047424","BHCB047424",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:40:09-03","UFMG","BHCB","140546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,"2010","09",NA,"Carmo, FF","4034","2009","01","20","Brasil","Minas Gerais","Moeda","Marinho da Serra, QTZ.","-43.94","-20.324444",NA,"Afloramento de quartzito.",NA,"-43.94","-20.324444","1450","1450","Southern America",NA,"BHCB047415","BHCB047415",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:40:09-03","UFMG","BHCB","145991","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","subrubrispica","Peperomia subrubrispica","C.DC.",NA,NA,NA,NA,"Rezende, SG; Mendes, MS","3825","2009","10","28","Brasil","Minas Gerais","Mariana","Mina Samarco, Norte de Alegria 1 e 6.","-43.514722","-20.154722",NA,"Herbácea.; Floresta Estacional Semidecidual Alto-montana.",NA,"-43.514722","-20.154722","1180","1250","Southern America",NA,"BHCB052314","BHCB052314",NA,NA,NA,NA,NA,NA,NA
