"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","maximumDepthInMeters","fieldNumber"
"186","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1701125","PreservedSpecimen","Plantae","Labiatae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Hatschbach GG","1971","12","01","Hatschbach GG","1971","11","28","Brazil","Paraná",NA,"borda do Campo (mun. Piraquara).",NA,NA,NA,NA,"Mata secundaria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1701125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1701125","NL-WAG1701125",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","WAG0303608",NA,NA,NA,NA
"187","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1701126","PreservedSpecimen","Plantae","Labiatae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Moldenke HN",NA,NA,NA,"Hatschbach GG","1976","11","22","Brazil","Paraná",NA,"Rio Capivari (mun. Campina Grande do Sul).",NA,NA,NA,NA,"Na mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1701126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1701126","NL-WAG1701126",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae","WAG0303609",NA,NA,NA,NA
"188","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1701124","PreservedSpecimen","Plantae","Labiatae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","Hatschbach GG","1977","03","01","Hatschbach GG","1977","03","09","Brazil","Paraná",NA,"Rio Ipiranga.",NA,NA,NA,NA,"Mata de galeria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1701124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1701124","NL-WAG1701124",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales","multinervis",NA,"Magnoliopsidae","WAG0303610",NA,NA,NA,NA
"189","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1701124","PreservedSpecimen","Plantae","Labiatae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","Hatschbach GG","1977","03","01","Hatschbach GG","1977","03","09","Brazil","Paraná",NA,"Rio Ipiranga.",NA,NA,NA,NA,"Mata de galeria.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1701124 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1701124","NL-WAG1701124",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales","multinervis",NA,"Magnoliopsidae","WAG0303610",NA,NA,NA,NA
"190","2020-02-08 09:33:06-03","NBC","NL-BOTANY","AMD.88103","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Herter","1937","02","01","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Cerro Largo, Sierra de Rios.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.88103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD88103","NL-AMD88103",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"191","2020-02-08 09:33:06-03","NBC","NL-BOTANY","AMD.88104","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Herter","1933","11","01","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Treinta y Tres, Tacuari.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.88104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD88104","NL-AMD88104",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"192","2020-02-08 09:33:06-03","NBC","NL-BOTANY","AMD.88105","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Herter","1932","12","01","Uruguay",NA,NA,"Plantae Uruguayenses. Dep. de Tr. y. Tr. Parao.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.88105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD88105","NL-AMD88105",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"193","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775295","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Fiebrig K","1909","01","01","Paraguay",NA,NA,"in regione fluminis Alto Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775295","NL-L2775295",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"194","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775296","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Bertoni MB","1951","10","24","Argentina",NA,NA,"Provincia Misiones, Dep. Posadas, Punte Gomez.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775296","NL-L2775296",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"195","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775297","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775297","NL-L2775297",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"196","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775298","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775298","NL-L2775298",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"197","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775299","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.","Moldenke HN","1936","04","01","Sello F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775299","NL-L2775299",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,"isotype","Magnoliopsidae",NA,NA,NA,NA,NA
"198","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775300","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Hassler E","1913","11","01","Paraguay",NA,NA,"Paraguaria Centralis: in regione lacus Ypacaray.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775300","NL-L2775300",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"199","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2775301","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Fiebrig K","1909","01","01","Paraguay",NA,NA,"in regione fluminis Alto Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2775301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2775301","NL-L2775301",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"200","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.3930434","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Hagelund K","1982","02","05","Brazil",NA,NA,"Fazenda Faxinal Arroio dos Ratos RS.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3930434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3930434","NL-L3930434",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"201","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.4212521","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Hagelund K","1980","01","08","Brazil",NA,NA,"Fazenda Faxinal - Arrolo dos Ratos - RS.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4212521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4212521","NL-L4212521",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"202","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763959","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Herter WGF","1933","11","01","Uruguay",NA,NA,"Dep. de Treinta y Tres. Loc. Dict. Tacuari.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763959","NL-U1763959",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"203","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763960","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Saenz A","1978","10","25","Argentina",NA,NA,"forest near San Miguel, south of Montecarlo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763960","NL-U1763960",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"204","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763961","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Meyer T","1944","02","16","Argentina",NA,NA,"Loc. Posocdas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763961","NL-U1763961",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"205","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763962","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Saenz A","1978","10","22","Argentina",NA,NA,"5 km south of Eldorado, Ruta Nacional 12.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763962","NL-U1763962",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"206","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763965","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Herter WGF","1932","12","01","Uruguay",NA,NA,"Dep. de Tr. y Tr. Loc. Dict. Parao.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763965","NL-U1763965",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"207","2020-11-04 11:11:50-03","ESALQ","ESA","130081","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","25","Brasil","São Paulo","Queluz","Fragmento 42 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5289","-44.8127","-22.5289","-44.8127","Árvore. Frutos verdes.","ESA130081",NA,"35284.0","575","575",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-11-04 10:56:01-03","ESALQ","ESA","135660","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","V.S. Moreno","2014",NA,NA,"V.S. Moreno","2013","05","15","Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,"ESA135660",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:11:50-03","ESALQ","ESA","85292","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Andrade, S.F.",NA,NA,NA,"Fadelli, L. et al.","2001","01","16","Brasil","Paraná","Bela Vista do Paraíso",NA,"-51.190601348877","-22.9967002868652",NA,NA,NA,"ESA085292","ESA085292","274.0",NA,NA,"15605","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:11:50-03","ESALQ","ESA","16087","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Hatschbach, G.","1993","01","01","Poliquesi, C.B. ; Barbosa, E.","1993","11","23","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,"ESA016087","ESA016087","169.0",NA,NA,"61623","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-11-04 11:11:50-03","ESALQ","ESA","16360","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Hatschbach, G.","1992","01","01","Hatschbach, G. ; Barbosa, E.","1991","12","04","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,"ESA016360","ESA016360","56129.0",NA,NA,"37295","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:11:50-03","ESALQ","ESA","49223","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Dias, M.C.","1998","01","01","Ferreira, M.R.","1990","03","02","Brasil","Paraná","Marilândia do Sul",NA,"-51.3078002929688","-23.7446994781494",NA,NA,NA,"ESA049223","ESA049223",NA,NA,NA,"19941","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:11:50-03","ESALQ","ESA","31290","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","1989","12","03","Brasil","Rio Grande do Sul","Morro Redondo",NA,"-52.6319007873535","-31.5883007049561",NA,NA,NA,"ESA031290","ESA031290","1490.0",NA,NA,"19299","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-11-04 11:11:49-03","ESALQ","ESA","34942","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica",NA,NA,NA,NA,NA,"Jarenkow, J.A.","1992","11","22","Brasil","Rio Grande do Sul","Vale do Sol",NA,"-52.6831016540527","-29.6035995483398",NA,NA,NA,"ESA034942","ESA034942","2208.0",NA,NA,"19833","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:11:49-03","ESALQ","ESA","110599","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica",NA,"Verdi, M.","2009","01","21","Verdi, M.","2009","01","21","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.1300010681152","-27.6891994476318",NA,NA,NA,"ESA110599","ESA110599","1360.0",NA,NA,"23768","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-11-04 11:11:50-03","ESALQ","ESA","94660","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica",NA,"Souza, V.C.",NA,NA,NA,"Viani, R.A.G. et al.","2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell.","-51.3011016845703","-30.2910995483398",NA,NA,NA,"ESA094660","ESA094660",NA,NA,NA,"31686","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-11-04 11:11:50-03","ESALQ","ESA","23203","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Rodrigues, R.R. & Souza, V.C.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1994","02","01","Brasil","São Paulo","Charqueada","Usina Costa Pinto (ponte). Mata ripária.","-476.631",NA,"-476,631",NA,"Árvore, 6 m alt.; frutos negros.","ESA023203","ESA023203","1935.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-11-04 11:11:50-03","ESALQ","ESA","40465","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","1997","12","19","Brasil","São Paulo","Bom Sucesso de Itararé","Floresta Estacional","-49.215",NA,"-49,215","-24,299,167","Árvore, frutos imaturos verdes","ESA040465","ESA040465","228.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-11-04 11:11:50-03","ESALQ","ESA","109994","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis",NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA109994","ESA109994","4559.0",NA,NA,"23314","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-11-04 11:11:50-03","ESALQ","ESA","16805","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Hogenboon, O.P.",NA,NA,NA,"Hogenboon, O.P.","1994","10","30","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA016805","ESA016805","2.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-11-04 11:11:50-03","ESALQ","ESA","5476","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Kämpf, E.","1990","02","17","Kämpf, E.","1990","02","17","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA005476","ESA005476","219.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-11-04 10:56:01-03","ESALQ","ESA","132729","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis",NA,NA,NA,NA,NA,"Souza, V.C.","2013","07","02","Brasil","São Paulo","Nova Odessa","Canteiro Central da Avenida Brasil, próximo ao Instituto Plantarum.","-47.2900009155273","-22.7700004577637",NA,NA,"Árvore, ca. 5 m alt. Vegetativo.","ESA132729",NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-11-04 11:11:50-03","ESALQ","ESA","37487","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Souza, V.C. & Rodrigues, R.R.",NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","13","Brasil","São Paulo","Apiaí","Estrada para Pinhalzinho/Apiaí, 11km de Bom Sucesso de Itararé. Floresta ombrófila mista, beira de estrada","-48.8400001525879","-24.5","-49,076,944","-24,335,278","Árvore com m, flores creme com estames róseos","ESA037487","ESA037487","634.0",NA,NA,"37738","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-04 11:11:50-03","ESALQ","ESA","52756","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Ferreira, M.A.P.",NA,NA,NA,"Romão, G.O. ; Ferreira, M.A.P.","2004","04","09","Brasil","Mato Grosso do Sul","Miranda",NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,"ESA052756","ESA052756","1066.0",NA,NA,"92112","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-11-04 11:11:50-03","ESALQ","ESA","62880","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Cavalheiro, A.L.","1999","01","01","Cavalheiro, A.L.","1999","02","09","Brasil","Paraná","Ventania",NA,"-50.2428016662598","-24.2458000183105",NA,NA,NA,"ESA062880","ESA062880",NA,NA,NA,"32424","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-04 11:11:50-03","ESALQ","ESA","103649","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis",NA,"Durigan, G. & Franco, G.A.D.C.",NA,NA,NA,"Gorenstein, M.R.","2005","06","15","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA103649","ESA103649","9029.0",NA,NA,"23314","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-04 11:11:50-03","ESALQ","ESA","64965","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis",NA,NA,NA,NA,NA,"Gorenstein, M.R.","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA064965","ESA064965","5227.0",NA,NA,"23314","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-04 11:11:50-03","ESALQ","ESA","65984","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Gorenstein, M.R.","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,"ESA065984",NA,"5227.0",NA,NA,"23314","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-11-04 11:11:50-03","ESALQ","ESA","2046","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Rodrigues, R.R.","1994","05","30","Arcuri, A.","1985","07","10","Brasil","São Paulo","Ipeúna",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,"ESA002046","ESA002046",NA,NA,NA,"12906","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-04 11:11:50-03","ESALQ","ESA","78617","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Santos, P.M.O.","1933","10","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA078617","ESA078617","224.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-04 11:11:50-03","ESALQ","ESA","1650","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Cunha, L.A.C.","1974","10","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA001650","ESA001650","4123.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-04 11:11:50-03","ESALQ","ESA","1648","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.",NA,NA,NA,NA,"Santos, P.M.O.","1933","10","15","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA001648","ESA001648_1 ESA001648_2","224.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-04 11:11:50-03","ESALQ","ESA","13829","PreservedSpecimen","Plantae","Lamiaceae","Vitex","montevidensis","Vitex montevidensis","Cham.","Rodrigues, R.R.","1994","05","30","Fernandes, G.D. ; Vitti, F.X.","1993","04","02","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA013829","ESA013829","208.0",NA,NA,"44778","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
