"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","year","month","day","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"14","2021-03-15 16:37:00-03","NY","NYBG","564325","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"F. M. O. Villarouco","71","South America","Brazil","Pernambuco","Brejo da Madre de Deus, Fazenda Bituri","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564325","Magnoliophyta","Lamiales",NA,"Kunth","1995","05","24","NY00564325_01","T. R. S. Silva","Brejo da Madre de Deus","-36.3708333","-8.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","330514","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. H. Nee","48676","South America","Bolivia","Santa Cruz","Along road to San Joaquín, 1.3 km E of turnoff at La Mora from highway from Santa Cruz to Abapó.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330514","Magnoliophyta","Lamiales",NA,"Kunth","1998","03","14",NA,"M. Binder","Cordillera","-63.2","-18.4583","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","564332","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"R. M. Harley","26441","South America","Brazil","Bahia","10km do Rio de Contas na estrada para Marcolino Moura","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104039' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564332","Magnoliophyta","Lamiales",NA,"Kunth","1988","11","15","NY00564332_01",NA,"Rio de Contas","-41.72","-13.6","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02360572","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens integrifolia",NA,"J. Frambach","132","South America","Brazil","Minas Gerais","Porto Novo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2535541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360572","Magnoliophyta","Lamiales","integrifolia","Moldenke","1932","01",NA,"NY02360572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","564336","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"V. Zak","1960","South America","Ecuador","Pichincha","Carretera Quito-Mitad del Mundo-Perucho-Guayllabamba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564336","Magnoliophyta","Lamiales",NA,"Kunth","1987","04","17",NA,"R. L. Liesner",NA,"-78.42","0.05","1500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","564333","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"S. A. Mori","13238","South America","Brazil","Bahia","Rodovia Itaberaba/Milagres, Entre Iaçu e Milagres a 10-20km a E de Iaçu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564333","Magnoliophyta","Lamiales",NA,"Kunth","1979","12","25","NY00564333_01","H. N. Moldenke","Iaçú","-40.21","-12.76","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","330445","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. H. Nee","47641","South America","Bolivia","Santa Cruz","On road from Mairana to Postrervalle, 12 km (by road) ESE of Quirusillas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330445","Magnoliophyta","Lamiales",NA,"Kunth","1997","12","31",NA,"M. Binder","Florida","-63.925","-18.42","1900","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00955749","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"F. C. Hoehne","2830","South America","Brazil","Mato Grosso do Sul","Corumbá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955749","Magnoliophyta","Lamiales",NA,"Kunth","1911","07",NA,"NY00955749_01","H. N. Moldenke","Corumbá","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00955751","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"A. F. C. P. Saint-Hilaire","s.n.","South America","Brazil","Minas Gerais","Brésil, Province de Minas Geraes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955751","Magnoliophyta","Lamiales",NA,"Kunth","1816",NA,NA,"NY00955751_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","564331","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"S. A. Mori","11848","South America","Brazil","Bahia","Chácara Provisao ca. de 4 km a E de Jequié","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564331","Magnoliophyta","Lamiales",NA,"Kunth","1979","05","06","NY00564331_01","H. N. Moldenke","Jequié","-40.0833","-13.8578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","564324","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"L. F. Silva","3","South America","Brazil","Pernambuco","Bezerros, Parque Municipal de Serra Negra","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104042' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564324","Magnoliophyta","Lamiales",NA,"Kunth","1995","04","12","NY00564324_01","T. R. S. Silva","Bezerros","-35.7969","-8.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","870353","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. H. Nee","44860","South America","Bolivia","Santa Cruz","7 km (by air) NW of Puerto Pailas, ca. 2.5 km W of center of Monteros Hoyos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870353","Magnoliophyta","Lamiales",NA,"Kunth","1994","02","10",NA,"M. Binder","Andrés Ibáñez","-62.8417","-17.6389","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","137634","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens grandifolia","type","Herrera","211","South America","Argentina","Tucumán","Famaillá; Que da de leules - Rio leules","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=443739' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137634","Magnoliophyta","Lamiales","grandifolia","Moldenke","1945","03","04","NY00137634_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00955755","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"W. R. Anderson","9143","South America","Brazil","Minas Gerais","13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955755","Magnoliophyta","Lamiales",NA,"Kunth","1973","04","19","NY00955755_01","H. N. Moldenke",NA,"-44.45237","-15.56637","575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","564328","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"G. G. Hatschbach","22895","South America","Brazil","Paraná","Leroville, Campo das Pedras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564328","Magnoliophyta","Lamiales",NA,"Kunth","1969","11","17","NY00564328_01","H. N. Moldenke","Londrina","-51.1628","-23.3106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","564320","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"R. M. Harley","19465","South America","Brazil","Bahia","Serra do Jatobá. Morro de Nossa Senhora dos Milagres, just west of Milagres","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564320","Magnoliophyta","Lamiales",NA,"Kunth","1977","03","06","NY00564320_01","G. Bromley","Milagres","-39.87","-12.9","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","778874","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. R. da Fonseca","1301","South America","Brazil","Bahia","Pilão Arcado: Torre da Telemar","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778874","Magnoliophyta","Lamiales",NA,"Kunth","2000","02","29","NY00778874_01","M. L. S. Guedes","Pilão Arcado","-42.3914","-9.9664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00955753","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"A. Macedo","1996","South America","Brazil","Minas Gerais","S. Teresinha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955753","Magnoliophyta","Lamiales",NA,"Kunth","1949","11","01","NY00955753_01","H. N. Moldenke","Ituiutaba","-49.465","-18.9692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","330463","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. H. Nee","47999","South America","Bolivia","Santa Cruz","2 km (by road) NNE from Achiras Camping resort on steep gravel road to Banegas and Barrientos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330463","Magnoliophyta","Lamiales",NA,"Kunth","1998","01","16",NA,"M. Binder","Florida","-63.82","-18.13","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00955748","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"J. E. de Paula","1445","South America","Brazil","Mato Grosso do Sul","Corumbá, próximo à Bolívia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1034927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955748","Magnoliophyta","Lamiales",NA,"Kunth","1981","06","09","NY00955748_01","H. N. Moldenke","Corumbá","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","564326","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. Oliveira","43","South America","Brazil","Pernambuco","Bezerros, Parque Municipal de Serra Negra","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104041' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564326","Magnoliophyta","Lamiales",NA,"Kunth","1995","06","02","NY00564326_01","T. R. S. Silva","Bezerros","-35.7969","-8.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","88001","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"M. Ponce","340","South America","Ecuador","Napo","Tiputini","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=229670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088001","Magnoliophyta","Lamiales",NA,"Kunth","1993","07","09",NA,"M. M. Ponce",NA,"-75.83","-0.83","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","564330","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"H. M. Curran","207","South America","Brazil","Bahia","Mt. Toboa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564330","Magnoliophyta","Lamiales",NA,"Kunth","1918","05","08","NY00564330_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","564321","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"S. Tsugaru","B-1428","South America","Brazil","Pernambuco","Vila de Boas Novas, Sao Joao, suburbs of Caruaru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00564321","Magnoliophyta","Lamiales",NA,"Kunth","1987","09","02","NY00564321_01","T. R. S. Silva","Caruaru","-35.9761","-8.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02728679","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"R. Vásquez","25906","South America","Peru","Amazonas","El Valor Bosque del valle seco del Marañón","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3014817' target='other'> <mi>dwc_moreinfo</mi></a>","NY02728679","Magnoliophyta","Lamiales",NA,"Kunth","1999","02","03","NY02728679_01",NA,"Utcubamba","-78.67","-5.63","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00955752","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"P. Clausen","618","South America","Brazil","Minas Gerais","Brésil (Minas Geraes)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1035820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955752","Magnoliophyta","Lamiales",NA,"Kunth","1838",NA,NA,"NY00955752_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","570547","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens",NA,"E. Inácio","127","South America","Brazil","Pernambuco","Muruci, Brejo dos Cavalos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00570547","Magnoliophyta","Lamiales",NA,"Kunth","1995","11","03","NY00570547_01","R. W. Sanders","Caruaru","-35.9761009216309","-8.28332996368408","1100","1100","35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","137635","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens integrifolia","type fragment","H. García-Barriga","10615","South America","Colombia","Cundinamarca","La Vega, on road to Nocaima","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137635","Magnoliophyta","Lamiales","integrifolia","Moldenke","1942","01","27","NY00137635_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","214338","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens parvifolia","type","D. C. Daly","1113","South America","Brazil","Pará","Aprrox. 30-35 km. from Tucurui; 25 km. on old BR 422, then 5-10 km. E on old railroad bed. Edge of Campinarana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00214338","Magnoliophyta","Lamiales","parvifolia","Moldenke","1981","10","31","NY00214338_01",NA,NA,"-49.6735668","-3.9906516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02360572","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens integrifolia",NA,"J. Frambach","132","South America","Brazil","Minas Gerais","Porto Novo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2535541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360572","Magnoliophyta","Lamiales","integrifolia","Moldenke","1932","01",NA,"NY02360572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","137635","PreservedSpecimen","Plantae","Verbenaceae","Lantana","canescens","Lantana canescens integrifolia","type fragment","H. García-Barriga","10615","South America","Colombia","Cundinamarca","La Vega, on road to Nocaima","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79044' target='other'> <mi>dwc_moreinfo</mi></a>","NY00137635","Magnoliophyta","Lamiales","integrifolia","Moldenke","1942","01","27","NY00137635_01","H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
