"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","previousCatalogNumber"
"87","2019-11-27 13:45:59-03","UFS","ASE","21078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Farinacceo, MA","Oliveira, DG; Gonçalves, FB; Almeida, ES","304","2011","08","30","Southern America","Brasil","Sergipe","Porto da Folha","Povoado Lagoa Grande, Fazenda São Pedro, lado esquerdo da estrada principal em direção ao Assentamento São Judas Tadeu Próximo a trilha principal do fragmento","-37.414731","-10.037367",NA,"Liana. Frutos aveludados com tonalidade amarelo-queimado. Folhas discolor, aveludadas. Exsudação de látex branco.; Liana. Frutos aveludados com tonalidade amarelo-queimado. Folhas discolor, aveludadas. Exsudação de látex branco.; Caat","ASE0027544","ASE0027544",NA,NA,"2011","09","20","-37.414731","-10.037367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:45:59-03","UFS","ASE","5797","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Fontella Pereira, J.","Farney, C; J.E.Santos","2843","1991","11","17","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","Pov. De Aldéia","-37.054167","-10.789167",NA,"Trepadeira. frutos imaturos verdes, látex branco.; Trepadeira. frutos imaturos verdes, látex branco.; Mata","ASE0016374","ASE0016374",NA,NA,"1992","07",NA,"-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-27 13:45:59-03","UFS","ASE","37753","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Andrade, RS","Santos, E; Figueiredo, MAM; Andrade, RS; Farias, MCV; Mota, AC","238","2015","08","28","Southern America","Brasil","Sergipe","Itabaianinha","Fazenda Glória","-37.4045","-11.1641",NA,"Planta volúvel. Latescente. Fruto verde amarelado.; Mata Atlântica","ASE0039685",NA,NA,NA,"2017","02","22","-37.4045","-11.1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-27 13:45:59-03","UFS","ASE","29945","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Campos, DA","Farias, MCV; Santos, E; Santana, JP; Souza, AF","466","2013","09","12","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Zezé Rocha","-38.416861","-10.113722",NA,"Trepadeira.","ASE0001441","ASE0001441",NA,NA,NA,NA,NA,"-38.416861","-10.113722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-01-09 09:54:48-03","UFCG","CSTR","6148","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Fernando, E.M.P.","Fernando, E.M.P.","436","2013","05","01",NA,"Brasil","Pernambuco","Itapetim","Caatinga arbustiva-arbórea aberta.","-37.011111","-7.490028",NA,"Trepadeira, folhas cortáceas, fruto verde leitoso.; Interior do serrote de olho d'água.",NA,NA,"708","708","2013","06","01","-37.011111","-7.490028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:22:06-03","UNICAMP","UEC","127091","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Simões, AO; Barbosa, AR; Flores, AS; Rodrigues, RS; Belinello, R","1263","2002","02","15",NA,"Brazil","Goiás","Goiás","Serra Dourada, Aprox. 17km da cidade.","-50.186111","-16.052583",NA,"Liana, lenhosa, látex branco, frutos verdes, napiformes, tomentosa. Cerrado.","UEC040550","UEC040550","710","710","2005",NA,NA,"-50.186111","-16.052583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:22:06-03","UNICAMP","UEC","169247","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Santos, AA; Sinigaglia, C; Pereira, JB; et al.","2213","2004","03","09",NA,"Brazil","Goiás","São Domingos","Fazenda São Vicente. Afloramento 3&nf;Ambiente: mata decídua.&nf;Relevo: plano no local.&nf;Substrato: afloramento calcário.","-46.483056","-13.517222",NA,"Material coletado: exsicatas.&nf;Frequência: &nf;Flor: &nf;Fruto: imaturos verde.&nf;Hábito: erva trepadeira.&nf;Frutos na carpoteca.","UEC063784","UEC063784","579","579","2010","04",NA,"-46.483056","-13.517222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:22:06-03","UNICAMP","UEC","440","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Gibbs, PE; Leitão Filho, HF; Semir, J; Kinoshita, LS; Taroda, N","2798","1976","09","08",NA,"Brazil","Goiás","Goiás","Serra Dourada","-50.1403007507324","-15.9343996047974",NA,"Trepadeira, afila, flores de coloração interna vinosa e externamente esverdeadas. Cerrado.","UEC040549","UEC040549",NA,NA,"2005",NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:22:06-03","UNICAMP","UEC","69282","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Konno, T; Fontella, J","Marcondes-Ferreira, W; Muller, C; Venturi, LL; Belinello, R","1033","1994","11","12",NA,"Brazil","São Paulo","Pedregulho","Igaçaba, Morro Solteiro.","-47.4700012207031","-20.25",NA,"Flores esverdeadas com pétalas verdes e fauce e nervura principal marrom-escura.; Rocha com aparencia quartzsoza. Vegetação cerrado e afloramentos rochosos com velozias.","UEC040547","UEC040547",NA,NA,"1999",NA,NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-19 14:04:45-03","UFRPE","PEUFR","45341","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","R. G. P. Santos","K. C. Costa","397","2003","02","16",NA,"Brasil","Pernambuco","Betânia/Floresta","Fazenda Rebeca","-34.950278","-8.012778",NA,"Trepaderia lenhosa; em plena floração, corola coriácea, cor vinho escuro; folhas novas; sem fruto; ocasional.","PEUFR045341",NA,"520","520","2016","12","15","34º57'01W","08º00'46S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-19 14:04:45-03","UFRPE","PEUFR","29795","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini","J.R.R.Cantarelli","64","1997","05","14",NA,"Brasil","Pernambuco","Jaboatão","Comportas",NA,NA,NA,"Liana vigorosa, folhas com pilosidade alva; frutos imaturos, pilosos, amarelo-esverdeados","PEUFR029795",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-02-10 08:59:54-03","UFRPE","PEUFR","29897","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini","A.Liebig; L.Krause","75","1999","11","18",NA,"Brasil","Pernambuco","Brejo da Madre de Deus","Rock outcrop at the north shore of the Sitio Oítis dam","-36.371111","-8.145833",NA,"Liana, whole planta with indumentum; downside of the leaves ligther than the upside, greyish green coloured; inflorescence spherrical, buds light green, petals on the downside light green, on the upper side dark purple with a thin li","PEUFR029897",NA,"635","635","2008",NA,NA,"36º22'16W","08º08'45S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-19 14:04:45-03","UFRPE","PEUFR","5265","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini","E.P.Heringer; D.A. Lima; J.P.L.Sobrinho; A.C.Sarmento","440","1971","05","01",NA,"Brasil","Pernambuco","Ouricuri","De Jutaí a Santa Cruz","-40.0816993713379","-7.88250017166138",NA,"Escandente, frutos verdes","PEUFR005265",NA,NA,NA,"2008",NA,NA,NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-05-25 12:21:52-03","UFPB","JPB","4286","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.",NA,"Agra, MF","221","1980","02","28","Southern America","Brasil","Rio Grande do Norte","Carnaúbas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-06-27 18:41:38-03","UFPB","JPB","19780","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.",NA,"Nascimento, VL; Martins, CF","37","1992","02","18","Southern America","Brasil","Paraíba","Cabaceiras",NA,"-36.287222","-7.489167",NA,NA,NA,NA,"388","388",NA,NA,NA,"-36.287222","-7.489167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-04-22 16:17:29-03","UFPB","JPB","30016","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Agra, MF; Baracho, GS; Pontes, RA; Leal, CKA; Abrantes, L","5712","2002","03","08","Southern America","Brasil","Paraíba","Serra Branca","Na base da pedra da serra, próximo ao riacho.","-36.665","-7.483333",NA,"; DESC: Sobre a rocha. Arbusto escandente, lactescentes, caule e ramos crassos; folhas pilosas, lactescentes; flores esverdeadas; corola esverdeada extrenamente, interior vináceo; frutos globoso a ovóide.",NA,NA,"493","493","2008",NA,NA,"-36.665","-7.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-04-22 16:17:29-03","UFPB","JPB","30874","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Lima, IB","Barbosa, MR; Lima, IB; Quirino, ZG; Pessoa, MC; Pereira, MS","2596","2002","09","07","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Manga da Cabeça dos Cachorros, trilha do reino encantado de Comadre florzinha, lajedo da mocinha.","-36.889722","-7.476389",NA,"; DESC: Trepadeira sobre Bariguda, com muito látex branco, folhas opostas simples ( uma só ).",NA,NA,"737","737","2011","04","01","-36.889722","-7.476389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-04-22 16:17:29-03","UFPB","JPB","31205","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Lima, IB; Quirino, ZG; Leite, AV","37","2002","12","20","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Trilha do mundo incantado de comadre florzinha.","-36.886111","-7.476944",NA,"; DESC: Trepadeira.",NA,NA,"630","726","2008",NA,NA,"-36.886111","-7.476944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-04-22 16:17:29-03","UFPB","JPB","31216","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Lima, IB; Quirino, ZG; Leite, AV","48","2002","12","20","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Lajedo.","-36.888889","-7.476667",NA,"; DESC: Trepadeira com latex, folhas glaba bem carnosa, flores rochas em forma de glomerulo.",NA,NA,"779","779","2008",NA,NA,"-36.888889","-7.476667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:17:29-03","UFPB","JPB","31231","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Lima, IB; Quirino, ZG; Leite, AV","63","2002","12","21","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Na trilha.","-36.890556","-7.470833",NA,"; DESC: Treapadeira c/ latex, folhas gablas, flors roxas, frutos com textura aveludada.",NA,NA,"696","696","2008",NA,NA,"-36.890556","-7.470833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-04-22 16:17:29-03","UFPB","JPB","31528","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Lima, IB; Quirino, ZG; Lima, JR","109","2003","05","31","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Lagedo para Pedra da Bola.","-36.888889","-7.466389",NA,"; DESC: Trepadeira com latex, frutos glabos grandes.",NA,NA,"630","630","2008",NA,NA,"-36.888889","-7.466389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-04-22 16:17:29-03","UFPB","JPB","31953","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.","Rapini, A","Barbosa, MR; Lima, IB; Lima, JR","2882","2004","03","02","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Caminho para parcela.","-36.898222","-7.470556",NA,"; DESC: Trepadeira lenhosa, com látex abundante, planta estéril.",NA,NA,"600","600","2008",NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-04-22 16:17:29-03","UFPB","JPB","45877","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.",NA,"Delgado-Júnior, GC","171","2010","01","15","Southern America","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas","-36.898222","-7.470556",NA,"; DESC: Trepadeira Sublenhosa. Flor roxa. Látex",NA,NA,"600","600",NA,NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-06-04 14:48:40-03","UFPB","JPB","5897","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand.",NA,"Agra, MF","221","1982","02","27","Southern America","Brasil","Rio Grande do Norte","Carnaúbas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","12","S","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jaeq) Dugana",NA,"Alves, M","s.n.","2003","08",NA,NA,"Brasil",NA,NA,"Caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-03-16 13:30:57-03","UNEMAT","HERBAM","7976","S","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Silva, DR","Soares, C.R.A.; Quadros, A.A.; Fidelio, B.V. & Matos, D.L.","Rosa 1005578","2012","03","21",NA,"Brasil","Pará","Jacareacanga","Floresta ombrofila densa.","-56.772222","-9.339722",NA,NA,"HERBAM007976",NA,"200","200","2012","07","12","-56.772222","-9.339722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-03-16 13:30:57-03","UNEMAT","HERBAM","6766","S","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Silva, DR","Soares, C.R.A.; Melo, J.A.M.; Mascarello, A.; Silva, Q.F.; Damasceno, A.S.V.; Silvino, L.; Olive","Vermelho 24050","2011","10","04",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.789444","-9.326944",NA,NA,"HERBAM006766",NA,"233","233","2011","11","02","-56.789444","-9.326944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-21 19:32:41-03","UFC","EAC","21532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Medeiros, J.B.L.P.","s.n.","1994","06","27","Southern America","Brasil","Ceará","Capistrano","Serra de Baturité, Fazenda Araçanga.","-38.9014015197754","-4.46999979019165",NA,"Cipó; Caatinga","EAC0021532","EAC0021532",NA,NA,"2008",NA,NA,NA,NA,NA,"16641","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-21 19:32:41-03","UFC","EAC","1097","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Ducke, A.","s.n.","1955","02","19","Southern America","Brasil","Ceará","Fortaleza","Alto da Jibóia.","-38.543098449707","-3.71722006797791",NA,"Cipozinho, flor atroviolácea; Mata seca","EAC0001097","EAC0001097",NA,NA,"2008",NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"116","2021-03-21 19:32:41-03","UFC","EAC","43336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Moro, M.F.","Moro, M.F.; Menezes, M.O.T.; Souza, S.S.G.","156","2007","05","25","Southern America","Brasil","Ceará","General Sampaio","RPPN Fancy Nunes","-39.4543991088867","-4.05278015136719",NA,"trepadeira; possui látex; Caatinga","EAC0043336","EAC0043336",NA,NA,"2009","01","07",NA,NA,NA,"15114","auto",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-21 19:32:41-03","UFC","EAC","51829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Castro, A.S.F.","Castro, A.S.F.","2604","2012","01","14","Southern America","Brasil","Ceará","Jijoca de Jericoacoara","Serrote de Jericoacoara","-40.4491996765137","-2.89499998092651",NA,"Trepadeira, flor vinácea.; Serrote litorâneo","EAC0051829","EAC0051829",NA,NA,"2012","01","14",NA,NA,NA,"16085","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-03-21 19:32:41-03","UFC","EAC","43655","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Moro, M.F.","Moro, M.F.; Menezes, M.O.T.","496","2008","06","26","Southern America","Brasil","Ceará","Canindé","Iguaçú","-39.402222","-4.607028",NA,"Trepadeira lenhosa, látex abundante; Caatinga","EAC0043655","EAC0043655",NA,NA,"2009","01","07","-39.402222","-4.607028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-21 19:32:41-03","UFC","EAC","44015","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Soares Neto, R.L.","Lima-Verde, L.W.; Oliveira, O.F.; Paula-Zárate, E.L.; Gomes, O.M.","302","1996","08","06","Southern America","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Alecrim., Substrato: solo bruno-não cálcico.","-40.116667","-6.65",NA,"Liana, ocasional; fruto folículo verde, com pêlos.; Caatinga arbórea","EAC0044015","EAC0044015","410","410","2019","01","29","-40.116667","-6.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-21 19:32:41-03","UFC","EAC","31984","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Silveira, E.R.","s.n.","2002","08","17","Southern America","Brasil","Ceará","Acarape","Garapa","-38.7083015441895","-4.22417020797729",NA,"Árvore, fruto verde aveludado","EAC0031984","EAC0031984",NA,NA,"2008",NA,NA,NA,NA,NA,"15420","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-21 19:32:41-03","UFC","EAC","27465","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Castro, A.S.F.","667","1999","01","12","Southern America","Brasil","Ceará","Antonina do Norte","Macambira.","-39.989200592041","-6.77500009536743",NA,"Liana; Caatinga","EAC0027465","EAC0027465",NA,NA,"2008","10",NA,NA,NA,NA,"19665","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-21 19:32:41-03","UFC","EAC","60268","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Lima-Verde, L.W.","Miranda, R.R.; Loiola, M.I.B.; Costa, R.C.; Dias, L.","26","2016","02","13","Southern America","Brasil","Ceará","Quixadá","Fazenda Não Me Deixes, próximo a área após 25 anos de corte.","-39.0153007507324","-4.97138977050781",NA,"Liana, possui látex.; Caatinga, substrato arenoso.","EAC0060268","EAC0060268","215","215","2016","09","20",NA,NA,NA,"41968","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:12:41-03","MBM","MBM","34125","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Fontella, J.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","34945","1974","09","19","Southern America","Brazil","Goiás","Bom Jesus de Goiás","Rod. BR-432","-49.7407989501953","-18.2138996124268",NA,NA,"MBM034125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46067","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:12:41-03","MBM","MBM","279922","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74231","2002","11","14","Southern America","Brazil","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito - Campo dos Índios, Rio Aquidaban","-57.8824996948242","-21.6989002227783",NA,NA,"MBM279922","MBM279922",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:12:41-03","MBM","MBM","186911","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63440","1995","10","17","Southern America","Brazil","Mato Grosso do Sul","Rio Negro","Rodovia Transgrangeli, Rod. BR-469, próximo a Rio Negro","-54.9869003295898","-19.4493999481201",NA,NA,"MBM186911","MBM186911",NA,NA,NA,NA,NA,NA,NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:12:41-03","MBM","MBM","213174","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","65728","1997","01","14","Southern America","Brazil","Minas Gerais","Monte Azul","Serra do Espinhaço. subida via montevidiu","-42.874698638916","-15.1549997329712",NA,NA,"MBM213174",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41110","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:12:41-03","MBM","MBM","35209","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Morillo, G.","Gentry, A.; et al.; et al.","10996","1974","04","30","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"MBM035209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:12:41-03","MBM","MBM","119600","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51554","1987","10","22","Southern America","Brazil","Mato Grosso do Sul","Bela Vista","Rod. BR-642","-56.5210990905762","-22.1089000701904",NA,NA,"MBM119600","MBM119600",NA,NA,NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:12:41-03","MBM","MBM","287935","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76121","2003","10","10","Southern America","Brazil","Mato Grosso do Sul","Bonito","Projeto Guaicurus, arredores","-56.4818992614746","-21.1210994720459",NA,NA,"MBM287935",NA,NA,NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:12:41-03","MBM","MBM","155352","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Fontella, J.","Hatschbach, G.; Barboza, E.; Barboza, E.","56520","1992","01","04","Southern America","Brazil","Bahia","Urandi","Rod. BR-122, Urandi, próximo da divisa com Pindá","-42.6549987792969","-14.7714004516602",NA,NA,"MBM155352","MBM155352",NA,NA,NA,NA,NA,NA,NA,NA,"28091","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:12:41-03","MBM","MBM","405871","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rosario, C.S.","Rosario, C.S.; Acacio, R.; Acacio, R.","s.n.","2011","02","28","Southern America","Brazil","Pará","Vitória do Xingu","Rio Xingu, Sítio Pimental, MOD6, T1","-52.0099983215332","-2.88000011444092",NA,"Liana sobre arbusto; flor de pétalas esverdeadas, estigma roxo, frutos verdes.","MBM405871","MBM405871",NA,NA,"2011","02","28",NA,NA,NA,"79439","auto",NA,NA,NA,NA,NA,NA,NA
"132","2015-09-25 06:28:10-03","MNHN","RECOLNAT_MNHN_P","P00645933","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Moritiba (Bahia)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00645933' target='other'> <mi>dwc_moreinfo</mi></a>","P00645933","P00645933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3539",NA,NA,NA,NA
