"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"47","2008-05-27 22:02:00-03","MO","MOBOT","3390138","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gert G. Hatschbach","Hatschbach 66843","1997","8","13","South America","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"(Gardner) H. Rob.",NA,"Água Fria, 7km na estrada para Rio Manso (Mun. Chapada dos Guimarães).",NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-23 11:07:57-03","UFLA","ESAL","6601","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gavilanes, ML","1.437",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"arbusto; 1.5; alva;; cerrado",NA,NA,NA,"(Gardner) H.Rob.","Itumirim",NA,"-44.8711013793945","-21.3169002532959",NA,NA,NA,"Martins, CPV","2017",NA,NA,NA,"09","16596","auto",NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","1066815","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","Isotype","G. Gardner","3833","1840","3",NA,"South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US00147568",NA,"Asterales","Gardner",NA,"Inter Porto Imperial et Lunie, ad flum Tocantins",NA,NA,"US00147568_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","1692180","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"S. Campinas & J. Santoro","804","1936","11","5","South America","Brazil",NA,NA,NA,NA,"US01641568",NA,"Asterales","(Gardner) H. Rob.",NA,"Herbaco, Jardim Chapadão",NA,NA,"US01641568_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","335751","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"G. Hatschbach, A. Schinini & E. L. Barbosa","66843","1997","8","13","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01641566",NA,"Asterales","(Gardner) H. Rob.",NA,"Água Fria, 7km na estrada para Rio Manso (Mun. Chapada dos Guimarães)",NA,NA,"US01641566_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2405581","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"A. F. M. Glaziou","21642",NA,NA,NA,"South America - Neotropics","Brazil","Goiás",NA,NA,NA,"US01641561",NA,"Asterales","(Gardner) H. Rob.",NA,NA,NA,NA,"US01641561_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","255359","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"I. Mimura","520","1962","8","28","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,"US01641567",NA,"Asterales","(Gardner) H. Rob.",NA,"Município de São José dos Campos: uma área disjuntiva de cerrado, de varias centenas de km2, rodeada antigamente por mata, Ca. 9.8 km SSE em linha reta da praca principal de São Jose dos Campos",NA,NA,"US01641567_01","3",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","701911","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"O. Kuntze","s.n.","1892","7",NA,"South America - Neotropics","Bolivia","Santa Cruz",NA,NA,NA,"US01641565",NA,"Asterales","(Gardner) H. Rob.",NA,"Ost-velasco",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1572929","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"G. O. A. Malme","1808","1902","6","16","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,"US01641562",NA,"Asterales","(Gardner) H. Rob.",NA,"Civit. Natto Grosso: Cuyubá",NA,NA,"US01641562_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","1690527","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"L. Reidel & -- Lund","2431","1834","7",NA,"South America","Brazil",NA,NA,NA,NA,"US01641563",NA,"Asterales","(Gardner) H. Rob.",NA,"In campis Villa Franca A St Anna",NA,NA,"US01641563_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","1394857","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"A. Regnell","711","1869","9","28","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US01641564",NA,"Asterales","(Gardner) H. Rob.",NA,"Caldas",NA,NA,"US01641564_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2020-09-02 16:21:40-03","Cenargen","CEN","84823","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gabriel Damasco do Vale","160","2006","10","09",NA,"Brasil","DF","Exsicatas",NA,NA,"CEN00084823",NA,NA,"(Gardner) H.Rob.","BRASILIA","Fazenda Sucupira - Área de cerrado rupestre e campo sujo abaixo do CAPRIL.","-47.9296989440918","-15.7797002792358","CEN00084823",NA,NA,"B. M. T. Walter","2013",NA,NA,NA,"12","70570","auto",NA,"4",NA,NA,NA
"59","2020-09-02 16:21:40-03","Cenargen","CEN","43738","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Glocimar Pereira-Silva","5449","2001","09","29",NA,"Brasil","DF","Exsicatas",NA,NA,"CEN00043738",NA,NA,"(Gardner) H.Rob.","BRASILIA","Condomínio Belo Horizonte, entrada para a Ermida Dom Bosco, ao lado da QL 28, lago sul.","-47.9296989440918","-15.7797002792358","CEN00043738","1030","1030","G. Pereira-Silva","2001",NA,"-4780722.0","-1580306.0","10","70570","auto",NA,"4",NA,NA,NA
"60","2019-09-04 19:34:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","Type [status unknown]","G. Gardner","3833","1842",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-23 11:59:32-03","CEPLAC","CEPEC","36072","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"S. A. Mori","16697","1984","07","12",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"CHAPADA DOS GUIMARÃES","Rio Mutuca. MT-251, 30Km ao NNE da Rod. Cuiabá/Chapada dos Guimarães.","-55.749698638916","-15.460599899292",NA,NA,NA,"SpeciesLink/lacunas",NA,NA,"0W0'0","0S0'0",NA,"107042","auto",NA,NA,NA,"30/12/1985",NA
"62","2020-07-23 11:59:32-03","CEPLAC","CEPEC","35909","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"S. A. Mori","16832","1984","07","15",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"CUIABÁ","71Km a E da estrada Cuiaba/Jaciara, 9Km ao W de São Vicente.","-56.0966987609863","-15.5960998535156",NA,NA,NA,"SpeciesLink/lacunas",NA,NA,"0W0'0","0S0'0",NA,"74875","auto",NA,NA,NA,"30/12/1985",NA
"63","2020-11-12 16:58:29-03","UEL","FUEL","15884","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Lindeman, JC","3085","1966","10","17",NA,"Brasil","Paraná",NA,NA,NA,"FUEL017644","Tracheophyta","Asterales","(Gardner) H.Rob.","Jaguaraíva","3 km N do rio Cinco Reis, perto de Jaguariava",NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,"10",NA,NA,"17",NA,NA,NA,NA
"64","2019-11-01 14:54:34-03","UnB","UB","123175","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Goodland, R","3453","1967","07","19","Southern America","Brasil","Minas Gerais",NA,NA,"Semishrub 1m.; Cerradão",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.",NA,"9km S of Capinópolis",NA,NA,NA,NA,NA,"Barroso, GM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:54:34-03","UnB","UB","123177","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Irwin, HS","5552","1964","08","24","Southern America","Brasil","Minas Gerais",NA,NA,"Subshrub 0,75m, with several stems arising from woody base. Heads yellowish; Cerrado",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.",NA,NA,NA,NA,NA,NA,NA,"Barroso, GM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 14:54:34-03","UnB","UB","123178","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Lindeman, JC","3085","1966","10","17","Southern America","Brasil","Paraná",NA,NA,"Subarbusto ascendente numa estrela, capítulos amarelo-esverdeados, florulas em botão rosas, abertas brancas; Cerrado",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.",NA,"3km N do Rio 5 Reis perto de Jaguariava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 14:54:34-03","UnB","UB","24648","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Macedo, M","2243","1989","08","09","Southern America","Brasil","Mato Grosso",NA,NA,"Arbusto 1m; flores cremes; fruto aquênio; Solo areno-pedregoso",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","Livramento","Faz. Rosalina, próximo ao Córrego Rondonzinho - Livramento",NA,NA,NA,NA,NA,"Rivera, VL","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 14:54:34-03","UnB","UB","24771","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Taituba","6410","1968","08","14","Southern America","Brasil","Mato Grosso",NA,NA,"Semmi-shrubby, to 2m. Fls. white; Cerrado",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","Xavantina","Near plot 4, P/C transect",NA,NA,NA,NA,NA,"Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:54:34-03","UnB","UB","24772","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Duarte, AP","10130","1967","12","10","Southern America","Brasil","Goiás",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","Cristalina","Cristalina","-47.6136","-16.7686",NA,NA,NA,"Incógnito",NA,NA,"-47.6136","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 14:54:34-03","UnB","UB","201888","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Vale, GD; et al.","160","2006","10","09","Southern America","Brasil","Distrito Federal",NA,NA,"Participantes: Gabriel Damasco do Vale, Clarissa Gouveia Fontes, Thiago Erir Cadete Meneguzzo.&nf;Patrocinadores: EMBRAPA - CENARGEN; Flor branca. Subarbusto com cerca de 40 cm; Cerrado rupestre",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","Brasília","Fazenda Sucupira. Área de cerrado rupestre e campo sujo abaixo do CAPRIL","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Rivera, VL","2015",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"71","2019-11-01 14:54:34-03","UnB","UB","122672","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Goodland, R","3453","1967","07","19","Southern America","Brasil","Minas Gerais",NA,NA,"Semishrub 1m; Cerradão",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","Capinópolis","9km south of Capinápolis","-49.5696983337402","-18.6819000244141",NA,NA,NA,"Rivera, VL","2012",NA,NA,NA,NA,"20483","auto",NA,NA,NA,NA,NA
"72","2019-11-01 14:54:34-03","UnB","UB","123176","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Mimura, I","520","1962","08","28","Southern America","Brasil","São Paulo",NA,NA,"Arbusto 1,7m. Pétalas brancas, estilete branco, estigma amarelo; Área originalmente de mata entrelaçada com cerrado; agora é campo com árvores baixas e arbustos, espaçados ou raramente em bosques pequenos. Este nº em local com arbustos até 3m alt",NA,"Dicotyledoneae",NA,"(Gardner) H.Rob.","São José dos Campos","Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Ca. 9,8km SSE em linha reta da praça principal de São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,"Nakajima, JN","1993",NA,NA,NA,"06","39297","auto","17",NA,NA,NA,NA
"73","2019-05-06 11:53:16-03","UFU","HUFU","40468","S","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Pereira-Silva, G.","5449","2001","09","29",NA,"Brasil","Distrito Federal",NA,NA,"Subarbusto, flores brancas.; Cerrado. Relevo suave ondulado. Solo arenoso.","HUFU00055616",NA,NA,"Gardner","Brasília","Condomínio Belo Horizonte, Entrada para Ermida Dom Bosco, ao lado da QL 28, lago sul.","-47.807222","-15.803056","HUFU00055616","1030","1030","Silva, G.P. da","2001",NA,"-47.807222","-15.803056","10",NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:54:09-03","UFU","HUFU","74530","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Lopes, I.T.F.V.; Ferreira, S.C.","195","2013","06","26",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,70m altura, ramos pardos, folhas concolores, brácteas involucrais verde claro, flores brancas, ramos do estilete branco, ápice creme.","HUFU00073351",NA,NA,"(Gardner) H.Rob.","Rio Paranaíba","Trilha em direção ao Morro do Peão.","-46.247200012207","-19.1935997009277","HUFU00073351",NA,NA,"Ferreira, S.C.; Lopes, I.T.F.V.","2013",NA,NA,NA,"07","29416","auto","07",NA,NA,NA,NA
"75","2019-05-06 11:54:09-03","UFU","HUFU","52178","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Roth, L.","1399","1955","07","30",NA,"Brasil","Minas Gerais",NA,NA,"Cerrado sujo.","HUFU00055615",NA,NA,"(Gardner) H.Rob.","Betim",NA,"-44.198299407959","-19.9678001403809","HUFU00055615",NA,NA,"Nakajima, J.N.","2016",NA,NA,NA,"03","15199","auto",NA,NA,NA,NA,NA
"76","2019-05-06 11:54:09-03","UFU","HUFU","74529","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Lopes, I.T.F.V.; Ferreira, S.C.","200","2013","08","13",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,50m altura, ramos verde claro, folhas concolores, subcoriáceas, brácteas involucrais verde claro, flores brancas, ramos do estilete brancos, clavados, ápice creme.","HUFU00073352",NA,NA,"(Gardner) H.Rob.","Rio Paranaíba","Trilha em direção ao Morro do Peão.","-46.247200012207","-19.1935997009277","HUFU00073352",NA,NA,"Ferreira, S.C.; Lopes, I.T.F.V.","2013",NA,NA,NA,"07","29416","auto","07",NA,NA,NA,NA
"77","2019-05-06 11:54:09-03","UFU","HUFU","74492","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Cândido, J.B.; Lopes, I.T.F.V.","19","2012","10","03",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,50m altura, ramos pardos a superiormente esverdeados, folhas levemente discolores, brácteas involucrais verde claro, flores brancas, ramos do estilete branco, ápice creme.","HUFU00073449",NA,NA,"(Gardner) H.Rob.","Rio Paranaíba","Trilha em direção ao Morro do Peão.","-46.247200012207","-19.1935997009277","HUFU00073449",NA,NA,"Ferreira, S.C.; Lopes, I.T.F.V.","2013",NA,NA,NA,"07","29416","auto","07",NA,NA,NA,NA
"78","2019-05-06 11:54:09-03","UFU","HUFU","76139","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Lopes, I.T.F.V.; Cândido, J.B. & Silva, P.H.C.","63","2012","08","09",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,70m alt. Ramos estrigosos, verde-acastanhados; brácteas involucrais verdes, flores com corola branca, pápus cerdoso, cipselas hirsutas.","HUFU00074218",NA,NA,"(Gardner) H.Rob.","Rio Paranaíba","Trilha em direção ao Morro do Peão, após corrego.","-46.247200012207","-19.1935997009277","HUFU00074218",NA,NA,NA,NA,NA,NA,NA,NA,"29416","auto",NA,NA,NA,NA,NA
"79","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Sello, HL","653",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"ad Barbacena et Rantonavo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"prov. Minas Geraes in campis ,,Taboleiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Gardner",NA,"ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Pohl, JBE","370",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"prope urbem Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Burchell, WJ","5981","1827","09","25","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Gardner",NA,"IBB/Caldas Novas, Goiás, Pe do Morro to Rio Veríssimo","-48.616667","-17.745556",NA,NA,NA,NA,NA,NA,"-48.616667","-17.745556",NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Gardner, G","3833",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,"Habitat in campis regionis Oreadum. Prov. Goyaz in campis montosis siccis ad Arrayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Burchell, WJ","7335",NA,NA,NA,"Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Gardner","Cidade de Goiás","IBB/Cidade de Goiás, Goiás, Chapel of S. Amaro","-50.133333","-15.933333",NA,NA,NA,NA,NA,NA,"-50.133333","-15.933333",NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:08:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Regnell, AF","711",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Gardner","Caldas","ad Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA
"87","2019-11-21 10:01:26-03","IBt","SP","93715","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Mimura, I","520","1962","08","28",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Gardner) H.Rob.","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,NA,"Esteves, RL","2001",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA
"88","2010-08-16 16:37:21-03","GH","HU-HERB","GH 00007631","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","Type","George Gardner","3833","1846",NA,NA,"South America","Brazil","Goiás","Sheet",NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,"undetermined"
"89","2017-07-12 13:11:05-03","GH","HU-HERB","GH 00254925","PreservedSpecimen","Plantae","Asteraceae","Ophryosporus","burchellii","Ophryosporus burchellii","Isosyntype","W. J. Burchell","5180",NA,NA,NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5180",NA,"undetermined"
"90","2010-08-16 16:36:35-03","A","HU-HERB","A 00244093","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"J. C. Lindeman & H. Haas","3085","1966","10","17","South America","Brazil","Paraná","Sheet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"3 km N. of Rio 5 Reis, S. of Jaguariava.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3085",NA,"undetermined"
"91","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244085","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"C. E. O. Kuntze",NA,NA,NA,NA,"South America","Bolivia",NA,"Other",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"East Velasco",NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"92","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244086","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"G. O. A. Malme","1808",NA,NA,NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Cuzaba (?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1808",NA,"undetermined"
"93","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244087","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gardner","3833","1841",NA,NA,"South America","Brazil",NA,"Other",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,"undetermined"
"94","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244088","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"A. F. M. Glaziou","21,642",NA,NA,NA,"South America","Brazil",NA,"Packet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Goyaz, between Corumba and As Lages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,642",NA,"undetermined"
"95","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244089","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"J. E. B. Warming","362",NA,NA,NA,"South America","Brazil",NA,"Packet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"362",NA,"undetermined"
"96","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244090","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gardner","3833",NA,NA,NA,"South America","Brazil",NA,"Other",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,"undetermined"
"97","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244091","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"A. F. M. Glaziou","21,641",NA,NA,NA,"South America","Brazil",NA,"Packet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Goyaz, between Corumba and As Lages",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,641",NA,"undetermined"
"98","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244092","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"G. G. Hatschbach, A. Schinini & E. Barbosa","66843","1998","8","13","South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Agua Fria, 7 Km na estrada para Rio Manso (Mun. Chapada dos Guimaraes) Mato Grosso",NA,NA,NA,NA,NA,"H. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"66843",NA,"undetermined"
"99","2010-08-16 16:36:35-03","GH","HU-HERB","GH 00244095","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"A. F. M. Glaziou","21,641",NA,NA,NA,"South America","Brazil",NA,"Packet",NA,NA,NA,NA,NA,"(Gardner) H. Robinson",NA,"Between Corumba and As Lages, Boyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,641",NA,"undetermined"
