"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","year","month","day","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber","individualCount"
"190","2021-03-30 12:49:56-03","EAO","IAN","179759","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Melo, ATS de; Nascimento, MP do; Carmo, NAS do; Oliveira, JCL de","43","Southern America","Brasil",NA,NA,"Arbusto de 1 m alt.; flores pequenas cálice branco, sépalas brancas e gineceu amarelo; botões verdes claros; frutos carnosos de cor verde.","IAN179759","Campo Experimental da Embrapa Amazonia Oriental, PA 150 Km 34.","2004","04","28","Pará","Dicotiledônea",NA,NA,"Vell.","-48.7689018249512","-1.88389003276825",NA,"Cordeiro, MR","Moju",NA,NA,"186920","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-04-08 17:44:21-03","EAO","IAN","FRUTO139","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Melo, ATS de; Nascimento, MP do; Carmo, NAS do; Oliveira, JCL de","43","Southern America","Brasil",NA,NA,"Arbusto de 1 m alt.; flores pequenas cálice branco, sépalas brancas e gineceu amarelo; botões verdes claros; frutos carnosos de cor verde.","IANFRUTO139","Campo Experimental da Embrapa Amazonia Oriental, PA 150 Km 34.","2004","04","28","Pará","Dicotiledônea",NA,NA,"Vell.","-48.7689018249512","-1.88389003276825",NA,"Cordeiro, MR","Moju",NA,NA,"186920","auto","2004","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-30 12:49:56-03","EAO","IAN","167830","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Nitta, A","17346","Southern America","Brasil",NA,NA,NA,"IAN167830",NA,"1996","10","03","Pará","Dicotiledônea",NA,NA,"Vell.","-48.1605987548828","-1.29860997200012",NA,"Ribeiro, BGS","Santa izabel do Pará",NA,NA,"27708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-30 12:49:56-03","EAO","IAN","174813","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Dutra, S","4","Southern America","Brasil",NA,NA,NA,"IAN174813","Fazenda Belém.","1995","11","13","Pará","Dicotiledônea",NA,NA,"Vell.","-47.9075012207031","-1.04111003875732",NA,"Ribeiro, B","Terra Alta",NA,NA,"17591","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-30 12:49:56-03","EAO","IAN","167652","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Nitta, A","17617","Southern America","Brasil",NA,NA,NA,"IAN167652",NA,"1997","02","05","Pará","Dicotiledônea",NA,NA,"Vell.","-48.1521987915039","-2.41888999938965",NA,NA,"Tomé-Açu",NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-30 12:49:56-03","EAO","IAN","55282","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Viégas, AP; Zagatto, O","3599","Southern America","Brasil",NA,NA,NA,"IAN055282",NA,"1939","01","10","São Paulo","Dicotiledônea",NA,NA,"Vell.","-46.7000007629395","-22.6100006103516",NA,"Toledo, JF","Serra Negra",NA,NA,"12188","auto","1939","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-30 12:50:00-03","EAO","IAN","67723","PreservedSpecimen","Plantae","Solanaceae","Solanum","triste","Solanum triste",NA,"O'Donell, CA","4692","Southern America","Argentina",NA,NA,NA,"IAN067723","Metán.","1947","01","28","Salta","Dicotiledônea",NA,NA,"Jacq.",NA,NA,NA,NA,"Metán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2014-08-01 09:20:34-03","EBDA","BAH","2899","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gº Pedra do Cavalo","521",NA,"Brasil",NA,NA,"Arbusto; flores alvas e bagas verdes.",NA,"Roncador","1980","08",NA,"Bahia",NA,NA,NA,"Vell.","-38.9558","-12.6183",NA,"Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Cachoeira",NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2014-08-01 09:20:34-03","EBDA","BAH","2900","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gº Pedra do Cavalo","440",NA,"Brasil",NA,NA,"Arbusto com mais ou menos 2m de altura; flores alvas e frutos bagas verdes.",NA,"Mata a NE da Barragem de Bananeiras","1980","07",NA,"Bahia",NA,NA,NA,"Vell.","-38.9558","-12.6183",NA,"Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Cachoeira",NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2014-08-01 09:20:34-03","EBDA","BAH","2941","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gº Pedra do Cavalo","131",NA,"Brasil",NA,NA,"Planta arborescente de flores alvas; crescendo à margem do crescendo à margem do Paraguaçu.",NA,"Estação da EMBASA","1980","06",NA,"Bahia",NA,NA,NA,"Vell.","-38.9558","-12.6183",NA,"Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Cachoeira",NA,NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","34881","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Macrae, J.","s.n.","Southern America","Brazil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"201","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","40137","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","syntype","Martius, C.F.P.","167","Southern America","Brazil",NA,NA,NA,"E00190947","sin. loc.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","11",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"202","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","18718","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","isotype","Ule, E.","9102","Southern America","Brazil",NA,"1615378",NA,NA,"Guaramiganga, Serra de Baturité","1910","09",NA,"Ceará","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2007","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"203","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","20880","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Isern, J.","6300","Southern America","Brazil",NA,NA,"6 sheets","MA556363","Morro de Sta. Teresa","1862","10","14","Rio de Janeiro","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2007","03",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"204","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27245","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Sales, M.; Travassos, Z.; Tshcá, M.","450","Southern America","Brazil",NA,NA,"Árvore com ca. de 3.5-4.0 m de alt.; Ma borda da mata.","BM000935289","Caruaru, Brejo dos Cavalos, Fazenda Caruaru.","1994","12","01","Pernambuco","Magnoliophyta","Solanales",NA,"Vell.","-36","-8.31",NA,"Knapp, S.",NA,"1100","1100",NA,NA,"1997","01","01","-36","-8.31","Dicotyledoneae",NA,NA,NA,NA,NA
"205","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27246","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gardner, G.","s.n.","Southern America","Brazil",NA,NA,"Shrub 10 ft. high. fl. white.; Woods.","BM000935290","Pernambuco.","1838","05",NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"206","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27247","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Harley, R.M.; Stannard, B.L.; Hind, D.J.N.; Kameyama, C.; Prado, J.; Rudall, P.; Simão, R.; T","25163","Southern America","Brazil",NA,NA,"Arbusto até 1.5 m alt., ereto, pétalas alvas e anteras amarelas.; Lajedo de rocha granítica.","BM000935291","8 km. ao O. [W] da cidade, na estrada para a Rodovia BR116.","1988","10","18","Minas Gerais","Magnoliophyta","Solanales",NA,"Vell.","-41.366667","-15.95",NA,"Nee, M.","Pedra Azul","600","600",NA,NA,"1990","01","01","-41.366667","-15.95","Dicotyledoneae",NA,NA,NA,NA,NA
"207","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27249","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Herrera Moreno, H.","11","Southern America","Brazil",NA,NA,"Arbusto, heliófilo, folha discolor, corola branca e anteras amarelas.","BM000935293","Parque Nacional da Tijuca, Estrada Dona Castorina, Vista Chinesa.","1978","01",NA,"Rio de Janeiro","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1995","06","23",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"208","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27250","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Duarte, A.P.","8010","Southern America","Brazil",NA,NA,"Planta de restinga arenosa, vegetação degradada.","BM000935294","Entre Ajuda e Porto Seguro.","1963","11","06","Bahia","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1995","06","23",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"209","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27252","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gardner, G.","238","Southern America","Brazil",NA,NA,NA,"E00394021","Rio de Janeiro; Tejuca.","1836","11",NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"210","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27252","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gardner, G.","238","Southern America","Brazil",NA,NA,NA,"BM000935299","Rio de Janeiro; Tejuca.","1836","11",NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"211","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27256","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Miers, J.","s.n.","Southern America","Brazil",NA,NA,NA,"BM000935300","Rio de Janeiro.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"212","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27258","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Glocker, E.F. von","78","Southern America","Brazil",NA,NA,NA,"BM000935303","Bahia.","1842","01","01",NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"213","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27260","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Lund, P.W.","s.n.","Southern America","Brazil",NA,NA,NA,"BM000935304","Ad Rio de Janeiro.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"214","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27261","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Alston-Lutz","226","Southern America","Brazil",NA,NA,NA,"BM000935305","Estrada D. Castorina (Gavea) a Vista Chinesa (Tijuca).","1938","10","27","Distrito Federal","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"215","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","27263","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","isosyntype","Blanchet, J.S.","3537","Southern America","Brazil",NA,NA,NA,"BM000935307","Moritiba.","1842","01","01",NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"216","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","27265","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Lockhart, D.","s.n.","Southern America","Brazil",NA,NA,NA,"BM000935309","Bahia.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"217","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","27267","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","holotype","Blanchet, J.S.","48","Southern America","Brazil",NA,NA,"Fl. verdatum","G00145555","[sin loc.]",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,"G00145555","Knapp, S.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"218","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","39006","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Martius, C.F.P.","259","Southern America","Brazil",NA,NA,NA,NA,"sin. loc.",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","10",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"219","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","41361","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","lectotype","Blanchet, J.S.","3537","Southern America","Brazil",NA,NA,NA,"G00145589","sin. loc.","1842","01","01",NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"220","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","41362","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana","syntype","Salzmann, P.","s.n.","Southern America","Brazil",NA,NA,"caulis fruticosus 6-8 pedalis, cor. alba; in collibus","G00145570",NA,"1830","01","01","Bahia","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,"G00145570","Knapp, S.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"221","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","6518","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Blanchet, J.S.","204","Southern America","Brazil",NA,"0001839",NA,NA,"sin. loc.",NA,NA,NA,"Bahia","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2005","07","23",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"222","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","73155","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.; Stehmann, J.R.","1938","Southern America","Brazil",NA,NA,"Arbusto, 1 m; flores com pétalas alvas, anteras amarelas. Frutos verdes; margens da estrada, anexo a pastagem",NA,"Estrada não pavimentada para Distrito de Talismã, ca. 18km após Santa Maria","2013","10","30","Minas Gerais","Magnoliophyta","Solanales",NA,"Vell.","-40.069667","-16.365778",NA,NA,"Santa Maria do Salto","666","666",NA,NA,NA,NA,NA,"-40.069667","-16.365778","Dicotyledoneae",NA,NA,NA,NA,NA
"223","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","73155","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.; Stehmann, J.R.","1938","Southern America","Brazil",NA,"166891","Arbusto, 1 m; flores com pétalas alvas, anteras amarelas. Frutos verdes; margens da estrada, anexo a pastagem",NA,"Estrada não pavimentada para Distrito de Talismã, ca. 18km após Santa Maria","2013","10","30","Minas Gerais","Magnoliophyta","Solanales",NA,"Vell.","-40.069667","-16.365778",NA,NA,"Santa Maria do Salto","666","666",NA,NA,NA,NA,NA,"-40.069667","-16.365778","Dicotyledoneae",NA,NA,NA,NA,NA
"224","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","73386","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Knapp, S.","IM-10678","Southern America","Brazil",NA,NA,"shrub 1.5 m; buds white, calyx lobes in bud white, slightly recurved; subosque de floresta ombrófila densa, próximo a riacho",NA,"Fazenda Duas Barras, Distrito de Talismã, RPPN Loredano Aleixo, trilha do pequizeiro, saindo em estrada não pavimentada, proximo a ponte","2013","10","30","Minas Gerais","Magnoliophyta","Solanales",NA,"Vell.","-40.044444","-16.410556",NA,"Knapp, S.","Santa Maria do Salto","813","813",NA,NA,"2013","01","01","-40.044444","-16.410556","Dicotyledoneae",NA,NA,NA,NA,NA
"225","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","74174","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Agra, M.F.; Silva, B.M.; Daneu, L.; Bohs, L.","7213","Southern America","Brazil",NA,NA,"Small tree 2-3 m tall. Corolla white. Fruit green, with inflated pedicel and calyx.; Mata atlântica.",NA,"Camacan, RPPN Serra Bonita, road linking Camacan with Jacarecí. Reserve headquarters and lodging near the communication towers","2009","12","08","Bahia","Magnoliophyta","Solanales",NA,"Vell.","-39.555556","-15.390361",NA,"Agra, M.F.",NA,"700","700",NA,NA,"2009","12",NA,"-39.555556","-15.390361","Dicotyledoneae",NA,NA,NA,NA,NA
"226","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","76435","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Agra, M.F.; Bohs, L.; Stern, S.; Lima, J.R.","7032","Southern America","Brazil",NA,NA,"Small tree 3-4 m. Flowers nodding with large calyx that becomes reflexed in fruit. Corollas white, anthers yellow.; Mata atlantica, interior of forest.",NA,"Jardim Botanico in Joao Pessoa, near Rio Juaguaribe.","2008","08","19","Paraiba","Magnoliophyta","Solanales",NA,"Vell.","-34.860194","-7.137889",NA,"Agra, M.F.","João Pessoa","20","20",NA,NA,"2008","08","19","-34.860194","-7.137889","Dicotyledoneae",NA,NA,NA,NA,NA
"227","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","97921","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gomes, F.S.; Guedes, M.L.; Silva, L.M.","1201","Southern America","Brazil",NA,"106810","subarbusto de ca. 0.8 m; folhas cartaceas, discolores; inflorescência com flores axilares, de cor branca; florest ombrófila densa secundaria",NA,"Ilha do França, na margem da ilha","2012","08","18","Bahia","Magnoliophyta","Solanales",NA,"Vell.","-38.866667","-15.85",NA,"Knapp, S.","Belmonte",NA,NA,NA,NA,"2014","10",NA,"-38.866667","-15.85","Dicotyledoneae",NA,NA,NA,NA,NA
"228","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","97932","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Noblick, L.R.","1123","Southern America","Brazil",NA,"03754",NA,NA,"Ondina, Jardim Zoologico","1979","04","03","Bahia","Magnoliophyta","Solanales",NA,"Vell.","-38.5108","-12.9711",NA,"Knapp, S.","Salvador",NA,NA,"26018","auto","2014","10",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"229","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","63604","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Guimarães, P.; Stranghetti, V.","21","Southern America","Brazil",NA,NA,"arbusto com frutos verde; borde de mata","CORD00013333","Estação Ecológica de Paulo de Faria","1991","07",NA,"São Paulo","Magnoliophyta","Solanales",NA,"Vell.","-49.38","-20.03",NA,"Knapp, S.","Paulo de Faria",NA,NA,"29574","auto","2012","02",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"230","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","96250","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Stehmann, J.R.; Barboza, G.E.; Zamerlan, P.; Mader, G.","5083","Southern America","Brazil",NA,"129159","arvoreta ca. 4 m; flores com cálice esverdeado, patente no botão, reflexo a fruticação; corola branca; frutos imaturos verdes; florest ombrófila densa montana",NA,"RPPN Serra Bonita","2008","09","25","Bahia","Magnoliophyta","Solanales",NA,"Vell.","-39.4958","-15.4192",NA,"Giacomin, L.L.","Camacan","740","740","22686","auto","2012","01","01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"231","2015-02-10 11:46:03-02","BM","SOLANACEAE_SOURCE_BR","97928","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Nunes, A.T.","s.n.","Southern America","Brazil",NA,"81522","arbusto; folhas concolores; flores pequenas alvas; remanaescente de mata atlantica",NA,"Parque Zoobotânico, trilha do Pau Pombo",NA,NA,NA,"Bahia","Magnoliophyta","Solanales",NA,"Vell.","-38.5108","-12.9711",NA,"Knapp, S.","Salvador",NA,NA,"26018","auto","2014","10",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"232","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","39427","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Pohl, J.B.E.","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","10","15",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"233","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","27267","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Blanchet, J.S.","48","Southern America","Brazil",NA,NA,"Fl. verdatum","BM000935311","[sin loc.]",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"234","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","6590","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Blanchet, J.S.","s.n.","Southern America","Brazil",NA,"1889_118260",NA,NA,"Ilheos","1840","01","01","Bahia","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2005","07","23",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"235","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27251","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Sucre, D.; Barroso, G.M.; Dunn, D.","5967","Southern America","Brazil",NA,NA,"Arbusto semi-umbrófilo, rupicola com mais ou menos 02 m. de altura; corola branca.","BM000935295","Jacarepaguá, Jacarepaguá, encosta Sul da Pedra de Itaúna.","1969","09","23","Rio de Janeiro","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1995","06","23",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"236","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","20691","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Hoehne, W.","5844","Southern America","Brazil",NA,NA,"arbusto 3 m; flores alvas; restinga","MA704103","Barra da Tijuca","1964","10","21","Rio de Janeiro","Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"2007","03",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"237","2015-02-10 11:46:02-02","BM","SOLANACEAE_SOURCE_BR","27268","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Blanchet, J.S.","1169","Southern America","Brazil",NA,NA,NA,"BM000935312","[sin loc.]",NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"238","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27252","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Gardner, G.","238","Southern America","Brazil",NA,NA,NA,"BM000935296","Rio de Janeiro; Tejuca.","1836","11",NA,NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"239","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","27253","O","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Sellow, F.","127","Southern America","Brazil",NA,NA,NA,"BM000935297","Rio de Janeiro.","1815","01","01",NA,"Magnoliophyta","Solanales",NA,"Vell.",NA,NA,NA,"Knapp, S.",NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
