"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"50","2020-12-21 16:45:03-03","MBM","MBM","138161","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Landrum, L.R.","5434","Northern America","Mexico",NA,NA,NA,NA,"MBM138161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"MBM138161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:45:03-03","MBM","MBM","74790","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Vincent, Karl A","3545","Northern America","USA","Louisiana",NA,NA,NA,"MBM074790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"MBM074790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:45:03-03","MBM","MBM","212635","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Jarenkow, J.A.","2752","Southern America","Brazil","Embrapa",NA,NA,NA,"MBM212635","Rio Grande do Sul","Pelotas",NA,NA,NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"L.","Jarenkow, J.A.","MBM212635",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:39:52-03","MBM","MBM","391815","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Schwirkowski, P.","37A","Southern America","Brazil","Serra Alta, Rio Banhados",NA,NA,"Flores brancas.; Brejo.","MBM391815","Santa Catarina","São Bento do Sul","2013","11","03","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,NA,NA,"L.","Brotto, M.L.","MBM391815",NA,"23090","auto","2014","08","20",NA,NA,NA,NA
"54","2020-12-21 16:45:03-03","MBM","MBM","344319","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina xalapensis","Keller, H.A.","4442","Southern America","Argentina","Guaraní. Predio Guaraní. Cerca del limite con Parque Prov. Caá Yarí, ruta prov. 15",NA,NA,"Borde de chaarco de agua, sobre camino. Hierba","MBM344319","Misiones",NA,"2007","09","29",NA,NA,NA,NA,NA,NA,NA,NA,"xalapensis","(Kunth) Pennel","Sosa, M.M.","MBM344319",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA
"55","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04078838","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Balansa, B.",NA,NA,"Paraguay","Ibitimi, dans les prés humides","hb",NA,"Prélèvement de fveuille pour Ahmadian H. & al., Mashhad, Iran, 02/2020, demande 143636 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04078838' target='other'> <mi>dwc_moreinfo</mi></a>","P04078838",NA,NA,"1874","9","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04078838_01",NA,NA,NA,NA,NA,NA,NA,NA,"2132",NA
"56","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P00673244","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Commerson, P.",NA,NA,"[Uruguay]","Montevideo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00673244' target='other'> <mi>dwc_moreinfo</mi></a>","P00673244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P00673244_01 P00673244_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04078829","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Gaudichaud, C.",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04078829' target='other'> <mi>dwc_moreinfo</mi></a>","P04078829","Rio Grande do Sul",NA,"1833","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04078829_01",NA,NA,NA,NA,NA,NA,NA,NA,"1869",NA
"58","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04078831","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Saint-Hilaire, A. de",NA,NA,"Uruguai","Banda Oriental.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04078831' target='other'> <mi>dwc_moreinfo</mi></a>","P04078831",NA,NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04078831_01",NA,NA,NA,NA,NA,NA,NA,NA,"2287",NA
"59","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04078837","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Saint-Hilaire, A.",NA,NA,"Uruguai","Banda Oriental del Uruguai.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04078837' target='other'> <mi>dwc_moreinfo</mi></a>","P04078837",NA,NA,"1816","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04078837_01",NA,NA,NA,NA,NA,NA,NA,NA,"C2 2287",NA
"60","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04078899","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Smith, L.B.",NA,NA,"Brasil","Rio Uruguaí, 3 km west of Itapiranga.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04078899' target='other'> <mi>dwc_moreinfo</mi></a>","P04078899","Santa Catarina","Itapiranga","1964","10","17","-53.73333","-27.16667",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04078899_01",NA,NA,NA,NA,NA,NA,NA,NA,"12653",NA
"61","2018-01-18 14:33:47-02","MNHN","RECOLNAT_MNHN_P","P04079049","PreservedSpecimen",NA,"Plantaginaceae","Veronica","peregrina","Veronica peregrina","Glaziou, A.",NA,NA,"Brasil","Biribiry.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04079049' target='other'> <mi>dwc_moreinfo</mi></a>","P04079049","Minas Gerais",NA,"1892","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,"P04079049_01",NA,NA,NA,NA,NA,NA,NA,NA,"19732",NA
"62","2020-12-11 11:40:16-03","UFMG","BHCB","65524","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Glaziou, AFM","19732","Southern America","Brasil",NA,NA,NA,NA,NA,"Minas Gerais","Diamantina","1892","03","25","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Dicotyledon",NA,NA,"L.",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-11 17:21:45-03","UFPR","UPCB","11546","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Ahles, H.E.","87853",NA,"Estados Unidos","Massachusetts, Hampshire, Disturbed area in the northwest corner of campus, University of Massachusetts, Amherst",NA,NA,NA,NA,NA,NA,"1980","05","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-11 17:21:45-03","UFPR","UPCB","11190","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina var. xalapensis","Ahles, H.E.","82601",NA,"United States","Massachusetts, Hampshire, disturbed area, vicinity of Hockanum Road, Northampton",NA,NA,NA,NA,NA,NA,"1977","06","01",NA,NA,NA,NA,NA,NA,NA,NA,"var. xalapensis","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2009-05-13 14:14:00-03","MO","MOBOT","100186882","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Julio A. Hurrell|Emilio A. Ulibarri|D. Bazzano","Hurrell 5875","South America","Argentina","Isla Martín García, playa cerca de la [c.t.a].",NA,NA,NA,NA,"Buenos Aires",NA,"2005","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","J. Hurrell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2010-03-16 14:09:00-03","MO","MOBOT","100261469","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","R. Chávez de Michel|Stephan G. Beck|Emilia García","Michel 479","South America","Bolivia","Alto Parapetí",NA,NA,NA,NA,"Santa Cruz","Cordillera","1985","9","1","-63.21666","-20.01666",NA,NA,NA,"800.00000000",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2015-02-02 14:21:00-02","MO","MOBOT","100296048","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Rainer W. Bussmann|Ashley Glenn|Carlos Vega Ocaña|G. Chait|M. Monigatti","Bussmann 16730","South America","Peru","Distrito Uchumarca, Chivane.",NA,NA,NA,NA,"La Libertad","Bolivar","2010","7","9","-77.7596667","-7.0458833",NA,NA,"3500.00000000","3600.00000000",NA,NA,NA,"L.","Eric Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","6"
"68","2011-04-18 09:03:00-03","MO","MOBOT","100366164","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Henry H. Rusby","Rusby 1854","South America","Bolivia","Sorata",NA,NA,NA,NA,"La Paz","Larecaja","1886","2",NA,"-68.6333333","-15.75",NA,NA,"3048.00000000",NA,NA,NA,NA,"L.","Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"69","2020-01-15 04:34:00-03","MO","MOBOT","100519731","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Jehizon Terán|D. Soux|E. Rodríguez|M. Aliaga","Terán Aguilar 3257","South America","Bolivia","Zona de Santa Isabel ladera Oeste próximo al río, a unos 85 km de la ciudad de Cochabamba.",NA,NA,NA,NA,"Cochabamba","Chapare","2008","12","5","-65.8369444","-17.1766667",NA,NA,"1800.00000000",NA,NA,NA,NA,"L.","R.Abbott (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2010-04-24 08:31:00-03","MO","MOBOT","2339499","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Osvaldo Morrone|Norma B. Deginani|Sandra S. Aliscioni","Morrone 3709","South America","Argentina","Ruta Prov. 19, a 7 km de Los Toldos camino a Lipeo",NA,NA,NA,NA,"Salta","Santa Victoria","2001","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Cialdella, A. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-05-27 04:37:00-03","MO","MOBOT","2963013","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Alfredo F. Fuentes|Moises Mendoza|Remy Roque","Fuentes Claros 10425","South America","Bolivia","ANMI Apolobamba, entre Piara y Laitiki, entre Pelechuco y Apolo. Bosque de yungas montano superior pluvial, con Weinmannia spp. y Clusia spp. Plantas sin alcoholizar. Inventario Fitosociologico Madidi 71",NA,NA,NA,NA,"La Paz","Franz Tamayo","2006","4","20","-69.0211111","-14.7866666",NA,NA,"2700.00000000",NA,NA,NA,NA,"L.","E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-26","1"
"72","2010-08-19 14:26:00-03","MO","MOBOT","3001255","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Roberto Kiesling","Kiesling 8331","South America","Argentina","Sur de El Fuerte, Finca Confines.",NA,NA,NA,NA,"Jujuy","Santa Bárbara","1992","11","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2012-04-06 11:19:00-03","MO","MOBOT","3036174","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","S. Llatas Quiroz","Llatas Quiroz 2563","South America","Peru","0.40 m de alto",NA,NA,NA,NA,"Lambayeque","Ferreñafe","1989","8","20",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,"L.","N. Hensold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2012-04-24 14:26:00-03","MO","MOBOT","3036286","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","W.G. Herter","Herter 765","South America","Uruguay",NA,NA,NA,NA,NA,"Montevideo",NA,"1929","11",NA,NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,"L.","id",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","2011-03-24 17:58:00-03","MO","MOBOT","3036535","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Steven R. King|E. Franquemont|C. Franquemont|Calvin R. Sperling","King 268","South America","Peru","Ccaparay, terraced, irrigated area on SE shore of Lake Piruray.",NA,NA,NA,NA,"Cusco","Urubamba","1982","2","11","-72.03333","-13.43333",NA,NA,"3800.00000000",NA,NA,NA,NA,"L.","T. Plowman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3036647","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","FUKUSHIMA","FUKUSHIMA 6359","South America","Peru",NA,NA,NA,NA,NA,"Cusco",NA,"1967","4","17",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","3036804","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","MOSELEY","MOSELEY 811","South America","Argentina","Sta rosa de los Andes to Uspallato pass",NA,NA,NA,NA,"Mendoza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-08-04 08:39:00-03","MO","MOBOT","3037007","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Abundio Sagástegui A.","Sagástegui Alva 8024","South America","Peru","Alrededores de Cajamarca",NA,NA,NA,NA,"Cajamarca",NA,"1975","6","16",NA,NA,NA,NA,"2670.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2015-12-18 05:22:00-02","MO","MOBOT","3037386","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Arnaldo López M.","López Miranda 8195","South America","Peru",NA,NA,NA,NA,NA,"La Libertad","Pataz","1974","6","25",NA,NA,NA,NA,"3450.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-10-22 11:36:00-02","MO","MOBOT","3037497","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","W. Fischer","Fischer 161","South America","Argentina",NA,NA,NA,NA,NA,"Río Negro","General Roca","1914","9",NA,NA,NA,NA,NA,"250.00000000","360.00000000",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-07-10 17:57:00-03","MO","MOBOT","3039632","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Troels M. Pedersen","Pedersen 1979","South America","Argentina","Flowers open in the afternoon. On rich black earth, fairly common, also on disturbed ground.",NA,NA,NA,NA,"Corrientes","Empedrado","1952","8","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","T.M.P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2011-03-01 10:04:00-03","MO","MOBOT","3039863","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Balduino Rambo","Rambo 43988","South America","Brazil","pr. P. Alegre",NA,NA,NA,NA,"Rio Grande do Sul",NA,"1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","3040163","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","FUKUSHIMA","FUKUSHIMA 6359","South America","Peru",NA,NA,NA,NA,NA,"Cusco",NA,"1967","4","17",NA,NA,NA,NA,"2000.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2011-03-07 08:50:00-03","MO","MOBOT","3040452","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Miguel Bang","Bang 2852","South America","Bolivia",NA,NA,NA,NA,NA,"Chuquisaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2010-06-18 17:06:00-03","MO","MOBOT","3040488","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Arturo E. Burkart","Burkart 10431","South America","Argentina",NA,NA,NA,NA,NA,"Buenos Aires",NA,"1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","3040618","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Felix Woytkowski","Woytkowski 34501","South America","Peru","Among low grasses in wet situation.",NA,NA,NA,NA,"Huánuco",NA,"1946","9","8",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,"L.","Ronald Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-12-30 21:41:00-02","MO","MOBOT","3040696","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Troels M. Pedersen","Pedersen 2759","South America","Argentina",NA,NA,NA,NA,NA,"Corrientes","Mburucuyá","1954","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","T.M.Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-10-13 14:38:00-03","MO","MOBOT","3040986","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","L. van der Hoogte|C. Roersch","van der Hoogte 1487","South America","Peru","Moho",NA,NA,NA,NA,"Huánuco",NA,"1981","12","21",NA,NA,NA,NA,"3900.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3250211","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Nur Ritter","Ritter 1371","South America","Bolivia","Town of Incachaca. Man-made laguna ca 3 km east of Incachaca. Area = 1.5 ha. Veg type: Bosque Humedo Montano.",NA,NA,NA,NA,"Cochabamba","Chapare","1994","10","30","-65.81555","-17.24916",NA,NA,"2385.00000000",NA,NA,NA,NA,"L.","G.E. Crow (NHA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2013-07-28 05:58:00-03","MO","MOBOT","472891","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Gunnar Wilhelm Harling|G.T. Storm|Bertil Ström","Harling 8672","South America","Ecuador",NA,NA,NA,NA,NA,"Cañar",NA,"1968","4","23",NA,NA,NA,NA,"3100.00000000",NA,NA,NA,NA,"L.","Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","472901","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","L.B. Holm-Nielsen|S. Jeppesen","Holm-Nielsen 1234","South America","Ecuador","Pilalo.",NA,NA,NA,NA,"Cotopaxi",NA,"1968","7","3","-79.03333","-0.95",NA,NA,"2400.00000000",NA,NA,NA,NA,"L.","S. Jeppesen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","472910","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Noel H. Holmgren|Stephen Crisafulli|Jef D. Boeke|Steven E. Clemants","Holmgren 10137","South America","Ecuador",NA,NA,NA,NA,NA,"Napo",NA,"1982","7","23",NA,NA,NA,NA,"3370.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","472919","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Noel H. Holmgren|Stephen Crisafulli|Jef D. Boeke|Steven E. Clemants","Holmgren 10145","South America","Ecuador",NA,NA,NA,NA,NA,"Chimborazo",NA,"1982","7","25",NA,NA,NA,NA,"2720.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-06-09 22:31:00-03","MO","MOBOT","472930","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Jaime L. Jaramillo","Jaramillo Asanza 7092","South America","Ecuador",NA,NA,NA,NA,NA,"Chimborazo",NA,"1984","8","30",NA,NA,NA,NA,"2400.00000000",NA,NA,NA,NA,"L.","Molau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2013-12-07 06:14:00-02","MO","MOBOT","472940","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Francisco Prieto","Prieto E-2744","South America","Ecuador",NA,NA,NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,NA,NA,"2500.00000000","2715.00000000",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","472948","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Weydahl, E.","Weydahl 32","South America","Ecuador",NA,NA,NA,NA,NA,"Cotopaxi",NA,NA,NA,NA,NA,NA,NA,NA,"3650.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","472958","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Benkt Sparre","Sparre 18358","South America","Ecuador",NA,NA,NA,NA,NA,"Tungurahua",NA,NA,NA,NA,NA,NA,NA,NA,"4200.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","472970","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","M. Acosta-Solis","Acosta-Solís 5871","South America","Ecuador",NA,NA,NA,NA,NA,"Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,"2640.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","472980","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","M. Acosta-Solis","Acosta-Solís 8024","South America","Ecuador",NA,NA,NA,NA,NA,"Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,"2850.00000000","3000.00000000",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","472990","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","M. Acosta-Solis","Acosta-Solís 10004","South America","Ecuador",NA,NA,NA,NA,NA,"Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,"2800.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2012-07-25 13:19:00-03","MO","MOBOT","478129","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","James C. Solomon","Solomon 18347","South America","Bolivia","5.5 km al noreste de Calacoto a lo largo del Río Achumani. Puna semi-árida con Baccharis, Senna, Eupatorium.",NA,NA,NA,NA,"La Paz","Murillo","1988","5","10","-68.06666","-16.5",NA,NA,"3700.00000000",NA,NA,NA,NA,"L.","K, Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-89","10"
"102","2008-05-27 22:02:00-03","MO","MOBOT","479126","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","James C. Solomon","Solomon 10905","South America","Bolivia","Flood plain of Río Guadalquivir opposite Tarija. Heavily disturbed with Acacia, Schinus and Prosopis.",NA,NA,NA,NA,"Tarija","Cercado","1983","9","30","-64.73333","-21.51666",NA,NA,"1800.00000000",NA,NA,NA,NA,"L.","K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-90","2"
"103","2011-06-09 17:24:00-03","MO","MOBOT","796175","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Percy Núñez V.","Núñez Vargas 7615","South America","Peru","Chisiccata, Yauri. Bosque húmedo-montano Cusco subtropical (bh-ms) subpáramo 100 km de al Sur; Superficie plana alto andina; Especies arbóreas importantes, Escallonia resinosa, E. myrtilloides, E. peridula, Polylepis sp., Buddleia sp.",NA,NA,NA,NA,"Cusco","Espinar","1987","3","28","-71.33333","-15",NA,NA,"4000.00000000",NA,NA,NA,NA,"L.","K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-9","5"
"104","2008-05-27 22:02:00-03","MO","MOBOT","882324","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","J. Richard Abbott","Abbott 15379","South America","Ecuador","Quito; in El Parque La Carolina, proposed site of Quito Botanical Garden; disturbed area with artificial mounds of dirt.",NA,NA,NA,NA,"Pichincha","Quito","1994","10","14","-78.5","-0.11666",NA,NA,"2800.00000000",NA,NA,NA,NA,"L.","K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2008-05-27 22:02:00-03","MO","MOBOT","882333","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","J. Richard Abbott","Abbott 15389","South America","Ecuador","Quito; in El Parque La Carolina, proposed site of Quito Botanical Garden; disturbed area with artificial mounds of dirt.",NA,NA,NA,NA,"Pichincha","Quito","1994","10","15","-78.5","-0.11666",NA,NA,"2800.00000000",NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
