"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"88","2015-09-04 05:54:34-03","MNHN","RECOLNAT_MNHN_P","P02463773","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden","Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,"hb","Catalogus Geographicus Plantarum Brasiliae Tropicae. s.d. Donné par la Direction du Jardin Royal de Kew. 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02463773' target='other'> <mi>dwc_moreinfo</mi></a>","P02463773","P02463773_01",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3938",NA,NA,NA
"89","2015-09-04 05:54:34-03","MNHN","RECOLNAT_MNHN_P","P02463776","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden","s.c.",NA,"1839","1",NA,"Brasil","São Paulo","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02463776' target='other'> <mi>dwc_moreinfo</mi></a>","P02463776","P02463776_01","1",NA,"Brésil, pr. St. Paul. São Paulo, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-04 05:54:34-03","MNHN","RECOLNAT_MNHN_P","P02463788","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden","Riedel",NA,NA,NA,NA,"Brasil",NA,"hb",". s.d. 78 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02463788' target='other'> <mi>dwc_moreinfo</mi></a>","P02463788","P02463788_01",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1764",NA,NA,NA
"91","2020-12-11 11:32:29-03","UFMG","BHCB","147907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén.",NA,"Fernandes, R; Chaves, C; Hattori, EKO; Vale, AA","843","2011","03","Southern America","Brasil","Minas Gerais",NA,"Campos de altitude, arbusto 1 m de altura, capíttulo de flores femeninas creme, botões verdes.",NA,NA,"17","Delfim Moreira","Serra da Mantiqueira, Fazenda da Onça, trilha do pico do carasco.","-45.338","-22.611972","1853","1853",NA,NA,NA,NA,"-45.338","-22.611972",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:32:29-03","UFMG","BHCB","32297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén.",NA,"Hoehne, W","s.n.","1946","11","Southern America","Brasil","São Paulo",NA,"Forma masculina.",NA,NA,"28",NA,"Próximo à Jaraguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2012-02-16 11:20:00-02","MO","MOBOT","3284733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","Keiichi Mizoguchi","Mizoguchi 2345","1985","3","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"25","Guaíba","Bairro Passopetim.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,"1",NA,NA
"94","2011-02-17 08:48:00-02","MO","MOBOT","2598725","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","P. Dusén","Per Dusén","Dusén 16587","1915","2","South America","Brazil","Paraná",NA,NA,NA,NA,"1",NA,"Jaguarizahyva in campo.",NA,NA,"720.00000000",NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-10-31 05:50:00-02","MO","MOBOT","3291054","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","Wilson Hoehne","Hoehne 1606","1946","1","South America","Brazil","São Paulo",NA,NA,NA,NA,"2",NA,"Caieiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"96","2015-10-31 05:50:00-02","MO","MOBOT","3291081","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","Wilson Hoehne","Hoehne 1605","1945",NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"Caieiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"97","2015-10-31 05:50:00-02","MO","MOBOT","3291131","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","Wilson Hoehne","Hoehne 1972","1946","5","South America","Brazil","São Paulo",NA,NA,NA,NA,"3",NA,"Alto da Lapa. Cap. S. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"98","2015-10-31 05:50:00-02","MO","MOBOT","3292062","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Irmao Tedoro Luis","Wilson Hoehne","Hoehne 2079","1948",NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Via Anhanguera Km 25-Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2015-10-31 05:50:00-02","MO","MOBOT","3300800","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","Wilson Hoehne","Hoehne 1983","1946","6","South America","Brazil","São Paulo",NA,NA,NA,NA,"7",NA,"Prx. Jaraguá. (Capital de S. Paulo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"100","2021-01-26 14:12:18-03","CPACT","ECT","3731","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G.Heiden","O.A.Fávero",NA,"2016","01",NA,"Brasil","São Paulo",NA,NA,"ECT0003731","ECT0003731","21","Campos do Jordão","Colônia Umuarama. Vertente próxima à entrada do condomínio. Campo antrópico colonizado por ruderais. Altitude obtida a partir de dados de coordenadas geográficas.","-45.5625","-22.773333","1809","1809",NA,"2017","11","06","45º33'45''W","22º46'24''S",NA,NA,NA,NA,NA,NA,NA
"101","2021-01-26 14:12:18-03","CPACT","ECT","5366","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G.Heiden","M.Monge","2438","2014","02",NA,"Brasil","Paraná",NA,NA,"ECT0005366","ECT0005366","15","Ponta Grossa","Parque Estadual Vila Velha. Lagoa Tarumã. Altitude obtida a partir das coordenadas geográficas.","-50.425","-25.837778","822","822",NA,"2018","11","08","50º25'30''W","25º50'16''S",NA,NA,NA,NA,NA,NA,NA
"102","2021-01-26 14:12:18-03","CPACT","ECT","643","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G.Heiden","J.M.Budel; I.J.M.Takeda",NA,"2016","03",NA,"Brasil","Paraná",NA,NA,"ECT0000643","ECT0000643","28","Ponta Grossa","Parque Estadual de Vila Velha. Campo rupestre. Coordenadas geográficas obtidas a partir dos dados de localidade, Parque Estadual de Vila Velha.","-50.021111","-25.246111","800","800",NA,"2016","06","28","50º1'16''W","25º14'46''S",NA,NA,NA,NA,NA,NA,NA
"103","2021-01-26 14:12:18-03","CPACT","ECT","647","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G.Heiden","J.M.Budel; I.J.M.Takeda",NA,"2016","03",NA,"Brasil","Paraná",NA,NA,"ECT0000647","ECT0000647","28","Ponta Grossa","Parque Estadual de Vila Velha. Campo rupestre. Coordenadas geográficas obtidas a partir dos dados de localidade, Parque Estadual de Vila Velha.","-50.021111","-25.246111","800","800",NA,"2016","06","28","50º1'16''W","25º14'46''S",NA,NA,NA,NA,NA,NA,NA
"104","2021-01-26 14:12:18-03","CPACT","ECT","3699","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G.Heiden","O.A.Fávero",NA,"2016","01",NA,"Brasil","São Paulo",NA,NA,"ECT0003699","ECT0003699","21","Campos do Jordão","Colônia Umuarama. Vertente próxima à entrada do condomínio. Campo antrópico colonizado por ruderais. Altitude obtida a partir de dados de coordenadas geográficas.","-45.5625","-22.773333","1809","1809",NA,"2017","11","06","45º33'45''W","22º46'24''S",NA,NA,NA,NA,NA,NA,NA
"105","2020-09-12 05:00:02-03","US","US","1690510","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"L. Riedel","1764","1833",NA,"South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726536","US01726536_01",NA,NA,"In campo sireis, S. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"106","2020-09-12 05:00:02-03","US","US","1953735","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"W. Hoehne","1984","1946","7","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726537","US01726537_01","3",NA,"Prx. Jaraguá (Capital de S. Paulo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"107","2020-09-12 05:00:02-03","US","US","2144312","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"W. Hoehne","2079","1948","10","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726530","US01726530_01","28",NA,"Via Anhanguéra Km 25.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"108","2020-09-12 05:00:02-03","US","US","1423905","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"-- Brade","7162","1914","1","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726531","US01726531_01","18",NA,"Villa Mariana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"109","2020-09-12 05:00:02-03","US","US","1280395","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"P. K. Dusén","7604","1909","1","South America - Neotropics","Brazil",NA,NA,NA,"US00129361","US00129361_01","20",NA,"Desvio Ribas.",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"110","2020-09-12 05:00:02-03","US","US","389594","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"C. Novaes","77",NA,NA,"South America - Neotropics","Brazil","Espírito Santo",NA,NA,"US01726528","US01726528_01",NA,NA,"Do Rinkea. [interpreted] Campinas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"111","2020-09-12 05:00:02-03","US","US","1423914","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"-- Brade","5436","1911","12","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726532","US01726532_01","31",NA,"Ypiranga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"112","2020-09-12 05:00:02-03","US","US","3355810","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"O. S. Ribas & L. B. Pereira","1620","1997","2","South America","Brazil","Paraná",NA,NA,"US01726535","US01726535_01","8",NA,"Fazenda Barros ( Mun. Jaguariaíva).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"113","2020-09-12 05:00:02-03","US","US","1424126","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"A. Hammar","16608","1903","1","South America","Brazil",NA,NA,NA,"US01726533","US01726533_01","10",NA,"Heorto Botanico, Museu Paulista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"114","2020-09-12 05:00:02-03","US","US","1902551","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"J. Rombouts","2555","1938","6","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726529","US01726529_01","15",NA,"Campos do Jordão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"115","2020-09-12 05:00:02-03","US","US","1424131","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"-. Luederwaldt","258/16613","1906","6","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726534","US01726534_01","16",NA,"Ypiranga. Muse Paulista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"116","2020-09-12 05:00:02-03","US","US","1953734","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme",NA,"W. Hoehne","1983","1946","6","South America - Neotropics","Brazil","São Paulo",NA,NA,"US01726538","US01726538_01","7",NA,"Prx. Jaraguá (Capital de S. Paulo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"117","2020-09-12 05:00:02-03","US","US","1481679","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","subumbelliformis","Baccharis subumbelliformis","Heering ex Malme",NA,"P. K. Dusén","16587","1915","2","South America","Brazil","Paraná",NA,NA,"US00129363","US00129363_01","1",NA,"Jaguariahyba.",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"118","2021-03-15 18:25:24-03","USP","SPF","208275","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden, G","Heiden, G; Iganci, JRV; Silva, JM; Vaz, JM","1438","2010","12",NA,"Brasil","Paraná",NA,"Arbusto ca. 1 m alt. Ramos castanhos. Folhas vernicosas, verdes. Capítulos em botão.","SPF00208275",NA,"16","Jaguariaíva","Rio das Mortes. PR 151, próximo a ponte.","-49.650833","-24.209722","772","772",NA,"2010","12","16","-49.650833","-24.209722",NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 18:25:24-03","USP","SPF","220670","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden, G","Antar, GM","835","2015","05",NA,"Brasil","São Paulo",NA,"Arbusto ca. 50 cm alt. Capítulos passados castanhos.; Campo de altitude. Solo argiloso seco.","SPF00220670",NA,"13","Campos do Jordão","Estrada para o Pico do Itapeva. Beira da estrada.","-45.553161","-22.759153","1768","1768",NA,"2015","05",NA,"-45.553161","-22.759153",NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 18:25:24-03","USP","SPF","225761","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden, G; França, VG","França, VG","55","2014","04",NA,"Brasil","São Paulo",NA,"Arbusto de 1,8 m alt. Heliófita. Indivíduo solitário. Capítulo verde a amarelo. Estigma amarelo. Pápus branco.; Solo areno-pedregoso.","SPF00225761",NA,"25","São Paulo","Parque Estadual do Jaraguá","-46.769444","-23.475833","959","959",NA,"2014","07",NA,"-46.769444","-23.475833",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-25 13:51:37-03","UNIVILLE","JOI","12945","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","JCM","Melo-Júnior, J.C.F.","1058","2011","11",NA,"Brasil","Santa Catarina",NA,"Estéril. RAA/F; HABITAT: restinga arbustiva; HABITO: ambiente pós dunas","JOI012945",NA,"09","São Francisco do Sul","Parque Estadual Acaraí.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA
"122","2019-09-04 19:36:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla",NA,NA,"P. Dusén","16587",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"123","2019-06-24 08:12:22-03","IAC","IAC","12931","S","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","G. Heiden","R.P. Malagarriga Heras","s/nº","1946","06",NA,"Brasil","São Paulo",NA,NA,NA,NA,"07","São Paulo","próximo a Jaguara","-46.6361","-23.5475",NA,NA,NA,"2010","11","07","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA
"124","2019-01-25 15:33:49-02","IAC","IAC","17288","S","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén","R.P. Malagarriga Heras","W. Hoehne","2079","1948","10",NA,"Brasil","São Paulo",NA,"(forma Masculina)",NA,NA,"28","São Paulo","Via Anhanguera, km 25","-46.6361","-23.5475",NA,NA,NA,"1948","10","28","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA
"125","2019-01-25 15:33:49-02","IAC","IAC","2555","S","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén","J.M.F. Toledo","J.E. Rombouts","s/nº","1938","06",NA,"Brasil","São Paulo",NA,NA,NA,NA,"15","Campos do Jordão",NA,"-45.5914","-22.7394",NA,NA,NA,"1941","10","21","-45.5914","-22.7394",NA,NA,NA,NA,NA,NA,NA
"126","2020-07-23 11:58:47-03","CEPLAC","CEPEC","69745","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla",NA,"I. Teodoro","W. Hoehne",NA,"1946","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,"28","SÃO PAULO","Próximo a Jaraguá.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"08/11/1953",NA
"127","2020-12-17 17:06:59-03","UEM","HUEM","25867","S","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Adriano Maruyama","T. de Felice; A. Sciamarelli","s.n.","1993","01",NA,"Brasil","São Paulo",NA,"Arbusto 1,0m flores creme e apenas masculinas. Doado UEC 27929.","HUEM000001236","HUEM000001236","02","Várzea Paulista","Serra do Mursa","-46.8199996948242","-23.2099990844727",NA,NA,NA,"2020","05","17",NA,NA,"5590","auto",NA,NA,NA,NA,NA
"128","2019-11-01 14:53:23-03","UnB","UB","122185","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","Heiden, G","Hoehne, W","SPF11984","1946","07","Southern America","Brasil","São Paulo",NA,"Forma feminina",NA,NA,"03",NA,"Próximo a Jaraguá",NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-01 14:53:23-03","UnB","UB","122186","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","Luiz, T","Hoehne, W","SPF12097","1946","11","Southern America","Brasil","São Paulo",NA,"Forma masculina",NA,NA,"28",NA,"Próximo a Jaraguá",NA,NA,NA,NA,NA,"1953","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-01 14:53:23-03","UnB","UB","5597","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","Heiden, G","Gomes Júnior, JC","1657","1964","03","Southern America","Brasil","São Paulo",NA,"Capítulos alvos.; Arbusto 1,5m",NA,NA,"18","Campos do Jordão","Estrada do areal, Vale do rio Coxim","-45.5900001525879","-22.7299995422363",NA,NA,NA,"2011","04",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"131","2019-05-06 11:52:39-03","UFU","HUFU","60012","S","Plantae",NA,NA,"Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","Heiden, G.","Xavier, S.; Caetano, E.","03","1991","02",NA,"Brasil","São Paulo",NA,"Arbusto, ca. 1 m alt. Flores amarelo-claro.","HUFU00042191","HUFU00042191","19","Campos do Jordão","Parque Estadual Campos do Jordão, trilha do rio Sapucaí, na orla do campo.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"2016","05","10",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"132","2021-03-04 15:42:28-03","IF","SPSF","14220","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G.Heiden","S.Xavier & E. Caetano","3","1991","02","América do Sul","Brasil","SP",NA,"COLETA: XLS: SPSFAntigo&nf;Orla de campo&nf;Arbusto 1m altura; flores cor amarelo-claro.; GEOGRAFIA: Trilha do rio Sapucaí;",NA,NA,"19","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"2011","06","17",NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA
"133","2021-03-04 15:42:28-03","IF","SPSF","39683","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G.Heiden","J.B.Baitello & O.T. Aguiar & R.Cielo-Filho","2045","2008","03","América do Sul","Brasil","SP",NA,"COLETA: Arbusto, flores claras.; GEOGRAFIA: Trilha da Vila;",NA,NA,"26","Itapeva","Estação Ecológica","-49.068333","-24.076389","750","750",NA,"2011","06","17",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"134","2021-03-04 15:42:28-03","IF","SPSF","39740","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G.Heiden","R.Cielo-Filho & J.B.Baitello & A.P.Ribeiro","702","2008","02","América do Sul","Brasil","SP",NA,"COLETA: Arbusto 2 m, flor alva.; GEOGRAFIA: Aceiro de rodovia;",NA,NA,"27","Itapeva","Estação Ecológica","-49.068889","-24.075","750","750",NA,"2011","06","17",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"135","2021-03-04 15:42:28-03","IF","SPSF","41685","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G.Heiden","O.A.Fávero",NA,"2009","04","América do Sul","Brasil","SP",NA,"COLETA: Nome popular: vassoura&nf;Subarbusto 80cm, capítulos femininos.; GEOGRAFIA: Vertente próximo à Portaria do Condomínio.;",NA,NA,"25","Campos do Jordão","Colônia Umuarama","-45.5625","-22.773333",NA,NA,NA,"2011","06","22",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"136","2021-03-04 15:42:28-03","IF","SPSF","41686","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G.Heiden","O. A. Fávero",NA,"2009","02","América do Sul","Brasil","SP",NA,"COLETA: Subarbusto 80cm; capitulos masculinos.; GEOGRAFIA: Vertente próximo à Portaria do Condomínio.;",NA,NA,"24","Campos do Jordão","Colônia Umuarama","-45.5625","-22.773333",NA,NA,NA,"2011","06","22",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"137","2021-03-04 15:42:28-03","IF","SPSF","51394","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusen ex Malme","G. Heiden","A. Maruyama & L. Cicco","331","2016","02","América do Sul","Brasil","SP",NA,"COLETA: Arbusto ca. 1,5 m alt. Capítulos de coloração branca.; GEOGRAFIA: Campo de Altitude;",NA,NA,"24","Campos do Jordão",NA,"-45.544722","-22.668611","1432","1432",NA,"2016","02","25",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"138","2021-03-04 15:42:28-03","IF","SPSF","52801","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","P.A.São José","R. J. Almeida-Scabbia et al.","884","2012","12","América do Sul","Brasil","SP",NA,"COLETA: Arbusto com aprox. 40cm de altura. Botões esverdeados.; GEOGRAFIA: Cerrado alterado com plantas ruderais e gado.;",NA,NA,"04","Guarulhos",NA,"-46.456389","-23.396667","700","700",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"139","2021-03-04 15:42:28-03","IF","SPSF","53551","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Baccharis","sphenophylla","Baccharis sphenophylla","Dusén ex Malme","A.Maruyama","A.Maruyama & L.Cicco","1136","2018","04","América do Sul","Brasil","SP",NA,"COLETA: Arbusto com aprox. 1,5 m de altura. Capítulos brancos.; GEOGRAFIA: Campo de Altitude. Próximo ao Cruzeiro, no Km 48.;",NA,NA,"23","Cunha",NA,"-44.96","-23.086944","1050","1050",NA,"2018","04","24",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
