"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1014009","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","E. P. Heringer","16873",NA,NA,NA,"South America","Brazil","Distrito Federal","Brasília","Escola Fazendaria.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014009","NY01014009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1013993","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","H. S. Irwin","5918","1964","09","04","South America","Brazil","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013993","NY01013993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1013994","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","H. S. Irwin","10920","1965","12","02","South America","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, ca. 11 km N. of Corumbá de Goiás","-48.8086","-15.82419","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013994","NY01013994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01090739","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. R. I. Wood","T. B. Cavalcanti","397","1989","03","08","South America","Brazil","Goiás","Alto Paraíso de Goiás","Colinas do Sul- GO-118; km 25. Proximo a Vila Sao Jorge; 1 km oeste","-47.87","-14.18","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225167' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090739","NY01090739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1014001","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","D. F. Austin","H. S. Irwin","11050","1965","12","04","South America","Brazil","Distrito Federal",NA,"Near Rio Descoberto, on the Goiás - D. F. boundary between Anápolis and Brasília","-48.25","-15.97","1010","1010","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014001","NY01014001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1014003","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","D. F. Austin","H. S. Irwin","11830","1966","01","20","South America","Brazil","Goiás","Goiás","Serra Dourada, 20 km S.E. of Goiás Velho","-50.00111111","-16.0611","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107000' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014003","NY01014003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1581526","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","H. S. Irwin","33150","1971","03","25","South America","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, ca. 42 km N of Alto do Paraíso","-47.5167","-13.73709","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1856475' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581526","NY01581526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1014006","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. A. Kallunki","H. S. Irwin","8477","1965","09","19","South America","Brazil","Distrito Federal","Brasília","Chapada do Contagem, ca. 30 km N.E. of Brasília","-47.71872","-15.5916","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014006","NY01014006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00980500","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. F. B. Pastore","T. B. Cavalcanti","1834","1995","10","07","South America","Brazil","Goiás","Campinaçu","Fazenda Praia Grande. Estrada de acesso pela margem esquerda do Rio Praia Grande.","-48.57","-14.03","510","510","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980500","NY00980500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1014010","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","D. F. Austin","T. B. Cavalcanti","456","1989","03","17","South America","Brazil","Goiás","Goiás","Serra Dourada.","-50.12","-16.05","920","920","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014010","NY01014010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01090713","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. R. I. Wood","H. S. Irwin","32937","1971","03","22","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 22 km N of Alto Paraíso","-47.5167","-13.91786","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225146' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090713","NY01090713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1014008","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","E. P. Heringer","1576","1979","06","18","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107005' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014008","NY01014008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01090738","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. R. I. Wood","H. S. Irwin","34160b","1972","01","15","South America","Brazil","Goiás","Pirenópolis","Serra dos Pirineus, ca. 10 km E. of Pirenópolis","-48.85664","-15.85","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090738","NY01090738_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1014011","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. I. de A. Falcao","G. G. Hatschbach","31952","1973","05","15","South America","Brazil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Rod. Campo Grande-Cuiaba.","-54.8442","-18.9183",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014011","NY01014011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1013995","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","H. S. Irwin","11570","1966","01","11","South America","Brazil","Distrito Federal","Brasília","Córrego Cavanças, near Chapada da Contagem, ca. 22 km N. E. of Brasília","-47.77152","-15.64272","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013995","NY01013995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1013999","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão-Bianchini","H. S. Irwin","34374","1972","01","16","South America","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 21 km E. of Pirenópolis.","-48.75395","-15.85","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013999","NY01013999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1014007","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","D. F. Austin","W. R. Anderson","10123","1973","05","11","South America","Brazil","Goiás","Goiás","Serra Dourada, ca. 16 km (straight line) S of Goiás Velho; cerrado on SE slopes","-50.1333","-16.06885","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107004' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014007","NY01014007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1014002","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","D. F. Austin","H. S. Irwin","11768","1966","01","19","South America","Brazil","Goiás","Goiás","Serra Dourada, Summit of Serra Dourada, 20 km S.E. of Goiás Velho","-50.00122","-16.0611","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014002","NY01014002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01090716","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","J. R. I. Wood","W. R. Anderson","6662","1973","03","08","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 25 km by road N of Alto Paraíso","-47.3578","-13.9584","1700","1700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225155' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090716","NY01090716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:29:56-03","UFRJ","RFA","12258","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão Bianchini","A.P. Duarte","10758","1967","12","18",NA,"Brasil","Goiás","Goiás","Chapada dos Veadeiros","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"RFA39760",NA,"2010","10","29","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:29:56-03","UFRJ","RFA","12862","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão Bianchini","A.P. Duarte","10202","1967","01","21",NA,"Brasil","Goiás","Goiás","Serra Dourada","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"RFA39762",NA,"2010","10","29","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:29:56-03","UFRJ","RFA","18989","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão Bianchini","Cézio Pereira","612","1977","07","25",NA,"Brasil","Goiás","Goiás","Goiás Velho","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Erva lenhosa","RFA15925",NA,"2010","10","29","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:23-03","UFRJ","RFA","15738","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Joaquim Falcão","G.G. Hatschbach","31952","1973","05","15",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Rodovia Campo Grande - Cuiabá","-54.8442001342773","-18.9181003570557",NA,NA,NA,"Volúvel; flor rosada","RFA13611",NA,"1973",NA,NA,"87429","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:29:56-03","UFRJ","RFA","6859","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Joaquim Falcão","A.P. Duarte",NA,"1958","12","00",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do cipó. Chapéu do Sol",NA,NA,NA,NA,NA,"Planta rastejante. Flores alvas","RFA26612",NA,"1975","04","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:56-03","UFRJ","RFA","8606","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Joaquim Falcão","A.P. Duarte","10758","1957","12","18",NA,"Brasil","Goiás","Goiás","Chapada dos Veadeiros","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Planta ereta com flores róseas","RFA27644",NA,"1975","04","08","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:29:56-03","UFRJ","RFA","11892","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R. Simão Bianchini","A.P. Duarte","10208","1967","01","21",NA,"Brasil","Goiás","Goiás","Serra Dourada","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"RFA39763",NA,"2010","10","29","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 10:43:23-03","EBDA","BAH","2390","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Joaquim Inacia A. Falcão","Oliveira, E.L.P.G. de","227","1980","08","21",NA,"Brasil","Bahia","Irecê","Logo depois de Baixões de Cima, rumo ao algodão - Margem da estrada.","-41.8558","-11.3042",NA,NA,NA,"Trepadeira com flôres azul claro.",NA,NA,"1982","05",NA,"19644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:34:26-03","NBC","NL-BOTANY","WAG.1529213","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.",NA,"Anderson WR",NA,"1973","05","11","Southern America","Brazil",NA,NA,"c. 16 km S of Goiás Veho; cerrado on SE slopes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1529213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1529213","NL-WAG1529213",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:05:28-03","ESALQ","ESA","113345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia",NA,"Moreira, A.L.C.","Bosquetti, L.B.","770.0","2007","05","12",NA,"Brasil","Goiás","Cocalzinho de Goiás",NA,"-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,"ESA113345","ESA113345","2013","05","02","56114","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:05:28-03","ESALQ","ESA","90134","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia",NA,"Moreira, A.L.C.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4539.0","2005","01","23",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada para a Vila de São Jorge. Campo limpo com cerrado adjacente","-47.5099983215332","-14.1324996948242","1080","1080",NA,"Erva, ca. 1,2m alt. Flores róseas","ESA090134","ESA090134","2013","05","02","44724","auto",NA,"-47,760,278","-14,150,833",NA,NA,NA,NA,NA
"41","2021-01-14 15:27:26-03","MN","R","12337","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.",NA,"Glaziou, A.F.M","21793","1895","01","15",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000012337","R000012337_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:27:26-03","MN","R","136394","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Simão-Bianchini, R.","Mello Filho, L.E.","4319","1976","06","17",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:27:26-03","MN","R","139359","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Costa, J.A.F.","Irwin, H.S.","8477","1965","09","19",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:27:26-03","MN","R","40278","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.",NA,"Ule, E.H.G.","333","1892","11",NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:27:26-03","MN","R","200822","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","Senna, L.M.","Barcia, J.C.C.; et al","1412","1984","05","09",NA,"Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,"1984",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:33:36-03","UFJF","CESJ","29600","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","pinifolia","Ipomoea pinifolia","Meisn.","R.S.Bianchini","T.B. Cavalcanti; et al.","1448","1995","06","22","América do Sul","Brasil","Goiás","Minaçu","Estrada Minacu #?# UHE Serra da Mesa, A 8 Km da Barreira da Uhe Serra da Mesa","-48.2200012207031","-13.5331001281738",NA,NA,NA,"Flor rosa #?# clara externamente, botões róseos com ápice branco.","CESJ029600",NA,"2004","04","18","54065","auto",NA,NA,NA,NA,NA,NA,NA,NA
