"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex","typeStatus"
"89","2019-10-09 11:14:58-03","UFBA","ALCB","125477","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Alunos de Botânica BIOC05","24818","2016","05","28","Southern America","Brasil",NA,NA,"Folíolos discolores. Fruto legume,maduro , deiscente, vináceo.","ALCB027346","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Esplanada","Litoral Norte, Baixio, Caminho para Lagoa Azul.","-37.933333","-11.783333","ALCB027346",NA,NA,NA,NA,"2016","-37.933333","-11.783333","10",NA,NA,NA,NA,NA,NA,NA
"90","2019-10-09 11:14:58-03","UFBA","ALCB","126471","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Alunos de Botânica BIOC05","25228","2016","10","23","Southern America","Brasil",NA,NA,"Folhas bipinadas, pinas cartáceas, discolores. Frutos jovens.","ALCB040252","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Conde","Ilha das Ostras, Mata do Raposo.","-37.6","-11.8",NA,NA,NA,NA,NA,"2017","-37.6","-11.8","02",NA,NA,NA,NA,NA,NA,NA
"91","2019-10-09 11:14:58-03","UFBA","ALCB","15119","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Pinto, GCP; Arouck Ferreira, JDC; Bautista, HP; Araújo, A","165/82","1982","12","08","Southern America","Brasil",NA,NA,"Frutos presentes.","ALCB022160","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Entre Rios","Litoral Norte, Subaúma","-37.866667","-12.216667","ALCB022160",NA,NA,NA,NA,"2002","-37.866667","-12.216667","06",NA,NA,NA,NA,NA,NA,NA
"92","2019-10-09 11:14:58-03","UFBA","ALCB","20344","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Sarmento, AC; Bautista, HP","830","1986","03","31","Southern America","Brasil",NA,NA,"3m de altura. Legume com deiscência elática, avermelhado. Muito frequente.; Floresta Estacional Semidecidual. Latossolo Vermelho-Amarelo Álico. Argilosa. Ondulado.","ALCB022156","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Morro do Chapéu","Piemonte da Diamantina, Próximo à Moreira","-41.2","-11.866667","ALCB022156","880","880",NA,NA,"1996","-41.2","-11.866667","06",NA,NA,NA,NA,NA,NA,NA
"93","2019-10-09 11:14:58-03","UFBA","ALCB","50458","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Carvalho, G; Guedes, ML; Santana, DL; Loureiro, DM","32","2001","03","27","Southern America","Brasil",NA,NA,"5,0 m. Folíolos discolores. Frutos maduros marrons.; Estádio médio. Substrato areno-argiloso.","ALCB046344","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","São Sebastião do Passé","Recôncavo, fazenda Maju. Área de reserva","-38.38","-12.523333","ALCB046344",NA,NA,NA,NA,"2002","-38.38","-12.523333","06",NA,NA,NA,NA,NA,NA,NA
"94","2019-10-09 11:14:58-03","UFBA","ALCB","53893","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","145","2001","05","21","Southern America","Brasil",NA,NA,"4,0m. Folólos cartáceos, discolores, glabros. Frutos deiscentes.; Mata ciliar.","ALCB022116","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Bonito","Chapada Diamantina, Margem do rio Ribeiro","-41.328889","-12.095833","ALCB022116",NA,NA,NA,NA,"2002","-41.328889","-12.095833","06",NA,NA,NA,NA,NA,NA,NA
"95","2019-10-09 11:14:58-03","UFBA","ALCB","53956","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","8910","2001","05","20","Southern America","Brasil",NA,NA,"1,80m. Folhas discolores.","ALCB022115","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Bonito","Chapada Diamantina, Assentamento Piratini, próximo a represa","-41.338889","-12.074722","ALCB022115",NA,NA,NA,NA,"2002","-41.338889","-12.074722","06",NA,NA,NA,NA,NA,NA,NA
"96","2019-10-09 11:14:58-03","UFBA","ALCB","59807","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Loureiro, DM; Guaré, F; et al.","9809","2002","09","07","Southern America","Brasil",NA,NA,"8,0 m. Folíolos cartáceos, discolores, face adaxial verde brilhante. Inflorescência capítulos com botões verdes; flores com corola esverdeada; estames alvos. Frutos deiscentes, maduros.; vegetação arbustiva-arbórea","ALCB022118","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para Ventura , na estrada","-41.15","-11.55","ALCB022118",NA,NA,NA,NA,"2002","-41.15","-11.55","12",NA,NA,NA,NA,NA,NA,NA
"97","2019-10-09 11:14:58-03","UFBA","ALCB","62615","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","França, F; Melo, E; Marques da Silva, B","2749","1999","04","30","Southern America","Brasil",NA,NA,"Arbusto. ca. 1,5 m. Folíolos cartáceo a coriáceo, levemente discolores. Fruto maduro enegrecido externamente e avermelhado internamente. Semente com película translúcida branco na base, preto no ápice.; Remanescente de cerrado.","ALCB022224","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes",NA,"Bahia","Morro do Chapéu","Arredores do povoado de Fedegosos, 25 km N da estrada do feijão","-40.884444","-11.466111","ALCB022224","770","770",NA,NA,NA,"-40.884444","-11.466111",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-10-09 11:14:58-03","UFBA","ALCB","65767","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Alunos de Botânica III; Alunos de Botânica III","10917","2004","04","03","Southern America","Brasil",NA,NA,"de ca. 3m. Folhas com pecíolos cartáceos, discolores. Frutos maduros vináceos. Freqüentes.; Arbustivo-arbórea.","ALCB022105","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML; Loureiro, DM","Bahia","Morro do Chapéu","Piemonte da Diamantina, a 10 km. de Morro do Chapéu","-41.15","-11.55","ALCB022105",NA,NA,NA,NA,"2004","-41.15","-11.55","04",NA,NA,NA,NA,NA,NA,NA
"99","2019-10-09 11:14:58-03","UFBA","ALCB","68130","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Freire, L; Guedes, ML","131","2005","05","02","Southern America","Brasil",NA,NA,"Árvore. folíolos cartáceos, discolores. Inflorescência ferrugínea.; Restinga arbustiva.","ALCB022226","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Esplanada","Fazenda Reunidas Limoeiro, mata ciliar do rio Oitis, próximo a via de acesso.","-37.853611","-12.151944","ALCB022226",NA,NA,NA,NA,"2005","-37.853611","-12.151944","05",NA,NA,NA,NA,NA,NA,NA
"100","2020-08-11 00:15:51-03","UFBA","ALCB","72619","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Figueroa, LE; Eriovaldo","134","2001","07","31","Southern America","Brasil",NA,NA,"folhas compostas, alternas, cartáceas. Inflorescência em capítulo, flores com estames numerosos.","ALCB024741","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Fonseca, MR; Almeida, GSS de","Bahia","Alagoinhas","Campus II/UNEB","-38.4225","-12.185556","ALCB024741",NA,NA,NA,NA,"2004","-38.4225","-12.185556","03",NA,NA,NA,NA,NA,NA,NA
"101","2019-10-09 11:14:58-03","UFBA","ALCB","73939","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","12110","2006","07","23","Southern America","Brasil",NA,NA,"ca de 5m de altura. Folhas com folíolos coriáceos; discolores. Frutos imaturos verdes e maduros vináceos. Ocasional.","ALCB022117","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Santos, JS","Bahia","Cachoeira","Recôncavo Sul, RPPN Peninha - Mata do Mato Preto","-38.95","-12.616667","ALCB022117",NA,NA,NA,NA,"2006","-38.95","-12.616667","08",NA,NA,NA,NA,NA,NA,NA
"102","2019-10-09 11:14:58-03","UFBA","ALCB","75915","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","13270","2006","12","23","Southern America","Brasil",NA,NA,"de ca 3m. Folhas com folíolos cartáceos. Frutos passados.","ALCB046343","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno do Parque de Sete passagens. Mato Grosso. Algodões 230","-40.549444","-11.440833","ALCB046343",NA,NA,NA,NA,"2007","-40.549444","-11.440833","02",NA,NA,NA,NA,NA,NA,NA
"103","2019-10-09 11:14:58-03","UFBA","ALCB","76639","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Santos, ALS","150","2005","07","17","Southern America","Brasil",NA,NA,"5 m. Frutos abertos.","ALCB022101","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Lemos, R","Alagoas","Junqueiro","povoado Olho D'Água - Chão da Aldeia","-36.432778","-9.888056","ALCB022101",NA,NA,NA,NA,"2005","-36.432778","-9.888056",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-10-09 11:14:58-03","UFBA","ALCB","83195","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Alunos de Botânica III","14195","2008","03","15","Southern America","Brasil",NA,NA,"Árvore. ca. 5 m alt. Folhas com folíolos coriáceos, discolores. Frutos deiscentes, ferrugíneos.; Campo rupestre","ALCB022227","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Morro do Chapéu",NA,"-41.2075","-11.591111","ALCB022227",NA,NA,NA,NA,"2008","-41.2075","-11.591111","04",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-09 11:14:58-03","UFBA","ALCB","83427","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Machado, MABL","176","2002","02","28","Southern America","Brasil",NA,NA,"Ca. de 3m de alt. Frutos imaturos verdes.","ALCB022102","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes",NA,"Alagoas","Coruripe","Usina Coruripe, Fazenda Riachão - Bloco Abacaxi","-36.325556","-10.054444","ALCB022102",NA,NA,NA,NA,NA,"-36.325556","-10.054444",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-10-09 11:14:58-03","UFBA","ALCB","83470","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Machado, MABL","303","2003","05","22","Southern America","Brasil",NA,NA,"ca. 10 m alt. Flores amarelas. Frutos maduros marrons.","ALCB022119","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes",NA,"Alagoas","Coruripe","Usina Coruripe - Fazenda Santo Antonio B - Mial de Cima","-36.266667","-10.116667","ALCB022119",NA,NA,NA,NA,NA,"-36.266667","-10.116667",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-10-09 11:14:58-03","UFBA","ALCB","83559","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Gomes, FS; Prates, ARS","14319","2008","04","28","Southern America","Brasil",NA,NA,"de ca 4 m. Folhas com folíolos cartáceos, discolores. Inflorescência com botões esverdeados.","ALCB046341","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML; Prates, ARS","Bahia","Caetité","Serra Geral, Brejinho das Ametistas, Caminho para o Bloco III.","-42.537222","-14.350833","ALCB046341","1015","1015",NA,NA,"2008","-42.537222","-14.350833","05",NA,NA,NA,NA,NA,NA,NA
"108","2019-10-09 11:14:58-03","UFBA","ALCB","88234","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Gomes, FS; Guaré, F","14596","2009","02","27","Southern America","Brasil",NA,NA,"de ca 4 m. de altura. Folhas com foliólulos cartáceos, discolores. Frutos imaturos.","ALCB022114","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Palmeiras","Chapada Diamantina, Morro do Camelo","-41.477778","-12.424444","ALCB022114","824","824",NA,NA,"2009","-41.477778","-12.424444","03",NA,NA,NA,NA,NA,NA,NA
"109","2019-10-09 11:14:58-03","UFBA","ALCB","94486","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Lisboa, MS; Gomes, FS; Alencar, AP; Alunos de Botânica III","17041","2010","04","24","Southern America","Brasil",NA,NA,"de ca 5 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores cremes, passadas. Frutos imaturos verdes.","ALCB022112","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para o Parque do Morro do Chapéu","-41.270278","-11.52","ALCB022112","1142","1142",NA,NA,"2010","-41.270278","-11.52","06",NA,NA,NA,NA,NA,NA,NA
"110","2019-10-09 11:14:58-03","UFBA","ALCB","98552","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Gomes, FS; Guedes, ML; Costa, AS","646","2011","01","25","Southern America","Brasil",NA,NA,"Folhas com folíolos coriáceos, discolores. Frutos maduros, vináceos.; arbustivo-arbórea.","ALCB022113","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Gomes, FS","Bahia","Jandaíra","Litoral Norte, Abadia","-37.5125","-11.557778","ALCB022113 ALCB022113_1","65","65",NA,NA,"2011","-37.5125","-11.557778","04",NA,NA,NA,NA,NA,NA,NA
"111","2019-10-09 11:14:58-03","UFBA","ALCB","98915","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Tiago; Natassia; et al.","18050","2010","03","12","Southern America","Brasil",NA,NA,"de ca 5 m de altura. Folhas com foliólulos cartáceos, discolores. Frutos maduros deiscentes.","ALCB022111","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Salvador","Região Metropolitana Salvador, fragmento próximo a Rua Carnaúba","-38.5","-12.966667","ALCB022111",NA,NA,NA,NA,"2011","-38.5","-12.966667","04",NA,NA,NA,NA,NA,NA,NA
"112","2019-10-09 11:14:58-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Oliveira, MRA de; Gomes, FS;","12000","2006","10","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","São Paulo","Campinas","Faz. Beija","-38.666667","-15.166667",NA,"500","500",NA,NA,"2007","-38.666667","-15.166667","03",NA,NA,NA,NA,NA,NA,NA
"113","2019-10-09 11:14:58-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Jesus, NG de; Lima, SF; Santos, JB dos","0085","1997","03","23","Southern America","Brasil",NA,NA,"25m x 0,70m. Tronco vermelho e marrom, fissuras em quadrados por toda a extensão. Casca aderente. Folhas compostas. Folíolos coriáceos, discolores, paripenados. Frutos sêcos deiscentes. Frequente.",NA,"Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Entre Rios","Litoral Norte, RPPN Lontra/Saudade","-38.083333","-11.933333",NA,NA,NA,NA,NA,"2002","-38.083333","-11.933333","06",NA,NA,NA,NA,NA,NA,NA
"114","2020-05-19 10:29:57-03","UFBA","ALCB","54084","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","151","2001","06","03","Southern America","Brasil",NA,NA,"Folíolos cartáceos, discolores. Frutos imaturos vináceos. Ocasional.; Área em regeneração, substrato arenoso.","ALCB022106","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Lençóis","Chapada Diamantina, Assentamento Rio Bonito, área de reserva","-41.18","-12.34","ALCB022106",NA,NA,NA,NA,"2001","-41.18","-12.34","09",NA,NA,NA,NA,NA,NA,NA
"115","2019-10-09 11:14:58-03","UFBA","ALCB","113804","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Santos, TRM dos; Alunos de Botânica BIOC05; Fernandes, I; Costa, TF","21541","2014","04","26","Southern America","Brasil",NA,NA,"Folhas com foliólolos cartáceos. inflorescência do tipo glomérulo, flores com cálice verde, corola e estames alvos.","ALCB022153","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Camaçari","Diogo.","-37.6","-11.8","ALCB022153",NA,NA,NA,NA,"2014","-37.6","-11.8","05",NA,NA,NA,NA,NA,NA,NA
"116","2020-02-14 14:10:26-03","UFBA","ALCB","138441","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Lima, HC de; Cardoso, DBOS; Carvalho, CS; Zuanny, D; Silva, JB da","8772","2019","01","24","Southern America","Brasil",NA,NA,"com 4 m alt. Frutos castanho-escuro. Frequente. Amostra sílica-gel p/ banco DNA. Fotos DC.","ALCB069662","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes",NA,"Alagoas","União dos Palmares","Fazenda Flor da Serra, acesso pela BR-104, estrada do Barro Vermelho, após o assentamento Ximenes.","-35.963889","-9.186111",NA,"579","579",NA,NA,NA,"-35.963889","-9.186111",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-09 11:14:58-03","UFBA","ALCB","75668","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM","13022","2006","12","21","Southern America","Brasil",NA,NA,"de ca 5m. Folhas com folíolos cartáceos. Frutos passados.","ALCB046333","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guerra, E","Bahia","Miguel Calmon","Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 215","-40.546389","-11.939722","ALCB046333",NA,NA,NA,NA,"2017","-40.546389","-11.939722","05",NA,NA,NA,NA,NA,NA,NA
"118","2019-10-09 11:14:58-03","UFBA","ALCB","117445","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Roque, N; Alunos de Botânica III","4534","2014","11","15","Southern America","Brasil",NA,NA,"ca. 8 m. alt. Folhas levemente discolores. Frutos castanhos, sementes bicolores (alvo e castanhas).; Mata estacional semidecidual.","ALCB030914","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Escobar, N","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada para assentamento Cafezal - Cafelândia.","-41.334167","-12.973333","ALCB030914",NA,NA,NA,NA,"2016","-41.334167","-12.973333","10","24",NA,NA,NA,NA,NA,NA
"119","2019-10-09 11:14:58-03","UFBA","ALCB","123371","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Alunos de Botânica BIOC05","24381","2016","03","12","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Folíolos cartáceos, discolores. Frutos passados vermelhos, sementes alvo-azuladas.","ALCB010603","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Wagner","Ponto nº 8. Rio Tijuco.","-41","-12","ALCB010603","600","600",NA,NA,"2016","-41","-12","04",NA,NA,NA,NA,NA,NA,NA
"120","2019-10-09 11:14:58-03","UFBA","ALCB","134310","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Campos, P; Requião, E","04","2019","01","22","Southern America","Brasil",NA,NA,"de ca 5 m de altura. Folhas com folíolos cartáceos, discolores. Frutos deiscentes, vináceos.","ALCB059085","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Mata de São João","Reserva da Sapiranga","-38.083333","-12.6425","ALCB059085",NA,NA,NA,NA,"2019","-38.083333","-12.6425","05",NA,NA,NA,NA,NA,NA,NA
"121","2019-10-09 11:14:58-03","UFBA","ALCB","029750","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Silva, I da; et al.","4863","1996","11","04","Southern America","Brasil",NA,NA,"3 m. Folhas com folíolos coriáceos, levemente discolores. Fruto imaturo vinho.","ALCB022155","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Alagoinhas","Litoral Norte, Km 03, UNEB, F.F.P.A","-38.333333",NA,"ALCB022155",NA,NA,NA,NA,"1997","-38.333333",NA,"08",NA,NA,NA,NA,NA,NA,NA
"122","2019-10-09 11:14:58-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Bautista, HP; Sarmento, AC","830","1986","03","31","Southern America","Brasil",NA,NA,"3 m. Legume com deiscência elástica, avermelhado.&nf;Muito frequente.; Vegetação secundária. Latossolo Vermelho-Amarelo-Álico. Textura argilosa. Relevo ondulado.",NA,"Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Morro do Chapéu","Piemonte da Diamantina, próximo a Moreira","-41.166667",NA,NA,NA,NA,NA,NA,"1996","-41.166667",NA,"06",NA,NA,NA,NA,NA,NA,NA
"123","2019-10-09 11:14:58-03","UFBA","ALCB","024662","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Bautista, HP; et al.","1609","1992","02","15","Southern America","Brasil",NA,NA,"4,0 m. Frutos legumes espiralados. Rara.; vegetação secundária.","ALCB022159","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Salvador","Região Metropolitana Salvador, µrea de Pituaçu, UCSAL","-38.416667",NA,"ALCB022159",NA,NA,NA,NA,"2002","-38.416667",NA,"06",NA,NA,NA,NA,NA,NA,NA
"124","2019-10-09 11:14:58-03","UFBA","ALCB","82532","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Lyra-Lemos, RP de","4117","1999","01","27","Southern America","Brasil",NA,NA,"em floração, ca. de 2,5 m alt.; flores brancas, frutos ausentes.","ALCB046334","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guerra, E","Alagoas","Maceió","Conj. Novo Horizonte, Tabuleiro dos Martins. Área de transição Cerrado-mata ombrófila. APA do Catolé e Fernão Velho","-35.7352981567383","-9.6658296585083","ALCB046334",NA,NA,"34538","auto","2017",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"125","2019-10-09 11:14:58-03","UFBA","ALCB","027826","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; et al.","s/n","1993","09","13","Southern America","Brasil",NA,NA,"3,0 m. Folhas com folíolos membranáceos. Frutos vináceos.","ALCB022157","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Cairu","Baixo Sul","-39.0438995361328","-13.4869003295898","ALCB022157",NA,NA,"24756","auto","2002",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"126","2019-10-09 11:14:58-03","UFBA","ALCB","025731","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, ML; Esteves, F","3565","1993","09","13","Southern America","Brasil",NA,NA,"10,0 m. Folhas com folíolos discolores. Frutos maduros.","ALCB022158","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Souza, ER de","Bahia","Cairu","Baixo Sul, Gamboa","-39.0438995361328","-13.4869003295898","ALCB022158",NA,NA,"24756","auto","2002",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"127","2019-10-09 11:14:58-03","UFBA","ALCB","93525","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2426","2009","10","24","Southern America","Brasil",NA,NA,"ca, de 5m de alt. Folhas discolores.&nf;Corola e cálice esverdeados, filetes brancos com anteras amarelas.","ALCB022109","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Guedes, ML","Bahia","Entre Rios","Litoral Norte, Fazenda Experimental da Escola de Medicina Veterinária(UFBA).&nf;Reserva Florestal do povoado de Aguazinha","-38.084400177002","-11.9419002532959","ALCB022109",NA,NA,"52418","auto","2010",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"128","2019-10-09 11:14:58-03","UFBA","ALCB","93551","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2460","2009","10","24","Southern America","Brasil",NA,NA,"ca. de 2,0 m de alt.. Ramos decumbentes.Folhas discolores, frutos marrons.","ALCB022108","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Oliveira, RB","Bahia","Entre Rios","Litoral Norte, Fazenda Experimental da Escola de Medicina Veterinária(UFBA).&nf;Reserva Florestal do povoado de Aguazinha","-38.084400177002","-11.9419002532959","ALCB022108",NA,NA,"52418","auto","2010",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"129","2019-10-09 11:14:58-03","UFBA","ALCB","93576","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2496","2009","11","21","Southern America","Brasil",NA,NA,"ca. de 4,0 m de alt. Folhas discolores. Frutos ferrugíneos.","ALCB046342","Dicotyledon",NA,"(Gomes) Barneby & J.W.Grimes","Oliveira, RB","Bahia","Entre Rios","Litoral Norte, Fazenda Experimental da Escola de Medicina Veterinária(UFBA).&nf;Reserva Florestal do povoado de Aguazinha","-38.084400177002","-11.9419002532959","ALCB046342",NA,NA,"52418","auto","2010",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
