"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","coordinatePrecision","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"46","2019-11-21 14:33:25-03","UFJF","CESJ","45806","PreservedSpecimen","Plantae","Angiosperma",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","J.M. Silva; L.M. Abe","4165","2004","10","26","América do Sul","Brasil","Paraná","Adrianópolis","Fazenda Tanque","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Árvore, 12m alt., flor esverdeada. Floresta Atlântica.","CESJ045806","G. Hatschbach","49901",NA,"auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:33:25-03","UFJF","CESJ","47729","PreservedSpecimen","Plantae","Angiosperma",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","J.M. Silva; L.M. Abe","4165","2004","10","26","América do Sul","Brasil","Paraná","Adrianópolis","Fazenda Tanque, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,"Árvore, 12m alt., em floresta estacional semidecidual. Floresta Atlântica.","CESJ047729","G. Hatschbach","49901",NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:33:25-03","UFJF","CESJ","39291","PreservedSpecimen","Plantae","Angiosperma",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","E. Barbosa; L.M. Abe","405","1999","11","18","América do Sul","Brasil","Paraná","Tunas do Paraná","Pacas, arredores","-49.0858001708984","-24.9743995666504",NA,NA,NA,"Árvore, 10m alt., flor creme, fruto imaturo verde. Floresta degradada.","CESJ039291","V.Bittrich","41885",NA,"auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:28:24-03","UNICAMP","UEC","106266","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Leoni, BS","2362","1993","11","10",NA,"Brazil","Minas Gerais","Carangola","Fazenda Neblina, Acima do laboratorio de campo.","-42.483333","-20.716667","1300","1300",NA,"Árvore ereta com 6-7 m de altura, ramos um tanto latentes, folhas opostas, inflorescencia ereta terminal, corola com pétalas amarelas.; Borda de floresta.","UEC012038",NA,NA,"UEC012038",NA,NA,NA,NA,"-42.483333","-20.716667",NA,NA,NA,NA
"50","2019-08-20 10:09:59-03","UNICAMP","UEC","104954","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Anderson, WR; Stieber, M; Kirkbride Jr, JH","36037","1972","02","15",NA,"Brazil","Minas Gerais",NA,"Foothills east and south of Pico do Itam",NA,NA,"950","1150",NA,"flor, Tree 4m tall, fruit green. Grassy or shrubby slopes and second-growth woods, with sandstone outcrops, sandy soil.","UEC147007","Bittrich, V",NA,"UEC147007",NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:28:24-03","UNICAMP","UEC","106267","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Leoni, BS","2629","1994","08","09",NA,"Brazil","Minas Gerais",NA,"Serra da Araponga - Faz. Neblina.","-42.483333","-20.716667","1300","1300",NA,"Árvore ereta, com 6-10m de altura, ramos numerosos, folhas alternas, fruto imaturo, do tipo baga, com o interior um tanto avermelhado.; Floresta Estacional Semidecidual. Cresce na borda de floresta em área perturbada nos fundos do labo","UEC012036","Bittrich, V",NA,"UEC012036",NA,"1999","03",NA,"-42.483333","-20.716667",NA,NA,NA,NA
"52","2019-08-20 10:09:59-03","UNICAMP","UEC","121723","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Souza, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","184","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ombrófila densa baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","-46.824444","-24.041111","30","180",NA,"Fruto, Árvore, ca. 18m alt. Frutos imaturos verdes. Latescente.","UEC147683","Bittrich, V",NA,"UEC147683",NA,NA,NA,NA,"-46.824444","-24.041111",NA,NA,NA,NA
"53","2021-03-01 16:28:24-03","UNICAMP","UEC","184235","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Custódio-Filho, A","2045","1983","12","09",NA,"Brazil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia.","-45.866667","-23.633333","890","950",NA,"Árvore 8m, flores creme, estames amarelos, frutos.","UEC106235","Bittrich, V",NA,"UEC106235",NA,NA,NA,NA,"-45.866667","-23.633333",NA,NA,NA,NA
"54","2021-03-01 16:28:24-03","UNICAMP","UEC","197972","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Silva, BG; Pires, TP","378","2017","10","10",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-47.558231","-23.401736","1053","1053",NA,"Local: Borda da trilha, a meia sombra. Solo: serapilheira. Hábito: Arbóreo. Altura: 10m. Látex: presente. Cor: Sementes com arilo laranja. Odor: _ Outros: _; Floresta Estacional Semidecidual","UEC156709","Silva, BG",NA,"UEC156709 UEC156709_v01 UEC156709_v02 UEC156709_v03",NA,"2017","10","27","-47.558231","-23.401736",NA,NA,NA,NA
"55","2019-08-20 10:10:00-03","UNICAMP","UEC","149017","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Aguirre, GH; et al.","37","2005","07","18",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,"UEC147685",NA,NA,"UEC147685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-12 10:02:15-03","UNICAMP","UEC","152181","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Polisel, RT; Ivanauskas, NM; Lattore, RPS; Rocha, E","843","2008","10","27",NA,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal, Nos arredores da sede da unidade (SAD 69,Zona 23k)","-44.366667","-22.806667","1115","1115",NA,"Arvoreta de 4m Frutos imaturos verdes.","UEC147688","Polisel, RT",NA,"UEC147688",NA,"2008","10",NA,"-44.366667","-22.806667",NA,NA,NA,NA
"57","2021-03-01 16:28:24-03","UNICAMP","UEC","158507","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Santos, MF; Serafim, H","245","2008","03","13",NA,"Brazil","Minas Gerais","Itambé do Mato Dentro","Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Mata do Cachoeirão.","-43.432861","-19.431861",NA,NA,NA,"Árvore, 15m, Folhas discolores. Estéril. Material prensado em álcool.","UEC015094","Bittrich, V; Santos, MF",NA,"UEC015094",NA,"2008",NA,NA,"-43.432861","-19.431861",NA,NA,NA,NA
"58","2021-03-01 16:28:24-03","UNICAMP","UEC","208079","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Garcia, RJF; Stahlhauer, SAS; Brischi, AM","484","1994","05","25",NA,"Brazil","São Paulo","São Paulo","Parque Ecológico da Apa do Carmo.Trilha 1","-46.466667","-23.583333","800","800",NA,"Árvore ca de 10 m de altura, DAP 0,2 m; frutos verdes; Borda da mata","UEC078624","Marinho, L",NA,"UEC078624",NA,"2014","08",NA,"-46.466667","-23.583333",NA,NA,NA,NA
"59","2019-08-20 10:10:00-03","UNICAMP","UEC","70263","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH","804","1995","04","11",NA,"Brazil","São Paulo","Joanópolis","Estrada para Bairro Azevedo.","-46.189722","-22.895833","1280","1280",NA,"Árvore de 10m, frutos imaturos de cor verde.","UEC147681","Bittrich, V",NA,"UEC147681",NA,"1997","04",NA,"-46.189722","-22.895833",NA,NA,NA,NA
"60","2019-08-20 10:10:00-03","UNICAMP","UEC","88214","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Liomi, S","3524","1996","11",NA,NA,"Brazil","Minas Gerais",NA,"Serra da Grama, rio Preto.",NA,NA,"900","900",NA,"Mata ciliar. Árvore com 3-4m alt., ramos flexíveis, corola esverdeada, porções reprodutivas de cor vinosa.","UEC085180","Marinho, L",NA,"UEC085180",NA,"2014","01",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:09:59-03","UNICAMP","UEC","135666","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Simões, AO; Singer, RB; Lopes, CA","341","1998","09","23",NA,"Brazil","Minas Gerais","Carrancas","Estrada Itutinga-Carrancas, Mata a cerca de 6 Km da cidade.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Árvore, 15 m, frutos verdes. Interior de Mata, junto a córrego.","UEC120237",NA,"21143","UEC120237","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:09:59-03","UNICAMP","UEC","135943","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","503","1998","11","12",NA,"Brazil","Minas Gerais","Carrancas","Serra de Bicas, Mata a cerca de 1200 m de altitude.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Árvore, cerca de 4 m, frutos verdes, sementes com arilo vermelho. Em beira de mata.","UEC114166",NA,"21143","UEC114166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:09:59-03","UNICAMP","UEC","123194","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Forzza, RC; Assis, LCS; Almeida, VR; Fazza, LFA","1905","2001","10","14",NA,"Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Fruto, Árvore no interior de mata, ca. 8m alt. Folhas levemente discolores. Frutos verdes passando a castanhos com placenta vermelha.","UEC147003","Bittrich, V","11991","UEC147003","auto","2002","02",NA,NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:09:59-03","UNICAMP","UEC","120791","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Silva, JM; Barbosa, E","3233","2000","09","23",NA,"Brazil","Paraná","Tunas do Paraná","Estrada Pacas ao Parque das Lauráceas.","-49.0858001708984","-24.9743995666504",NA,NA,NA,"Flor e fruto, Árvore, 8m, fruto esverdeado. Floresta atlântica.","UEC147004","Bittrich, V","41885","UEC147004","auto","2001","08",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:28:24-03","UNICAMP","UEC","168362","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Bovini, MG; Neto, IAL; Figueiredo, I","856","1995","08","16",NA,"Brazil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, margem do rio Bananal.","-42.9818992614746","-22.5372009277344","400","400",NA,"Árvore ca. 4 m, heliófila, folhas cartaceas concolores. Frutos imaturos verdes.","UEC035698","Vieira, CM","21463","UEC035698","auto","1995","10","06",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:28:24-03","UNICAMP","UEC","176955","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Braga, JMA; Bovini, MG; Vieira, CM; et al.","3145","1995","12","20",NA,"Brazil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, trilha das Andorinhas.","-42.9818992614746","-22.5372009277344","400","400",NA,"Árvore, ca. 6m de altura. Folhas c/ cálice verde e colrola alva, crassa c/ bordo geralemente dilacerado e reflexo.; Mata Densa.","UEC023939","Vieira, CM","21463","UEC023939","auto","1996","02","23",NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:09:59-03","UNICAMP","UEC","146835","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Vieira, CM; et al.","232","1993","02","11",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Trilha do Morro do Calcário; ponto 700.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árvore; folhas discolores verdes, nervura central amarelada; inflorescência verde, botões verdes, flores com sépalas verdes, pétalas amareladas, androceu amarelo, anteras castanhas, gineceu amarelo, flores perfumadas.&nf;IND.: P0976","UEC147684",NA,"29995","UEC147684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:10:00-03","UNICAMP","UEC","67296","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Pacheco, C","15477","1952","09","30",NA,"Brazil","São Paulo","Campinas","Arbusto, Parque do Instituto Agronômico.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbusto.","UEC147000","Bittrich, V","23900","UEC147000","auto","1997","04",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:10:00-03","UNICAMP","UEC","45305","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Leitão Filho, HF; Fonzar, LPCM","17948","1985","11","21",NA,"Brazil","São Paulo","Campinas","Distrito de Cabras., Mata próxima ao Observatório de Capricórnio","-47.060001373291","-22.8999996185303",NA,NA,NA,"Fruto, Árvore até 12m, flores creme, frutos verdes, deiscentes com sementes envoltas por arilo vermelho-alaranjado, comido por formigas.","UEC147002","Bittrich, V","23900","UEC147002","auto","1997","04",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:28:24-03","UNICAMP","UEC","78504","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Aguiar, OT; Pastore, JFB","608","1995","10","11",NA,"Brazil","São Paulo","Ibiúna","P.E. de Jurupará, Estrada da Usina da Barra, às margens da represa.","-47.2200012207031","-23.6499996185303",NA,NA,NA,"Árvore ca. 8 m de altura, frutos imaturos verdes e ou/verde-amarelados quando maiores.","UEC039753","Bittrich, V","43112","UEC039753","auto","1997","04",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:28:24-03","UNICAMP","UEC","137508","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Arzolla, FARDP; Paula, GCR; Iamamoto, M","647","2005","01","24",NA,"Brazil","São Paulo","Mairiporã","Condomínio Recanto das Hortênsias","-46.5800018310547","-23.3099994659424",NA,NA,NA,"Árvore 10m de altura, frutos imaturos.; Floresta Ombrófila Densa Montana.","UEC147686","Arzolla, FARDP","15840","UEC147686","auto","2005","01","24",NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:10:00-03","UNICAMP","UEC","60971","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Meira Neto, JAA","794","1991","09","25",NA,"Brazil","São Paulo","Nazaré Paulista",NA,"-46.3899993896484","-23.1800003051758",NA,NA,NA,"Fruto, Árvore 10m, frutos maduros e sementes om sarcotesta vermelha.","UEC147682","Bittrich, V","18850","UEC147682","auto","1997","04",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:28:24-03","UNICAMP","UEC","186816","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Colletta, GD; Flores, TB","1553","2014","05","15",NA,"Brazil","São Paulo","Nova Odessa","Plantarum.","-47.2900009155273","-22.7700004577637",NA,NA,NA,"Árvore.","UEC116547","Colletta, GD","8440","UEC116547","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-02-14 09:19:34-03","UNICAMP","UEC","99603","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Catharino, ELM; Rossi, L","1962","1994","07","19",NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina., Caminho em direção à Cachoeira do Veado. Rio dos Veados.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"fruto, Árvore ca. 6-7m alt. Látex amarelo. Ramo, folhas e pecíolos jovens avermelhados. Frutos imaturos verdes.","UEC078623","Marinho, L","30784","UEC078623","auto","2014","08",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:28:24-03","UNICAMP","UEC","75329","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Gonzaga, L","6469","1937","10",NA,NA,"Brazil","São Paulo","São Paulo","Horto Florestal, Parque da Capital.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flores em outubro.","UEC032146","Baitello, JB","53584","UEC032146","auto","1984","12",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:28:24-03","UNICAMP","UEC","184233","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Hoehne, FC","s.n.","1931","11","03",NA,"Brazil","São Paulo","São Paulo","Nativa no Parque do Estado e Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Árvore com flores alvas.","UEC106239","Fiuza de Melo, MMR","53584","UEC106239","auto","1984","05",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:28:24-03","UNICAMP","UEC","135052","S","Plantae","Magnoliopsida",NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","Planch. & Triana","Arzolla, FARDP; Paula, GCR; Condez, TH","636","2004","09","24",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, Região da chapada.","-46.6300010681152","-23.5400009155273","1070","1070",NA,"Árvore, 12m de altura, frutos imaturos.; Floresta Ombrófila Densa.","UEC147687","Arzolla, FARDP","53584","UEC147687","auto","2004","10","04",NA,NA,NA,NA,NA,NA
"78","2019-12-18 15:50:34-03","UFOP","OUPR","33790","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Vieira, C.M.; et al.","232","1993","02","11",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Trilha do Morro do Calcário, ponto 700.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árvore. 5 metros. Folhas discolores verdes, nervura central amarelada, inflorescência verde, botões verdes, flores com sépalas verdes, pétalas amarelas, andronceu amarelo, flores perfumadas. Ind.: P0976 DAP: 5.20",NA,NA,"29995",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:09:18-03","UFES","VIES","16511","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Pereira, O.J.","6613","2000","10","30",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.826667","-20.109722",NA,NA,NA,NA,"VIES016511","Marinho, L.C.",NA,"VIES016511",NA,"2014","02","26","40º49'36''W","20º6'35''S",NA,NA,NA,NA
"80","2020-04-27 16:09:18-03","UFES","VIES","21621","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Zorzanelli, J.P.F.","224","2011","12","11",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021621","Zorzanelli, J.P.F.","32198","VIES021621","auto","2012","03","06",NA,NA,NA,NA,NA,NA
"81","2020-04-27 16:09:18-03","UFES","VIES","21622","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","Zorzanelli, J.P.F.; Silva, A.E.","289","2012","01","19",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021622","Zorzanelli, J.P.F.","32198","VIES021622","auto","2012","03","06",NA,NA,NA,NA,NA,NA
"82","2019-08-16 08:38:57-03","UTFPR","HCF","21028","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","J.M. Silva","6176","2007","11","13",NA,"Brasil","PR","Adrianópolis","Fazenda Mato Preto","-48.9911003112793","-24.6571998596191",NA,NA,NA,"árvore, 5 m, flor creme. Floresta Atlântica.",NA,"E. Barboza","49901",NA,"auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-06-29 09:30:03-03","UFRRJ","RBR","29323","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","S.V.A. Pessoa","645","1993","01","14",NA,"Brasil","Rio de Janeiro","Casimiro de Abreu","Reserva Biológica do Poço das Antas. Trilha do morro do Calcário, ponto 950","-42.25","-22.5",NA,NA,NA,NA,"RBR00029323",NA,NA,"RBR00029323",NA,NA,NA,NA,"42º15'0''W","22º30'0''S",NA,NA,NA,NA
"84","2020-06-29 09:30:03-03","UFRRJ","RBR","22251","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","I.M. Silva","345","1995","04","17",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada entre a Represa do Barrelão e Reunião. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022251",NA,"25743","RBR00022251","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-06-29 09:30:03-03","UFRRJ","RBR","22253","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","M.M.S. Conde","449","1996","05","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022253",NA,"25743","RBR00022253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-06-29 09:30:03-03","UFRRJ","RBR","22255","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","I.M. Silva","427","1995","08","22",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Cachoeira Serra Velha. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022255",NA,"25743","RBR00022255","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-06-29 09:30:03-03","UFRRJ","RBR","22248","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","S.J. Silva-Neto","30","1992","05","31",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Caminho de Boa Esperança á Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022248",NA,"25743","RBR00022248","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-06-29 09:30:03-03","UFRRJ","RBR","22250","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","L.S. Sylvestre","958","1994","02","09",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Caminho de Macuco a Barrelão. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022250",NA,"25743","RBR00022250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-06-29 09:30:03-03","UFRRJ","RBR","22249","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","S.J. Silva-Neto","8","1992","12","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Caminho de Reunião a Barrelão. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022249",NA,"25743","RBR00022249","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-06-29 09:30:03-03","UFRRJ","RBR","22252","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","M.M.S. Conde","448","1996","05","14",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada Barrelão-Reunião, beira da estrada. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00022252",NA,"25743","RBR00022252","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-06-29 09:30:03-03","UFRRJ","RBR","39079","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","B.L. Tiellet","11","2016","09","27",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada da CEDAE trilha para o gasoduto da petrobrás, ORBEL 2. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00039079","B.L. Tiellet","25743","RBR00039079","auto","2016","10",NA,NA,NA,NA,NA,NA,NA
"92","2020-06-29 09:30:03-03","UFRRJ","RBR","26018","S","Plantae",NA,NA,"Clusiaceae","Tovomitopsis","paniculata","Tovomitopsis paniculata","(Spreng.) Planch. & Triana","H.C. Rodrigues","s/nº","1994","05","21",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada do Ouro, Linha 2. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026018",NA,"25743","RBR00026018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
