"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","class","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"142","2019-08-20 09:59:50-03","UNICAMP","UEC","94153","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Barreto, KD; Fernandes, GD; Fernandes, RD","3312","1994","11","30","Brazil","São Paulo","Juquiá","Sítio Areia Dourada (Assungui), Brejo.","-47.644528","-24.180222","-47.644528","-24.180222",NA,NA,"Erva, 50 cm de altura, flores creme.","UEC025429","UEC025429","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-08-20 09:59:50-03","UNICAMP","UEC","94159","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Amaral, MCE; Faria, AD; Falcão, JC; Gottermann, S; Callago, K; Belinello, R","9578","1995","07","19","Brazil","São Paulo","Itirapina","Fazenda da RIPASA., SP 225, primeiro brejo do lado esquerdo da estrada em direção à Brotas.","-47.75","-22.2","-47.75","-22.2",NA,NA,"Erva.","UEC025428","UEC025428","1996","10",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-20 09:59:50-03","UNICAMP","UEC","94163","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Kuhlmann, M","55","1942","07","15","Brazil","São Paulo","Amparo","Monte Alegre, Córrego nos pastos da Fazenda N. S. Encarnação.","-46.75","-22.7","-46.75","-22.7",NA,NA,"Forrageira apreciada pelo gado.","UEC025423","UEC025423","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 09:59:50-03","UNICAMP","UEC","94168","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R","96256","1996","07",NA,"Brazil","São Paulo","Martinho Prado","Estrada Martinho Prado/Mogi Guaçu., Cerca de 30 km de Martinho Prado. Nas margens de ribeirão com águas barrentas.",NA,NA,NA,NA,NA,NA,NA,"UEC025481","UEC025481","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-20 09:59:50-03","UNICAMP","UEC","94214","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Pansarin, ER; Mendonça, NG; Belinello, R","97827","1997","12",NA,"Brazil","São Paulo","Angatuba","Brejo a cerca de 5 km da cidade","-48.504611","-23.419444","-48.504611","-23.419444",NA,NA,NA,"UEC025406","UEC025406","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-25 09:27:01-03","UNICAMP","UEC","94239","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","97/318","1997","01","29","Brazil","São Paulo","Orindiúva","Boturuna, Estrada de terra da Usina Moema, sentido Orindiúva-Palestina. Brejo.","-49.299333","-20.215333","-49.299333","-20.215333",NA,NA,NA,"UEC025460","UEC025460","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-08-20 09:59:50-03","UNICAMP","UEC","94245","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Amaral, MCE; Bittrich, V","9434","1994","12","09","Brazil","São Paulo","Santa Cruz do Rio Pardo","Estrada para São Pedro do Turvo, 1 km da estrada Santa Cruz - Bauru. Pequeno lago à direita da estrada.","-49.666667","-22.85","-49.666667","-22.85",NA,NA,"Área alagada.&nf;Erva, 15 cm, inflorescências diminutas.","UEC025427","UEC025427","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-02-26 11:16:25-03","UNICAMP","UEC","94254","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Antonio, JC","9547","1995","12",NA,"Brazil","São Paulo","Americana","Margem brejosa da Represa da Praia Azul","-47.404586","-23.224936","-47.404586","-23.224936",NA,NA,NA,"UEC025403","UEC025403","1995","12",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-08-20 09:59:50-03","UNICAMP","UEC","94252","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Feres, FR","97/620","1997","07",NA,"Brazil","São Paulo","Paranapiacaba","Alto Paranapiacaba, Brejo.",NA,NA,NA,NA,NA,NA,NA,"UEC025453","UEC025453","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 09:59:50-03","UNICAMP","UEC","94255","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Amaral, MCE; Faria, AD; Falcão, JC; Gottermann, S; Callago, K; Belinello, R","9520","1995","07","20","Brazil","São Paulo","Brotas","Estrada de terra Brotas - Dourados., A ca. de 4 km da pista. Ribeirão da Rasteira.","-48.183333","-22.216667","-48.183333","-22.216667",NA,NA,"Erva com cerca de 30 dm de altura em alagado próximo ao rio; estiletes esbranquiçados.","UEC025412","UEC025412","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-20 09:59:50-03","UNICAMP","UEC","98279","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Pansarin, ER; Mendonça, NG; Belinello, R","97844","1997","12",NA,"Brazil","São Paulo","Angatuba","Brejo ao lado da estrada Angatuba/Itatinga. Ca. de 20 km de Angatuba.","-48.504611","-23.419444","-48.504611","-23.419444",NA,NA,NA,"UEC025407","UEC025407","1998","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-20 09:59:50-03","UNICAMP","UEC","98281","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Pansarin, ER; Mendonça, NG; Belinello, R","97845","1997","12",NA,"Brazil","São Paulo","Angatuba","Brejo ao lado da estrada Angatuba/Itatinga. Ca. de 20 km de Angatuba.","-48.504611","-23.419444","-48.504611","-23.419444",NA,NA,NA,"UEC025405","UEC025405","1999","01",NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-08-20 09:59:50-03","UNICAMP","UEC","27551","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","18211","1977","01","24","Brazil","Bahia","Una","20 km from Una and 10 k m from Nova Colonial W along road to Rio Branco. By the Northern tributary of the Corrego Aliança. Riverside marsh.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Rhizomatous sedge growing in standing water. Stems green, white at base, terete to elliptical in cross-section. Glumes whitish with green keels. Stem constricted below spikelet.","UEC025463","UEC025463","2000","01",NA,"Liliopsida",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA
"155","2019-08-20 09:59:50-03","UNICAMP","UEC","127430","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Vanzela, ALL","2","2001","10","07","Brazil","Goiás","Caçu","Estrada entre Rio Verde e Caçu","-51.1307983398438","-18.5566997528076",NA,NA,NA,NA,"ori, Planta coletada em área alagada; muito comum; inflorescências castanho-claras.","UEC025433","UEC025433","2002","06",NA,"Liliopsida",NA,NA,NA,NA,"81979","auto",NA,NA,NA,NA,NA,NA
"156","2019-08-20 09:59:50-03","UNICAMP","UEC","127430","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Vanzela, ALL","02","2001","10","07","Brazil","Goiás","Caçu","Estrada entre Rio Verde e Caçu","-51.1307983398438","-18.5566997528076",NA,NA,NA,NA,"Planta coletada em área alagada; muito comum; inflorescência castanho - claros.",NA,NA,"2002","04",NA,"Liliopsida",NA,NA,NA,NA,"81979","auto",NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:19:33-03","UNICAMP","UEC","138176","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Prado, AL","Prado, AL","3207","1993","05","09","Brazil","Mato Grosso","Poconé","Proximidades da Rod. Transpantaneira, Km 18, Poconé-P. Cercado. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, 15 a 20cm de altura, verde; flores creme.","UEC025439","UEC025439","2005",NA,NA,"Liliopsida",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
"158","2019-08-20 09:59:50-03","UNICAMP","UEC","94158","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A","97/806","1997","10",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Fazenda Prata, Margem de rio ao lado da estrada, próximo a ponte.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,NA,"UEC025452","UEC025452","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"159","2019-08-20 09:59:50-03","UNICAMP","UEC","94142","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A","97/804","1997","10",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Fazenda Prata, Margem de rio ao lado da estrada, próximo à ponte.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,NA,"UEC025454","UEC025454","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"160","2019-08-20 09:59:50-03","UNICAMP","UEC","94260","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","97387","1997","02","25","Brazil","São Paulo","Apiaí","Estrada de terra Apiaí - Ribeirão Branco, A ca. de 4 km da cidade.","-48.8400001525879","-24.5",NA,NA,NA,NA,NA,"UEC025488","UEC025488","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA
"161","2019-08-20 09:59:50-03","UNICAMP","UEC","097712","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Barbosa, A","97762","1997","10",NA,"Brazil","São Paulo","Assis","Rodovia Assis - Tabajara., Brejo próximo ao Horto Florestal.","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,NA,NA,"1999","01",NA,"Liliopsida",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA
"162","2019-08-20 09:59:50-03","UNICAMP","UEC","93904","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R","96274","1996","07",NA,"Brazil","São Paulo","Atibaia","Bairro Itapetininga, Estrada da Grota Funda., Lado esquerdo sentido Atibaia/Grota Funda, em margem de lago - chácara.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC025484","UEC025484","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"163","2019-08-20 09:59:50-03","UNICAMP","UEC","94022","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Aona, LYS; Faria, AD; Singer, R; Belinello, R","97207","1997","08","06","Brazil","São Paulo","Atibaia","Caminho para Pedra Grande, Brejo e lago ao lado da igreja.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC025426","UEC025426","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"164","2019-08-20 09:59:50-03","UNICAMP","UEC","94038","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Aona, LYS; Faria, AD; Singer, R; Belinello, R","97209","1997","08","06","Brazil","São Paulo","Atibaia","Caminho para Pedra Grande, Brejo e lago ao lado da igreja.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC025425","UEC025425","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"165","2019-08-20 09:59:50-03","UNICAMP","UEC","94033","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Aona, LYS","97/574","1997","05",NA,"Brazil","São Paulo","Atibaia","Estrada de terra para a Pedra Grande, brejo.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC025446","UEC025446","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA
"166","2019-08-20 09:59:50-03","UNICAMP","UEC","95140","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Aona, LYS","96414","1996","08",NA,"Brazil","São Paulo","Campinas","Campus da UNICAMP. Brejo ao lado do Instituto de Engenharia Elétrica.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025450","UEC025450","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"167","2019-08-20 09:59:50-03","UNICAMP","UEC","82481","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Lima, AS","s.n.","1939","10","27","Brazil","São Paulo","Campinas","Estufa Instituto Agronômico","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Herbáceo.","UEC025465","UEC025465","1999","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"168","2020-02-18 09:32:01-03","UNICAMP","UEC","94246","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Feres, FR; Faria, AD","9618","1996","05","02","Brazil","São Paulo","Campinas","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025414","UEC025414","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"169","2019-08-20 09:59:50-03","UNICAMP","UEC","94258","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Amaral, MCE; Aona, LYS","96/18","1996","05","24","Brazil","São Paulo","Campinas","Lago.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025449","UEC025449","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"170","2019-08-20 09:59:50-03","UNICAMP","UEC","94148","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Amaral, MCE; Aona, LYS","96/19","1996","05","24","Brazil","São Paulo","Campinas","Lago.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025444","UEC025444","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"171","2020-02-18 09:32:01-03","UNICAMP","UEC","94135","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Feres, FR","9613","1996","03",NA,"Brazil","São Paulo","Campinas","Monjolinho na Fazenda Sta. Elisa, Margens de riacho.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025409","UEC025409","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"172","2019-08-20 09:59:50-03","UNICAMP","UEC","106606","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Andrade, PRP","15","1995","07","30","Brazil","São Paulo","Campinas","Parque Jambeiro, Lagoa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Erva com cerca de 30 cm de altura, flores creme.","UEC025418","UEC025418","2000","02",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"173","2019-08-20 09:59:50-03","UNICAMP","UEC","94021","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Andrade, PRP","9667","1996","02",NA,"Brazil","São Paulo","Campinas","Parque Jambeiro, Margens da lagoa.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025415","UEC025415","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"174","2019-08-20 09:59:50-03","UNICAMP","UEC","16344","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Carnielli, V; et al.","8028","1978","06","21","Brazil","São Paulo","Campinas","Souzas, Local brejoso.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025435","UEC025435","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"175","2019-08-20 09:59:50-03","UNICAMP","UEC","94140","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Aona, LYS","96/414","1996","08",NA,"Brazil","São Paulo","Campinas","Unicamp, Brejo ao lado do Instituto de Engenharia Elétrica.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"176","2019-08-20 09:59:50-03","UNICAMP","UEC","95139","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Aona, LYS","95/43B","1995","12",NA,"Brazil","São Paulo","Campinas","Unicamp, Brejo ao lado do Instituto de Engenharia Elétrica.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025447","UEC025447","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"177","2019-08-20 09:59:50-03","UNICAMP","UEC","94056","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Aona, LYS","95/39","1995","12","05","Brazil","São Paulo","Campinas","UNICAMP., Lago próximo a engenharia elétrica.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"UEC025442","UEC025442","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"178","2019-08-20 09:59:50-03","UNICAMP","UEC","98283","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Pansarin, ER; Mendonça, NG; Belinello, R","97848","1997","12",NA,"Brazil","São Paulo","Campos do Jordão","Estrada para o Pq. Estadual do Instituto Florestal, Margem de riacho ao lado da estrada. Ca. de 3 km da entrada do parque.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"UEC025408","UEC025408","1999","01",NA,"Liliopsida",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"179","2019-08-20 09:59:50-03","UNICAMP","UEC","98021","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Pansarin, ER; Mendonça, NG","97847","1997","12",NA,"Brazil","São Paulo","Campos do Jordão","Margem de riacho ao lado da estrada para o Parque Estadual do Instituto Florestal. Ca. de 5 km da entrada do parque.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"2000","01",NA,"Liliopsida",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"180","2019-08-20 09:59:50-03","UNICAMP","UEC","097980","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Pansarin, ER; Mendonça, NG","97849","1997","12",NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual do Instituto Florestal, Margem de riacho.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"2000","01",NA,"Liliopsida",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"181","2019-08-20 09:59:50-03","UNICAMP","UEC","94250","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Matsumoto, K","97373","1997","02","25","Brazil","São Paulo","Capão Bonito","Rodovia sentido Apiaí, Ca. de 8 km de Capão Bonito, Fazenda Takihara, em margem de lago. Brejo.","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,NA,"1998","01",NA,"Liliopsida",NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA
"182","2019-08-20 09:59:50-03","UNICAMP","UEC","94029","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Aona, LYS; Matsumoto, K; Pansarin, ER; Feres, FR","97/265","1997","01",NA,"Brazil","São Paulo","Casa Branca","Brejo ao lado esquerdo da estrada.","-47.0800018310547","-21.7700004577637",NA,NA,NA,NA,NA,"UEC025464","UEC025464","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"27086","auto",NA,NA,NA,NA,NA,NA
"183","2019-08-20 09:59:50-03","UNICAMP","UEC","93799","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Aona, LYS; Matsumoto, K; Pansarin, ER; Feres, FR","97/246","1997","01",NA,"Brazil","São Paulo","Cássia dos Coqueiros","Brejo ao lado da estrada.","-47.1699981689453","-21.2800006866455",NA,NA,NA,NA,NA,"UEC025443","UEC025443","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"13265","auto",NA,NA,NA,NA,NA,NA
"184","2019-08-20 09:59:50-03","UNICAMP","UEC","94166","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K; Feres, FR","97/241","1997","01","23","Brazil","São Paulo","Cássia dos Coqueiros","Estrada de terra S.B. Areias-Cassia dos Coqueiros","-47.1699981689453","-21.2800006866455",NA,NA,NA,NA,NA,"UEC025462","UEC025462","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"13265","auto",NA,NA,NA,NA,NA,NA
"185","2019-08-20 09:59:50-03","UNICAMP","UEC","94031","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R","96286","1996","07",NA,"Brazil","São Paulo","Cordeirópolis","Rodovia Washington Luís, Margem de lago próximo a rodovia, próximo à Cerâmica São josé.","-47.4500007629395","-22.4799995422363",NA,NA,NA,NA,NA,"UEC025478","UEC025478","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"15000","auto",NA,NA,NA,NA,NA,NA
"186","2019-08-20 09:59:50-03","UNICAMP","UEC","94241","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Matsumoto, K; Aona, LYS; Galvão, JC; Belinello, R","96106","1996","07","10","Brazil","São Paulo","Dracena","Fazenda Vista Alegre, Rodovia Byron de A. Nogueira, do lado direito da pista no sentido Dracena - Ouro Verde.","-51.5299987792969","-21.4799995422363",NA,NA,NA,NA,NA,"UEC025397","UEC025397","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"23670","auto",NA,NA,NA,NA,NA,NA
"187","2019-08-20 09:59:50-03","UNICAMP","UEC","94028","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","97/331","1997","01","30","Brazil","São Paulo","Estrela d'Oeste","SP 320, Rodovia Euclides da Cunha, Sentido Estrela - Jales, Fazenda Santo Antônio, lado direito da rodovia.","-50.4000015258789","-20.2800006866455",NA,NA,NA,NA,"Em margem alagada da lagoa.","UEC025457","UEC025457","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"19580","auto",NA,NA,NA,NA,NA,NA
"188","2019-08-20 09:59:50-03","UNICAMP","UEC","16353","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Gibbs, PE; Leitão Filho, HF; Taroda, N","3273","1976","10","26","Brazil","São Paulo","Itapetininga","Reserva Florestal de Carlos Botelho, Ca. de 50 km S de Itapetininga, estrada a Registro.","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"Herbáceo até 30 cm; flores com brácteas verde-brancacentas.&nf;Beira da mata úmida.","UEC025432","UEC025432","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"189","2019-08-20 09:59:50-03","UNICAMP","UEC","94169","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","97365","1996","02",NA,"Brazil","São Paulo","Itapetininga","SP 127, km 127, Margem de lago.","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"UEC025485","UEC025485","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"190","2019-08-20 09:59:50-03","UNICAMP","UEC","94036","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Belinello, R","96264","1996","07","22","Brazil","São Paulo","Itatiba","Rodovia D. Pedro I, Fazenda Angical.","-46.8300018310547","-23",NA,NA,NA,NA,NA,"UEC025477","UEC025477","1999","01",NA,"Liliopsida",NA,NA,NA,NA,"17442","auto",NA,NA,NA,NA,NA,NA
"191","2019-08-20 09:59:50-03","UNICAMP","UEC","94161","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Faria, AD","Faria, AD; Matsumoto, K; Belinello, R","96355","1996","08","07","Brazil","São Paulo","Itatinga","Rodovia Castelo Branco. Lago no trevo.","-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,"Até cerca de 5 cm de altura.","UEC025489","UEC025489","1998","01",NA,"Liliopsida",NA,NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA
