"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"170","2019-07-26 11:40:56-03","IPA","IPA","2733","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","1581","1928","04",NA,"Southern America","Brasil","Pernambuco","Meia sombra da capoeira.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002733",NA,"Hitchcock","São Lourenço da Mata","1929","02",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"171","2019-07-26 11:40:56-03","IPA","IPA","2732","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","88","1918","08",NA,"Southern America","Brasil","Pernambuco","São Bento, Roça.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002732",NA,"Chase","São Lourenço da Mata","1931",NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"172","2019-02-15 11:47:39-02","IPA","IPA","53936","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Texeira, D.M.C.","12","1991","06",NA,"Southern America","Brasil","Piauí","Campo Experimental.","-41.7766990661621","-2.90472006797791",NA,NA,NA,"Invasoras de cultivo.","IPA0053936",NA,"Costa e Silva, M.B.","Parnaíba","2003","10","28",NA,NA,"25571","auto",NA,NA,NA,NA,NA
"173","2019-02-15 11:47:38-02","IPA","IPA","14013","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Luetzelburg","28047","1935","11",NA,"Southern America","Brasil","Ceará","Tabuleiro.","-39.2178001403809","-6.88832998275757",NA,NA,NA,NA,"IPA0014013",NA,"Costa e Silva, M.B.","Granjeiro","2006","08","03",NA,NA,"15407","auto",NA,NA,NA,NA,NA
"174","2019-02-15 11:47:38-02","IPA","IPA","13319","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Viana, O.J.","71","1963","06","06","Southern America","Brasil","Ceará","Fazenda Exp. Vale do Curu E.A.U.C. Parte seca. Terreno argiloso.","-39.2703018188477","-3.79277992248535",NA,NA,NA,"Erva. Esparramada.","IPA0013319",NA,"Andrade-Lima","Pentecoste","1963","10","26",NA,NA,"40139","auto",NA,NA,NA,NA,NA
"175","2019-02-15 11:47:38-02","IPA","IPA","13314","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Viana, O.J.","59",NA,NA,NA,"Southern America","Brasil","Ceará","Parte irrigada da Fazenda Exp. Vale do Curu da E.A.U.C.","-39.2703018188477","-3.79277992248535",NA,NA,NA,"Erva.","IPA0013314",NA,"Andrade-Lima","Pentecoste","1963","10","26",NA,NA,"40139","auto",NA,NA,NA,NA,NA
"176","2019-02-15 11:47:39-02","IPA","IPA","8675","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Moraes, J.C.","690","1953","05","20","Southern America","Brasil","Paraíba","Escola de Agronomia do Nordeste. Lugares baixos e úmidos, terreno inculto.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"Erva consistente.","IPA0008675",NA,NA,"Areia",NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"177","2019-07-26 11:40:56-03","IPA","IPA","8901","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Vasconcellos, J.M.","8901","1945","10","20","Southern America","Brasil","Paraíba","Escola. Num campo cultivado.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"B.P. 5869.","IPA0008901",NA,"Swallen","Areia","1948","02",NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"178","2019-07-26 11:40:56-03","IPA","IPA","20187","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","883","1969","08","22","Southern America","Brasil","Pernambuco","Cerrado ao lado da estrada para Santa Quiéria das Freixeiras.","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"IPA0020187",NA,"Costa e Silva, M.B.","Garanhuns","2006","08","17",NA,NA,"21839","auto",NA,NA,NA,NA,NA
"179","2019-07-26 11:40:56-03","IPA","IPA","2740","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2173","1929","11",NA,"Southern America","Brasil","Pernambuco","Fazenda do Sr. Notaro. Campos de cultura.","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"IPA0002740",NA,"Hitchcock","Garanhuns",NA,NA,NA,NA,NA,"21839","auto",NA,NA,NA,NA,NA
"180","2019-07-26 11:40:56-03","IPA","IPA","2739","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2169","1929","11",NA,"Southern America","Brasil","Pernambuco","Fazenda Santa Rosa. Campo.","-36.4928016662598","-8.89027976989746",NA,NA,NA,NA,"IPA0002739",NA,"Hitchcock","Garanhuns",NA,NA,NA,NA,NA,"21839","auto",NA,NA,NA,NA,NA
"181","2019-02-15 11:47:39-02","IPA","IPA","78125","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Albuquerque, N.A.; Alves-Araújo, A.","73","2007","05","23","Southern America","Brasil","Pernambuco","Mata do Pezinho, Usina São José. Borda com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Planta estolonifera. Espiguetas apresentando tricomas hialinos na base.","IPA0078125",NA,"Marques, J.S.","Igarassu","2007","06","05",NA,NA,"24709","auto",NA,NA,NA,NA,NA
"182","2019-02-15 11:47:39-02","IPA","IPA","69774","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Costa e Silva, M.B.; Valdivino, J...; Alunos da UPE; Valdivino, J...; Alunos da UPE","2854","2002","03","15","Southern America","Brasil","Pernambuco","Mata de Alcaparra.","-35.2277984619141","-7.74167013168335",NA,NA,NA,NA,"IPA0069774",NA,"Costa e Silva, M.B.","Nazaré da Mata","2005",NA,NA,NA,NA,"9456","auto",NA,NA,NA,NA,NA
"183","2019-07-26 11:40:56-03","IPA","IPA","2741","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2284","1930","01","27","Southern America","Brasil","Pernambuco","Solos arenosos cultivados.","-34.8553009033203","-8.00889015197754",NA,NA,NA,NA,"IPA0002741",NA,"Hitchcock","Olinda",NA,NA,NA,NA,NA,"7110","auto",NA,NA,NA,NA,NA
"184","2019-02-15 11:47:39-02","IPA","IPA","69996","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Costa e Silva, M.B.","2900","2004","12","12","Southern America","Brasil","Pernambuco","Janga, Terreno baldio próximo ao Bompreço.","-34.8731002807617","-7.94083023071289",NA,NA,NA,"Erva ca. 80 cm.","IPA0069996",NA,"Costa e Silva, M.B.","Paulista","2006","08","03",NA,NA,"17375","auto",NA,NA,NA,NA,NA
"185","2019-02-15 11:47:38-02","IPA","IPA","14338","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","166","1966","09","15","Southern America","Brasil","Pernambuco","Dois Irmãos, Jardim Zoo-Botânico. Solo arenoso.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Estolonífero.","IPA0014338",NA,"Tenório, E.C.","Recife","1966","02",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"186","2019-07-26 11:40:56-03","IPA","IPA","2742","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2300","1930","01","18","Southern America","Brasil","Pernambuco","Campos.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002742",NA,"Hitchcock","São Lourenço da Mata",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"187","2019-07-26 11:40:56-03","IPA","IPA","2736","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2067","1929","08",NA,"Southern America","Brasil","Pernambuco","Campos altos, cultivado.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002736",NA,"Hitchcock","São Lourenço da Mata",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"188","2019-07-26 11:40:56-03","IPA","IPA","2744","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2734","1931","08","28","Southern America","Brasil","Pernambuco","São Bento, Campo de cultura.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002744",NA,"Chase","São Lourenço da Mata","1931","12",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"189","2019-07-26 11:40:56-03","IPA","IPA","46272","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Djalma","46272","1982",NA,NA,"Southern America","Brasil","Piauí",NA,"-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"IPA0046272",NA,"Costa e Silva, M.B.","Parnaíba","2006","08","17",NA,NA,"25571","auto",NA,NA,NA,NA,NA
"190","2019-02-15 11:47:39-02","IPA","IPA","18777","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","675","1969","02","18","Southern America","Brasil","Pernambuco","Vegetação de restinga. Regossolo.",NA,NA,NA,NA,NA,NA,"IPA0018777",NA,"Costa e Silva, M.B.","Ilha de Itamaracá","2006","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-02-21 12:07:31-03","IPA","IPA","22374","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Geyskes","4","1942","06","09","Southern America","Suriname",NA,"Cottica River Barbakveba Creek.",NA,NA,NA,NA,NA,NA,"IPA0022374",NA,"Amskoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-07-26 11:40:56-03","IPA","IPA","2748","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","3565","1934","06","06","Southern America","Brasil","Pernambuco","Caatinga.",NA,NA,NA,NA,NA,NA,"IPA0002748",NA,"Chase","Russinha","1934","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-07-26 11:40:56-03","IPA","IPA","2749","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","3769","1935","01","09","Southern America","Brasil","Pernambuco","Beira do pântano.",NA,NA,NA,NA,NA,NA,"IPA0002749",NA,"Chase","Prazeres","1935","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-02-15 11:47:39-02","IPA","IPA","32593","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","17451","1974","03","26","Southern America","Brasil","Bahia","Coastal Zone. Belmonte, on S.W. outskirts of town. Disturbed restinga, riverside pature and roadsides.","-38.883333","-15.866667",NA,NA,NA,NA,"IPA0032593",NA,"Costa e Silva, M.B.",NA,"2006","08","03","-38.883333","-15.866667",NA,NA,NA,NA,NA,NA,NA
"195","2019-02-15 11:47:39-02","IPA","IPA","32594","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","17045","1974","03","14","Southern America","Brasil","Bahia","Coastal Zone. Itabuna, in the ground of CEPLAC (Centro de Pesquisa do Cacau), by the research station building.","-39.25","-14.25","30","30",NA,"Tufted delicate annual grass with erect culms and soft yellowish - green leaves.","IPA0032594",NA,"Costa e Silva, M.B.",NA,"2006","08","03","-39.25","-14.25",NA,NA,NA,NA,NA,NA,NA
"196","2019-02-15 11:47:39-02","IPA","IPA","32603","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","16160","1974","02","18","Southern America","Brasil","Bahia","6 Km from Filadelfia on the BA 385 to Itiuba. Caatinga vegetation on sand. Alt. 400 m. Approx. 40º 04'W, 10º 45'S.",NA,NA,NA,NA,NA,NA,"IPA0032603",NA,"Costa e Silva, M.B.",NA,"2006","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-02-15 11:47:39-02","IPA","IPA","32606","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","16597","1974","03","01","Southern America","Brasil","Bahia","Serra da Jacobina. West of Estiva, ca. 12 km N of Senhor do Bomfim on the BA 130 highway to Juazeiro. Lower west facing slopes of serra with television mast. Humid gallery forest among rocks with small stream. This plant growing in open, on edge of g","-40.25","-10.3","850","850",NA,"Loosely tufted annual grass with ascending culms.","IPA0032606",NA,"Costa e Silva, M.B.",NA,"2006","08","03","-40.25","-10.3",NA,NA,NA,NA,NA,NA,NA
"198","2019-02-15 11:47:39-02","IPA","IPA","32609","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","16360","1974","02","26","Southern America","Brasil","Bahia","49 Km N of Senhor do Bonfim on the BA 130 highway to Juazeiro. Dry hillside with metamorphic rocks, grazed caatinga and dry sandy river bed.","-40.216667","-10.083333","500","500",NA,"Ascending, stoloniferous annual grass.","IPA0032609",NA,"Costa e Silva, M.B.",NA,"2006","08","03","-40.216667","-10.083333",NA,NA,NA,NA,NA,NA,NA
"199","2019-02-15 11:47:39-02","IPA","IPA","32611","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.","15203","1974","01","17","Southern America","Brasil","Bahia","Serra do Rio das Contas. 12 - 14 Km N of Town of Rio das Contas, onthe road to Mato Grosso.Dry quartzite hillside with disturbed woodalnd on lower slopes, and scrub above. This plant growing in sand, in open, beside road.","-41.833333","-13.416667","1200","1200",NA,"Erect slender perennial grass, frequent.","IPA0032611",NA,NA,NA,NA,NA,NA,"-41.833333","-13.416667",NA,NA,NA,NA,NA,NA,NA
"200","2019-02-15 11:47:39-02","IPA","IPA","47530","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Luetzelburg","25913","1933","12","24","Southern America","Brasil","Ceará","Rio dos Coqueiros.",NA,NA,NA,NA,NA,NA,"IPA0047530",NA,"Costa e Silva, M.B.",NA,"2006","08","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-02-15 11:47:39-02","IPA","IPA","47540","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Luetzelburg","28370","1937","03",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0047540",NA,"Costa e Silva, M.B.",NA,"2006","08","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-07-26 11:40:56-03","IPA","IPA","49574","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Lima, G.C.","49574","1985",NA,NA,"Southern America","Brasil","Rio Grande do Norte","Região do Seridó. Caatinga.",NA,NA,NA,NA,NA,NA,"IPA0049574",NA,"Ataíde, M.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-02-15 11:47:39-02","IPA","IPA","57752","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Bona-Nascimento, M.S.; Carvalho, J.H.; Carvalho, J.H.","625","1994","03","23","Southern America","Brasil","Maranhão","Fazenda Brejo Comprido.","-46.035556","-7.5325","247","247",NA,"Cerrado. A área está situada em relevo plano, numa situação de baixada. Atualmente é utilizada como pastagem artificial. Solo argiloso-arenoso, apresentando media drenagem. Obs: Erva: decumbente. Folhas simples. Espécime somente dispo","IPA0057752",NA,"Costa e Silva, M.B.","Balsas","2006","08","17","-46.035556","-7.5325",NA,NA,NA,NA,NA,NA,NA
"204","2019-02-15 11:47:39-02","IPA","IPA","73336","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Costa e Silva, M.B.; Filgueiras, T.S.; Filgueiras, T.S.","2911","2006","11","30","Southern America","Brasil","Pernambuco","Área antrópica. frequencia baixa. Campus do IPA. Atrás dos laboratórios.","-34.925278","-8.063889",NA,NA,NA,"Erva decumbente, bainha pilosa.","IPA0073336",NA,"Costa e Silva, M.B.","Recife","2006","11","30","-34.925278","-8.063889",NA,NA,NA,NA,NA,NA,NA
"205","2019-02-15 11:47:39-02","IPA","IPA","79337","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Araújo, D.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.","203","2007","03","22","Southern America","Brasil","Pernambuco","Usina São José, Mata de Santa Helena, borda da mata.","-34.608333","-7.785556","100","100",NA,"Erva ereta.; Mata Atlântica.","IPA0079337",NA,"Maciel, J.R.","Igarassu","2007","08",NA,"-34.608333","-7.785556",NA,NA,NA,NA,NA,NA,NA
"206","2019-02-15 11:47:39-02","IPA","IPA","8496","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Coelho, M.","33","1956","06",NA,"Southern America","Brasil","Alagoas","Margem do São Francisco, defronte da cidade de Barra.","-37.9991989135742","-9.38860988616943",NA,NA,NA,NA,"IPA0008496",NA,"Filgueiras, T.S.","Delmiro Gouveia","2006",NA,NA,NA,NA,"26470","auto",NA,NA,NA,NA,NA
"207","2019-02-15 11:47:38-02","IPA","IPA","12372","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Sarmento","317","1959","07","10","Southern America","Brasil","Alagoas","Posto Agropecuário. No cercado, á sombra.","-36.6335983276367","-9.53693962097168",NA,NA,NA,"40 - 50 cm alt.","IPA0012372",NA,"Sarmento","Igaci","1961","02","18",NA,NA,"22424","auto",NA,NA,NA,NA,NA
"208","2019-02-15 11:47:39-02","IPA","IPA","47639","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Luetzelburg","26501","1934","01","22","Southern America","Brasil","Ceará","Granjeiro, Rio dos Coqueiros.","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"IPA0047639",NA,"Costa e Silva, M.B.","Crato","2003","06","18",NA,NA,"30071","auto",NA,NA,NA,NA,NA
"209","2019-02-15 11:47:39-02","IPA","IPA","62218","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Dombrowski, L.T.","13046","1986","05",NA,"Southern America","Brasil","Paraná","Pontal do sul.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Terreno arenoso. Frequente.","IPA0062218",NA,"Dombrowski, L.T.","Paranaguá",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"210","2019-07-26 11:40:56-03","IPA","IPA","20400","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","1151","1969","09","20","Southern America","Brasil","Pernambuco","Á beira da capoeira.","-37.1231002807617","-9.11139011383057",NA,NA,NA,NA,"IPA0020400",NA,"Costa e Silva, M.B.","Águas Belas","2006","08","03",NA,NA,"36545","auto",NA,NA,NA,NA,NA
"211","2019-07-26 11:40:56-03","IPA","IPA","18477","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Ferraz, L.","18477","1970","03","24","Southern America","Brasil","Pernambuco","Chapada do Araripe","-40.4982986450195","-7.57610988616943",NA,NA,NA,NA,"IPA0018477",NA,"Costa e Silva, M.B.","Araripina","2006","08","03",NA,NA,"41571","auto",NA,NA,NA,NA,NA
"212","2019-02-15 11:47:38-02","IPA","IPA","12076","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Andrade-Lima","59-3400","1959","11","01","Southern America","Brasil","Pernambuco","Engenho Riachão.","-35.7969017028809","-8.23332977294922",NA,NA,NA,NA,"IPA0012076",NA,"Costa e Silva, M.B.","Bezerros","2006","08","17",NA,NA,"25699","auto",NA,NA,NA,NA,NA
"213","2019-02-15 11:47:39-02","IPA","IPA","8495","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Coelho, M.","12","1956","06",NA,"Southern America","Brasil","Pernambuco","Fazenda Limeira Grande. Em pastagem nova.","-35.2546997070312","-7.850830078125",NA,NA,NA,NA,"IPA0008495",NA,"Monteiro, M.C.","Carpina","1957","01","01",NA,NA,"19558","auto",NA,NA,NA,NA,NA
"214","2019-02-15 11:47:39-02","IPA","IPA","8494","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Coelho, M.","3","1956","06",NA,"Southern America","Brasil","Pernambuco","Fazenda Limeira Grande. Em pastagem nova.","-35.2546997070312","-7.850830078125",NA,NA,NA,NA,"IPA0008494",NA,"Monteiro, M.C.","Carpina","1957","06","05",NA,NA,"19558","auto",NA,NA,NA,NA,NA
"215","2019-07-26 11:40:56-03","IPA","IPA","20257","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","967","1969","08","29","Southern America","Brasil","Pernambuco","Estrada Iati - Bom-Conselho. Vegetação da caatinga.","-36.8460998535156","-9.04582977294922",NA,NA,NA,NA,"IPA0020257",NA,"Tenório, E.C.","Iati","1971",NA,NA,NA,NA,"38951","auto",NA,NA,NA,NA,NA
"216","2019-07-26 11:40:56-03","IPA","IPA","20239","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","947","1969","08","28","Southern America","Brasil","Pernambuco","Iati - achoeirinha. Caatinga.","-36.8460998535156","-9.04582977294922",NA,NA,NA,NA,"IPA0020239",NA,"Tenório, E.C.","Iati","1971",NA,NA,NA,NA,"38951","auto",NA,NA,NA,NA,NA
"217","2019-07-26 11:40:56-03","IPA","IPA","2746","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","3282","1933","05","18","Southern America","Brasil","Pernambuco","Mata do litoral.","-35.0638999938965","-8.39888954162598",NA,NA,NA,NA,"IPA0002746",NA,"Chase","Ipojuca","1933","07",NA,NA,NA,"22847","auto",NA,NA,NA,NA,NA
"218","2019-07-26 11:40:56-03","IPA","IPA","20277","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Tenório, E.C.","992","1969","09","11","Southern America","Brasil","Pernambuco","Entre Pesqueira - MImoso. Caatinga.","-36.6963996887207","-8.35778045654297",NA,NA,NA,NA,"IPA0020277",NA,"Tenório, E.C.","Pesqueira","1971",NA,NA,NA,NA,"36615","auto",NA,NA,NA,NA,NA
"219","2019-02-15 11:47:39-02","IPA","IPA","69797","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Guerra, R.","09","2002","02",NA,"Southern America","Brasil","Pernambuco","Boa Viagem","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0069797",NA,"Costa e Silva, M.B.","Recife","2007","01","23",NA,NA,"18865","auto",NA,NA,NA,NA,NA
"220","2019-02-15 11:47:39-02","IPA","IPA","59792","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Guerra, R.","16","2002","02",NA,"Southern America","Brasil","Pernambuco","Boa Viagem","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0059792",NA,"Costa e Silva, M.B.","Recife","2006","08","17",NA,NA,"18865","auto",NA,NA,NA,NA,NA
"221","2019-07-26 11:40:56-03","IPA","IPA","2","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Vasconcellos Sobrinho","2","1936","03","30","Southern America","Brasil","Pernambuco","Bongi, Parque do IPA.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0000002",NA,"Pickel, B.","Recife",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"222","2019-07-26 11:40:56-03","IPA","IPA","2738","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2136","1926","12",NA,"Southern America","Brasil","Pernambuco","Campos de cultura.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002738",NA,"Hitchcock","São Lourenço da Mata",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"223","2019-07-26 11:40:56-03","IPA","IPA","2737","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2086","1929","07","25","Southern America","Brasil","Pernambuco","Entre rochas, no cercado.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002737",NA,"Hitchcock","São Lourenço da Mata",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"224","2019-07-26 11:40:56-03","IPA","IPA","2743","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","2722","1931","07","31","Southern America","Brasil","Pernambuco","São Bento, Beira dos caminhos.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002743",NA,"Chase","São Lourenço da Mata","1931","12",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"225","2019-07-26 11:40:56-03","IPA","IPA","2734","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pickel, B.","1585","1928","05",NA,"Southern America","Brasil","Pernambuco","Terrenos frescos.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002734",NA,"Hitchcock","São Lourenço da Mata","1929","02",NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"226","2019-02-15 11:47:38-02","IPA","IPA","16638","S","Plantae","Plantae",NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Ferreira, S.","111","1966","12","19","Southern America","Brasil","Rio de Janeiro","Guanabara, Baixada de Jacarepaguá, á 2 Km da Estr. dos Bandeirantes.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Em áreas cultivadas. Centro de Pesquisas Florestais e Conservação da Natureza nº 06561.","IPA0016638",NA,"Tenório, E.C.","Rio de Janeiro","1969","10","16",NA,NA,"57442","auto",NA,NA,NA,NA,NA
