"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","391405","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"J. G. Kuhlmann","1927","08","31","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391405","NY00391405_01","Magnoliophyta","Fabales","445","South America","Ilha de Paquetá, bahia do Rio de Janeiro, Guanabara","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00391388","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. P. Belém","1965","03","25","Brazil","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,NA,NA,"coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391388","NY00391388_01","Magnoliophyta","Fabales","558","South America","Centro de Pesquisas do Cacau, CEPLAC, CEPEC","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","391378","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"H. C. de Lima","1985","05","09","Brazil","Rio de Janeiro","Niterói","-43.1036","-22.8833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391378","NY00391378_01","Magnoliophyta","Fabales","2593","South America","Pico do Alto Morao","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00391382","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby",NA,NA,NA,"A. M. Amorim","1993","02","21","Brazil","Bahia","Jacobina","-40.5181","-11.1808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391382","NY00391382_01","Magnoliophyta","Fabales","991","South America","Estrada Jacobina-Itaitu, ca. de 22km a partir de Sede do Município","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","391375","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. P. Lewis","1987","04","25","Brazil","Rio de Janeiro","Saquarema","-42.5","-22.92",NA,NA,NA,NA,"Wood sample and photograph <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391375","NY00391375_01","Magnoliophyta","Fabales","1613","South America","Praia de Itaunas","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00391389","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. P. Belém","1967","03","08","Brazil","Bahia","Jitaúna","-39.8889","-14.0192",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391389","NY00391389_01","Magnoliophyta","Fabales","3373","South America","Jitaúna. Saida para Jequie","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","391395","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby",NA,NA,NA,"E. M. N. Ferraz","1996","09","02","Brazil","Pernambuco","Sao Vicente Ferrer","-35.5","-7.58",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391395","NY00391395_01","Magnoliophyta","Fabales","420","South America","Sao Vicente Férrer, Mata do Estado","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01066585","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","G. P. Lewis",NA,NA,NA,"M. do C. B. Teixeira","1983","06","14","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203535' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066585","NY01066585_01","Magnoliophyta","Fabales","7377","South America","CD 03","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1144589","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","L. P. de Queiroz",NA,NA,NA,"D. B. O. S. Cardoso","2005","02","07","Brazil","Bahia","Ruy Barbosa","-40.47","-12.3136",NA,NA,"889","889","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144589","NY01144589_01","Magnoliophyta","Fabales","253","South America","Rui Barbosa: Serra do Orobó. Riacho do Meio.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00391400","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"J. G. Jardim","1994","03","18","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391400","NY00391400_01 NY00391400_02","Magnoliophyta","Fabales","372","South America","Fazenda situada W da sede do CEPEC. Plantaçao do cacau. CABRUCA","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1018751","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","M. de L. Rico-Arce",NA,NA,NA,"V. de F. Mansano","2008","01","19","Brazil","Espírito Santo","Pinheiros","-40.2139","-18.3789",NA,NA,"154","154","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262350' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018751","NY01018751_01","Magnoliophyta","Fabales","07-556","South America","Fazenda de mamão próximo a Reserva Natiral Victório Orletti.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00917651","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"A. Macedo","1948","12","20","Brazil","Goiás","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917651","NY00917651_01","Magnoliophyta","Fabales","1540","South America","Queixada","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00391369","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. P. Lewis","1991","03","27","Brazil","Bahia",NA,"-41.83","-13.62",NA,NA,NA,NA,"Photographs <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391369","NY00391369_01","Magnoliophyta","Fabales","1910","South America","Ca. 7km along the estrada de terra from Livramento do Brumado to Rio de Contas","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00917600","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"E. P. Heringer","1959","03","02","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917600","NY00917600_01","Magnoliophyta","Fabales","6815","South America","Rodovia Brasilia","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01039200","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","H. C. de Lima",NA,NA,NA,"H. C. de Lima","2009","03","19","Brazil","Rio de Janeiro","Nova Iguaçú","-43.4342","-22.5953",NA,NA,"63",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039200","NY01039200_01","Magnoliophyta","Fabales","7069","South America","Reserva Biológica Poço das Antas. Entorno da Rebio Tinguá, Sede campoestre do SINSPETRO.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03097830","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip",NA,NA,NA,NA,"H. C. de Lima","2016","06","27","Brazil","Rio de Janeiro","Maricá","-42.8425","-22.8969444",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3343385' target='other'> <mi>dwc_moreinfo</mi></a>","NY03097830","NY03097830_01","Magnoliophyta","Fabales","8254","South America","Pindobas, Estrada do Camburi, Sítio Exdra-Orquideas. Fragmento de mata de planície, solo argiloso-arenoso.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00917597","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","1989","02","08","Brazil","Minas Gerais","Itinga","-41.7653","-16.6133",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917597","NY00917597_01","Magnoliophyta","Fabales","52687","South America","Morais","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","391394","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby",NA,NA,NA,"L. F. Silva","1996","03","15","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708","-8.15",NA,NA,"636","636","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391394","NY00391394_01","Magnoliophyta","Fabales","179","South America","Fazenda Bituri","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01806216","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","G. P. Lewis",NA,NA,NA,"W. W. Thomas","2003","07","25","Brazil","Bahia","Jequié","-40.1908","-13.9394",NA,NA,"835","835","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806216","NY01806216_01","Magnoliophyta","Fabales","13535","South America","Serra do Castanhão, 14.5 km S of Jequié on BR116, then 7.5 km W (at Pousada Corujao) to Embratel tower.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00391386","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. S. Pinheiro","1971","03","04","Brazil","Bahia","Ibicaraí","-39.58","-14.86",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391386","NY00391386_01","Magnoliophyta","Fabales","1055","South America","Lado-norte - plantaçao de cacau","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01066586","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","G. P. Lewis",NA,NA,NA,"R. P. Belém","1965","08","10","Brazil","Espírito Santo",NA,"-40.10894","-18.996963",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203537' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066586","NY01066586_01","Magnoliophyta","Fabales","1549","South America","Reserva Florestal de Sooretama","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00391374","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. P. Lewis","1981","12","23","Brazil","Bahia","Jequié","-40.25","-13.88",NA,NA,"320","320","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391374","NY00391374_01","Magnoliophyta","Fabales","982","South America","Km 19 da estrada Jequie para Contendas do Sincorá","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","391407","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"B. J. Pickel","1934","01","13","Brazil","Pernambuco",NA,"-35.18","-8.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391407","NY00391407_01","Magnoliophyta","Fabales","3486","South America","In a thicket, Tapera","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00917575","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. F. J. Pabst","1965","01","15","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917575","NY00917575_01","Magnoliophyta","Fabales","8302","South America","BR-4, entre Km 810-811","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-05-17 10:21:00-03","NY","NYBG","02532052","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala",NA,NA,NA,NA,NA,"Neves, D. M.","2013","07","10","Brazil","Minas Gerais","Salinas","-42.276944","-16.233056",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2840908' target='other'> <mi>dwc_moreinfo</mi></a>","NY02532052","NY02532052_01","Magnoliophyta","Fabales","1457","South America","5km southeast of Salinas.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01066584","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","M. de L. Rico-Arce",NA,NA,NA,"J. A. Lombardi","1999","05","03","Brazil","Minas Gerais","Belo Horizonte","-43.9722","-19.8778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066584","NY01066584_01","Magnoliophyta","Fabales","2806","South America","Campus da UFMG","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","391376","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"H. C. de Lima","1987","05","05","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391376","NY00391376_01","Magnoliophyta","Fabales","2866","South America","Peró, Estrada p/ Praia das Conchas","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","777566","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","L. P. de Queiroz",NA,NA,NA,"L. P. de Queiroz","1993","07","22","Brazil","Bahia","Iraquara","-41.7714","-12.1494",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777566","NY00777566_01","Magnoliophyta","Fabales","3407","South America","Ca. 3 km N de Agua de Rega na estrada para Souto Soares, local con hecido como ladeira do Véio Dedé","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","334692","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip",NA,NA,NA,NA,"J. S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00334692","NY00334692_01","Magnoliophyta","Fabales","1848","South America","Ilheos","sheet","syntype",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00391381","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby",NA,NA,NA,"G. G. Hatschbach","1997","01","16","Brazil","Bahia","Caetité","-42.47","-14.06",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=382176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391381","NY00391381_01","Magnoliophyta","Fabales","65846","South America","Palmeira","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00917599","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"H. S. Irwin","1971","01","15","Brazil","Minas Gerais",NA,"-43.676328","-19.820266",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917599","NY00917599_01","Magnoliophyta","Fabales","30439","South America","Serra do Espinhaço, wooded riacho margin near base of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01018736","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","M. de L. Rico-Arce",NA,NA,NA,"B. M. Torke","2008","05","04","Brazil","Rio de Janeiro","Rio de Janeiro","-43.1572","-22.9486",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262289' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018736","NY01018736_01 NY01018736_02","Magnoliophyta","Fabales","408","South America","Paão Açúcar, along or close to the Pista Cláudio Coutinho, city of Rio de Janeiro.","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00917652","PreservedSpecimen","Plantae","Fabaceae","Albizia","polycephala","Albizia polycephala","(Benth.) Killip","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. S. Ramalho","1978","07","17","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917652","NY00917652_01","Magnoliophyta","Fabales","1212","South America","Viçosa (UFV Prox. Avenida)","sheet",NA,NA,NA,NA,NA,NA,NA,NA
