"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","infraspecificEpithet","sex"
"197","2015-07-02 14:02:31-03","JBP","HPL","3872","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez","H. Lorenzi","1993","11","14","H. Lorenzi","1142","1993","11","14","Brasil","MG","Itamogi","Coletado na fazenda do Sr Luiz de Campos, em área de bosque aberto.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11256","auto",NA,NA,NA,NA,NA,NA,NA
"198","2015-07-02 14:02:30-03","JBP","HPL","9224","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. Lorenzi","1993","07","07","H. Lorenzi","231","1993","07","07","Brasil","SP","Lutécia","Coletado na estrada entre Lutécia e Assis-SP, em área de mata semidecídua","-50.39","-22.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19776","auto",NA,NA,NA,NA,NA,NA,NA
"199","2015-07-02 14:02:30-03","JBP","HPL","11583","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa",NA,"E. Franco","2007","10","21","E. Franco","29","2007","10","21","Brasil","MG","Guardinha","Coletado na Fazenda José Caetano, em área de mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2015-07-02 14:02:30-03","JBP","HPL","9431","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","R. Tsuji","2007","09","12","R. Tsuji","2143","2007","09","12","Brasil","PR","Guarapuava","Coletado ca. 68km de Guarapuava-PR, em beira de estrada.","-51.4581","-25.3953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"201","2016-02-02 14:38:23-02","BGBM","B","B 10 0185250","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow","1267",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II <a href=http://herbarium.bgbm.org/object/B100185250 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185250","B100185250 B100185250_1","isotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2016-02-02 14:38:23-02","BGBM","B","B 10 0185253","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"?",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185253 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185253","B100185253",NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2016-02-02 14:38:23-02","BGBM","B","B 10 0185249","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow","1267",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I <a href=http://herbarium.bgbm.org/object/B100185249 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185249","B100185249 B100185249_1","holotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2016-02-02 14:38:23-02","BGBM","B","B 10 0185251","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow","1267",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IV <a href=http://herbarium.bgbm.org/object/B100185251 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185251","B100185251 B100185251_1","isotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-02-02 14:38:23-02","BGBM","B","B 10 0185252","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow","1267",NA,NA,NA,"Brazil",NA,NA,"Brasilia meridionalis.",NA,NA,NA,NA,NA,NA,"Ex reliquiis Sellowianis, Humboldt ded. 1836; ex Herb. Kunth; III <a href=http://herbarium.bgbm.org/object/B100185252 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185252","B100185252 B100185252_1","isotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2016-02-02 14:38:23-02","BGBM","B","B 10 0185379","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"also isosyntype of Oreodaphne pulchella var. sericeola Nees, type determination by J.Rohwer, 1983 <a href=http://herbarium.bgbm.org/object/B100185379 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185379","B100185379 B100185379_1","syntype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2016-02-02 14:38:23-02","BGBM","B","B 10 0185380","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"numbers on label: 1366, 398 <a href=http://herbarium.bgbm.org/object/B100185380 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185380","B100185380 B100185380_1","syntype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-02-15 11:40:53-02","IPA","IPA","32189","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","Teixeira, B.C.",NA,NA,NA,"Hoehne, W.","119","1932","12","27","Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0032189",NA,NA,"Southern America",NA,NA,"Plantae",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"209","2019-02-15 11:40:53-02","IPA","IPA","80584","S","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","Baitello, J.B.","1988",NA,NA,"Torres, R.B.; Figueiredo, N.; Figueiredo, N.","s.n.","1988",NA,NA,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF).","-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,NA,"IPA0080584",NA,NA,"Southern America",NA,NA,"Plantae",NA,"29114","auto",NA,NA,NA,NA,NA,NA,NA
"210","2019-08-27 13:30:39-03","IAP","PACA-AGP","69716","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","L.C.S. Assis","2005","03","03","Hatschbach, G.","866","1948","01","06","Brasil","PR","Campo Largo","Serra S. Luís de Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Habitat: orla de mata Fenofase: flor Hábito: arbusto","PACA069716",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","53742","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"211","2019-08-27 13:30:39-03","IAP","PACA-AGP","69151","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. van der Werff","1986",NA,NA,"Hatschbach, G.","14246","1966","04","28","Brasil","PR","Cianorte","Fazenda da Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"Habitat: cerrado Hábito: árvore","PACA069151",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","32009","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"212","2019-08-27 13:30:39-03","IAP","PACA-AGP","109917","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","Molz, M.","2013","12","04","A. Stival-Santos & S. Silveira","570","2009","03","25","Brasil","SC","Água Doce","Hereiliópolis.","-51.4825","-26.818056","51°28'57W","26°49'05S","1315","1315","FURB 11407 Habitat: no entorno da unidade amostral Hábito: arbórea","PACA109917",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"213","2019-08-27 13:30:39-03","IAP","PACA-AGP","109918","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","Molz, M.","2013","12","04","A. Stival-Santos","2607","2010","04","20","Brasil","SC","Major Gercino",NA,"-49.14","-27.449722","49°08'24W","27°26'59S","708","708","FURB 25923 Fenofase: fruto imaturo verde Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA109918",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"214","2019-08-27 13:30:39-03","IAP","PACA-AGP","110440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","A. Quinet","2010","09","15","A. Stival-Santos","1659","2010","02","01","Brasil","SC","Angelina","Rancho das Tábuas.","-49.049444","-27.630278","49°02'58W","27°37'49S","590","590","FURB 21034 Habitat: interior do fragmento Fenofase: fruto esverdeado Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA110440",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"215","2019-08-27 13:30:39-03","IAP","PACA-AGP","66796","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo","1956","05","04","Reitz & Klein","3173","1956","05","04","Brasil","SC","Pilões","Santo Amaro da Imperatriz",NA,NA,NA,NA,NA,NA,"Habitat: caapoeira Fenofase: fruto Hábito: arbusto","PACA066796",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"216","2019-08-27 13:30:39-03","IAP","PACA-AGP","69377","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. van der Werff","1987",NA,NA,"Hatschbach, G.","50331","1985","12","09","Brasil","PR",NA,"Estrela - Cerro Azul",NA,NA,NA,NA,NA,NA,"Habitat: mata pluvial Fenofase: flor Hábito: árvore","PACA069377",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"217","2019-08-27 13:30:39-03","IAP","PACA-AGP","67921","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. van der Werff","1985",NA,NA,"R. Kummrow","1441","1981","02","04","Brasil","PR","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Habitat: caapoeira Fenofase: flor Hábito: árvore","PACA067921",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","12577","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"218","2019-08-27 13:30:39-03","IAP","PACA-AGP","66794","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo","1970",NA,NA,"Reitz & Klein","6275","1958","01","22","Brasil","SC","Joinville","Estrada Dona Francisca","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Habitat: mata Fenofase: flor Hábito: árvore","PACA066794",NA,NA,NA,NA,NA,"Magnoliophyta","Laurales","37150","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"219","2020-12-20 21:18:04-03","UFV","VIC","11083","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Silva, A.F.; Pereira, F.M.G.","1440","1986","05","23","Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista, Horto florestal.","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore de até 20 m casca e lenho creme aromática frutos imaturos com cúpula verde acastanhado, glande verde.","VIC011083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-20 21:18:04-03","UFV","VIC","164","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Teixeira, R.N.C.; et al.","164","2005","09","24","Brasil","Espirito Santo","Santa Maria de Jetibá","A 2 km da cidade Propriedade Helmar Gummes","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"Árvore de 10 m.","VIC000164","VIC000164",NA,NA,NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA,NA
"221","2020-12-20 21:18:04-03","UFV","VIC","15168","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Mota, A.L.P.; et al.","1050","1991","12","11","Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, mata do vasco.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Casca interna vermelha ferruginea, com esxudato avermelhado aquoso pouco,de cheiro agradavel, flores de cor creme suave.","VIC015168",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"222","2020-12-20 21:18:04-03","UFV","VIC","15194","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Mota, A.L.P.; et al.","2129","1993","12","13","Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de furnas.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"Árvore de ate 25 m, pasto próximo área 5. mata de furnas planta aromática","VIC015194",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"223","2020-12-20 21:18:04-03","UFV","VIC","15192","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, mata de Nova Ponte.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC015192",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"224","2020-12-20 21:18:04-03","UFV","VIC","15191","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Mota, A.L.P.; et al.","394",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, mata do vasco.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC015191",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"225","2020-12-20 21:18:04-03","UFV","VIC","5869","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Handro, O.","5869","1960","02","06","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de mata flores alvas.","VIC005869",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"226","2020-12-20 21:18:04-03","UFV","VIC","20618","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Bovini, M.G.; et al.","1415","1998","06","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do Aníbal.","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Árvore de ca 4,5 m semi heliofila, folhas cartáceas concolores, frutos escuros.","VIC020618",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"227","2020-12-20 21:18:04-03","UFV","VIC","20190","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Meira, Neto J A","2029","1993","10",NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura, mata da sivicultura.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 5 m,.","VIC020190",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"228","2020-12-20 21:18:04-03","UFV","VIC","40249","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Simão, M.R.V.C.","298","2012","09","12","Brasil","Minas Gerais","Viçosa","Mata do Paraiso, Estação de Pesquisa, treinamento e Educação Ambiental da Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Árvore de 9 m, fruto imaturo verde, de hipanto verde escuro.","VIC040249",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"229","2020-12-20 21:18:04-03","UFV","VIC","29259","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Souza, L.R.M.; Francisco, E.M.","s.n.","1996","12","03","Brasil","Paraná","Teixeira Soares",NA,"-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,"Árvore de 7 m, botões florais e flores creme,frequente.estrada para Teixeira.","VIC029259",NA,NA,NA,NA,NA,NA,NA,"31767","auto",NA,NA,NA,NA,NA,NA,NA
"230","2020-12-20 21:18:04-03","UFV","VIC","11858","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Meira, Neto J A; Capellari Júnior, L.","s.n.","1989","03","20","Brasil","São Paulo","Águas de Santa Bárbara","Estado Ecologico de Santa Barbara","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"Frutos verdes árvore de 6 m.; Cerrado.","VIC011858",NA,NA,NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"231","2020-12-20 21:18:04-03","UFV","VIC","11102","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Silva, A.F.","1459","1986","07","21","Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista, Reserva Boa vista.","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,"Árvorede ate 20 m, frutos verdes sendo a cúpula um tanto acastanhada, casca pêssego, lenho creme, súber áspero com pústulas, fortemente aromática.","VIC011102",NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA
"232","2020-12-20 21:18:04-03","UFV","VIC","15193","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de furnas.","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC015193",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"233","2020-12-20 21:18:04-03","UFV","VIC","29291","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meissn.) Mez",NA,NA,NA,NA,"Chagas, F.; Soares-Silva, L.H.","01884","1995","12","09","Brasil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"Árvore de 13 m botões florais e flores amarelas, Capão.","VIC029291",NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"234","2020-12-20 21:18:05-03","UFV","VIC","7244","PreservedSpecimen","Plantae","Lauraceae","Ocotea","organensis","Ocotea organensis","Mez",NA,NA,NA,NA,"Silva, A.F.","113","1979","01","10","Brasil","São Paulo","Ubatuba","Estação Experimental do I.A.C.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore de 15 m com flores.","VIC007244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-20 21:18:05-03","UFV","VIC","17976","PreservedSpecimen","Plantae","Lauraceae","Ocotea","organensis","Ocotea organensis","Mez",NA,NA,NA,NA,"Ana Luiza","s.n.","1995","08","22","Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,"P 10 n°500","VIC017976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021829","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez","H. van der Werff",NA,NA,NA,"G. Hatschbach; J. M. Silva","51507","1987","10","21","Brazil","Mato Grosso do Sul",NA,"Rod. MT-642 (mun. Iguatemi) Mato Grosso do Sul, Brazil","-54.568301","-23.677128",NA,NA,"400",NA,"PMC - SMMA 004; Arvore 6 m, frutos pretos. Mata.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021828","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez","H. van der Werff",NA,NA,NA,"G. Hatschbach; J. M. Silva","50294","1985","11","28","Brazil","Minas Gerais",NA,"Salto Cristáis (mun. Diamantina) Minas Gerais, Brazil","-43.6","-18.25",NA,NA,NA,NA,"PMC - SMMA 004 ; MS 67; Arbusto 3 m, flor creme. Campo rupestre, matinha baixa",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021826","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez","J. G. Rohwer",NA,NA,NA,"J. Cordeiro; J. M. Silva, E. Barbosa & O. S. Ribas","1678","1999","12","28","Brazil","Santa Catarina",NA,"Subida à Serra Quiriri (Mun. Campo Alegre) Santa Catarina, Brazil","-49.265918","-26.192803",NA,NA,NA,NA,"PMC-DPP 004; Árvore, 5m, flor creme. Capão.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0021827","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","Mez","H. van der Werff",NA,NA,NA,"G. Hatschbach; A. Manosso","52574","1989","1","27","Brazil","Paraná",NA,"Rod. PR-11, 10-20 km N de Castro.","-50.011684","-24.792233",NA,NA,NA,NA,"PMC - SMMA 004; Arvore 10-12 m, flores alvescentes, capão com Araucaria, Ilex, Myrcia, etc.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-11-21 14:38:10-03","UFJF","CESJ","34702","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez.","L.C.S. Assis; H.van der Werff","2003","08",NA,"R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","1894","2001","10","14","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore no interior de mata, ca 18 m alt. Folhas levemente discolores. Frutos verdes.","CESJ034702",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"241","2019-11-21 14:38:10-03","UFJF","CESJ","59417","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez.","A.Quinet","2010","09","15","A. Korte; A.Kniess","1273","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras, Lat.:27º37'53,00S; Lon.:49º19'16,00O; Alt.:942m.","-49.321111","-27.631389","-49.321111","-27.631389","942","942","Floresta Ombrófila Mista; estádio suces. médio de regeneração. Árvore, 10,5m alt., em interior de fragmento. Flor branca.","CESJ059417",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-11-21 14:38:10-03","UFJF","CESJ","52264","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez.","C.N. Silva","2011","08","09","F.S. Souza; I.A. Almeida; B. Paixão-Souza","592","2008","10","18","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore 8 a 9m no interior de mata, flores com pétalas brancas e estames amarelos. Exalando cheiro adocicado.","CESJ052264",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"243","2019-11-21 14:38:10-03","UFJF","CESJ","63092","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez.","D.S. Santiago","2013","07",NA,"D.S. Santiago; J.H.C. Ribeiro","597","2013","06","14","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior de Mata de Araucária localizada a aproximadamente 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Árvore, ca. 10 m, frutos imaturos verdes","CESJ063092",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA
"244","2021-04-07 11:45:16-03","UFMS","CGMS","43440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","M.G. Caxambu","2013","12","04","M.G. Caxambu","4906","2013","11","02","Brasil","São Paulo","Ilha Comprida","Arrededores.","-47.8955555","-25.0266667","-47,8955555","-25,0266667","3","3","Flor ausente. Fruto imaturo verde. Arvoreta semiciofila. Habitat: Floresta Ombrófila Densa das Terras Baixas. Organossolo hidromorfico. Habito: Árvore. 3m de altura.","CGMS1073424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
