"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet","typeStatus","sex"
"47","2020-12-04 13:19:23-03","UDESC","LUSC","6566","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Floriani, M.M.P.","Floriani, M.M.P.","21","2011","04","26",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,"LUSC006799","LUSC006799",NA,"29300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-01-17 11:26:32-02","PUCRS","MPUC","21640","S","Plantae",NA,"Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","F. Gonzatti",NA,NA,"2011","10","18","South America","Brasil","Rio Grande do Sul","Muitos Capoes","estrada para Esmeralda","-51.1672222","-28.2822222",NA,NA,NA,"ereta em banhado. Recoberta por lâmina de água.",NA,NA,"2014",NA,NA,"Magnoliopsida",NA,"01","01","-51.1672222000","-28.2822222000",NA,"1297","860","860","1",NA,NA,NA
"49","2019-01-17 11:26:33-02","PUCRS","MPUC","18156","S","Plantae",NA,"Myrtales","Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","P.J.S. Silva Filho",NA,NA,"2010","11","01","South America","Brasil","RS","Caxias do Sul",".","-51.1791667","-29.1683333",NA,NA,NA,"em banhado",NA,NA,"2011",NA,NA,"Magnoliopsida",NA,"01","01","-51.1791667000","-29.1683333000",NA,"1667",NA,NA,"1",NA,NA,NA
"50","2019-01-17 11:26:33-02","PUCRS","MPUC","2149","S","Plantae",NA,"Myrtales","Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","S.M. Nunes",NA,NA,"1978","10","24","South America","Brasil","RS","Selbach",".","-52.9524993896484","-28.6285991668701",NA,NA,NA,NA,NA,NA,"1980","16728","auto","Magnoliopsida",NA,"01","01",NA,NA,NA,"741",NA,NA,"1",NA,NA,NA
"51","2020-05-20 17:53:18-03","FURB","FURB","40062","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, MG","Funez, L.A.; Zermiani, A.E.","1417","2013","01","15",NA,"Brasil","Santa Catarina","Urubici","Cascata do Avencal.","-49.6175","-28.045","1184","1184",NA,NA,"FURB28105","FURB28105","2014",NA,NA,NA,NA,"12","16","-49.6175000","-28.0450000",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:02:31-03","FURB","FURB","49212","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Gonzatti, F","Gonzatti, F.","1297","2011","10","18",NA,"Brasil","Rio Grande do Sul","Muitos Capões","Estrada para Esmeralda.","-51.1672223","-28.2822223","860","860",NA,NA,"FURB49212","FURB49212","2014",NA,NA,NA,NA,"11","11","-51.1672223","-28.2822223",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:02:31-03","FURB","FURB","49217","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Gonzatti, F","Gonzatti, F.","1351","2014","11","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Criúva, Canion dos Palanquinhos.","-50.8336111","-28.9","750","750",NA,NA,"FURB49217","FURB49217","2014",NA,NA,NA,NA,"12",NA,"-50.8336111","-28.9000000",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-05-20 17:53:18-03","FURB","FURB","50262","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Funez, L.A.","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3894","2014","11","04",NA,"Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","1200","1200",NA,NA,"FURB50262","FURB50262","2015",NA,NA,NA,NA,NA,NA,"-48.9544444","-26.0391666",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:02:31-03","FURB","FURB","51009","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Funez, L.A.","Funez, L.A.; Hassemer, G.","5163","2016","02","10",NA,"Brasil","Santa Catarina","Urubici","Próximo à Pousada Arco-Íris.","-49.5811111","-27.9863889","894","894",NA,NA,"FURB51009","FURB51009","2016",NA,NA,NA,NA,NA,NA,"-49.5811111","-27.9863889",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:02:31-03","FURB","FURB","58462","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2475","2018","03","30",NA,"Brasil","Santa Catarina","Rio Rufino",NA,"-49.7683334","-27.99","1281","1281",NA,"flor branca e lilás -escuro Habitat: interior da unidade amostral Habito: erva terrícola","FURB58462","FURB58462","2018",NA,NA,NA,NA,"10","19","-49.7683334","-27.9900000",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:02:31-03","FURB","FURB","58676","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2250","2018","03","06",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara.","-49.59","-28.1702778","1560","1560",NA,"flor lilás-claro Habitat: beira de riacho Habito: erva","FURB58676","FURB58676","2018",NA,NA,NA,NA,"10","19","-49.5900000","-28.1702778",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:02:31-03","FURB","FURB","63599","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Schwirkowski, P.","Schwirkowski, P.","3135","2018","10","27",NA,"Brasil","Santa Catarina","Campo Alegre","Bairro Fragosos. Rua Generoso Fragoso.","-49.3702778","-26.1586111","850","850",NA,"FOM. Frangmento antropizado. Cálice vináceo, corola branca com pétalas superiores roxas Habitat: Em caíva Habito: Subarbusto","FURB63599","FURB63599","2018",NA,NA,NA,NA,"10","27","-49.3702778","-26.1586111",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-05-20 17:53:18-03","FURB","FURB","7530","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, MG","Grippa, C.R.","75","2007","11","21",NA,"Brasil","Rio Grande do Sul","Vacaria","Rio Socorro.","-50.8002778","-28.2361111",NA,NA,NA,NA,"FURB28106","FURB28106","2014",NA,NA,NA,NA,"12","16","-50.8002778","-28.2361111",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-16 17:53:40-03","UCS","HUCS","18279","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Wasum, R.A.","1214","2001","11","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.709722","-29.326944","830","830",NA,"em beira do caminho, próxima à água",NA,NA,"2014",NA,NA,NA,NA,"12","02","-50.709722","-29.326944",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-16 17:53:40-03","UCS","HUCS","18998","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Gonzatti, F.","Gonzatti, F.","1297","2011","10","18",NA,"Brasil","Rio Grande do Sul","Muitos Capões","estrada para Esmeralda","-51.167306","-28.282306","860","860",NA,"ereta em banhado. Recoberta por lâmina d'água",NA,NA,"2014",NA,NA,NA,NA,"11","11","-51.167306","-28.282306",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-16 17:53:40-03","UCS","HUCS","49932","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Gonzatti, F.; Dani, J.G.","Dani, J.G.","81","2019","04","12",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","740","740",NA,"borda de banhado",NA,NA,"2019",NA,NA,NA,NA,"05","08","-51.401197","-29.313939",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:53:40-03","UCS","HUCS","41856","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Gonzatti, F.","Gonzatti, F.","1351","2014","11","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Criúva, Canion dos Palanquinhos","-50.833683","-28.8999","750","750",NA,"Flores brancas, com 2 pétalas lilás.; ereta, herbácea em áreas úmidas.",NA,NA,"2014",NA,NA,NA,NA,"12",NA,"-50.833683","-28.8999",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:53:40-03","UCS","HUCS","23885a","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Wasum, R.A.","2374","2005","01","09",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Arroio do Fundo do Cilho","-50.4166984558105","-28.6678009033203","1000","1000",NA,"préoximo ao arroio",NA,NA,"2014","55856","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:53:40-03","UCS","HUCS","20376","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Wasum, R.A.","1772","2003","02","19",NA,"Brasil","Rio Grande do Sul","Jaquirana","Fazenda Rodeio Velho","-50.3577995300293","-28.8847007751465","830","830",NA,"no campo",NA,NA,"2014","31282","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:53:40-03","UCS","HUCS","18327","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Wasum, R.A.","1277","2001","11","23",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fundo das Almas","-50.4166984558105","-28.6678009033203","950","950",NA,"interior da mata, junto ao riacho",NA,NA,"2014","55856","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:53:40-03","UCS","HUCS","20103","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Scur, L.","1054","2003","01","17",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Santa Lúcia do Piaí","-51.1794013977051","-29.1681003570557","780","780",NA,"no campo úmido",NA,NA,"2014","49662","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:53:40-03","UCS","HUCS","10787","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Butzke, A.","s.n.","1993","10","21",NA,"Brasil","Rio Grande do Sul","Erechim","Seminário Nossa Senhora de Fátima","-52.2738990783691","-27.6341991424561","780","780",NA,"em baixada úmida",NA,NA,"2014","46790","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-16 17:53:40-03","UCS","HUCS","19971","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Scur, L.","1009","2003","01","09",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557","780","780",NA,"campo",NA,NA,"2014","49662","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:53:40-03","UCS","HUCS","20059","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Scur, L.","1021","2003","01","14",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557","780","780",NA,"no campo úmido",NA,NA,"2014","49662","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:53:40-03","UCS","HUCS","25634","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacigalupo","Facco, M.G.","Marchett, F.","211","2005","04","30",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557","780","780",NA,"no campo",NA,NA,"2014","49662","auto",NA,NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-26 13:10:39-03","UTFPR","HCF","29813","S","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Bacig.","J.G. Dani & F. Gonzatti","J.G. Dani","81","2019","04","12",NA,"Brasil","RS","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.398333","-29.313889","740","740",NA,"borda de banhado.",NA,NA,"2019",NA,NA,NA,NA,"05","08","51°23'54 W","29°18'50 S",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-24 15:56:19-03","UFSM","SMDB","13760","S","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, MG","Facco, MG","298","2012","02","16",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","BR 285","-50.558611","-28.743083","1206","1206",NA,NA,"SMDB013760",NA,"2012",NA,NA,NA,NA,"05","24","-50.558611","-28.743083",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-24 15:56:19-03","UFSM","SMDB","13759","S","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, MG","Facco, MG","286","2012","02","16",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","RS-020","-50.0657997131348","-28.7483005523682","1033","1033",NA,"No banhado","SMDB013759",NA,"2012","42598","auto",NA,NA,"04","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-25 12:12:13-03","UFSM","SMDB","2941","S","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Alvarez, A.F.","Tabarelli, M","s.n.","1988","10","27",NA,"Brasil","Rio Grande do Sul","Santa Maria","Morro do Cardoso","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB002941",NA,"1989","37819","auto",NA,NA,"09","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-25 12:12:13-03","UFSM","SMDB","18976","S","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Falkenberg, DB","Falkenberg, DB; Berry, PE","2306","1985","01","31",NA,"Brasil","Santa Catarina","Lauro Muller","Descida da serra do rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,"Flor muito vistosa, altura: 0,3m, barranco úmido, flor de duas pétalas menores, pétalas maiores levemente rosadas. Altitude: 1220m","SMDB018976",NA,"1987","15992","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:32:14-03","MBM","MBM","126836","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Hatschbach, G.","Landrum, L.R.","2459",NA,NA,NA,"Southern America","Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM126836","MBM126836",NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:32:14-03","MBM","MBM","133708","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Lourteig, A.","Cervi, A.C.; et al.; et al.","2942",NA,NA,NA,"Southern America","Brazil","Paraná","Castro","Rio Iapó","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"MBM133708","MBM133708",NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:32:14-03","MBM","MBM","16405","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Lourteig, A.","Hatschbach, G.","25237",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio das Araras",NA,NA,NA,NA,NA,NA,"MBM016405","MBM016405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:32:14-03","MBM","MBM","427275","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Schwirkowski, P.","Schwirkowski, P.","3135","2018","10","27","Southern America","Brazil","Santa Catarina","Campo Alegre","Bairro Fragoso, Rua Generoso Fragoso","-49.370278","-26.158611","850","850",NA,"Subarbusto, cálice vináceo, corola branca com pétalas superiores roxas; Floresta Ombrófila Mista. Caíva. Antropizado.","MBM427275",NA,"2018",NA,NA,NA,NA,"10","27","-49.370278","-26.158611",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:32:14-03","MBM","MBM","221372","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Lourteig, A.","Kuniyoshi, Y.S.","3",NA,NA,NA,"Southern America","Brazil","Bahia","Salvador","Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"MBM221372",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:32:14-03","MBM","MBM","126834","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Hatschbach, G.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","596",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Mergulhão","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM126834","MBM126834",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:32:14-03","MBM","MBM","51399","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Lourteig, A.","Klein, R.","3399",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Lebon Régis","Rio dos Patos","-50.6953010559082","-26.9288997650146",NA,NA,NA,NA,"MBM051399","MBM051399",NA,"33793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:32:14-03","MBM","MBM","22680","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana uleana","(Koehne) Lourt.","Lourteig, A.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","28214",NA,NA,NA,"Southern America","Brazil","Paraná","Palmas","Rio Chopim","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM022680","MBM022680",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uleana",NA,NA
"85","2020-12-21 16:32:18-03","MBM","MBM","16424","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Lourteig, A.","Hatschbach, G.","25866",NA,NA,NA,"Southern America","Brazil","Paraná","Ipiranga","Rio Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"MBM016424","MBM016424",NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:32:18-03","MBM","MBM","57995","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Lourteig, A.","Hatschbach, G.","41105",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Guarituba","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM057995","MBM057995",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:32:18-03","MBM","MBM","13135","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Lourteig, A.","Hatschbach, G.","22738",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rio Guamirim","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM013135","MBM013135",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:32:18-03","MBM","MBM","124553","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Hatschbach, G.","Kummrow, R.; Cordeiro, J.; Cordeiro, J.","2982",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Rod. BR-376, Rio Mirianguava","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM124553","MBM124553",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:32:18-03","MBM","MBM","280599","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Smith, S.F.","Scur, L.","1054","2003","01","17","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Santa Lúcia do Piaí","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"MBM280599","MBM280599",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:32:18-03","MBM","MBM","283974","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Smith, S.F.","Wasum, R.","1772","2003","02","19","Southern America","Brazil","Rio Grande do Sul","Jaquirana","Fazenda Rodeio Velho","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"MBM283974","MBM283974",NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:32:18-03","MBM","MBM","269658","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Smith, S.F.","Wasum, R.","1214","2001","11","04","Southern America","Brazil","Rio Grande do Sul","São Francisco de Paula","Rod. RS-235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"MBM269658","MBM269658",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:32:18-03","MBM","MBM","5760","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Graham, S.A.","Lindeman, J.; Haas, H.; Haas, H.","3738",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Vacaria","10km S de Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"MBM005760","MBM005760",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:32:18-03","MBM","MBM","126832","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.",NA,"Landrum, L.R.","2660",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Lages","Campo Alto","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"MBM126832","MBM126832",NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:32:18-03","MBM","MBM","389101","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Barboza, E.","Silva, J.M.","8486","2013","11","01","Southern America","Brazil","Paraná","Tijucas do Sul","Tabatinga","-49.126111","-25.826389","907","907",NA,"Herbácea; flor rosada.; Formação Pioneira com Influência Fluvial (brejo).","MBM389101","MBM389101","2014",NA,NA,NA,NA,"05","14","-49.126111","-25.826389",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:32:18-03","MBM","MBM","56597","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Lourteig, A.","Hatschbach, G.","40303",NA,NA,NA,"Southern America","Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM056597","MBM056597",NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:32:18-03","MBM","MBM","131353","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Graham, S.A.","Graham, S.A.","932",NA,NA,NA,"Southern America","Brazil","Paraná","Marechal Cândido Rondon","Ca. 1km E de Entre Rios","-54.0567016601562","-24.5561008453369",NA,NA,NA,NA,"MBM131353","MBM131353",NA,"27823","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:32:18-03","MBM","MBM","221448","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.","Dombrowski, L.T.","Dombrowski, L.T.","13256",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM221448",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
