"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","stateProvince","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"235","2021-04-07 11:42:03-03","UFMS","CGMS","22473","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","M.G. Caxambu","E.M. Silva",NA,"2007","08","30","Brasil","Goioerê","Entrada do Parque Municipal Antônio Sestak.","-53.0275001525879","-24.184700012207",NA,NA,"400","400","Fruto imaturo verde. Suculenta, com espinhos. Habitat: Floresta Estacional Semidecidual Submontana Habito: Liana.","CGMS1051882",NA,"2007","10","16","Paraná",NA,NA,NA,NA,"22997","auto",NA,NA,NA,NA,NA,NA
"236","2019-11-27 13:46:49-03","UFS","ASE","2200","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller",NA,"Viana, G","384","1982","03","25","Brasil","São Cristóvão","Rita Cacete Faz. Rio Comprido, 3 km após entrada para Rita Cacete","-37.206389","-11.014722","-37.206389","-11.014722",NA,NA,"Trepadeira. Flores amarelas e perfumadas, folhas crassas simples e alternas. rara; Trepadeira. Flores amarelas e perfumadas, folhas crassas simples e alternas. rara; Cerrado","ASE0014098","ASE0014098",NA,NA,NA,"Sergipe","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-11-27 13:46:49-03","UFS","ASE","295","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller","Silva, MA da","Barreto, ACC","ASE295","1975","02","05","Brasil","Simão Dias",NA,"-37.811111","-10.738333","-37.811111","-10.738333",NA,NA,"Subarbusto. Folhas inteiras. Caule com pequenos espinhos. Flores isoladas.; Subarbusto. Folhas inteiras. Caule com pequenos espinhos. Flores isoladas.; Caatinga","ASE0012724","ASE0012724","1975","03","08","Sergipe","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-11-27 13:46:49-03","UFS","ASE","30516","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller","Damasceno, SA","Damasceno, SA; Déda, RM; Freire, GS; Santos, E","1","2014","03","25","Brasil","Lagarto","Assentamento Che Guevara, Mata do Dr. João.","-37.645278","-10.879639","-37.645278","-10.879639",NA,NA,"Herbácea, botões florais verdes.; Área de transição.","ASE0001988","ASE0001988","2014","04",NA,"Sergipe","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-11-27 13:46:49-03","UFS","ASE","40780","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller","Farias, MCV","Moura, IO","11","2018","09","24","Brasil","Itaporanga d'Ajuda","Ilha Mem de Sá","-37.125641","-11.61209","-37.125641","-11.61209",NA,NA,NA,"ASE0042383",NA,"2018","10",NA,"Sergipe","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-11-27 13:46:49-03","UFS","ASE","4249","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller","N.P. Taylor (kew)","Viana, G","1386","1986","04","08","Brasil","Frei Paulo",NA,"-37.534167","-10.549444","-37.534167","-10.549444",NA,NA,"Trepadeira. Flores cremes.; Trepadeira. Flores cremes.; Caatinga devastada","ASE0015557","ASE0015557","1998","08","04","Sergipe","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-11-27 13:46:49-03","UFS","ASE","40379","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Miller","Kassner-Filho-A.","Kassner-Filho, A; Santos, D; Bollman, G; Silva, DA","2047","2018","02","16","Brasil","José Boiteux",NA,"-49.4048","-26.4912","-49.4048","-26.4912","394","394","Liana, botão floral.; Interior de unidade amostral.","ASE0041896",NA,"2018","02","16","Santa Catarina","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-06-29 13:23:01-03","UFCG","CSTR","2244","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","MILL.",NA,"Ribeiro, M.; Arns, K.Y.; Alves, M.; Pinheiro, K.; Cacalcanti, D. & Jesus, B.","531","2010","03","14","Brasil","Canápolis","Cerrado; Floresta estacional.","-44.211556","-13.053444","-44.211556","-13.053444",NA,NA,"Arbusto decumbente, botões vermelhos.; Riacho da baixa grande.",NA,NA,"2010","03","14","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:27:13-03","UNICAMP","UEC","108573","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","19","1997","03","22","Brazil","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.829167","-47.109167","-22.829167",NA,NA,"Arbusto escandente; frutos imaturos verdes.","UEC041107","UEC041107",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-01 16:27:13-03","UNICAMP","UEC","115440","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Tamashiro, JY","Hanazaki, N; Peroni, N; Teixeira, B","112","1999","03","25","Brazil","IIha Comprida","Pedrinhas. Quintal.","-47.805556","-24.895","-47.805556","-24.895",NA,NA,"Liana. Uso medicinal. Status: Nativa.","UEC041112","UEC041112",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:27:13-03","UNICAMP","UEC","172222","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Garcia, LC","Garcia, LC","502","2010","02","03","Brazil","Campinas","Distrito de Souzas, Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.55","-23.392222","-47.55","-23.392222","711","711","Trepadeira, botões e flores brancas.; Mata Atlântica, Floresta Estacional Semidecídua.","UEC016329","UEC016329",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:27:13-03","UNICAMP","UEC","115755","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Tamashiro, JY","Hanazaki, N; Veríssimo, MM; Peroni, N","49","1998","11","16","Brazil","Cananéia","São Paulo Bagre. Quintal.","-47.89","-24.956944","-47.89","-24.956944",NA,NA,"Liana. Uso medicinal. Status: Nativa.","UEC041111","UEC041111",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-01 16:27:13-03","UNICAMP","UEC","205671","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Silva, BG; Brocanello, BO; Lima, GM; Pires, TP","515","2019","04","16","Brazil","Campinas","Mata de Santa Genebra - Trilha Barone I, Local: Interior da mata, Clareira. Solo: Úmido com serrapilheira","-47.190497","-23.389894","-47.190497","-23.389894",NA,NA,"Hábito: Trepadeira. Altura: fixação 2,0m. Cor: Frutos verdes. Outros: Frutos globosos com folhas adjacentes.","UEC164546","UEC164546 UEC164546_v01",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-01 16:27:13-03","UNICAMP","UEC","137476","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Breier, TB","Breier, TB; Breier, J","0860","2003","02","11","Brazil","Gália","Estação Ecológica Caetetus, parcelas permanentes.","-49.5","-22.25","-49.5","-22.25",NA,NA,"Liana.","UEC041114","UEC041114","2004","09",NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-01 16:27:13-03","UNICAMP","UEC","168619","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Melis, JV","Melis, JV; Sfair, JC; Lopes, C","3421",NA,NA,NA,"Brazil","Campinas","Ribeirão Cachoeira, Parcela 60.","-46.916667","-22.833333","-46.916667","-22.833333","660","756","DAP= 1.55 cm. Espinhos alongados e agrupados no caule adulto.","UEC035390","UEC035390","2010","10",NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-01 16:27:13-03","UNICAMP","UEC","169008","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Vieira, LT","Vieira, LT","285","2007","12","11","Brazil","Campinas","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","-46.916667","-22.833333","-46.916667","-22.833333","700","700","Liana herbácea.","UEC053238","UEC053238",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-01 16:27:13-03","UNICAMP","UEC","172255","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Mangueira, JR","Lopes, JC; Martins, ER; Mangueira, JR; Braga, KRR","185","2011","04","17","Brazil","Linhares","Reserva Natural Vale, estrada do Roxinho. Nativo.","-40.114361","-19.272056","-40.114361","-19.272056","4","4","Liana. Pétalas creme, anteras amarelas, filetes alvos, estiletes e estigma cremes.","UEC016404","UEC016404","2011","04","17","Espírito Santo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-01 16:27:13-03","UNICAMP","UEC","181913","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Verdi, M","Verdi, M; Hasckel, RP; Klemz, G","1757","2009","03","07","Brazil","Caibi","Linha Aparecida.","-53.286111","-26.996667","-53.286111","-26.996667","430","430","Florística IFFSC 2406.&nf;Cor/Flor: branca.&nf;; Floresta Estacional Decidual.","UEC033324","UEC033324","2009",NA,NA,"Santa Catarina","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-01 16:27:13-03","UNICAMP","UEC","188291","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Dreveck, S; Carneiro, FE","660","2009","02","23","Brazil",NA,"fonte preta","-52.416667","-27.216667","-52.416667","-27.216667","540","540","liana, flor branca; floresta estacional decidual","UEC101072","UEC101072",NA,NA,NA,"Santa Catarina","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:27:13-03","UNICAMP","UEC","67682","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Martins, AB; et al.","31510","1994","03","21","Brazil","São João da Boa Vista","Mata remanescente, à beira de estrada secundária, ca. 5 km do centro de São João da Boa Vista.","-47.25","-21.916667","-47.25","-21.916667",NA,NA,"Arbusto escandente com botões esverdeados e frutos.","UEC041115","UEC041115","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-01 16:27:13-03","UNICAMP","UEC","61800","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Bernacci, LC","24441","1990","08","16","Brazil",NA,"Fazenda São Vicente, mata.",NA,NA,NA,NA,NA,NA,"Liana. Vegetativa. Interior da mata.","UEC041123","UEC041123",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:27:13-03","UNICAMP","UEC","78173","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Passos, FC; Kim, AC","FP40","1995","06","26","Brazil","Gália","Est. Ecol. dos Caetetus.","-49.5","-22.25","-49.5","-22.25",NA,NA,"Mata semidecídua, liana com fruto.","UEC041101","UEC041101","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-01 16:27:13-03","UNICAMP","UEC","78245","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Leitão Filho, HF","Passos, FC","FP11","1995","05","20","Brazil","Gália","Est. Ecol. dos Caetetus.","-49.5","-22.25","-49.5","-22.25",NA,NA,"Mata semidecídua.","UEC041121","UEC041121",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-01 16:27:13-03","UNICAMP","UEC","81110","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Passos, FC","FP118","1996","02","19","Brazil","Gália","Est. Ecol. dos Caetetus. Mata semidecídua.","-49.5","-22.25","-49.5","-22.25",NA,NA,"Liana, comum, flor branca, borda.","UEC041119","UEC041119",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-01 16:27:13-03","UNICAMP","UEC","85629","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Souza, VC; Rodrigues, RR; Sakuragui, CM; Moraes, PLR","5679","1994","04","14","Brazil","Matão","Fazenda Cambuhy. Mata mesófila semidecídua.","-48.558056","-21.620833","-48.558056","-21.620833","600","600","Arbusto, ca. 80cm de altura; frutos imaturos verdes, passando a alaranjados. Beira de mata.","UEC041109","UEC041109","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:27:13-03","UNICAMP","UEC","91956","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Ivanauskas, NM","Ivanauskas, NM","137","1995","04","19","Brazil","Pariquera-Açu","Estação Experimental do Instituto Agronômico. Floresta Atlântica.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Epífita. Frutos verdes.","UEC041130","UEC041130","1996","05","21","São Paulo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-01 16:27:13-03","UNICAMP","UEC","183542","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Souza, LG; Souza, MNS","20","2014","05","08","Brazil","Pintadas","Brasil, Bahia, Pintadas, Fazenda Sr. Maro Fernandes.","-39.9085998535156","-11.8125",NA,NA,NA,NA,"Suculenta.; Caatinga.","UEC106380","UEC106380",NA,NA,NA,"Bahia","Magnoliopsida",NA,NA,NA,"22400","auto",NA,NA,NA,NA,NA,NA
"262","2021-03-01 16:27:13-03","UNICAMP","UEC","120278","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Aona, LYS; Oliveira, RP; Pansarin, ER; Mickeliunas, L; Belinello, R","788A","2001","08","31","Brazil","Itaobim","Afloramento rochoso na beira da estrada.","-41.5032997131348","-16.5617008209229",NA,NA,"670","670","1m.","UEC041103","UEC041103",NA,NA,NA,"Minas Gerais","Magnoliopsida",NA,NA,NA,"19493","auto",NA,NA,NA,NA,NA,NA
"263","2021-03-01 16:27:13-03","UNICAMP","UEC","130851","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Freitas, MF","Soares, LH; Silva; et al.","58","1996","02","28","Brazil","Ibiporã","Fazenda Doralice.","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Escandente, botões florais verdes; flores cremes odoríferas, visitadas por abelhas.","UEC041110","UEC041110","2000",NA,NA,"Paraná","Magnoliopsida",NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA
"264","2021-03-01 16:27:13-03","UNICAMP","UEC","54029","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Silva, SM","Britez, RM","s.n.","1986","05","23","Brazil","Paranaguá","Ilha do Mel - Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto escandente com 3m, armado, com flores verdes (frutos?).","UEC041126","UEC041126","1987","11","26","Paraná","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"265","2021-03-01 16:27:13-03","UNICAMP","UEC","43399","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Taroda, N; Gouvêa, LSK; Yamamoto, K","18588","1986","04","30","Brazil","Campinas","Distrito de Cabras, mata próxima ao Observatório Capricórnio.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto escandente com frutos.","UEC041127","UEC041127","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"266","2021-03-01 16:27:13-03","UNICAMP","UEC","1158","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Leuenberger, B","Vasconcellos-Neto, J","7377","1978","04","10","Brazil","Campinas","Mata da Faz. Sta. Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto decumbente. Flores creme-esverdeada; estames com filetes leve vinosos.","UEC041125","UEC041125","1983",NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"267","2021-03-01 16:27:13-03","UNICAMP","UEC","068754","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Martins, ERF; et al.","25683","1991","08","22","Brazil","Campinas","Mata Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Trepadeira; em beira de mata; em fase de frutificação; alguns frutos apresentavam galha; estudos cromossômicos.","UEC041124","UEC041124",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"268","2021-03-01 16:27:13-03","UNICAMP","UEC","38379","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Sazima, M","16955","1985","03","06","Brazil","Campinas","Reserva municipal Sta. Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Escandente, flores noturnas, cor amarelada e esverdeada, filetes vermelhos, perfume intenso, floração dura 2 noites.","UEC041116","UEC041116","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"269","2021-03-01 16:27:13-03","UNICAMP","UEC","38371","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Sazima, M","16982","1985","03","24","Brazil","Campinas","Reserva Mun. Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Escandente, frutos em diversos estágios.","UEC041113","UEC041113","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"270","2021-03-01 16:27:13-03","UNICAMP","UEC","107128","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Spinelli, T; Ahn, YJ; Kinoshita, LS; Martins, ERF","88","1999","06","02","Brazil","Campinas","Sítio São Francisco.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto, folhas ligeiramente carnosas, frutos carnosos com espinhos, na borda, arbusto escandente, no fruto maduro os espinhos caem.","UEC041106","UEC041106","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"271","2021-03-01 16:27:13-03","UNICAMP","UEC","110365","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Ahn, YJ; Constâncio, SS; Sipinelli, T; Martins, EF; Guerreiro, S","221","2000","01","31","Brazil","Campinas","Sítio São Francisco.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto, 4m, sub-bosque, presença de frutoa grandes com espinhos.","UEC041108","UEC041108",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:27:13-03","UNICAMP","UEC","110367","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Ahn, YJ; Constâncio, SS; Sipinelli, T; Martins, EF; Guerreiro, S","216","2000","01","31","Brazil","Campinas","Sítio São Francisco.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto, borda da mata, presença de botões verdes.","UEC041105","UEC041105",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"273","2021-03-01 16:27:13-03","UNICAMP","UEC","166850","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Souza, VC; Souza, JP; Ivanauskas, NM; Duarte, AR; Eterovic, A; Marques, OAV","11057","1996","04","11","Brazil","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, ca. 2,5m de altura; frutos imaturos verdes. Mata.","UEC041118","UEC041118","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:27:13-03","UNICAMP","UEC","166849","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Souza, VC; Souza, JP; Ivanauskas, NM; Duarte, AR; Eterovic, A; Marques, OAV","11043","1996","04","11","Brazil","Itanhaém","Ilha da Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, ca. 2m de altura, com ramos pendentes; frutos alaranjados. Transição costão rochoso/mata.","UEC041128","UEC041128","1999",NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:27:13-03","UNICAMP","UEC","165143","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Aona, LYS","Zandoval, JA","129","1998","05","20","Brazil","Piracicaba","Horto da Horticultura - ESALQ-USP.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Trepadeira.","UEC050099","UEC050099","2004","10",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:27:13-03","UNICAMP","UEC","071408","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"Durigan, G","30629","1993","01","10","Brazil","Tarumã","Fazenda Berrante, mata ciliar.","-50.5699996948242","-22.7399997711182",NA,NA,NA,NA,"Liana com muitos espinhos.","UEC041122","UEC041122",NA,NA,NA,"São Paulo","Magnoliopsida",NA,NA,NA,"15125","auto",NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:27:13-03","UNICAMP","UEC","84994","S","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Zappi, DC","Bernacci, LC; Cardoso, EG; Silva, AMC; Bom, JCA","503","1994","07","19","Brazil","Tietê","Terreno ondulado, solo arenoso, mata mesófila semidecídua com muitas trepadeiras e pouco estrato herbáceo.","-47.7099990844727","-23.1000003814697",NA,NA,NA,NA,"Trepadeira lenhosa, frutos maduros amarelos sem folha na ocasião, próximo aos frutos.","UEC041104","UEC041104","1999","12",NA,"São Paulo","Magnoliopsida",NA,NA,NA,"26682","auto",NA,NA,NA,NA,NA,NA
"278","2019-11-19 14:05:29-03","UFRPE","PEUFR","37514","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","M.F.A. Lucena","T. M. C. da Silva; K. Almeida","61","2001","05","17","Brasil","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778","34º57'01W","08º00'46S",NA,NA,"Trepadeira com espinho; frutos verdes imaturos.","PEUFR037514",NA,"2004","05","25","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-19 14:05:29-03","UFRPE","PEUFR","2385","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Andrade-Lima","I. Pontual","878","1968","10","03","Brasil","Bongí",NA,NA,NA,NA,NA,NA,NA,"Planta trazida de Alagoas, União dos Palmares, fazenda Santo Antônio em 2/11/1966; flores róseas; planta com muitos espinhos.","PEUFR002385",NA,"1971","03","15","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-19 14:05:29-03","UFRPE","PEUFR","12396","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","F. A. R. Santos","F. A. R. Santos","2","1991","10","21","Brasil","Poção","Estrada Poção-Jataúba","-36.7050018310547","-8.1863899230957",NA,NA,NA,NA,"Planta recém-cortada; muitos brotos nascendo do caule remanscente.","PEUFR012396",NA,NA,NA,NA,"Pernambuco",NA,NA,NA,NA,"14676","auto",NA,NA,NA,NA,NA,NA
"281","2019-11-05 16:46:30-03","UFOP","OUPR","27986","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Messias, M.C.T.B.","Prado, A.C.; Rangel, E.B. & Messias, M.C.T.B.","s.n.","2012","09","11","Brasil","Ouro Preto","São Bartolomeu, APA da Cachoeira das Andorinhas.","-43.508056","-20.385556","-43.508056","-20.385556","1028","1028","Arbusto. Cultivada.",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-12-18 15:50:34-03","UFOP","OUPR","30547","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Messias, M.C.T.B.","Urriago, L.M.; Jardim, C.M.","109","2017","08","29","Brasil","Ouro Preto","Morro da Queimada","-43.493611","-20.383889","-43.493611","-20.383889",NA,NA,"Arbusto. Frutos alaranjados com espinhos. Cultivada.",NA,NA,"2017","08",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-11-05 16:46:30-03","UFOP","OUPR","32997","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Messias, M.C.T.B.","Trindade, R.C. da","200","2019","08","03","Brasil","Mariana",NA,"-43.416111","-20.377778","-43.416111","-20.377778",NA,NA,"Planta de pequeno porte, folhas verde-escuras, suculentas. Cultivada em quintal",NA,NA,"2019","08",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-12-04 13:19:03-03","UDESC","LUSC","8630","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","Sobral, M.","Dreveck, S.; Carneiro, F.E.","660","2009","02","23","Brasil","Itá","Fonte Preta.","-52.3231010437012","-27.290599822998",NA,NA,NA,NA,NA,"LUSC001437","LUSC001437","2011","02","01","Santa Catarina",NA,NA,NA,NA,"15861","auto",NA,NA,NA,NA,NA,NA
