"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"12","2020-02-08 09:55:16-03","NBC","NL-BOTANY","WAG.1072837","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.",NA,"Hatschbach GG; Cordeiro J",NA,"1988","12","06","Southern America","Brazil",NA,NA,"Rod Br151 prox. ao rio das Mortes mun. Jaguari aiva Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1072837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1072837","NL-WAG1072837",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:42-03","ESALQ","ESA","69976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Amorim, A.","Krieger, L.","8166.0","1969","12","01",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"ESA069976",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:30:02-03","IAP","PACA-AGP","93206","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Stephen F. Smith","R. Wasum et al.",NA,"1995","12","27",NA,"Brasil","RS","Ipiranga do Sul","BR 153","-52.426399230957","-27.9367008209229",NA,"HASU 6568 Habitat: No campo, beira da mata","PACA093206",NA,"730","730","1996","04",NA,"Magnoliatae","9635","auto",NA,NA,NA,NA,NA,NA,NA
"15","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026121","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","G. Hatschbach","J. M. Silva; G. Hatschbach","267","1987","12","1",NA,"Brazil","Parana",NA,"Corrego do Leao (mun. Ortigueira) Parana","-50.9167","-24.2",NA,"PMC-DPP 004; Xilopodifera, ate 1 m, flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:38:36-03","UFJF","CESJ","11314","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","A.M. Amorim","L. Krieger; U.C. Câmara","CESJ11314","1971","12","20","América do Sul","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Arbusto sarmentoso, em campo sujo. Fl. amarelas, folhas verdes esbranquiçadas.","CESJ011314",NA,NA,NA,"1999","06","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:38:36-03","UFJF","CESJ","8166","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","A.M. Amorim","L. Krieger","CESJ8166","1969","12",NA,"América do Sul","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Em campo, arubusto, fl. amarelas, depois alaranjadas.","CESJ008166",NA,NA,NA,"1999","06","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:38:36-03","UFJF","CESJ","11200","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","A.M. Amorim","L. Krieger","CESJ11200","1971","12","18","América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Em campo arenoso, subarbusto, 1m alt. Fl. amarelas.","CESJ011200",NA,NA,NA,"1999","06","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:38:36-03","UFJF","CESJ","7723","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","A.M. Amorim","L. Krieger","CESJ7723","1969","12",NA,"América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Em campo, fl. amarelas. Arbusto, 1m alt.","CESJ007723",NA,NA,NA,"1999","06","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:38:36-03","UFJF","CESJ","32164","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","W.R. Anderson","J.M. Silva; J. Cordeiro; C.B. Poliquesi","1863","1996","12","18","América do Sul","Brasil","Paraná","Tibagi","Barreiro, Estrada para o Salto Santa Rosa.","-50.4136009216309","-24.5093994140625",NA,"Xilopodífera, pétalas com centro avermelhado, bordas amareladas. Em campo limpo.","CESJ032164",NA,NA,NA,"1997",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-27 13:50:05-03","UFS","ASE","40101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Gonzatti, F","Gonzatti, F","1643","2015","02","03","Southern America","Brasil","Rio Grande do Sul","Pinhal da Serra","São Cristóvão","-51.1119","-27.5549",NA,"Sub-arbusto ereto em campo nativo. Sâmaras vermelhas; Campo nativo","ASE0041618",NA,"947","947","2015","02","23",NA,NA,NA,"-51.1119","-27.5549",NA,NA,NA,NA,NA
"22","2020-10-14 10:02:35-03","FURB","FURB","57648","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Gonzatti, F.","Gonzatti, F.","1643","2015","02","03",NA,"Brasil","Rio Grande do Sul","Pinhal da Serra","São Cristóvão.","-51.1886111","-27.9302778",NA,"Sâmaras vermelhas Habitat: Campo nativo Habito: Sub-arbusto","FURB57648","FURB57648","947","947","2015","02","23",NA,NA,NA,"-51.1886111","-27.9302778",NA,NA,NA,NA,NA
"23","2020-10-14 10:02:35-03","FURB","FURB","44548","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Hatschbach, G","Silva, J.M.; Abe, L.M. & Ramos, F.F.","4302","2005","03","17",NA,"Brasil","Paraná","Bocaiúva do Sul","Rio Passa Vinte.","-49.1150016784668","-25.2061004638672",NA,NA,"FURB28306","FURB28306",NA,NA,"2008",NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:02:35-03","FURB","FURB","1439","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Cordeiro, J","Sobral, M.; Larocca, J.",NA,"2001","03","01",NA,"Brasil","Rio Grande do Sul","Barracão","Parque Estadual de Espigão Alto.","-51.4606018066406","-27.6716995239258",NA,NA,"FURB02112","FURB02112",NA,NA,"2006",NA,NA,NA,"28327","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:53:24-03","UCS","HUCS","42450","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Gonzatti, F.","Gonzatti, F.","1643","2015","02","03",NA,"Brasil","Rio Grande do Sul","Pinhal da Serra","São Cristóvão","-51.188528","-27.930278",NA,"sub-arvusto ereto em campo nativo. Sâmaras vermelhas",NA,NA,"947","947","2015","02","23",NA,NA,NA,"-51.188528","-27.930278",NA,NA,NA,NA,NA
"26","2021-03-16 17:53:24-03","UCS","HUCS","11413","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Smith, S.F.","Wasum, R.A.","s.n.","1995","12","27",NA,"Brasil","Rio Grande do Sul","Ipiranga do Sul","BR 153","-52.426399230957","-27.9367008209229",NA,"campo- beira da mata",NA,NA,NA,NA,"1996","04",NA,NA,"9635","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:53:24-03","UCS","HUCS","11603","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Smith, S.F.","Butzke, A.","s.n.","1995","12","27",NA,"Brasil","Rio Grande do Sul","Ipiranga do Sul","BR 153","-52.426399230957","-27.9367008209229",NA,"Herbara - 7988; campo",NA,NA,"650","650","1996","08",NA,NA,"9635","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:53:24-03","UCS","HUCS","3754","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","Hatschbach, G.","Silva, J.M.","267","1987","12","01",NA,"Brasil","Paraná","Ortigueira","Córrego do Leão","-50.9494018554688","-24.2082996368408",NA,"xilopodífera - 1m. flores amarelas; campo limpo seco",NA,NA,NA,NA,"1987","04",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:39:53-03","UTFPR","HCF","7936","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","M.G. Caxambu","E.L. Siqueira","199","2009","05","12",NA,"Brasil","PR","Luiziana","RPPN Depositozinho - Propriedade da","-52.307194","-24.210028",NA,"trepadeira volúvel, heliófita. Flores róseas. Orla de floresta.",NA,NA,"666","666","2010","07","23",NA,NA,NA,"52°18'25,9 W","24°12'36,1 S",NA,NA,NA,NA,NA
"30","2019-08-16 08:39:53-03","UTFPR","HCF","22331","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","J.T. Motta","J.M. Silva","9130","2015","11","22",NA,"Brasil","PR","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"subarbusto com 80 cm de altura; flor amarela. (Campo limpo e pedregoso).",NA,NA,"980","980","2016","11","22",NA,NA,NA,"50°07'12 W","24°44'14 S",NA,NA,NA,NA,NA
"31","2019-08-16 08:39:53-03","UTFPR","HCF","8036","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","J. Cordeiro & V.C. Martin","M.G. Caxambu","2650","2009","08","04",NA,"Brasil","PR","Campo Mourão","RPPN Ana Tramujas - Propriedade do Sr.","-52.4375","-24.253222",NA,"subarbusto heliófito, escandente, com flores de cálice verde e corola rosada. Orla da floresta.",NA,NA,"669","669","2010",NA,NA,NA,NA,NA,"52°26'15 W","24°15'11,6 S",NA,NA,NA,NA,NA
"32","2019-08-16 08:39:53-03","UTFPR","HCF","26121","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied.","F. Gonzatti","F. Gonzatti","1643","2015","02","03",NA,"Brasil","RS","Pinhal da Serra","São Cristóvão","-51.188611","-27.930278",NA,"subarbusto ereto em campo nativo. Sâmaras vermelhas.",NA,NA,"947","947","2015","02","23",NA,NA,NA,"51°11'19 W","27°55'49 S",NA,NA,NA,NA,NA
"33","2020-12-21 16:32:45-03","MBM","MBM","73593","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.; et al.; et al.","44596",NA,NA,NA,"Southern America","Brazil","Paraná","Almirante Tamandaré","Rodovia dos Minérios, Rio Barigui","-49.310001373291","-25.3246994018555",NA,NA,"MBM073593","MBM073593",NA,NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:32:45-03","MBM","MBM","60811","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.","41906",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Bocaiúva do Sul, arredores","-49.1150016784668","-25.2061004638672",NA,NA,"MBM060811","MBM060811",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:32:45-03","MBM","MBM","7238","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.; et al.; et al.","15641",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Parque Santa Maria","-49.7057991027832","-24.2511005401611",NA,NA,"MBM007238","MBM007238",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:32:45-03","MBM","MBM","394510","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.",NA,"Silva, A.R.","s.n.","2013","12","06","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Medindo 62cm de altura; flores de cor amarela.; Em campo seco.","MBM394510","MBM394510",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:32:45-03","MBM","MBM","13132","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.","23449",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rio Guavirova","-50.1618995666504","-25.0949993133545",NA,NA,"MBM013132","MBM013132",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:32:45-03","MBM","MBM","42595","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.","2917",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM042595","MBM042595",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:32:45-03","MBM","MBM","125729","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Krapovickas, A.; et al.; et al.","40915",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM125729","MBM125729",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:45-03","MBM","MBM","255356","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Amorim, A.M.","Krieger, L.","7723","1969","12",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM255356","MBM255356",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:45-03","MBM","MBM","204954","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1863",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Estrada para o Salto Santa Rosa, Barreiro","-50.4136009216309","-24.5093994140625",NA,NA,"MBM204954","MBM204954",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:32:45-03","MBM","MBM","30345","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Hatschbach, G.","2995",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,"MBM030345","MBM030345",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:32:45-03","MBM","MBM","406664","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Motta, J.T.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9130","2015","11","22","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"Subarbusto com 80 cm de altura; flor amarela.; Estepe gramíneo-lenhosa (campo limpo e pedregoso).","MBM406664","MBM406664","980","980","2016","11","22",NA,NA,NA,"-50.12","-24.737222",NA,NA,NA,NA,NA
"44","2020-12-21 16:32:45-03","MBM","MBM","414392","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Antoniuk-Bonato, R.G.","Silva, J.M.; Noguchi, G.; Sayden, D.; Noguchi, G.; Sayden, D.","9977","2017","12","01","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111",NA,"Arbusto com 1 m de altura; flor amarela.; Estepe Gramíneo-lenhosa (campo).","MBM414392","MBM414392","975","975","2018","06","20",NA,NA,NA,"-50.142222","-24.716111",NA,NA,NA,NA,NA
"45","2020-12-21 16:32:45-03","MBM","MBM","414393","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Antoniuk-Bonato, R.G.","Silva, J.M.; Noguchi, G.; Sayden, D.; Noguchi, G.; Sayden, D.","9962","2017","12","01","Southern America","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111",NA,"Arbusto com 1 m de altura; flor amarela.; Floresta Ombrófila Mista, borda de mata.","MBM414393",NA,"975","975","2018","06","20",NA,NA,NA,"-50.142222","-24.716111",NA,NA,NA,NA,NA
"46","2020-12-21 16:32:45-03","MBM","MBM","390852","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Barboza, E.","Beltrami, L.","s.n.","2008","01","26","Southern America","Brazil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Arbusto ca. 1m; flores amarelas e frutos avermelhados.","MBM390852","MBM390852",NA,NA,"2014","08","07",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:32:45-03","MBM","MBM","35013","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Kummrow, R.","889",NA,NA,NA,"Southern America","Brazil","Paraná","Colombo","Ressaca","-49.2242012023926","-25.2917003631592",NA,NA,"MBM035013","MBM035013",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:32:45-03","MBM","MBM","30044","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Kummrow, R.","232",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Rio Atuba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM030044","MBM030044",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:32:45-03","MBM","MBM","209029","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","dusenii","Heteropterys dusenii","Nied. ex Descr.","Anderson, W.R.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1636",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Barros","-49.7057991027832","-24.2511005401611",NA,NA,"MBM209029","MBM209029",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
