"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-04-08 17:39:54-03","EAO","IAN","110232","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Machado, O","75715","1943","05","15","Southern America","Brasil","Rio de Janeiro",NA,"Distrito Federal Restinga de Marenpude.",NA,NA,NA,NA,"IAN110232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 21:32:17-03","UFBA","ALCB","11432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"s.col.","PHs/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"Do Rio, São Paulo",NA,NA,NA,NA,"ALCB015860","ALCB015860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:09:18-03","NBC","NL-BOTANY","L.1948027","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Duarte AP",NA,"1960","11","22","Southern America","Brazil",NA,NA,"Estado da Guanabara, Sacopã, Lagoa Rodrigo de Fertas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948027","NL-L1948027",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:09:18-03","NBC","NL-BOTANY","U.1304467","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Duarte AP",NA,"1960","11","22","Southern America","Brazil",NA,NA,"Estado da Guanabara, Sacopã, Lagoa Rodrigo de Fertas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304467","NL-U1304467",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:09:18-03","NBC","NL-BOTANY","U.1304469","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Ducke A; Kuhlmann JG",NA,"1922","04","20","Southern America","Brazil",NA,NA,"Procedencia Rio de Janeiro prope urban, loco Silvestre in silvis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304469","NL-U1304469",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:09:34-03","ESALQ","ESA","126055","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,"Ribeiro, R.D. ; Cardoso, L.","227.0","1905","06","26",NA,"Brasil","Rio de Janeiro","Copacabana",NA,NA,NA,NA,NA,"ESA126055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:29:34-03","MN","R","103236","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, F.C.P.","Smith, L.B.","6437","1952","04","08",NA,"Brasil","Rio de Janeiro",NA,"Pedra da Gávea",NA,NA,NA,NA,NA,NA,"850","850",NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:29:34-03","MN","R","131812","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Rodrigues, I.A.","Rente, E.C.","327","1957","06","09",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978","10","03",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:29:34-03","MN","R","131816","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, F.C.P.","Mello Filho, L.E.","1315","1957","06","09",NA,"Brasil","Rio de Janeiro","Urca","Morro da Urca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:29:34-03","MN","R","131831","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Rodrigues, I.A.","Travassos, O.P.","254","1957","06","09",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978","10","03",NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:02:06-03","JBP","HPL","3462","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Inga","cordistipula","Inga cordistipula","Mart","H. Lorenzi","H. Lorenzi","3816","2003","06","24",NA,"Brasil","RJ","Rio de Janeiro","Coletada no Jardim Botânico do Rio de Janeiro.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,"2003","06","24","57442","auto",NA,NA,NA,NA
"22","2020-12-20 21:17:26-03","UFV","VIC","27133","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS da","Adriano, G.S.","s.n.","2002","05","31",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Salão Dourado.","-42.7322006225586","-19.7122001647949",NA,"Árvore com frutos.","VIC027133","VIC027133",NA,NA,NA,NA,"2002","05",NA,"28215","auto",NA,NA,NA,NA
"23","2020-12-20 21:17:26-03","UFV","VIC","27131","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS da","Nunes, SRDFS da; et al.","155","2002","03","13",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Árvore, c.a. de 5,0 metros de altura, com flores de filetes brancos, cálice e corola verdes.","VIC027131","VIC027131",NA,NA,NA,NA,"2002","03","12","28215","auto",NA,NA,NA,NA
"24","2020-12-20 21:17:26-03","UFV","VIC","051921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Fernandes, J.M.","1410","2010","03","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"Árvore de 5 m, inflorescências maduras.","VIC051921","VIC051921",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"25","2019-08-20 10:13:45-03","UNICAMP","UEC","8841","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, FCP","Duarte, AP","5452","1960","11","22",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Sacopã, Lagoa Rodrigo de Freitas.","-43.2075004577637","-22.9027996063232",NA,"flor, NV: ingá. Pequena árvore de flores alvas em encosta de solo seco.",NA,NA,NA,NA,NA,NA,"1999","02",NA,"57442","auto",NA,NA,NA,NA
"26","2019-11-06 09:55:32-03","UFOP","OUPR","8203","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Lima, H.C.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","05","28",NA,NA,NA,NA,NA,NA
"27","2020-06-29 09:30:26-03","UFRRJ","RBR","45306","S","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"M.C. Souza","1039","2012","02","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","São Conrado. Estrada da Canoa 3036, RPPN CEFLUSMME.","-43.268889","-22.986111",NA,NA,"RBR00045306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º16'8''W","22º59'10''S",NA,NA
"28","2020-12-21 16:26:41-03","MBM","MBM","220164","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart. ex Benth.","Barroso, G.M.","Machado, O.","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Marempendi, Distrito Federal","-43.2075004577637","-22.9027996063232",NA,NA,"MBM220164",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"29","2020-12-21 16:26:41-03","MBM","MBM","405204","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Lima, H.C.","Lima, H.C.; Gribel, R.; Fraga, C.N.; Junius, C.; Gribel, R.; Fraga, C.N.; Junius, C.","7612","2012","09","19","Southern America","Brazil","Rio de Janeiro","Leme","Morro da Babilônia, trilha para Pedra do Urubu","-43.166389","-22.959167",NA,"Árvore com 12m de alt. Tronco com casca lisa e pardacenta, DAP com aprox. 30 cm. Inflorescências erectas, flores com cálice verde, corola verde-claro e estames alvos. Ocasional na mata de encosta.; Mata de encosta degradada.","MBM405204","MBM405204",NA,NA,NA,NA,"2012","09","19",NA,NA,"-43.166389","-22.959167",NA,NA
"30","2020-12-21 16:26:41-03","MBM","MBM","202396","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart. ex Benth.","Ribas, O.S.","Marquete, R.; et al.; et al.","745",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,"MBM202396","MBM202396",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"31","2020-12-21 16:26:41-03","MBM","MBM","29402","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart. ex Benth.","Barroso, G.M.","Duarte, A.P.","5452",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Lagoa Rodrigo de Freitas","-43.2075004577637","-22.9027996063232",NA,NA,"MBM029402","MBM029402",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"32","2020-12-21 16:26:41-03","MBM","MBM","297511","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart. ex Benth.",NA,"Cardoso, L.J.T.; et al.; et al.","164","2004","06","08","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Municipal da Prainha","-43.2075004577637","-22.9027996063232",NA,NA,"MBM297511","MBM297511",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"33","2015-09-04 02:21:48-03","MNHN","RECOLNAT_MNHN_P","P02940958","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Duarte, A.P.",NA,"1960","11","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","sacopã, Lagoa Rodrigo de Freitas.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02940958' target='other'> <mi>dwc_moreinfo</mi></a>","P02940958","P02940958_01",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,"5452",NA
"34","2020-12-11 11:36:04-03","UFMG","BHCB","45704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:36:04-03","UFMG","BHCB","74346","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Stehmann, JR; Spósito, TC; Andrade, EA","3081","2002","06","22","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; caminho para a Lagoa do Meio","-42.7322006225586","-19.7122001647949",NA,"Arvoreta, ca. 5m de altura, frutos imaturos verdes, pendentes; Subosque da mata","BHCB031251",NA,NA,NA,NA,NA,"2011","09","28","28215","auto",NA,NA,NA,NA
"36","2012-05-16 12:56:00-03","MO","MOBOT","2898907","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","M. Sousa","Carl Schwacke","Schwacke 8877","1893","11","8","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2013-01-11 10:43:00-02","MO","MOBOT","2898561","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","P. Gómez Andrade","B. Luschnath","Luschnath 154","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2014-03-20 14:53:00-03","MO","MOBOT","2898663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","P. Gómez Andrade","Othon Machado","Machado 75715","1943","5","15","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-08-31 09:14:41-03","INPA","INPA","197541","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Vieira, MGG","Claros, G","75","1992","04","28","Southern America","Brasil","Acre","Rio Branco","Parque Zoobotânico, Parque Zoobotânico, bloco 2.","-67.874","-9.958",NA,NA,"INPA0197541","INPA0197541 INPA0197541_e INPA0197541_e1",NA,NA,NA,NA,"1999","10",NA,NA,NA,"-67.874","-9.958",NA,NA
"40","2020-11-18 11:40:13-03","UERJ","HRJ","11179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"?","s.n.","2009","05","10",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011179",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2624186","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Pessoal do Horto Florestal","384",NA,NA,NA,"South America","Brazil",NA,NA,"Horto Florestal, Rio",NA,NA,NA,NA,"US02187516","US02187516_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","1441890","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"A. Ducke","7587","1916","2","10","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Horto Botanico Rio de Janeiro spontanea",NA,NA,NA,NA,"US02187517","US02187517_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","273498","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Riedel, --","441",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Brasilia",NA,NA,NA,NA,"US02187518","US02187518_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2650280","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"A. P. Duarte","5452","1960","11","22","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Brasil, Estado da Guanabara, Sacopa, Lagoa Rodrigo de Fertas",NA,NA,NA,NA,"US02187514","US02187514_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2124415","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"L. B. Smith","6437","1952","4","8","South America - Neotropics","Brazil","Distrito Federal",NA,"Brasil, Distrito Federal, Pedra da Gavea",NA,NA,NA,NA,"US02187515","US02187515_01","850",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2019-11-13 11:22:25-03","USP","SPF","185649","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","cordistipula","Inga cordistipula","Mart.","Barroso, GM","Machado, O","s.n.","1943","05","15",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"SPF00185649",NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-05-08 11:10:27-03","UEFS","HUEFS","145083","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Cardoso, D.","2352","2008","11","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro.","-43.226944","-22.966111",NA,NA,"HUEFS0145083","HUEFS0145083 HUEFS0145083_01","19","19",NA,"Rosanae",NA,NA,NA,NA,NA,"43W13'37''","22S57'58''",NA,NA
"48","2020-05-08 11:10:27-03","UEFS","HUEFS","196632","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Lima, H.C.de","7612","2012","09","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Leme, Morro da Babilônia, trilha para Pedra do Urubu. Mata de encosta degradada.","-43.166389","-22.959167",NA,NA,"HUEFS0196632","HUEFS0196632",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,"43W9'59''","22S57'33''",NA,NA
"49","2020-05-08 11:10:27-03","UEFS","HUEFS","221364","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Lima, H.C.de","8115","2015","10","09",NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba. APA dos Fortes, trilha para o Forte do Imbuí (Avenida Imbuí).","-43.114444","-22.940556",NA,"Mata baixa sobre afloramento rochoso.","HUEFS0221364","HUEFS0221364","43","43",NA,"Rosanae",NA,NA,NA,NA,NA,"43W6'52''","22S56'26''",NA,NA
"50","2018-04-04 16:24:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,"RRC ID Flag","R. Marquete","745",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"745",NA
"51","2019-09-04 18:30:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-03-07 01:39:23-03","F","FMNH-SEEDPLANTS","V0160574F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0160574F","V0160574F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-03-07 01:39:23-03","F","FMNH-SEEDPLANTS","V0160575F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0160575F","V0160575F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-03-07 01:39:23-03","F","FMNH-SEEDPLANTS","V0160576F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0160576F","V0160576F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
