"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2019-10-09 11:24:16-03","UFBA","ALCB","81510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Nepomuceno, FAA","Querino, RN; Calda, PQ","80","2005","01","04","Southern America","Brasil","Bahia","Litoral Sul, Rodovia Ubaitaba/Itacaré, entrada aproximadamente 1 km da BR 101, ramal mageando o rio de Contas, Faz. Monte Alto, 12 km de distância.","-38.9967002868652","-14.2775001525879",NA,NA,NA,"aprox. 12 m alt. Folhas verde, com a parte abaxial mais clara. Frutos imaturos de cor verde.; solo argilo-arenoso.","ALCB044448","ALCB044448","Itacaré",NA,"2017","09","01","41230","auto",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:24:16-03","UFBA","ALCB","035127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Nepomuceno, FAA","Mattos Silva, LA; Euponino, A","3692","1998","01","14","Southern America","Brasil","Bahia","Quase no limite com o município de Santa Cruz Cabrália. Estação Ecológica do Pau-Brasil, km 16 da Rod, BR 367 (Porto Seguro/Eunápolis).","-39.133333","-16.383333",NA,NA,NA,"em desenvolvimento, 6 a 7m de altura x 20cm de diâmetro. Flores em botões. Coletada numa paralela exclusiva desta espécie, situada próxima ao Seringal. Cultivada.","ALCB046719","ALCB046719","Porto Seguro",NA,"2017","09","01",NA,NA,"-39.133333","-16.383333",NA,NA,NA,NA,NA
"13","2020-02-08 09:50:41-03","NBC","NL-BOTANY","L 0010510","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Sleumer HO","Gardner G",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Brasil.Rio de JaneiroOrgan Mts.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200010510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0010510","NL-L0010510",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","146195",NA,NA,NA
"14","2020-02-08 09:50:41-03","NBC","NL-BOTANY","L.2437453","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Mexia YEJ",NA,"1930","12","24","Southern America","Brazil",NA,"Minas Gerais: vicosa.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2437453","NL-L2437453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 09:50:41-03","NBC","NL-BOTANY","U.1595050","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Mexia YEJ",NA,"1930","12","24","Southern America","Brazil",NA,"Minas Gerais: vicosa.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595050","NL-U1595050",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 09:50:41-03","NBC","NL-BOTANY","U.1595051","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Mexia YEJ",NA,"1931","04","25","Southern America","Brazil",NA,"State of Minas Geraes. Argicultural College lands; near western boundary.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1595051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1595051","NL-U1595051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 09:50:42-03","NBC","NL-BOTANY","L.1079963","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Banara","vellozii","Banara vellozii","Gardner",NA,"Irwin HS; et al.",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079963","NL-L1079963",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","SJRw53071",NA,NA,NA
"18","2020-11-04 11:19:12-03","ESALQ","ESA","82828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Walburg","Marquete, R.","Castro, R.M. et al.","758.0","2001","12","09",NA,"Brasil","Minas Gerais",NA,"-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"ESA082828","ESA082828","Descoberto",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:33:28-03","MN","R","211597","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,NA,NA,"1951","03",NA,NA,"Brasil","Rio de Janeiro",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"Cabo Frio",NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:33:28-03","MN","R","10190","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Banara","vellozii","Banara vellozii","Gardner",NA,"Glaziou, A.F.M.","7514","1875","01","06",NA,"Brasil","Minas Gerais",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"Plantas do Brasil Central","R000010190","R000010190_001","Juiz de Fora",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:33:28-03","MN","R","211584","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Banara","vellozii","Banara vellozii","Gardner","Smith, L.B.","Irwin, H.S.","2121","1958","11","20",NA,"Brasil","Minas Gerais",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-20 21:17:53-03","UFV","VIC","28440","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","Vell.","Marquete, R.","Castro, R.M.; et al.","758","2001","12","09",NA,"Brasil","Minas Gerais","Reserva biológica da represa do Grama.","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore na borda de curso d#?# água e borda de mata heliófila, ca. 15 m, pouco freguente, floresverdes androceu creme e gineceu verde.","VIC028440","VIC028440","Descoberto",NA,"2002","10",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:17:53-03","UFV","VIC","709","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","Vell.","Smith, A.C.","Mexia, Y.","s.n.","1931","01","03",NA,"Brasil","Minas Gerais",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC000709","VIC000709","Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:17:53-03","UFV","VIC","4584","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","Vell.",NA,"Irwin, H.S.","2121","1958","11","20",NA,"Brasil","Minas Gerais","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore de 5 m, floresta secundária, inflorescência verde , ocasional.","VIC004584","VIC004584","Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-20 21:17:53-03","UFV","VIC","426","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","Vell.","Smith, A.C.","Mexia, Y.","5449","1930","12","24",NA,"Brasil","Minas Gerais","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore ornamental de 20 m, flor amarelo canário.","VIC000426","VIC000426","Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:44:53-03","UFJF","CESJ","31058","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","R.C. Forzza","P.C.L. Faria","67","2000","02","25","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore com frutos esverdeados.","CESJ031058",NA,"Descoberto",NA,"2004",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:44:53-03","UFJF","CESJ","32946","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","R.C. Forzza","R.M. Castro; P.H. Nobre; F.R.G. Salimena; V.R. Almeida; B.C.Campos","306","2001","05","07","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore no interior da mata. Frutos verdes.","CESJ032946",NA,"Descoberto",NA,"2002",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:44:53-03","UFJF","CESJ","35501","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","R. Marquete","R.M. Castro; L.S. Fernandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","758","2001","12","09","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore na borda do curso d'água e na borda da mata, heliófila, ca. 15m, pouco frequente. Flores verdes com androceu creme e gineceu verde.","CESJ035501",NA,"Descoberto",NA,"2002","10",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:44:53-03","UFJF","CESJ","38898","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","R. Marquete","R.M. Castro","716","2001","12","01","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore em borda de mata ciliar, ca. 15m alt. Botões florais verdes. Heliófila ocasional.","CESJ038898",NA,"Descoberto",NA,"2002","10",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-07-05 19:08:49-03","UFES","VIES","42528","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Nepomuceno, A.; Sossai, B.G.; Mello, B.N.; Mendes, B.; Miranda, V.S.; Pena, N.T.L.; Oliveira, R.M.; Nunes, P.M.; Dias, L.D.F.","659","2019","02","07",NA,"Brasil","Espírito Santo","Trilha do Paliteiro (borda). Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES042528","VIES042528","Conceição da Barra",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-04-27 16:11:33-03","UFES","VIES","33648","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","A. Nepomuceno","Moraes, A.M.","215","2012","02","05",NA,"Brasil","Minas Gerais","Reserva Particular do Patrimônio Natural Meu Reino.","-41.9071998596191","-20.6502990722656","1300","1300",NA,NA,"VIES033648","VIES033648","Espera Feliz",NA,"2019","01","10","21988","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-23 17:06:25-03","UFES","VIES","49215","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Valadares, R.T.","Lieven, L.J.; Silva, H.L. da.","220","2019","02","01",NA,"Brasil","Espírito Santo","Valsugana Velha, Mata da Chave Inglesa.","-40.591389","-19.971111",NA,NA,NA,NA,"VIES049215",NA,"Santa Teresa",NA,"2019",NA,NA,NA,NA,"40º35'29''W","19º58'16''S",NA,NA,NA,NA,NA
"33","2020-04-27 16:11:33-03","UFES","VIES","16466","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","A. Nepomuceno","Pereira, O.J.; Espindula, E.","6865","2001","03","14",NA,"Brasil","Espírito Santo","Fazenda Candelária.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"VIES016466","VIES016466","Domingos Martins",NA,"2019","01","10","48150","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:11:33-03","UFES","VIES","14436","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Thomaz, L.D.","Thomaz, L.D.","1646","1993","08","10",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES014436","VIES014436","Santa Teresa",NA,"1993","08","10","23813","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:32:04-03","UFRRJ","RBR","43841","S","Plantae",NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","T.P.P. Alverga","L.H. Soares",NA,"2013","09","06",NA,"Brasil","Rio de Janeiro","MONA Morros da Urca e do Pão de Açúcar. EE-47 Projeto Raizes- Rio De Janeiro F127/63.","-43.158611","-22.951944",NA,NA,NA,NA,"RBR00043841",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"43º9'31''W","22º57'7''S",NA,NA,NA,NA,NA
"36","2020-12-21 16:28:37-03","MBM","MBM","275232","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Walburg","Marquete, R.","Castro, R.M.; et al.; et al.","758","2001","12","09","Southern America","Brazil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"MBM275232","MBM275232","Descoberto",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:28:37-03","MBM","MBM","275231","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Banara","serrata","Banara serrata","(Vell.) Walburg","Marquete, R.","Castro, R.M.; et al.; et al.","716","2001","12","01","Southern America","Brazil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"MBM275231","MBM275231","Descoberto",NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA
"38","2015-09-05 06:52:53-03","MNHN","RECOLNAT_MNHN_P","P04677385","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Abrantes",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04677385' target='other'> <mi>dwc_moreinfo</mi></a>","P04677385","P04677385_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 16:38:22-03","MNHN","RECOLNAT_MNHN_P","P02442221","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Sleumer","Gardner, G.",NA,"1838",NA,NA,NA,"Brésil",NA,"Montagnes Organ",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442221' target='other'> <mi>dwc_moreinfo</mi></a>","P02442221","P02442221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA
"40","2016-09-29 16:39:07-03","MNHN","RECOLNAT_MNHN_P","P02442222","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.","Sleumer","Gardner, G.",NA,"1838",NA,NA,NA,"Brésil",NA,"Montagnes Organ",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442222' target='other'> <mi>dwc_moreinfo</mi></a>","P02442222","P02442222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA
"41","2015-09-05 06:52:53-03","MNHN","RECOLNAT_MNHN_P","P04677383","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,NA,NA,"1816","1","1",NA,"Brasil",NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04677383' target='other'> <mi>dwc_moreinfo</mi></a>","P04677383","P04677383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA
"42","2018-04-19 10:47:34-03","MNHN","RECOLNAT_MNHN_P","P04677386","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Mexia, Y.",NA,"1930","12","24",NA,"Brasil","Minas Gerais","Agricultural college lands, southeast of dormitory.","-42.8819007873535","-20.7539005279541","668",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04677386' target='other'> <mi>dwc_moreinfo</mi></a>","P04677386","P04677386_01","Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,"5449",NA,NA
"43","2015-09-05 06:52:52-03","MNHN","RECOLNAT_MNHN_P","P04677382","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Mexia, Y.",NA,"1930","2","25",NA,"Brasil","Minas Gerais","Agriculturtal College lands.","-42.8819007873535","-20.7539005279541","680",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04677382' target='other'> <mi>dwc_moreinfo</mi></a>","P04677382","P04677382_01","Viçosa",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,"4395",NA,NA
"44","2015-09-05 06:52:53-03","MNHN","RECOLNAT_MNHN_P","P04677384","PreservedSpecimen",NA,NA,NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Glaziou, A.",NA,"1875","1","6",NA,"Brasil","Minas Gerais","Brésil. Minas Geraes. Route de Juiz de Fora a la Fazenda de Sta. Anna","-43.3502998352051","-21.7642002105713",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04677384' target='other'> <mi>dwc_moreinfo</mi></a>","P04677384","P04677384_01","Juiz de Fora",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,"7514",NA,NA
"45","2020-12-11 11:41:13-03","UFMG","BHCB","68430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Aquino, C; Nunes, LG","s.n.","2001","12","01","Southern America","Brasil","Minas Gerais","Dores de Guanhães. Pirapitinga.",NA,"-19.05",NA,NA,NA,NA,NA,NA,"Dores de Guanhães",NA,NA,NA,NA,NA,NA,NA,"-19.05",NA,NA,NA,NA,NA
"46","2020-12-11 11:41:13-03","UFMG","BHCB","36337","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Bahia",NA,"-39.4794006347656","-13.686900138855",NA,NA,NA,NA,NA,NA,"Wenceslau Guimarães",NA,NA,NA,NA,"37469","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:41:13-03","UFMG","BHCB","94249","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,"Ferreira, RM; França, GS; Stehmann, JR","42","2004","12","08","Southern America","Brasil","Minas Gerais","Estação Ambiental de Peti.","-43.3622016906738","-19.826099395752",NA,NA,NA,"Arbóreo, 3m, botões esverdeados, Usina",NA,NA,"São Gonçalo do Rio Abaixo",NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:41:13-03","UFMG","BHCB","41937","PreservedSpecimen","Plantae","Dicotyledon",NA,"Salicaceae","Banara","serrata","Banara serrata","(Vell.) Warb.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Mineração de Alumínio - CBA.","-42.817798614502","-21.4158000946045",NA,NA,NA,NA,NA,NA,"Itamarati de Minas",NA,NA,NA,NA,"10054","auto",NA,NA,NA,NA,NA,NA,NA
