"record_id","modified","institutionCode","collectionCode","catalogNumber","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode"
"1","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","10231","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","Elton M.C. Leme/IX-2002","I. G. Varassin","54","1998","12","18","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Terrestre. Ombrófila. Brácteas florais verde, flores brancas com ápice lilás. Anteras, filetes estilete e estigma brancos. Perfume levemente crítico. Flores velhas.","MBML010231","MBML010231"
"2","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","15612","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","T.S. Coser & T. Wendt/30-08-2008","L. Kollmann; et al","3924","2001","06","12","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167","40W34'60","19S59'3","Epífita na sombra. Sépalas avermelhadas. Pétalas bainhas e azuis. Bainha foliares vináceas. Culta/Herb","MBML015612","MBML015612"
"3","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","23893","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","T.S. Coser & T. Wendt/30-08-2008","L. Kollmann; et al","3929","2001","06","12","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167","40W34'60","19S59'3","Epífita na sombra.","MBML023893","MBML023893"
"4","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","23894","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","T.S. Coser & T. Wendt/30-08-2008","L. Kollmann; et al","3965","2001","06","13","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167","40W34'60","19S59'3","Epífita na luz.","MBML023894","MBML023894"
"5","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","23895","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","T.S. Coser & T. Wendt/30-08-2008","L. Kollmann; et al","3924","2001","06","12","Brasil","Espírito Santo","Santa Teresa","Cabeceira do Rio Bonito","-40.583333","-19.984167","40W34'60","19S59'3","Epífita na sombra. Sépalas avermelhadas. Pétalas bainhas e azuis. Bainha foliares vináceas.","MBML023895","MBML023895"
"6","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","7588","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","Elton M.C. Leme/IX-2002","I. G. Varassin","13","1998","02","14","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,"MBML007588","MBML007588"
"7","2020-07-10 09:44:31-03","MBML","MBML-HERBARIO","7589","Plantae","Bromeliaceae","Neoregelia","ruschii","Neoregelia ruschii","Leme & B.R.Silva","T.S. Coser & T. Wendt/30-08-2008","I. G. Varassin","11","1998","02","14","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,"MBML007589","MBML007589"
